identifier,name,popularity,Wikipedia
8H7fsy2v5wUdO4PK6cFY9u,David Flaschen,2,David%20Flaschen
8HTfrnQMnpKcsi6qYsuOqg,Altman Family,1,Altman%20Family
8HinhkANzdGbTIOjXnpBUJ,some idiot loudmouth,1,some%20idiot%20loudmouth
8IvcGEURjUxdY863zEC7VO,Facebook,1,Facebook
8IvlI1ww4emaYi8WPXYow2,Mark Nicholls,32,Mark%20Nicholls
8IwuwOYoeWLdWPlEBzSmjL,Bharat Masrani,11,Bharat%20Masrani
8JRCV7CXDmGaaCITaG4cfU,Timothy D. Cook,1,Timothy%20D.%20Cook
8JWnFmswnHnerXHNL9qKz2,Ben van Beurden,22,Ben%20van%20Beurden
8JbYMwRokMYeoqpWGvJuZt,T Andersen,2,T%20Andersen
8LLI12NpWdVerVsmXqTzlD,Frederick Wallace Smith,1,Frederick%20Wallace%20Smith
8MX3K3xoeEtcBFifQRsB5F,Jack Dorsey,219,Jack%20Dorsey
8N5kQoW3zaRe3RjJwOssEe,Richard A. Baker (businessman),3,Richard%20A.%20Baker%20%28businessman%29
8NYmsUUDnyRbqwBpDuVozL,"William C. Rhodes, III",1,William%20C.%20Rhodes%2C%20III
8OdRHyeAEPse0DpzbFthBe,Gonski Review,1,Gonski%20Review
8PUKnjdLtzAcZSZrKCl6AX,Arkadiy Volozh,1,Arkadiy%20Volozh
8Pw7EZIle8db3wKIyiv04G,Donald W. Slager,1,Donald%20W.%20Slager
8PzywKy2Qg0bpLTDNJ0y80,David Murdock,1,David%20Murdock
8QKhfKtEOFMcFQxA09CCw0,Richard Sands (businessman),2,Richard%20Sands%20%28businessman%29
8R6X6iwC0vVf0zw0zV0MkL,Arab American Oil Company,1,Arab%20American%20Oil%20Company
8SGuSvC4yKnfmKCCfBrzPS,Lachlan,3,Lachlan
8Tc3Wd4n99ZfcuHO0jW6FV,Hennessy,1,Hennessy
8Tz9txkE2Zpe9SK4XtVIh1,Jeff M. Fettig,9,Jeff%20M.%20Fettig
8UAowE5lPlfbVeOZXsPkzF,Sam Yagan,27,Sam%20Yagan
8UKdSWKBbgTewYP6dJ1htz,Mr. McMagma,1,Mr.%20McMagma
8UqZ5SzVWDsevNvIgScHBt,Puzder,1,Puzder
8VYt99nuF9ydRwy3iejoEA,Anil Dhirubhai Ambani,1,Anil%20Dhirubhai%20Ambani
8VaOZ3ytsw4dbB2nHDfFtq,Peter R. Huntsman,6,Peter%20R.%20Huntsman
8Vq6WEdExpVds604FxRUB5,Deere,2,Deere
8VyelsQ0eLFefBux5cGdei,Lester_Lyles,1,Lester_Lyles
8WYDP9ZqpcIevm9aAOHhMw,Marc Bitzer,4,Marc%20Bitzer
8X7jTdW1LrMd7o6ufk5FdR,Thomas Rabe,11,Thomas%20Rabe
8X8NrFAOn02bUzUCdg95yr,Donald McGauchie,8,Donald%20McGauchie
8XcKFcNqLFceS2CHyDJVg9,Robert B. Ford,4,Robert%20B.%20Ford
8XwwNfBiRAPd2mD3iPHqu4,Richard Dahl,12,Richard%20Dahl
8Y5D5XLnySzbzE46juWjLm,Scott Flanders,6,Scott%20Flanders
8Y97znUpVZcdgVZDgD3Ay0,Pat Gelsinger,28,Pat%20Gelsinger
8YDU17NDNFIayuSKSb3HUB,Herbert_Boyer,1,Herbert_Boyer
8YyiTsoZ0d9coBFYLSHc2d,John Stankey,20,John%20Stankey
8ZpckauycVgee8MyoQeVli,"Jeffrey W. Ubben, Founder, Portfolio Manager, and Managing Partner, Inclusive Capital Partners, L.P.",1,Jeffrey%20W.%20Ubben%2C%20Founder%2C%20Portfolio%20Manager%2C%20and%20Managing%20Partner%2C%20Inclusive%20Capital%20Partners%2C%20L.P.
8awPyo15XXzcijqvdrKuTH,John E. and Marva M. Warnock,2,John%20E.%20and%20Marva%20M.%20Warnock
8b98Jm2SkOleYrw8n0TERy,John Deere,518,John%20Deere
8bJ43Mbevp8bS8Qcnbk501,Josu Jon Imaz,9,Josu%20Jon%20Imaz
8bMVNRgqGY7evn5VTqIoiH,Redstones,2,Redstones
8brj3fd5dJ1cI7SCftAvQk,H. Johnson,3,H.%20Johnson
8cnTQn6eWMOcVSFj7yi7BM,Stefan,1,Stefan
8coxzhbhekhbvBxGpdmHTD,Miles D. White,9,Miles%20D.%20White
8dZQi4UvleifPw3ooPGyWv,Spiegel,1,Spiegel
8dviP3si6hvds3a3WHMtd6,Larry Merlo,10,Larry%20Merlo
8dzF431orfpeNpFg8EJGVJ,John Cassaday,242,John%20Cassaday
8eJLiUBMouFfhO4sxWc3QB,Louis Camilleri,3,Louis%20Camilleri
8eM9HGWJ4pIawA6s71T4wZ,Chris kempczinski,1,Chris%20kempczinski
8ePV2niUT9oawNcbCuIDT2,Marco Gobbetti,6,Marco%20Gobbetti
8etfO3M4krMer31wInstJZ,John Thornton,1,John%20Thornton
8fPeqcRGz7DdXhkRpcXPxn,Zeitz MoCAA,1,Zeitz%20MoCAA
8g1n4cy6PXsaaQeMfKOzhE,John Dugan,3,John%20Dugan
8g5ujewhMPybd3YMF0pzt8,Nuri Berruien,1,Nuri%20Berruien
8gB3Kl1RIW7fFmxvesJ1DU,Dean A. Connor,3,Dean%20A.%20Connor
8i1EzyUwaWOfFvCr90nQD9,John L. Thornton,29,John%20L.%20Thornton
8iHcYUuWcJAcEkHG6GZHx6,Simon Adam Wolfson,1,Simon%20Adam%20Wolfson
8id0HsxKWandRIaC9Tf7NT,John P. McConnell (businessman),4,John%20P.%20McConnell%20%28businessman%29
8ifGdCa29SEckDVAAxUFAc,Robert Gamgort,2,Robert%20Gamgort
8jobx4WnOOOf2kKDihgqda,David McKay,3,David%20McKay
8lbvGtGlqwTfP3rR02xzdd,"Paul  "" Triple H ""  Levesque",31,Paul%20%20%22%20Triple%20H%20%22%20%20Levesque
8liR2S61A3uetMGrZcN4Hd,Larry Culp,1,Larry%20Culp
8lzudw1i7GibG5LtWEwv6h,Byron Grote,2,Byron%20Grote
8m0Se8x7qO7f5xE9MfTv34,Jean-Dominique Sénard,1,Jean-Dominique%20S%C3%A9nard
8oBwE49YsOucNIh5xeg81R,Bob Iger,299,Bob%20Iger
8oHvSdt0yzRcd7HVJ1AZCF,Manfred Bischoff,5,Manfred%20Bischoff
8oj9qjwL9tcfx26f4wO2lz,Ulf Mark Schneider,12,Ulf%20Mark%20Schneider
8opqy5yZiJtcy3eb8fpf6s,"Gorelick, Jamie",2,Gorelick%2C%20Jamie
8ouOQQVMSDYegYERJ5g07y,George Sherman,455,George%20Sherman
8p2BE6wlpo2bEdlotVjl29,Donald Gordon McGauchie,1,Donald%20Gordon%20McGauchie
8p7SRsxmsXRbRRsMYEhUBg,Mittal family,1,Mittal%20family
8p91jUTOy0mdoa4XNd5LdX,Hunt,4,Hunt
8qqfBHJH8svf4cQ0AmdD1Y,Rolf Presthus,35,Rolf%20Presthus
8qsBWkdtjlleZI42ErhgvO,Rich Templeton,4,Rich%20Templeton
8r7f9EI8g3YbvVtxJ9loyB,Li Yanhong,1,Li%20Yanhong
8rG2EyBFiwHdqB8uGYQTIG,Former Prime Minister of Russia Viktor Alekseyevich Zubkov,1,Former%20Prime%20Minister%20of%20Russia%20Viktor%20Alekseyevich%20Zubkov
8rnhC7lmgp7cLgpOBBfbo1,Kenneth Frazier,30,Kenneth%20Frazier
8rowGHCwoH6diiLchjfRX2,Michael,3,Michael
8sKB2Z4IQ8ZeAmjn8ItxFn,Michael Dell,177,Michael%20Dell
8tGYqygkHQPcIDBQpobxXf,Jim Fitterling,7,Jim%20Fitterling
8tOqCVLMZlGdBmNRJy9sVE,Howard Davies,61,Howard%20Davies
8thQzcvbPnHbnDPaJvfNq4,Harold McGraw III,14,Harold%20McGraw%20III
8uKWdGY10gGffcjexTVkA1,Rakesh Jain,15,Rakesh%20Jain
8unp0oVAfTcbDlBGRZY5a8,David H. Murdock,36,David%20H.%20Murdock
8utFVqBpXyUeJuIbTCKaj3,Walt Disney,1,Walt%20Disney
8utM9jQua3xc4oO2wdnYDA,Henry and Susan Samueli,5,Henry%20and%20Susan%20Samueli
8vGTdskwspfaW4fund4DJ7,Carl William Hahn,1,Carl%20William%20Hahn
8vGdSBQClxldSA4iTdKnze,Ramón S. Ang,2,Ram%C3%B3n%20S.%20Ang
8wEyy3q1VWyb7rYyFHA5Mg,Kumar Mangalam,1,Kumar%20Mangalam
8wg4cSeJ4xqcxVpxne25MW,Aart de Geus,8,Aart%20de%20Geus
8wjmsOmA6EJe4dJBUXZTnO,Maury Gallagher,1,Maury%20Gallagher
8xk87lYg2bYbmYmAkzgx56,Secretary Rice,3,Secretary%20Rice
8y3IGk7u4HKau2COia78cd,Darius Adamczyk,15,Darius%20Adamczyk
8yw9n413XOrdhj7VnJPE6C,Johan Forsberg,11,Johan%20Forsberg
8zEi7QMjgumfTa8DNqvERa,Bernard Arnault and family,1,Bernard%20Arnault%20and%20family
8zO5TEM9NkWbBAAYpSKCBH,Steven Reinemund,15,Steven%20Reinemund
90EFtRA8GPMbkBcKHi9us6,Alan Miller,1,Alan%20Miller
9227tnl0GzsbKMU8onYXmO,Dave MacLennan,7,Dave%20MacLennan
926bPwv1McWbf51LuReGQd,Andre de Ruyter,1,Andre%20de%20Ruyter
92Veq3UNWKDamX6JF33z47,Jeffrey Henley,2,Jeffrey%20Henley
942kU3b0aqlc2IFAfUoDrn,Peter Lytton Bazalgette,1,Peter%20Lytton%20Bazalgette
94OZJtrrh1eeH13wcFFEiq,Clark T. Randt Jr.,11,Clark%20T.%20Randt%20Jr.
96LGhVzBAbvcrpVta4bB9p,Robert Iger,8,Robert%20Iger
96inoXJ2Ck2fHGPjGxCSqs,Edward H. Bastian,1,Edward%20H.%20Bastian
97i38PB9BC9eP58thZKyBf,Richard Sands,10,Richard%20Sands
97rfk7oNuw9dKxGK3TgzaB,Elon Musk-esque,1,Elon%20Musk-esque
98BTSVrJ6pdedaLkzYNg9N,Evan Sharp,12,Evan%20Sharp
98WmiUARrcXcRHHUirmpnM,Kirkland_H._Donald,1,Kirkland_H._Donald
9934hGydHm2eGQ5zkbi0Kn,Weiner,1,Weiner
9A1gk0uGyBNeYS729sL7QI,Forsberg,1,Forsberg
9AJ98ELKQd7dgdUSr4hhc5,Johann Rupert's,1,Johann%20Rupert%27s
9B6llOVpWP6dNu6kf50g4S,Louis Schweitzer (businessman),2,Louis%20Schweitzer%20%28businessman%29
9C7C5ZoqivYfkeCSAbeOiG,Warren E. Buffett,2,Warren%20E.%20Buffett
9DrFHiUzqZpcjePbU98gOG,Munroe-Blum,1,Munroe-Blum
9EASRLXNltddl2ymNkHZAC,Susan L. Wagner,1,Susan%20L.%20Wagner
9EqbamH6Ri7dm7pl7SwqqL,Peter Oliver Gershon,2,Peter%20Oliver%20Gershon
9GXYtWIW51yfQFdjNy0FGE,Robert G. Miller,4,Robert%20G.%20Miller
9HEybCPErVOfZIm71NkdY2,Buffett,1,Buffett
9HcUCKQkpMdfvfUBgQoNJq,Helge_Lund,1,Helge_Lund
9IjMtJwXzKWbqDgYwRQZiB,McGarry,16,McGarry
9J7AUAMaTQmf1dBS9wcieS,Peter Levine,1,Peter%20Levine
9JTkO3RkSt9eSv2xCJSnu0,Herman Gref,34,Herman%20Gref
9K2JKE3HOYmd9APLuUf9jP,James C. Foster,8,James%20C.%20Foster
9KDuopX2P33dJCFxC3WDeu,Patti Poppe,8,Patti%20Poppe
9L273oOLpm9dJ2TVexi9EL,Eric Yuan,21,Eric%20Yuan
9Lmbd1kzyo6bViH4MGGSwP,the chairman,2,the%20chairman
9MC4oV7QrEad1nV318ACxM,Jeffrey Martin,8,Jeffrey%20Martin
9MFMq0cnmSmelSKh6YGSPX,Roger A. Krone,1,Roger%20A.%20Krone
9MoEQGVOM5Df1aABIVngUX,Pedro Pizarro,17,Pedro%20Pizarro
9NJ28rL2nCvezgl9IJ59ox,Norman Roy Blackwell,1,Norman%20Roy%20Blackwell
9NQHI0PCqG0cC0Kar4ZxfE,Arnold Donald,1,Arnold%20Donald
9Nc1uO24r1hdR75nzO3mhJ,Brian McAndrews,9,Brian%20McAndrews
9NjEic3pjIbbz86C7PCvye,Sir Peter Bazalgette,10,Sir%20Peter%20Bazalgette
9NlKlGRIZeEf9joGGzfKxa,Deborah DeHaas,2,Deborah%20DeHaas
9Nu0vjNAe4aewA5fM5ajcG,Mark Sutton,17,Mark%20Sutton
9P9bqg1sgwpckoxt1QmsqQ,Charlie Ergen,29,Charlie%20Ergen
9QwDNiRPstqcPHi9r871ZG,Indian Paintbrush,2,Indian%20Paintbrush
9QxkVXDjqUxfUXzgugWVPn,Elon Musk's,16,Elon%20Musk%27s
9R2r9pqcB6AebxVA3p5MLn,Tom Linebarger,5,Tom%20Linebarger
9R3WVZPu5xAcUajI7rVUJY,Benjamin Smith (executive),4,Benjamin%20Smith%20%28executive%29
9RgfchKKslpfZxryYzL7lt,Mukesh,3,Mukesh
9S6MOyCN59sdQeMuI5sC3C,Antonio Neri,5,Antonio%20Neri
9SjSpYY8lh2bOrSx6hwqff,Ryan Quigley,26,Ryan%20Quigley
9Tk7kyIKipTb6sQtGpVf3O,Kevin O'Byrne,18,Kevin%20O%27Byrne
9ULXaU60Gi3fDEynIpyp2A,Jessica Collins,97,Jessica%20Collins
9UdyqPf6dLBd4GJ475Fta6,Peter Gershon,11,Peter%20Gershon
9V6aZjxeUhHbAjuqN2cn1J,John Redmond's,2,John%20Redmond%27s
9VE95axzcdZcKeHVHNHOIu,Simon Roberts,10,Simon%20Roberts
9VLds7XwjnsfovL40YjfDe,Abe Peled,7,Abe%20Peled
9W4E7ET5klpf93nuV3YHSS,Patti S. Hart,1,Patti%20S.%20Hart
9WBm7P7bXetd8ZSdw6Yuqj,Mosley,51,Mosley
9WC8V686iQ6focdHNkIUi7,V. Zubkov,1,V.%20Zubkov
9WYG26QfFbDbVHIYAL6EU1,David Schwimmer,4,David%20Schwimmer
9Wunc0izfNAdUsUZvYcWd5,Charles Woodburn,7,Charles%20Woodburn
9XwyfdWJd1eezQ75bU8aOj,Bob Chapek,73,Bob%20Chapek
9Yh8pae9g6hbEjsmhhFBAm,Gorelick,1,Gorelick
9YkpIXNE9yMfgUSR5dOCOT,David_Dorman,1,David_Dorman
9YtQnYT9xtcdRmW8IpeA8I,"J. Frank Harrison, III",1,J.%20Frank%20Harrison%2C%20III
9aA65eFPzgFflmzIq1Z8eh,Horacio D. Rozanski,5,Horacio%20D.%20Rozanski
9akEwKh67YpfTBxNorxaSZ,Riccardo Zacconi,5,Riccardo%20Zacconi
9b1jPVBTtAUcOoBoPbLiEB,John Morgridge,20,John%20Morgridge
9bdp4vufkzKepgroolBFqf,Robert Beauchamp,26,Robert%20Beauchamp
9c3ickvRNbNfDtJnABjRy0,Viktor Zubkov,125,Viktor%20Zubkov
9cC3UTu8QzafhJYmTXIa6S,Brian Halligan,24,Brian%20Halligan
9cKL0E2G952cSGAXnIZNdY,Dr. John York,1,Dr.%20John%20York
9cSHpCxlwMFdYfGMYB3wWK,John T. Williams,5,John%20T.%20Williams
9canPmIxvnFcmCZ9wPBe9d,Bobby Kotick,47,Bobby%20Kotick
9cxxEz1di9kftSx1iod9ZZ,Johann,3,Johann
9drJTP9G57xdY1FjUQxsgV,"Frederick W.  "" Fred ""  Smith",1,Frederick%20W.%20%20%22%20Fred%20%22%20%20Smith
9e46Wgz14gTfIQHg5Yi0va,Victor Peng,3,Victor%20Peng
9eD6WJYInCcaxHqyyE0xyU,Jacob Wallenberg,43,Jacob%20Wallenberg
9eH0HpQYUM3eOJ7d7XAkhs,examples,1,examples
9eYwqlDRDt7de7G2u5lVFU,Barry Zyskind,3,Barry%20Zyskind
9ex89kqYlsRe4t0bzkV7Nx,Mary Dillon (businesswoman),3,Mary%20Dillon%20%28businesswoman%29
9fHjIKedlC8eaEo7kUFqK2,his opponent,1,his%20opponent
9fcHA8GnbC7d6oBC6xZTn4,1,55,1
9gLTUrKpWB0bULXnPCxgv9,Sean Doyle,8,Sean%20Doyle
9gatp7cBGuwd6NkdydE30f,Mary Barra,99,Mary%20Barra
9iE445VL24ece5UQX2NhAF,Emmanuel Faber,13,Emmanuel%20Faber
9iwjsnLBpuJf6h8NGBbfT2,Steven Rales,13,Steven%20Rales
9k6mZtq7xTJfn6PxOUESJs,Philip H. Knight,2,Philip%20H.%20Knight
9km66V70AancXOPm821sCO,Jeff Bezos's,1,Jeff%20Bezos%27s
9knUJNs5GkNarZ9Mzzq4G0,Thiel,1,Thiel
9kzCLFWqJyhbjuectzchlZ,Condoleeza Rice,4,Condoleeza%20Rice
9lKCbzTS2oyaiq9wBqOVA0,Kelcy Warren,23,Kelcy%20Warren
9maeWuwKzXGdVLn9lWedXj,Abigail P. Johnson,1,Abigail%20P.%20Johnson
9mjO5Fia1mddqg49au65rM,Jeffrey Preston Jorgensen,1,Jeffrey%20Preston%20Jorgensen
9mnY5TjQQTqeKkAQoXyjRw,Kenneth M. Jacobs,15,Kenneth%20M.%20Jacobs
9mv9ULR1pO4bso7IhZiWlm,Weber,2,Weber
9nKNmf5W3ekcj9tNJJqYT8,Nicolas Dufourcq,6,Nicolas%20Dufourcq
9nLqGvzZ43vb35y4I0wXU5,"H. Lawrence Culp, Jr.",1,H.%20Lawrence%20Culp%2C%20Jr.
9nPdbirBlTadMacuhWy6m1,Nicolas Dufourq,1,Nicolas%20Dufourq
9oe7thxZDq3cSpznM7Nuji,our article on the guy,1,our%20article%20on%20the%20guy
9ogYHj46pKLcIr29akC8KQ,Li Yue,2,Li%20Yue
9p0fneWcktvfOCkYlNjWvu,John Pettigrew,3,John%20Pettigrew
9pbxwFS0gU3bJx3OU0gY2a,"Brown, Paul",2,Brown%2C%20Paul
9pdUMqgEHyyduLNPdytd8w,"Norman Blackwell, Baron Blackwell",10,Norman%20Blackwell%2C%20Baron%20Blackwell
9qW6hEBA3pmcZAOPEdMlDf,James Foote,33,James%20Foote
9rVfAbxsL9sdKoTLmgvM2h,"Michaelangelo  "" Mike ""  Volpi",1,Michaelangelo%20%20%22%20Mike%20%22%20%20Volpi
9rrZB7bz37Ydd4Ort7ZQ2F,Mark Hoplamazian,6,Mark%20Hoplamazian
9sFFRjCwOW8b33rdXVRCIP,Michael Hyatt,76,Michael%20Hyatt
9sapWRt1K0bbYWFH6LJmGh,Frederick_Henderson,1,Frederick_Henderson
9t5PDRCDuVjcZWSMdJUda7,Donald Slager,1,Donald%20Slager
9un623ezdxqetkPbp1iYBa,Roy Alan Gardner,1,Roy%20Alan%20Gardner
9vQsMm3G8HmekSMXcNuc0I,Leighton T,1,Leighton%20T
9vWWx4TLourcXvxdWU55dV,Elizabeth Gaines,5,Elizabeth%20Gaines
9vfE4Fw5cwxfwmgpENvsuZ,Richard Li Tzar-Kai,1,Richard%20Li%20Tzar-Kai
9wODmOx6GUye7dUvPQ5sd1,John York,55,John%20York
9wReljPDV6IcXZoGo9JSwX,Dolan family,2,Dolan%20family
9xNctaWXjKQeDVyceseBrl,Michael B. McCallister,1,Michael%20B.%20McCallister
9xjlqxdQgRdfp0roaCP9Vl,Sir Charles Morrison,6,Sir%20Charles%20Morrison
9xpYok71SASfwQ5wZIOJO1,H. Lawrence Culp Jr.,13,H.%20Lawrence%20Culp%20Jr.
9xzgIfni91XfrirsEeQsyH,Tony James,2,Tony%20James
9yFYJikNRlBafBVcNjBxUd,"Robert  "" Bob ""  Iger",1,Robert%20%20%22%20Bob%20%22%20%20Iger
9zYq7y5lXdjbanQTCTv15N,Francesco Caio,7,Francesco%20Caio
A03kUpXhVdxf9uKbI4Q1eI,Lisa T. Su,1,Lisa%20T.%20Su
A09pkeYeGEPeZrnpRRr8Mt,Earl G. Graves Jr.,11,Earl%20G.%20Graves%20Jr.
A0FCmYn9x7Gc8To0E3RXy7,Vicki Hollub,9,Vicki%20Hollub
A1InlcPiy70bVUs2ViPDez,Len Blavatnik,6,Len%20Blavatnik
A328KKLfapiahZfbEGutEw,Deere  &  Co,1,Deere%20%20%26%20%20Co
A3U73H2B8dUc5BRauLcZln,Ken Xie,10,Ken%20Xie
A4dCyPogEAhcHSfUbx59Wy,Mark Schneider,1,Mark%20Schneider
A4iqJY8CEp8eAwpRWK8Zmo,John Donahoe,34,John%20Donahoe
A5JhcxBmW1YaeFhjShou8l,John Manley,124,John%20Manley
A87oldhJVXkfRKvg3wmI63,Bob [Iger,1,Bob%20%5BIger
A8rvnalM83gfO4PlGv4mMJ,Isaac Perlmutter,34,Isaac%20Perlmutter
A8txZd38M8zdIdw9ynTFqH,Ian Harnett,2,Ian%20Harnett
A9C4oOJuZBNbdaTcCXms0Z,Eric Paul Lefkofsky,1,Eric%20Paul%20Lefkofsky
A9V2vBD57dkbZGZ1TnPazI,Michael McCallister,6,Michael%20McCallister
A9ZinqSWKxLeQ0fU861eVG,James Rohr,1,James%20Rohr
A9fb7Kz2hkibOT4ilrNzjh,Sir Ronald Aylmer Fisher,1,Sir%20Ronald%20Aylmer%20Fisher
AACevEOUNrYdzSNAMvdil2,Jon Erik Fyrwald,3,Jon%20Erik%20Fyrwald
AARyCtBjRX6f05HSBrkiKA,Ronald Perelman,124,Ronald%20Perelman
AASPg3ksv2fatLQdlWMLqO,Dennis R. Glass,1,Dennis%20R.%20Glass
AB0tUEbs4Yufk08C8FhA3E,Ralph Eberhart,30,Ralph%20Eberhart
ABX0EcLmQrOfsZwunAhKlh,Mary Eliza McDowell,1,Mary%20Eliza%20McDowell
ACdZyntivgYdMJvmRGLjbP, Henry A. McKinnell,1,%C2%A0Henry%20A.%20McKinnell
ACxH3qiw8treikaIO8a6sj,P. Brown,1,P.%20Brown
ADj79D1CtyBecKoEeAU6VU,Laurence Fink,2,Laurence%20Fink
AF9aJ6uTJTibvPCbTBCXG8,John Wren,67,John%20Wren
AFCrMaNaXTfagIS1ROfadI,the Zucc,1,the%20Zucc
AFR5OaH4Nrpdh2Ryadj3P1,Ajaypal Singh Banga,20,Ajaypal%20Singh%20Banga
AGGnlrmQOF4cvW8D5AEmwe,David Stover,10,David%20Stover
AGa1D1okLV7eVUb2L8Lk9O,Patrick_Dempsey,1,Patrick_Dempsey
AGsF7o1t7jXf295GXeYBu4,Peter Coleman,160,Peter%20Coleman
AHSpsRlfgVjeDuOFZjFZPj,Shemara Wikramanayake,8,Shemara%20Wikramanayake
AHVcktsyIh9dmC9vaiNFhk,His Highness Sheik Ahmed bin Saeed Al-Maktoum,1,His%20Highness%20Sheik%20Ahmed%20bin%20Saeed%20Al-Maktoum
AIJHyzx1OQ4cW0f7UsAlu1,Ambassador Mickey Kantor,1,Ambassador%20Mickey%20Kantor
AIn5FxZrx1ady63qAixq8P,Joseph Fletcher,25,Joseph%20Fletcher
AIthfXkvYqedGwiiWZkNxq,Deere and Company,3,Deere%20and%20Company
AIvPePekah7co09viQG2UH,Herbert Diess,12,Herbert%20Diess
AJOvvrJLVq4ckptaBbkv1X,Brian_Tyler,1,Brian_Tyler
AMInpwvGgb4cjmfmAd1tqX,Serge Weinberg,12,Serge%20Weinberg
AMdvU9mNR2EeMOSIoGbsLI,Stephen J. Squeri,2,Stephen%20J.%20Squeri
AN9wunXoyr7aoRqd12flax,John Edward Redmond,3,John%20Edward%20Redmond
ANYteGvvBNWcrEXHq8DjtX,Olivier Le Peuch,7,Olivier%20Le%20Peuch
AOV5QXhgNZqcUNWgswzsfP,Wan Zulkiflee,4,Wan%20Zulkiflee
AOsrQh3hU14detiO7tiW8H,Paul Hilal,6,Paul%20Hilal
APe17aYLjBNbrQK7T9y1R1,John Deere Co.,1,John%20Deere%20Co.
AQ1civVZ3csePhBf68cjAQ,Ajay Banga,1,Ajay%20Banga
AQ4e6WeuAa2eZgVSD3oXUE,Cannon-Brookes,1,Cannon-Brookes
AQfhRhYfRe6duOf2yjN6Q1,Robert Johnson's,2,Robert%20Johnson%27s
ASQuNZejHL9af4ZVTX1Wec,Naguib Kheraj,6,Naguib%20Kheraj
ATW3R5w65MybVtsssZP03t,Aramco's,3,Aramco%27s
AU3b3wvJnzef7CrzKP9Gbz,Barbara Rentler,3,Barbara%20Rentler
AUvcB0qQKmad3I7Y90HOgo,Tony Hayward,67,Tony%20Hayward
AUzTm5n40yGaZwMhxeo3tp,Robert Allen Iger,5,Robert%20Allen%20Iger
AVMVXsnWzqOfIlTiEj8v4c,F. Thomson Leighton,27,F.%20Thomson%20Leighton
AVRtWMr5lqqdiZ6JOU1OUv,Francis Blake (telephone),3,Francis%20Blake%20%28telephone%29
AVsKSYxcO0BeThsmV2S89X,Clive Beddoe,5,Clive%20Beddoe
AWEkMWLskABbGEdynwPCPZ,Simon Segars,11,Simon%20Segars
AXRUbb3Du0BdDGPKZmjlM8,Albert Chao,11,Albert%20Chao
AYmjgevt1m8bU0fOd1inbV,Michael Burns,2,Michael%20Burns
AZK0vSyJUX2f1loADYBuRi,Ian Davis (businessman),1,Ian%20Davis%20%28businessman%29
AZNScAWIsmHen8dZFg2JFH,Alan Parker's,3,Alan%20Parker%27s
AZn91o5zBYjfy2l7WQztMj,"Nash Media, LLC",2,Nash%20Media%2C%20LLC
AZrZZcAZlfVfXvE7EpvqSR,William Fung,20,William%20Fung
Aay7Z4fC8UDaj4hOlb3ktu,Patrick Cescau,5,Patrick%20Cescau
Abmz4juULyvbNe3vNEGDcc,Zuckerberging,1,Zuckerberging
AbqcCKykSV9dzvaLra30e1,Henry McKinnell,12,Henry%20McKinnell
Ac14ZQ1U1uRc5NTPEYgoaz,the Murdochs,1,the%20Murdochs
AcSwpEoqwVkf3mk6jKFS2z,Louis C. Camilleri,11,Louis%20C.%20Camilleri
AdTsZb47vhZb6nS3tI2L3S,Samuel J. Palmisano,25,Samuel%20J.%20Palmisano
Adkj3sMyTmec4nItSZN8ud,Vince,36,Vince
Ae0XuDGKttUcMhLdYe50P0,Takeshi Uchiyamada,9,Takeshi%20Uchiyamada
Af5UlYr3P86aXE83gdEJjx,Mitchell Rales,25,Mitchell%20Rales
AfBpqS37yxqaWJzZjNZMuB,Thomas A. Fanning,4,Thomas%20A.%20Fanning
AfmshkaPrM1bNJir6oa4bH,Martin Scicluna (businessman),1,Martin%20Scicluna%20%28businessman%29
AfzqJtwyKMRedUjBC5bWpq,Douglas L. Peterson,9,Douglas%20L.%20Peterson
AgCcpL5e7dIcZW4PtMEyQn,HHH,3,HHH
AhFAd5R3iWLbsLRtYwrPVE,Mike Sievert,9,Mike%20Sievert
AiHAliEubFqciX0vRoMvjK,Monty Bennett,5,Monty%20Bennett
AjGMKZg8DORdqELazuXen1,Lt. Gen. Thomas McInerney,3,Lt.%20Gen.%20Thomas%20McInerney
AkCFOQtREyEdCNvKQ9uqpJ,Peter Chernin,167,Peter%20Chernin
Al1aKFWEBWRcDX8taB3YS4,Chris Meyer,5,Chris%20Meyer
Al2bLftyeGDb5BFLOe63Ph,Cindy Miller,9,Cindy%20Miller
Al7yYfCVexoesS85ouJ31r,John Towner Williams,2,John%20Towner%20Williams
AlzU7dNAhncc3rkncuqmcE,Michael Rapino,8,Michael%20Rapino
Am1jdZzHHrHdZY0OAsme74,Aramco football team,1,Aramco%20football%20team
Am2DFNa8EqBbhXfTZL0T3B,Louis Gallois,25,Louis%20Gallois
Am4WX5x1YjldzFH96ptuvj,Equity Group Investments,1,Equity%20Group%20Investments
AmSiIT3LyA5bCSBHQeFVrh,Mitchell,4,Mitchell
AnTirHsE5WneJMICaHmtEE,Monumental Sports  &  Entertainment,8,Monumental%20Sports%20%20%26%20%20Entertainment
Ao31XAQ6X6FdANFZWuZR9q,Charles_O._Holliday,1,Charles_O._Holliday
AoWkjxtWP9ebm3K2iKwjHn,Minderoo Foundation,1,Minderoo%20Foundation
Ap0xcqgPPt4aeQmx5wzaTG,Robert I.,1,Robert%20I.
