java.util.Map,,,,
keyword,caption_name,guid,address,coordinates
marriott international inc.,Marriott Vacation Worldwide,883538725924fb06acd955595a89e958,,
martinmarietta.com,Martin Marietta,a10dbbc33ece23ca1a2a5e2497e1df1d,,
martin marietta,Martin Marietta,a10dbbc33ece23ca1a2a5e2497e1df1d,,
martin marietta inc.,Martin Marietta,a10dbbc33ece23ca1a2a5e2497e1df1d,,
masco.com,Masco,f44782d590018f32e888753f493483f8,,
masco corporation,Masco,f44782d590018f32e888753f493483f8,,
maxar.com,Maxar Technologies,dae5b3a262d2b8a6567bc7b0ab53c14f,,
maxar technologies inc,Maxar Technologies,dae5b3a262d2b8a6567bc7b0ab53c14f,,
mazdausa.com,Mazda,75ff76629ae6ca521415e6598b7d36fd,,
mazda motor of america inc. d/b/a mazda north ame,Mazda,75ff76629ae6ca521415e6598b7d36fd,,
mazda motor,Mazda,75ff76629ae6ca521415e6598b7d36fd,,
mcdonalds.com,McDonald's,ce93c4a9ef56bba5fbc32da77fd5d371,,
mcdonald's corporation,McDonald's,ce93c4a9ef56bba5fbc32da77fd5d371,,
mckinsey.com,McKinsey,50efe49f9d9983c1098f1055f43dcb78,,
mckinsey & company,McKinsey,50efe49f9d9983c1098f1055f43dcb78,,
mskcc.org,MSKCC,b33f4a7422987ef1e59203e55011df3f,,
memorial sloan-kettering cancer center,MSKCC,b33f4a7422987ef1e59203e55011df3f,,
memorial sloan kettering,MSKCC,b33f4a7422987ef1e59203e55011df3f,,
merck.com,Merck,ad092289f2b0ad35e50c00b62dbb7885,,
merck and co.,Merck,ad092289f2b0ad35e50c00b62dbb7885,,
merck sharp and dohme corp,Merck,ad092289f2b0ad35e50c00b62dbb7885,,
merck & co. inc.,Merck,ad092289f2b0ad35e50c00b62dbb7885,,
mgmnationalharbor.com,MGM National Harbor,7afe2fa0360fc52fbf602c89787e893d,,
mgmresorts.com,MGM Resorts International,7afe2fa0360fc52fbf602c89787e893d,,
mgm resorts international operations,MGM Resorts International,7afe2fa0360fc52fbf602c89787e893d,,
mgm resorts international,MGM Resorts International,7afe2fa0360fc52fbf602c89787e893d,,
moodys.com,Moody's,6cff2b5b30ac3a8dd39b6a189c031a40,,
moody's investors service,Moody's,6cff2b5b30ac3a8dd39b6a189c031a40,,
moody's corporation,Moody's,6cff2b5b30ac3a8dd39b6a189c031a40,,
amctheatres.com,AMC Theatres,0a055ff50c220beaed96b10728337ad1,,
amc theatres,AMC Theatres,0a055ff50c220beaed96b10728337ad1,,
american multi-cinema inc.,AMC Theatres,0a055ff50c220beaed96b10728337ad1,,
michelin.com,Michelin,afa4b33e9c756b40695dff346afc3c8b,,
michelin north america,Michelin,afa4b33e9c756b40695dff346afc3c8b,,
michelin north america inc.,Michelin,afa4b33e9c756b40695dff346afc3c8b,,
micron.com,Micron Technology,afe33d782e2206865ad99bae2569bd80,,
micron technology,Micron Technology,afe33d782e2206865ad99bae2569bd80,,
micron technology inc.,Micron Technology,afe33d782e2206865ad99bae2569bd80,,
midamericanenergy.com/,Midamerican Energy,316ac0d178c7571f4693c5ba010cdda6,,
midamerican energy holdings company,Midamerican Energy,316ac0d178c7571f4693c5ba010cdda6,,
berkshire hathaway energy company,Midamerican Energy,316ac0d178c7571f4693c5ba010cdda6,,
milliken.com,Milliken,09d41a8d1b10655be7784cbf2b909c18,,
milliken & company,Milliken,09d41a8d1b10655be7784cbf2b909c18,,
mohawkind.com,Mohawk Industries,7c24ecceafb562411fe3f092faead40b,,
mohawk industries,Mohawk Industries,7c24ecceafb562411fe3f092faead40b,,
mohawk industries inc.,Mohawk Industries,7c24ecceafb562411fe3f092faead40b,,
molgroup.info,MOL Group,561cd1b5524a12b59d69b94eec106024,,
mol plc.,MOL Group,561cd1b5524a12b59d69b94eec106024,,
molex.com,Molex,6cd7970443d2d88a0a3f7c8d183056d2,,
molex llc,Molex,6cd7970443d2d88a0a3f7c8d183056d2,,
molex inc,Molex,6cd7970443d2d88a0a3f7c8d183056d2,,
montefiore.org,Montefiore Medical Center,4b1dbee600871b84e7b706f85d4d2dbd,,
montefiore medical center,Montefiore Medical Center,4b1dbee600871b84e7b706f85d4d2dbd,,
monumentalsports.com,Monumental Sports & Entertainment,79c6459e127e646a8dccccf6864cc2db,,
moog.com,Moog,505af542fa2e1a7a976bcdfc6a890cc8,,
moog inc,Moog,505af542fa2e1a7a976bcdfc6a890cc8,,
mylan.com,Mylan,8fc49fc4a1c567169f4d2092122c70b0,,
mylan pharmaceuticals,Mylan,8fc49fc4a1c567169f4d2092122c70b0,,
mylan inc,Mylan,8fc49fc4a1c567169f4d2092122c70b0,,
nasdaqomx.com,NASDAQ OMX,ebc45f77b096d2da68842a077666204d,,
the nasdaq omx group,NASDAQ OMX,ebc45f77b096d2da68842a077666204d,,
prochoice.org,National Abortion Federation,f11044a23c9b39bc475dfd3487ba5848,,
naturesbountyco.com,Nature's Bounty,57231da08163cc588d9faf62297d33dd,,
nbty1911,Nature's Bounty,57231da08163cc588d9faf62297d33dd,,
the nature's bounty co.,Nature's Bounty,57231da08163cc588d9faf62297d33dd,,
navistar.com,Navistar,3689a9ae344a6c02287f4cdb4e310ac1,,
international truck and engine corp,Navistar,3689a9ae344a6c02287f4cdb4e310ac1,,
navistar inc.,Navistar,3689a9ae344a6c02287f4cdb4e310ac1,,
navyfederal.org,Navy Federal Credit,f6c0b7ed8c390c61c664644ca5307bb9,,
navy federal credit union,Navy Federal Credit,f6c0b7ed8c390c61c664644ca5307bb9,,
nba.com,National Basketball Association,f1a5d824d231d6bdf8e04fe30dba6630,,
nba properties,National Basketball Association,f1a5d824d231d6bdf8e04fe30dba6630,,
national basketball association inc.,National Basketball Association,f1a5d824d231d6bdf8e04fe30dba6630,,
nba media ventures llc,National Basketball Association,f1a5d824d231d6bdf8e04fe30dba6630,,
nbcuniversal.com,NBCUniversal,cfcf7aea6487efa1474d5c8bb0bbf24b,,
nbcuniversal,NBCUniversal,cfcf7aea6487efa1474d5c8bb0bbf24b,,
nbcuniversal media llc,NBCUniversal,cfcf7aea6487efa1474d5c8bb0bbf24b,,
nbnco.com.au,NBN,fbc846794aa017f18d519376d869df92,,
nbn co,NBN,fbc846794aa017f18d519376d869df92,,
nbn co limited,NBN,fbc846794aa017f18d519376d869df92,,
ncaa.org,NCAA,2a6c45c8b36cfce7f9199cb81c39a0aa,,
national collegiate athletic association (ncaa),NCAA,2a6c45c8b36cfce7f9199cb81c39a0aa,,
national collegiate athletic association,NCAA,2a6c45c8b36cfce7f9199cb81c39a0aa,,
neste.us,Neste,4b21e07ce935c1004ced5bd63cad17a4,,
neste oyj,Neste,4b21e07ce935c1004ced5bd63cad17a4,,
netflix.com,Netflix,1e8efb6d2c02a70af5041088361f83f3,,
netflix streaming services,Netflix,1e8efb6d2c02a70af5041088361f83f3,,
netflix inc.,Netflix,1e8efb6d2c02a70af5041088361f83f3,,
nb.com,Neuberger Berman,,,
neuberger berman,Neuberger Berman,,,
neuberger berman group llc,Neuberger Berman,,,
newcrest.com.au,Newcrest Mining,9fa78520fae586d4a51de7253bde497a,,
newcrest mining pty ltd,Newcrest Mining,9fa78520fae586d4a51de7253bde497a,,
newcrest mining limited,Newcrest Mining,9fa78520fae586d4a51de7253bde497a,,
altria.com,Altria,7826d229e1d1df2085a3014e49e3127b,,
altria client services llc,Altria,7826d229e1d1df2085a3014e49e3127b,,
elcompanies.com,Estee Lauder,bc113e305ff83bc3cbb7587b490657fb,,
estee lauder,Estee Lauder,bc113e305ff83bc3cbb7587b490657fb,,
newmont.com,Newmont Mining,3be2e4e4d26c6a680f547df2b0634017,,
newmont mining corporation,Newmont Mining,3be2e4e4d26c6a680f547df2b0634017,,
newmont mining services pty,Newmont Mining,3be2e4e4d26c6a680f547df2b0634017,,
newmont usa limited,Newmont Mining,3be2e4e4d26c6a680f547df2b0634017,,
lb.com,L Brands,a74dafa604ed0c61dfd936014e68cf11,,
l brands,L Brands,a74dafa604ed0c61dfd936014e68cf11,,
l brands inc.,L Brands,a74dafa604ed0c61dfd936014e68cf11,,
netapp.com,NetApp,11716ea55891d17e531d8c3ce0f244b0,,
netapp inc,NetApp,11716ea55891d17e531d8c3ce0f244b0,,
netapp,NetApp,11716ea55891d17e531d8c3ce0f244b0,,
meijer.com,Meijer,edb8574c2deddeeb0aa91694a1c83541,,
meijer,Meijer,edb8574c2deddeeb0aa91694a1c83541,,
meijer inc.,Meijer,edb8574c2deddeeb0aa91694a1c83541,,
pepsico.com,Pepsi,6cc774f389cfb7ea5b8a9c706a03f400,,
pepsico,Pepsi,6cc774f389cfb7ea5b8a9c706a03f400,,
pepsico inc,Pepsi,6cc774f389cfb7ea5b8a9c706a03f400,,
news.co.uk,News Group Newspaper,cd2caf1143876745f0c62e83f7f49b74,,
news group newspapers limited,News Group Newspaper,cd2caf1143876745f0c62e83f7f49b74,,
kraftheinzcompany.com,Kraft Heinz,20f9cc5b7bbe205f4980f471600584f9,,
the kraft heinz company,Kraft Heinz,20f9cc5b7bbe205f4980f471600584f9,,
nexteer.com,Nexteer Automotive,,,
nexteer automotive corp.,Nexteer Automotive,,,
newellbrands.com,Newell Brands,80ab05c7c9b9a841b807cd36eb09e521,,
newell brands inc,Newell Brands,80ab05c7c9b9a841b807cd36eb09e521,,
hydro.com,Norsk Hydro,925cdbd6b30a1bbd26aad2ba4920447f,,
norsk hydro asa,Norsk Hydro,925cdbd6b30a1bbd26aad2ba4920447f,,
thekrogerco.com,Kroger,ff49a9b846f25b213ec65cdf4f3fafed; 96c5491f68b8c88a7d3fc6fb0f101410,,
the kroger co.,Kroger,ff49a9b846f25b213ec65cdf4f3fafed; 96c5491f68b8c88a7d3fc6fb0f101410,,
qualcomm.com,Qualcomm,62969ad3287e3fcc256ba2e8176ba00d,,
qualcomm,Qualcomm,62969ad3287e3fcc256ba2e8176ba00d,,
qualcomm incorporated,Qualcomm,62969ad3287e3fcc256ba2e8176ba00d,,
namb.net,NAMB,,,
north american mission board,NAMB,,,
bedbathandbeyond.com,Bed Bath & Beyond,91960a1652e140ce67923e53ef9dbc1c,,
bed bath & beyond,Bed Bath & Beyond,91960a1652e140ce67923e53ef9dbc1c,,
northropgrumman.com,Northrop Grumman,1612f1e2222175272d23e3a7ba3b0bc9,,
northrop grumman,Northrop Grumman,1612f1e2222175272d23e3a7ba3b0bc9,,
northrop grumman uk limited,Northrop Grumman,1612f1e2222175272d23e3a7ba3b0bc9,,
northrop grumman corporation,Northrop Grumman,1612f1e2222175272d23e3a7ba3b0bc9,,
target.com,Target,52acabc2279e354877736e4538fd60c9,,
target corporation,Target,52acabc2279e354877736e4538fd60c9,,
target brands,Target,52acabc2279e354877736e4538fd60c9,,
ncl.com,Norwegian Cruise,3b73e2655985a7e2b4e111a6bf187d38,,
norwegian cruise line holdings,Norwegian Cruise,3b73e2655985a7e2b4e111a6bf187d38,,
norwegian cruise line,Norwegian Cruise,3b73e2655985a7e2b4e111a6bf187d38,,
lkqcorp.com,LKQ,69821ae08ee87dea5ce4a27f621fe1bf,,
lkq corporation inc.,LKQ,69821ae08ee87dea5ce4a27f621fe1bf,,
novartis.com,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis pharmaceuticals,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis institutes for biomedical research,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis ag,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis pharma ag,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novartis international ag,Novartis,acccf8b7824ee83b2d614c5dc3f526a2,,
novelis.com,Novelis,,,
novelis corporation,Novelis,,,
officedepot.com,Office Depot,dd340d6b52f2d35adc3b65bf38dfa433,,
office depot,Office Depot,dd340d6b52f2d35adc3b65bf38dfa433,,
office depot europe b.v.,Office Depot,dd340d6b52f2d35adc3b65bf38dfa433,,
office depot inc,Office Depot,dd340d6b52f2d35adc3b65bf38dfa433,,
sherwin-williams.com,Sherwin-Williams,488717322609a8509f151489cc214968,,
the sherwin williams company,Sherwin-Williams,488717322609a8509f151489cc214968,,
sherwin-williams,Sherwin-Williams,488717322609a8509f151489cc214968,,
staples.com,Staples,a10b1602d50d49b08c5c611c081ac6a8,,
staples,Staples,a10b1602d50d49b08c5c611c081ac6a8,,
staples contract & commercial,Staples,a10b1602d50d49b08c5c611c081ac6a8,,
staples contract & commercial llc,Staples,a10b1602d50d49b08c5c611c081ac6a8,,
mars.com,Mars,28442cb88a23d9ce7834025ad6107e38,,
mars inc.,Mars,28442cb88a23d9ce7834025ad6107e38,,
colgatepalmolive.com,Colgate Palmolive Co,7dc36de81b6668438573dc20d18ea137,,
colgate-palmolive co.,Colgate Palmolive Co,7dc36de81b6668438573dc20d18ea137,,
colgate palmolive,Colgate Palmolive Co,7dc36de81b6668438573dc20d18ea137,,
colgate-palmolive company,Colgate Palmolive Co,7dc36de81b6668438573dc20d18ea137,,
ingrammicro.com,Ingram Micro,9d771d80b8f55ad50c5ebc2b05f5ac39,,
ingram micro,Ingram Micro,9d771d80b8f55ad50c5ebc2b05f5ac39,,
ingram micro inc.,Ingram Micro,9d771d80b8f55ad50c5ebc2b05f5ac39,,
groupon.com,Groupon,1150051df0723467b62d7a37ba12bb5a,,
groupon,Groupon,1150051df0723467b62d7a37ba12bb5a,,
groupon inc,Groupon,1150051df0723467b62d7a37ba12bb5a,,
pmi.com,Philip Morris International,87c65b13c24b3bc82295d935918a9ba1,,
philip morris international,Philip Morris International,87c65b13c24b3bc82295d935918a9ba1,,
philip morris products s.a.,Philip Morris International,87c65b13c24b3bc82295d935918a9ba1,,
adobe.com,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe systems,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe systems software ireland ltd,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe systems france sas,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe-net-infra,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe systems incorporated,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
adobe inc.,Adobe,aea069334333a347c1433a9a8c0ff7c2,,
sas.com,SAS,1e03bb3aeabeabeb5b3eee544c34d3ef,,
sas institute,SAS,1e03bb3aeabeabeb5b3eee544c34d3ef,,
sas institute inc.,SAS,1e03bb3aeabeabeb5b3eee544c34d3ef,,
nrg.com,NRG Energy,33b4b27839283b33cb4125177c86498a,,
nrg energy,NRG Energy,33b4b27839283b33cb4125177c86498a,,
nrg energy inc.,NRG Energy,33b4b27839283b33cb4125177c86498a,,
unitedhealthgroup.com,UnitedHealth Group,99aa9c11bdcea2b4a023466ccb364950,,
unitedhealthcare,UnitedHealth Group,99aa9c11bdcea2b4a023466ccb364950,,
unitedhealth group inc.,UnitedHealth Group,99aa9c11bdcea2b4a023466ccb364950,,
corporate.abercrombie.com/,Abercrombie & Fitch,28b90de4465d6cc6c42f81bd1822ad17,,
abercrombie & fitch,Abercrombie & Fitch,28b90de4465d6cc6c42f81bd1822ad17,,
abercrombie & fitch trading co.,Abercrombie & Fitch,28b90de4465d6cc6c42f81bd1822ad17,,
nutrien.com,Nutrien,18ded85669bebe634210cc13f4f3cec9,,
nutrien ltd apac,Nutrien,18ded85669bebe634210cc13f4f3cec9,,
nutrien ltd,Nutrien,18ded85669bebe634210cc13f4f3cec9,,
nutrien ltd.,Nutrien,18ded85669bebe634210cc13f4f3cec9,,
7-eleven.com,7-Eleven,245b0259ae4cedd5cd8c07e8f06e24fc,,
7-eleven,7-Eleven,245b0259ae4cedd5cd8c07e8f06e24fc,,
7-eleven inc.,7-Eleven,245b0259ae4cedd5cd8c07e8f06e24fc,,
dollartree.com,Dollar Tree,ab2d38473c67e7e13c2dc33e1ae5efce,,
family dollar,Dollar Tree,ab2d38473c67e7e13c2dc33e1ae5efce,,
dollar tree,Dollar Tree,ab2d38473c67e7e13c2dc33e1ae5efce,,
nxp.com,NXP Semiconductors,e643b21bb9c4d92b2287ec10d6418a50,,
nxp semiconductors,NXP Semiconductors,e643b21bb9c4d92b2287ec10d6418a50,,
nxp semiconductors netherlands b.v.,NXP Semiconductors,e643b21bb9c4d92b2287ec10d6418a50,,
ocbc.com,OCBC Bank,d89e75d6d3cd318c88c2cc7945507f8c,,
oversea-chinese banking corporation limited,OCBC Bank,d89e75d6d3cd318c88c2cc7945507f8c,,
ocbc bank (malaysia) berhad,OCBC Bank,d89e75d6d3cd318c88c2cc7945507f8c,,
bjs.com,BJ's Wholesale,0dd5bed7441d62cf71e9262203e71db6,,
bjs wholesale club,BJ's Wholesale,0dd5bed7441d62cf71e9262203e71db6,,
bjs wholesale club inc.,BJ's Wholesale,0dd5bed7441d62cf71e9262203e71db6,,
autonation.com,AutoNation,e36d1e1d94f536e6e1729b0ce952b2b5,,
autonation,AutoNation,e36d1e1d94f536e6e1729b0ce952b2b5,,
autonation inc.,AutoNation,e36d1e1d94f536e6e1729b0ce952b2b5,,
statestreet.com,State Street,201ad1fbd6b93e7a274c84fe94a59a15,,
state street bank and trust company,State Street,201ad1fbd6b93e7a274c84fe94a59a15,,
state street corporation,State Street,201ad1fbd6b93e7a274c84fe94a59a15,,
oceaneering.com,Oceaneering International,0d297a226279aa80e71c08d3a6cdf605,,
oceaneering international,Oceaneering International,0d297a226279aa80e71c08d3a6cdf605,,
oceaneering international inc.,Oceaneering International,0d297a226279aa80e71c08d3a6cdf605,,
walgreensbootsalliance.com,Walgreens,3b2e32a9896aad498cf03d194bf53121,,
walgreens co,Walgreens,3b2e32a9896aad498cf03d194bf53121,,
walgreen co.,Walgreens,3b2e32a9896aad498cf03d194bf53121,,
ochsner.org,Ochsner Health System,,,
ochsner clinic foundation,Ochsner Health System,,,
ochsner health system,Ochsner Health System,,,
purestorage.com,Pure Storage,44c911b146a0e2e0b3dba1bc7ebbde30,,
pure storage,Pure Storage,44c911b146a0e2e0b3dba1bc7ebbde30,,
pure storage inc.,Pure Storage,44c911b146a0e2e0b3dba1bc7ebbde30,,
polycom.com,Polycom,cab64876fb63117bdf8acf253f13166b,,
polycom inc.,Polycom,cab64876fb63117bdf8acf253f13166b,,
wegmans.com,Wegmans,ad492c56c97e1c4af8aa608a9bf0aa08,,
wegmans food markets,Wegmans,ad492c56c97e1c4af8aa608a9bf0aa08,,
wegmans food markets inc,Wegmans,ad492c56c97e1c4af8aa608a9bf0aa08,,
flextronics.com,Flex,c304acb3e535945fee11d37066dc0d0f,,
flextronics international usa,Flex,c304acb3e535945fee11d37066dc0d0f,,
flex ltd.,Flex,c304acb3e535945fee11d37066dc0d0f,,
seagate.com,Seagate,711bc21f222bb0b9e69e334da7fafcd9,,
seagate technology llc,Seagate,711bc21f222bb0b9e69e334da7fafcd9,,
seagate technology llc,Seagate,711bc21f222bb0b9e69e334da7fafcd9,,
generalmills.com,General Mills,fe47aefd5c175efa966d0552d2d2ba9b,,
general mills,General Mills,fe47aefd5c175efa966d0552d2d2ba9b,,
oge.com,OGE Energy,e7064aeccfd6439e412eedc66d1e1891,,
oklahoma gas & electric co.,OGE Energy,e7064aeccfd6439e412eedc66d1e1891,,
oge energy corp.,OGE Energy,e7064aeccfd6439e412eedc66d1e1891,,
olamgroup.com,Olam International,5ab32320663b2d750cec50d2be187961,,
olam international limited,Olam International,5ab32320663b2d750cec50d2be187961,,
airbnb.com,Airbnb,549f9e87cdd69547c3f20392345a00b5,,
airbnb,Airbnb,549f9e87cdd69547c3f20392345a00b5,,
airbnb ireland ulc,Airbnb,549f9e87cdd69547c3f20392345a00b5,,
airbnb inc.,Airbnb,549f9e87cdd69547c3f20392345a00b5,,
servicenow.com,ServiceNow,96ec708773c2c1502097539d10236047,,
servicenow,ServiceNow,96ec708773c2c1502097539d10236047,,
servicenow inc.,ServiceNow,96ec708773c2c1502097539d10236047,,
synopsys.com,Synopsys,c0becca5a578906dde8cf019ecaee7f3,,
synopsys,Synopsys,c0becca5a578906dde8cf019ecaee7f3,,
synopsys inc.,Synopsys,c0becca5a578906dde8cf019ecaee7f3,,
gnc.com,GNC,3d9a3b26a95d4f13333499903fb9429e,,
gnc,GNC,3d9a3b26a95d4f13333499903fb9429e,,
general nutrition centers ca,GNC,3d9a3b26a95d4f13333499903fb9429e,,
chewy.com,Chewy,73c1d231ac41a7f70e4f9f4f0d53ddda,,
chewy.com llc,Chewy,73c1d231ac41a7f70e4f9f4f0d53ddda,,
chewy.com llc,Chewy,73c1d231ac41a7f70e4f9f4f0d53ddda,,
olin.com,Olin,33e71755161bf7368006629037810f69,,
olin corporation,Olin,33e71755161bf7368006629037810f69,,
ashleyfurniture.com,Ashley Furniture,36a984a1de77c7fc9d13a1b7755b0958,,
ashley furniture industries,Ashley Furniture,36a984a1de77c7fc9d13a1b7755b0958,,
albertsons.com,Albertsons,949eebc349bda3ce68cb04fe43baa843,,
safeway inc.,Albertsons,949eebc349bda3ce68cb04fe43baa843,,
carmax.com,CarMax,2898bafb6696fc4a3c911a061ea588a5,,
carmax business services llc,CarMax,2898bafb6696fc4a3c911a061ea588a5,,
omnihotels.com,Omni Hotels,bd5a7cf674e5545b6885bdf2413633ab,,
omni hotels management corporation,Omni Hotels,bd5a7cf674e5545b6885bdf2413633ab,,
omni hotels,Omni Hotels,bd5a7cf674e5545b6885bdf2413633ab,,
omnicomgroup.com,Omnicom Group,ea6062468947f07f14275affdc354f27,,
omnicom group,Omnicom Group,ea6062468947f07f14275affdc354f27,,
omv.com,OMV,c4e87e10b5ec7f7b018a9035f13a27a6,,
nutanix.com,Nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,,
nutanix,Nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,,
nutanix inc.,Nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,,
bmc.com,BMC,09c7363f4201d96ad060d555c40cc1e9,,
bmc software,BMC,09c7363f4201d96ad060d555c40cc1e9,,
bmc software inc.,BMC,09c7363f4201d96ad060d555c40cc1e9,,
juniper.net,Juniper Networks,4d3b4c44952821c31f6b3dcb7f6dc068,,
juniper networks,Juniper Networks,4d3b4c44952821c31f6b3dcb7f6dc068,,
keuriggreenmountain.com,Keurig,2fdb761d51d16ca9333dab97c4fce038,,
keurig green mountain,Keurig,2fdb761d51d16ca9333dab97c4fce038,,
keurig dr. pepper,Keurig,2fdb761d51d16ca9333dab97c4fce038,,
netgear.com,Netgear,ddf9aaa7e76a51a558ce47955aeae4c1,,
netgear inc.,Netgear,ddf9aaa7e76a51a558ce47955aeae4c1,,
f5.com,F5 Networks,50825a6619bcca4d0d10199e6d7e8e69,,
f5 networks,F5 Networks,50825a6619bcca4d0d10199e6d7e8e69,,
f5 networks inc,F5 Networks,50825a6619bcca4d0d10199e6d7e8e69,,
ae.com,American Eagle,bf80711117769366ce7df6052553058d,,
american eagle computer products,American Eagle,bf80711117769366ce7df6052553058d,,
american eagle outfitters,American Eagle,bf80711117769366ce7df6052553058d,,
intuit.com,Intuit,90e0e462392ca272b4e59801d8e11507,,
intuit,Intuit,90e0e462392ca272b4e59801d8e11507,,
intuit inc,Intuit,90e0e462392ca272b4e59801d8e11507,,
autodesk.com/,Autodesk,f449a8ec62c60096d771929048835ad8,,
autodesk,Autodesk,f449a8ec62c60096d771929048835ad8,,
autodesk inc.,Autodesk,f449a8ec62c60096d771929048835ad8,,
macysinc.com/,Macy's,26c9e3a39545878fac13f5c1a3daa3d0,,
macys systems and technology,Macy's,26c9e3a39545878fac13f5c1a3daa3d0,,
macy's systems and technology inc.,Macy's,26c9e3a39545878fac13f5c1a3daa3d0,,
linkedin.com,LinkedIn,16f891d30be91a161149c66e4977802e,,
linkedin corporation,LinkedIn,16f891d30be91a161149c66e4977802e,,
optiv.com,Optiv,c867984f48e076328296d52624ab3bd7,,
optiv,Optiv,c867984f48e076328296d52624ab3bd7,,
optiv security inc.,Optiv,c867984f48e076328296d52624ab3bd7,,
shi.com,SHI International,,,
shi international corp.,SHI International,,,
orsted.com,Orsted,49e09944cf6637d736531d765b890d80,,
orsted services a/s,Orsted,49e09944cf6637d736531d765b890d80,,
orsted a/s,Orsted,49e09944cf6637d736531d765b890d80,,
oshkoshdefense.com,Oshkosh Defense,3f765a010672514b9d236805f3b71f0c,,
oshkosh corporation,Oshkosh Defense,3f765a010672514b9d236805f3b71f0c,,
otpbanka.hr,OTP banka d.d.,0418a0a4e040c32094e32322b411955d,,
otp banka srbija,OTP banka d.d.,0418a0a4e040c32094e32322b411955d,,
vojvođanska banka a.d. novi sad,OTP banka d.d.,0418a0a4e040c32094e32322b411955d,,
teradata.com,Teradata,89ebe456b09123a85c5f847b05c785e8,,
teradata operations,Teradata,89ebe456b09123a85c5f847b05c785e8,,
teradata corporation,Teradata,89ebe456b09123a85c5f847b05c785e8,,
owenscorning.com,Owens Corning,003479fc399388aad462f50fe8fb6932,,
owens-corning,Owens Corning,003479fc399388aad462f50fe8fb6932,,
owens corning,Owens Corning,003479fc399388aad462f50fe8fb6932,,
oxy.com,OXY,947451a3db558bc8061d25e7e9a2c442,,
occidental petroleum corporation,OXY,947451a3db558bc8061d25e7e9a2c442,,
barnesandnoble.com,Barnes & Noble,a453fee89bce22bec50fb44fb9b1b56e,,
barnes & noble,Barnes & Noble,a453fee89bce22bec50fb44fb9b1b56e,,
barnes & noble college booksellers,Barnes & Noble,a453fee89bce22bec50fb44fb9b1b56e,,
pfchangs.com,P.F. Chang's,4ec07afd73775885134db42da4751e28,,
p. f. chang's china bistro,P.F. Chang's,4ec07afd73775885134db42da4751e28,,
p.f. changs china bistro inc.,P.F. Chang's,4ec07afd73775885134db42da4751e28,,
paccar.com,PACCAR,2947d847677ea38759f28fd47447f368,,
paccar-itd,PACCAR,2947d847677ea38759f28fd47447f368,,
paccar inc,PACCAR,2947d847677ea38759f28fd47447f368,,
pge.com,Pacific Gas & Electric,22897ee652ef305ea8454b1c48a93534,,
pg&e,Pacific Gas & Electric,22897ee652ef305ea8454b1c48a93534,,
pacific gas and electric company,Pacific Gas & Electric,22897ee652ef305ea8454b1c48a93534,,
pacwest.com,Pacific Western Bank,a245fb70da8b67a707e864a5126fe06f,,
pacific western bank,Pacific Western Bank,a245fb70da8b67a707e864a5126fe06f,,
packagingcorp.com,Packaging Corporation of America,52bf6d10f604b8d2dec3623dfcc2e167,,
packaging corporation of america,Packaging Corporation of America,52bf6d10f604b8d2dec3623dfcc2e167,,
pandarg.com,Panda Restaurant Group,5ab33eea346c08c56b6645c64f119019,,
panda restaurant group inc.,Panda Restaurant Group,5ab33eea346c08c56b6645c64f119019,,
panerabread.com,Panera Bread,162b2a1e7d5d771d2e4aa4fed1555877,,
panera bread company,Panera Bread,162b2a1e7d5d771d2e4aa4fed1555877,,
papajohns.com,Papa John's,9fdc1f9c5d94c5f0e69e2d9a59996cfe,,
papajohns international inc,Papa John's,9fdc1f9c5d94c5f0e69e2d9a59996cfe,,
papa johns (gb) limited,Papa John's,9fdc1f9c5d94c5f0e69e2d9a59996cfe,,
parpacific.com,3164b293327cb5ba53f6a5b1bded5acb,3164b293327cb5ba53f6a5b1bded5acb,,
paramount.com/,Paramount,376dfde5fb40599f89882a9df6dff121,,
paramount pictures corporation,Paramount,376dfde5fb40599f89882a9df6dff121,,
parker.com,Parker Hannifin,3719e1e75d086619716e7f0bc8ee9f8a,,
parker hannifin corporation,Parker Hannifin,3719e1e75d086619716e7f0bc8ee9f8a,,
pattersoncompanies.com,Patterson Companies,12784246a88ebdd4bb6e30e0c0f88973,,
patterson companies,Patterson Companies,12784246a88ebdd4bb6e30e0c0f88973,,
patterson companies inc.,Patterson Companies,12784246a88ebdd4bb6e30e0c0f88973,,
