day_keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
june 22,June 22,CompanyKeyword,June 22,,dgm_chineseday,27b27f67650bb7c92b108c51b481c330,dgm_chineseday__27b27f67650bb7c92b108c51b481c330
june 23,June 23,Diplomat,June 23,,dgm_chineseday,21c3bb1ecfdb1e0c6539b597f9e61a53,dgm_chineseday__21c3bb1ecfdb1e0c6539b597f9e61a53
june 24,June 24,Shipping,June 24,,dgm_chineseday,570b1ded7ba5f6b162ddcaa33767557e,dgm_chineseday__570b1ded7ba5f6b162ddcaa33767557e
june 25,June 25,FTO,June 25,,dgm_chineseday,5ecce8458191c93fa8e0870977088797,dgm_chineseday__5ecce8458191c93fa8e0870977088797
june 26,June 26,News,June 26,,dgm_chineseday,e8bb9388672a980680ee2036699898a3,dgm_chineseday__e8bb9388672a980680ee2036699898a3
june 27,June 27,FTO,June 27,,dgm_chineseday,db41866c90b0fd34d635aa59d3c98293,dgm_chineseday__db41866c90b0fd34d635aa59d3c98293
june 28,June 28,CompanyKeyword,June 28,,dgm_chineseday,386e5982cb06b4fb5c20296b643208aa,dgm_chineseday__386e5982cb06b4fb5c20296b643208aa
june 29,June 29,Organization,June 29,,dgm_chineseday,283579266d5740435962cf33ed1e1b1e,dgm_chineseday__283579266d5740435962cf33ed1e1b1e
june 30,June 30,Pipeline,June 30,,dgm_chineseday,19d0b96c9bbf592709b2d74f84e38c38,dgm_chineseday__19d0b96c9bbf592709b2d74f84e38c38
july 1,July 1,CompanyKeyword,July 1,,dgm_chineseday,a2ac4a700e81d97be10e4679d324fa8c,dgm_chineseday__a2ac4a700e81d97be10e4679d324fa8c
july 2,July 2,Diplomat,July 2,,dgm_chineseday,8ab3913a121b4d3873f7a911496f97e1,dgm_chineseday__8ab3913a121b4d3873f7a911496f97e1
july 3,July 3,Refinery,July 3,,dgm_chineseday,808f487f9380aeebfb6b2c6a4964b895,dgm_chineseday__808f487f9380aeebfb6b2c6a4964b895
july 4,July 4,Organization,July 4,,dgm_chineseday,16d5b97ba2a80af934b9f5e83d31af4d,dgm_chineseday__16d5b97ba2a80af934b9f5e83d31af4d
july 5,July 5,Legislator,July 5,,dgm_chineseday,b26405bead682ba8c49abd19a67f9818,dgm_chineseday__b26405bead682ba8c49abd19a67f9818
july 6,July 6,LegislativeCommittee,July 6,,dgm_chineseday,a29383bea3572ea6a4256c31c2fc8abc,dgm_chineseday__a29383bea3572ea6a4256c31c2fc8abc
july 7,July 7,ForeignMinistry,July 7,,dgm_chineseday,c925e7b4061eba66c0f045de112d7867,dgm_chineseday__c925e7b4061eba66c0f045de112d7867
july 8,July 8,Diplomat,July 8,,dgm_chineseday,492cbd8172c0eee91e5a109ab9e5ff76,dgm_chineseday__492cbd8172c0eee91e5a109ab9e5ff76
july 9,July 9,Wells,July 9,,dgm_chineseday,468ac91c7225c73cc64f40ec2c96a7fc,dgm_chineseday__468ac91c7225c73cc64f40ec2c96a7fc
july 10,July 10,Media,July 10,,dgm_chineseday,bee31323a6085ba7574ba18c8fa9436d,dgm_chineseday__bee31323a6085ba7574ba18c8fa9436d
july 11,July 11,Wells,July 11,,dgm_chineseday,23d7fad778bfb70326e8fe8e5de6453b,dgm_chineseday__23d7fad778bfb70326e8fe8e5de6453b
july 12,July 12,FTO,July 12,,dgm_chineseday,f101331dec2908a8aee29d0bee908c89,dgm_chineseday__f101331dec2908a8aee29d0bee908c89
july 13,July 13,Consulates,July 13,,dgm_chineseday,1889013dcde091c0535ce52d593f981b,dgm_chineseday__1889013dcde091c0535ce52d593f981b
july 14,July 14,Media,July 14,,dgm_chineseday,53d2d6378012bc5c5ebdcdf6ea2e4e5c,dgm_chineseday__53d2d6378012bc5c5ebdcdf6ea2e4e5c
july 15,July 15,DiplomaticFacilities,July 15,,dgm_chineseday,f4ce2728a371b7315ead64a428cd2be9,dgm_chineseday__f4ce2728a371b7315ead64a428cd2be9
july 16,July 16,ForeignMinistry,July 16,,dgm_chineseday,c7c76ebe2e5a1cdd894ed2e4f3c32dec,dgm_chineseday__c7c76ebe2e5a1cdd894ed2e4f3c32dec
july 17,July 17,Person,July 17,,dgm_chineseday,b5b8d11f1309027d881f690c0290c3d9,dgm_chineseday__b5b8d11f1309027d881f690c0290c3d9
july 18,July 18,DiplomaticFacilities,July 18,,dgm_chineseday,160d88143b6e1f932540d3895fb7b0d3,dgm_chineseday__160d88143b6e1f932540d3895fb7b0d3
july 19,July 19,space,July 19,,dgm_chineseday,5eeac62d395a2e0ef715cf9e7415b88a,dgm_chineseday__5eeac62d395a2e0ef715cf9e7415b88a
july 20,July 20,LegislativeCommittee,July 20,,dgm_chineseday,ba3673aa87fdd6084af269d625b8aebe,dgm_chineseday__ba3673aa87fdd6084af269d625b8aebe
july 21,July 21,IndustryTerm,July 21,,dgm_chineseday,caa9b686ff5810adf1fe1679d3ab1328,dgm_chineseday__caa9b686ff5810adf1fe1679d3ab1328
july 22,July 22,Shipping,July 22,,dgm_chineseday,ea461326a32d4bb209843f89e55cd90b,dgm_chineseday__ea461326a32d4bb209843f89e55cd90b
july 23,July 23,Refinery,July 23,,dgm_chineseday,7bdbe0d187905f39dc396a2b9cc91f66,dgm_chineseday__7bdbe0d187905f39dc396a2b9cc91f66
july 24,July 24,Diplomat,July 24,,dgm_chineseday,ec03c06bb9cee9c4d42dad79dd427f5d,dgm_chineseday__ec03c06bb9cee9c4d42dad79dd427f5d
july 25,July 25,Exec,July 25,,dgm_chineseday,8ec54f477544b15f1911be1f6d4e945b,dgm_chineseday__8ec54f477544b15f1911be1f6d4e945b
july 26,July 26,FTO,July 26,,dgm_chineseday,4d1df8e4caa07ab140f1a63dc887c521,dgm_chineseday__4d1df8e4caa07ab140f1a63dc887c521
july 27,July 27,Keyphrase,July 27,,dgm_chineseday,e749a66e2ff28d15d0d522bb6d66c9a9,dgm_chineseday__e749a66e2ff28d15d0d522bb6d66c9a9
july 28,July 28,Keyphrase,July 28,,dgm_chineseday,8498bad23bc2c87c81b80ca9e9d1a9fc,dgm_chineseday__8498bad23bc2c87c81b80ca9e9d1a9fc
july 29,July 29,Legislator,July 29,,dgm_chineseday,a1e5ff5bbfef8d4f4b2be15df21f9bfb,dgm_chineseday__a1e5ff5bbfef8d4f4b2be15df21f9bfb
july 30,July 30,Wells,July 30,,dgm_chineseday,deff5ac3a0930ae0399231baebe5c3fa,dgm_chineseday__deff5ac3a0930ae0399231baebe5c3fa
july 31,July 31,Organization,July 31,,dgm_chineseday,6262c582ee39fecd3743e447ddc75149,dgm_chineseday__6262c582ee39fecd3743e447ddc75149
august 1,August 1,FTO,August 1,,dgm_chineseday,9f2dad8a50e1a552b43c86bb8b1c6cd5,dgm_chineseday__9f2dad8a50e1a552b43c86bb8b1c6cd5
august 2,August 2,ForeignMinister,August 2,,dgm_chineseday,16293ace79debe3b077d524d9287901a,dgm_chineseday__16293ace79debe3b077d524d9287901a
august 3,August 3,Shipping,August 3,,dgm_chineseday,a517f17d5393ce29a8c725fb9fd96b4e,dgm_chineseday__a517f17d5393ce29a8c725fb9fd96b4e
august 4,August 4,Refinery,August 4,,dgm_chineseday,b50adcd7882eb8a9d4255e9809e93662,dgm_chineseday__b50adcd7882eb8a9d4255e9809e93662
august 5,August 5,FTO,August 5,,dgm_chineseday,eb49a61709e0ca4696718007106a17e5,dgm_chineseday__eb49a61709e0ca4696718007106a17e5
august 6,August 6,Wells,August 6,,dgm_chineseday,fd701ba3c2da41af367fdc36b5922309,dgm_chineseday__fd701ba3c2da41af367fdc36b5922309
august 7,August 7,DiplomaticFacilities,August 7,,dgm_chineseday,e0fb7feafc2b6afa30ea1cfdcc0770fd,dgm_chineseday__e0fb7feafc2b6afa30ea1cfdcc0770fd
august 8,August 8,Shipping,August 8,,dgm_chineseday,285d46777e216fcaf0ad6681151aa723,dgm_chineseday__285d46777e216fcaf0ad6681151aa723
august 9,August 9,Organization,August 9,,dgm_chineseday,e97bb544adff25a5843fdbad33319069,dgm_chineseday__e97bb544adff25a5843fdbad33319069
august 10,August 10,FTO,August 10,,dgm_chineseday,0d792acc358f9f0874795ac4aa772bb6,dgm_chineseday__0d792acc358f9f0874795ac4aa772bb6
august 11,August 11,ForeignMinistry,August 11,,dgm_chineseday,8754d184c62dee3190a34d2187e786fd,dgm_chineseday__8754d184c62dee3190a34d2187e786fd
august 12,August 12,ForeignMinister,August 12,,dgm_chineseday,939f24f9e92145eb69f332bd0a67d5f1,dgm_chineseday__939f24f9e92145eb69f332bd0a67d5f1
august 13,August 13,FTO,August 13,,dgm_chineseday,bb8e3b6423d1f5c08dfcddbd5159121b,dgm_chineseday__bb8e3b6423d1f5c08dfcddbd5159121b
august 14,August 14,LegislativeCommittee,August 14,,dgm_chineseday,53d613e8d8a4789f87638f86782ec236,dgm_chineseday__53d613e8d8a4789f87638f86782ec236
august 15,August 15,Keyphrase,August 15,,dgm_chineseday,7a5042f8e7f4371dcd48ea46021fe56e,dgm_chineseday__7a5042f8e7f4371dcd48ea46021fe56e
august 16,August 16,AAEntity,August 16,,dgm_chineseday,9ed17c2910056c6b0a6bb0874c58c4ee,dgm_chineseday__9ed17c2910056c6b0a6bb0874c58c4ee
august 17,August 17,Legislator,August 17,,dgm_chineseday,419f22d68caed40121e81c3055e96eed,dgm_chineseday__419f22d68caed40121e81c3055e96eed
august 18,August 18,DiplomaticFacilities,August 18,,dgm_chineseday,e268fe73c19c8f14c59c57f6584ebef3,dgm_chineseday__e268fe73c19c8f14c59c57f6584ebef3
august 19,August 19,DiplomaticFacilities,August 19,,dgm_chineseday,45d1af377eb69331fc97edf83c5731a3,dgm_chineseday__45d1af377eb69331fc97edf83c5731a3
august 20,August 20,Legislator,August 20,,dgm_chineseday,a24f36524190de4454293bfc286debb8,dgm_chineseday__a24f36524190de4454293bfc286debb8
august 21,August 21,FTO,August 21,,dgm_chineseday,b72357b61431a8fa60101bfe7ca030b3,dgm_chineseday__b72357b61431a8fa60101bfe7ca030b3
august 22,August 22,DiplomaticFacilities,August 22,,dgm_chineseday,4498634952d6a8467bdae9f945be56a0,dgm_chineseday__4498634952d6a8467bdae9f945be56a0
august 23,August 23,Consulates,August 23,,dgm_chineseday,817ce5412c44186fa933bc3672e8d958,dgm_chineseday__817ce5412c44186fa933bc3672e8d958
august 24,August 24,ForeignMinister,August 24,,dgm_chineseday,d85162a7f2337554e9fe354bbea52305,dgm_chineseday__d85162a7f2337554e9fe354bbea52305
august 25,August 25,Keyphrase,August 25,,dgm_chineseday,29f76ccffaba339a1d0642fc207d232b,dgm_chineseday__29f76ccffaba339a1d0642fc207d232b
august 26,August 26,LegislativeCommittee,August 26,,dgm_chineseday,09312f1a0c91ef689faa641ce2a34ac7,dgm_chineseday__09312f1a0c91ef689faa641ce2a34ac7
august 27,August 27,Keyphrase,August 27,,dgm_chineseday,7f6a3e2b6b9417a9cd0d3792d4dee49f,dgm_chineseday__7f6a3e2b6b9417a9cd0d3792d4dee49f
august 28,August 28,Organization,August 28,,dgm_chineseday,1ab3ce46b02abb0435764d2f53c6f821,dgm_chineseday__1ab3ce46b02abb0435764d2f53c6f821
august 29,August 29,Shipping,August 29,,dgm_chineseday,0a8e799b7b251b56badfe771f8cbbd9c,dgm_chineseday__0a8e799b7b251b56badfe771f8cbbd9c
august 30,August 30,Shipping,August 30,,dgm_chineseday,6dbc2bce8b863e79b29b575184cb5b63,dgm_chineseday__6dbc2bce8b863e79b29b575184cb5b63
august 31,August 31,Diplomat,August 31,,dgm_chineseday,5c455507d5bdfd584cdde2da082d25a7,dgm_chineseday__5c455507d5bdfd584cdde2da082d25a7
september 1,September 1,Diplomat,September 1,,dgm_chineseday,ed67317bd33a15707196ae59af28f8b7,dgm_chineseday__ed67317bd33a15707196ae59af28f8b7
september 2,September 2,Organization,September 2,,dgm_chineseday,0cd01225d83dfeee67e123dc695f5124,dgm_chineseday__0cd01225d83dfeee67e123dc695f5124
september 3,September 3,News,September 3,,dgm_chineseday,f6de42fdbec3229413e0ae0437902b18,dgm_chineseday__f6de42fdbec3229413e0ae0437902b18
september 4,September 4,Organization,September 4,,dgm_chineseday,b27843f3544e106634230cf3ca9d6336,dgm_chineseday__b27843f3544e106634230cf3ca9d6336
september 5,September 5,Pipeline,September 5,,dgm_chineseday,ec071decda59a21a7669f338068edc8e,dgm_chineseday__ec071decda59a21a7669f338068edc8e
september 6,September 6,CompanyKeyword,September 6,,dgm_chineseday,78ab9c86795c058d9513cd507a7c29d8,dgm_chineseday__78ab9c86795c058d9513cd507a7c29d8
september 7,September 7,Organization,September 7,,dgm_chineseday,6ba9cb9a09be6711d47cf5e3093dee9e,dgm_chineseday__6ba9cb9a09be6711d47cf5e3093dee9e
september 8,September 8,Wells,September 8,,dgm_chineseday,8c7cf17312809d438a75e53f2abdd360,dgm_chineseday__8c7cf17312809d438a75e53f2abdd360
september 9,September 9,Diplomat,September 9,,dgm_chineseday,aabfaf9a95968eb02cd428d7954ae495,dgm_chineseday__aabfaf9a95968eb02cd428d7954ae495
september 10,September 10,FTO,September 10,,dgm_chineseday,1b9cffe0cfce1a7471e5847a272c28cc,dgm_chineseday__1b9cffe0cfce1a7471e5847a272c28cc
september 11,September 11,Exec,September 11,,dgm_chineseday,7dcdc0f25ef4ba62b4221799391513c4,dgm_chineseday__7dcdc0f25ef4ba62b4221799391513c4
september 12,September 12,Keyphrase,September 12,,dgm_chineseday,1d16b5d551234625982a5f0420f38eef,dgm_chineseday__1d16b5d551234625982a5f0420f38eef
september 13,September 13,Refinery,September 13,,dgm_chineseday,6ed3f52d79e29bf2c80c75dbea6e9aa1,dgm_chineseday__6ed3f52d79e29bf2c80c75dbea6e9aa1
september 14,September 14,Person,September 14,,dgm_chineseday,9876cd2bb52ee9e73620826b54ac2f9f,dgm_chineseday__9876cd2bb52ee9e73620826b54ac2f9f
september 15,September 15,Keyphrase,September 15,,dgm_chineseday,826a92c18dded57a77e424aaadcb0291,dgm_chineseday__826a92c18dded57a77e424aaadcb0291
september 16,September 16,Media,September 16,,dgm_chineseday,609c3d5450db3d43aa43e0f6c8e31493,dgm_chineseday__609c3d5450db3d43aa43e0f6c8e31493
september 17,September 17,Person,September 17,,dgm_chineseday,87e071e3b4f4c773776a1c6c122f7730,dgm_chineseday__87e071e3b4f4c773776a1c6c122f7730
september 18,September 18,Consulates,September 18,,dgm_chineseday,62cf0ef280303208a73361fedeb88659,dgm_chineseday__62cf0ef280303208a73361fedeb88659
september 19,September 19,ForeignMinistry,September 19,,dgm_chineseday,f678b7400294890fdbf9256bee525fbc,dgm_chineseday__f678b7400294890fdbf9256bee525fbc
september 20,September 20,DiplomaticFacilities,September 20,,dgm_chineseday,a3cd69bdc0e5c41e3633671da9f313ee,dgm_chineseday__a3cd69bdc0e5c41e3633671da9f313ee
september 21,September 21,ForeignMinister,September 21,,dgm_chineseday,5c2c382be80a81ea5d6defe270c4412a,dgm_chineseday__5c2c382be80a81ea5d6defe270c4412a
september 22,September 22,Exec,September 22,,dgm_chineseday,46d74226bfc3a1640fc8b3b0d2c87db0,dgm_chineseday__46d74226bfc3a1640fc8b3b0d2c87db0
september 23,September 23,Wells,September 23,,dgm_chineseday,fd12904ca0ea248b72a561b369549b37,dgm_chineseday__fd12904ca0ea248b72a561b369549b37
september 24,September 24,Pipeline,September 24,,dgm_chineseday,bdb8c1a490b348a5a08da5d3d6ee509a,dgm_chineseday__bdb8c1a490b348a5a08da5d3d6ee509a
september 25,September 25,Diplomat,September 25,,dgm_chineseday,3add53290c3ebfb50a17cbe46687646d,dgm_chineseday__3add53290c3ebfb50a17cbe46687646d
september 26,September 26,space,September 26,,dgm_chineseday,c78c8350b5086b808cb12e8cd720080a,dgm_chineseday__c78c8350b5086b808cb12e8cd720080a
september 27,September 27,DiplomaticFacilities,September 27,,dgm_chineseday,0b4eb80b5e09aad2845914af44995d68,dgm_chineseday__0b4eb80b5e09aad2845914af44995d68
september 28,September 28,Pipeline,September 28,,dgm_chineseday,69d77870c17638f8d22ecdca10494dac,dgm_chineseday__69d77870c17638f8d22ecdca10494dac
september 29,September 29,Legislator,September 29,,dgm_chineseday,82e60971cc7130aa075505d39a541bff,dgm_chineseday__82e60971cc7130aa075505d39a541bff
september 30,September 30,Person,September 30,,dgm_chineseday,70f7cf7a6589d7cc63db6d9f953b82e1,dgm_chineseday__70f7cf7a6589d7cc63db6d9f953b82e1
october 1,October 1,News,October 1,,dgm_chineseday,57bb3233cad00fa7c8cf947a10e980ec,dgm_chineseday__57bb3233cad00fa7c8cf947a10e980ec
october 2,October 2,Organization,October 2,,dgm_chineseday,807400aaa7423b5acdce6ce19bac9a65,dgm_chineseday__807400aaa7423b5acdce6ce19bac9a65
october 3,October 3,Organization,October 3,,dgm_chineseday,05df42399dbfc65e120cd3b68f7a675c,dgm_chineseday__05df42399dbfc65e120cd3b68f7a675c
october 4,October 4,Keyphrase,October 4,,dgm_chineseday,b2e3367fdceb6aab77540eb123551b92,dgm_chineseday__b2e3367fdceb6aab77540eb123551b92
october 5,October 5,Pipeline,October 5,,dgm_chineseday,70c3873634517a217c2baac4a628c395,dgm_chineseday__70c3873634517a217c2baac4a628c395
october 6,October 6,Refinery,October 6,,dgm_chineseday,4b03fde4f20086a1efcca93b3006b74c,dgm_chineseday__4b03fde4f20086a1efcca93b3006b74c
october 7,October 7,Organization,October 7,,dgm_chineseday,d868dde1ce44f844e109610b7426e2e1,dgm_chineseday__d868dde1ce44f844e109610b7426e2e1
october 8,October 8,Legislator,October 8,,dgm_chineseday,877a1d915c2c8cec7cd19d111ec2425e,dgm_chineseday__877a1d915c2c8cec7cd19d111ec2425e
october 9,October 9,Diplomat,October 9,,dgm_chineseday,e018a832ad9d6cb238da2ebcd61549b6,dgm_chineseday__e018a832ad9d6cb238da2ebcd61549b6
october 10,October 10,space,October 10,,dgm_chineseday,4018377ae59e4a863a4dec8b8d4aca48,dgm_chineseday__4018377ae59e4a863a4dec8b8d4aca48
october 11,October 11,Pipeline,October 11,,dgm_chineseday,6ea7ae862cbb456fde87b20cf9ed5bba,dgm_chineseday__6ea7ae862cbb456fde87b20cf9ed5bba
october 12,October 12,LegislativeCommittee,October 12,,dgm_chineseday,fb206663bbdb213054ea8306ee2474f0,dgm_chineseday__fb206663bbdb213054ea8306ee2474f0
october 13,October 13,Media,October 13,,dgm_chineseday,77c52dd2523fdc16db1a15d9443da151,dgm_chineseday__77c52dd2523fdc16db1a15d9443da151
october 14,October 14,Organization,October 14,,dgm_chineseday,8c8a672e2cb2c9631700709d0bd41c58,dgm_chineseday__8c8a672e2cb2c9631700709d0bd41c58
october 15,October 15,Keyphrase,October 15,,dgm_chineseday,1326476899751cc48fa057a772817637,dgm_chineseday__1326476899751cc48fa057a772817637
october 16,October 16,Media,October 16,,dgm_chineseday,00ee795a1100748ab49818acb048babe,dgm_chineseday__00ee795a1100748ab49818acb048babe
october 17,October 17,FTO,October 17,,dgm_chineseday,c585848e829de01087cc318e8620208a,dgm_chineseday__c585848e829de01087cc318e8620208a
october 18,October 18,Exec,October 18,,dgm_chineseday,de236e6e78b0ebfc6620dd181c0ea03d,dgm_chineseday__de236e6e78b0ebfc6620dd181c0ea03d
october 19,October 19,space,October 19,,dgm_chineseday,0bbb43dc2904d1acd6c91d679be3dada,dgm_chineseday__0bbb43dc2904d1acd6c91d679be3dada
october 20,October 20,space,October 20,,dgm_chineseday,356630360952ae84138b720fd1d5e3bf,dgm_chineseday__356630360952ae84138b720fd1d5e3bf
october 21,October 21,Exec,October 21,,dgm_chineseday,74988df724930278763d61af7887cf9c,dgm_chineseday__74988df724930278763d61af7887cf9c
october 22,October 22,AAEntity,October 22,,dgm_chineseday,c053dfcca389be28a44287f1ca22d803,dgm_chineseday__c053dfcca389be28a44287f1ca22d803
october 23,October 23,DiplomaticFacilities,October 23,,dgm_chineseday,fd91b7c14202e58aace6be1910bd1029,dgm_chineseday__fd91b7c14202e58aace6be1910bd1029
october 24,October 24,Diplomat,October 24,,dgm_chineseday,68b4eca9c471f2ae62f5fdfd5f599a78,dgm_chineseday__68b4eca9c471f2ae62f5fdfd5f599a78
october 25,October 25,DiplomaticFacilities,October 25,,dgm_chineseday,f6ae02db604be3d7add07e4828c70dee,dgm_chineseday__f6ae02db604be3d7add07e4828c70dee
october 26,October 26,ForeignMinister,October 26,,dgm_chineseday,eda5db2f7b32c0b958f62eab578f9adc,dgm_chineseday__eda5db2f7b32c0b958f62eab578f9adc
october 27,October 27,Keyphrase,October 27,,dgm_chineseday,ea55f06aa918bf18826f7e20ad973d6c,dgm_chineseday__ea55f06aa918bf18826f7e20ad973d6c
october 28,October 28,Refinery,October 28,,dgm_chineseday,861876a288d1fa579bf4c2980cdeb23a,dgm_chineseday__861876a288d1fa579bf4c2980cdeb23a
october 29,October 29,Person,October 29,,dgm_chineseday,43de1f894a7f6413d71a937ceba86c69,dgm_chineseday__43de1f894a7f6413d71a937ceba86c69
october 30,October 30,Exec,October 30,,dgm_chineseday,3d9e00294743a4d36886603ee11edbe2,dgm_chineseday__3d9e00294743a4d36886603ee11edbe2
october 31,October 31,FTO,October 31,,dgm_chineseday,0e783e8e856f11cc04e8a2b12d38bc3e,dgm_chineseday__0e783e8e856f11cc04e8a2b12d38bc3e
november 1,November 1,News,November 1,,dgm_chineseday,537599aa2c7b42c4354fd2c910dc32f6,dgm_chineseday__537599aa2c7b42c4354fd2c910dc32f6
november 2,November 2,Keyphrase,November 2,,dgm_chineseday,14d8e56f2cfb29226ec34f11de1072cb,dgm_chineseday__14d8e56f2cfb29226ec34f11de1072cb
november 3,November 3,Keyphrase,November 3,,dgm_chineseday,2bd6e8f8cb98f5ca6d01bf1a151e88be,dgm_chineseday__2bd6e8f8cb98f5ca6d01bf1a151e88be
november 4,November 4,ForeignMinister,November 4,,dgm_chineseday,8aaa4678906f35b0b4c47e182ab502e0,dgm_chineseday__8aaa4678906f35b0b4c47e182ab502e0
november 5,November 5,ForeignMinistry,November 5,,dgm_chineseday,92af42f8fd1689fbcbaa5c945310fb27,dgm_chineseday__92af42f8fd1689fbcbaa5c945310fb27
november 6,November 6,Refinery,November 6,,dgm_chineseday,749623b63da48afe840711add1bec76e,dgm_chineseday__749623b63da48afe840711add1bec76e
november 7,November 7,Person,November 7,,dgm_chineseday,f669a5209b060bfb64b93adf421c6909,dgm_chineseday__f669a5209b060bfb64b93adf421c6909
november 8,November 8,Keyphrase,November 8,,dgm_chineseday,4facfd5b24b954a033e6fd899b9688be,dgm_chineseday__4facfd5b24b954a033e6fd899b9688be
november 9,November 9,IndustryTerm,November 9,,dgm_chineseday,116812449d8d1da481f2e959e1589136,dgm_chineseday__116812449d8d1da481f2e959e1589136
november 10,November 10,Refinery,November 10,,dgm_chineseday,95d4f90c40bad56021a4c0905d354c75,dgm_chineseday__95d4f90c40bad56021a4c0905d354c75
november 11,November 11,IndustryTerm,November 11,,dgm_chineseday,7e6905956d98f3f215260a2da9ce6875,dgm_chineseday__7e6905956d98f3f215260a2da9ce6875
november 12,November 12,Refinery,November 12,,dgm_chineseday,d295fbe46deb486526e2101dec82bef4,dgm_chineseday__d295fbe46deb486526e2101dec82bef4
november 13,November 13,Organization,November 13,,dgm_chineseday,183c26de9016b17b2413755c01c94e4f,dgm_chineseday__183c26de9016b17b2413755c01c94e4f
november 14,November 14,Shipping,November 14,,dgm_chineseday,7a3e3bd9f1412f111ee5d217f56e146e,dgm_chineseday__7a3e3bd9f1412f111ee5d217f56e146e
november 15,November 15,Diplomat,November 15,,dgm_chineseday,bde84933d4e4ea368a287040d080a85b,dgm_chineseday__bde84933d4e4ea368a287040d080a85b
november 16,November 16,Organization,November 16,,dgm_chineseday,ad594300db91fd774b8ed57c51f8e4f2,dgm_chineseday__ad594300db91fd774b8ed57c51f8e4f2
november 17,November 17,LegislativeCommittee,November 17,,dgm_chineseday,6c01260ea7c3b92c1d72f7382bbc74dc,dgm_chineseday__6c01260ea7c3b92c1d72f7382bbc74dc
november 18,November 18,FTO,November 18,,dgm_chineseday,211c764d410fedaff942669a8f2c48f0,dgm_chineseday__211c764d410fedaff942669a8f2c48f0
november 19,November 19,Keyphrase,November 19,,dgm_chineseday,630e31b2e554416d05b87f564e9d5c72,dgm_chineseday__630e31b2e554416d05b87f564e9d5c72
november 20,November 20,ForeignMinister,November 20,,dgm_chineseday,d36485fa062eb890ce54ded60a694c95,dgm_chineseday__d36485fa062eb890ce54ded60a694c95
november 21,November 21,IndustryTerm,November 21,,dgm_chineseday,1d05104446027d4dc977da0f2e0d6ba0,dgm_chineseday__1d05104446027d4dc977da0f2e0d6ba0
november 22,November 22,Shipping,November 22,,dgm_chineseday,0afb01f595ef6066c937b5d254ab9199,dgm_chineseday__0afb01f595ef6066c937b5d254ab9199
november 23,November 23,Refinery,November 23,,dgm_chineseday,a88d51d0a6062b1edc9e80523b427d39,dgm_chineseday__a88d51d0a6062b1edc9e80523b427d39
november 24,November 24,Organization,November 24,,dgm_chineseday,6efdb11ad20e8a9ee5e0e064d60b2750,dgm_chineseday__6efdb11ad20e8a9ee5e0e064d60b2750
november 25,November 25,Legislator,November 25,,dgm_chineseday,0241c016178ac11b75558b2b8708eb5c,dgm_chineseday__0241c016178ac11b75558b2b8708eb5c
november 26,November 26,CompanyKeyword,November 26,,dgm_chineseday,8fd3abeb9ebc523ae900963aed1e4aeb,dgm_chineseday__8fd3abeb9ebc523ae900963aed1e4aeb
november 27,November 27,Person,November 27,,dgm_chineseday,e7c191c424d579a719d8f956989b6488,dgm_chineseday__e7c191c424d579a719d8f956989b6488
november 28,November 28,space,November 28,,dgm_chineseday,9fb9b3265477f73703d70f76a7c7860b,dgm_chineseday__9fb9b3265477f73703d70f76a7c7860b
november 29,November 29,Wells,November 29,,dgm_chineseday,434e114d873095d2ee2e4272adce0511,dgm_chineseday__434e114d873095d2ee2e4272adce0511
november 30,November 30,FTO,November 30,,dgm_chineseday,6d5596a9e22f9de73ca34c7731308822,dgm_chineseday__6d5596a9e22f9de73ca34c7731308822
december 1,December 1,Organization,December 1,,dgm_chineseday,8f5d9ca6d0e3abd52f0a69c92fea5eff,dgm_chineseday__8f5d9ca6d0e3abd52f0a69c92fea5eff
december 2,December 2,AAEntity,December 2,,dgm_chineseday,3b931f94b09169e62e8e8647e59ac319,dgm_chineseday__3b931f94b09169e62e8e8647e59ac319
december 3,December 3,Pipeline,December 3,,dgm_chineseday,d74319c7f008986c1ca63d08ea383884,dgm_chineseday__d74319c7f008986c1ca63d08ea383884
december 4,December 4,DiplomaticFacilities,December 4,,dgm_chineseday,61b8187415c2040f6a2ff40afe5a587a,dgm_chineseday__61b8187415c2040f6a2ff40afe5a587a
december 5,December 5,Legislator,December 5,,dgm_chineseday,b8d8c36cfaf8a9d58e509aebabfdd405,dgm_chineseday__b8d8c36cfaf8a9d58e509aebabfdd405
december 6,December 6,Shipping,December 6,,dgm_chineseday,35e2db1a7cddbb78f2f684efe69d55da,dgm_chineseday__35e2db1a7cddbb78f2f684efe69d55da
december 7,December 7,IndustryTerm,December 7,,dgm_chineseday,836f1512624ed8b4cb587f697dc7d5ad,dgm_chineseday__836f1512624ed8b4cb587f697dc7d5ad
december 8,December 8,DiplomaticFacilities,December 8,,dgm_chineseday,ea0a5efc3b8d0382a0bcb09ad9ecdfc7,dgm_chineseday__ea0a5efc3b8d0382a0bcb09ad9ecdfc7
december 9,December 9,News,December 9,,dgm_chineseday,f6ec56c999aa2989bc94e788b2b78a7a,dgm_chineseday__f6ec56c999aa2989bc94e788b2b78a7a
december 10,December 10,Person,December 10,,dgm_chineseday,299b724510419fda50a53861e4cb101b,dgm_chineseday__299b724510419fda50a53861e4cb101b
