handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
newsintheburg,The Free Lance-Star,AAEntity,The Free Lance-Star,,basementions_mentionereng,2fd47b5af29c4d6a7c1538a8cf41306f,basementions_mentionereng__2fd47b5af29c4d6a7c1538a8cf41306f
vvdailypress,Daily Press,Organization,Daily Press,,basementions_mentionereng,47627bb30d11d8a5b40cd34002b62691,basementions_mentionereng__47627bb30d11d8a5b40cd34002b62691
monmouthjournal,The Monmouth Journal,ForeignMinistry,The Monmouth Journal,,basementions_mentionereng,4be1a3e7a75020549be7803d00850f0c,basementions_mentionereng__4be1a3e7a75020549be7803d00850f0c
journalstarnews,Lincoln Journal Star,Diplomat,Lincoln Journal Star,,basementions_mentionereng,e5a5e517992325e2cada165c3c6714b4,basementions_mentionereng__e5a5e517992325e2cada165c3c6714b4
thegardenisland,The Garden Island,IndustryTerm,The Garden Island,,basementions_mentionereng,ebfc482230bbb5be13ac97bd861d9a75,basementions_mentionereng__ebfc482230bbb5be13ac97bd861d9a75
northjersey,North Jersey,AAEntity,North Jersey,,basementions_mentionereng,9f28475e75e2204af8013a99170d1947,basementions_mentionereng__9f28475e75e2204af8013a99170d1947
bigislandnow,Big Island Now,Consulates,Big Island Now,,basementions_mentionereng,12fb3c9cb67e77d674455612004183cc,basementions_mentionereng__12fb3c9cb67e77d674455612004183cc
ktvu,KTVU,Legislator,KTVU,,basementions_mentionereng,ffc94317e52804edcb501917f7dff959,basementions_mentionereng__ffc94317e52804edcb501917f7dff959
chieftainnews,The Pueblo Chieftain,Shipping,The Pueblo Chieftain,,basementions_mentionereng,0e4568ec1e93c85dbbe7cafd489cd6ba,basementions_mentionereng__0e4568ec1e93c85dbbe7cafd489cd6ba
13wmaznews,13WMAZ News,Person,13WMAZ News,,basementions_mentionereng,8a91f5bb085a0ebfabc46e39e6d9312d,basementions_mentionereng__8a91f5bb085a0ebfabc46e39e6d9312d
txktoday,TXK Today,Media,TXK Today,,basementions_mentionereng,3ea4b613cd70438624a78eef387be2e5,basementions_mentionereng__3ea4b613cd70438624a78eef387be2e5
ksdknews,KSDK News,News,KSDK News,,basementions_mentionereng,98b3d65d142bdbb9da6ad2252be8a908,basementions_mentionereng__98b3d65d142bdbb9da6ad2252be8a908
wral,WRAL,ForeignMinister,WRAL,,basementions_mentionereng,b5907ae7f7ff042e856b37caa74f4e7f,basementions_mentionereng__b5907ae7f7ff042e856b37caa74f4e7f
newschannel6now,Newschannel 6,CompanyKeyword,Newschannel 6,,basementions_mentionereng,6d24b8abe1606928d9705279f458e418,basementions_mentionereng__6d24b8abe1606928d9705279f458e418
ktvn,KTVN 2 News,Refinery,KTVN 2 News,,basementions_mentionereng,ea19593132d0057d43e1fbb97797533c,basementions_mentionereng__ea19593132d0057d43e1fbb97797533c
bossiernow,Bossier Now,AAEntity,Bossier Now,,basementions_mentionereng,f5f081c2a0170e5f4ad7f72d5742bf2a,basementions_mentionereng__f5f081c2a0170e5f4ad7f72d5742bf2a
live5news,Live5News,Keyphrase,Live5News,,basementions_mentionereng,f5ce81a437607ca6d934e467585dece7,basementions_mentionereng__f5ce81a437607ca6d934e467585dece7
krem2,KREM 2 NEWS,AAEntity,KREM 2 NEWS,,basementions_mentionereng,39c22ac7f9fd7f424ebe5cc3188b7d02,basementions_mentionereng__39c22ac7f9fd7f424ebe5cc3188b7d02
minotdailynews,The Minot Daily News,DiplomaticFacilities,The Minot Daily News,,basementions_mentionereng,8d84e648ed945d58f9fa43cb86944afa,basementions_mentionereng__8d84e648ed945d58f9fa43cb86944afa
waff48,WAFF 48,News,WAFF 48,,basementions_mentionereng,b842ca47e90274d013cfaa9959ba3730,basementions_mentionereng__b842ca47e90274d013cfaa9959ba3730
scrantonlocal,Scranton Local News,Person,Scranton Local News,,basementions_mentionereng,93c718187f6b47e40e9085543af307eb,basementions_mentionereng__93c718187f6b47e40e9085543af307eb
wjhg_tv,WJHG-TV,DiplomaticFacilities,WJHG-TV,,basementions_mentionereng,89682e1ce37611e9139db8e3d784e191,basementions_mentionereng__89682e1ce37611e9139db8e3d784e191
brownwoodnews,Brownwood News,DiplomaticFacilities,Brownwood News,,basementions_mentionereng,55024761d7265f9c8ce61885cffea732,basementions_mentionereng__55024761d7265f9c8ce61885cffea732
ksby,KSBY,LegislativeCommittee,KSBY,,basementions_mentionereng,dec9be6b7a318764ba91d2bf64893ac1,basementions_mentionereng__dec9be6b7a318764ba91d2bf64893ac1
nbc10boston,NBC10 Boston,Person,NBC10 Boston,,basementions_mentionereng,4fdd7ff24cd5d3de726be5256b433d1c,basementions_mentionereng__4fdd7ff24cd5d3de726be5256b433d1c
capecodcom,CapeCod.com,Consulates,CapeCod.com,,basementions_mentionereng,8b1342c1a0b693eef2350b6d02022547,basementions_mentionereng__8b1342c1a0b693eef2350b6d02022547
kxan_news,KXAN News,Organization,KXAN News,,basementions_mentionereng,790fa29e7e886fdf1f0b5de93378a322,basementions_mentionereng__790fa29e7e886fdf1f0b5de93378a322
greenfield_news,Greenfield New,space,Greenfield New,,basementions_mentionereng,41eb6365ae2d85717440770d98c4b0fc,basementions_mentionereng__41eb6365ae2d85717440770d98c4b0fc
abc27news,abc27 News,Legislator,abc27 News,,basementions_mentionereng,a9e8be4f36b32ba5bbacaec3df923b68,basementions_mentionereng__a9e8be4f36b32ba5bbacaec3df923b68
kodiakmirror,Kodiak Daily Mirror,Shipping,Kodiak Daily Mirror,,basementions_mentionereng,0a6cbd20fbdc659a92f5ba8f6a9e491f,basementions_mentionereng__0a6cbd20fbdc659a92f5ba8f6a9e491f
juneauempire,Juneau Empire,space,Juneau Empire,,basementions_mentionereng,317ff4612daf61c727901c4f020e936e,basementions_mentionereng__317ff4612daf61c727901c4f020e936e
wplglocal10,WPLG Local 10 News,Shipping,WPLG Local 10 News,,basementions_mentionereng,e63d0cb9414a70236247bfda31e7eaa6,basementions_mentionereng__e63d0cb9414a70236247bfda31e7eaa6
themauinewshi,The Maui News,Organization,The Maui News,,basementions_mentionereng,f4ab7cd8fd6fdfdee753929c30c7d2bf,basementions_mentionereng__f4ab7cd8fd6fdfdee753929c30c7d2bf
elnuevodia,El Nuevo Día,AAEntity,El Nuevo Día,,basementions_mentionereng,53d0b5061c94bf24533981ccea373a23,basementions_mentionereng__53d0b5061c94bf24533981ccea373a23
heraldnews,Cape May County News,AAEntity,Cape May County News,,basementions_mentionereng,44eed7348028c9d1edfa91ea6c2b8443,basementions_mentionereng__44eed7348028c9d1edfa91ea6c2b8443
ksl5tv,KSL 5 TV,Media,KSL 5 TV,,basementions_mentionereng,e988d683f1d77b5721c7b317960c02ae,basementions_mentionereng__e988d683f1d77b5721c7b317960c02ae
wten,NEWS10 ABC,FTO,NEWS10 ABC,,basementions_mentionereng,de45aec2f589f1fb7feae5470b253742,basementions_mentionereng__de45aec2f589f1fb7feae5470b253742
abc7ny,Eyewitness News,Person,Eyewitness News,,basementions_mentionereng,b3d884d21648b30a78685889aa22e6a4,basementions_mentionereng__b3d884d21648b30a78685889aa22e6a4
41actionnews,41 Action News,Exec,41 Action News,,basementions_mentionereng,de5391c3f46641fce85110a1e0350395,basementions_mentionereng__de5391c3f46641fce85110a1e0350395
daytondailynews,Dayton Daily News,Wells,Dayton Daily News,,basementions_mentionereng,61d4ce02943725c3ae01f5c7e99dbb52,basementions_mentionereng__61d4ce02943725c3ae01f5c7e99dbb52
bethesdabeat,Bethesda Beat,Wells,Bethesda Beat,,basementions_mentionereng,9bd4de394514b3be051b574b02721c1a,basementions_mentionereng__9bd4de394514b3be051b574b02721c1a
abc7breaking,KVIA ABC-7 News,Consulates,KVIA ABC-7 News,,basementions_mentionereng,5277cbbe58e46c5a5b6f77529878aa6b,basementions_mentionereng__5277cbbe58e46c5a5b6f77529878aa6b
kimatv,KIMA-TV,Consulates,KIMA-TV,,basementions_mentionereng,105399440614ab3c0cec08ed2c71f583,basementions_mentionereng__105399440614ab3c0cec08ed2c71f583
abc10,ABC10,FTO,ABC10,,basementions_mentionereng,b9a4bf673818e1087031f00ce5d7843f,basementions_mentionereng__b9a4bf673818e1087031f00ce5d7843f
foxbaltimore,FOX Baltimore,Shipping,FOX Baltimore,,basementions_mentionereng,7885f3e4d906e3390b702399de20dfdb,basementions_mentionereng__7885f3e4d906e3390b702399de20dfdb
clickondetroit,ClickOnDetroit,FTO,ClickOnDetroit,,basementions_mentionereng,fb9027309938e7abda45e31779ff9673,basementions_mentionereng__fb9027309938e7abda45e31779ff9673
kxlh,KXLH - Helena,Keyphrase,KXLH - Helena,,basementions_mentionereng,7a0695228be967bc2a702ae0ef936c77,basementions_mentionereng__7a0695228be967bc2a702ae0ef936c77
mynbc15,NBC 15 News,AAEntity,NBC 15 News,,basementions_mentionereng,86b4ac1118ecf83b8323a8a8243234e0,basementions_mentionereng__86b4ac1118ecf83b8323a8a8243234e0
12news,12 News,Diplomat,12 News,,basementions_mentionereng,a9ba98559e1edc4acc378af9ceab6470,basementions_mentionereng__a9ba98559e1edc4acc378af9ceab6470
petalumaargus,Petaluma Argus-Courier,IndustryTerm,Petaluma Argus-Courier,,basementions_mentionereng,495e45379dc53d33ed0deed0b52c3640,basementions_mentionereng__495e45379dc53d33ed0deed0b52c3640
tb_times,Tampa Bay Times,ForeignMinister,Tampa Bay Times,,basementions_mentionereng,3894ecfdca5a36a43a4b263f4f82faf9,basementions_mentionereng__3894ecfdca5a36a43a4b263f4f82faf9
ewnewsbahamas,Eyewitness News Bahamas,Shipping,Eyewitness News Bahamas,,basementions_mentionereng,d8f84679305680ec9cca57138cbe2863,basementions_mentionereng__d8f84679305680ec9cca57138cbe2863
wjxt4,News4JAX,News,News4JAX,,basementions_mentionereng,33fa467295a4fdf9c24dde34517e4ede,basementions_mentionereng__33fa467295a4fdf9c24dde34517e4ede
fox5atlanta,FOX 5 Atlanta,Person,FOX 5 Atlanta,,basementions_mentionereng,01dcd0b3f7632376f48befc07afa5a1d,basementions_mentionereng__01dcd0b3f7632376f48befc07afa5a1d
kmov,KMOV,Legislator,KMOV,,basementions_mentionereng,d3874f5919579259d98e38a2c5af925b,basementions_mentionereng__d3874f5919579259d98e38a2c5af925b
kburburlington,Newsradio KBUR,Legislator,Newsradio KBUR,,basementions_mentionereng,c0081fb76df33ad065fe55c4d1bf5d7f,basementions_mentionereng__c0081fb76df33ad065fe55c4d1bf5d7f
salinajournal,Salina Journal,Person,Salina Journal,,basementions_mentionereng,09f20f8eb53d60ba2a32ec3fa749b6fc,basementions_mentionereng__09f20f8eb53d60ba2a32ec3fa749b6fc
kalbtv5,KALB News Channel,Legislator,KALB News Channel,,basementions_mentionereng,e3e68380307fbe8d2c19c62edef680c3,basementions_mentionereng__e3e68380307fbe8d2c19c62edef680c3
wabi_tv5,WABI TV5,LegislativeCommittee,WABI TV5,,basementions_mentionereng,57610207cea281e5171eff68cae17c36,basementions_mentionereng__57610207cea281e5171eff68cae17c36
wmtwtv,WMTW TV,Wells,WMTW TV,,basementions_mentionereng,173adbfe65f534d468493eef5a6f109b,basementions_mentionereng__173adbfe65f534d468493eef5a6f109b
caswellnews,Caswell Messenger,CompanyKeyword,Caswell Messenger,,basementions_mentionereng,9babd50e97af84f099ac85e5ccd14333,basementions_mentionereng__9babd50e97af84f099ac85e5ccd14333
allthingslnk,All Things Lincoln,Exec,All Things Lincoln,,basementions_mentionereng,b946e618747b752984ab2dd785201b4f,basementions_mentionereng__b946e618747b752984ab2dd785201b4f
ladailypost,LosAlamos Daily Post,ForeignMinistry,LosAlamos Daily Post,,basementions_mentionereng,1010ed6377749ea9e716e9cefeee23ff,basementions_mentionereng__1010ed6377749ea9e716e9cefeee23ff
abc11_wtvd,ABC11 EyewitnessNews,Shipping,ABC11 EyewitnessNews,,basementions_mentionereng,e6eb707e4020276dde68c00e7ab23519,basementions_mentionereng__e6eb707e4020276dde68c00e7ab23519
wectnews,WECT News,Media,WECT News,,basementions_mentionereng,5770930115550e7525be69ad97512224,basementions_mentionereng__5770930115550e7525be69ad97512224
wlos_13,WLOS,Keyphrase,WLOS,,basementions_mentionereng,4a1b8e0eb8254b517470a51b4c7485d9,basementions_mentionereng__4a1b8e0eb8254b517470a51b4c7485d9
dailyadvance,The Daily Advance,Consulates,The Daily Advance,,basementions_mentionereng,13a329df2699f4ce9ccd6b8815be1080,basementions_mentionereng__13a329df2699f4ce9ccd6b8815be1080
kxmb,KX News,Organization,KX News,,basementions_mentionereng,6f0d0026d1825391696945ba983a102a,basementions_mentionereng__6f0d0026d1825391696945ba983a102a
pcnewsherald,Port Clinton News Herald,ForeignMinister,Port Clinton News Herald,,basementions_mentionereng,ccbf028acb14b5c1614aed8b22ef5216,basementions_mentionereng__ccbf028acb14b5c1614aed8b22ef5216
recordpub,Record-Courier,DiplomaticFacilities,Record-Courier,,basementions_mentionereng,9bef00c7509722f94af08d6e2a1e4287,basementions_mentionereng__9bef00c7509722f94af08d6e2a1e4287
chilligaz,Chillicothe Gazette,Refinery,Chillicothe Gazette,,basementions_mentionereng,79b7b35408e96d7e7281255ada3df3ec,basementions_mentionereng__79b7b35408e96d7e7281255ada3df3ec
koconews,KOKO News 5,AAEntity,KOKO News 5,,basementions_mentionereng,e985506fb1fe99ef9c5842c435154e75,basementions_mentionereng__e985506fb1fe99ef9c5842c435154e75
cbsphilly,KYW-TV,LegislativeCommittee,KYW-TV,,basementions_mentionereng,1e2bd9c4445ffc1ab0717af4164a5878,basementions_mentionereng__1e2bd9c4445ffc1ab0717af4164a5878
wpri12,WPRI-TV,Media,WPRI-TV,,basementions_mentionereng,03510b736335857d3de412db61ba3a2e,basementions_mentionereng__03510b736335857d3de412db61ba3a2e
theoakridger,The Oak Ridger,space,The Oak Ridger,,basementions_mentionereng,ae2f584f015b180f280f57abca516e6c,basementions_mentionereng__ae2f584f015b180f280f57abca516e6c
wbbj7news,WBBJ-TV,AAEntity,WBBJ-TV,,basementions_mentionereng,fb4e42da3de1def698ad032fa4645bcb,basementions_mentionereng__fb4e42da3de1def698ad032fa4645bcb
wforddemo,Weatherford Democrat,Organization,Weatherford Democrat,,basementions_mentionereng,c12f08f0cedbfcbb70f1a34af53f8e46,basementions_mentionereng__c12f08f0cedbfcbb70f1a34af53f8e46
kiii3news,KIII 3 News,ForeignMinistry,KIII 3 News,,basementions_mentionereng,53d42a80493fd11f07890b3d05425715,basementions_mentionereng__53d42a80493fd11f07890b3d05425715
kutv2news,KUTV,ForeignMinistry,KUTV,,basementions_mentionereng,a779ae76b4ad49a385451c62361c53eb,basementions_mentionereng__a779ae76b4ad49a385451c62361c53eb
wcax,Channel 3 News,DiplomaticFacilities,Channel 3 News,,basementions_mentionereng,a945b2f11df266473617cc5c635987b4,basementions_mentionereng__a945b2f11df266473617cc5c635987b4
nbc29,WVIR-TV,Media,WVIR-TV,,basementions_mentionereng,fcb2b503084f2279b9175548f775c85e,basementions_mentionereng__fcb2b503084f2279b9175548f775c85e
wsls,WSLS-TV,CompanyKeyword,WSLS-TV,,basementions_mentionereng,9effb80c04d117e11a2c01609160b9c0,basementions_mentionereng__9effb80c04d117e11a2c01609160b9c0
thejournalwv,The Journal,FTO,The Journal,,basementions_mentionereng,a26ed923d779bd45393bcae051b6cb32,basementions_mentionereng__a26ed923d779bd45393bcae051b6cb32
wvmetronews,West Virginia MetroNews,Media,West Virginia MetroNews,,basementions_mentionereng,96b06e9582b792dfdbc5249f9ba70995,basementions_mentionereng__96b06e9582b792dfdbc5249f9ba70995
abcbrisbane,ABC Brisbane,Wells,ABC Brisbane,,basementions_mentionereng,f471525f60c95bd4a31d5707400768f6,basementions_mentionereng__f471525f60c95bd4a31d5707400768f6
geroguardian,Geraldton Guardian and Midwest Times,Diplomat,Geraldton Guardian and Midwest Times,,basementions_mentionereng,8ef8665e9769818c5e3590cb76d7c5a4,basementions_mentionereng__8ef8665e9769818c5e3590cb76d7c5a4
centraladvocate,Centralian Advocate,DiplomaticFacilities,Centralian Advocate,,basementions_mentionereng,2d20ee51dc12b9fc4dff0c705737e29d,basementions_mentionereng__2d20ee51dc12b9fc4dff0c705737e29d
ipswich_today,Ipswich Today,Shipping,Ipswich Today,,basementions_mentionereng,1eed9215033201cfc4a387e0cc07f0c8,basementions_mentionereng__1eed9215033201cfc4a387e0cc07f0c8
7newsadelaide,7NEWS Adelaide,DiplomaticFacilities,7NEWS Adelaide,,basementions_mentionereng,e5ed9b7809a364dbcc3e673080093208,basementions_mentionereng__e5ed9b7809a364dbcc3e673080093208
hawkgazettenews,Hawkesbury Gazette,LegislativeCommittee,Hawkesbury Gazette,,basementions_mentionereng,02d613eededce93b7783102b88747728,basementions_mentionereng__02d613eededce93b7783102b88747728
katherinetimes,Katherine Times,Pipeline,Katherine Times,,basementions_mentionereng,30e0071f0074c9365a335e9ac8d8c495,basementions_mentionereng__30e0071f0074c9365a335e9ac8d8c495
7newstownsville,7NEWS Townsville,Exec,7NEWS Townsville,,basementions_mentionereng,4229507738c242261ff0a306421ff0d0,basementions_mentionereng__4229507738c242261ff0a306421ff0d0
newcastleherald,Newcastle Herald,Keyphrase,Newcastle Herald,,basementions_mentionereng,598278bc77d0573fa32f2c965d37059b,basementions_mentionereng__598278bc77d0573fa32f2c965d37059b
9newsadel,9News Adelaide,LegislativeCommittee,9News Adelaide,,basementions_mentionereng,ec074401f3a5d4643899494625d93c5b,basementions_mentionereng__ec074401f3a5d4643899494625d93c5b
scregister,South Coast Register,AAEntity,South Coast Register,,basementions_mentionereng,96c2ac10f78ef7e5a40ac83034ad6921,basementions_mentionereng__96c2ac10f78ef7e5a40ac83034ad6921
cairnslocalnews,Cairns Local News,DiplomaticFacilities,Cairns Local News,,basementions_mentionereng,66b2d76010b95039fa8381a3996f9626,basementions_mentionereng__66b2d76010b95039fa8381a3996f9626
mosmandaily,Mosman Daily,Organization,Mosman Daily,,basementions_mentionereng,0b7d970a98ae4a7e6f7d005dcabb43b3,basementions_mentionereng__0b7d970a98ae4a7e6f7d005dcabb43b3
perthnow,PerthNow,AAEntity,PerthNow,,basementions_mentionereng,eed8ae84a9c8c23724bf9f1d9da6e2a8,basementions_mentionereng__eed8ae84a9c8c23724bf9f1d9da6e2a8
9newssyd,9News Sydney,Keyphrase,9News Sydney,,basementions_mentionereng,15d0013aed99dc5ef82cb9284321a938,basementions_mentionereng__15d0013aed99dc5ef82cb9284321a938
9newsillawarra,9News Illawarra,Organization,9News Illawarra,,basementions_mentionereng,91bb48d4b0cfcec3dd96b65f8582bb70,basementions_mentionereng__91bb48d4b0cfcec3dd96b65f8582bb70
9newsdarwin,9News Darwin,ForeignMinistry,9News Darwin,,basementions_mentionereng,f0e2b8286d7f1e081899d7ceb9806327,basementions_mentionereng__f0e2b8286d7f1e081899d7ceb9806327
prime7wagga,PRIME7 News Wagga,FTO,PRIME7 News Wagga,,basementions_mentionereng,730ee8bc179af862d5a0dde07a462d19,basementions_mentionereng__730ee8bc179af862d5a0dde07a462d19
oakbaynews,Oak Bay News,Consulates,Oak Bay News,,basementions_mentionereng,6f172eb2c0754d30db23696291c1d041,basementions_mentionereng__6f172eb2c0754d30db23696291c1d041
ctvmontreal,CTV Montreal,Wells,CTV Montreal,,basementions_mentionereng,26f8e274fcfc5878ad86bd5aa84f31dc,basementions_mentionereng__26f8e274fcfc5878ad86bd5aa84f31dc
ctvedmonton,CTV Edmonton,Wells,CTV Edmonton,,basementions_mentionereng,c6446909818483a7db21ea76b218a671,basementions_mentionereng__c6446909818483a7db21ea76b218a671
cbcnb,CBC New Brunswick,LegislativeCommittee,CBC New Brunswick,,basementions_mentionereng,39adac10a35934dd11451734928f36bb,basementions_mentionereng__39adac10a35934dd11451734928f36bb
icisaglac,ICI Saglac,FTO,ICI Saglac,,basementions_mentionereng,1b71daa29c0aeeb2f986757d49adf7e3,basementions_mentionereng__1b71daa29c0aeeb2f986757d49adf7e3
ctvbarrienews,CTV News Barrie,FTO,CTV News Barrie,,basementions_mentionereng,e6ad3239812cf26ee40804e5b15a16e9,basementions_mentionereng__e6ad3239812cf26ee40804e5b15a16e9
bvillenouvelle,Bonnyville Nouvelle,Exec,Bonnyville Nouvelle,,basementions_mentionereng,92aa64999297e467ba1adf3ad60fc4f5,basementions_mentionereng__92aa64999297e467ba1adf3ad60fc4f5
cvrecord,Comox Valley Record,Keyphrase,Comox Valley Record,,basementions_mentionereng,1a2fb19575d57d672a331866927b6f95,basementions_mentionereng__1a2fb19575d57d672a331866927b6f95
cbcns,CBC Nova Scotia,FTO,CBC Nova Scotia,,basementions_mentionereng,0a9df361b96edeff0ac5a2c116943822,basementions_mentionereng__0a9df361b96edeff0ac5a2c116943822
realmjnews,Moose Jaw Independent,DiplomaticFacilities,Moose Jaw Independent,,basementions_mentionereng,71f6f5a8e63d30d022fb63b970770bd9,basementions_mentionereng__71f6f5a8e63d30d022fb63b970770bd9
petawawapost,Petawawa Post,Wells,Petawawa Post,,basementions_mentionereng,4eabecc8199bf390a5d52e8a7a4cc9df,basementions_mentionereng__4eabecc8199bf390a5d52e8a7a4cc9df
thebrandonsun,The Brandon Sun,News,The Brandon Sun,,basementions_mentionereng,5d7a625081b7e13c3c24c7a25c39eb23,basementions_mentionereng__5d7a625081b7e13c3c24c7a25c39eb23
suffieldmfrc,CFB Suffield MFRC,CompanyKeyword,CFB Suffield MFRC,,basementions_mentionereng,f77ecc80b2355512ae7bef057e09340c,basementions_mentionereng__f77ecc80b2355512ae7bef057e09340c
ctvottawa,CTV Ottawa,Keyphrase,CTV Ottawa,,basementions_mentionereng,39adfb4fa8ed05b02cad7094dc3236c1,basementions_mentionereng__39adfb4fa8ed05b02cad7094dc3236c1
cbcquebec,CBC Quebec,ForeignMinister,CBC Quebec,,basementions_mentionereng,a2d027962fb51269bcb3b9bc20b15507,basementions_mentionereng__a2d027962fb51269bcb3b9bc20b15507
townwainwright,Town of Wainwright,Diplomat,Town of Wainwright,,basementions_mentionereng,0e037ff578b2eca27f747d3488e1a079,basementions_mentionereng__0e037ff578b2eca27f747d3488e1a079
ctvwinnipeg,CTV News Winnipeg,AAEntity,CTV News Winnipeg,,basementions_mentionereng,e4ce6c9558eae6804e5f107d1e8e599f,basementions_mentionereng__e4ce6c9558eae6804e5f107d1e8e599f
haligonia,Halifax News & Info,News,Halifax News & Info,,basementions_mentionereng,ef03f1490da3cf5d26aeb1371a791b00,basementions_mentionereng__ef03f1490da3cf5d26aeb1371a791b00
town_hvgb,Town of HV-GB,IndustryTerm,Town of HV-GB,,basementions_mentionereng,1a0627f1695b88959617f2c58255d44c,basementions_mentionereng__1a0627f1695b88959617f2c58255d44c
aldergrovestar,Aldergrove Star,space,Aldergrove Star,,basementions_mentionereng,32aeee70c86768354fed1eb8a0a121de,basementions_mentionereng__32aeee70c86768354fed1eb8a0a121de
ctvatlantic,CTV Atlantic,Refinery,CTV Atlantic,,basementions_mentionereng,0f4c1051b7d6c146a05ace94587f0ed5,basementions_mentionereng__0f4c1051b7d6c146a05ace94587f0ed5
vocmnews,VOCM News,Shipping,VOCM News,,basementions_mentionereng,c09f69791b7f7668ab17f7b9be330cc7,basementions_mentionereng__c09f69791b7f7668ab17f7b9be330cc7
blackburnck,Blackburn News CK,ForeignMinistry,Blackburn News CK,,basementions_mentionereng,435f93c4041d7bd4f42d7995e5aab824,basementions_mentionereng__435f93c4041d7bd4f42d7995e5aab824
quintenews,Quinte News,DiplomaticFacilities,Quinte News,,basementions_mentionereng,04074e1d01aac8f63cbf98e35882e06b,basementions_mentionereng__04074e1d01aac8f63cbf98e35882e06b
cbctbay,CBC Thunder Bay,IndustryTerm,CBC Thunder Bay,,basementions_mentionereng,817f988d18e3e6dc859e88a08d67616c,basementions_mentionereng__817f988d18e3e6dc859e88a08d67616c
southgreynews,South Grey News,AAEntity,South Grey News,,basementions_mentionereng,6af5ad9d6b5338b637ee8973c7e87b52,basementions_mentionereng__6af5ad9d6b5338b637ee8973c7e87b52
wltribune,Williams Lake Tribune,FTO,Williams Lake Tribune,,basementions_mentionereng,73601482725c3eef3d73b4a22317fc3d,basementions_mentionereng__73601482725c3eef3d73b4a22317fc3d
saanichnews,Saanich News,Pipeline,Saanich News,,basementions_mentionereng,02cf5fa45e43ca7c413800adb834a9ce,basementions_mentionereng__02cf5fa45e43ca7c413800adb834a9ce
victorianews,Victoria News,Keyphrase,Victoria News,,basementions_mentionereng,60c39cab75594029a6fb6f4dec5e91f6,basementions_mentionereng__60c39cab75594029a6fb6f4dec5e91f6
yorkshirelive,Yorkshire Live,LegislativeCommittee,Yorkshire Live,,basementions_mentionereng,7220e6218faa51bbf5157fbcbd7e60ba,basementions_mentionereng__7220e6218faa51bbf5157fbcbd7e60ba
cumbrialive,Cumbria Live,Exec,Cumbria Live,,basementions_mentionereng,97e27f13ffd66581d1a63f5b75eeb992,basementions_mentionereng__97e27f13ffd66581d1a63f5b75eeb992
theoxfordmail,Oxford Mail,FTO,Oxford Mail,,basementions_mentionereng,0f607507331129d34547490100588f6d,basementions_mentionereng__0f607507331129d34547490100588f6d
cambslive,Cambridgeshire Live,Person,Cambridgeshire Live,,basementions_mentionereng,a37c3d73bc2fa8c65163324f126f10ff,basementions_mentionereng__a37c3d73bc2fa8c65163324f126f10ff
glosliveonline,Gloucestershire Live,Refinery,Gloucestershire Live,,basementions_mentionereng,5b8b3c8cd0dcc55be87b03c91370aab4,basementions_mentionereng__5b8b3c8cd0dcc55be87b03c91370aab4
suffolklive_,Suffolk Live,Exec,Suffolk Live,,basementions_mentionereng,058680c6f02b4666b218b4738f7fc8a3,basementions_mentionereng__058680c6f02b4666b218b4738f7fc8a3
falklandstv,Falklands TV,Refinery,Falklands TV,,basementions_mentionereng,2794b183ba30597d58ccc4bdfadbca4b,basementions_mentionereng__2794b183ba30597d58ccc4bdfadbca4b
norfolklive_,Norfolk Live,Wells,Norfolk Live,,basementions_mentionereng,8d301ac105034832879306de408d21fb,basementions_mentionereng__8d301ac105034832879306de408d21fb
lincslive,Lincolnshire Live,Exec,Lincolnshire Live,,basementions_mentionereng,f54f8883d2d563ec50a256b3950bbe24,basementions_mentionereng__f54f8883d2d563ec50a256b3950bbe24
plymouth_live,Plymouth Live,ForeignMinister,Plymouth Live,,basementions_mentionereng,061e9e32900a3c21a1b0d577f8293d2d,basementions_mentionereng__061e9e32900a3c21a1b0d577f8293d2d
cornwalllive,Cornwall Live,Wells,Cornwall Live,,basementions_mentionereng,a4f9b116429f6c1a60c3aa76fe300373,basementions_mentionereng__a4f9b116429f6c1a60c3aa76fe300373
thenorthernecho,The Northern Echo,Diplomat,The Northern Echo,,basementions_mentionereng,c1837cd4777da8c31765c6fbe1e0b84f,basementions_mentionereng__c1837cd4777da8c31765c6fbe1e0b84f
itvlondon,ITV London,IndustryTerm,ITV London,,basementions_mentionereng,8cec0fea3dc2bb9ec63c8d315d71ee6c,basementions_mentionereng__8cec0fea3dc2bb9ec63c8d315d71ee6c
buckslivenews,Buckinghamshire Live,ForeignMinistry,Buckinghamshire Live,,basementions_mentionereng,32f80a9bc0b8f8ebf6fcbb428fa4050d,basementions_mentionereng__32f80a9bc0b8f8ebf6fcbb428fa4050d
northamptonuk,Northants Live,space,Northants Live,,basementions_mentionereng,080ea4ede63221c77c9572da001d517e,basementions_mentionereng__080ea4ede63221c77c9572da001d517e
bedslive,Bedfordshire News,ForeignMinister,Bedfordshire News,,basementions_mentionereng,21e22f3234d63cff6242f8b5e95f8e6d,basementions_mentionereng__21e22f3234d63cff6242f8b5e95f8e6d
shropshirestar,Shropshire Star,Keyphrase,Shropshire Star,,basementions_mentionereng,adc11f404e97a27078866d06a1bd1bfe,basementions_mentionereng__adc11f404e97a27078866d06a1bd1bfe
