keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(servicebench; venture capital),ServiceBench startup,188132,startup,general.alert3,,,Startup,ServiceBench startup,,dgm_vcstartup_terms,426b58fe11950654d94ebc9ebabe15a0,dgm_vcstartup_terms__426b58fe11950654d94ebc9ebabe15a0
(local matters; venture capital),Local Matters startup,188132,startup,general.alert3,,,Startup,Local Matters startup,,dgm_vcstartup_terms,8914441a64fd1c3c287cc14af9687af7,dgm_vcstartup_terms__8914441a64fd1c3c287cc14af9687af7
(correlsense; venture capital),Correlsense startup,188132,startup,general.alert3,,,Startup,Correlsense startup,,dgm_vcstartup_terms,bd62726c3e64ef729ba29f9f4e69ba2e,dgm_vcstartup_terms__bd62726c3e64ef729ba29f9f4e69ba2e
(picarro; venture capital),Picarro startup,188132,startup,general.alert3,,,Startup,Picarro startup,,dgm_vcstartup_terms,33a850daca0de4b1c20823a33b6cab1f,dgm_vcstartup_terms__33a850daca0de4b1c20823a33b6cab1f
(sharebuilder; venture capital),ShareBuilder startup,188132,startup,general.alert3,,,Startup,ShareBuilder startup,,dgm_vcstartup_terms,6bebf267fc7ddeff23b656a06b9cc1ee,dgm_vcstartup_terms__6bebf267fc7ddeff23b656a06b9cc1ee
(ecomotors; venture capital),EcoMotors startup,188132,startup,general.alert3,,,Startup,EcoMotors startup,,dgm_vcstartup_terms,0a6e58cb79ab2194a9785772b9b974ab,dgm_vcstartup_terms__0a6e58cb79ab2194a9785772b9b974ab
(smartling; venture capital),Smartling startup,188132,startup,general.alert3,,,Startup,Smartling startup,,dgm_vcstartup_terms,a298501695cf0103c25f7be09ddfa2a9,dgm_vcstartup_terms__a298501695cf0103c25f7be09ddfa2a9
(social point; venture capital),Social Point startup,188132,startup,general.alert3,,,Startup,Social Point startup,,dgm_vcstartup_terms,f123ad41d9cf2364d7d4b3521db2b6d0,dgm_vcstartup_terms__f123ad41d9cf2364d7d4b3521db2b6d0
(endochoice; venture capital),EndoChoice startup,188132,startup,general.alert3,,,Startup,EndoChoice startup,,dgm_vcstartup_terms,0adc07810a52839613be488507c3e34a,dgm_vcstartup_terms__0adc07810a52839613be488507c3e34a
(loggly; venture capital),Loggly startup,188132,startup,general.alert3,,,Startup,Loggly startup,,dgm_vcstartup_terms,66c0143949c979a9ed331fbe5b7471be,dgm_vcstartup_terms__66c0143949c979a9ed331fbe5b7471be
(pullstring; venture capital),PullString startup,188132,startup,general.alert3,,,Startup,PullString startup,,dgm_vcstartup_terms,97bbaf6e77f81ceed976f0169dd926bd,dgm_vcstartup_terms__97bbaf6e77f81ceed976f0169dd926bd
(grovo; venture capital),Grovo startup,188132,startup,general.alert3,,,Startup,Grovo startup,,dgm_vcstartup_terms,3052c7963a6a8bbdf01bb4c1998f6aff,dgm_vcstartup_terms__3052c7963a6a8bbdf01bb4c1998f6aff
(sendme; venture capital),SendMe startup,188132,startup,general.alert3,,,Startup,SendMe startup,,dgm_vcstartup_terms,710fe3928264a89fe20970ebffcbbc62,dgm_vcstartup_terms__710fe3928264a89fe20970ebffcbbc62
(soonr; venture capital),Soonr startup,188132,startup,general.alert3,,,Startup,Soonr startup,,dgm_vcstartup_terms,d2ac6e2955924228eb95bd355b6625f8,dgm_vcstartup_terms__d2ac6e2955924228eb95bd355b6625f8
(glint; venture capital),Glint startup,188132,startup,general.alert3,,,Startup,Glint startup,,dgm_vcstartup_terms,d74f5f86859458ff250658170aae4df7,dgm_vcstartup_terms__d74f5f86859458ff250658170aae4df7
(kupongid; venture capital),KuponGid startup,188132,startup,general.alert3,,,Startup,KuponGid startup,,dgm_vcstartup_terms,c6b0d99f586b9e49ec9e825d5e21810d,dgm_vcstartup_terms__c6b0d99f586b9e49ec9e825d5e21810d
(casecentral; venture capital),CaseCentral startup,188132,startup,general.alert3,,,Startup,CaseCentral startup,,dgm_vcstartup_terms,f6021851c316946d06a7aaed019de421,dgm_vcstartup_terms__f6021851c316946d06a7aaed019de421
(incentive logic; venture capital),Incentive Logic startup,188132,startup,general.alert3,,,Startup,Incentive Logic startup,,dgm_vcstartup_terms,b17eb4c4d56c886df111e671653bfcdb,dgm_vcstartup_terms__b17eb4c4d56c886df111e671653bfcdb
(smartanalyst; venture capital),SmartAnalyst startup,188132,startup,general.alert3,,,Startup,SmartAnalyst startup,,dgm_vcstartup_terms,db1d08f484e54255070f8a9cc7409ede,dgm_vcstartup_terms__db1d08f484e54255070f8a9cc7409ede
(agensys; venture capital),Agensys startup,188132,startup,general.alert3,,,Startup,Agensys startup,,dgm_vcstartup_terms,9d297d1dd3075f2217e6e542fec20155,dgm_vcstartup_terms__9d297d1dd3075f2217e6e542fec20155
(memsic; venture capital),MEMSIC startup,188132,startup,general.alert3,,,Startup,MEMSIC startup,,dgm_vcstartup_terms,877af5e0a8a4e935d69713992530fa1b,dgm_vcstartup_terms__877af5e0a8a4e935d69713992530fa1b
(turbine; venture capital),Turbine startup,188132,startup,general.alert3,,,Startup,Turbine startup,,dgm_vcstartup_terms,31787ea30d2080d41ac26a49e67778be,dgm_vcstartup_terms__31787ea30d2080d41ac26a49e67778be
(tripwire; venture capital),Tripwire startup,188132,startup,general.alert3,,,Startup,Tripwire startup,,dgm_vcstartup_terms,71ce7abc9a43976749e0ed701dc9567c,dgm_vcstartup_terms__71ce7abc9a43976749e0ed701dc9567c
(rivio; venture capital),Rivio startup,188132,startup,general.alert3,,,Startup,Rivio startup,,dgm_vcstartup_terms,9bc997bca99b663d9d8332988660bdf4,dgm_vcstartup_terms__9bc997bca99b663d9d8332988660bdf4
(technorati; venture capital),Technorati startup,188132,startup,general.alert3,,,Startup,Technorati startup,,dgm_vcstartup_terms,025598525237c06b537ac73aa829b0dd,dgm_vcstartup_terms__025598525237c06b537ac73aa829b0dd
(pets.com; venture capital),Pets.com startup,188132,startup,general.alert3,,,Startup,Pets.com startup,,dgm_vcstartup_terms,aafcfb6bf0b6c936cbadcca43f6e5449,dgm_vcstartup_terms__aafcfb6bf0b6c936cbadcca43f6e5449
(papaya global; tech),Papaya Global startup,188132,startup,general.alert3,,,Startup,Papaya Global startup,,dgm_vcstartup_terms,27104012e6321ad9bd2dd04bdf2c5ac2,dgm_vcstartup_terms__27104012e6321ad9bd2dd04bdf2c5ac2
(orchard; tech),Orchard startup,188132,startup,general.alert3,,,Startup,Orchard startup,,dgm_vcstartup_terms,ea65ad6161a0acae292564d84d642ac1,dgm_vcstartup_terms__ea65ad6161a0acae292564d84d642ac1
(phenom; tech),Phenom startup,188132,startup,general.alert3,,,Startup,Phenom startup,,dgm_vcstartup_terms,547d55f4c8d660939a52de59421afa12,dgm_vcstartup_terms__547d55f4c8d660939a52de59421afa12
(corelight; tech),Corelight startup,188132,startup,general.alert3,,,Startup,Corelight startup,,dgm_vcstartup_terms,80b5bba63bb6cdf978c8a323e38b45c5,dgm_vcstartup_terms__80b5bba63bb6cdf978c8a323e38b45c5
(vivino; tech),Vivino startup,188132,startup,general.alert3,,,Startup,Vivino startup,,dgm_vcstartup_terms,c2b788cafa32f99d86e16594d4344c5f,dgm_vcstartup_terms__c2b788cafa32f99d86e16594d4344c5f
(dollar shave club; tech),Dollar Shave Club startup,188132,startup,general.alert3,,,Startup,Dollar Shave Club startup,,dgm_vcstartup_terms,6d6f11c8f1664c5ba0655c0962ce3580,dgm_vcstartup_terms__6d6f11c8f1664c5ba0655c0962ce3580
(trove; tech),Trove startup,188132,startup,general.alert3,,,Startup,Trove startup,,dgm_vcstartup_terms,c18cf2ffb713737c009c5b1f14506b74,dgm_vcstartup_terms__c18cf2ffb713737c009c5b1f14506b74
(deserve; tech),Deserve startup,188132,startup,general.alert3,,,Startup,Deserve startup,,dgm_vcstartup_terms,ae6b7378e5948d5a823fc8f405ffe821,dgm_vcstartup_terms__ae6b7378e5948d5a823fc8f405ffe821
(form energy; tech),Form Energy startup,188132,startup,general.alert3,,,Startup,Form Energy startup,,dgm_vcstartup_terms,e4e87ba984360fb8003c9d81098330ff,dgm_vcstartup_terms__e4e87ba984360fb8003c9d81098330ff
(hazelcast; tech),Hazelcast startup,188132,startup,general.alert3,,,Startup,Hazelcast startup,,dgm_vcstartup_terms,adfbdcaec3116ae036b28a7c3a70deca,dgm_vcstartup_terms__adfbdcaec3116ae036b28a7c3a70deca
(fireblocks; tech),Fireblocks startup,188132,startup,general.alert3,,,Startup,Fireblocks startup,,dgm_vcstartup_terms,fde9249be50de86db79bc8d7326e4be3,dgm_vcstartup_terms__fde9249be50de86db79bc8d7326e4be3
(smarthr; tech),SmartHR startup,188132,startup,general.alert3,,,Startup,SmartHR startup,,dgm_vcstartup_terms,a8f425eeefb3d5ed0425cda854373e7f,dgm_vcstartup_terms__a8f425eeefb3d5ed0425cda854373e7f
(augury; tech),Augury startup,188132,startup,general.alert3,,,Startup,Augury startup,,dgm_vcstartup_terms,5ed4fb4e3c74c0995d1f8c8565224ddf,dgm_vcstartup_terms__5ed4fb4e3c74c0995d1f8c8565224ddf
(split software; tech),Split Software startup,188132,startup,general.alert3,,,Startup,Split Software startup,,dgm_vcstartup_terms,f2ae4e3478d4828adc66e9b8e440bea7,dgm_vcstartup_terms__f2ae4e3478d4828adc66e9b8e440bea7
(postman; tech),Postman startup,188132,startup,general.alert3,,,Startup,Postman startup,,dgm_vcstartup_terms,23cf6c245a43cc0d10eedbac818e4048,dgm_vcstartup_terms__23cf6c245a43cc0d10eedbac818e4048
(apollo; tech),Apollo startup,188132,startup,general.alert3,,,Startup,Apollo startup,,dgm_vcstartup_terms,db4e16c98176bef4cfe46f8146bf02bc,dgm_vcstartup_terms__db4e16c98176bef4cfe46f8146bf02bc
(fourkites; tech),FourKites startup,188132,startup,general.alert3,,,Startup,FourKites startup,,dgm_vcstartup_terms,7283093a84fef54c3300d43733e95b27,dgm_vcstartup_terms__7283093a84fef54c3300d43733e95b27
(ualá; tech),Ualá startup,188132,startup,general.alert3,,,Startup,Ualá startup,,dgm_vcstartup_terms,38084e7a1ef9dc631f5698eea365de97,dgm_vcstartup_terms__38084e7a1ef9dc631f5698eea365de97
(adverity; tech),Adverity startup,188132,startup,general.alert3,,,Startup,Adverity startup,,dgm_vcstartup_terms,eaa1d71288fbf3d1104b2a7cc2a1d14e,dgm_vcstartup_terms__eaa1d71288fbf3d1104b2a7cc2a1d14e
(memebox; tech),Memebox startup,188132,startup,general.alert3,,,Startup,Memebox startup,,dgm_vcstartup_terms,479584a74afa214f616b1bae361a18e7,dgm_vcstartup_terms__479584a74afa214f616b1bae361a18e7
(talkdesk; tech),Talkdesk startup,188132,startup,general.alert3,,,Startup,Talkdesk startup,,dgm_vcstartup_terms,c0067fddc6c81e030badc2d0dac28865,dgm_vcstartup_terms__c0067fddc6c81e030badc2d0dac28865
(paxos; tech),Paxos startup,188132,startup,general.alert3,,,Startup,Paxos startup,,dgm_vcstartup_terms,23147f35d5d0d0e091e639d286275e36,dgm_vcstartup_terms__23147f35d5d0d0e091e639d286275e36
(bitglass; tech),Bitglass startup,188132,startup,general.alert3,,,Startup,Bitglass startup,,dgm_vcstartup_terms,7a9523657a3b937cae42017002e789d6,dgm_vcstartup_terms__7a9523657a3b937cae42017002e789d6
(people.ai; tech),People.ai startup,188132,startup,general.alert3,,,Startup,People.ai startup,,dgm_vcstartup_terms,825cacb2ee5b8bcff66550a9a0ffe505,dgm_vcstartup_terms__825cacb2ee5b8bcff66550a9a0ffe505
(launchdarkly; tech),LaunchDarkly startup,188132,startup,general.alert3,,,Startup,LaunchDarkly startup,,dgm_vcstartup_terms,8f230e0b85cc0a11b2bbbe2aae06b0e6,dgm_vcstartup_terms__8f230e0b85cc0a11b2bbbe2aae06b0e6
(nestaway; tech),NestAway startup,188132,startup,general.alert3,,,Startup,NestAway startup,,dgm_vcstartup_terms,e715ac48e02a93e5f832d7c27594e739,dgm_vcstartup_terms__e715ac48e02a93e5f832d7c27594e739
(hopin; tech),Hopin startup,188132,startup,general.alert3,,,Startup,Hopin startup,,dgm_vcstartup_terms,81f1ba6d3010ecbaa81aea5630ed9be6,dgm_vcstartup_terms__81f1ba6d3010ecbaa81aea5630ed9be6
(fullstory; tech),FullStory startup,188132,startup,general.alert3,,,Startup,FullStory startup,,dgm_vcstartup_terms,60380d73c521365f623d5b180ef98bd9,dgm_vcstartup_terms__60380d73c521365f623d5b180ef98bd9
(human interest; tech),Human Interest startup,188132,startup,general.alert3,,,Startup,Human Interest startup,,dgm_vcstartup_terms,8f71aec8f0361193589d6a635d103d51,dgm_vcstartup_terms__8f71aec8f0361193589d6a635d103d51
(infra.market; tech),Infra.Market startup,188132,startup,general.alert3,,,Startup,Infra.Market startup,,dgm_vcstartup_terms,5b741f32c4ba602bb85cd7392f74bb8f,dgm_vcstartup_terms__5b741f32c4ba602bb85cd7392f74bb8f
(tealeaf; tech),Tealeaf startup,188132,startup,general.alert3,,,Startup,Tealeaf startup,,dgm_vcstartup_terms,7ffa0d9c9c2d7365d97e7f6913061443,dgm_vcstartup_terms__7ffa0d9c9c2d7365d97e7f6913061443
(montage; tech),Montage startup,188132,startup,general.alert3,,,Startup,Montage startup,,dgm_vcstartup_terms,dafbdf83715e2ee59641af176d2a02a2,dgm_vcstartup_terms__dafbdf83715e2ee59641af176d2a02a2
(bitstar; tech),BitStar startup,188132,startup,general.alert3,,,Startup,BitStar startup,,dgm_vcstartup_terms,91c73b35f9aa8eae38183ce7036bf533,dgm_vcstartup_terms__91c73b35f9aa8eae38183ce7036bf533
(squire; tech),Squire startup,188132,startup,general.alert3,,,Startup,Squire startup,,dgm_vcstartup_terms,4933c1627f8ea70c6cef7870e23335c1,dgm_vcstartup_terms__4933c1627f8ea70c6cef7870e23335c1
(alan; tech),Alan startup,188132,startup,general.alert3,,,Startup,Alan startup,,dgm_vcstartup_terms,22ac3cd8b879dc380373143654e34c4c,dgm_vcstartup_terms__22ac3cd8b879dc380373143654e34c4c
(apica; tech),Apica startup,188132,startup,general.alert3,,,Startup,Apica startup,,dgm_vcstartup_terms,8d78a0c5e3ec20fa9707010a194e94ed,dgm_vcstartup_terms__8d78a0c5e3ec20fa9707010a194e94ed
(clickfox; tech),ClickFox startup,188132,startup,general.alert3,,,Startup,ClickFox startup,,dgm_vcstartup_terms,3d6797aaabff3b348942adf8248c894a,dgm_vcstartup_terms__3d6797aaabff3b348942adf8248c894a
(bluekai; tech),BlueKai startup,188132,startup,general.alert3,,,Startup,BlueKai startup,,dgm_vcstartup_terms,bff2cee98fdf88964cece4083dd1a323,dgm_vcstartup_terms__bff2cee98fdf88964cece4083dd1a323
(psiquantum; tech),PsiQuantum startup,188132,startup,general.alert3,,,Startup,PsiQuantum startup,,dgm_vcstartup_terms,51f55fe42cb8895561ee0750d0742e58,dgm_vcstartup_terms__51f55fe42cb8895561ee0750d0742e58
(hyperfine research; tech),Hyperfine Research startup,188132,startup,general.alert3,,,Startup,Hyperfine Research startup,,dgm_vcstartup_terms,413bb3dc2a1cb0ca5d43cdef5ae4982a,dgm_vcstartup_terms__413bb3dc2a1cb0ca5d43cdef5ae4982a
(sefaira; tech),Sefaira startup,188132,startup,general.alert3,,,Startup,Sefaira startup,,dgm_vcstartup_terms,c1e2600c689457c4e09bccf9734e1de4,dgm_vcstartup_terms__c1e2600c689457c4e09bccf9734e1de4
(happyfresh; tech),HappyFresh startup,188132,startup,general.alert3,,,Startup,HappyFresh startup,,dgm_vcstartup_terms,437e7f93ae864be078453159cbc0e389,dgm_vcstartup_terms__437e7f93ae864be078453159cbc0e389
(blaize; tech),Blaize startup,188132,startup,general.alert3,,,Startup,Blaize startup,,dgm_vcstartup_terms,438102a49303fea14aa675c3b8ffdb07,dgm_vcstartup_terms__438102a49303fea14aa675c3b8ffdb07
(nobroker; tech),NoBroker startup,188132,startup,general.alert3,,,Startup,NoBroker startup,,dgm_vcstartup_terms,fad023d44dcdf0ee06f394fa7dda4d29,dgm_vcstartup_terms__fad023d44dcdf0ee06f394fa7dda4d29
(ultraleap; tech),Ultraleap startup,188132,startup,general.alert3,,,Startup,Ultraleap startup,,dgm_vcstartup_terms,0fda36bf9bf3bc39a51dcd7fc014a50c,dgm_vcstartup_terms__0fda36bf9bf3bc39a51dcd7fc014a50c
(cleversafe; tech),Cleversafe startup,188132,startup,general.alert3,,,Startup,Cleversafe startup,,dgm_vcstartup_terms,2428aabe0aef7c53c1c8aa4468e82369,dgm_vcstartup_terms__2428aabe0aef7c53c1c8aa4468e82369
(arch capital partners; tech),Arch Capital Partners startup,188132,startup,general.alert3,,,Startup,Arch Capital Partners startup,,dgm_vcstartup_terms,27f8bb825c7a9e157001cf139962508a,dgm_vcstartup_terms__27f8bb825c7a9e157001cf139962508a
(worldstores; tech),WorldStores startup,188132,startup,general.alert3,,,Startup,WorldStores startup,,dgm_vcstartup_terms,48f40256334058258627c213670a0cc6,dgm_vcstartup_terms__48f40256334058258627c213670a0cc6
(buddy media; tech),Buddy Media startup,188132,startup,general.alert3,,,Startup,Buddy Media startup,,dgm_vcstartup_terms,dd551052e0518d52ba6b8729c0e6fddf,dgm_vcstartup_terms__dd551052e0518d52ba6b8729c0e6fddf
(miinto; tech),Miinto startup,188132,startup,general.alert3,,,Startup,Miinto startup,,dgm_vcstartup_terms,3b361aa1861a03b4daaae7a7b3b9808d,dgm_vcstartup_terms__3b361aa1861a03b4daaae7a7b3b9808d
(sennder; tech),sennder startup,188132,startup,general.alert3,,,Startup,sennder startup,,dgm_vcstartup_terms,4df59f0a5b211508c979d87749d67838,dgm_vcstartup_terms__4df59f0a5b211508c979d87749d67838
(nium; tech),Nium startup,188132,startup,general.alert3,,,Startup,Nium startup,,dgm_vcstartup_terms,e710ebf3a4075d841e3df21016e9d239,dgm_vcstartup_terms__e710ebf3a4075d841e3df21016e9d239
(carbon health; tech),Carbon Health startup,188132,startup,general.alert3,,,Startup,Carbon Health startup,,dgm_vcstartup_terms,f6e63aeda980f5923b80c54da87c9910,dgm_vcstartup_terms__f6e63aeda980f5923b80c54da87c9910
(securify; tech),Securify startup,188132,startup,general.alert3,,,Startup,Securify startup,,dgm_vcstartup_terms,00aaea8e5231e42839b63bfb2fa443b1,dgm_vcstartup_terms__00aaea8e5231e42839b63bfb2fa443b1
(at-bay; tech),At-Bay startup,188132,startup,general.alert3,,,Startup,At-Bay startup,,dgm_vcstartup_terms,b74b91e6b21cbd0d18f25b8886b14734,dgm_vcstartup_terms__b74b91e6b21cbd0d18f25b8886b14734
(composite software; tech),Composite Software startup,188132,startup,general.alert3,,,Startup,Composite Software startup,,dgm_vcstartup_terms,884fe7f377a5508c847b71ac0e9662d7,dgm_vcstartup_terms__884fe7f377a5508c847b71ac0e9662d7
(betterup; tech),BetterUp startup,188132,startup,general.alert3,,,Startup,BetterUp startup,,dgm_vcstartup_terms,7d9c0d1af393ca8384c3edd5d5244aeb,dgm_vcstartup_terms__7d9c0d1af393ca8384c3edd5d5244aeb
(vrchat; tech),VRChat startup,188132,startup,general.alert3,,,Startup,VRChat startup,,dgm_vcstartup_terms,4eb9b4ed766c942a0fde7bce517270da,dgm_vcstartup_terms__4eb9b4ed766c942a0fde7bce517270da
(fashion & you; tech),Fashion & You startup,188132,startup,general.alert3,,,Startup,Fashion & You startup,,dgm_vcstartup_terms,d9ebb412744f5cb64bde57f9ca74ab55,dgm_vcstartup_terms__d9ebb412744f5cb64bde57f9ca74ab55
(icare; tech),iCARE startup,188132,startup,general.alert3,,,Startup,iCARE startup,,dgm_vcstartup_terms,7e5f7acb9bf0dbe1c0e96638b6d6e7c4,dgm_vcstartup_terms__7e5f7acb9bf0dbe1c0e96638b6d6e7c4
(energysavvy; tech),EnergySavvy startup,188132,startup,general.alert3,,,Startup,EnergySavvy startup,,dgm_vcstartup_terms,b38a20fe27e5c2479f263178756fc05a,dgm_vcstartup_terms__b38a20fe27e5c2479f263178756fc05a
(wayin; tech),Wayin startup,188132,startup,general.alert3,,,Startup,Wayin startup,,dgm_vcstartup_terms,d341a859d60d301e0cd51f17f98d4db0,dgm_vcstartup_terms__d341a859d60d301e0cd51f17f98d4db0
(epic; tech),Epic startup,188132,startup,general.alert3,,,Startup,Epic startup,,dgm_vcstartup_terms,c9fa2887ebdebb310c9632a38f63c3f0,dgm_vcstartup_terms__c9fa2887ebdebb310c9632a38f63c3f0
(zoomdata; tech),Zoomdata startup,188132,startup,general.alert3,,,Startup,Zoomdata startup,,dgm_vcstartup_terms,5d807a830e2c27ffeef1d32c602268ff,dgm_vcstartup_terms__5d807a830e2c27ffeef1d32c602268ff
(pontis; tech),Pontis startup,188132,startup,general.alert3,,,Startup,Pontis startup,,dgm_vcstartup_terms,b50a7240ccf3eb55ac089ec3e2bdd2c8,dgm_vcstartup_terms__b50a7240ccf3eb55ac089ec3e2bdd2c8
(skyhigh networks; tech),Skyhigh Networks startup,188132,startup,general.alert3,,,Startup,Skyhigh Networks startup,,dgm_vcstartup_terms,d1a83c3cba850a1dfad2f4db6c4d1e08,dgm_vcstartup_terms__d1a83c3cba850a1dfad2f4db6c4d1e08
(clairmail; tech),ClairMail startup,188132,startup,general.alert3,,,Startup,ClairMail startup,,dgm_vcstartup_terms,27a61776834ba160b2b249325304b66c,dgm_vcstartup_terms__27a61776834ba160b2b249325304b66c
(mobile premier league; tech),Mobile Premier League startup,188132,startup,general.alert3,,,Startup,Mobile Premier League startup,,dgm_vcstartup_terms,b8b54e29cda5927260ed4e309b861c8e,dgm_vcstartup_terms__b8b54e29cda5927260ed4e309b861c8e
(instantly; tech),Instantly startup,188132,startup,general.alert3,,,Startup,Instantly startup,,dgm_vcstartup_terms,efc1901c682a1f985b1cab1fc91f161b,dgm_vcstartup_terms__efc1901c682a1f985b1cab1fc91f161b
(brighter.com; tech),Brighter.com startup,188132,startup,general.alert3,,,Startup,Brighter.com startup,,dgm_vcstartup_terms,58b3026e99b3dc862dd591f3b48fe46a,dgm_vcstartup_terms__58b3026e99b3dc862dd591f3b48fe46a
(certent; tech),Certent startup,188132,startup,general.alert3,,,Startup,Certent startup,,dgm_vcstartup_terms,cc6692732659bf676d1b4290859eb064,dgm_vcstartup_terms__cc6692732659bf676d1b4290859eb064
(numerify; tech),Numerify startup,188132,startup,general.alert3,,,Startup,Numerify startup,,dgm_vcstartup_terms,2bd2ab4734222a85534ac5b4803b781b,dgm_vcstartup_terms__2bd2ab4734222a85534ac5b4803b781b
(bromium; tech),Bromium startup,188132,startup,general.alert3,,,Startup,Bromium startup,,dgm_vcstartup_terms,9e0cae4d069c42e7a403654be5a84dc9,dgm_vcstartup_terms__9e0cae4d069c42e7a403654be5a84dc9
(cashstar; tech),CashStar startup,188132,startup,general.alert3,,,Startup,CashStar startup,,dgm_vcstartup_terms,6fe08b9a91f6cf7ba34f83c855fab7ab,dgm_vcstartup_terms__6fe08b9a91f6cf7ba34f83c855fab7ab
(netpulse; tech),Netpulse startup,188132,startup,general.alert3,,,Startup,Netpulse startup,,dgm_vcstartup_terms,4f58a3851081beb52c336c813d10bdca,dgm_vcstartup_terms__4f58a3851081beb52c336c813d10bdca
(rightscale; tech),RightScale startup,188132,startup,general.alert3,,,Startup,RightScale startup,,dgm_vcstartup_terms,ac66b3e619c8da83acebee49cba2df68,dgm_vcstartup_terms__ac66b3e619c8da83acebee49cba2df68
(emergent payments; tech),Emergent Payments startup,188132,startup,general.alert3,,,Startup,Emergent Payments startup,,dgm_vcstartup_terms,4d01702b23760fe299cdea2de7278155,dgm_vcstartup_terms__4d01702b23760fe299cdea2de7278155
(opensesame; tech),OpenSesame startup,188132,startup,general.alert3,,,Startup,OpenSesame startup,,dgm_vcstartup_terms,94591991a323b8590e63839ad4da2676,dgm_vcstartup_terms__94591991a323b8590e63839ad4da2676
(ethos; tech),Ethos startup,188132,startup,general.alert3,,,Startup,Ethos startup,,dgm_vcstartup_terms,52da35300c106530329c1e0b1b1ede4e,dgm_vcstartup_terms__52da35300c106530329c1e0b1b1ede4e
(lesara; tech),Lesara startup,188132,startup,general.alert3,,,Startup,Lesara startup,,dgm_vcstartup_terms,2c2cc13cdaeffc21a1f89eee783a33f4,dgm_vcstartup_terms__2c2cc13cdaeffc21a1f89eee783a33f4
(3par; tech),3PAR startup,188132,startup,general.alert3,,,Startup,3PAR startup,,dgm_vcstartup_terms,f45a1ab618dc75a4ae03f4ad24a04f29,dgm_vcstartup_terms__f45a1ab618dc75a4ae03f4ad24a04f29
(cotendo; tech),Cotendo startup,188132,startup,general.alert3,,,Startup,Cotendo startup,,dgm_vcstartup_terms,a8edf219a2c16664d48c5bb613c61d56,dgm_vcstartup_terms__a8edf219a2c16664d48c5bb613c61d56
(simplivity; tech),Simplivity startup,188132,startup,general.alert3,,,Startup,Simplivity startup,,dgm_vcstartup_terms,b391c30f53f338fe7beefaa561ca9149,dgm_vcstartup_terms__b391c30f53f338fe7beefaa561ca9149
(origami logic; tech),Origami Logic startup,188132,startup,general.alert3,,,Startup,Origami Logic startup,,dgm_vcstartup_terms,7b56c594c06bce9c1ce9e018bfc733a5,dgm_vcstartup_terms__7b56c594c06bce9c1ce9e018bfc733a5
(plenty; tech),Plenty startup,188132,startup,general.alert3,,,Startup,Plenty startup,,dgm_vcstartup_terms,0ad522f1669586e9b9fefb9e261d1ad2,dgm_vcstartup_terms__0ad522f1669586e9b9fefb9e261d1ad2
(evolv; tech),Evolv startup,188132,startup,general.alert3,,,Startup,Evolv startup,,dgm_vcstartup_terms,c4ebccca99253acd5d65c4da2133a995,dgm_vcstartup_terms__c4ebccca99253acd5d65c4da2133a995
(club factory; tech),Club Factory startup,188132,startup,general.alert3,,,Startup,Club Factory startup,,dgm_vcstartup_terms,63f675ae0366c5f199e284d50b6a0dc7,dgm_vcstartup_terms__63f675ae0366c5f199e284d50b6a0dc7
(fuhu; tech),Fuhu startup,188132,startup,general.alert3,,,Startup,Fuhu startup,,dgm_vcstartup_terms,28346aa7c74a14979228dc861e21b87c,dgm_vcstartup_terms__28346aa7c74a14979228dc861e21b87c
(knome; tech),Knome startup,188132,startup,general.alert3,,,Startup,Knome startup,,dgm_vcstartup_terms,8ee1dc207b3e286a9c395f066d1cba3c,dgm_vcstartup_terms__8ee1dc207b3e286a9c395f066d1cba3c
(janrain; tech),Janrain startup,188132,startup,general.alert3,,,Startup,Janrain startup,,dgm_vcstartup_terms,424361784fc2b0467046462a98bc0a5e,dgm_vcstartup_terms__424361784fc2b0467046462a98bc0a5e
(spoton; tech),SpotOn startup,188132,startup,general.alert3,,,Startup,SpotOn startup,,dgm_vcstartup_terms,8f07ee3c623f1306c06387c9037650be,dgm_vcstartup_terms__8f07ee3c623f1306c06387c9037650be
(icontrol networks; tech),iControl Networks startup,188132,startup,general.alert3,,,Startup,iControl Networks startup,,dgm_vcstartup_terms,8a2e4f7cf4b2c8b997f8311ac824dd71,dgm_vcstartup_terms__8a2e4f7cf4b2c8b997f8311ac824dd71
(imperative care; tech),Imperative Care startup,188132,startup,general.alert3,,,Startup,Imperative Care startup,,dgm_vcstartup_terms,172c2bc9a808c0cf61fee74b8b5db6e0,dgm_vcstartup_terms__172c2bc9a808c0cf61fee74b8b5db6e0
(flock safety; tech),Flock Safety startup,188132,startup,general.alert3,,,Startup,Flock Safety startup,,dgm_vcstartup_terms,e2318e489d229a34e9f0abe5280412b9,dgm_vcstartup_terms__e2318e489d229a34e9f0abe5280412b9
(equipmentshare; tech),EquipmentShare startup,188132,startup,general.alert3,,,Startup,EquipmentShare startup,,dgm_vcstartup_terms,8c8dd4cfcbccdc4fc2697d87a4ec5154,dgm_vcstartup_terms__8c8dd4cfcbccdc4fc2697d87a4ec5154
