keyword,caption_name,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
inner mongolia yili industrial group hq,Inner Mongolia Yili Industrial Group headquarters,70d3c1c73227624b9a0e893fa719ac9a,,Media,Inner Mongolia Yili Industrial Group headquarters,,dgm_corp_hq,643219d447098a0b1df6d8ee01752d5b,dgm_corp_hq__643219d447098a0b1df6d8ee01752d5b
inner mongolia yitai coal hq,Inner Mongolia Yitai Coal headquarters,2c98c07958240caa5b5af445c9cee2ea,,Wells,Inner Mongolia Yitai Coal headquarters,,dgm_corp_hq,6f10c3282d1fe60b84cfb53e8cd496d8,dgm_corp_hq__6f10c3282d1fe60b84cfb53e8cd496d8
inner mongolia yitai coal co hq,Inner Mongolia Yitai Coal Co headquarters,2c98c07958240caa5b5af445c9cee2ea,,Legislator,Inner Mongolia Yitai Coal Co headquarters,,dgm_corp_hq,6ec68a3ef4cc4e17e44caaa6c7813653,dgm_corp_hq__6ec68a3ef4cc4e17e44caaa6c7813653
innogy hq,Innogy headquarters,66b91e1563435b5c3783416c4f8de7b7,,Media,Innogy headquarters,,dgm_corp_hq,3ff2afe107dfa8e06a32a5ef39959636,dgm_corp_hq__3ff2afe107dfa8e06a32a5ef39959636
innolux corporation hq,Innolux Corporation headquarters,6b1b55f74659c6023f011d0454c3a86b,,AAEntity,Innolux Corporation headquarters,,dgm_corp_hq,7bc16587b89ce00e26ce692a343cc113,dgm_corp_hq__7bc16587b89ce00e26ce692a343cc113
insight enterprises hq,Insight Enterprises headquarters,47af30bea439780fc0f3b2a50fb23ddf,,Exec,Insight Enterprises headquarters,,dgm_corp_hq,ff78cabce4d0448c66dfbd7e07b4b79f,dgm_corp_hq__ff78cabce4d0448c66dfbd7e07b4b79f
insurance australia group hq,Insurance Australia Group headquarters,3e144f971e0fdfc3366b782f88269500,,Exec,Insurance Australia Group headquarters,,dgm_corp_hq,9b2ccc0fb627c0e275590aafc1ee91b8,dgm_corp_hq__9b2ccc0fb627c0e275590aafc1ee91b8
intact financial corporation hq,Intact Financial Corporation headquarters,7e7a9e593f0ed72e796cc60fae917ffd,,IndustryTerm,Intact Financial Corporation headquarters,,dgm_corp_hq,25c2479d3ed7d7c64ddfbe32eff4a28d,dgm_corp_hq__25c2479d3ed7d7c64ddfbe32eff4a28d
integrated micro-electronics hq,Integrated Micro-Electronics headquarters,acd4f235ca17d0d71b4dca0c881976e8,,FTO,Integrated Micro-Electronics headquarters,,dgm_corp_hq,18d1b9121106de582610b299d87e2588,dgm_corp_hq__18d1b9121106de582610b299d87e2588
inter raoues hq,Inter Raoues headquarters,db211439d61763eb3a73c5bee3d0c1a3,,Legislator,Inter Raoues headquarters,,dgm_corp_hq,24ae0ebf8b68320151a36a95d3e2d548,dgm_corp_hq__24ae0ebf8b68320151a36a95d3e2d548
intercontinental exchange hq,Intercontinental Exchange headquarters,8bc68bcb5e5b40ee74289f0f7d7af7fe,,LegislativeCommittee,Intercontinental Exchange headquarters,,dgm_corp_hq,097c8c3b8caf908f766f2c4f9d5ce612,dgm_corp_hq__097c8c3b8caf908f766f2c4f9d5ce612
international container terminal services hq,International Container Terminal Services headquarters,0fd0e8c98c9105b98969df1534f4b532,,Refinery,International Container Terminal Services headquarters,,dgm_corp_hq,558eaaa9821651e8fcd940c55b200cad,dgm_corp_hq__558eaaa9821651e8fcd940c55b200cad
international flavors & fragrances hq,International Flavors & Fragrances headquarters,5291148799c6dfe3d329f56dd7191556,,Keyphrase,International Flavors & Fragrances headquarters,,dgm_corp_hq,80d842a26f5d61ff22d46501916c38f8,dgm_corp_hq__80d842a26f5d61ff22d46501916c38f8
international paper hq,International Paper headquarters,67af1149fc48c02cd5b1cfb3e29e9efb,,Consulates,International Paper headquarters,,dgm_corp_hq,8661351cebfc18a572a50ab8ed8c8484,dgm_corp_hq__8661351cebfc18a572a50ab8ed8c8484
interpublic group hq,Interpublic Group headquarters,cef586d0a56d7c3469a4b150df729b0d,,Pipeline,Interpublic Group headquarters,,dgm_corp_hq,677f1ae74008dccd9832efeaa23b5c42,dgm_corp_hq__677f1ae74008dccd9832efeaa23b5c42
intesa sanpaolo hq,Intesa Sanpaolo headquarters,3bd74202e34cdce49ce99e577905a1d0,,Wells,Intesa Sanpaolo headquarters,,dgm_corp_hq,704fab7f8b64cde2283e4b39e23ef831,dgm_corp_hq__704fab7f8b64cde2283e4b39e23ef831
inventec hq,Inventec headquarters,d2c9c62336a9ca0b4ee302f7170db73f,,Exec,Inventec headquarters,,dgm_corp_hq,876639432863592e81b5c0c8dd135706,dgm_corp_hq__876639432863592e81b5c0c8dd135706
iqvia hq,IQVIA headquarters,98a92b9871ca27aa731e1dfbe0b720f5,,Person,IQVIA headquarters,,dgm_corp_hq,fac998dd390b72626e153096349d60ba,dgm_corp_hq__fac998dd390b72626e153096349d60ba
iqvia holdings hq,IQVIA Holdings headquarters,98a92b9871ca27aa731e1dfbe0b720f5,,Keyphrase,IQVIA Holdings headquarters,,dgm_corp_hq,521dda103f7c62fc314c5d5f8d0052c2,dgm_corp_hq__521dda103f7c62fc314c5d5f8d0052c2
iran tire manufacturing company hq,Iran Tire Manufacturing Company headquarters,e5d5296d47a08d8cfa6f63467d70024f,,Refinery,Iran Tire Manufacturing Company headquarters,,dgm_corp_hq,30808ead59ac6ccfac19d68af1791552,dgm_corp_hq__30808ead59ac6ccfac19d68af1791552
is yatirim menkul degerler anonim sirketi hq,Is Yatirim Menkul Degerler Anonim Sirketi headquarters,a072cf44df3e69022a6cdfc7a85f696f,,Legislator,Is Yatirim Menkul Degerler Anonim Sirketi headquarters,,dgm_corp_hq,4d2e2e6c46e4fb98dae3f707384b49e7,dgm_corp_hq__4d2e2e6c46e4fb98dae3f707384b49e7
isetan mitsukoshi holdings hq,Isetan Mitsukoshi Holdings headquarters,bc07aedcf95b62cf8ac62d84e59fd3e1,,Organization,Isetan Mitsukoshi Holdings headquarters,,dgm_corp_hq,fde345aaab5e6435352da2992de93057,dgm_corp_hq__fde345aaab5e6435352da2992de93057
israel corporation hq,Israel Corporation headquarters,3e2559accd68627741945a0b64e760ef,,Legislator,Israel Corporation headquarters,,dgm_corp_hq,26e4ae068f0f9d8ed48fb551591b3bf6,dgm_corp_hq__26e4ae068f0f9d8ed48fb551591b3bf6
iss world hq,ISS World headquarters,0f0a56b30fb2b18339cff363d09576f7,,ForeignMinistry,ISS World headquarters,,dgm_corp_hq,def3cf630cc99b796cbc0210ddc2c418,dgm_corp_hq__def3cf630cc99b796cbc0210ddc2c418
isuzu motors hq,Isuzu Motors headquarters,0d6887446a386eb4a830c46af7b20cd7,,News,Isuzu Motors headquarters,,dgm_corp_hq,c55ee72855a4f53e7450cb5e402ea0d2,dgm_corp_hq__c55ee72855a4f53e7450cb5e402ea0d2
itaú unibanco holding hq,Itaú Unibanco Holding headquarters,ffbbe3cfa4cc2b77b3f31ab2f1f9ea66,,FTO,Itaú Unibanco Holding headquarters,,dgm_corp_hq,d06385230c6e262b49c7bc70809c07da,dgm_corp_hq__d06385230c6e262b49c7bc70809c07da
itc limited hq,ITC Limited headquarters,df836a1428f2a8ea3a0f401c9b2d1c33,,ForeignMinistry,ITC Limited headquarters,,dgm_corp_hq,324baf9a2b4312cb5ac68f536badf9e0,dgm_corp_hq__324baf9a2b4312cb5ac68f536badf9e0
itochu petroleum hq,ITOCHU Corporation headquarters,9c72c90bbf6237b4906ad9ff980a8406,,IndustryTerm,ITOCHU Corporation headquarters,,dgm_corp_hq,86b9d4c4454966f4539dc0be00aa63c6,dgm_corp_hq__86b9d4c4454966f4539dc0be00aa63c6
itochu corporation hq,ITOCHU Corporation headquarters,4cec8615a2c6872f8c1fddaf1eb3e387,,Diplomat,ITOCHU Corporation headquarters,,dgm_corp_hq,86b9d4c4454966f4539dc0be00aa63c6,dgm_corp_hq__86b9d4c4454966f4539dc0be00aa63c6
itochu-shokuhin hq,Itochu-Shokuhin headquarters,fff57cde80193c27fe78483d4f2ebbab,,Keyphrase,Itochu-Shokuhin headquarters,,dgm_corp_hq,71ac4944d685e8b1e4dbc183650bffa3,dgm_corp_hq__71ac4944d685e8b1e4dbc183650bffa3
itoham yonekyu holdings hq,Itoham Yonekyu Holdings headquarters,fe309b5c04aada8f68c9acd03c8611ae,,Wells,Itoham Yonekyu Holdings headquarters,,dgm_corp_hq,5dd0fecfb63c0fd833c46f09a5cce546,dgm_corp_hq__5dd0fecfb63c0fd833c46f09a5cce546
izumi hq,Izumi headquarters,2a7ad8232b37da31bfcfee1c13d87f0a,,IndustryTerm,Izumi headquarters,,dgm_corp_hq,cf9480958c227aa71e34d42afeb4b454,dgm_corp_hq__cf9480958c227aa71e34d42afeb4b454
j-devices hq,J-Devices headquarters,49a19895f25808de467950477afabba9,,space,J-Devices headquarters,,dgm_corp_hq,01bfb44db0d56f9014ec08c3d9db8c39,dgm_corp_hq__01bfb44db0d56f9014ec08c3d9db8c39
j-power hq,J-POWER headquarters,c4221013475e08a9329b9a2b816e3b58,,News,J-POWER headquarters,,dgm_corp_hq,8c0c13a255b8a483773438f7abb7e0dc,dgm_corp_hq__8c0c13a255b8a483773438f7abb7e0dc
jabil hq,Jabil  headquarters,4bbd0e83f690bf93ef526482f4e99f49,,Pipeline,Jabil  headquarters,,dgm_corp_hq,143d5717b6d264c8e3577f5ae5c3a25d,dgm_corp_hq__143d5717b6d264c8e3577f5ae5c3a25d
jacobs engineering group hq,Jacobs Engineering Group headquarters,4505b609b22402c8937a27735fdfe2e3,,ForeignMinistry,Jacobs Engineering Group headquarters,,dgm_corp_hq,33b753c00c1efef4463d936dc243d615,dgm_corp_hq__33b753c00c1efef4463d936dc243d615
jalaram transport hq,Jalaram Transport headquarters,0df0e7d149a12dde6dfebd4a4ccb8bbd,,CompanyKeyword,Jalaram Transport headquarters,,dgm_corp_hq,c854c561f9a17af53ddca50ac399a1d9,dgm_corp_hq__c854c561f9a17af53ddca50ac399a1d9
jamlewin enterprises hq,Jamlewin Enterprises headquarters,6800e1d8395374b63d75e8be7861e73d,,Exec,Jamlewin Enterprises headquarters,,dgm_corp_hq,794ee9562eedc33a6d50869578acf79e,dgm_corp_hq__794ee9562eedc33a6d50869578acf79e
japan airlines hq,Japan Airlines headquarters,a91977dd34a532f58ee5bdef01801c3c,,Media,Japan Airlines headquarters,,dgm_corp_hq,67ac7666fc022524db709596957910f6,dgm_corp_hq__67ac7666fc022524db709596957910f6
japan post bank hq,Japan Post Bank headquarters,0458b44da25e2d3dca13d05a6c55b8e5,,Exec,Japan Post Bank headquarters,,dgm_corp_hq,fdf806a4fee37209accc5e8d56e72f61,dgm_corp_hq__fdf806a4fee37209accc5e8d56e72f61
japan post holdings hq,Japan Post Holdings headquarters,f9e2457acaa6cba14324243aef48cfe8,,Shipping,Japan Post Holdings headquarters,,dgm_corp_hq,7608c159fdbe91bcc2aa340e76ca01b5,dgm_corp_hq__7608c159fdbe91bcc2aa340e76ca01b5
japan post insurance hq,Japan Post Insurance headquarters,9a397a5e44ab413228d5016a993f3fe7,,Consulates,Japan Post Insurance headquarters,,dgm_corp_hq,7afbdda94ee9980e2567c9a7cf67b9f0,dgm_corp_hq__7afbdda94ee9980e2567c9a7cf67b9f0
japan post transport hq,Japan Post Transport headquarters,8fca7491defc7a76812fb6884c85e54b,,Refinery,Japan Post Transport headquarters,,dgm_corp_hq,307664647d417863fc4edc7a9337178d,dgm_corp_hq__307664647d417863fc4edc7a9337178d
japan tobacco hq,Japan Tobacco headquarters,da218b5fd0f51605f6af9253253d4297,,News,Japan Tobacco headquarters,,dgm_corp_hq,391f99801a8e6af59570436dd1d4f7c3,dgm_corp_hq__391f99801a8e6af59570436dd1d4f7c3
jardine cycle & carriage hq,Jardine Cycle & Carriage headquarters,57eb8f8133b34200ea885b51b1e48404,,space,Jardine Cycle & Carriage headquarters,,dgm_corp_hq,70dc51f1be372593fc2b784d3c2184fb,dgm_corp_hq__70dc51f1be372593fc2b784d3c2184fb
jardine matheson hq,Jardine Matheson headquarters,543c5c58b87d1a0594922acd4dafb84a,,Shipping,Jardine Matheson headquarters,,dgm_corp_hq,6152402d16f5a9cd3c0d90aa3d8520c9,dgm_corp_hq__6152402d16f5a9cd3c0d90aa3d8520c9
jbs s.a. hq,JBS S.A. headquarters,5ee3abcda64a77e0cb3c54432ba639cc,,Organization,JBS S.A. headquarters,,dgm_corp_hq,0bd7d64a03185e47ef0f0a1b6aec814c,dgm_corp_hq__0bd7d64a03185e47ef0f0a1b6aec814c
jd sports hq,JD Sports headquarters,31f3ad9f5f12614b1047687a1f66fad8,,AAEntity,JD Sports headquarters,,dgm_corp_hq,be61cf3f35deba83f5ee9c6ce33e70f2,dgm_corp_hq__be61cf3f35deba83f5ee9c6ce33e70f2
jdc holdings hq,JDC Holdings headquarters,3b9d9be9f603f41cce93e041081108b8,,Media,JDC Holdings headquarters,,dgm_corp_hq,16794e21d7b2be0f0c75bc0323a9998b,dgm_corp_hq__16794e21d7b2be0f0c75bc0323a9998b
jde peet's hq,JDE Peet's headquarters,e55bf68e1ba2f8111a900185a9087310,,Wells,JDE Peet's headquarters,,dgm_corp_hq,f9e8462327f91b0de37cfe6eb65637d0,dgm_corp_hq__f9e8462327f91b0de37cfe6eb65637d0
jefferies financial group hq,Jefferies Financial Group headquarters,7b199bbffea21a3d83b538539a33b416,,News,Jefferies Financial Group headquarters,,dgm_corp_hq,ef3b5c00dedd52dfcf47246da14de2c8,dgm_corp_hq__ef3b5c00dedd52dfcf47246da14de2c8
jerónimo martins hq,Jerónimo Martins headquarters,ae4dc525c5660dd13193bd8bb3119824,,Exec,Jerónimo Martins headquarters,,dgm_corp_hq,6265113cd1509d2a1c26db30dcb5dade,dgm_corp_hq__6265113cd1509d2a1c26db30dcb5dade
jfe holdings hq,JFE Holdings headquarters,3af3ceccbcb037b8b9732d50a104cbfd,,IndustryTerm,JFE Holdings headquarters,,dgm_corp_hq,fe220b49abfdd89be716fd245bd24ffc,dgm_corp_hq__fe220b49abfdd89be716fd245bd24ffc
jiangling motors hq,Jiangling Motors headquarters,73a2b2d6702ecc654bb1e26274c6fdec,,Organization,Jiangling Motors headquarters,,dgm_corp_hq,62a148848b9a3f5a9edc44b5852a5d46,dgm_corp_hq__62a148848b9a3f5a9edc44b5852a5d46
jiangsu skyrun corporation hq,Jiangsu Skyrun Corporation headquarters,b4c389c3a98f5be5f33e7e357a8dc987,,FTO,Jiangsu Skyrun Corporation headquarters,,dgm_corp_hq,35e045321fb1d2b69536976263062dac,dgm_corp_hq__35e045321fb1d2b69536976263062dac
jiangsu zhongnan construction hq,Jiangsu Zhongnan Construction headquarters,f9ebd712b7775ebdc0a1e97afd4cd4c0,,ForeignMinistry,Jiangsu Zhongnan Construction headquarters,,dgm_corp_hq,b0fc2d7353eec08aff349a14cc164e0a,dgm_corp_hq__b0fc2d7353eec08aff349a14cc164e0a
jiangsu zhongtian technology hq,Jiangsu Zhongtian Technology headquarters,97e9c36488775a3fb82419e9ae574f12,,Keyphrase,Jiangsu Zhongtian Technology headquarters,,dgm_corp_hq,3fc8498bb2d4ae7c1048a213a4bcd270,dgm_corp_hq__3fc8498bb2d4ae7c1048a213a4bcd270
jiangxi copper company hq,Jiangxi Copper Company headquarters,742babfd4a3a59478d3b49854e26305a,,AAEntity,Jiangxi Copper Company headquarters,,dgm_corp_hq,d8f2858b0f4a7ef12646a24292001e94,dgm_corp_hq__d8f2858b0f4a7ef12646a24292001e94
jiangxi zhengbang technology hq,Jiangxi Zhengbang Technology  headquarters,,,space,Jiangxi Zhengbang Technology  headquarters,,dgm_corp_hq,15fdf938c9209b4e358d76f49171a6c1,dgm_corp_hq__15fdf938c9209b4e358d76f49171a6c1
jilin jilong highway passenger transportation hq,Jilin Jilong Highway Passenger Transportation headquarters,522ecc349efe860ce9341bba8934adae,,Keyphrase,Jilin Jilong Highway Passenger Transportation headquarters,,dgm_corp_hq,fc9a0cfa5fe52eaf791d35bfaaa1315b,dgm_corp_hq__fc9a0cfa5fe52eaf791d35bfaaa1315b
jindal steel & power hq,Jindal Steel & Power headquarters,ef59ea380d7939f63aa6e76a5d589f13,,ForeignMinistry,Jindal Steel & Power headquarters,,dgm_corp_hq,6cf1f2c7881b9dc98b3b5aec51b3da8c,dgm_corp_hq__6cf1f2c7881b9dc98b3b5aec51b3da8c
jinke property group hq,Jinke Property Group headquarters,e20be3f3c5046c1cc8a772959f17b510,,Person,Jinke Property Group headquarters,,dgm_corp_hq,bb7700801c38715f7e69b57d8d9ed2c4,dgm_corp_hq__bb7700801c38715f7e69b57d8d9ed2c4
jinko solar hq,Jinko Solar headquarters,e6950bda8d473be61bc02576fbd4d69e,,Exec,Jinko Solar headquarters,,dgm_corp_hq,68248dde7dd62bad1f8cf10e4975422d,dgm_corp_hq__68248dde7dd62bad1f8cf10e4975422d
jm family enterprises hq,JM Family Enterprises headquarters,1620759e714691707a60fb89aa95a4f1,,Diplomat,JM Family Enterprises headquarters,,dgm_corp_hq,74ee9e968239e08fcb665ce7629eaebd,dgm_corp_hq__74ee9e968239e08fcb665ce7629eaebd
johnson controls international hq,Johnson Controls International headquarters,5c22fbfbfe714cbde37d89f1eea47165,,Media,Johnson Controls International headquarters,,dgm_corp_hq,72d11824584f69736583e24090a3afd7,dgm_corp_hq__72d11824584f69736583e24090a3afd7
johnson matthey hq,Johnson Matthey headquarters,8fa7a6efd250d211cc9ea14c0d094d51,,DiplomaticFacilities,Johnson Matthey headquarters,,dgm_corp_hq,f8fa52d9e4970076fcf292e8ca62bf6d,dgm_corp_hq__f8fa52d9e4970076fcf292e8ca62bf6d
jointown pharmaceutical group hq,Jointown Pharmaceutical Group headquarters,ef2885c2e293a8f2a43519469471b3d7,,LegislativeCommittee,Jointown Pharmaceutical Group headquarters,,dgm_corp_hq,111b2737e0aa26b48519459a4c0f1bb7,dgm_corp_hq__111b2737e0aa26b48519459a4c0f1bb7
jsw steel hq,JSW Steel headquarters,d2dde1c862e8568654cb808c4fa57735,,ForeignMinister,JSW Steel headquarters,,dgm_corp_hq,28cee78fe1d0f3745b8139eaaa746db1,dgm_corp_hq__28cee78fe1d0f3745b8139eaaa746db1
jsw steel limited hq,JSW Steel Limited headquarters,d2dde1c862e8568654cb808c4fa57735,,Keyphrase,JSW Steel Limited headquarters,,dgm_corp_hq,389382f4e617a7611ec820f15f09a09f,dgm_corp_hq__389382f4e617a7611ec820f15f09a09f
jtekt corporation hq,JTEKT Corporation headquarters,fb057c923c6b8ab2c68e13322c91d6d2,,Legislator,JTEKT Corporation headquarters,,dgm_corp_hq,223003a8fc5a8b0fa4fcc42667facc7e,dgm_corp_hq__223003a8fc5a8b0fa4fcc42667facc7e
just energy group hq,Just Energy Group headquarters,8d37bcb3d0c5e800cb9620a429281517,,DiplomaticFacilities,Just Energy Group headquarters,,dgm_corp_hq,45115a9608712f81c40f6f83a2fbdab6,dgm_corp_hq__45115a9608712f81c40f6f83a2fbdab6
kajima hq,Kajima headquarters,a4a02b6575785fc8c65cf3a8aa8862af,,LegislativeCommittee,Kajima headquarters,,dgm_corp_hq,1f4fae42fe03cab2cf9f471512ed0f8a,dgm_corp_hq__1f4fae42fe03cab2cf9f471512ed0f8a
kamigumi hq,Kamigumi headquarters,b95f831735ec8f786c890f71f8c4f1fd,,Exec,Kamigumi headquarters,,dgm_corp_hq,a6754d71887c04d39798e6db175da528,dgm_corp_hq__a6754d71887c04d39798e6db175da528
kandenko hq,Kandenko  headquarters,d9d8c6871560dae5443ac1c3bad0c928,,DiplomaticFacilities,Kandenko  headquarters,,dgm_corp_hq,a40520809b2bafcdeacda24b32be719e,dgm_corp_hq__a40520809b2bafcdeacda24b32be719e
kaneka corporation hq,Kaneka Corporation headquarters,3d61759a3cac5d8092dbb238e17dd5b5,,AAEntity,Kaneka Corporation headquarters,,dgm_corp_hq,554905aafa2f142a207a4407eb09ff86,dgm_corp_hq__554905aafa2f142a207a4407eb09ff86
kansai electric power company hq,Kansai Electric Power Company headquarters,bb19f911b50af41e424041f0ef7a54df,,Wells,Kansai Electric Power Company headquarters,,dgm_corp_hq,f86b58fe53b2ab4c695e750362617f37,dgm_corp_hq__f86b58fe53b2ab4c695e750362617f37
kao corporation hq,Kao Corporation headquarters,85fbeb31aa2968274eacb98efa9d7ff2,,ForeignMinister,Kao Corporation headquarters,,dgm_corp_hq,27450c9d732b44059646f15584bd4fcb,dgm_corp_hq__27450c9d732b44059646f15584bd4fcb
karachi port trust hq,Karachi Port Trust headquarters,ab6217edfecd8a18bc816b825548a619,,Pipeline,Karachi Port Trust headquarters,,dgm_corp_hq,e3b3bd08afece508083b7e0f3b7894d2,dgm_corp_hq__e3b3bd08afece508083b7e0f3b7894d2
kato sangyo hq,Kato Sangyo headquarters,d1d9452654aa42fbe7912f2aaa4ac083,,IndustryTerm,Kato Sangyo headquarters,,dgm_corp_hq,0874c576c516a768a242430747ead1ff,dgm_corp_hq__0874c576c516a768a242430747ead1ff
kawasaki heavy industries hq,Kawasaki Heavy Industries headquarters,3bbfad15b99022e760ef568664ce9ec3,,Keyphrase,Kawasaki Heavy Industries headquarters,,dgm_corp_hq,f9dd9207d08edde74ccc2a1255ac5cea,dgm_corp_hq__f9dd9207d08edde74ccc2a1255ac5cea
kb financial group hq,KB Financial Group headquarters,1d94ee5bcadea106f615479551052d17,,Media,KB Financial Group headquarters,,dgm_corp_hq,ac0af286a2e358267fd401b43063f3e3,dgm_corp_hq__ac0af286a2e358267fd401b43063f3e3
kbc group hq,KBC Group headquarters,50060d742e06544212277eef66d166a9,,Wells,KBC Group headquarters,,dgm_corp_hq,65ee3929011d4572a83b519a7972aecb,dgm_corp_hq__65ee3929011d4572a83b519a7972aecb
kddi corporation hq,KDDI Corporation headquarters,fe3da6805b97f7986cc484b1d56ef84c,,Refinery,KDDI Corporation headquarters,,dgm_corp_hq,01534df3e4db67998cddaa8bc67a2114,dgm_corp_hq__01534df3e4db67998cddaa8bc67a2114
ke holdings hq,KE Holdings headquarters,ebbc0b82942b33afd19b9b62db90ec16,,AAEntity,KE Holdings headquarters,,dgm_corp_hq,2eaa67edae8b2fcca5e7a62f75300c97,dgm_corp_hq__2eaa67edae8b2fcca5e7a62f75300c97
kehe distributors hq,Kehe Distributors headquarters,590830fdc0188f3f438c607616cbf889,,LegislativeCommittee,Kehe Distributors headquarters,,dgm_corp_hq,da1d92214063c1ba52794e3072fcc36a,dgm_corp_hq__da1d92214063c1ba52794e3072fcc36a
kemper corporation hq,Kemper Corporation headquarters,ed0660b2230d6062804ccc42f27b6ee2,,Legislator,Kemper Corporation headquarters,,dgm_corp_hq,2e56a85ae9fb006d6373e8d6a1640d97,dgm_corp_hq__2e56a85ae9fb006d6373e8d6a1640d97
keppel corporation hq,Keppel Corporation headquarters,361472d8cbbc064d81527ccb3998717b,,Pipeline,Keppel Corporation headquarters,,dgm_corp_hq,2963f337029de6129a65b286f52fe5bd,dgm_corp_hq__2963f337029de6129a65b286f52fe5bd
kerry group hq,Kerry Group headquarters,9a2dde769ec76f4103504bbc4c7c386c,,ForeignMinistry,Kerry Group headquarters,,dgm_corp_hq,2eb556fba8aace5745a3d2648eba7028,dgm_corp_hq__2eb556fba8aace5745a3d2648eba7028
kerry logistics hq,Kerry Logistics headquarters,e04fc900efd3bed03e56a74ab48ee800,,CompanyKeyword,Kerry Logistics headquarters,,dgm_corp_hq,bdbebbec37c985ef09a7834e8e842e63,dgm_corp_hq__bdbebbec37c985ef09a7834e8e842e63
kesko corporation hq,Kesko Corporation headquarters,535b13da0418ceb169bb5328d52f4180,,ForeignMinister,Kesko Corporation headquarters,,dgm_corp_hq,af46e778982e029c9e517ad918b3586d,dgm_corp_hq__af46e778982e029c9e517ad918b3586d
keycorp hq,KeyCorp headquarters,2fb5b444806606a80fca098b8bf07d4e,,Consulates,KeyCorp headquarters,,dgm_corp_hq,fd03e899d316f488da7c6d3673af439a,dgm_corp_hq__fd03e899d316f488da7c6d3673af439a
keyence hq,Keyence headquarters,e4edae204bc19ddac587ccc4852b1477,,Refinery,Keyence headquarters,,dgm_corp_hq,b5c27efe76c8f5425fd976845f8bdc1d,dgm_corp_hq__b5c27efe76c8f5425fd976845f8bdc1d
kghm polska miedz hq,KGHM Polska Miedz headquarters,48e9971a478c712d681c9ae0c65c0b69,,Diplomat,KGHM Polska Miedz headquarters,,dgm_corp_hq,2a78a9611eb1879715826892832b5a54,dgm_corp_hq__2a78a9611eb1879715826892832b5a54
kia corporation hq,Kia Corporation headquarters,57a07fda682de2399132c9b4772d8c39,,AAEntity,Kia Corporation headquarters,,dgm_corp_hq,4d8eb3683f88206be3b71d87c7aacb0d,dgm_corp_hq__4d8eb3683f88206be3b71d87c7aacb0d
kiewit hq,Kiewit headquarters,40140f346cf174b3b09f19225253dc02,,DiplomaticFacilities,Kiewit headquarters,,dgm_corp_hq,7b2131140d91aaafa42cc2c259f411ec,dgm_corp_hq__7b2131140d91aaafa42cc2c259f411ec
kimball electronics hq,Kimball Electronics headquarters,bd4b5ded998e64f9cff541a2b917c0fe,,Person,Kimball Electronics headquarters,,dgm_corp_hq,61499ddc69995278c9929cefb200c45c,dgm_corp_hq__61499ddc69995278c9929cefb200c45c
kimball electronics group hq,Kimball Electronics Group headquarters,bd4b5ded998e64f9cff541a2b917c0fe,,Consulates,Kimball Electronics Group headquarters,,dgm_corp_hq,f800c32a9685159e6444c92650f5a337,dgm_corp_hq__f800c32a9685159e6444c92650f5a337
kimberly-clark corporation hq,Kimberly-Clark Corporation headquarters,03c02166ce6a0a2a586a1a187cc6f2f0,,Organization,Kimberly-Clark Corporation headquarters,,dgm_corp_hq,452ded5e5e28c8eb3c2636e511ab849a,dgm_corp_hq__452ded5e5e28c8eb3c2636e511ab849a
kinden corporation hq,Kinden Corporation headquarters,62849d98a54e2beef79b4025ed426f22,,Exec,Kinden Corporation headquarters,,dgm_corp_hq,041b080301d34e8ca165233e734087d2,dgm_corp_hq__041b080301d34e8ca165233e734087d2
king yuan electronics hq,King Yuan Electronics headquarters,cfb3ada13d9ddbbdf16dd6d4420f9515,,Exec,King Yuan Electronics headquarters,,dgm_corp_hq,eb7f1fc753ac72d60cc3ac4df92b6347,dgm_corp_hq__eb7f1fc753ac72d60cc3ac4df92b6347
kingboard holdings hq,Kingboard Holdings headquarters,a8e7675dd932153ffef79cf059a6f18a,,Diplomat,Kingboard Holdings headquarters,,dgm_corp_hq,89e811f0acb62303c570bf82eb6ec326,dgm_corp_hq__89e811f0acb62303c570bf82eb6ec326
kingfa hq,Kingfa  headquarters,10d56b87ab89ac36d0e65d7f86ee9710,,Exec,Kingfa  headquarters,,dgm_corp_hq,30fd63cb6cb1e664f12f069e27a5974b,dgm_corp_hq__30fd63cb6cb1e664f12f069e27a5974b
kingfisher hq,Kingfisher headquarters,1fd09fc95263f225c57b75feb6137743,,DiplomaticFacilities,Kingfisher headquarters,,dgm_corp_hq,43c531f9aa5abb7d16218988fbda4dcf,dgm_corp_hq__43c531f9aa5abb7d16218988fbda4dcf
kingspan group hq,Kingspan Group headquarters,0a389483e61806b836bea63ada973a4b,,Keyphrase,Kingspan Group headquarters,,dgm_corp_hq,7cfa71e78dd1c6b798107f91b36e5c7c,dgm_corp_hq__7cfa71e78dd1c6b798107f91b36e5c7c
kingston technology hq,Kingston Technology headquarters,a9cc3a6a94e9d3904040955e21d930b9,,Shipping,Kingston Technology headquarters,,dgm_corp_hq,ee422b2100d8b3807f3da736a588f8ae,dgm_corp_hq__ee422b2100d8b3807f3da736a588f8ae
