handle,caption_name,location,type,location_lower,exclude_groups,.1,.2,.3,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
5356414944,Chinese Ministry of Science and Technology,beijing,,beijingbeijing,,,,,,Chinese Ministry of Science and Technology,,dgm_weibo_government_mentioner,7793f490eae461dfef701d2a26c5c9e2,dgm_weibo_government_mentioner__7793f490eae461dfef701d2a26c5c9e2
5286924878,Chinese National Copyright Administration,Beijing,,beijingbeijing,,,,,,Chinese National Copyright Administration,,dgm_weibo_government_mentioner,0c23091f32d050ef1d59a1a1c4e2f316,dgm_weibo_government_mentioner__0c23091f32d050ef1d59a1a1c4e2f316
5663214224,Chinese National Development and Reform Commission,beijing,,beijingbeijing,,,,,,Chinese National Development and Reform Commission,,dgm_weibo_government_mentioner,0ba444ffff58f81052cb016edcb7323d,dgm_weibo_government_mentioner__0ba444ffff58f81052cb016edcb7323d
1335661387,Chinese National Medical Products Administration,Beijing,,beijingbeijing,,,,,,Chinese National Medical Products Administration,,dgm_weibo_government_mentioner,2ea5b3cb1a8c6ec69a32bc95e78c8fd0,dgm_weibo_government_mentioner__2ea5b3cb1a8c6ec69a32bc95e78c8fd0
7480894382,Chinese National Space Administration,beijing,,beijingbeijing,,,,,,Chinese National Space Administration,,dgm_weibo_government_mentioner,9fc9aabcd56e4fbeb38efaaa84b73183,dgm_weibo_government_mentioner__9fc9aabcd56e4fbeb38efaaa84b73183
5000764997,Chinese Natural Resources Ministry,beijing,,beijingbeijing,,,,,,Chinese Natural Resources Ministry,,dgm_weibo_government_mentioner,c9ee0191cc158a4f8ecbb7ecaf3ec769,dgm_weibo_government_mentioner__c9ee0191cc158a4f8ecbb7ecaf3ec769
2328516855,Chinese Public Security Ministry,beijing,,beijingbeijing,,,,,,Chinese Public Security Ministry,,dgm_weibo_government_mentioner,d9f787834ebf9c0ef1fb7bd8576d0c2a,dgm_weibo_government_mentioner__d9f787834ebf9c0ef1fb7bd8576d0c2a
6535805862,Chinese State Administration for Market Regulation,Beijing,,beijingbeijing,,,,,,Chinese State Administration for Market Regulation,,dgm_weibo_government_mentioner,f008ad5f0154dd193bccf0a6bacb4fe4,dgm_weibo_government_mentioner__f008ad5f0154dd193bccf0a6bacb4fe4
5000609535,Chinese State Council General Office,beijing,,beijingbeijing,,,,,,Chinese State Council General Office,,dgm_weibo_government_mentioner,69ebb5689b891d15cccf40d739d9847f,dgm_weibo_government_mentioner__69ebb5689b891d15cccf40d739d9847f
5120551209,Chinese State Taxation Administration,beijing,,beijingbeijing,,,,,,Chinese State Taxation Administration,,dgm_weibo_government_mentioner,9a448e63996c4820cae9717db20aa742,dgm_weibo_government_mentioner__9a448e63996c4820cae9717db20aa742
7073634525,Chinese Transport Ministry,beijing,,beijingbeijing,,,,,,Chinese Transport Ministry,,dgm_weibo_government_mentioner,5999b6f49120197729adf343e79feb13,dgm_weibo_government_mentioner__5999b6f49120197729adf343e79feb13
6405745618,"Chongming District, Shanghai Bureau of Ecology and Environment",Shanghaishanghai,,shanghaishanghai,,,,,,"Chongming District, Shanghai Bureau of Ecology and Environment",,dgm_weibo_government_mentioner,3cc79cd768c00c8b937765be861b45de,dgm_weibo_government_mentioner__3cc79cd768c00c8b937765be861b45de
2178229304,"Chongming District, Shanghai Market Supervision Administration",Shanghaishanghai,,shanghaishanghai,,,,,,"Chongming District, Shanghai Market Supervision Administration",,dgm_weibo_government_mentioner,d0984611d90eda34f85d1a8c9c042446,dgm_weibo_government_mentioner__d0984611d90eda34f85d1a8c9c042446
2701679922,"Chongming District, Shanghai official account",Shanghaishanghai,,shanghaishanghai,,,,,,"Chongming District, Shanghai official account",,dgm_weibo_government_mentioner,23ccfbd1b9e7168ffd7eb0cf7da12998,dgm_weibo_government_mentioner__23ccfbd1b9e7168ffd7eb0cf7da12998
2144075181,Chongqing Bureau of Ecology and Environment,Chongqing,,chongqingchongqing,,,,,,Chongqing Bureau of Ecology and Environment,,dgm_weibo_government_mentioner,1c49c5492be2aae3a575f3d09ef49d12,dgm_weibo_government_mentioner__1c49c5492be2aae3a575f3d09ef49d12
2355658474,Chongqing Communist Youth League,chongqing,,chongqingchongqing,,,,,,Chongqing Communist Youth League,,dgm_weibo_government_mentioner,650939bb46f9a6b7d986265199654944,dgm_weibo_government_mentioner__650939bb46f9a6b7d986265199654944
3217974497,Chongqing Dazu Court,chongqing,,chongqingchongqing,,,,,,Chongqing Dazu Court,,dgm_weibo_government_mentioner,097ae505dd19478c17348a70890dce4b,dgm_weibo_government_mentioner__097ae505dd19478c17348a70890dce4b
3176455927,Chongqing Fengjie Court,chongqing,,chongqingchongqing,,,,,,Chongqing Fengjie Court,,dgm_weibo_government_mentioner,76c6b49ed70b86ebe0f9cb849c4ff0d7,dgm_weibo_government_mentioner__76c6b49ed70b86ebe0f9cb849c4ff0d7
3917182519,Chongqing Fifth Middle Court,chongqing,,chongqingchongqing,,,,,,Chongqing Fifth Middle Court,,dgm_weibo_government_mentioner,2aca1402c8a6af8c714697e389235080,dgm_weibo_government_mentioner__2aca1402c8a6af8c714697e389235080
3918556037,Chongqing Jiangjin Court,chongqing,,chongqingchongqing,,,,,,Chongqing Jiangjin Court,,dgm_weibo_government_mentioner,144778846d67dc6a6d21863b7c905bcf,dgm_weibo_government_mentioner__144778846d67dc6a6d21863b7c905bcf
3122064391,Chongqing Market Supervision Administration,Chongqing,,chongqingchongqing,,,,,,Chongqing Market Supervision Administration,,dgm_weibo_government_mentioner,f7ab507ec4697b942e595b9ec0a6715b,dgm_weibo_government_mentioner__f7ab507ec4697b942e595b9ec0a6715b
5915215161,Chongqing Prosecutor's Office,chongqing,,chongqingchongqing,,,,,,Chongqing Prosecutor's Office,,dgm_weibo_government_mentioner,9f8be3d3e672b4a99246bda22e48aa89,dgm_weibo_government_mentioner__9f8be3d3e672b4a99246bda22e48aa89
2464831845,Chongqing Transportation Bureau,chongqing,,chongqingchongqing,,,,,,Chongqing Transportation Bureau,,dgm_weibo_government_mentioner,4f286ac39d057de3723d86659e4000a1,dgm_weibo_government_mentioner__4f286ac39d057de3723d86659e4000a1
3240781993,Chongzhou Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Chongzhou Market Supervision Administration,,dgm_weibo_government_mentioner,68ecb434ce23c8fdb5c926c9d143b1f9,dgm_weibo_government_mentioner__68ecb434ce23c8fdb5c926c9d143b1f9
2418724427,City of Beijing official account,beijing,,beijingbeijing,,,,,,City of Beijing official account,,dgm_weibo_government_mentioner,3c6d0cfed792a7e90f7bef9426291bf6,dgm_weibo_government_mentioner__3c6d0cfed792a7e90f7bef9426291bf6
3329420380,City of Changsha official account,changshahunan,,changshahunan,,,,,,City of Changsha official account,,dgm_weibo_government_mentioner,8028aa5f3ab2718e3393810d819fd23f,dgm_weibo_government_mentioner__8028aa5f3ab2718e3393810d819fd23f
1523766213,City of Chengdu official account,chengdusichuan,,chengdusichuan,,,,,,City of Chengdu official account,,dgm_weibo_government_mentioner,080d3f5394fde7aa5c07a59cc399b5c6,dgm_weibo_government_mentioner__080d3f5394fde7aa5c07a59cc399b5c6
1988438334,City of Chongqing official account,chongqing,,chongqingchongqing,,,,,,City of Chongqing official account,,dgm_weibo_government_mentioner,a82e05e6e9def591ce9092c77f2948f7,dgm_weibo_government_mentioner__a82e05e6e9def591ce9092c77f2948f7
5033508400,City of Fujian official account,fujian,,fuzhoufujian,,,,,,City of Fujian official account,,dgm_weibo_government_mentioner,3964fd1f7606a2266eab2397eea9f247,dgm_weibo_government_mentioner__3964fd1f7606a2266eab2397eea9f247
2775872784,City of Guangdong official account,guangdong,,guangzhouguangdong,,,,,,City of Guangdong official account,,dgm_weibo_government_mentioner,a605e9a68d8456ab500a194e19ca00a9,dgm_weibo_government_mentioner__a605e9a68d8456ab500a194e19ca00a9
2605594314,Guangzhou Information Office,guangzhou,,guangzhouguangdong,,,,,,Guangzhou Information Office,,dgm_weibo_government_mentioner,e523aa29a8f8eecf4bda12686ccd0bf6,dgm_weibo_government_mentioner__e523aa29a8f8eecf4bda12686ccd0bf6
2645846213,City of Guiyang official account,guiyangguizhou,,guiyangguizhou,,,,,,City of Guiyang official account,,dgm_weibo_government_mentioner,ba1d0fce94d3c79c3d47ba02b66e8c6b,dgm_weibo_government_mentioner__ba1d0fce94d3c79c3d47ba02b66e8c6b
5245236250,City of Hainan official account,haikouhainan,,haikouhainan,,,,,,City of Hainan official account,,dgm_weibo_government_mentioner,8fa13cb0de2b2b297ad6b8a70e901f1e,dgm_weibo_government_mentioner__8fa13cb0de2b2b297ad6b8a70e901f1e
5211979483,City of Hangzhou official account,hangzhouzhejiang,,hangzhouzhejiang,,,,,,City of Hangzhou official account,,dgm_weibo_government_mentioner,d49864de3676171802c4960338aeadd0,dgm_weibo_government_mentioner__d49864de3676171802c4960338aeadd0
2420408853,City of Hulunbuir official account,hohhotInnerMongolia,,hohhotinnermongolia,,,,,,City of Hulunbuir official account,,dgm_weibo_government_mentioner,73b4718f922af699a22d8666acc60601,dgm_weibo_government_mentioner__73b4718f922af699a22d8666acc60601
3319940460,City of Jilin official account,jilinJilin,,jilinjilin,,,,,,City of Jilin official account,,dgm_weibo_government_mentioner,95478ddb25cb0d58dda20e61a70b995b,dgm_weibo_government_mentioner__95478ddb25cb0d58dda20e61a70b995b
3960905543,City of Lhasa official account,lhasatibet,,lhasatibet,,,,,,City of Lhasa official account,,dgm_weibo_government_mentioner,b175138b6051e1f3d954eb28cf99ebb1,dgm_weibo_government_mentioner__b175138b6051e1f3d954eb28cf99ebb1
2097024354,City of Nanjing official account,nanjingjiangsu,,nanjingjiangsu,,,,,,City of Nanjing official account,,dgm_weibo_government_mentioner,f5ea450b406befb3eeb2da778943a33f,dgm_weibo_government_mentioner__f5ea450b406befb3eeb2da778943a33f
3928761901,City of Nanning official account,nanningguangxi,,nanningguangxi,,,,,,City of Nanning official account,,dgm_weibo_government_mentioner,852810718591762ef87a35cad908d753,dgm_weibo_government_mentioner__852810718591762ef87a35cad908d753
2239082677,City of Qingdao official account,Qingdaoshandong,,qingdaoshandong,,,,,,City of Qingdao official account,,dgm_weibo_government_mentioner,22784f7e2d57d7d8abdfad1737a3a372,dgm_weibo_government_mentioner__22784f7e2d57d7d8abdfad1737a3a372
2539961154,City of Shanghai official account,Shanghaishanghai,,shanghaishanghai,,,,,,City of Shanghai official account,,dgm_weibo_government_mentioner,b65ebfacc1db93b54bec17d9ea7d34fc,dgm_weibo_government_mentioner__b65ebfacc1db93b54bec17d9ea7d34fc
2892786960,City of Shenzhen official account,shenzhenguangdong,,shenzhenguangdong,,,,,,City of Shenzhen official account,,dgm_weibo_government_mentioner,4368df6089d401c15c20944ec5a7c153,dgm_weibo_government_mentioner__4368df6089d401c15c20944ec5a7c153
2941157707,City of Shijiazhuang official account,shijiazhuanghebei,,shijiazhuanghebei,,,,,,City of Shijiazhuang official account,,dgm_weibo_government_mentioner,2429c3052096491d8a3698ac49c69386,dgm_weibo_government_mentioner__2429c3052096491d8a3698ac49c69386
2998045524,City of Suzhou official account,suzhoujiangsu,,suzhoujiangsu,,,,,,City of Suzhou official account,,dgm_weibo_government_mentioner,a75d2982283c6e34c75aa951496dcb9d,dgm_weibo_government_mentioner__a75d2982283c6e34c75aa951496dcb9d
2489610225,City of Tianjin official account,Tianjintianjin,,tianjintianjin,,,,,,City of Tianjin official account,,dgm_weibo_government_mentioner,9ce454380e7cbf71fc4c42197c3bdb55,dgm_weibo_government_mentioner__9ce454380e7cbf71fc4c42197c3bdb55
2759348142,City of Wuhan official account,wuhanhubei,,wuhanhubei,,,,,,City of Wuhan official account,,dgm_weibo_government_mentioner,8a69a4921dfba3a0bb2240e9601aba54,dgm_weibo_government_mentioner__8a69a4921dfba3a0bb2240e9601aba54
3757167087,City of Xi'an official account,xianshaanxi,,xianshaanxi,,,,,,City of Xi'an official account,,dgm_weibo_government_mentioner,1643f31c475118f55d02ea594eb37c79,dgm_weibo_government_mentioner__1643f31c475118f55d02ea594eb37c79
1885504473,City of Yinchuan official account,yinchuanningxia,,yinchuanningxia,,,,,,City of Yinchuan official account,,dgm_weibo_government_mentioner,136d149c3d6b9aa3c7fc45c0b488427c,dgm_weibo_government_mentioner__136d149c3d6b9aa3c7fc45c0b488427c
2434139193,City of Zhengzhou official account,zhengzhouhenan,,zhengzhouhenan,,,,,,City of Zhengzhou official account,,dgm_weibo_government_mentioner,5483b53924dcda1412e191e11768a391,dgm_weibo_government_mentioner__5483b53924dcda1412e191e11768a391
2128914281,Chongqing Commission of Culture and Tourism,chongqing,,chongqingchongqing,,,,,,Chongqing Commission of Culture and Tourism,,dgm_weibo_government_mentioner,1ce51d14b5720c88d735eddd77eb308c,dgm_weibo_government_mentioner__1ce51d14b5720c88d735eddd77eb308c
3045822553,Communist Youth League of Tibet,lhasaTibet,,lhasatibet,,,,,,Communist Youth League of Tibet,,dgm_weibo_government_mentioner,8adf15d341f4d2dc6791725aa13014cd,dgm_weibo_government_mentioner__8adf15d341f4d2dc6791725aa13014cd
2210514455,"Shinan District, Qingdao Culture and Tourism Bureau",Qingdaoshandong,,qingdaoshandong,,,,,,"Shinan District, Qingdao Culture and Tourism Bureau",,dgm_weibo_government_mentioner,7334f0f5a9bc21ac0d017270075d4195,dgm_weibo_government_mentioner__7334f0f5a9bc21ac0d017270075d4195
2200919970,"Dadukou District, Chongqing Bureau of Ecology and Environment",Chongqing,,chongqingchongqing,,,,,,"Dadukou District, Chongqing Bureau of Ecology and Environment",,dgm_weibo_government_mentioner,6639208b2614c3e580282ba994a966df,dgm_weibo_government_mentioner__6639208b2614c3e580282ba994a966df
2173719920,"Danzao District, Foshan Market Supervision Administration",Guangdong,,guangzhouguangdong,,,,,,"Danzao District, Foshan Market Supervision Administration",,dgm_weibo_government_mentioner,ef7c772f8b6f7d9a02a8c17f91ba513a,dgm_weibo_government_mentioner__ef7c772f8b6f7d9a02a8c17f91ba513a
3276155212,Daxie Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Daxie Market Supervision Administration,,dgm_weibo_government_mentioner,b5f8618b65ffb4ef135afad14de63c3e,dgm_weibo_government_mentioner__b5f8618b65ffb4ef135afad14de63c3e
3876084979,"Daxing District, Beijing Market Supervision Administration",Beijing,,beijingbeijing,,,,,,"Daxing District, Beijing Market Supervision Administration",,dgm_weibo_government_mentioner,2ac3fd910a53e210f8d0848efb297101,dgm_weibo_government_mentioner__2ac3fd910a53e210f8d0848efb297101
2590508324,"Daxing District, Beijing official account",beijing,,beijingbeijing,,,,,,"Daxing District, Beijing official account",,dgm_weibo_government_mentioner,825dc6877c6c5e88aa3882063d95cad9,dgm_weibo_government_mentioner__825dc6877c6c5e88aa3882063d95cad9
3927821138,Dazhou Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Dazhou Market Supervision Administration,,dgm_weibo_government_mentioner,7100a6f73c41aeafc8fb3cfc9b23e8da,dgm_weibo_government_mentioner__7100a6f73c41aeafc8fb3cfc9b23e8da
2298268975,Dazu Bureau of Ecology and Environment,Chongqing,,chongqingchongqing,,,,,,Dazu Bureau of Ecology and Environment,,dgm_weibo_government_mentioner,01513eb7c544778ba74af162a9a7fca8,dgm_weibo_government_mentioner__01513eb7c544778ba74af162a9a7fca8
2590506110,"Dongcheng District, Beijing official account",beijing,,beijingbeijing,,,,,,"Dongcheng District, Beijing official account",,dgm_weibo_government_mentioner,7fd2a8d285f80fc1050e933c4168fbd4,dgm_weibo_government_mentioner__7fd2a8d285f80fc1050e933c4168fbd4
2072686725,Dongcheng Market Supervision Administration,Beijing,,beijingbeijing,,,,,,Dongcheng Market Supervision Administration,,dgm_weibo_government_mentioner,b9a03858b624ef10b5106f73ac52f27e,dgm_weibo_government_mentioner__b9a03858b624ef10b5106f73ac52f27e
5652621774,Dongli Market Supervision Administration,Tianjintianjin,,tianjintianjin,,,,,,Dongli Market Supervision Administration,,dgm_weibo_government_mentioner,e015dc95ac9790de876572a8dc0797cf,dgm_weibo_government_mentioner__e015dc95ac9790de876572a8dc0797cf
6056365031,Dongsheng Market Supervision Administration,hohhotInnerMongolia,,hohhotinnermongolia,,,,,,Dongsheng Market Supervision Administration,,dgm_weibo_government_mentioner,de150b3ba3de39d7ffeddda34114d4d4,dgm_weibo_government_mentioner__de150b3ba3de39d7ffeddda34114d4d4
2596627515,Dujiangyan Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Dujiangyan Market Supervision Administration,,dgm_weibo_government_mentioner,ac11565113625098c3599807dbad0005,dgm_weibo_government_mentioner__ac11565113625098c3599807dbad0005
5821503781,Chongqing Education Commission,chongqing,,chongqingchongqing,,,,,,Chongqing Education Commission,,dgm_weibo_government_mentioner,b353af9aec929691795cf3a7bf606d1f,dgm_weibo_government_mentioner__b353af9aec929691795cf3a7bf606d1f
3921041577,Ezhou Market Supervision Administration,wuhanHubei,,wuhanhubei,,,,,,Ezhou Market Supervision Administration,,dgm_weibo_government_mentioner,38d450a210d784b51ef0823ad9813321,dgm_weibo_government_mentioner__38d450a210d784b51ef0823ad9813321
3446379482,"Fangshan District, Beijing Market Supervision Administration",Beijing,,beijingbeijing,,,,,,"Fangshan District, Beijing Market Supervision Administration",,dgm_weibo_government_mentioner,bb25e0f237b2a5066cd91178de5a24e5,dgm_weibo_government_mentioner__bb25e0f237b2a5066cd91178de5a24e5
2590506174,"Fangshan District, Beijing official account",beijing,,beijingbeijing,,,,,,"Fangshan District, Beijing official account",,dgm_weibo_government_mentioner,380d4388e0ccc616ff3ef9a05b0fcb8d,dgm_weibo_government_mentioner__380d4388e0ccc616ff3ef9a05b0fcb8d
1324333585,"Fengtai District, Beijing Market Supervision Administration",Beijing,,beijingbeijing,,,,,,"Fengtai District, Beijing Market Supervision Administration",,dgm_weibo_government_mentioner,1d7c8c392ee2a977e55234c7f0e3b860,dgm_weibo_government_mentioner__1d7c8c392ee2a977e55234c7f0e3b860
2590506142,"Fengtai District, Beijing official account",beijing,,beijingbeijing,,,,,,"Fengtai District, Beijing official account",,dgm_weibo_government_mentioner,322376a0db9c7ba00b30186ab2430d40,dgm_weibo_government_mentioner__322376a0db9c7ba00b30186ab2430d40
6408890546,"Fengxian District, Shanghai Bureau of Ecology and Environment",Shanghaishanghai,,shanghaishanghai,,,,,,"Fengxian District, Shanghai Bureau of Ecology and Environment",,dgm_weibo_government_mentioner,3736ae3621ba0b1185b81349cc16e3cd,dgm_weibo_government_mentioner__3736ae3621ba0b1185b81349cc16e3cd
2436647035,"Fengxian District, Shanghai Market Supervision Administration",Shanghaishanghai,,shanghaishanghai,,,,,,"Fengxian District, Shanghai Market Supervision Administration",,dgm_weibo_government_mentioner,a4307c78e51fe52d8a8018613813b630,dgm_weibo_government_mentioner__a4307c78e51fe52d8a8018613813b630
2643346122,"Fengxian District, Shanghai official account",Shanghaishanghai,,shanghaishanghai,,,,,,"Fengxian District, Shanghai official account",,dgm_weibo_government_mentioner,c38f0dc39cbe82571ed101fcae2b602c,dgm_weibo_government_mentioner__c38f0dc39cbe82571ed101fcae2b602c
2611712037,Beijing Municipal Finance Bureau,beijing,,beijingbeijing,,,,,,Beijing Municipal Finance Bureau,,dgm_weibo_government_mentioner,a2ba9dc0572e828aeecfd15a085d3ded,dgm_weibo_government_mentioner__a2ba9dc0572e828aeecfd15a085d3ded
3956844328,Datian County Court,fujian,,fuzhoufujian,,,,,,Datian County Court,,dgm_weibo_government_mentioner,dec74042cd08b05c86e505e81cfff1b7,dgm_weibo_government_mentioner__dec74042cd08b05c86e505e81cfff1b7
7294525935,Fujian Market Supervision Administration,fuzhoufujian,,fuzhoufujian,,,,,,Fujian Market Supervision Administration,,dgm_weibo_government_mentioner,555315693533c6e5778e99d054745409,dgm_weibo_government_mentioner__555315693533c6e5778e99d054745409
5079113822,Fujian Prosecutor's Office,fujian,,fuzhoufujian,,,,,,Fujian Prosecutor's Office,,dgm_weibo_government_mentioner,dd4035a6a5b18a67a665e38ab8a2686c,dgm_weibo_government_mentioner__dd4035a6a5b18a67a665e38ab8a2686c
6083461336,Fujian Science Association,fujian,,fuzhoufujian,,,,,,Fujian Science Association,,dgm_weibo_government_mentioner,1b2bf8b9a8743aeee7e81090d9bc29e6,dgm_weibo_government_mentioner__1b2bf8b9a8743aeee7e81090d9bc29e6
3167977595,Fuling Market Supervision Administration,Chongqing,,chongqingchongqing,,,,,,Fuling Market Supervision Administration,,dgm_weibo_government_mentioner,e99063d1df4b3eb91159b4e34307f65e,dgm_weibo_government_mentioner__e99063d1df4b3eb91159b4e34307f65e
5894391887,Fumin Market Supervision Administration,kunmingYunnan,,kunmingyunnan,,,,,,Fumin Market Supervision Administration,,dgm_weibo_government_mentioner,dbb1a8488ac88423141613c3c91ac834,dgm_weibo_government_mentioner__dbb1a8488ac88423141613c3c91ac834
2822547432,Fuzhou Market Supervision Administration,Fujian,,fuzhoufujian,,,,,,Fuzhou Market Supervision Administration,,dgm_weibo_government_mentioner,a05e852dc16ec656d27e6d25c0eee787,dgm_weibo_government_mentioner__a05e852dc16ec656d27e6d25c0eee787
1937187173,Gansu Province official account,gansu,,lanzhougansu,,,,,,Gansu Province official account,,dgm_weibo_government_mentioner,ce3f8192d7c66fb006eac3212c14fd03,dgm_weibo_government_mentioner__ce3f8192d7c66fb006eac3212c14fd03
2633651743,Gansu Communist Youth League,gansu,,lanzhougansu,,,,,,Gansu Communist Youth League,,dgm_weibo_government_mentioner,ac417d718d9c64c421c16ba795a38fc9,dgm_weibo_government_mentioner__ac417d718d9c64c421c16ba795a38fc9
2626472753,Gansu Market Supervision Administration,Gansu,,lanzhougansu,,,,,,Gansu Market Supervision Administration,,dgm_weibo_government_mentioner,68194ae75cb91dd1a6a49104ee0b4a40,dgm_weibo_government_mentioner__68194ae75cb91dd1a6a49104ee0b4a40
2384215724,Gansu Natural Resources Management,gansu,,lanzhougansu,,,,,,Gansu Natural Resources Management,,dgm_weibo_government_mentioner,16d23b85d5053700b6c81d6de47df150,dgm_weibo_government_mentioner__16d23b85d5053700b6c81d6de47df150
1789250890,Gansu News Portal,gansu,,lanzhougansu,,,,,,Gansu News Portal,,dgm_weibo_government_mentioner,fc3a82fe4af7bc129ccc2f4b904411b4,dgm_weibo_government_mentioner__fc3a82fe4af7bc129ccc2f4b904411b4
3924721943,Gansu Prosecutor's Office,gansu,,lanzhougansu,,,,,,Gansu Prosecutor's Office,,dgm_weibo_government_mentioner,d24518866165053aed927baf7e54a093,dgm_weibo_government_mentioner__d24518866165053aed927baf7e54a093
6602686515,Gansu Prosecutor's Office Mining Division,gansu,,lanzhougansu,,,,,,Gansu Prosecutor's Office Mining Division,,dgm_weibo_government_mentioner,89e50329d853f3bb507e998ed111be52,dgm_weibo_government_mentioner__89e50329d853f3bb507e998ed111be52
2607534827,Gansu Public Security Administration,gansu,,lanzhougansu,,,,,,Gansu Public Security Administration,,dgm_weibo_government_mentioner,6ee1f27dd39d9ef3fce3351abb1b8154,dgm_weibo_government_mentioner__6ee1f27dd39d9ef3fce3351abb1b8154
6381603185,Gansu Traffic Technology Communication Center,gansu,,lanzhougansu,,,,,,Gansu Traffic Technology Communication Center,,dgm_weibo_government_mentioner,1ce2e156b4dbf79df272a33c5e8f920d,dgm_weibo_government_mentioner__1ce2e156b4dbf79df272a33c5e8f920d
2490975211,Gaochun Market Supervision Administration,nanjingJiangsu,,nanjingjiangsu,,,,,,Gaochun Market Supervision Administration,,dgm_weibo_government_mentioner,ace75d5758fb073e825cb555ebc2c35f,dgm_weibo_government_mentioner__ace75d5758fb073e825cb555ebc2c35f
3823554401,"Gaofa, Shandong official account",jinanShandong,,jinanshandong,,,,,,"Gaofa, Shandong official account",,dgm_weibo_government_mentioner,b3b8712f8404aef344817d9220aa1ab5,dgm_weibo_government_mentioner__b3b8712f8404aef344817d9220aa1ab5
5733103353,Anhui Province official account,anhui,,hefeianhui,,,,,,Anhui Province official account,,dgm_weibo_government_mentioner,04d28f2994a291f495acba9c4534d5a4,dgm_weibo_government_mentioner__04d28f2994a291f495acba9c4534d5a4
5186902466,Hainan Province official account,haikouhainan,,haikouhainan,,,,,,Hainan Province official account,,dgm_weibo_government_mentioner,81b29bedd0ce09d3868c9cef20f761d2,dgm_weibo_government_mentioner__81b29bedd0ce09d3868c9cef20f761d2
7364735913,Hebei Province official account,shijiazhuanghebei,,shijiazhuanghebei,,,,,,Hebei Province official account,,dgm_weibo_government_mentioner,9728add269304519d18d08bae82b6cbc,dgm_weibo_government_mentioner__9728add269304519d18d08bae82b6cbc
2339634231,Henan Province official account,zhengzhouHenan,,zhengzhouhenan,,,,,,Henan Province official account,,dgm_weibo_government_mentioner,83574522465c166976da552943f1a5ec,dgm_weibo_government_mentioner__83574522465c166976da552943f1a5ec
2790685082,Hubei Province official account,wuhanHubei,,wuhanhubei,,,,,,Hubei Province official account,,dgm_weibo_government_mentioner,300f927aa86aaba102479a24e48b4785,dgm_weibo_government_mentioner__300f927aa86aaba102479a24e48b4785
2177237735,Hunan Province official account,changshaHunan,,changshahunan,,,,,,Hunan Province official account,,dgm_weibo_government_mentioner,674f8cf4672df861c71bdabaeb6a5b97,dgm_weibo_government_mentioner__674f8cf4672df861c71bdabaeb6a5b97
6343959685,Shanxi Province official account,taiyuanShanxi,,taiyuanshanxi,,,,,,Shanxi Province official account,,dgm_weibo_government_mentioner,3289a9c5cba285850a05805cb9df7af1,dgm_weibo_government_mentioner__3289a9c5cba285850a05805cb9df7af1
2445472797,Xinjiang region official account,urumqixinjiang,,urumqixinjiang,,,,,,Xinjiang region official account,,dgm_weibo_government_mentioner,ede5b06f732479085749fb13dab156bb,dgm_weibo_government_mentioner__ede5b06f732479085749fb13dab156bb
7372791642,Yunnan Province official account,kunmingYunnan,,kunmingyunnan,,,,,,Yunnan Province official account,,dgm_weibo_government_mentioner,7ebf2e4111214bbfdc72aa5c85b608df,dgm_weibo_government_mentioner__7ebf2e4111214bbfdc72aa5c85b608df
5835876375,Guandu Market Supervision Administration,kunmingYunnan,,kunmingyunnan,,,,,,Guandu Market Supervision Administration,,dgm_weibo_government_mentioner,0d23a29f07eeabdc998a674f99dda56b,dgm_weibo_government_mentioner__0d23a29f07eeabdc998a674f99dda56b
2026325457,Guangdong Market Supervision Administration,Guangdong,,guangzhouguangdong,,,,,,Guangdong Market Supervision Administration,,dgm_weibo_government_mentioner,7c892d6cc44614d97a190ff0742b3246,dgm_weibo_government_mentioner__7c892d6cc44614d97a190ff0742b3246
3893000764,Guangxi ASEAN Economic and Technological Development Zone,guangxi,,nanningguangxi,,,,,,Guangxi ASEAN Economic and Technological Development Zone,,dgm_weibo_government_mentioner,6e2f3345e89cf11ed0de0c8a33be2cff,dgm_weibo_government_mentioner__6e2f3345e89cf11ed0de0c8a33be2cff
2540201414,Guangxi Communist Youth League,guangxi,,nanningguangxi,,,,,,Guangxi Communist Youth League,,dgm_weibo_government_mentioner,03086af089cbca0ee474f50761b103b0,dgm_weibo_government_mentioner__03086af089cbca0ee474f50761b103b0
1780560607,Guangxi Department of Culture and Tourism,guangxi,,nanningguangxi,,,,,,Guangxi Department of Culture and Tourism,,dgm_weibo_government_mentioner,fbc38705751f871d487b4e590c55110d,dgm_weibo_government_mentioner__fbc38705751f871d487b4e590c55110d
3786646552,Guangxi Maritime Safety Administration,guangxi,,nanningguangxi,,,,,,Guangxi Maritime Safety Administration,,dgm_weibo_government_mentioner,897f7f03cd379782d4f5f0c9f5394e8e,dgm_weibo_government_mentioner__897f7f03cd379782d4f5f0c9f5394e8e
5507661759,Guangxi Natural Resources Administration,guangxi,,nanningguangxi,,,,,,Guangxi Natural Resources Administration,,dgm_weibo_government_mentioner,4fc01fabe9554100341ed7ad5c914974,dgm_weibo_government_mentioner__4fc01fabe9554100341ed7ad5c914974
