handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cattlenomics,Agriculture analyst,"loveland, co",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Loveland, CO",40.3977612,-105.0749801,,"40.3977612, -105.0749801",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
londervilleag,Agriculture analyst,"des moines, ia",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Des Moines, IA",41.5868353,-93.6249593,,"41.5868353, -93.6249593",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
mikemcglone11,Agriculture analyst,"new york, ny",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"New York, NY",40.7127753,-74.0059728,,"40.7127753, -74.0059728",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
therealgerlach,Agriculture analyst,"monroe, la",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Monroe, LA",32.5093109,-92.1193012,,"32.5093109, -92.1193012",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
michaelminormar,Agriculture analyst,"luverne, mn",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Luverne, MN",43.6555249,-96.2025289,,"43.6555249, -96.2025289",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
commodityweek,Agriculture analyst,"chicago, il",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Chicago, IL",41.8781136,-87.6297982,,"41.8781136, -87.6297982",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
caitlinbowman96,Agriculture analyst,"dubbo, australia",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Dubbo, Australia",-32.2443908,148.614418,,"-32.2443908, 148.614418",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
bornbullish,Agriculture analyst,"chicago, il",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Chicago, IL",41.8781136,-87.6297982,,"41.8781136, -87.6297982",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
jake_moline,Agriculture analyst,"new york, ny",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"New York, NY",40.7127753,-74.0059728,,"40.7127753, -74.0059728",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
ainmakesgrain,Agriculture analyst,mississippi,commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Mississippi,32.3546679,-89.3985283,,"32.3546679, -89.3985283",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
_zwicker,Agriculture analyst,"waco, tx",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Waco, TX",31.549333,-97.1466695,,"31.549333, -97.1466695",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
agmarketnetwork,Agriculture analyst,"memphis, tn",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Memphis, TN",35.1495343,-90.0489801,,"35.1495343, -90.0489801",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
barvainvest,Agriculture analyst,"kyiv, ukraine",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Kyiv, Ukraine",50.4501,30.5234,,"50.4501, 30.5234",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
pauldubravec,Agriculture analyst,"bloomington, il",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Bloomington, IL",40.4842027,-88.9936873,,"40.4842027, -88.9936873",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
arakoon88,Agriculture analyst,"austin, tx",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Austin, TX",30.267153,-97.7430608,,"30.267153, -97.7430608",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
sdsoybean,Agriculture analyst,"sioux. falls, sd",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Sioux. Falls, SD",43.5460223,-96.731265,,"43.5460223, -96.731265",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
clipperdata,Agriculture analyst,"houston, tx",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Houston, TX",29.7604267,-95.3698028,,"29.7604267, -95.3698028",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
vickyfedchenko,Agriculture analyst,"kyiv, ukraine",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Kyiv, Ukraine",50.4501,30.5234,,"50.4501, 30.5234",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
cbsifferath,Agriculture analyst,washington dc,commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Washington DC,38.9071923,-77.0368707,,"38.9071923, -77.0368707",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
agrivisor,Agriculture analyst,"bloomington, il",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Bloomington, IL",40.4842027,-88.9936873,,"40.4842027, -88.9936873",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
basis_bias,Agriculture analyst,"austin, tx",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Austin, TX",30.267153,-97.7430608,,"30.267153, -97.7430608",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
tinno4ka86,Agriculture analyst,washington dc,commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Washington DC,38.9071923,-77.0368707,,"38.9071923, -77.0368707",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
gavilon_,Agriculture analyst,"omaha, ne",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Omaha, NE",41.2565369,-95.9345034,,"41.2565369, -95.9345034",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
thomsonrios,Agriculture analyst,"brasilia, brazil",commodity match;ag commodity;company;country;stateprovince;imports;exports;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Brasilia, Brazil",-15.7975174,-47.8918881,,"-15.7975174, -47.8918881",AgricultureAnalyst,Agriculture analyst,,dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
1tvnewsaf,Afghan news outlet 1TV,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,,Hnmn,Afghan news outlet 1TV,,dgm_agr_mentioner_entities,5cd9d1dd9873f43d6a9737a29b581570,dgm_agr_mentioner_entities__5cd9d1dd9873f43d6a9737a29b581570
ariananews_,Afghan news outlet Ariana News,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,,Hnmn,Afghan news outlet Ariana News,,dgm_agr_mentioner_entities,a3f4dcce9cd57c452d1fedc4b41eac26,dgm_agr_mentioner_entities__a3f4dcce9cd57c452d1fedc4b41eac26
pajhwok,Afghan news outlet Pajhwok Afghan News,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,,Hnmn,Afghan news outlet Pajhwok Afghan News,,dgm_agr_mentioner_entities,2f7725581a6210badd1e4ddade147dd4,dgm_agr_mentioner_entities__2f7725581a6210badd1e4ddade147dd4
shamshadnetwork,Afghan news outlet Shamshad Radio & Television Network,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,,Hnmn,Afghan news outlet Shamshad Radio & Television Network,,dgm_agr_mentioner_entities,852f6497fbe4d313d99c43c73f1a8ccf,dgm_agr_mentioner_entities__852f6497fbe4d313d99c43c73f1a8ccf
tolonews,Afghan news outlet TOLOnews,afghanistan,agriculture minister;agriculture ministry,hnmn,Afghanistan,33.93911,67.709953,,,Hnmn,Afghan news outlet TOLOnews,,dgm_agr_mentioner_entities,592978ef3a3e0f2d6d5ad41ec52a11cc,dgm_agr_mentioner_entities__592978ef3a3e0f2d6d5ad41ec52a11cc
balkanwebcom,Albanian news outlet BalkanWeb,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,,Hnmn,Albanian news outlet BalkanWeb,,dgm_agr_mentioner_entities,afb00bb0c807c88555ee490be640fa84,dgm_agr_mentioner_entities__afb00bb0c807c88555ee490be640fa84
gazetaexpress,Albanian news outlet Gazeta Express,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,,Hnmn,Albanian news outlet Gazeta Express,,dgm_agr_mentioner_entities,b059be5386c4652a1d872e2861dc51f6,dgm_agr_mentioner_entities__b059be5386c4652a1d872e2861dc51f6
gazeta_panorama,Albanian news outlet Gazeta Panorama,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,,Hnmn,Albanian news outlet Gazeta Panorama,,dgm_agr_mentioner_entities,476051b57319e128edd15b41ce13e290,dgm_agr_mentioner_entities__476051b57319e128edd15b41ce13e290
shqiptaregazeta,Albanian news outlet Gazeta Shqiptare,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,,Hnmn,Albanian news outlet Gazeta Shqiptare,,dgm_agr_mentioner_entities,4a2839788bcf029c1f5e60dfe3990b71,dgm_agr_mentioner_entities__4a2839788bcf029c1f5e60dfe3990b71
oranewsrtv,Albanian news outlet Ora News,albania,agriculture minister;agriculture ministry,hnmn,Albania,41.153332,20.168331,,,Hnmn,Albanian news outlet Ora News,,dgm_agr_mentioner_entities,3b4820b43b225fb65f7c21ae21c79912,dgm_agr_mentioner_entities__3b4820b43b225fb65f7c21ae21c79912
elkhabarlive,Algerian news outlet El Khabar,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,,Hnmn,Algerian news outlet El Khabar,,dgm_agr_mentioner_entities,e79eb6c8da40dfed4e374423a594744d,dgm_agr_mentioner_entities__e79eb6c8da40dfed4e374423a594744d
ennaharonline,Algerian news outlet Ennahar TV,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,,Hnmn,Algerian news outlet Ennahar TV,,dgm_agr_mentioner_entities,a2fde55b6d6042912bbf9ebc93ba66cb,dgm_agr_mentioner_entities__a2fde55b6d6042912bbf9ebc93ba66cb
radioalgerie_ar,Algerian news outlet Radio Algeria,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,,Hnmn,Algerian news outlet Radio Algeria,,dgm_agr_mentioner_entities,38566b5fc4bfcd54c5ad09ba61bf3877,dgm_agr_mentioner_entities__38566b5fc4bfcd54c5ad09ba61bf3877
sabqpressalg,Algerian news outlet Sabq News,algeria,agriculture minister;agriculture ministry,hnmn,Algeria,28.033886,1.659626,,,Hnmn,Algerian news outlet Sabq News,,dgm_agr_mentioner_entities,6d6e4dd8aaa14dcad1c4de40d155db15,dgm_agr_mentioner_entities__6d6e4dd8aaa14dcad1c4de40d155db15
altaveuandorra,Andorran news outlet Altaveu,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,,Hnmn,Andorran news outlet Altaveu,,dgm_agr_mentioner_entities,532c5e45bd6db2c44787356f882eec07,dgm_agr_mentioner_entities__532c5e45bd6db2c44787356f882eec07
bondia,Andorran news outlet BonDia,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,,Hnmn,Andorran news outlet BonDia,,dgm_agr_mentioner_entities,0366a82c695f5f247f87a1266af94c2c,dgm_agr_mentioner_entities__0366a82c695f5f247f87a1266af94c2c
diariandorra,Andorran news outlet Diari d'Andorra,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,,Hnmn,Andorran news outlet Diari d'Andorra,,dgm_agr_mentioner_entities,a30af44e2e02cc84825ea3423a903427,dgm_agr_mentioner_entities__a30af44e2e02cc84825ea3423a903427
periodicand,Andorran news outlet Periodic d'Andorra,andorra,agriculture minister;agriculture ministry,hnmn,Andorra,42.506285,1.521801,,,Hnmn,Andorran news outlet Periodic d'Andorra,,dgm_agr_mentioner_entities,4503500f8f31ba50c80db6a3e88695b7,dgm_agr_mentioner_entities__4503500f8f31ba50c80db6a3e88695b7
portalangop,Angolan news outlet Agencia Angola Press,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,,Hnmn,Angolan news outlet Agencia Angola Press,,dgm_agr_mentioner_entities,a0f15241f242215843c835af964cb5dc,dgm_agr_mentioner_entities__a0f15241f242215843c835af964cb5dc
jornaldeangola,Angolan news outlet Jornal de Angola,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,,Hnmn,Angolan news outlet Jornal de Angola,,dgm_agr_mentioner_entities,16c7a20654df2eddb6ce6d2372f73317,dgm_agr_mentioner_entities__16c7a20654df2eddb6ce6d2372f73317
tpangola,Angolan news outlet Televisao Popular de Angola,angola,agriculture minister;agriculture ministry,hnmn,Angola,-11.202692,17.873887,,,Hnmn,Angolan news outlet Televisao Popular de Angola,,dgm_agr_mentioner_entities,35df6445eb72e944a3cf163ada845443,dgm_agr_mentioner_entities__35df6445eb72e944a3cf163ada845443
abstvradio,Antiguan news outlet ABS Television and Radio,antigua and barbuda,agriculture minister;agriculture ministry,hnmn,Antigua and Barbuda,17.060816,-61.796428,,,Hnmn,Antiguan news outlet ABS Television and Radio,,dgm_agr_mentioner_entities,1964201fdeedd41dfa644f1540ca22f4,dgm_agr_mentioner_entities__1964201fdeedd41dfa644f1540ca22f4
antiguaomg,Antiguan news outlet The Daily Observer,antigua and barbuda,agriculture minister;agriculture ministry,hnmn,Antigua and Barbuda,17.060816,-61.796428,,,Hnmn,Antiguan news outlet The Daily Observer,,dgm_agr_mentioner_entities,bb27156056289eca4a84b423f039d6f0,dgm_agr_mentioner_entities__bb27156056289eca4a84b423f039d6f0
c5n,Argentinian news outlet Canal 5 Noticias,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,,Hnmn,Argentinian news outlet Canal 5 Noticias,,dgm_agr_mentioner_entities,c281ef91cb73c3568489f8fee2337caf,dgm_agr_mentioner_entities__c281ef91cb73c3568489f8fee2337caf
clarincom,Argentinian news outlet Clarin,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,,Hnmn,Argentinian news outlet Clarin,,dgm_agr_mentioner_entities,6f56d9e72824f589fbeb096e42c3ea3c,dgm_agr_mentioner_entities__6f56d9e72824f589fbeb096e42c3ea3c
infobae,Argentinian news outlet Infobae,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,,Hnmn,Argentinian news outlet Infobae,,dgm_agr_mentioner_entities,5d6f5212ed09e6ebd7986bcfa84e4f69,dgm_agr_mentioner_entities__5d6f5212ed09e6ebd7986bcfa84e4f69
lanacion,Argentinian news outlet La Nacion,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,,Hnmn,Argentinian news outlet La Nacion,,dgm_agr_mentioner_entities,efd9cee86c4df9a2c6ce44814e87652f,dgm_agr_mentioner_entities__efd9cee86c4df9a2c6ce44814e87652f
pagina12,Argentinian news outlet Pagina 12,argentina,agriculture minister;agriculture ministry,hnmn,Argentina,-38.416097,-63.616672,,,Hnmn,Argentinian news outlet Pagina 12,,dgm_agr_mentioner_entities,73f0b5de8431a572d3cdf09938a8954e,dgm_agr_mentioner_entities__73f0b5de8431a572d3cdf09938a8954e
a1plusnews,Armenian news outlet A1plus,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,,Hnmn,Armenian news outlet A1plus,,dgm_agr_mentioner_entities,449f6516a7ddab9e6333b69a2b56226a,dgm_agr_mentioner_entities__449f6516a7ddab9e6333b69a2b56226a
aravotdaily,Armenian news outlet Aravot Daily,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,,Hnmn,Armenian news outlet Aravot Daily,,dgm_agr_mentioner_entities,ffd81ccd2bca184eddd32c195df81555,dgm_agr_mentioner_entities__ffd81ccd2bca184eddd32c195df81555
armnews,Armenian news outlet Novosti-Armenia,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,,Hnmn,Armenian news outlet Novosti-Armenia,,dgm_agr_mentioner_entities,569e319bc43c0d427c2b3184fc1d2fc6,dgm_agr_mentioner_entities__569e319bc43c0d427c2b3184fc1d2fc6
tertam_arm,Armenian news outlet Tert.am,armenia,agriculture minister;agriculture ministry,hnmn,Armenia,40.069099,45.038189,,,Hnmn,Armenian news outlet Tert.am,,dgm_agr_mentioner_entities,8c1237ee4eee7860dc5674ebd5db4ead,dgm_agr_mentioner_entities__8c1237ee4eee7860dc5674ebd5db4ead
awemainta,Aruban news outlet AWEMainta,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,,Hnmn,Aruban news outlet AWEMainta,,dgm_agr_mentioner_entities,62a46fb8cfbbc5272ff0f5965bdad1c7,dgm_agr_mentioner_entities__62a46fb8cfbbc5272ff0f5965bdad1c7
bondiaaruba,Aruban news outlet Bon Dia Aruba,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,,Hnmn,Aruban news outlet Bon Dia Aruba,,dgm_agr_mentioner_entities,4a09d42397ea7f13d68cd1593e6f4eb1,dgm_agr_mentioner_entities__4a09d42397ea7f13d68cd1593e6f4eb1
diarioaruba,Aruban news outlet Diario Aruba,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,,Hnmn,Aruban news outlet Diario Aruba,,dgm_agr_mentioner_entities,9ff2b8d93ae2452021daa09d27a9d7bd,dgm_agr_mentioner_entities__9ff2b8d93ae2452021daa09d27a9d7bd
masnoticia,Aruban news outlet MasNoticia,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,,Hnmn,Aruban news outlet MasNoticia,,dgm_agr_mentioner_entities,e18800a4545c5c0905a7844bd1dada00,dgm_agr_mentioner_entities__e18800a4545c5c0905a7844bd1dada00
noticiacla,Aruban news outlet Noticia Cla,aruba,agriculture minister;agriculture ministry,hnmn,Aruba,12.52111,-69.968338,,,Hnmn,Aruban news outlet Noticia Cla,,dgm_agr_mentioner_entities,dd2a49108100a013158adee2d66cb5a4,dgm_agr_mentioner_entities__dd2a49108100a013158adee2d66cb5a4
9newsaus,Australian news outlet 9News Australia,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet 9News Australia,,dgm_agr_mentioner_entities,7c1f70c3c5e26956d253ffac2713e6d3,dgm_agr_mentioner_entities__7c1f70c3c5e26956d253ffac2713e6d3
abcaustralia,Australian news outlet ABC News Australia,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet ABC News Australia,,dgm_agr_mentioner_entities,eca57993e630c03dfa6ffa41a0c3e5b9,dgm_agr_mentioner_entities__eca57993e630c03dfa6ffa41a0c3e5b9
australian,Australian news outlet The Australian,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Australian,,dgm_agr_mentioner_entities,4dd8f8e9ca687ecca9c8f23d23ccfedf,dgm_agr_mentioner_entities__4dd8f8e9ca687ecca9c8f23d23ccfedf
dailytelegraph,Australian news outlet The Daily Telegraph,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Daily Telegraph,,dgm_agr_mentioner_entities,396d4f4928f1a6a4f3933c5896ee1669,dgm_agr_mentioner_entities__396d4f4928f1a6a4f3933c5896ee1669
smh,Australian news outlet The Sydney Morning Herald,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Sydney Morning Herald,,dgm_agr_mentioner_entities,e3f2877326841587ec13df6c42398a38,dgm_agr_mentioner_entities__e3f2877326841587ec13df6c42398a38
derstandardat,Austrian news outlet Der Standard,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,,Hnmn,Austrian news outlet Der Standard,,dgm_agr_mentioner_entities,71f7e9cb0e94e0ee609b4a31b1398086,dgm_agr_mentioner_entities__71f7e9cb0e94e0ee609b4a31b1398086
diepressecom,Austrian news outlet Die Presse,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,,Hnmn,Austrian news outlet Die Presse,,dgm_agr_mentioner_entities,a8064d947c423d3b164a8b029416b066,dgm_agr_mentioner_entities__a8064d947c423d3b164a8b029416b066
krone_at,Austrian news outlet Kronen Zeitung,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,,Hnmn,Austrian news outlet Kronen Zeitung,,dgm_agr_mentioner_entities,9bb37144dc86e0ee2da3d4bc5d33c736,dgm_agr_mentioner_entities__9bb37144dc86e0ee2da3d4bc5d33c736
kurierat,Austrian news outlet Kurier,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,,Hnmn,Austrian news outlet Kurier,,dgm_agr_mentioner_entities,da12280b64c58797900658b9b06bd834,dgm_agr_mentioner_entities__da12280b64c58797900658b9b06bd834
oe24at,Austrian news outlet Osterreich,austria,agriculture minister;agriculture ministry,hnmn,Austria,47.516231,14.550072,,,Hnmn,Austrian news outlet Osterreich,,dgm_agr_mentioner_entities,56a99c6e2878d40aac5cd69d898fed42,dgm_agr_mentioner_entities__56a99c6e2878d40aac5cd69d898fed42
oxuaz,Azeri news outlet Azerbaijan News,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,,Hnmn,Azeri news outlet Azerbaijan News,,dgm_agr_mentioner_entities,8b74299c6cf499e96b2989aa867c3d9e,dgm_agr_mentioner_entities__8b74299c6cf499e96b2989aa867c3d9e
azertac,Azeri news outlet AZERTAC News Agency,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,,Hnmn,Azeri news outlet AZERTAC News Agency,,dgm_agr_mentioner_entities,ba4dfadb792018ec1f3bb36923bb380f,dgm_agr_mentioner_entities__ba4dfadb792018ec1f3bb36923bb380f
bptaze,Azeri news outlet BPT Azerbaijan,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,,Hnmn,Azeri news outlet BPT Azerbaijan,,dgm_agr_mentioner_entities,723bc462d9a4e2d83b01d7506f7a3002,dgm_agr_mentioner_entities__723bc462d9a4e2d83b01d7506f7a3002
mikroskopmedia,Azeri news outlet Mikroskop Media,azerbaijan,agriculture minister;agriculture ministry,hnmn,Azerbaijan,40.143105,47.576927,,,Hnmn,Azeri news outlet Mikroskop Media,,dgm_agr_mentioner_entities,e873834482195b3e067c7d446b3cf68d,dgm_agr_mentioner_entities__e873834482195b3e067c7d446b3cf68d
bahamaspress,Bahamian news outlet Bahamas Press,bahamas,agriculture minister;agriculture ministry,hnmn,Bahamas,25.03428,-77.39628,,,Hnmn,Bahamian news outlet Bahamas Press,,dgm_agr_mentioner_entities,7efbcc17458f219c82d15ceca6c169c6,dgm_agr_mentioner_entities__7efbcc17458f219c82d15ceca6c169c6
