company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
pioneer floating rate trust,c8338bf784c33326f83cae6db4d72537,Pioneer Floating Rate Trust,Other,"Boston, MA, USA",42.3600825,-71.0588801,Legislator,Pioneer Floating Rate Trust,,us_sec_company,43627e877f5259780b6925eafc5086c8,us_sec_company__43627e877f5259780b6925eafc5086c8
pioneer natural resources company,4da1d74b6c7115e01d5d898dade8431f,Pioneer Natural Resources Company,Other,"Irving, TX, USA",32.8140177,-96.9488945,Refinery,Pioneer Natural Resources Company,,us_sec_company,81d70cfaac6077cc85f22abab30a1fe0,us_sec_company__81d70cfaac6077cc85f22abab30a1fe0
pioneer power solutions,ba008c82299abc316236b7a5283411f3,Pioneer Power Solutions,Other,"Fort Lee, NJ, USA",40.8509333,-73.9701381,News,Pioneer Power Solutions,,us_sec_company,829ef097faa9882bf9b0e41d2093bbdf,us_sec_company__829ef097faa9882bf9b0e41d2093bbdf
pitney bowes,3c48dfa1f770003bb0f22b8f2f4e8f98,Pitney Bowes,Other,"Stamford, CT, USA",41.0534302,-73.5387341,Refinery,Pitney Bowes,,us_sec_company,b0e43196b11a73be8fa4947247735245,us_sec_company__b0e43196b11a73be8fa4947247735245
pixelworks,dd3395a02356a3b66c2f543a76481b9c,Pixelworks,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Media,Pixelworks,,us_sec_company,35ac90db4518ddd0118da16c14fc704b,us_sec_company__35ac90db4518ddd0118da16c14fc704b
pjt partners,677c0894f4aef68b72f8b7f5ec9f442c,PJT Partners,Other,"New York, NY, USA",40.7127753,-74.0059728,Pipeline,PJT Partners,,us_sec_company,9fd9c221c74b999cb747c56709fe57b4,us_sec_company__9fd9c221c74b999cb747c56709fe57b4
plains gp holdings,8b427bfcbebc3da9dfaffc5bab77e72c,"Plains GP Holdings, L.P.",Other,"Houston, TX, USA",29.7604267,-95.3698028,Refinery,"Plains GP Holdings, L.P.",,us_sec_company,af83b75127e309f97ab68dafccf3d93d,us_sec_company__af83b75127e309f97ab68dafccf3d93d
planet fitness,6bca9d05f39fbaec446758bfccba1ac0,Planet Fitness,Other,"Hampton, NH, USA",42.9375932,-70.8389219,ForeignMinister,Planet Fitness,,us_sec_company,6bc8e73a3c78e53a2a496d997c690e33,us_sec_company__6bc8e73a3c78e53a2a496d997c690e33
planned parenthood federation of america,5bd919ada3b1587ca156fc1fc9b8b97a,Planned Parenthood,Tier 2,"New York, NY, USA",40.7127753,-74.0059728,Media,Planned Parenthood,,us_sec_company,26df47a389dd5cca0a04377b0dd703d9,us_sec_company__26df47a389dd5cca0a04377b0dd703d9
plantronics,5ca12033fa0a86dbb770f79d9400ece3,Plantronics,Other,"Santa Cruz, CA, USA",36.9741171,-122.0307963,Legislator,Plantronics,,us_sec_company,88de8e895d7a1242d0be5e8f9cf5675b,us_sec_company__88de8e895d7a1242d0be5e8f9cf5675b
platinum group metals,3755bae828dfb7291ff937d55db5d878,Platinum Group Metals,Other,"Vancouver, British Columbia, Canada",49.2827291,-123.1207375,ForeignMinistry,Platinum Group Metals,,us_sec_company,371489c8a0b984d85afbafd98187d50d,us_sec_company__371489c8a0b984d85afbafd98187d50d
playa hotels & resorts nv,8ac3b336542a7dfe6ed84f4d0d5dc680,Playa Hotels & Resorts N.V.,Other,"Fairfax, VA, USA",38.8462236,-77.3063733,AAEntity,Playa Hotels & Resorts N.V.,,us_sec_company,68c6516228d57f995581ef7c941b4161,us_sec_company__68c6516228d57f995581ef7c941b4161
playags,c905c4fa33f2ae96a5120bc5cf77437c,PlayAGS,Other,"Las Vegas, NV, USA",36.1699412,-115.1398296,Keyphrase,PlayAGS,,us_sec_company,1d2f46f31e16495af2e9fe8867efbdc0,us_sec_company__1d2f46f31e16495af2e9fe8867efbdc0
pldt,891b494db0c81e093922ac124ea3baf2,PLDT,Other,"Makati City, Philippines",14.554729,121.0244452,ForeignMinistry,PLDT,,us_sec_company,75c5de452fa83b616d8ee9641df0edb9,us_sec_company__75c5de452fa83b616d8ee9641df0edb9
plexus,7c7f506f1dd35fa08bdf5ad79321b6e0,Plexus,Other,"Neenah, WI, USA",44.1858193,-88.462609,Wells,Plexus,,us_sec_company,b2370d955c5a09877533ffa811cadfc6,us_sec_company__b2370d955c5a09877533ffa811cadfc6
plug power,600d26ed883ac5d4af21a47c307bca4a,Plug Power,Other,"Latham, NY, USA",42.7477661,-73.760537,ForeignMinistry,Plug Power,,us_sec_company,68150a41651cabfa29b25512d6c9fd89,us_sec_company__68150a41651cabfa29b25512d6c9fd89
plumas bancorp,225af2fa5596ea4077daac4b63a24e6b,Plumas Bancorp,Other,"Quincy, CA, USA",39.9368363,-120.9471764,Exec,Plumas Bancorp,,us_sec_company,0bbc2e70fa10fc39698d621c6f86b7c7,us_sec_company__0bbc2e70fa10fc39698d621c6f86b7c7
pluralsight,d734da94c8bd1c49f12892a6bd06c89f,Pluralsight,Other,"Farmington, UT, USA",40.9804999,-111.8874392,Pipeline,Pluralsight,,us_sec_company,3220dd2304dbd0c69ae6ea24c0ea0fe9,us_sec_company__3220dd2304dbd0c69ae6ea24c0ea0fe9
pluristem therapeutics,e96d14d1f0536bccdb30ef2c34c8886e,Pluristem Therapeutics,Other,"Haifa, Israel",32.7940463,34.989571,Refinery,Pluristem Therapeutics,,us_sec_company,6a59d92afed51765314e2ec1d08c4b21,us_sec_company__6a59d92afed51765314e2ec1d08c4b21
plx pharma,a6cc0dc5d8d7cd52b3753afcf97389d3,PLx Pharma,Other,"Houston, TX, USA",29.7604267,-95.3698028,Consulates,PLx Pharma,,us_sec_company,d44229ae3ec9b60002e65ed05cb681ce,us_sec_company__d44229ae3ec9b60002e65ed05cb681ce
plymouth industrial reit,3b1eb7ed64e33e1c80d81ddce268c77a,Plymouth Industrial REIT,Other,"Boston, MA, USA",42.3600825,-71.0588801,Exec,Plymouth Industrial REIT,,us_sec_company,636026367dcee7ed2489927525d6739f,us_sec_company__636026367dcee7ed2489927525d6739f
pnc financial services,c897bccc1fc1b783c12539bccd3fdbeb,PNC Bank,Tier 3,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Refinery,PNC Bank,,us_sec_company,88d4b706700b4606b53ace7b014a8c19,us_sec_company__88d4b706700b4606b53ace7b014a8c19
pnm resources,ed67552b7e673dba20a7fdd823e9d798,PNM Resources,Other,"Albuquerque, NM, USA",35.0843859,-106.650422,IndustryTerm,PNM Resources,,us_sec_company,13c66e2c4abad9bc6a4b81e7535f28ab,us_sec_company__13c66e2c4abad9bc6a4b81e7535f28ab
points international,ad35554a66ff0bc1d522ca469c2c4e89,Points International,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Legislator,Points International,,us_sec_company,63bb29aa46b5d534d574b99c8a60b2ea,us_sec_company__63bb29aa46b5d534d574b99c8a60b2ea
polar power,8fafff4a421eb60af0f9eeb8907800f2,Polar Power,Other,"Gardena, CA, USA",33.8883487,-118.3089624,AAEntity,Polar Power,,us_sec_company,463991ac2cbf1cd46ffb5e7cf592873e,us_sec_company__463991ac2cbf1cd46ffb5e7cf592873e
polarityte,1306f64e136378c8960bf18ec412931d,PolarityTE,Other,"Salt Lake City, UT, USA",40.7607793,-111.8910474,Organization,PolarityTE,,us_sec_company,b0d058f621e906b13627fbf4ab5dd290,us_sec_company__b0d058f621e906b13627fbf4ab5dd290
polymet mining,58d4f1e9bb10f496895da1900cbf8c3a,PolyMet Mining,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Legislator,PolyMet Mining,,us_sec_company,9a80de6be520695058feb2820ccb1a8c,us_sec_company__9a80de6be520695058feb2820ccb1a8c
polypid,6b1a3f2a9a223d066f84be2fcf51d43f,PolyPid,Other,"Petach Tikva, Israel",32.084041,34.887762,Organization,PolyPid,,us_sec_company,5118637aecfcf706ef17dc589eb1670b,us_sec_company__5118637aecfcf706ef17dc589eb1670b
pool corp,7815b9998a90e40dc72797b51a0bd6e9,Pool,Other,"Covington, LA, USA",30.4754702,-90.1009108,Refinery,Pool,,us_sec_company,24f04731841053b800bea6883ead0e3b,us_sec_company__24f04731841053b800bea6883ead0e3b
popular,e186575747ad99cc37befc34bd8faf10,Popular,Other,"Hato Rey, Puerto Rico, USA",18.4225782,-66.0509549,Diplomat,Popular,,us_sec_company,c0fc0321df9e5a662594ab50c0cdba8a,us_sec_company__c0fc0321df9e5a662594ab50c0cdba8a
portland general electric company,7ab1c4817f5debaa7232de0d6754290b,Portland General Electric Company,Other,"Portland, OR, USA",45.5051064,-122.6750261,space,Portland General Electric Company,,us_sec_company,56d873215d0e6e8ef156549105f2759b,us_sec_company__56d873215d0e6e8ef156549105f2759b
posco,3a6779bb63478ad80d1db40b03e4196a,POSCO,Other,"Pohang, Gyeongsangbuk-Do, South Korea",36.0190178,129.3434808,ForeignMinistry,POSCO,,us_sec_company,38ee53d2c2924d134cfada929b3e6c08,us_sec_company__38ee53d2c2924d134cfada929b3e6c08
post holdings,bf13a2aec89bf4baa7fdd7d8432323e4,Post Holdings,Other,"St. Louis, MO, USA",38.6270025,-90.1994042,Pipeline,Post Holdings,,us_sec_company,0cc0f2ba10d9bde4c90f25e0f65d35e6,us_sec_company__0cc0f2ba10d9bde4c90f25e0f65d35e6
postal realty trust,b52f49f7d266cb296ff7b3760a0d3e75,Postal Realty Trust,Other,"Cedarhurst, NY, USA",40.6228819,-73.7242983,Wells,Postal Realty Trust,,us_sec_company,ec2032109fcc4b13c292f2758f90ad94,us_sec_company__ec2032109fcc4b13c292f2758f90ad94
potbelly corp,00b770c21739a7cc34531966d0b61cf7,Potbelly,Other,"Chicago, IL, USA",41.8781136,-87.6297982,AAEntity,Potbelly,,us_sec_company,f8f5caa6bd2eae84aabd8602026efbb0,us_sec_company__f8f5caa6bd2eae84aabd8602026efbb0
potlatchdeltic corp,8747569772533ae36536c4890af8c39f,PotlatchDeltic,Other,"Spokane, WA, USA",47.6587802,-117.4260465,space,PotlatchDeltic,,us_sec_company,9f78648dbb0fcc02c37200f85b27445e,us_sec_company__9f78648dbb0fcc02c37200f85b27445e
powell industries,1675cda09e338d907d1ae24f45c79a82,Powell Industries,Other,"Houston, TX, USA",29.7604267,-95.3698028,AAEntity,Powell Industries,,us_sec_company,6036765e25d4e89d0abe7f6fcad8fbf4,us_sec_company__6036765e25d4e89d0abe7f6fcad8fbf4
power integrations,b2e8cc45da40152ff75053c1aa56de3c,Power Integrations,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Legislator,Power Integrations,,us_sec_company,be455695ac0d5311dce83e8c35be3c2f,us_sec_company__be455695ac0d5311dce83e8c35be3c2f
power reit,0cc1b68fc6a0a0590554b3aef15b3ece,Power REIT,Other,"Old Bethpage, NY, USA",40.7625993,-73.4531786,Keyphrase,Power REIT,,us_sec_company,731d2bbc0559d2da74d5b2b6196759ef,us_sec_company__731d2bbc0559d2da74d5b2b6196759ef
ppg industries,e6c474ee2ffefd876a7648da663ed3c1,PPG Industries,Tier 2,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Exec,PPG Industries,,us_sec_company,4eec72fe02b5c61afd714b0ef3747e52,us_sec_company__4eec72fe02b5c61afd714b0ef3747e52
ppl capital funding,9540a990e5ea2ecc33bdd716d8eb4e0c,PPL Capital Funding,Other,"Allentown, PA, USA",40.6022939,-75.4714098,Media,PPL Capital Funding,,us_sec_company,ab4f33893d109cc6e4d5fc4aa37364aa,us_sec_company__ab4f33893d109cc6e4d5fc4aa37364aa
ppl corp,708a9152b20dc2db2e2156970a4d6a28,PPL,Tier 2,"Allentown, PA, USA",40.6022939,-75.4714098,Person,PPL,,us_sec_company,84412d5292a952bba44f0d75783ded4b,us_sec_company__84412d5292a952bba44f0d75783ded4b
pq group holdings,a6ecefe1646bfce58769eaef93bf84d7,PQ Group Holdings,Other,"Malvern, PA, USA",40.0362184,-75.5138118,IndustryTerm,PQ Group Holdings,,us_sec_company,bc57890876cea5a3402dbbb68cfa30a3,us_sec_company__bc57890876cea5a3402dbbb68cfa30a3
pra group,0749c8034743fed2ad8459be7dd01e62,PRA Group,Other,"Norfolk, VA, USA",36.8507689,-76.2858726,Legislator,PRA Group,,us_sec_company,5c56aadb913b48fa5554d8a24224b2ea,us_sec_company__5c56aadb913b48fa5554d8a24224b2ea
pra health sciences,a79678715eb4ac15f56d81053344c1c3,PRA Health Sciences,Other,"Raleigh, NC, USA",35.7795897,-78.6381787,Person,PRA Health Sciences,,us_sec_company,4f0be443fd5415ecc49440c281f45cf1,us_sec_company__4f0be443fd5415ecc49440c281f45cf1
precipio,3b9c686246aeceb25eba134b497440ec,Precipio,Other,"New Haven, CT, USA",41.308274,-72.9278835,DiplomaticFacilities,Precipio,,us_sec_company,0ff083a1ef3f387bc67e0b3c60179344,us_sec_company__0ff083a1ef3f387bc67e0b3c60179344
precision biosciences,79288eec8fb756d128a128827bed841d,Precision BioSciences,Other,"Durham, NC, USA",35.9940329,-78.898619,ForeignMinistry,Precision BioSciences,,us_sec_company,ec9b6f31e02c9cd1f5df5011b1a10192,us_sec_company__ec9b6f31e02c9cd1f5df5011b1a10192
precision drilling corp,acf88e66ac5a980d6af9b4732a6d2540,Precision Drilling,Other,"Calgary, Alberta, Canada",51.0447331,-114.0718831,Keyphrase,Precision Drilling,,us_sec_company,c1f032674dd9abb72b76e422e9dff223,us_sec_company__c1f032674dd9abb72b76e422e9dff223
preferred apartment communities,26f965642238d058a73206e35df85423,Preferred Apartment Communities,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Person,Preferred Apartment Communities,,us_sec_company,11457499dde750814bb585be50318e2d,us_sec_company__11457499dde750814bb585be50318e2d
preferred bank,d488a9d54696fcff39b178b320b2a94c,Preferred Bank,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,AAEntity,Preferred Bank,,us_sec_company,814d4e3c3b56e2d74df63d14ccab5809,us_sec_company__814d4e3c3b56e2d74df63d14ccab5809
preformed line products company,8199e444a5409d19d5e03bde0caae7ac,Preformed Line Products Company,Other,"Mayfield Village, OH, USA",41.5519952,-81.4392828,ForeignMinister,Preformed Line Products Company,,us_sec_company,17c924765cf4db03ad783c764e8e08a2,us_sec_company__17c924765cf4db03ad783c764e8e08a2
premier,ebe148de2a2f40265bda7a773062795b,Premier,Other,"Charlotte, NC, USA",35.2270869,-80.8431267,Wells,Premier,,us_sec_company,de5e0e23c224fbcea74501b236aed6b6,us_sec_company__de5e0e23c224fbcea74501b236aed6b6
premier financial bancorp,628410c277723c6470fca4f73bba5154,Premier Financial Bancorp,Other,"Huntington, WV, USA",38.4192496,-82.445154,ForeignMinistry,Premier Financial Bancorp,,us_sec_company,69d1a55475497a71fb3436a50e95cd8a,us_sec_company__69d1a55475497a71fb3436a50e95cd8a
prestige consumer healthcare,5f85cb97afc6eab52d48773da5977f41,Prestige Consumer Healthcare,Other,"Tarrytown, NY, USA",41.0762077,-73.8587461,space,Prestige Consumer Healthcare,,us_sec_company,678356f79c1c6aafb094e83a0c0f9c55,us_sec_company__678356f79c1c6aafb094e83a0c0f9c55
pretium resources,74feb89b498469d696ee58c0421c25fb,Pretium Resources,Other,"Vancouver, British Columbia, Canada",49.2827291,-123.1207375,LegislativeCommittee,Pretium Resources,,us_sec_company,bc178a8cd08b743f43a43e651fa40a73,us_sec_company__bc178a8cd08b743f43a43e651fa40a73
prevail therapeutics,dc8efb411a1e2f6ab52818c7dfa1340d,Prevail Therapeutics,Other,"New York, NY, USA",40.7127753,-74.0059728,LegislativeCommittee,Prevail Therapeutics,,us_sec_company,c95aaa570470fc995cd08c687fac1ce6,us_sec_company__c95aaa570470fc995cd08c687fac1ce6
prgx global,029138a9a8fb1efc716e7c36fc654732,PRGX Global,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,ForeignMinistry,PRGX Global,,us_sec_company,dbec0a9f2579294ad88405de95600c5b,us_sec_company__dbec0a9f2579294ad88405de95600c5b
pricesmart,c4a815376a5ec226adafc18998e1bc61,PriceSmart,Other,"San Diego, CA, USA",32.715738,-117.1610838,LegislativeCommittee,PriceSmart,,us_sec_company,67c734905907f4db8f93b70d40e7e24c,us_sec_company__67c734905907f4db8f93b70d40e7e24c
primeenergy resources corp,13ec4f101f5dcb0ae3bf32e2263cd0ee,PrimeEnergy Resources,Other,"Houston, TX, USA",29.7604267,-95.3698028,LegislativeCommittee,PrimeEnergy Resources,,us_sec_company,4478d1a6b147aef123dd210ef5bbbe3f,us_sec_company__4478d1a6b147aef123dd210ef5bbbe3f
primerica,2b62fb6e9bbcdd1cc4c837268df009ab,Primerica,Other,"Duluth, GA, USA",34.0028786,-84.1446376,Shipping,Primerica,,us_sec_company,f87b45be6db6a1ec7b11ff98a7b7f3cc,us_sec_company__f87b45be6db6a1ec7b11ff98a7b7f3cc
primo water corp,6378f5bc479b73b6c258704125267ee6,Primo Water,Other,"Winston-Salem, NC, USA",36.0998596,-80.244216,IndustryTerm,Primo Water,,us_sec_company,7db975e0d7fec95a60435c20b87fd388,us_sec_company__7db975e0d7fec95a60435c20b87fd388
primoris services corp,94421c669eaf213f25fa2aa3e1126d9e,Primoris Services,Other,"Dallas, TX, USA",32.7766642,-96.7969879,ForeignMinister,Primoris Services,,us_sec_company,c13285a6db1e675de3e1bba0af71de9a,us_sec_company__c13285a6db1e675de3e1bba0af71de9a
principal financial group,9c7488050ec495e5f39d9af943984d53,Principal Financial Group,Tier 2,"Des Moines, IA, USA",41.5868353,-93.6249593,Media,Principal Financial Group,,us_sec_company,03dfcca5130f74f21745ddb35267865b,us_sec_company__03dfcca5130f74f21745ddb35267865b
pro-dex,4a750ae1367c037f02ad6b38df251781,Pro-Dex,Other,"Irvine, CA, USA",33.6845673,-117.8265049,DiplomaticFacilities,Pro-Dex,,us_sec_company,5306efbcfa6a45da6e6f3ef6a3753867,us_sec_company__5306efbcfa6a45da6e6f3ef6a3753867
proassurance corp,25758750f358c475affc6fd5c908ee62,ProAssurance,Other,"Birmingham, AL, USA",33.5185892,-86.8103567,AAEntity,ProAssurance,,us_sec_company,0a5d0f4d1ff183bd7aefcf90af81ccfa,us_sec_company__0a5d0f4d1ff183bd7aefcf90af81ccfa
procter & gamble co,f362c1e6665b9c8d30e0d33e00e9d721,Procter & Gamble,Tier 2,"Cincinnati, OH, USA",39.1031182,-84.5120196,Organization,Procter & Gamble,,us_sec_company,e2822cc29df1139e86747e573e36106f,us_sec_company__e2822cc29df1139e86747e573e36106f
professional diversity network,cf9c9ac5f682d2f3008993d8d77f9882,Professional Diversity Network,Other,"Chicago, IL, USA",41.8781136,-87.6297982,ForeignMinistry,Professional Diversity Network,,us_sec_company,ae4f0fb2b0e99705c98f25193ef0862d,us_sec_company__ae4f0fb2b0e99705c98f25193ef0862d
profire energy,97d41d07952e13d4e986882ed78074ab,Profire Energy,Other,"Lindon, UT, USA",40.3432857,-111.7207608,Diplomat,Profire Energy,,us_sec_company,3b553732f327971d2eba30c58957811e,us_sec_company__3b553732f327971d2eba30c58957811e
profound medical,1c15334f9fb45a77abd44d8bec09d772,Profound Medical,Other,"Mississauga, Ontario, Canada",43.5890452,-79.6441198,Consulates,Profound Medical,,us_sec_company,17ed014b77634da5a7a0c54f7d773bef,us_sec_company__17ed014b77634da5a7a0c54f7d773bef
progress software corp,3357b4b8f272671833638bd71c7ffee6,Progress Software,Other,"Bedford, MA, USA",42.4906231,-71.2760089,CompanyKeyword,Progress Software,,us_sec_company,958ab33be511df56f464a7a7c7a96ba2,us_sec_company__958ab33be511df56f464a7a7c7a96ba2
progressive corp,ff470d4a713e8b40d6e3a5179800e8d4,Progressive,Tier 2,"Mayfield Village, OH, USA",41.5519952,-81.4392828,space,Progressive,,us_sec_company,2e23b82387205bf93b9e5747c5a0a187,us_sec_company__2e23b82387205bf93b9e5747c5a0a187
prologis,8f5b03bc7f9880e799c203753f7f788c,Prologis,Other,"San Francisco, CA, USA",37.7749295,-122.4194155,space,Prologis,,us_sec_company,cbb1cbe4baf127fb08657b3dd8818fab,us_sec_company__cbb1cbe4baf127fb08657b3dd8818fab
prolung,f94c5be75e6ed61932125b49844a088b,ProLung,Other,"Salt Lake City, UT, USA",40.7607793,-111.8910474,Wells,ProLung,,us_sec_company,72e0bc52936470eade401e9edb3f5a5a,us_sec_company__72e0bc52936470eade401e9edb3f5a5a
proofpoint,c1d59ecc9635acffffd9f9afa4ee42d5,Proofpoint,Other,"Sunnyvale, CA, USA",37.36883,-122.0363496,Keyphrase,Proofpoint,,us_sec_company,64dcbd10e7d248a4c2b8acee6242a3e7,us_sec_company__64dcbd10e7d248a4c2b8acee6242a3e7
propetro holding,cd356d0cb759d7c05e7dcd1c20d5c439,ProPetro Holding,Other,"Midland, TX, USA",31.9973456,-102.0779146,Exec,ProPetro Holding,,us_sec_company,1a9aa15c7cd11f243e8610adaa31da0d,us_sec_company__1a9aa15c7cd11f243e8610adaa31da0d
prophase labs,fb017575054ddbc0c0fba8b0c7712991,ProPhase Labs,Other,"Doylestown, PA, USA",40.3101063,-75.1298939,ForeignMinister,ProPhase Labs,,us_sec_company,45b3b31cfb62632d55b5027b39b5bb04,us_sec_company__45b3b31cfb62632d55b5027b39b5bb04
proqr therapeutics nv,89b6dbf429af3f56736d2a1a584e6330,ProQR Therapeutics N.V.,Other,"Leiden, Zuid-Holland, Netherlands",52.1601144,4.4970097,Pipeline,ProQR Therapeutics N.V.,,us_sec_company,6048cb36c0245d2116f6fc6eb9419226,us_sec_company__6048cb36c0245d2116f6fc6eb9419226
pros holdings,d926057f483a971bb76225f4e8f8678d,PROS Holdings,Other,"Houston, TX, USA",29.7604267,-95.3698028,ForeignMinister,PROS Holdings,,us_sec_company,a5a94daf43e34703ca512f8ba23b9d4b,us_sec_company__a5a94daf43e34703ca512f8ba23b9d4b
prospect capital corp,6735576bd0b296d84eb3d82ec8a283b7,Prospect Capital,Other,"New York, NY, USA",40.7127753,-74.0059728,Keyphrase,Prospect Capital,,us_sec_company,64303a54607618d3c08311f0353344a3,us_sec_company__64303a54607618d3c08311f0353344a3
prosperity bancshares,f859fe8f3954daa7af693572f71f7f69,Prosperity Bancshares,Other,"Houston, TX, USA",29.7604267,-95.3698028,Shipping,Prosperity Bancshares,,us_sec_company,64e856b52ef4c147d31cf809b2b84ef9,us_sec_company__64e856b52ef4c147d31cf809b2b84ef9
protagonist therapeutics,1968021bbf417bb20ab44fd222c055d2,Protagonist Therapeutics,Other,"Newark, CA, USA",37.5299765,-122.0383968,ForeignMinister,Protagonist Therapeutics,,us_sec_company,a474a1f09f3fc3ad545f9e38ac8fff36,us_sec_company__a474a1f09f3fc3ad545f9e38ac8fff36
protalix biotherapeutics,9dfa5be3c2d6651cb64e2fdf60f99e6c,Protalix BioTherapeutics,Other,"Karmiel, Israel",32.914671,35.292417,ForeignMinistry,Protalix BioTherapeutics,,us_sec_company,dac24ffb3fb620bb277a84271549d7b0,us_sec_company__dac24ffb3fb620bb277a84271549d7b0
protective insurance corp,87198a4d957733a4a54c9909e3ec454a,Protective Insurance,Other,"Carmel, IN, USA",39.978371,-86.1180435,CompanyKeyword,Protective Insurance,,us_sec_company,0c33731135c8a928747fb8a265bf2de0,us_sec_company__0c33731135c8a928747fb8a265bf2de0
proteostasis therapeutics,53575a01c9491312164fca684070a0f2,Proteostasis Therapeutics,Other,"Boston, MA, USA",42.3600825,-71.0588801,Wells,Proteostasis Therapeutics,,us_sec_company,19d6e9f2b575caf776f052f3a2f2eebf,us_sec_company__19d6e9f2b575caf776f052f3a2f2eebf
prothena corp,06ee388512b35196d360ab2ca8beee7f,Prothena  plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,IndustryTerm,Prothena  plc,,us_sec_company,3d3b46c78c7241e569bfb2a2b35b8a9c,us_sec_company__3d3b46c78c7241e569bfb2a2b35b8a9c
proto labs,44cc03e3aa5c5c580f8c28572bb9eb12,Proto Labs,Other,"Maple Plain, MN, USA",45.0067822,-93.6555315,Keyphrase,Proto Labs,,us_sec_company,80601f120dcf6ae318bdaa1957278b92,us_sec_company__80601f120dcf6ae318bdaa1957278b92
provention bio,d6bd853cfc47f12bdd9cf1109d3025be,Provention Bio,Other,"Oldwick, NJ, USA",40.6726219,-74.7492287,ForeignMinistry,Provention Bio,,us_sec_company,7021d62f86e20529ebe079e97491630a,us_sec_company__7021d62f86e20529ebe079e97491630a
provident bancorp,0a3cf4b604c45466b3cf83ea8c3a8521,Provident Bancorp,Other,"Amesbury, MA, USA",42.8583925,-70.9300376,Media,Provident Bancorp,,us_sec_company,2d10dc94e70415390653897f423f6a49,us_sec_company__2d10dc94e70415390653897f423f6a49
provident financial holdings,6b6b37feb92ab9093e89b314542a26d6,Provident Financial Holdings,Other,"Riverside, CA, USA",33.9806005,-117.3754942,ForeignMinister,Provident Financial Holdings,,us_sec_company,950a6e0efadca5adf9370bb8e8d32bc7,us_sec_company__950a6e0efadca5adf9370bb8e8d32bc7
provident financial services,e05f9b2f0a92819d4069cad9f6e0a394,Provident Financial Services,Other,"Jersey City, NJ, USA",40.7177545,-74.0431435,Person,Provident Financial Services,,us_sec_company,81d8275deeb5bcf68378f0ce994b248f,us_sec_company__81d8275deeb5bcf68378f0ce994b248f
prudential,1f8aac41beee31501643c1197f51556e,Prudential plc,Other,"London, Greater London, UK",51.5073509,-0.1277583,IndustryTerm,Prudential plc,,us_sec_company,03afd4f71e8dd1d1275e1680261a2a0a,us_sec_company__03afd4f71e8dd1d1275e1680261a2a0a
prudential bancorp,a1ca7fe4cbd0fbf06bb7bc4893aca06b,Prudential Bancorp,Other,"Philadelphia, PA, USA",39.9525839,-75.1652215,IndustryTerm,Prudential Bancorp,,us_sec_company,84df9ee422cc483a05014501647869b1,us_sec_company__84df9ee422cc483a05014501647869b1
prudential financial,0be04bba13437140ca89cad51166743b,Prudential Financial,Tier 2,"Newark, NJ, USA",40.735657,-74.1723667,Organization,Prudential Financial,,us_sec_company,6cd947d555fd6b066a8aa24e92bc1633,us_sec_company__6cd947d555fd6b066a8aa24e92bc1633
ps business parks,65e915032a8e7d1fd0ce509af5945fd1,PS Business Parks,Other,"Glendale, CA, USA",34.1425078,-118.255075,News,PS Business Parks,,us_sec_company,14d0a44dad872e0c78b054ebff51577b,us_sec_company__14d0a44dad872e0c78b054ebff51577b
psychemedics corp,87fb8f4da52cde55f8208f1a402aa2a4,Psychemedics,Other,"Acton, MA, USA",42.4850931,-71.43284,Keyphrase,Psychemedics,,us_sec_company,d9a780da8c62386e246b448b72bf7996,us_sec_company__d9a780da8c62386e246b448b72bf7996
ptc,9f619c136db13480a2d1a46edf468ace,PTC,Other,"Boston, MA, USA",42.3600825,-71.0588801,Refinery,PTC,,us_sec_company,741d2cddfe9e5696ffdc89fab5527ce7,us_sec_company__741d2cddfe9e5696ffdc89fab5527ce7
ptc therapeutics,fc60980f0fc616677fad292bde3ace33,PTC Therapeutics,Other,"South Plainfield, NJ, USA",40.5792701,-74.4115401,Diplomat,PTC Therapeutics,,us_sec_company,3a79d9c1bdec0137c84bd3fc818e2103,us_sec_company__3a79d9c1bdec0137c84bd3fc818e2103
public service enterprise group,e8f083b5840d8f41b40063847e83b58a,Public Service Enterprise Group Incorporated,Other,"Newark, NJ, USA",40.735657,-74.1723667,Keyphrase,Public Service Enterprise Group Incorporated,,us_sec_company,060803c2db73f0d33bcc9c9908e6f846,us_sec_company__060803c2db73f0d33bcc9c9908e6f846
public storage,f70d66590edd518a99370f2fef5e84e0,Public Storage,Tier 2,"Glendale, CA, USA",34.1425078,-118.255075,Shipping,Public Storage,,us_sec_company,6cf25a1c812c9341657f5514d4daa656,us_sec_company__6cf25a1c812c9341657f5514d4daa656
