keyword,caption_name,location,topic_id,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
centauri-1,Centauri-1 communications satellite,a1432,188261,,LegislativeCommittee,Centauri-1 communications satellite,,dgm_space,50d2a824eb7f32468957ceef9a7effec,dgm_space__d5251a21b993a3b9e0a44a82cdcc12a8
centauri-2,Centauri-2 technology development satellite,a1432,188261,,Consulates,Centauri-2 technology development satellite,,dgm_space,7751411d17712ff6a502b7c52221a0de,dgm_space__38c91a988687338a76ab1df70e7933ca
optus 10,Optus 10 communications satellite,a1432,188261,,Exec,Optus 10 communications satellite,,dgm_space,a721e53bf53a8a7026eaef33a7fdb485,dgm_space__5476c784dbefdbf073e732b6bbd9c3e8
optus and defence c1,Optus and Defence C1 communications satellite,a1432,188261,,Shipping,Optus and Defence C1 communications satellite,,dgm_space,1426c892a7515009299735e89c4e2943,dgm_space__83ffa21ca88a64082e600decd31e3beb
optus d1,Optus D1 communications satellite,a1432,188261,,Legislator,Optus D1 communications satellite,,dgm_space,44f438e6fa63ad321a75a1688ad3dd0c,dgm_space__3800d4e2fc29b86174a2835dbc1e0310
optus d2,Optus D2 communications satellite,a1432,188261,,ForeignMinistry,Optus D2 communications satellite,,dgm_space,636325fc32ca96784de817cefa31659b,dgm_space__ee8a24735a7237da7cc9ae69086161dd
optus d3,Optus D3 communications satellite,a1432,188261,,DiplomaticFacilities,Optus D3 communications satellite,,dgm_space,0ca4ed5f3119a48f39d7c1bcd49ca93f,dgm_space__a6bdc9ecb992e62543bd82f93db16ed6
proxima-1,Proxima-1 technology development satellite,a1432,188261,,space,Proxima-1 technology development satellite,,dgm_space,222c51392e7e6e8110f7fbdc621b1bbc,dgm_space__f61bfe81be870291bc282dffe4214a00
proxima-2,Proxima-2 technology development satellite,a1432,188261,,FTO,Proxima-2 technology development satellite,,dgm_space,2d1f69cc0fb4d14453b278a56acd73a2,dgm_space__7c6223ded814ae7075b49a4e22286f25
raaf m2 pathfinder,RAAF M2 Pathfinder technology development satellite,a1432,188261,,Person,RAAF M2 Pathfinder technology development satellite,,dgm_space,26ddf5e67ca1123cee1a80e70990054d,dgm_space__3e77104ecb438f8e54f3e8910a780dad
raaf ms-a,RAAF MS-A technology development satellite,a1432,188261,,Diplomat,RAAF MS-A technology development satellite,,dgm_space,00bc6095d49e23d7234194956f2d203f,dgm_space__2ce712c0e829c0b907c824f4bfc8b159
sky muster 1,Sky Muster 1 communications satellite,a1432,188261,,LegislativeCommittee,Sky Muster 1 communications satellite,,dgm_space,aa246f769f88b43eb7d3cdf4d1d5fd64,dgm_space__fd78c39190327565a765f02e66fa8e36
sky muster 2,Sky Muster 2 communications satellite,a1432,188261,,LegislativeCommittee,Sky Muster 2 communications satellite,,dgm_space,37bfb97ab1bfbb5000ba6993f1fb6fdc,dgm_space__4a214a25b8629b9e190486cd1aea0a05
tugsat-1,TUGSat-1 technology development satellite,a533,188261,,Shipping,TUGSat-1 technology development satellite,,dgm_space,7e55ab1898c8a2e8596449b4ca6a38b6,dgm_space__a04ae6f14bf796d9f7d943b806aa8191
azerspace 1/africasat-1a,Azerspace 1/Africasat-1a communications satellite,a1440,188261,,Wells,Azerspace 1/Africasat-1a communications satellite,,dgm_space,baee2534a72a9569cb3ecb0935c3604b,dgm_space__89486dcf022a88ecec489e8d37c2a0f3
azerspace 2/intelsat-38,Azerspace 2/Intelsat-38 communications satellite,a1440,188261,,Consulates,Azerspace 2/Intelsat-38 communications satellite,,dgm_space,94835dc49c87fd7c6081cc3c2cba747f,dgm_space__e6430cd3a34608629897c51c29b98d3c
bangabandhu 1,Bangabandhu 1 communications satellite,a625,188261,,Shipping,Bangabandhu 1 communications satellite,,dgm_space,9b985111f678002d7d2162fd4df384db,dgm_space__00b57e75a58bdefc3477ed698cf148d9
belintersat-1,Belintersat-1 communications satellite,a1434,188261,,ForeignMinister,Belintersat-1 communications satellite,,dgm_space,a68f945228ef0f357737153a19c8fc55,dgm_space__07a4f6c7458f126d02a9a5355f6e9eba
bka 2,BKA 2 earth observation satellite,a1434,188261,,LegislativeCommittee,BKA 2 earth observation satellite,,dgm_space,80b5c61dc79e7560e494ff21e938c330,dgm_space__ccc64b6f3376f8eadb5bcc653d39f472
qarman,QARMAN space science satellite,a1442,188261,,Diplomat,QARMAN space science satellite,,dgm_space,5da142ed488e76e338fa920372a66c20,dgm_space__a02e06b65197f03241cbea98078343a8
tksat-1,TKSat-1 communications satellite,a1446,188261,,Pipeline,TKSat-1 communications satellite,,dgm_space,136f2ad784fdaaf927530dde6fac3d26,dgm_space__dd92688fac6736a0de36e9a58deeada4
amazonia-1,Amazonia-1 earth observation satellite,a491,188261,,AAEntity,Amazonia-1 earth observation satellite,,dgm_space,f2344159293780fe3dffa588492ca938,dgm_space__5410172f05df0fc8b9223c6e85a60053
brazilsat b-4,Brazilsat B-4 communications satellite,a491,188261,,Media,Brazilsat B-4 communications satellite,,dgm_space,efc665fba11976f800ecaa825132dfd0,dgm_space__9e341163fed588b76964ef31e90c39c7
nanosatc-br2,NANOSATC-BR2 earth observation satellite,a491,188261,,Diplomat,NANOSATC-BR2 earth observation satellite,,dgm_space,2a87343537e03e00b2d08d0b9997715a,dgm_space__c951bd9e56566b56382ad9d77edb409e
scd-1,SCD-1 earth observation satellite,a491,188261,,Pipeline,SCD-1 earth observation satellite,,dgm_space,ad87af31b0f194c66920fe15f8e5c855,dgm_space__5e2ad3a410ad9c680d713b0d755ec564
scd-2,SCD-2 earth observation satellite,a491,188261,,space,SCD-2 earth observation satellite,,dgm_space,6e168b92dcccc72a4b159f0ca472b1c5,dgm_space__e6fcb52394e824af69d9d22e29edcc3c
sgdc,SGDC communications satellite,a491,188261,,DiplomaticFacilities,SGDC communications satellite,,dgm_space,1d2cd9f47eeafe44d386848ffc44bf91,dgm_space__3a1912cf1567301f4fae7bf65abd9c2c
skybrasil-1,SkyBrasil-1 communications satellite,a491,188261,,Legislator,SkyBrasil-1 communications satellite,,dgm_space,0d766ed421bc0e43f51d21fef6513978,dgm_space__3ef24f72243e2d34f325cdb87f34848a
star one c1,Star One C1 communications satellite,a491,188261,,Exec,Star One C1 communications satellite,,dgm_space,bf1bf96320fcf64158d965dfd52ee06a,dgm_space__f426b1dd0b8296ddd3972e4866b3a06c
star one c2,Star One C2 communications satellite,a491,188261,,space,Star One C2 communications satellite,,dgm_space,26e1510d312ebf04b3055626f060c58d,dgm_space__ca5879d156ba4324aae0bc76f2022b35
star one c3,Star One C3 communications satellite,a491,188261,,AAEntity,Star One C3 communications satellite,,dgm_space,264bea88f77af32f1297ebc6b73822c7,dgm_space__3907acb4f00c445b8ec68f46d25311a0
star one c4,Star One C4 communications satellite,a491,188261,,Organization,Star One C4 communications satellite,,dgm_space,431b4b36892fccfbf154f567c36aa937,dgm_space__583126ff39d5d3377342734e0326f4cf
star one d1,Star One D1 communications satellite,a491,188261,,Person,Star One D1 communications satellite,,dgm_space,644e66820b567d35aa0f5a6ffe3d905e,dgm_space__27cb863addffe78962efe1fcd42154ad
bulgariasat-1,BulgariaSat-1 communications satellite,a1447,188261,,Diplomat,BulgariaSat-1 communications satellite,,dgm_space,8420a624b935bdd47015bd963bd69b56,dgm_space__9014e85feb3e52264e29c4f77282588c
anik f1,Anik F1 communications satellite,a1448,188261,,Legislator,Anik F1 communications satellite,,dgm_space,2105949b30663a5ad53b59ef385f910d,dgm_space__d47e2018f8fce6d27ed2449ab46da654
anik f1r,Anik F1R communications satellite,a1448,188261,,FTO,Anik F1R communications satellite,,dgm_space,e6cd00dda14d6e951582d158ac669c9d,dgm_space__bcca5ccc8fff6f379789e492ec3dfab4
anik f2,Anik F2 communications satellite,a1448,188261,,ForeignMinistry,Anik F2 communications satellite,,dgm_space,c46714e93649c884846eba80763031d9,dgm_space__1a8c8d5e33ae4bb269db53e59b009913
anik f3,Anik F3 communications satellite,a1448,188261,,Person,Anik F3 communications satellite,,dgm_space,025c99af3939dadd66270fde9eadab8b,dgm_space__e1210c059c6c2f8aac0f043275ec8f54
anik g1,Anik G1 communications satellite,a1448,188261,,ForeignMinistry,Anik G1 communications satellite,,dgm_space,093cae4cbe3c49dc73017ed5c26383de,dgm_space__a4194943dc6a4701142c84bde2e2fa4a
aprizesat 5,AprizeSat 5 communications satellite,a1448,188261,,IndustryTerm,AprizeSat 5 communications satellite,,dgm_space,845efdcc9b6a065de4b00c4e1f9ed0a8,dgm_space__876eb0d5078789fea81bb76caa5b7da5
aprizesat 7,AprizeSat 7 communications satellite,a1448,188261,,Legislator,AprizeSat 7 communications satellite,,dgm_space,e0dc3126e8facc10111cad84cc79b414,dgm_space__55356ced0a700f012fbdb91545694c5f
aprizesat 9,AprizeSat 9 communications/maritime tracking satellite,a1448,188261,,News,AprizeSat 9 communications/maritime tracking satellite,,dgm_space,393970fe6618a93d1509f0b3ddddb853,dgm_space__f26b38e56e4d10325dd473e347718e8c
brite-ca-1,BRITE-CA-1 space science satellite,a1448,188261,,News,BRITE-CA-1 space science satellite,,dgm_space,faaefe2fc0c2398f9cb321c007a9a773,dgm_space__d50d11de171a183f5a016e396b05255d
canx-2,CanX-2 technology development satellite,a1448,188261,,Organization,CanX-2 technology development satellite,,dgm_space,fd584bb647adb5ddc3bcb0bcc7b4c442,dgm_space__cc66a5b502341682aa43ba40955e57fd
canx-4,CanX-4 technology development satellite,a1448,188261,,Keyphrase,CanX-4 technology development satellite,,dgm_space,3c4f21042c5b13185eb826897c716f2f,dgm_space__f7ddaf3eef1f55419606a2c6e87f637b
canx-5,CanX-5 technology development satellite,a1448,188261,,Consulates,CanX-5 technology development satellite,,dgm_space,1cfdbd23141bcd6b78b8466159b9d0ea,dgm_space__c8109310927b92b97a8d40c5f71c93d4
canx-7,CanX-7 technology development satellite,a1448,188261,,Pipeline,CanX-7 technology development satellite,,dgm_space,2ea44a68b1cfa0d24c4b5c0e167a20b3,dgm_space__d42640fbf803f5f249a0c03b85040d50
cassiope,Cassiope earth science satellite,a1448,188261,,Organization,Cassiope earth science satellite,,dgm_space,898c477ad4b749b784004b59fa67220a,dgm_space__7046f9aeb0149deedaa573c68e43b7dd
ciel-2,Ciel-2 communications satellite,a1448,188261,,Keyphrase,Ciel-2 communications satellite,,dgm_space,4716ab93bf4ecfc8d45d64227ce155d5,dgm_space__1ec714e362879e6010eca21027ad97cc
exactview 1,exactView 1 communications satellite,a1448,188261,,News,exactView 1 communications satellite,,dgm_space,cddef4d507b7ac3208d78cfe57175dfb,dgm_space__6199296ff85063c2a1141d2e7941600c
exactview 6,exactView 6 communications satellite,a1448,188261,,Diplomat,exactView 6 communications satellite,,dgm_space,eaf47da3ffb71eb1d4e543fb2b336a7e,dgm_space__a1c37426eb834ca45783097e4b9f30b6
exactview 9,exactView 9 communications satellite,a1448,188261,,Person,exactView 9 communications satellite,,dgm_space,b67b098c2fd7b87e5515638ff183fbc5,dgm_space__24bf9eeba80a384fbf8bf8bd4c74fe0c
ghgsat-c1,GHGSat-C1 earth science satellite,a1448,188261,,Legislator,GHGSat-C1 earth science satellite,,dgm_space,5b3f41c92c5095bf91c536e0c116a49d,dgm_space__137878da9bdf9d32b8507d7eaf7c486b
ghgsat-c2,GHGSat-C2 earth science satellite,a1448,188261,,Wells,GHGSat-C2 earth science satellite,,dgm_space,7f9b4785faf882b14028cc0edee25c66,dgm_space__29aa05a703667059d4296db29b465f36
ghgsat-d,GHGSat-D earth science satellite,a1448,188261,,Wells,GHGSat-D earth science satellite,,dgm_space,d3826d587b40a2cc9523c29f6f5c5e2d,dgm_space__351a566dc385f2efb928974249401f47
kepler-10 baby yoda,Kepler-10 BABY YODA communications satellite,a1448,188261,,Organization,Kepler-10 BABY YODA communications satellite,,dgm_space,c145aff0cf01e8fbf168c6d71566c69c,dgm_space__12f89dd48963817dcb19aacc6c615ccb
kepler-11 daneel,Kepler-11 DANEEL communications satellite,a1448,188261,,DiplomaticFacilities,Kepler-11 DANEEL communications satellite,,dgm_space,edf2ecd0c19704a683c9aaaf6a189028,dgm_space__d52f42f9623b8e132cf4833bd41ff50e
kepler-12 boba,Kepler-12 BOBA communications satellite,a1448,188261,,IndustryTerm,Kepler-12 BOBA communications satellite,,dgm_space,0156f282bbf65dea1dac9a1b1cbf1ac2,dgm_space__a6b3bdbbffbfcb55d9f6e46aa392c993
kepler-13 lucky,Kepler-13 LUCKY communications satellite,a1448,188261,,Organization,Kepler-13 LUCKY communications satellite,,dgm_space,112b89efb8262f4bc6101061c4634143,dgm_space__24e50695725d8abf8f16f15ee3bc67d7
kepler-14 stella,Kepler-14 STELLA communications satellite,a1448,188261,,Refinery,Kepler-14 STELLA communications satellite,,dgm_space,76b07ad64ade2affac58c004dec2e422,dgm_space__45f587a97ba268b88fd1348092cbe1ce
kepler-15 sudormrf,Kepler-15 SUDORMRF communications satellite,a1448,188261,,Media,Kepler-15 SUDORMRF communications satellite,,dgm_space,8879a3a745aaa4101cabec68525fb523,dgm_space__0ad9ccefb573b434f6f4abed9c64f912
kepler-2 case,Kepler-2 CASE communications satellite,a1448,188261,,LegislativeCommittee,Kepler-2 CASE communications satellite,,dgm_space,54f769db9ac861f76ce80ec046e7682e,dgm_space__35dfae1dd6e660f876baff79a6ecdfa3
kepler-3 tars,Kepler-3 TARS communications satellite,a1448,188261,,Exec,Kepler-3 TARS communications satellite,,dgm_space,bcf6f81662fd40b8d201e65280dd7cc4,dgm_space__da2e0b2729ae696c80b766de5958d4fd
kepler-4 antilles,Kepler-4 ANTILLES communications satellite,a1448,188261,,FTO,Kepler-4 ANTILLES communications satellite,,dgm_space,64a34a95681034963aa7428dfe3a697b,dgm_space__1fc865c6bccc98564d355aeb45894993
kepler-5 amidala,Kepler-5 AMIDALA communications satellite,a1448,188261,,AAEntity,Kepler-5 AMIDALA communications satellite,,dgm_space,7b4d8917e987a024949b2c36469f22d4,dgm_space__5b8bb92c5e31a348357d82e03d22bc8d
kepler-6 rocinante,Kepler-6 ROCINANTE communications satellite,a1448,188261,,Organization,Kepler-6 ROCINANTE communications satellite,,dgm_space,2d8796138617ec205cde71e6fd10166f,dgm_space__6dba564f33841175ffdd44f716e576a9
kepler-7 c3po,Kepler-7 C3PO communications satellite,a1448,188261,,AAEntity,Kepler-7 C3PO communications satellite,,dgm_space,42740d86a148d4d883252592dc6afbf4,dgm_space__32a5335866f7a5db9737275b8ecb2f44
kepler-8 amarok,Kepler-8 AMAROK communications satellite,a1448,188261,,CompanyKeyword,Kepler-8 AMAROK communications satellite,,dgm_space,8bbedb72b53bc198baf56a99dc2de5ab,dgm_space__6676488154d67ae760ea7d114c2c02c2
kepler-9 artemis,Kepler-9 ARTEMIS communications satellite,a1448,188261,,FTO,Kepler-9 ARTEMIS communications satellite,,dgm_space,9843f160634b87d2b0883ee38635b717,dgm_space__e72bd5516e2b82d661c178208646696c
leo vantage 1,LEO Vantage 1 communications satellite,a1448,188261,,Diplomat,LEO Vantage 1 communications satellite,,dgm_space,61e1c2ca60cb8da99fe938645b09776a,dgm_space__b71408ed618746b223eb0b6c50b15699
m3msat,M3MSat earth observation satellite,a1448,188261,,ForeignMinister,M3MSat earth observation satellite,,dgm_space,f6a0695f546f672df5eec4a1f4fc5658,dgm_space__98ce40275b31577b886e56921d6c7eff
microvariability & oscillations of stars,Microvariability & Oscillations of Stars space science satellite,a1448,188261,,Refinery,Microvariability & Oscillations of Stars space science satellite,,dgm_space,289e02d75dec5b9dc0f01e1c47e17330,dgm_space__939ad6019b780114d1e4b8170af67714
neossat,NEOSSat space observation satellite,a1448,188261,,Organization,NEOSSat space observation satellite,,dgm_space,d5fcf93e691cfaf5b35577662df6987c,dgm_space__887c584a0633173c8de7a61d62dd999c
nimiq 4,Nimiq 4 communications satellite,a1448,188261,,Person,Nimiq 4 communications satellite,,dgm_space,79975c338ddb751435174095ba6e39b9,dgm_space__a5c63075aed77bd4537c1b6e679df15a
nimiq 5,Nimiq 5 communications satellite,a1448,188261,,AAEntity,Nimiq 5 communications satellite,,dgm_space,eccae754f5bd4c8f4bab78f820be4ca1,dgm_space__1f388835b4a7b2efb78a769faf05fe9e
nimiq 6,Nimiq 6 communications satellite,a1448,188261,,Exec,Nimiq 6 communications satellite,,dgm_space,9cae3abef7c7fb3a2d0b9c93b1d9911a,dgm_space__0cd82f241ff26649e5f366d7dd6884f8
radarsat-2,Radarsat-2 earth observation satellite,a1448,188261,,ForeignMinistry,Radarsat-2 earth observation satellite,,dgm_space,8092200c470de7a648c9978e0873db0c,dgm_space__cfa87e486c49698486eead49effeac71
rcm-1,RCM-1 earth observation satellite,a1448,188261,,IndustryTerm,RCM-1 earth observation satellite,,dgm_space,916e51b99ad60fb7478f5832c35ad7bd,dgm_space__7fcafdadb3cf50257ad1afe638fff12b
rcm-2,RCM-2 earth observation satellite,a1448,188261,,LegislativeCommittee,RCM-2 earth observation satellite,,dgm_space,b1ca78391052e7b2674736e5e6466206,dgm_space__3b344b3dd1b974bbea5d055d5dde2617
rcm-3,RCM-3 earth observation satellite,a1448,188261,,DiplomaticFacilities,RCM-3 earth observation satellite,,dgm_space,e961a878134c1f616882f02c1a06c5a2,dgm_space__5ca23a75059ce9d7c0e3bbefed8d157b
sapphire,Sapphire space observation satellite,a1448,188261,,Exec,Sapphire space observation satellite,,dgm_space,2ae1f04591ea6343dcddc5e8cccabde6,dgm_space__55e10c7d84697ef39247182a85655757
scisat-1,Scisat-1 space science satellite,a1448,188261,,DiplomaticFacilities,Scisat-1 space science satellite,,dgm_space,4a065f21a998ab1b3a79ebd5a857f027,dgm_space__0eb13c3e321f2a4fb67e5c90c076095c
telstar 11n,Telstar 11N communications satellite,a1448,188261,,FTO,Telstar 11N communications satellite,,dgm_space,d1b18faad397953625b01a9818680442,dgm_space__987bccb8ae068a01dba21e52894f0164
telstar 12v,Telstar 12V communications satellite,a1448,188261,,DiplomaticFacilities,Telstar 12V communications satellite,,dgm_space,bfa347178fedeb1f21a979f5ddf64d86,dgm_space__4d17ef9b2128f0ca259cef721e0f3fd3
telstar 14r,Telstar 14R communications satellite,a1448,188261,,Pipeline,Telstar 14R communications satellite,,dgm_space,1d53f3c8074749bebe324c9edc246a90,dgm_space__94d69abbdb47048b2e31fd465de2de02
telstar 18 vantage,Telstar 18 Vantage communications satellite,a1448,188261,,Legislator,Telstar 18 Vantage communications satellite,,dgm_space,0dbdc5189d56a813c01415369d9776db,dgm_space__639bec1b6b8331763b90aa2721da2256
telstar 19 vantage,Telstar 19 Vantage communications satellite,a1448,188261,,space,Telstar 19 Vantage communications satellite,,dgm_space,34a55683d053c5f973d0d58007fa4110,dgm_space__e5a9a1ece032a6c20e7c07305b1f4de5
ssot,SSOT earth observation satellite,a493,188261,,Shipping,SSOT earth observation satellite,,dgm_space,7c613d28983706d2676f1cfa9d87d138,dgm_space__3428fa36d61ab3b87094e3e9f9dc7e6f
apstar 6c,Apstar 6C communications satellite,a1433,188261,,Organization,Apstar 6C communications satellite,,dgm_space,07e569a79d3f5fa4928c13f0e8ed5179,dgm_space__ae4816811ce846b6317e5ce01cf1c7c4
apstar 6d,Apstar 6D communications satellite,a1433,188261,,space,Apstar 6D communications satellite,,dgm_space,2681d98dcd262ba1747400b7fb529d44,dgm_space__4829b83b4fcececa0c9e81cdff8023da
apstar 7,Apstar 7 communications satellite,a1433,188261,,Person,Apstar 7 communications satellite,,dgm_space,91898f0b5c5714bac702a31207526272,dgm_space__8d511391f263128f7173cb2cb6474c28
apstar 9,Apstar 9 communications satellite,a1433,188261,,AAEntity,Apstar 9 communications satellite,,dgm_space,ea98b0824b69c21191134a7ca271f4e3,dgm_space__8abf9cf2b4bb2427ccba3c3a0cbff1a3
asiasat-3s,AsiaSat-3S communications satellite,a1433,188261,,Diplomat,AsiaSat-3S communications satellite,,dgm_space,d4084e3db5f37fa74a62c092d37f6729,dgm_space__73abedf5852ecc3d2d39ce9a3a0bbdf2
asiasat-5,AsiaSat-5 communications satellite,a1433,188261,,FTO,AsiaSat-5 communications satellite,,dgm_space,66fcaa28d6c0ad0e23c06976299249bc,dgm_space__021ce08d3b65d8fd8cd555a813825702
asiasat-6,AsiaSat-6 communications satellite,a1433,188261,,FTO,AsiaSat-6 communications satellite,,dgm_space,3fae2ddaf74c13b7bec2a0d9f05e7383,dgm_space__8c90ee4fe6d3e756ad8777b06cfad57f
asiasat-7,AsiaSat-7 communications satellite,a1433,188261,,News,AsiaSat-7 communications satellite,,dgm_space,baea8ff0b9bdbe93a70ee6115f47daa8,dgm_space__b36bc4f916751743a0655c61a5d5520d
asiasat-8,AsiaSat-8 communications satellite,a1433,188261,,Consulates,AsiaSat-8 communications satellite,,dgm_space,8de91653997b000afbf200c4c30a6148,dgm_space__e5786acb571959f739d416107e15a60a
asiasat-9,AsiaSat-9 communications satellite,a1433,188261,,Refinery,AsiaSat-9 communications satellite,,dgm_space,7b17c6362d831a8c98db87d68dd9bc8a,dgm_space__3490282d064634248a6ecec1908f65f0
bdsagr-1,BDSAGR-1 earth observation satellite,a1433,188261,,Refinery,BDSAGR-1 earth observation satellite,,dgm_space,3e59c89fa2a5325346a984d2983eb153,dgm_space__2dd26be4567cfca610023bc86cb95a8d
beidou 2-12,Beidou 2-12 navigation/global positioning satellite,a1433,188261,,Shipping,Beidou 2-12 navigation/global positioning satellite,,dgm_space,69a64b347385996774d255afd19e68e3,dgm_space__a29b7c71657757e6696447970e3e506c
beidou 2-13,Beidou 2-13 navigation/global positioning satellite,a1433,188261,,CompanyKeyword,Beidou 2-13 navigation/global positioning satellite,,dgm_space,123748fc1847a28ea0b2a715d3c4449b,dgm_space__648c0bfae2700b11227741c7fe2ae8fb
beidou 2-15,Beidou 2-15 navigation/global positioning satellite,a1433,188261,,ForeignMinister,Beidou 2-15 navigation/global positioning satellite,,dgm_space,0d7444db428ff6f07c4491432c5ac33b,dgm_space__49f923840edb84b363688b38d7d948e5
beidou 2-16,Beidou 2-16 navigation/global positioning satellite,a1433,188261,,space,Beidou 2-16 navigation/global positioning satellite,,dgm_space,fb6c74a10ed5a7b8a7735d0d1c88d34a,dgm_space__7e08b1039887339738b3d07d12790dfd
beidou 2-17,Beidou 2-17 navigation/global positioning satellite,a1433,188261,,Legislator,Beidou 2-17 navigation/global positioning satellite,,dgm_space,82f25bee3521775fd75ff172007386d5,dgm_space__ff198d912649941b6b7430b3176e21b4
beidou 2-18,Beidou 2-18 navigation/global positioning satellite,a1433,188261,,ForeignMinister,Beidou 2-18 navigation/global positioning satellite,,dgm_space,3d295adaa78c82ecba903b89ffdd13e9,dgm_space__3cce766dcec5fd55c39649a1e0e8816f
beidou 3i-1s,Beidou 3I-1S navigation/global positioning satellite,a1433,188261,,ForeignMinistry,Beidou 3I-1S navigation/global positioning satellite,,dgm_space,4b41dfab539c7cf33f16875d45b37aa1,dgm_space__526c6ab05d634628dc7c6fc088f5e8c4
beidou 3i-2s,Beidou 3I-2S navigation/global positioning satellite,a1433,188261,,FTO,Beidou 3I-2S navigation/global positioning satellite,,dgm_space,3e4e12689e5496efadb0dbda047118bb,dgm_space__9f0b603fae8d10725bd8160c54993d61
beidou 3-m1,Beidou 3-M1 navigation/global positioning satellite,a1433,188261,,Organization,Beidou 3-M1 navigation/global positioning satellite,,dgm_space,5f1b90705f65cc2d9c5453eb549c9928,dgm_space__02403b071ca6329d6d94b4490f360cb7
beidou 3-23,Beidou 3-23 navigation/global positioning satellite,a1433,188261,,Refinery,Beidou 3-23 navigation/global positioning satellite,,dgm_space,401171307b8f7c3c1df37bfd2d5fb264,dgm_space__57cc4756fb2aee8c4271fca4af1f4819
beidou 3-24,Beidou 3-24 navigation/global positioning satellite,a1433,188261,,DiplomaticFacilities,Beidou 3-24 navigation/global positioning satellite,,dgm_space,3cbfa8414d251e10bda39887e809948d,dgm_space__64161527a514a8c1dd2687e0ecb331e2
beidou 3-25,Beidou 3-25 navigation/global positioning satellite,a1433,188261,,FTO,Beidou 3-25 navigation/global positioning satellite,,dgm_space,2b6e055a499d827be1414fcc638b82c2,dgm_space__20e3f5f78fd6004f14d572e267f6cdd7
beidou 3m-1s,Beidou 3M-1S navigation/global positioning satellite,a1433,188261,,Exec,Beidou 3M-1S navigation/global positioning satellite,,dgm_space,f413d172c800affb69ed166fa8eaa9cc,dgm_space__36491a5e75bfa13bbd3beec441aa0b5b
beidou 3m-2s,Beidou 3M-2S navigation/global positioning satellite,a1433,188261,,Pipeline,Beidou 3M-2S navigation/global positioning satellite,,dgm_space,cc74b745ee8d7d2ce56905ccc9d9d720,dgm_space__f5885028b7a85fad8567c4e91e75c735
beidou dw 26,Beidou DW 26 navigation/global positioning satellite,a1433,188261,,LegislativeCommittee,Beidou DW 26 navigation/global positioning satellite,,dgm_space,1228784f0fc9f9b692f32b72ff533836,dgm_space__e2046159dc8c5e7d94808f19f2dcf451
beidou dw 27,Beidou DW 27 navigation/global positioning satellite,a1433,188261,,IndustryTerm,Beidou DW 27 navigation/global positioning satellite,,dgm_space,bc77486f414a22270afd3bd71cd97d02,dgm_space__31a63537626b4bfa6aeb0a1ca9045130
beidou dw 28,Beidou DW 28 navigation/global positioning satellite,a1433,188261,,Consulates,Beidou DW 28 navigation/global positioning satellite,,dgm_space,5b25e3abefff34f70b5cd33a6928936e,dgm_space__1a23c8bca3abfa2517155f66afa2e0cc
beidou dw 29,Beidou DW 29 navigation/global positioning satellite,a1433,188261,,IndustryTerm,Beidou DW 29 navigation/global positioning satellite,,dgm_space,90758fe13943b9f5e5e4febff24cb1a2,dgm_space__24866219c28daac258b6b33cbdd0db28
beidou dw 30,Beidou DW 30 navigation/global positioning satellite,a1433,188261,,Shipping,Beidou DW 30 navigation/global positioning satellite,,dgm_space,46116d4fceed649009702e307369b4d3,dgm_space__e2342a1b6ed3a05e64d6a35282d76faa
beidou dw 31,Beidou DW 31 navigation/global positioning satellite,a1433,188261,,DiplomaticFacilities,Beidou DW 31 navigation/global positioning satellite,,dgm_space,54fb1d99429a15c80bf8d740aa7fa21f,dgm_space__7db3cc520c1cc69efd65716d5bab6eda
beidou dw 32,Beidou DW 32 navigation/global positioning satellite,a1433,188261,,Consulates,Beidou DW 32 navigation/global positioning satellite,,dgm_space,629d9e4c26d4e2c3b152eb7b6ad2444c,dgm_space__2cf6a5923d75287ebfcc2a4b9c67bcd3
beidou dw 33,Beidou DW 33 navigation/global positioning satellite,a1433,188261,,News,Beidou DW 33 navigation/global positioning satellite,,dgm_space,a4833c20dc534971cdcfb4600de80481,dgm_space__febb7261a89444d264e3262b7d8719e7
beidou dw 34,Beidou DW 34 navigation/global positioning satellite,a1433,188261,,DiplomaticFacilities,Beidou DW 34 navigation/global positioning satellite,,dgm_space,41331e0bca03a1a2aa9ec61bc689160f,dgm_space__4187c085cd0bbf7b75a67612e2829bab
beidou dw 35,Beidou DW 35 navigation/global positioning satellite,a1433,188261,,Keyphrase,Beidou DW 35 navigation/global positioning satellite,,dgm_space,6335354bb69cc7f7cc4597f9fc75bfc9,dgm_space__824b8cfedb803d6ad29c398bb7754d96
beidou dw 36,Beidou DW 36 navigation/global positioning satellite,a1433,188261,,Exec,Beidou DW 36 navigation/global positioning satellite,,dgm_space,dc192defbdd9c9d882fb14d451eca4ca,dgm_space__89f205d2f9ea410f5f784726743f2d22
beidou dw 37,Beidou DW 37 navigation/global positioning satellite,a1433,188261,,AAEntity,Beidou DW 37 navigation/global positioning satellite,,dgm_space,4ee79de574ed068fc4b7dd394c437cbc,dgm_space__6d8308a77f882701500cfce781a970a1
beidou dw 38,Beidou DW 38 navigation/global positioning satellite,a1433,188261,,Person,Beidou DW 38 navigation/global positioning satellite,,dgm_space,ccbbb2cde648e8e2e021263e0cd29044,dgm_space__56ad24479d5c2709b55b49fbe701d554
