german_text,caption_text,location_tag,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
museumsinsel,"Museumsinsel Station, Berlin, Germany","U Museumsinsel, Berlin",Organization,"Museumsinsel Station, Berlin, Germany",,s_u_bahnhof_locations,a4ce6053e78abec65ee10f9f153791f1,s_u_bahnhof_locations__a4ce6053e78abec65ee10f9f153791f1
naturkundemuseum,"Naturkundemuseum Station, Berlin, Germany","U Naturkundemuseum, Berlin",ForeignMinister,"Naturkundemuseum Station, Berlin, Germany",,s_u_bahnhof_locations,0d8e114b2fa63db0895b086cb8a7912c,s_u_bahnhof_locations__0d8e114b2fa63db0895b086cb8a7912c
nauener platz,"Nauener Platz Station, Berlin, Germany","U Nauener Platz, Berlin",Wells,"Nauener Platz Station, Berlin, Germany",,s_u_bahnhof_locations,aa1c19d7f794ec4a50f313c967a6a2ca,s_u_bahnhof_locations__aa1c19d7f794ec4a50f313c967a6a2ca
neu-westend,"Neu-Westend Station, Berlin, Germany","U Neu-Westend, Berlin",Legislator,"Neu-Westend Station, Berlin, Germany",,s_u_bahnhof_locations,d5a3e99b5370f3ce9a33c764755aff45,s_u_bahnhof_locations__d5a3e99b5370f3ce9a33c764755aff45
neukölln,"Neukolln Station, Berlin, Germany","U Neukolln, Berlin",Refinery,"Neukolln Station, Berlin, Germany",,s_u_bahnhof_locations,bffa78e10be6bfd3b6fabd6aac6d9b56,s_u_bahnhof_locations__bffa78e10be6bfd3b6fabd6aac6d9b56
nollendorfplatz,"Nollendorfplatz Station, Berlin, Germany","U Nollendorfplatz, Berlin",Wells,"Nollendorfplatz Station, Berlin, Germany",,s_u_bahnhof_locations,51192fe7f1ac61db0d3b3088b13f7324,s_u_bahnhof_locations__51192fe7f1ac61db0d3b3088b13f7324
olympia-stadion,"Olympia-Stadion Station, Berlin, Germany","U Olympia-Stadion, Berlin",Legislator,"Olympia-Stadion Station, Berlin, Germany",,s_u_bahnhof_locations,e2174310d7b42612a423f5e44fedd5a2,s_u_bahnhof_locations__e2174310d7b42612a423f5e44fedd5a2
onkel toms hütte,"Onkel Toms Hutte Station, Berlin, Germany","U Onkel Toms Hutte, Berlin",Refinery,"Onkel Toms Hutte Station, Berlin, Germany",,s_u_bahnhof_locations,e642baccc2d5f1cb17d95b1a9d6cf571,s_u_bahnhof_locations__e642baccc2d5f1cb17d95b1a9d6cf571
oranienburger tor,"Oranienburger Tor Station, Berlin, Germany","U Oranienburger Tor, Berlin",Keyphrase,"Oranienburger Tor Station, Berlin, Germany",,s_u_bahnhof_locations,4cf948dcdda4871ed7c3958554dbaf5c,s_u_bahnhof_locations__4cf948dcdda4871ed7c3958554dbaf5c
oskar-helene-heim,"Oskar-Helene-Heim Station, Berlin, Germany","U Oskar-Helene-Heim, Berlin",LegislativeCommittee,"Oskar-Helene-Heim Station, Berlin, Germany",,s_u_bahnhof_locations,6508efe847e46b3269e39a93e9a88cf4,s_u_bahnhof_locations__6508efe847e46b3269e39a93e9a88cf4
osloer straße,"Osloer Strasse Station, Berlin, Germany","U Osloer Strasse, Berlin",IndustryTerm,"Osloer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,4bcb617559a3de3c33d7f87b83f67f5a,s_u_bahnhof_locations__4bcb617559a3de3c33d7f87b83f67f5a
otisstraße,"Otisstrasse Station, Berlin, Germany","U Otisstrasse, Berlin",CompanyKeyword,"Otisstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,49404b13581a8ddee6f545efba8849f8,s_u_bahnhof_locations__49404b13581a8ddee6f545efba8849f8
pankow,"Pankow Station, Berlin, Germany","U Pankow, Berlin",Pipeline,"Pankow Station, Berlin, Germany",,s_u_bahnhof_locations,038a55eb118f8708fbac9328c7d541eb,s_u_bahnhof_locations__038a55eb118f8708fbac9328c7d541eb
pankstraße,"Pankstrasse Station, Berlin, Germany","U Pankstrasse, Berlin",space,"Pankstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,30375cfed65fa201ed80d0644cf7ded6,s_u_bahnhof_locations__30375cfed65fa201ed80d0644cf7ded6
paracelsus-bad,"Paracelsus-Bad Station, Berlin, Germany","U Paracelsus-Bad, Berlin",Legislator,"Paracelsus-Bad Station, Berlin, Germany",,s_u_bahnhof_locations,29e099bd9c9011ac5f6f6fcf31d979f4,s_u_bahnhof_locations__29e099bd9c9011ac5f6f6fcf31d979f4
paradestraße,"Paradestrasse Station, Berlin, Germany","U Paradestrasse, Berlin",Consulates,"Paradestrasse Station, Berlin, Germany",,s_u_bahnhof_locations,6f4ccc43a10f648d7e2174bf75f561cc,s_u_bahnhof_locations__6f4ccc43a10f648d7e2174bf75f561cc
parchimer allee,"Parchimer Allee Station, Berlin, Germany","U Parchimer Allee, Berlin",AAEntity,"Parchimer Allee Station, Berlin, Germany",,s_u_bahnhof_locations,cfe265a83030ab341aef277ef9436eeb,s_u_bahnhof_locations__cfe265a83030ab341aef277ef9436eeb
paulsternstraße,"Paulsternstrasse Station, Berlin, Germany","U Paulsternstrasse, Berlin",Pipeline,"Paulsternstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,ab3f9d3a2dfe24c646b0506f766b241e,s_u_bahnhof_locations__ab3f9d3a2dfe24c646b0506f766b241e
platz der luftbrücke,"Platz der Luftbrucke Station, Berlin, Germany","U Platz der Luftbrucke, Berlin",ForeignMinistry,"Platz der Luftbrucke Station, Berlin, Germany",,s_u_bahnhof_locations,86935475c8bf523ee20ecad44dcb1b89,s_u_bahnhof_locations__86935475c8bf523ee20ecad44dcb1b89
podbielskiallee,"Podbielskiallee Station, Berlin, Germany","U Podbielskiallee, Berlin",Keyphrase,"Podbielskiallee Station, Berlin, Germany",,s_u_bahnhof_locations,faee953984949818ae47c737ea8d4394,s_u_bahnhof_locations__faee953984949818ae47c737ea8d4394
potsdamer platz,"Potsdamer Platz Station, Berlin, Germany","U Potsdamer Platz, Berlin",News,"Potsdamer Platz Station, Berlin, Germany",,s_u_bahnhof_locations,ccd7c331e7f78c58830e2f0f6a9c416a,s_u_bahnhof_locations__ccd7c331e7f78c58830e2f0f6a9c416a
prinzenstraße,"Prinzenstrasse Station, Berlin, Germany","U Prinzenstrasse, Berlin",Wells,"Prinzenstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,4e1008f1c3a65feae3f0e1310309ca89,s_u_bahnhof_locations__4e1008f1c3a65feae3f0e1310309ca89
rathaus neukölln,"Rathaus Neukolln Station, Berlin, Germany","U Rathaus Neukolln, Berlin",Wells,"Rathaus Neukolln Station, Berlin, Germany",,s_u_bahnhof_locations,c20394128c66006c61ab7de532c1e4e6,s_u_bahnhof_locations__c20394128c66006c61ab7de532c1e4e6
rathaus reinickendorf,"Rathaus Reinickendorf Station, Berlin, Germany","U Rathaus Reinickendorf, Berlin",Refinery,"Rathaus Reinickendorf Station, Berlin, Germany",,s_u_bahnhof_locations,cf66c9667c3b68b8f59fa34700a73f0d,s_u_bahnhof_locations__cf66c9667c3b68b8f59fa34700a73f0d
rathaus schöneberg,"Rathaus Schoneberg Station, Berlin, Germany","U Rathaus Schoneberg, Berlin",IndustryTerm,"Rathaus Schoneberg Station, Berlin, Germany",,s_u_bahnhof_locations,3b48ebbf8f7dffebd611addd35e4e3bb,s_u_bahnhof_locations__3b48ebbf8f7dffebd611addd35e4e3bb
rathaus spandau,"Rathaus Spandau Station, Berlin, Germany","U Rathaus Spandau, Berlin",Consulates,"Rathaus Spandau Station, Berlin, Germany",,s_u_bahnhof_locations,7a13e7f23344878168f73b499c0cb663,s_u_bahnhof_locations__7a13e7f23344878168f73b499c0cb663
rathaus steglitz,"Rathaus Steglitz Station, Berlin, Germany","U Rathaus Steglitz, Berlin",IndustryTerm,"Rathaus Steglitz Station, Berlin, Germany",,s_u_bahnhof_locations,22a552271153c01aa66f349dd6846753,s_u_bahnhof_locations__22a552271153c01aa66f349dd6846753
rehberge,"Rehberge Station, Berlin, Germany","U Rehberge, Berlin",ForeignMinister,"Rehberge Station, Berlin, Germany",,s_u_bahnhof_locations,a0113f734c8e4a4c673ebf1c0ea57d31,s_u_bahnhof_locations__a0113f734c8e4a4c673ebf1c0ea57d31
reinickendorfer straße,"Reinickendorfer Strasse Station, Berlin, Germany","U Reinickendorfer Strasse, Berlin",Wells,"Reinickendorfer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,febbd00b045479780a728de249cdc786,s_u_bahnhof_locations__febbd00b045479780a728de249cdc786
residenzstraße,"Residenzstrasse Station, Berlin, Germany","U Residenzstrasse, Berlin",ForeignMinistry,"Residenzstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,5afc16d0ad3b6706443cd21f938c6f6a,s_u_bahnhof_locations__5afc16d0ad3b6706443cd21f938c6f6a
richard-wagner-platz,"Richard-Wagner-Platz Station, Berlin, Germany","U Richard-Wagner-Platz, Berlin",Person,"Richard-Wagner-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,1822c5a2563437dd2334a33e9726ffe1,s_u_bahnhof_locations__1822c5a2563437dd2334a33e9726ffe1
rohrdamm,"Rohrdamm Station, Berlin, Germany","U Rohrdamm, Berlin",LegislativeCommittee,"Rohrdamm Station, Berlin, Germany",,s_u_bahnhof_locations,c79044dc3f93dc9e5c0bba9d43a67c96,s_u_bahnhof_locations__c79044dc3f93dc9e5c0bba9d43a67c96
rosa-luxemburg-platz,"Rosa-Luxemburg-Platz Station, Berlin, Germany","U Rosa-Luxemburg-Platz, Berlin",ForeignMinister,"Rosa-Luxemburg-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,b06bfbf05a49b0423d99e6f01b460c17,s_u_bahnhof_locations__b06bfbf05a49b0423d99e6f01b460c17
rosenthaler platz,"Rosenthaler Platz Station, Berlin, Germany","U Rosenthaler Platz, Berlin",Legislator,"Rosenthaler Platz Station, Berlin, Germany",,s_u_bahnhof_locations,0ffa45656dc639a9c5901e0733a5b242,s_u_bahnhof_locations__0ffa45656dc639a9c5901e0733a5b242
rotes rathaus,"Rotes Rathaus Station, Berlin, Germany","U Rotes Rathaus, Berlin",News,"Rotes Rathaus Station, Berlin, Germany",,s_u_bahnhof_locations,16500471e6aee20d5afd09caaae59b3c,s_u_bahnhof_locations__16500471e6aee20d5afd09caaae59b3c
rüdesheimer platz,"Rudesheimer Platz Station, Berlin, Germany","U Rudesheimer Platz, Berlin",Media,"Rudesheimer Platz Station, Berlin, Germany",,s_u_bahnhof_locations,ebd48c13d9e4d29ac471f6704633e0b7,s_u_bahnhof_locations__ebd48c13d9e4d29ac471f6704633e0b7
rudow,"Rudow Station, Berlin, Germany","U Rudow, Berlin",IndustryTerm,"Rudow Station, Berlin, Germany",,s_u_bahnhof_locations,919c9c42082a0111a1b3e59bb8ede6ca,s_u_bahnhof_locations__919c9c42082a0111a1b3e59bb8ede6ca
ruhleben,"Ruhleben Station, Berlin, Germany","U Ruhleben, Berlin",LegislativeCommittee,"Ruhleben Station, Berlin, Germany",,s_u_bahnhof_locations,329143eab72653ef2a185b6a5255b22b,s_u_bahnhof_locations__329143eab72653ef2a185b6a5255b22b
samariterstraße,"Samariterstrasse Station, Berlin, Germany","U Samariterstrasse, Berlin",ForeignMinister,"Samariterstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,ca6140562fab770aed94bf610b935f13,s_u_bahnhof_locations__ca6140562fab770aed94bf610b935f13
scharnweberstraße,"Scharnweberstrasse Station, Berlin, Germany","U Scharnweberstrasse, Berlin",Keyphrase,"Scharnweberstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,79986b621279534a7a1eace5ce0c7d52,s_u_bahnhof_locations__79986b621279534a7a1eace5ce0c7d52
schillingstraße,"Schillingstrasse Station, Berlin, Germany","U Schillingstrasse, Berlin",FTO,"Schillingstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,e705d4e8841996bbd8b93ebd01f5ba90,s_u_bahnhof_locations__e705d4e8841996bbd8b93ebd01f5ba90
schlesisches tor,"Schlesisches Tor Station, Berlin, Germany","U Schlesisches Tor, Berlin",Pipeline,"Schlesisches Tor Station, Berlin, Germany",,s_u_bahnhof_locations,6a85cd0d7e7c5c1354dec100fc36ec48,s_u_bahnhof_locations__6a85cd0d7e7c5c1354dec100fc36ec48
schloßstraße,"Schlossstrasse Station, Berlin, Germany","U Schlossstrasse, Berlin",LegislativeCommittee,"Schlossstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,aa249a1415a790e1c688c933978470b4,s_u_bahnhof_locations__aa249a1415a790e1c688c933978470b4
schönhauser allee,"Schonhauser Allee Station, Berlin, Germany","U Schonhauser Allee, Berlin",Pipeline,"Schonhauser Allee Station, Berlin, Germany",,s_u_bahnhof_locations,825a13cf8c18d53e91d0ef1874b63fc5,s_u_bahnhof_locations__825a13cf8c18d53e91d0ef1874b63fc5
schönleinstraße,"Schonleinstrasse Station, Berlin, Germany","U Schonleinstrasse, Berlin",Organization,"Schonleinstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,31a3307387ecc6a21b3d29168dc0406b,s_u_bahnhof_locations__31a3307387ecc6a21b3d29168dc0406b
schwartzkopffstraße,"Schwartzkopffstrasse Station, Berlin, Germany","U Schwartzkopffstrasse, Berlin",Organization,"Schwartzkopffstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,b965c66794a7fdc769cc7c08952b092c,s_u_bahnhof_locations__b965c66794a7fdc769cc7c08952b092c
seestraße,"Seestrasse Station, Berlin, Germany","U Seestrasse, Berlin",Pipeline,"Seestrasse Station, Berlin, Germany",,s_u_bahnhof_locations,2c3f47ffbf14afd0f05446ec09e39573,s_u_bahnhof_locations__2c3f47ffbf14afd0f05446ec09e39573
senefelderplatz,"Senefelderplatz Station, Berlin, Germany","U Senefelderplatz, Berlin",Person,"Senefelderplatz Station, Berlin, Germany",,s_u_bahnhof_locations,5460748cb124875ba08ce8b82624ccd9,s_u_bahnhof_locations__5460748cb124875ba08ce8b82624ccd9
siemensdamm,"Siemensdamm Station, Berlin, Germany","U Siemensdamm, Berlin",Wells,"Siemensdamm Station, Berlin, Germany",,s_u_bahnhof_locations,b9dc670cfe3a33bc7575774efb75af14,s_u_bahnhof_locations__b9dc670cfe3a33bc7575774efb75af14
sophie-charlotte-platz,"Sophie-Charlotte-Platz Station, Berlin, Germany","U Sophie-Charlotte-Platz, Berlin",FTO,"Sophie-Charlotte-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,f7404a768a5f1520d286352487c7cdae,s_u_bahnhof_locations__f7404a768a5f1520d286352487c7cdae
spichernstraße,"Spichernstrasse Station, Berlin, Germany","U Spichernstrasse, Berlin",Diplomat,"Spichernstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,6a6c15301f53525da977e539e4757d56,s_u_bahnhof_locations__6a6c15301f53525da977e539e4757d56
spittelmarkt,"Spittelmarkt Station, Berlin, Germany","U Spittelmarkt, Berlin",News,"Spittelmarkt Station, Berlin, Germany",,s_u_bahnhof_locations,6f632fd4f212622d4b3ed33976540f4d,s_u_bahnhof_locations__6f632fd4f212622d4b3ed33976540f4d
stadtmitte,"Stadtmitte Station, Berlin, Germany","U Stadtmitte, Berlin",Shipping,"Stadtmitte Station, Berlin, Germany",,s_u_bahnhof_locations,39b9a928b5830f805cd098584b423775,s_u_bahnhof_locations__39b9a928b5830f805cd098584b423775
strausberger platz,"Strausberger Platz Station, Berlin, Germany","U Strausberger Platz, Berlin",Pipeline,"Strausberger Platz Station, Berlin, Germany",,s_u_bahnhof_locations,153653d3278e6e1b45c184628c8c8fb3,s_u_bahnhof_locations__153653d3278e6e1b45c184628c8c8fb3
südstern,"Sudstern Station, Berlin, Germany","U Sudstern, Berlin",AAEntity,"Sudstern Station, Berlin, Germany",,s_u_bahnhof_locations,01a2a16b982e76cf2870a5b94cdc8e1b,s_u_bahnhof_locations__01a2a16b982e76cf2870a5b94cdc8e1b
tempelhof,"Tempelhof Station, Berlin, Germany","U Tempelhof, Berlin",News,"Tempelhof Station, Berlin, Germany",,s_u_bahnhof_locations,128364e663a957156c4cdfd0f2affa21,s_u_bahnhof_locations__128364e663a957156c4cdfd0f2affa21
theodor-heuss-platz,"Theodor-Heuss-Platz Station, Berlin, Germany","U Theodor-Heuss-Platz, Berlin",Organization,"Theodor-Heuss-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,9215588dcc32f93352c4a9fb61e3a031,s_u_bahnhof_locations__9215588dcc32f93352c4a9fb61e3a031
tierpark,"Tierpark Station, Berlin, Germany","U Tierpark, Berlin",Refinery,"Tierpark Station, Berlin, Germany",,s_u_bahnhof_locations,29106abe5e928bf540a51e2fe0c2d845,s_u_bahnhof_locations__29106abe5e928bf540a51e2fe0c2d845
turmstraße,"Turmstrasse Station, Berlin, Germany","U Turmstrasse, Berlin",FTO,"Turmstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,d6057f76d165e8770f8a3e243540b47d,s_u_bahnhof_locations__d6057f76d165e8770f8a3e243540b47d
uhlandstraße,"Uhlandstrasse Station, Berlin, Germany","U Uhlandstrasse, Berlin",News,"Uhlandstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,107e1d689439d27095d1dc9c90688a50,s_u_bahnhof_locations__107e1d689439d27095d1dc9c90688a50
ullsteinstraße,"Ullsteinstrasse Station, Berlin, Germany","U Ullsteinstrasse, Berlin",Keyphrase,"Ullsteinstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,7085a7c76a2fde78e7c8db1605124dfb,s_u_bahnhof_locations__7085a7c76a2fde78e7c8db1605124dfb
unter den linden,"Unter den Linden Station, Berlin, Germany","U Unter den Linden, Berlin",DiplomaticFacilities,"Unter den Linden Station, Berlin, Germany",,s_u_bahnhof_locations,b0a7e058d7a68fe0bee264640ffb9aab,s_u_bahnhof_locations__b0a7e058d7a68fe0bee264640ffb9aab
viktoria-luise-platz,"Viktoria-Luise-Platz Station, Berlin, Germany","U Viktoria-Luise-Platz, Berlin",Consulates,"Viktoria-Luise-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,a70e4312312026397b30177dce065df3,s_u_bahnhof_locations__a70e4312312026397b30177dce065df3
vinetastraße,"Vinetastrasse Station, Berlin, Germany","U Vinetastrasse, Berlin",LegislativeCommittee,"Vinetastrasse Station, Berlin, Germany",,s_u_bahnhof_locations,3e38494ae238538aa03232bc97aa3ee8,s_u_bahnhof_locations__3e38494ae238538aa03232bc97aa3ee8
voltastraße,"Voltastrasse Station, Berlin, Germany","U Voltastrasse, Berlin",Keyphrase,"Voltastrasse Station, Berlin, Germany",,s_u_bahnhof_locations,987b5e39821b6be7cee3478305e7304b,s_u_bahnhof_locations__987b5e39821b6be7cee3478305e7304b
walther-schreiber-platz,"Walther-Schreiber-Platz Station, Berlin, Germany","U Walther-Schreiber-Platz, Berlin",ForeignMinister,"Walther-Schreiber-Platz Station, Berlin, Germany",,s_u_bahnhof_locations,7158beadf0d7f12fc3d77de66739313e,s_u_bahnhof_locations__7158beadf0d7f12fc3d77de66739313e
warschauer straße,"Warschauer Strasse Station, Berlin, Germany","U Warschauer Strasse, Berlin",Organization,"Warschauer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,44ef04f4e65f5ba5020f920b25d63be1,s_u_bahnhof_locations__44ef04f4e65f5ba5020f920b25d63be1
weberwiese,"Weberwiese Station, Berlin, Germany","U Weberwiese, Berlin",Person,"Weberwiese Station, Berlin, Germany",,s_u_bahnhof_locations,263dc75fe5602e06cf6609e7ab529e4d,s_u_bahnhof_locations__263dc75fe5602e06cf6609e7ab529e4d
wedding,"Wedding Station, Berlin, Germany","U Wedding, Berlin",Exec,"Wedding Station, Berlin, Germany",,s_u_bahnhof_locations,b2b41f7aeefbcac8cc5381acb682ae97,s_u_bahnhof_locations__b2b41f7aeefbcac8cc5381acb682ae97
weinmeisterstraße,"Weinmeisterstrasse Station, Berlin, Germany","U Weinmeisterstrasse, Berlin",FTO,"Weinmeisterstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,ecdab7452f867539a83524dba889a1a0,s_u_bahnhof_locations__ecdab7452f867539a83524dba889a1a0
westhafen,"Westhafen Station, Berlin, Germany","U Westhafen, Berlin",LegislativeCommittee,"Westhafen Station, Berlin, Germany",,s_u_bahnhof_locations,1e1f2f46fe39ae488e2f06759db2b437,s_u_bahnhof_locations__1e1f2f46fe39ae488e2f06759db2b437
westphalweg,"Westphalweg Station, Berlin, Germany","U Westphalweg, Berlin",Refinery,"Westphalweg Station, Berlin, Germany",,s_u_bahnhof_locations,6d07d46c59214395a39c86639c2d0301,s_u_bahnhof_locations__6d07d46c59214395a39c86639c2d0301
wilmersdorfer straße,"Wilmersdorfer Strasse Station, Berlin, Germany","U Wilmersdorfer Strasse, Berlin",DiplomaticFacilities,"Wilmersdorfer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,7931281516d33788fb2367cd3d40c1dc,s_u_bahnhof_locations__7931281516d33788fb2367cd3d40c1dc
wittenau,"Wittenau Station, Berlin, Germany","U Wittenau, Berlin",Diplomat,"Wittenau Station, Berlin, Germany",,s_u_bahnhof_locations,6bccff695cd9919c7dec617092a49b12,s_u_bahnhof_locations__6bccff695cd9919c7dec617092a49b12
wittenbergplatz,"Wittenbergplatz Station, Berlin, Germany","U Wittenbergplatz, Berlin",FTO,"Wittenbergplatz Station, Berlin, Germany",,s_u_bahnhof_locations,c43f54ddcee9bf6791016ad23599f226,s_u_bahnhof_locations__c43f54ddcee9bf6791016ad23599f226
wuhletal,"Wuhletal Station, Berlin, Germany","U Wuhletal, Berlin",Shipping,"Wuhletal Station, Berlin, Germany",,s_u_bahnhof_locations,80e7bddaa0bdc5919cd747e644bf00e8,s_u_bahnhof_locations__80e7bddaa0bdc5919cd747e644bf00e8
wutzkyallee,"Wutzkyallee Station, Berlin, Germany","U Wutzkyallee, Berlin",Keyphrase,"Wutzkyallee Station, Berlin, Germany",,s_u_bahnhof_locations,8308f4cf66e1ac2de112291077ec28ba,s_u_bahnhof_locations__8308f4cf66e1ac2de112291077ec28ba
yorckstraße,"Yorckstrasse Station, Berlin, Germany","U Yorckstrasse, Berlin",Media,"Yorckstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,91287b489c4847dbea0334eb2de9cdc0,s_u_bahnhof_locations__91287b489c4847dbea0334eb2de9cdc0
zitadelle,"Zitadelle Station, Berlin, Germany","U Zitadelle, Berlin",Consulates,"Zitadelle Station, Berlin, Germany",,s_u_bahnhof_locations,38d0a6b3c912de3008ceeac29116d65b,s_u_bahnhof_locations__38d0a6b3c912de3008ceeac29116d65b
zoologischer garten,"Zoologischer Garten Station, Berlin, Germany","U Zoologischer Garten, Berlin",FTO,"Zoologischer Garten Station, Berlin, Germany",,s_u_bahnhof_locations,1670eaf3fdb8ee54ed2641355fd5f867,s_u_bahnhof_locations__1670eaf3fdb8ee54ed2641355fd5f867
zwickauer damm,"Zwickauer Damm Station, Berlin, Germany","U Zwickauer Damm, Berlin",Wells,"Zwickauer Damm Station, Berlin, Germany",,s_u_bahnhof_locations,406c8837d75c01da977124b026a39437,s_u_bahnhof_locations__406c8837d75c01da977124b026a39437
adlershof,"Adlershof Station, Berlin, Germany","S Adlershof, Berlin",IndustryTerm,"Adlershof Station, Berlin, Germany",,s_u_bahnhof_locations,aa47b4e7e9041cd9201434db73e7258c,s_u_bahnhof_locations__aa47b4e7e9041cd9201434db73e7258c
ahrensfelde,"Ahrensfelde Station, Berlin, Germany","S Ahrensfelde, Berlin",Person,"Ahrensfelde Station, Berlin, Germany",,s_u_bahnhof_locations,2a3e9a5226adda128b005017a40d2711,s_u_bahnhof_locations__2a3e9a5226adda128b005017a40d2711
alt-reinickendorf,"Alt-Reinickendorf Station, Berlin, Germany","S Alt-Reinickendorf, Berlin",ForeignMinistry,"Alt-Reinickendorf Station, Berlin, Germany",,s_u_bahnhof_locations,dd22048f619082a318baf68a359db7d0,s_u_bahnhof_locations__dd22048f619082a318baf68a359db7d0
altglienicke,"Altglienicke Station, Berlin, Germany","S Altglienicke, Berlin",Consulates,"Altglienicke Station, Berlin, Germany",,s_u_bahnhof_locations,bb13bf9da7da4914cf0f11b77c6a0ce6,s_u_bahnhof_locations__bb13bf9da7da4914cf0f11b77c6a0ce6
anhalter bahnhof,"Anhalter Bahnhof Station, Berlin, Germany","S Anhalter Bahnhof, Berlin",DiplomaticFacilities,"Anhalter Bahnhof Station, Berlin, Germany",,s_u_bahnhof_locations,35b29a99f7ebd8988ce630f2bcb710df,s_u_bahnhof_locations__35b29a99f7ebd8988ce630f2bcb710df
attilastraße,"Attilastrasse Station, Berlin, Germany","S Attilastrasse, Berlin",Consulates,"Attilastrasse Station, Berlin, Germany",,s_u_bahnhof_locations,e5a4e992fc58217213c983b718ff0953,s_u_bahnhof_locations__e5a4e992fc58217213c983b718ff0953
babelsberg,"Babelsberg Station, Berlin, Germany","S Babelsberg, Berlin",Legislator,"Babelsberg Station, Berlin, Germany",,s_u_bahnhof_locations,40ca66cf89d91e50c5da6cbb2b89fa80,s_u_bahnhof_locations__40ca66cf89d91e50c5da6cbb2b89fa80
baumschulenweg,"Baumschulenweg Station, Berlin, Germany","S Baumschulenweg, Berlin",Pipeline,"Baumschulenweg Station, Berlin, Germany",,s_u_bahnhof_locations,e02a5a8ad5c535e8b29a04a52df9801f,s_u_bahnhof_locations__e02a5a8ad5c535e8b29a04a52df9801f
bellevue,"Bellevue Station, Berlin, Germany","S Bellevue, Berlin",CompanyKeyword,"Bellevue Station, Berlin, Germany",,s_u_bahnhof_locations,53b2f98c9dd380cd172e9b3f088f016a,s_u_bahnhof_locations__53b2f98c9dd380cd172e9b3f088f016a
bergfelde,"Bergfelde Station, Berlin, Germany","S Bergfelde, Berlin",Diplomat,"Bergfelde Station, Berlin, Germany",,s_u_bahnhof_locations,c689d27dcb379ab024cb86586ad8ee37,s_u_bahnhof_locations__c689d27dcb379ab024cb86586ad8ee37
bernau,"Bernau Station, Berlin, Germany","S Bernau, Berlin",Shipping,"Bernau Station, Berlin, Germany",,s_u_bahnhof_locations,a6b86a46bb5395de7eec72e3e6296684,s_u_bahnhof_locations__a6b86a46bb5395de7eec72e3e6296684
bernau-friedenstal,"Bernau-Friedenstal Station, Berlin, Germany","S Bernau-Friedenstal, Berlin",CompanyKeyword,"Bernau-Friedenstal Station, Berlin, Germany",,s_u_bahnhof_locations,de7b71f867662162001cdce9e4857a82,s_u_bahnhof_locations__de7b71f867662162001cdce9e4857a82
betriebsbahnhof rummelsburg,"Betriebsbahnhof Rummelsburg Station, Berlin, Germany","S Betriebsbahnhof Rummelsburg, Berlin",DiplomaticFacilities,"Betriebsbahnhof Rummelsburg Station, Berlin, Germany",,s_u_bahnhof_locations,e25a5e472d40096d764bec6a78e35be2,s_u_bahnhof_locations__e25a5e472d40096d764bec6a78e35be2
beusselstraße,"Beusselstrasse Station, Berlin, Germany","S Beusselstrasse, Berlin",News,"Beusselstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,9f180f71e15e16c7d06e9c9a9f3c8921,s_u_bahnhof_locations__9f180f71e15e16c7d06e9c9a9f3c8921
biesdorf,"Biesdorf Station, Berlin, Germany","S Biesdorf, Berlin",ForeignMinister,"Biesdorf Station, Berlin, Germany",,s_u_bahnhof_locations,3b21cf184db6e50e2c8eaa043fa89503,s_u_bahnhof_locations__3b21cf184db6e50e2c8eaa043fa89503
birkenstein,"Birkenstein Station, Berlin, Germany","S Birkenstein, Berlin",space,"Birkenstein Station, Berlin, Germany",,s_u_bahnhof_locations,8225a6d3ad3010dd9cbf540c1b4b0127,s_u_bahnhof_locations__8225a6d3ad3010dd9cbf540c1b4b0127
