term,caption_name,Type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@pmcanadien,Canadian Prime Minister,,,Canadian Prime Minister,,entertainment_mentionee,20f2fb74fcd55984c2580a23f7be4c06,entertainment_mentionee__20f2fb74fcd55984c2580a23f7be4c06
@canadianpm,Canadian Prime Minister,,,Canadian Prime Minister,,entertainment_mentionee,20f2fb74fcd55984c2580a23f7be4c06,entertainment_mentionee__20f2fb74fcd55984c2580a23f7be4c06
@sebastianpinera,Chilean President Pinera,,,Chilean President Pinera,,entertainment_mentionee,06c7f23021af885a0e4ca0e2060e53c2,entertainment_mentionee__06c7f23021af885a0e4ca0e2060e53c2
@nayibbukele,El Salvador President Bukele,,,El Salvador President Bukele,,entertainment_mentionee,b9374d0e4791ce8892f15fb7422cdf36,entertainment_mentionee__b9374d0e4791ce8892f15fb7422cdf36
@kmitsotakis,Greek Prime Minister Mitsotakis,,,Greek Prime Minister Mitsotakis,,entertainment_mentionee,e255f95366b2895f557118f638d262b7,entertainment_mentionee__e255f95366b2895f557118f638d262b7
@narendramodi,Indian Prime Minister Modi,,,Indian Prime Minister Modi,,entertainment_mentionee,2316eab578860ce8a47da407a3400fbf,entertainment_mentionee__2316eab578860ce8a47da407a3400fbf
@netanyahu,former Israeli Prime Minister Netanyahu,,,former Israeli Prime Minister Netanyahu,,entertainment_mentionee,07d0152c7998e91660ee60d0e08c1990,entertainment_mentionee__07d0152c7998e91660ee60d0e08c1990
@erna_solberg,Norwegian Prime Minister Solberg,,,Norwegian Prime Minister Solberg,,entertainment_mentionee,8304df179ce340547d8b2e55bfa87364,entertainment_mentionee__8304df179ce340547d8b2e55bfa87364
@arifalvi,Pakistani President Alvi,,,Pakistani President Alvi,,entertainment_mentionee,4148a8ce1c3de0223a241005f110eefa,entertainment_mentionee__4148a8ce1c3de0223a241005f110eefa
@clementmouamba,Congolese Prime Minister Mouamba,,,Congolese Prime Minister Mouamba,,entertainment_mentionee,6d6a7d8a8f36d2da14087adeb6f4d3ea,entertainment_mentionee__6d6a7d8a8f36d2da14087adeb6f4d3ea
@m_farmaajo,Somali President Farmaajo,,,Somali President Farmaajo,,entertainment_mentionee,714d8fbb3565db0a81020b4049347726,entertainment_mentionee__714d8fbb3565db0a81020b4049347726
@markrutte,Dutch Prime Minister Rutte,,,Dutch Prime Minister Rutte,,entertainment_mentionee,5aba855e48a75d8f232d86ecf2b16dc5,entertainment_mentionee__5aba855e48a75d8f232d86ecf2b16dc5
@georgeweahoff,Liberian President Weah,,,Liberian President Weah,,entertainment_mentionee,d8a688f266057d254290fcb1acd0a170,entertainment_mentionee__d8a688f266057d254290fcb1acd0a170
@prepublicatl,East Timorese Prime Minister Vasconcelos,,,East Timorese Prime Minister Vasconcelos,,entertainment_mentionee,b4ca474639bbadc1da9f943d76bbfffa,entertainment_mentionee__b4ca474639bbadc1da9f943d76bbfffa
@muhyiddinyassin,Malaysian Prime Minister Muhyiddin,,,Malaysian Prime Minister Muhyiddin,,entertainment_mentionee,aa41ed8c3312462044314adff5c2d41b,entertainment_mentionee__aa41ed8c3312462044314adff5c2d41b
@ukhurelsukh,Mongolian Prime Minister Khurelsukh,,,Mongolian Prime Minister Khurelsukh,,entertainment_mentionee,edb456d5c47e908392b568083e5dd49a,entertainment_mentionee__edb456d5c47e908392b568083e5dd49a
@battulgakh,Mongolian President Battulga,,,Mongolian President Battulga,,entertainment_mentionee,e3946480a4bd03343aa24ede4e2ac4c7,entertainment_mentionee__e3946480a4bd03343aa24ede4e2ac4c7
@pr_paul_biya,Cameroonian President Biya,,,Cameroonian President Biya,,entertainment_mentionee,33aa40157ff9df0124c4ed217f18299d,entertainment_mentionee__33aa40157ff9df0124c4ed217f18299d
@vanderbellen,Austrian President Van der Bellen,,,Austrian President Van der Bellen,,entertainment_mentionee,c80d483227a247b3c9d6779814e89567,entertainment_mentionee__c80d483227a247b3c9d6779814e89567
@sophie_wilmes,Belgian Foreign Minister Wilmes,,,Belgian Foreign Minister Wilmes,,entertainment_mentionee,f8bf74f1fc0d47b1c1fd54bb1707fedc,entertainment_mentionee__f8bf74f1fc0d47b1c1fd54bb1707fedc
@anastasiadescy,Cypriot President Anastasiades,,,Cypriot President Anastasiades,,entertainment_mentionee,0c024e1da4af78c2a933d37b91c906a0,entertainment_mentionee__0c024e1da4af78c2a933d37b91c906a0
@marinsanna,Finnish Prime Minister Marin,,,Finnish Prime Minister Marin,,entertainment_mentionee,2459aa7632d31571df505cca9a99c762,entertainment_mentionee__2459aa7632d31571df505cca9a99c762
@ephilippepm,former French Prime Minister Philippe,,,former French Prime Minister Philippe,,entertainment_mentionee,517da138a9dd69b7e2e450ae1d5bbd0c,entertainment_mentionee__517da138a9dd69b7e2e450ae1d5bbd0c
@adrian_hasler,Liechtenstein Prime Minister Hasler,,,Liechtenstein Prime Minister Hasler,,entertainment_mentionee,a317ddabd0cee990ddc5e807df039239,entertainment_mentionee__a317ddabd0cee990ddc5e807df039239
@presidentmt,Maltese President Vella,,,Maltese President Vella,,entertainment_mentionee,ad6bfe3f823b8f1bb6da60bb0cb463d9,entertainment_mentionee__ad6bfe3f823b8f1bb6da60bb0cb463d9
@ilirmetazyrtar,Albanian President Meta,,,Albanian President Meta,,entertainment_mentionee,9dc2ab9e93984071a096b0fcd7210c18,entertainment_mentionee__9dc2ab9e93984071a096b0fcd7210c18
@jlprdeangola,Angolan President Lourenco,,,Angolan President Lourenco,,entertainment_mentionee,3f99952e7cde28b9e46bf1d6615da178,entertainment_mentionee__3f99952e7cde28b9e46bf1d6615da178
@presidentofbg,Bulgarian President Radev,,,Bulgarian President Radev,,entertainment_mentionee,a4dc2c815e61a0043545b28613d4fff8,entertainment_mentionee__a4dc2c815e61a0043545b28613d4fff8
@carlosalvq,Costa Rican President Quesada,,,Costa Rican President Quesada,,entertainment_mentionee,762b15ca19f1d18013b8ca4b028c9aaa,entertainment_mentionee__762b15ca19f1d18013b8ca4b028c9aaa
@amadougon,former Ivorian Prime Minister Coulibaly,,,former Ivorian Prime Minister Coulibaly,,entertainment_mentionee,e4794b4a32e733fbaf01127d5750b2e6,entertainment_mentionee__e4794b4a32e733fbaf01127d5750b2e6
@alphacondepresi,Guinean President Conde,,,Guinean President Conde,,entertainment_mentionee,a070e46d609a0bdab6d1091ced1f8cf6,entertainment_mentionee__a070e46d609a0bdab6d1091ced1f8cf6
@ibrahimakfofana,Guinean Prime Minister Fofana,,,Guinean Prime Minister Fofana,,entertainment_mentionee,210bc64c1423f165fcdaefabcfa999b6,entertainment_mentionee__210bc64c1423f165fcdaefabcfa999b6
@presidentisl,Icelandic President Johannesen,,,Icelandic President Johannesen,,entertainment_mentionee,fe8b68dfcde45ee4a90616e499e15d6d,entertainment_mentionee__fe8b68dfcde45ee4a90616e499e15d6d
@rashtrapatibhvn,Indian President Kovind,,,Indian President Kovind,,entertainment_mentionee,c5fcb7ce123dfac4ab43f0e008bbd2a3,entertainment_mentionee__c5fcb7ce123dfac4ab43f0e008bbd2a3
@giuseppeconteit,Italian Prime Minister Conte,,,Italian Prime Minister Conte,,entertainment_mentionee,58270d372da39ed41ac8f0f7037964de,entertainment_mentionee__58270d372da39ed41ac8f0f7037964de
@kingabdullahii,Jordanian King Abdullah,,,Jordanian King Abdullah,,entertainment_mentionee,3df191aa3077aaf3a00017d1be6a69e3,entertainment_mentionee__3df191aa3077aaf3a00017d1be6a69e3
@se_rajoelina,Madagascar President Rajoelina,,,Madagascar President Rajoelina,,entertainment_mentionee,34cea96461b4c21e0cd3223fa8c8c2bf,entertainment_mentionee__34cea96461b4c21e0cd3223fa8c8c2bf
@pjugnauth,Mauritius Prime Minister Jugnauth,,,Mauritius Prime Minister Jugnauth,,entertainment_mentionee,e7bf9ede515c99cca952599b6310bf96,entertainment_mentionee__e7bf9ede515c99cca952599b6310bf96
@predsjednik_cg,Montengrin President Dukanovic,,,Montengrin President Dukanovic,,entertainment_mentionee,5fee89b5984c8d39a8f4f05eed83890a,entertainment_mentionee__5fee89b5984c8d39a8f4f05eed83890a
@o_spasovski,North Macedonian Prime Minister Spasovski,,,North Macedonian Prime Minister Spasovski,,entertainment_mentionee,cd26e5d574a6af4056aeb26c9a5f2189,entertainment_mentionee__cd26e5d574a6af4056aeb26c9a5f2189
@morawieckim,Polish Prime Minister Morawiecki,,,Polish Prime Minister Morawiecki,,entertainment_mentionee,6c63adb0585bda11b87521ac631042eb,entertainment_mentionee__6c63adb0585bda11b87521ac631042eb
@edngirente,Rwandan Prime Minister Ngirente,,,Rwandan Prime Minister Ngirente,,entertainment_mentionee,f3844966870e38dbca63fcfef6f4b9c6,entertainment_mentionee__f3844966870e38dbca63fcfef6f4b9c6
@presidentbio,Sierra Leonean President Bio,,,Sierra Leonean President Bio,,entertainment_mentionee,242d29c692f9c2645845b6072369a3c6,entertainment_mentionee__242d29c692f9c2645845b6072369a3c6
@allenmchastanet,St. Lucia Prime Minister Chastanet,,,St. Lucia Prime Minister Chastanet,,entertainment_mentionee,34cadd2153071a8f5fc69a9b4f257a78,entertainment_mentionee__34cadd2153071a8f5fc69a9b4f257a78
@barrowpresident,Gambian President Barrow,,,Gambian President Barrow,,entertainment_mentionee,d7af56b01f05c8a442c1164c34572005,entertainment_mentionee__d7af56b01f05c8a442c1164c34572005
@potus,US President Biden,,,US President Biden,,entertainment_mentionee,47ee719ce9b6a8bb684173536d8d3bbf,entertainment_mentionee__47ee719ce9b6a8bb684173536d8d3bbf
@drmaeensaeed,Yemeni Prime Minister Saeed,,,Yemeni Prime Minister Saeed,,entertainment_mentionee,a785f1e974d73048bbb975e04ac07bea,entertainment_mentionee__a785f1e974d73048bbb975e04ac07bea
@generalneva,Burundian President Ndayishimiye,,,Burundian President Ndayishimiye,,entertainment_mentionee,2c77ee474dc4979efdf1d023a41efad3,entertainment_mentionee__2c77ee474dc4979efdf1d023a41efad3
@firminngrebada,CAR Prime Minister Ngrebada,,,CAR Prime Minister Ngrebada,,entertainment_mentionee,1485e74f2f2de2e2284eba18a8bef31f,entertainment_mentionee__1485e74f2f2de2e2284eba18a8bef31f
@brunotshibala,DRC Prime Minister Shibala,,,DRC Prime Minister Shibala,,entertainment_mentionee,1f87e2b100f9b3705fb1a402d6796412,entertainment_mentionee__1f87e2b100f9b3705fb1a402d6796412
@mostafamadbou10,Egyptian Prime Minister Madbouly,,,Egyptian Prime Minister Madbouly,,entertainment_mentionee,9ec555d6255cb405cf0ed24f3b4797e0,entertainment_mentionee__9ec555d6255cb405cf0ed24f3b4797e0
@ratasjuri,Estonian Prime Minister Ratas,,,Estonian Prime Minister Ratas,,entertainment_mentionee,514436652262a67656a50d239267b16f,entertainment_mentionee__514436652262a67656a50d239267b16f
@kerstikaljulaid,Estonian President Kaljulaid,,,Estonian President Kaljulaid,,entertainment_mentionee,17dcf34226e524341321f44af3d11c34,entertainment_mentionee__17dcf34226e524341321f44af3d11c34
@presidentfiji,Fijian President Konrote,,,Fijian President Konrote,,entertainment_mentionee,88305bdc3f9615d46557cf8dfdedf26e,entertainment_mentionee__88305bdc3f9615d46557cf8dfdedf26e
@pm_juliennkoghe,Gabonese Prime Minister Nkoghe,,,Gabonese Prime Minister Nkoghe,,entertainment_mentionee,7d617195fa5541a521b2d0f9e09e625f,entertainment_mentionee__7d617195fa5541a521b2d0f9e09e625f
@katrinjak,Icelandic Prime Minister Jakobsdottir,,,Icelandic Prime Minister Jakobsdottir,,entertainment_mentionee,0f12dbb3ec46fd04f83bac735c3c7c27,entertainment_mentionee__0f12dbb3ec46fd04f83bac735c3c7c27
@hassan_b_diab,Lebanese Prime Minister Diab,,,Lebanese Prime Minister Diab,,entertainment_mentionee,90aea1a5ccd4fa5838bb499430a494e3,entertainment_mentionee__90aea1a5ccd4fa5838bb499430a494e3
@skvernelis_s,Lithuanian Prime Minister Skvernelis,,,Lithuanian Prime Minister Skvernelis,,entertainment_mentionee,07c7a9a1c59e8e670bcd65552a462473,entertainment_mentionee__07c7a9a1c59e8e670bcd65552a462473
@ntsayc,Madagascan Prime Minister Ntsay,,,Madagascan Prime Minister Ntsay,,entertainment_mentionee,99ecc61180d0073bfdc5e54f4747e409,entertainment_mentionee__99ecc61180d0073bfdc5e54f4747e409
@duskomarkoviccg,Montenegrin Prime Minister Markovic,,,Montenegrin Prime Minister Markovic,,entertainment_mentionee,0e4c04add508d133f8ab6cd67abb8dcb,entertainment_mentionee__0e4c04add508d133f8ab6cd67abb8dcb
@antoniocostapm,Portuguese Prime Minister Costa,,,Portuguese Prime Minister Costa,,entertainment_mentionee,58ffacd21e9dc9011fe91957c8d7336c,entertainment_mentionee__58ffacd21e9dc9011fe91957c8d7336c
@ludovic_orban,former Romanian Prime Minister Orban,,,former Romanian Prime Minister Orban,,entertainment_mentionee,937d3c70cf5dd606996c5834133d823c,entertainment_mentionee__937d3c70cf5dd606996c5834133d823c
@dannyfaure,Seychellois President Faure,,,Seychellois President Faure,,entertainment_mentionee,b82e5d9882cdca5e1b64187b82d68c0f,entertainment_mentionee__b82e5d9882cdca5e1b64187b82d68c0f
@zuzanacaputova,Slovak President Caputova,,,Slovak President Caputova,,entertainment_mentionee,56c0447bfd21d13afbdcf3ec7cf97ae8,entertainment_mentionee__56c0447bfd21d13afbdcf3ec7cf97ae8
@hassankhaire_ar,Somali Prime Minister Khayre,,,Somali Prime Minister Khayre,,entertainment_mentionee,aa442e73feac0dd5570aa8458af4af4a,entertainment_mentionee__aa442e73feac0dd5570aa8458af4af4a
@pmharriskn,Kittitian Prime Minister Harris,,,Kittitian Prime Minister Harris,,entertainment_mentionee,3e02cbfdcd86b5fef88949eb56c62796,entertainment_mentionee__3e02cbfdcd86b5fef88949eb56c62796
@minnis_dr,Bahamian Prime Minister Minnis,,,Bahamian Prime Minister Minnis,,entertainment_mentionee,afe76c511fc349d89bdc3d00cf9ce86c,entertainment_mentionee__afe76c511fc349d89bdc3d00cf9ce86c
@azali_officiel,Comorian President Assoumani,,,Comorian President Assoumani,,entertainment_mentionee,8c5375f3dbd153fcef2d54528a2053b0,entertainment_mentionee__8c5375f3dbd153fcef2d54528a2053b0
@ksklassou,Togolese Prime Minister Klassou,,,Togolese Prime Minister Klassou,,entertainment_mentionee,5880feb1219f91abb6d919900f37a00a,entertainment_mentionee__5880feb1219f91abb6d919900f37a00a
@zelenskyyua,Ukrainian President Zelensky,,,Ukrainian President Zelensky,,entertainment_mentionee,4e74cfc50ed9570188140269acfb2740,entertainment_mentionee__4e74cfc50ed9570188140269acfb2740
@edgarclungu,Zambian President Lungu,,,Zambian President Lungu,,entertainment_mentionee,a5167b7f82e292250d6251a2b4eb1541,entertainment_mentionee__a5167b7f82e292250d6251a2b4eb1541
@abiyahmedali,Ethiopian Prime Minister Abiy Ahmed,,,Ethiopian Prime Minister Abiy Ahmed,,entertainment_mentionee,f521a19bf864fb986d1476d131a5bfa4,entertainment_mentionee__f521a19bf864fb986d1476d131a5bfa4
@vonderleyen,European Commission President von der Leyen,,,European Commission President von der Leyen,,entertainment_mentionee,cb986c92aaaa179a5278b1e647d158bd,entertainment_mentionee__cb986c92aaaa179a5278b1e647d158bd
@sudanpmhamdok,Sudanese Prime Minister Hamdok,,,Sudanese Prime Minister Hamdok,,entertainment_mentionee,3b450a4e71389d22985d73d8e48c4530,entertainment_mentionee__3b450a4e71389d22985d73d8e48c4530
@s_sommaruga,Swiss President Sommaruga,,,Swiss President Sommaruga,,entertainment_mentionee,ef831735c40cab4b5649b63979880878,entertainment_mentionee__ef831735c40cab4b5649b63979880878
@alsisiofficial,Egyptian President el-Sisi,,,Egyptian President el-Sisi,,entertainment_mentionee,3afe44f6d9324c35e7d4ab796e11bf48,entertainment_mentionee__3afe44f6d9324c35e7d4ab796e11bf48
@ambrosedumile,Prime Minister of Eswatini Dlamini,,,Prime Minister of Eswatini Dlamini,,entertainment_mentionee,6d99d918242dad60030036f15e827ee2,entertainment_mentionee__6d99d918242dad60030036f15e827ee2
@frankjosh156,Fiji Prime Minister Bainimarama,,,Fiji Prime Minister Bainimarama,,entertainment_mentionee,dc5926730fade2a111829c906b0e7830,entertainment_mentionee__dc5926730fade2a111829c906b0e7830
@emmanuelmacron,French President Macron,,,French President Macron,,entertainment_mentionee,347c1bdf9c6a86aa8106718c5960662e,entertainment_mentionee__347c1bdf9c6a86aa8106718c5960662e
@hagegeingob,Namibian President Geingob,,,Namibian President Geingob,,entertainment_mentionee,30eba23075393c1a22f1097bd1a1c247,entertainment_mentionee__30eba23075393c1a22f1097bd1a1c247
@spendarovski,North Macedonian President Pendarovski,,,North Macedonian President Pendarovski,,entertainment_mentionee,ffadebac2f2d2f532e03cb16b5364523,entertainment_mentionee__ffadebac2f2d2f532e03cb16b5364523
@tommyremengesau,Palauian President Remengesau,,,Palauian President Remengesau,,entertainment_mentionee,7862d63de8deb38ab64926a820d65b70,entertainment_mentionee__7862d63de8deb38ab64926a820d65b70
@drshtayyeh,Prime Minister of Palestine Shtayyeh,,,Prime Minister of Palestine Shtayyeh,,entertainment_mentionee,94f9e4d5669d0e83c40acb8c89c4e29c,entertainment_mentionee__94f9e4d5669d0e83c40acb8c89c4e29c
@pm_gov_pg,former Papua New Guinean Prime Minister O'Neill,,,former Papua New Guinean Prime Minister O'Neill,,entertainment_mentionee,fec71f566ecc1b5da3b1afcd22d25b4b,entertainment_mentionee__fec71f566ecc1b5da3b1afcd22d25b4b
@klausiohannis,Romanian President Iohannis,,,Romanian President Iohannis,,entertainment_mentionee,35a379db7815c0811cb2f68346a926bb,entertainment_mentionee__35a379db7815c0811cb2f68346a926bb
@casareal,Spanish Royal Family,,,Spanish Royal Family,,entertainment_mentionee,a93f9d50f7832452864c639194e008a6,entertainment_mentionee__a93f9d50f7832452864c639194e008a6
@ruhakanar,Ugandan Prime Minister Rugunda,,,Ugandan Prime Minister Rugunda,,entertainment_mentionee,69eaa35715339c540e63e2dfd66b26ec,entertainment_mentionee__69eaa35715339c540e63e2dfd66b26ec
@pmbhutan,Bhutanese Prime Minister Lotay Tshering,,,Bhutanese Prime Minister Lotay Tshering,,entertainment_mentionee,de32bfc06be515bd9193622d1a2860a5,entertainment_mentionee__de32bfc06be515bd9193622d1a2860a5
@hunsencambodia,Cambodian Prime Minister Hun Sen,,,Cambodian Prime Minister Hun Sen,,entertainment_mentionee,62d743bacb4b96606752c492368f4484,entertainment_mentionee__62d743bacb4b96606752c492368f4484
@fijipm,Fiji Prime Minister Bainimarama,,,Fiji Prime Minister Bainimarama,,entertainment_mentionee,dc5926730fade2a111829c906b0e7830,entertainment_mentionee__dc5926730fade2a111829c906b0e7830
@abeshinzo,Japanese Prime Minister Abe,,,Japanese Prime Minister Abe,,entertainment_mentionee,1c92e464201a7e13ea5bf02aaeb345b1,entertainment_mentionee__1c92e464201a7e13ea5bf02aaeb345b1
@jacindaardern,New Zealand Prime Minister Ardern,,,New Zealand Prime Minister Ardern,,entertainment_mentionee,d5ce45936ce8ee9a638dde8804215b19,entertainment_mentionee__d5ce45936ce8ee9a638dde8804215b19
@rrd_davao,Philippine President Duterte,,,Philippine President Duterte,,entertainment_mentionee,38bdfc0361cda8f106346a50a4a9e202,entertainment_mentionee__38bdfc0361cda8f106346a50a4a9e202
@leehsienloong,Singapore Prime Minister Lee,,,Singapore Prime Minister Lee,,entertainment_mentionee,18f375c801b875aaec2fd65934d663fd,entertainment_mentionee__18f375c801b875aaec2fd65934d663fd
@moonriver365,South Korean President Moon,,,South Korean President Moon,,entertainment_mentionee,b30ccf82a79a759626791f666f7e6059,entertainment_mentionee__b30ccf82a79a759626791f666f7e6059
@algerianprimeminister,Algerian Prime Minister Djerad,,,Algerian Prime Minister Djerad,,entertainment_mentionee,2c52602d0e74fc6e7636bdb368706e59,entertainment_mentionee__2c52602d0e74fc6e7636bdb368706e59
@algerianpresident,Algerian President Tebboune,,,Algerian President Tebboune,,entertainment_mentionee,ff051245fbc42cefc2b2386816afcbdc,entertainment_mentionee__ff051245fbc42cefc2b2386816afcbdc
@andorranprimeminister,Andorran Prime Minister Zamora,,,Andorran Prime Minister Zamora,,entertainment_mentionee,fbf8f38ef74008a580c12fdba268ae72,entertainment_mentionee__fbf8f38ef74008a580c12fdba268ae72
@armenianpresident,Armenian President Sarkissian,,,Armenian President Sarkissian,,entertainment_mentionee,ebfa175082df6f2c6d8d85488a56bc43,entertainment_mentionee__ebfa175082df6f2c6d8d85488a56bc43
@burkinafasoprimeminister,Burkina Faso Prime Minister Dabire,,,Burkina Faso Prime Minister Dabire,,entertainment_mentionee,8876a916f3af15edbc9d50ee747e5216,entertainment_mentionee__8876a916f3af15edbc9d50ee747e5216
@cameroonianprimeminister,Cameroonian Prime Minister Ngute,,,Cameroonian Prime Minister Ngute,,entertainment_mentionee,1195df762af5d4ab12ddaace870d1e9a,entertainment_mentionee__1195df762af5d4ab12ddaace870d1e9a
@cubanprimeminister,Cuban Prime Minister Marrero,,,Cuban Prime Minister Marrero,,entertainment_mentionee,4f2c4d0e5154a914027fe46f63e4de83,entertainment_mentionee__4f2c4d0e5154a914027fe46f63e4de83
@cubanpresident,Cuban President Diaz-Canel,,,Cuban President Diaz-Canel,,entertainment_mentionee,aeab95d9b2d9fec13fa1ecba47ae908c,entertainment_mentionee__aeab95d9b2d9fec13fa1ecba47ae908c
@drcprimeminister,DRC Prime Minister Ilunga Ilunkamba,,,DRC Prime Minister Ilunga Ilunkamba,,entertainment_mentionee,45650456deac2b98ef285fe6fb09013b,entertainment_mentionee__45650456deac2b98ef285fe6fb09013b
@georgianprimeminister,Georgian Prime Minister Gakharia,,,Georgian Prime Minister Gakharia,,entertainment_mentionee,5f7b47791fed5bba87a64c1af13b3b2f,entertainment_mentionee__5f7b47791fed5bba87a64c1af13b3b2f
@georgianpresident,Georgian President Zourabichvili,,,Georgian President Zourabichvili,,entertainment_mentionee,7846cbb8c6f085fafc1eb1f82299d872,entertainment_mentionee__7846cbb8c6f085fafc1eb1f82299d872
@greekpresident,Greek President Sakellaropoulou,,,Greek President Sakellaropoulou,,entertainment_mentionee,42ecb0b43177917ada454d1992dc41c6,entertainment_mentionee__42ecb0b43177917ada454d1992dc41c6
@haitianprimeminister,Haitian Prime Minister Jouthe,,,Haitian Prime Minister Jouthe,,entertainment_mentionee,9b6b93c69589f1e2a06c18a2efa762e3,entertainment_mentionee__9b6b93c69589f1e2a06c18a2efa762e3
@iraqiprimeminister,Iraqi Prime Minister Al-Kadhimi,,,Iraqi Prime Minister Al-Kadhimi,,entertainment_mentionee,31e5e235a0cfb888e6c8d67837b4bf47,entertainment_mentionee__31e5e235a0cfb888e6c8d67837b4bf47
@latvianpresident,Latvian President Levits,,,Latvian President Levits,,entertainment_mentionee,c5b232bc8024334205ee79774f1d32d4,entertainment_mentionee__c5b232bc8024334205ee79774f1d32d4
@lithuanianpresident,Lithuanian President Nauseda,,,Lithuanian President Nauseda,,entertainment_mentionee,5a51868a8a4db9c31122fcce8252e08f,entertainment_mentionee__5a51868a8a4db9c31122fcce8252e08f
@malteseprimeminister,Maltese Prime Minister Abela,,,Maltese Prime Minister Abela,,entertainment_mentionee,e18e0a71a8c99679b44895409d032d8b,entertainment_mentionee__e18e0a71a8c99679b44895409d032d8b
@mauritanianpresident,Mauritanian President El Ghazouani,,,Mauritanian President El Ghazouani,,entertainment_mentionee,57833e315366bc80babb3d6606c64c60,entertainment_mentionee__57833e315366bc80babb3d6606c64c60
@mauritiusprimeminister,Mauritius Prime Minister Jugnauth,,,Mauritius Prime Minister Jugnauth,,entertainment_mentionee,e7bf9ede515c99cca952599b6310bf96,entertainment_mentionee__e7bf9ede515c99cca952599b6310bf96
@pakistanipresident,Pakistani President Alvi,,,Pakistani President Alvi,,entertainment_mentionee,4148a8ce1c3de0223a241005f110eefa,entertainment_mentionee__4148a8ce1c3de0223a241005f110eefa
@qatariprimeminister,Qatari Prime Minister Khalid bin Khalifa,,,Qatari Prime Minister Khalid bin Khalifa,,entertainment_mentionee,c819a09dd972458804e32b2824433327,entertainment_mentionee__c819a09dd972458804e32b2824433327
@guinea-bissauprimeminister,Guinea-Bissau Prime Minister Nabiam,,,Guinea-Bissau Prime Minister Nabiam,,entertainment_mentionee,0577f3d0ff06c9b32612a2613ab249a0,entertainment_mentionee__0577f3d0ff06c9b32612a2613ab249a0
@somaliprimeminister,Somali Prime Minister Khayre,,,Somali Prime Minister Khayre,,entertainment_mentionee,aa442e73feac0dd5570aa8458af4af4a,entertainment_mentionee__aa442e73feac0dd5570aa8458af4af4a
@thaiprimeminister,Thai Prime Minister Prayut,,,Thai Prime Minister Prayut,,entertainment_mentionee,72aad8f7eaab58cf777f7eaa5d03658c,entertainment_mentionee__72aad8f7eaab58cf777f7eaa5d03658c
@timor-lestepresident,Timor-Leste President Francisco Guterres,,,Timor-Leste President Francisco Guterres,,entertainment_mentionee,3574cb01f778ca8a17d72fbdfa480738,entertainment_mentionee__3574cb01f778ca8a17d72fbdfa480738
@timor-lesteprimeminister,Timor-Leste Prime Minister Taur Matan Ruak,,,Timor-Leste Prime Minister Taur Matan Ruak,,entertainment_mentionee,dfe8a4b3e407f450a5ef1d84b1eff78e,entertainment_mentionee__dfe8a4b3e407f450a5ef1d84b1eff78e
@tuvaluprimeminister,Tuvalu Prime Minister Natano,,,Tuvalu Prime Minister Natano,,entertainment_mentionee,f0fd6c84a1a83fbb76a7af24c8ac0d06,entertainment_mentionee__f0fd6c84a1a83fbb76a7af24c8ac0d06
@ukrainianprimeminister,Ukrainian Prime Minister Shmyhal,,,Ukrainian Prime Minister Shmyhal,,entertainment_mentionee,7be5655126faa3b8f6894e299fbc2c12,entertainment_mentionee__7be5655126faa3b8f6894e299fbc2c12
@primeministerofcanada,Prime Minister of Canada,,,Prime Minister of Canada,,entertainment_mentionee,80ff3c0fff57fa2fc8fededa034e1b80,entertainment_mentionee__80ff3c0fff57fa2fc8fededa034e1b80
@primeministerofcanada,Prime Minister of Canada,,,Prime Minister of Canada,,entertainment_mentionee,80ff3c0fff57fa2fc8fededa034e1b80,entertainment_mentionee__80ff3c0fff57fa2fc8fededa034e1b80
@presidentoftherepublicofchile,President of Chile Sebastian Pinera,,,President of Chile Sebastian Pinera,,entertainment_mentionee,ad20e0af4fc9f1912f8fbbf74faf5ecc,entertainment_mentionee__ad20e0af4fc9f1912f8fbbf74faf5ecc
@presidentofelsalvador,El Salvador President Bukele,,,El Salvador President Bukele,,entertainment_mentionee,b9374d0e4791ce8892f15fb7422cdf36,entertainment_mentionee__b9374d0e4791ce8892f15fb7422cdf36
@greekprimeminister,Greek Prime Minister Mitsotakis,,,Greek Prime Minister Mitsotakis,,entertainment_mentionee,e255f95366b2895f557118f638d262b7,entertainment_mentionee__e255f95366b2895f557118f638d262b7
@primeministerofindia,Indian Prime Minister Narendra Modi,,,Indian Prime Minister Narendra Modi,,entertainment_mentionee,4ebc84b0d08dcf3d1e23b57884738fd7,entertainment_mentionee__4ebc84b0d08dcf3d1e23b57884738fd7
@israeliprimeminister,Israeli Prime Minister Bennett,,,Israeli Prime Minister Bennett,,entertainment_mentionee,92c6c63dc875deb0c0615cfaabb0a554,entertainment_mentionee__92c6c63dc875deb0c0615cfaabb0a554
@primeministerofnorway,Norwegian Prime Minister Erna Solberg,,,Norwegian Prime Minister Erna Solberg,,entertainment_mentionee,bcbe37168b802d9d7befc5c80aa85e12,entertainment_mentionee__bcbe37168b802d9d7befc5c80aa85e12
@presidentofpakistan,Pakistani President Arif Alvi,,,Pakistani President Arif Alvi,,entertainment_mentionee,4a311972e74aef222ae739a353ceaae5,entertainment_mentionee__4a311972e74aef222ae739a353ceaae5
