keyword,caption,topic,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
comment crew,China-affiliated Comment Crew,188349,Refinery,China-affiliated Comment Crew,,IOC_Mapping_File_Hasthags_Keywords,9ac10bc314979af9227109560702e3fd,IOC_Mapping_File_Hasthags_Keywords__9ac10bc314979af9227109560702e3fd
comment group,China-affiliated Comment Group,188349,Exec,China-affiliated Comment Group,,IOC_Mapping_File_Hasthags_Keywords,161b4929b720f4b3b72c1483b8d1a0d2,IOC_Mapping_File_Hasthags_Keywords__161b4929b720f4b3b72c1483b8d1a0d2
comment panda,China-affiliated Comment Panda,188349,Media,China-affiliated Comment Panda,,IOC_Mapping_File_Hasthags_Keywords,6c5f865f8c7577dc2f445d0556281f2d,IOC_Mapping_File_Hasthags_Keywords__6c5f865f8c7577dc2f445d0556281f2d
commentcrew,China-affiliated Comment Crew,188349,Legislator,China-affiliated Comment Crew,,IOC_Mapping_File_Hasthags_Keywords,9ac10bc314979af9227109560702e3fd,IOC_Mapping_File_Hasthags_Keywords__9ac10bc314979af9227109560702e3fd
commentgroup,China-affiliated Comment Group,188349,FTO,China-affiliated Comment Group,,IOC_Mapping_File_Hasthags_Keywords,161b4929b720f4b3b72c1483b8d1a0d2,IOC_Mapping_File_Hasthags_Keywords__161b4929b720f4b3b72c1483b8d1a0d2
commentpanda,China-affiliated Comment Panda,188349,Media,China-affiliated Comment Panda,,IOC_Mapping_File_Hasthags_Keywords,6c5f865f8c7577dc2f445d0556281f2d,IOC_Mapping_File_Hasthags_Keywords__6c5f865f8c7577dc2f445d0556281f2d
conti,Conti ransomware,188366,Shipping,Conti ransomware,,IOC_Mapping_File_Hasthags_Keywords,6ba632a49d9e504bad1fde6f9281a2db,IOC_Mapping_File_Hasthags_Keywords__6ba632a49d9e504bad1fde6f9281a2db
covenant,Covenant C2 framework,188368,Consulates,Covenant C2 framework,,IOC_Mapping_File_Hasthags_Keywords,03ec874911371ceffc082fecd44b66ee,IOC_Mapping_File_Hasthags_Keywords__03ec874911371ceffc082fecd44b66ee
copykittens,Iran-affiliated Copy Kittens,188349,ForeignMinister,Iran-affiliated Copy Kittens,,IOC_Mapping_File_Hasthags_Keywords,c59cde4efe9e801cea813c13ba3b2abb,IOC_Mapping_File_Hasthags_Keywords__c59cde4efe9e801cea813c13ba3b2abb
cozy bear,Russia-affiliated Cozy Bear,188349,CompanyKeyword,Russia-affiliated Cozy Bear,,IOC_Mapping_File_Hasthags_Keywords,f6473ab02d9166b88753bc19115fe957,IOC_Mapping_File_Hasthags_Keywords__f6473ab02d9166b88753bc19115fe957
cozybear,Russia-affiliated Cozy Bear,188349,Wells,Russia-affiliated Cozy Bear,,IOC_Mapping_File_Hasthags_Keywords,f6473ab02d9166b88753bc19115fe957,IOC_Mapping_File_Hasthags_Keywords__f6473ab02d9166b88753bc19115fe957
cozyduke,Russia-affiliated Cozy Duke,188349,Organization,Russia-affiliated Cozy Duke,,IOC_Mapping_File_Hasthags_Keywords,45baf061fcf6ad839d0d49d90dbf1688,IOC_Mapping_File_Hasthags_Keywords__45baf061fcf6ad839d0d49d90dbf1688
crimsonrat,Crimson RAT,188368,ForeignMinister,Crimson RAT,,IOC_Mapping_File_Hasthags_Keywords,87ba4072f1857dced80afcbbbfc34d0d,IOC_Mapping_File_Hasthags_Keywords__87ba4072f1857dced80afcbbbfc34d0d
crimson,Crimson RAT,188368,News,Crimson RAT,,IOC_Mapping_File_Hasthags_Keywords,87ba4072f1857dced80afcbbbfc34d0d,IOC_Mapping_File_Hasthags_Keywords__87ba4072f1857dced80afcbbbfc34d0d
cripton7zp,Cripton7zp ransomware,188366,Exec,Cripton7zp ransomware,,IOC_Mapping_File_Hasthags_Keywords,3d28f2cb396cbc8d2af0fe97cc390aec,IOC_Mapping_File_Hasthags_Keywords__3d28f2cb396cbc8d2af0fe97cc390aec
crylock,CryLock ransomware,188366,space,CryLock ransomware,,IOC_Mapping_File_Hasthags_Keywords,2a974d84c26b6f0a4ac88bbc17644c4a,IOC_Mapping_File_Hasthags_Keywords__2a974d84c26b6f0a4ac88bbc17644c4a
cryptbot,CryptBot trojan,188368,Exec,CryptBot trojan,,IOC_Mapping_File_Hasthags_Keywords,74f10442526e6a99db4d86c85bd31d44,IOC_Mapping_File_Hasthags_Keywords__74f10442526e6a99db4d86c85bd31d44
cryptohauler,CryptoHauler ransomware,188366,Consulates,CryptoHauler ransomware,,IOC_Mapping_File_Hasthags_Keywords,2c51b39227d70999d8fc8d318b30d657,IOC_Mapping_File_Hasthags_Keywords__2c51b39227d70999d8fc8d318b30d657
crysis,Crysis ransomware,188366,FTO,Crysis ransomware,,IOC_Mapping_File_Hasthags_Keywords,b3b7ba1acf6b9a4b62966b7c5c96d527,IOC_Mapping_File_Hasthags_Keywords__b3b7ba1acf6b9a4b62966b7c5c96d527
cutwail,Cutwail malware,188368,Diplomat,Cutwail malware,,IOC_Mapping_File_Hasthags_Keywords,9fbd0583c50cf76bd82a5dffa6a033ce,IOC_Mapping_File_Hasthags_Keywords__9fbd0583c50cf76bd82a5dffa6a033ce
cvnx,China-affiliated CVNX,188349,Legislator,China-affiliated CVNX,,IOC_Mapping_File_Hasthags_Keywords,98f2ab2d2ea8e70aebb9af504dca9a66,IOC_Mapping_File_Hasthags_Keywords__98f2ab2d2ea8e70aebb9af504dca9a66
dark caracal,Lebanon-affiliated Dark Caracal,188349,Keyphrase,Lebanon-affiliated Dark Caracal,,IOC_Mapping_File_Hasthags_Keywords,0fa496a5b1c00ee5520919f407d5aaa8,IOC_Mapping_File_Hasthags_Keywords__0fa496a5b1c00ee5520919f407d5aaa8
darkcaracal,Lebanon-affiliated Dark Caracal,188349,Refinery,Lebanon-affiliated Dark Caracal,,IOC_Mapping_File_Hasthags_Keywords,0fa496a5b1c00ee5520919f407d5aaa8,IOC_Mapping_File_Hasthags_Keywords__0fa496a5b1c00ee5520919f407d5aaa8
darkhotel,Darkhotel,188349,ForeignMinister,Darkhotel,,IOC_Mapping_File_Hasthags_Keywords,dff44f6405240243157959c8e892d3c7,IOC_Mapping_File_Hasthags_Keywords__dff44f6405240243157959c8e892d3c7
darkhydrus,Dark Hydrus,188349,FTO,Dark Hydrus,,IOC_Mapping_File_Hasthags_Keywords,c046c2b45c10cebbfde5aea08fac9506,IOC_Mapping_File_Hasthags_Keywords__c046c2b45c10cebbfde5aea08fac9506
darkside,Darkside ransomware,188366,DiplomaticFacilities,Darkside ransomware,,IOC_Mapping_File_Hasthags_Keywords,519fa474e0aab63d060769351b5fdf3b,IOC_Mapping_File_Hasthags_Keywords__519fa474e0aab63d060769351b5fdf3b
dcstealer,DC stealer,188368,ForeignMinister,DC stealer,,IOC_Mapping_File_Hasthags_Keywords,b55e9abd9700126cbfde0d32a62be0d4,IOC_Mapping_File_Hasthags_Keywords__b55e9abd9700126cbfde0d32a62be0d4
darkvishnya,DarkVishnya,188349,Diplomat,DarkVishnya,,IOC_Mapping_File_Hasthags_Keywords,517f5b022d60040aa3fac82ae0d4377d,IOC_Mapping_File_Hasthags_Keywords__517f5b022d60040aa3fac82ae0d4377d
dcrat,DC RAT,188368,Consulates,DC RAT,,IOC_Mapping_File_Hasthags_Keywords,041a716803a6a99a292cf4d43ab290b5,IOC_Mapping_File_Hasthags_Keywords__041a716803a6a99a292cf4d43ab290b5
deep panda,China-affiliated Deep Panda,188349,Keyphrase,China-affiliated Deep Panda,,IOC_Mapping_File_Hasthags_Keywords,7ad783874444ae721713b87bc8b479d1,IOC_Mapping_File_Hasthags_Keywords__7ad783874444ae721713b87bc8b479d1
deeppanda,China-affiliated Deep Panda,188349,Pipeline,China-affiliated Deep Panda,,IOC_Mapping_File_Hasthags_Keywords,7ad783874444ae721713b87bc8b479d1,IOC_Mapping_File_Hasthags_Keywords__7ad783874444ae721713b87bc8b479d1
deputy dog,China-affiliated Deputy Dog,188349,Refinery,China-affiliated Deputy Dog,,IOC_Mapping_File_Hasthags_Keywords,714d8ad2566c6c2165a10f7c01b35937,IOC_Mapping_File_Hasthags_Keywords__714d8ad2566c6c2165a10f7c01b35937
deputydog,China-affiliated Deputy Dog,188349,IndustryTerm,China-affiliated Deputy Dog,,IOC_Mapping_File_Hasthags_Keywords,714d8ad2566c6c2165a10f7c01b35937,IOC_Mapping_File_Hasthags_Keywords__714d8ad2566c6c2165a10f7c01b35937
dharma,Dharma ransomware,188366,CompanyKeyword,Dharma ransomware,,IOC_Mapping_File_Hasthags_Keywords,5f9497be10a77df45f6182fe7044a433,IOC_Mapping_File_Hasthags_Keywords__5f9497be10a77df45f6182fe7044a433
diamondfox,DiamondFox,188368,Person,DiamondFox,,IOC_Mapping_File_Hasthags_Keywords,5766984dce77ba11361a57e6cb96a253,IOC_Mapping_File_Hasthags_Keywords__5766984dce77ba11361a57e6cb96a253
diceloader,Dice loader,188368,Pipeline,Dice loader,,IOC_Mapping_File_Hasthags_Keywords,d2abe3a2d7f5f4d5e5e9a009653e9007,IOC_Mapping_File_Hasthags_Keywords__d2abe3a2d7f5f4d5e5e9a009653e9007
djvu,Djvu ransomware,188366,AAEntity,Djvu ransomware,,IOC_Mapping_File_Hasthags_Keywords,0f5f61e08bd8002a84993b67ae04ce6c,IOC_Mapping_File_Hasthags_Keywords__0f5f61e08bd8002a84993b67ae04ce6c
dnscalc,China-affiliated DNSCALC,188349,Wells,China-affiliated DNSCALC,,IOC_Mapping_File_Hasthags_Keywords,a842575703ecbaefa4e066b446331c8a,IOC_Mapping_File_Hasthags_Keywords__a842575703ecbaefa4e066b446331c8a
donot,Donot Team,188349,DiplomaticFacilities,Donot Team,,IOC_Mapping_File_Hasthags_Keywords,99fbbd6af9c66cb349ec4af08d9600b2,IOC_Mapping_File_Hasthags_Keywords__99fbbd6af9c66cb349ec4af08d9600b2
doppelpaymer,DoppelPaymer ransomware,188366,Organization,DoppelPaymer ransomware,,IOC_Mapping_File_Hasthags_Keywords,9dcf0a200db24fc0770fdb2ab2d33fc5,IOC_Mapping_File_Hasthags_Keywords__9dcf0a200db24fc0770fdb2ab2d33fc5
dragonfish,DRAGONFISH,188349,Pipeline,DRAGONFISH,,IOC_Mapping_File_Hasthags_Keywords,09418f46539766d874b4cf37d8dafdb3,IOC_Mapping_File_Hasthags_Keywords__09418f46539766d874b4cf37d8dafdb3
dragonfly,Russia-affiliated Dragonfly,188349,CompanyKeyword,Russia-affiliated Dragonfly,,IOC_Mapping_File_Hasthags_Keywords,ac701e7eebaf7eed5bad4231f6847713,IOC_Mapping_File_Hasthags_Keywords__ac701e7eebaf7eed5bad4231f6847713
dragonfly 2 0,Russia-affiliated Dragonfly 2.0,188349,Consulates,Russia-affiliated Dragonfly 2.0,,IOC_Mapping_File_Hasthags_Keywords,98a0da169ae940bc10869d3117013359,IOC_Mapping_File_Hasthags_Keywords__98a0da169ae940bc10869d3117013359
dragonfly2 0,Russia-affiliated Dragonfly 2.0,188349,Exec,Russia-affiliated Dragonfly 2.0,,IOC_Mapping_File_Hasthags_Keywords,98a0da169ae940bc10869d3117013359,IOC_Mapping_File_Hasthags_Keywords__98a0da169ae940bc10869d3117013359
dragonok,DragonOK,188349,Diplomat,DragonOK,,IOC_Mapping_File_Hasthags_Keywords,106f20cf89c6d22958b26d61101333b3,IOC_Mapping_File_Hasthags_Keywords__106f20cf89c6d22958b26d61101333b3
dridex,Dridex malware,188368,Media,Dridex malware,,IOC_Mapping_File_Hasthags_Keywords,b386fceb713746deaa7d2d28ebcec6f8,IOC_Mapping_File_Hasthags_Keywords__b386fceb713746deaa7d2d28ebcec6f8
dropping elephant,India-affiliated Dropping Elephant,188349,Diplomat,India-affiliated Dropping Elephant,,IOC_Mapping_File_Hasthags_Keywords,fced10ffb33ef97c91c4ca80bd13c84a,IOC_Mapping_File_Hasthags_Keywords__fced10ffb33ef97c91c4ca80bd13c84a
droppingelephant,India-affiliated Dropping Elephant,188349,DiplomaticFacilities,India-affiliated Dropping Elephant,,IOC_Mapping_File_Hasthags_Keywords,fced10ffb33ef97c91c4ca80bd13c84a,IOC_Mapping_File_Hasthags_Keywords__fced10ffb33ef97c91c4ca80bd13c84a
dust storm,Dust Storm,188349,Keyphrase,Dust Storm,,IOC_Mapping_File_Hasthags_Keywords,35b00b369e1857d3202fca99e1b301c3,IOC_Mapping_File_Hasthags_Keywords__35b00b369e1857d3202fca99e1b301c3
duststorm,Dust Storm,188349,LegislativeCommittee,Dust Storm,,IOC_Mapping_File_Hasthags_Keywords,35b00b369e1857d3202fca99e1b301c3,IOC_Mapping_File_Hasthags_Keywords__35b00b369e1857d3202fca99e1b301c3
dynamite panda,China-affiliated Dynamite Panda,188349,FTO,China-affiliated Dynamite Panda,,IOC_Mapping_File_Hasthags_Keywords,b6e396acaa4290c94801c8eb404c3342,IOC_Mapping_File_Hasthags_Keywords__b6e396acaa4290c94801c8eb404c3342
dynamitepanda,China-affiliated Dynamite Panda,188349,News,China-affiliated Dynamite Panda,,IOC_Mapping_File_Hasthags_Keywords,b6e396acaa4290c94801c8eb404c3342,IOC_Mapping_File_Hasthags_Keywords__b6e396acaa4290c94801c8eb404c3342
dyncalc,China-affiliated DynCalc,188349,Wells,China-affiliated DynCalc,,IOC_Mapping_File_Hasthags_Keywords,797c93167e53ad9681b6ebed104dd45e,IOC_Mapping_File_Hasthags_Keywords__797c93167e53ad9681b6ebed104dd45e
el machete,El Machete,188349,IndustryTerm,El Machete,,IOC_Mapping_File_Hasthags_Keywords,bfa0d77d2a3be44f9c32ee0836d0bfbd,IOC_Mapping_File_Hasthags_Keywords__bfa0d77d2a3be44f9c32ee0836d0bfbd
elderwood,China-affiliated Elderwood,188349,CompanyKeyword,China-affiliated Elderwood,,IOC_Mapping_File_Hasthags_Keywords,f544555ff6f717469575789f52c15979,IOC_Mapping_File_Hasthags_Keywords__f544555ff6f717469575789f52c15979
elderwood gang,China-affiliated Elderwood Gang,188349,ForeignMinister,China-affiliated Elderwood Gang,,IOC_Mapping_File_Hasthags_Keywords,2a2f90ada772f254adda4a116e64d429,IOC_Mapping_File_Hasthags_Keywords__2a2f90ada772f254adda4a116e64d429
elderwoodgang,China-affiliated Elderwood Gang,188349,IndustryTerm,China-affiliated Elderwood Gang,,IOC_Mapping_File_Hasthags_Keywords,2a2f90ada772f254adda4a116e64d429,IOC_Mapping_File_Hasthags_Keywords__2a2f90ada772f254adda4a116e64d429
electrum,Russia-affiliated ELECTRUM,188349,IndustryTerm,Russia-affiliated ELECTRUM,,IOC_Mapping_File_Hasthags_Keywords,f4c4a17ab5d26d21fa02e058ff5ab661,IOC_Mapping_File_Hasthags_Keywords__f4c4a17ab5d26d21fa02e058ff5ab661
elfin,Iran-affiliated Elfin,188349,AAEntity,Iran-affiliated Elfin,,IOC_Mapping_File_Hasthags_Keywords,ffa025c90db82da1e9c6aaa793f683fd,IOC_Mapping_File_Hasthags_Keywords__ffa025c90db82da1e9c6aaa793f683fd
elmachete,El Machete,188349,ForeignMinister,El Machete,,IOC_Mapping_File_Hasthags_Keywords,bfa0d77d2a3be44f9c32ee0836d0bfbd,IOC_Mapping_File_Hasthags_Keywords__bfa0d77d2a3be44f9c32ee0836d0bfbd
emissary panda,China-affiliated Emissary Panda,188349,LegislativeCommittee,China-affiliated Emissary Panda,,IOC_Mapping_File_Hasthags_Keywords,247dd76010b75704b6a52d2d5c064785,IOC_Mapping_File_Hasthags_Keywords__247dd76010b75704b6a52d2d5c064785
emissarypanda,China-affiliated Emissary Panda,188349,Media,China-affiliated Emissary Panda,,IOC_Mapping_File_Hasthags_Keywords,247dd76010b75704b6a52d2d5c064785,IOC_Mapping_File_Hasthags_Keywords__247dd76010b75704b6a52d2d5c064785
emotet,Emotet malware,188368,News,Emotet malware,,IOC_Mapping_File_Hasthags_Keywords,17342f94fe85cd09d5d984b5831528c5,IOC_Mapping_File_Hasthags_Keywords__17342f94fe85cd09d5d984b5831528c5
empire,Empire trojan,188368,DiplomaticFacilities,Empire trojan,,IOC_Mapping_File_Hasthags_Keywords,646703215c0ab0c3cf1feb67e97811e8,IOC_Mapping_File_Hasthags_Keywords__646703215c0ab0c3cf1feb67e97811e8
energetic bear,Russia-affiliated Energetic Bear,188349,ForeignMinister,Russia-affiliated Energetic Bear,,IOC_Mapping_File_Hasthags_Keywords,833e45ab4eb465eb1b2cc4c3daa9c38d,IOC_Mapping_File_Hasthags_Keywords__833e45ab4eb465eb1b2cc4c3daa9c38d
energeticbear,Russia-affiliated Energetic Bear,188349,Refinery,Russia-affiliated Energetic Bear,,IOC_Mapping_File_Hasthags_Keywords,833e45ab4eb465eb1b2cc4c3daa9c38d,IOC_Mapping_File_Hasthags_Keywords__833e45ab4eb465eb1b2cc4c3daa9c38d
everest,Everest ransomware,188366,Legislator,Everest ransomware,,IOC_Mapping_File_Hasthags_Keywords,4246675af2f7725fb923b26922594855,IOC_Mapping_File_Hasthags_Keywords__4246675af2f7725fb923b26922594855
evilnum,Evilnum malware,188368,Legislator,Evilnum malware,,IOC_Mapping_File_Hasthags_Keywords,27625fd43e0a95c3a67e8ddc081d0e2e,IOC_Mapping_File_Hasthags_Keywords__27625fd43e0a95c3a67e8ddc081d0e2e
fancy bear,Russia-affiliated Fancy Bear,188349,ForeignMinistry,Russia-affiliated Fancy Bear,,IOC_Mapping_File_Hasthags_Keywords,5b016d021b32c6af391a37aa704db390,IOC_Mapping_File_Hasthags_Keywords__5b016d021b32c6af391a37aa704db390
fancybear,Russia-affiliated Fancy Bear,188349,FTO,Russia-affiliated Fancy Bear,,IOC_Mapping_File_Hasthags_Keywords,5b016d021b32c6af391a37aa704db390,IOC_Mapping_File_Hasthags_Keywords__5b016d021b32c6af391a37aa704db390
feodo,Feodo botnet,188368,FTO,Feodo botnet,,IOC_Mapping_File_Hasthags_Keywords,284fb6320b47ce6c9f6a6fbb13bf7255,IOC_Mapping_File_Hasthags_Keywords__284fb6320b47ce6c9f6a6fbb13bf7255
ficker,Ficker stealer,188368,Legislator,Ficker stealer,,IOC_Mapping_File_Hasthags_Keywords,877ad70dfee3b25ec00a544f0b666249,IOC_Mapping_File_Hasthags_Keywords__877ad70dfee3b25ec00a544f0b666249
fin11,FIN11,188349,AAEntity,FIN11,,IOC_Mapping_File_Hasthags_Keywords,bff12b78ba225d20a368c353ce28bc12,IOC_Mapping_File_Hasthags_Keywords__bff12b78ba225d20a368c353ce28bc12
fin10,FIN10,188349,Person,FIN10,,IOC_Mapping_File_Hasthags_Keywords,bafbf3d1d971c701c5fcc0a42751b633,IOC_Mapping_File_Hasthags_Keywords__bafbf3d1d971c701c5fcc0a42751b633
fin4,FIN4,188349,Wells,FIN4,,IOC_Mapping_File_Hasthags_Keywords,77f2ab704898b5917645c9de9e3b8b7b,IOC_Mapping_File_Hasthags_Keywords__77f2ab704898b5917645c9de9e3b8b7b
fin5,FIN5,188349,Organization,FIN5,,IOC_Mapping_File_Hasthags_Keywords,8bbda4174ad6455dfbcf09cca3f21516,IOC_Mapping_File_Hasthags_Keywords__8bbda4174ad6455dfbcf09cca3f21516
fin6,FIN6,188349,DiplomaticFacilities,FIN6,,IOC_Mapping_File_Hasthags_Keywords,eca7e5baeef96d46d42c945f9279b9bd,IOC_Mapping_File_Hasthags_Keywords__eca7e5baeef96d46d42c945f9279b9bd
fin7,FIN7,188349,IndustryTerm,FIN7,,IOC_Mapping_File_Hasthags_Keywords,db8274ae31ad90a4b74e1ab5aff45306,IOC_Mapping_File_Hasthags_Keywords__db8274ae31ad90a4b74e1ab5aff45306
fin8,FIN8,188349,Media,FIN8,,IOC_Mapping_File_Hasthags_Keywords,6cc10329997dd4c0379c1a7617a42a48,IOC_Mapping_File_Hasthags_Keywords__6cc10329997dd4c0379c1a7617a42a48
fivehands,FiveHands ransomware,188366,IndustryTerm,FiveHands ransomware,,IOC_Mapping_File_Hasthags_Keywords,0d3dbb3f5a472803245c242fc334bf5d,IOC_Mapping_File_Hasthags_Keywords__0d3dbb3f5a472803245c242fc334bf5d
flawedammyy,FlawedAmmyy,188368,Exec,FlawedAmmyy,,IOC_Mapping_File_Hasthags_Keywords,bb5e83d55cb131ebf0625566f403ec1c,IOC_Mapping_File_Hasthags_Keywords__bb5e83d55cb131ebf0625566f403ec1c
flubot,FluBot android malware,188368,DiplomaticFacilities,FluBot android malware,,IOC_Mapping_File_Hasthags_Keywords,7b369fab8422a80c3733440dfda2e225,IOC_Mapping_File_Hasthags_Keywords__7b369fab8422a80c3733440dfda2e225
formbook,Formbook malware,188368,Consulates,Formbook malware,,IOC_Mapping_File_Hasthags_Keywords,efd53c005a576212fbe2bd9a0303c841,IOC_Mapping_File_Hasthags_Keywords__efd53c005a576212fbe2bd9a0303c841
frankenstein,Frankenstein,188349,Keyphrase,Frankenstein,,IOC_Mapping_File_Hasthags_Keywords,2752fdce78797086ce8e2a54c21ee999,IOC_Mapping_File_Hasthags_Keywords__2752fdce78797086ce8e2a54c21ee999
gafgyt,Gafgyt botnet,188368,Refinery,Gafgyt botnet,,IOC_Mapping_File_Hasthags_Keywords,69d97f75e92d019b102c6ee38dc5c7a6,IOC_Mapping_File_Hasthags_Keywords__69d97f75e92d019b102c6ee38dc5c7a6
gafgyt_tor,Gafgyt botnet,188368,Consulates,Gafgyt botnet,,IOC_Mapping_File_Hasthags_Keywords,69d97f75e92d019b102c6ee38dc5c7a6,IOC_Mapping_File_Hasthags_Keywords__69d97f75e92d019b102c6ee38dc5c7a6
gallmaker,Gallmaker,188349,AAEntity,Gallmaker,,IOC_Mapping_File_Hasthags_Keywords,ae1e3cfd8392e6084f09b9603bac59c4,IOC_Mapping_File_Hasthags_Keywords__ae1e3cfd8392e6084f09b9603bac59c4
gamaredon,Gamaredon,188349,Refinery,Gamaredon,,IOC_Mapping_File_Hasthags_Keywords,8dea906b7553f35a8d6aac5132ce3237,IOC_Mapping_File_Hasthags_Keywords__8dea906b7553f35a8d6aac5132ce3237
gamaredon group,Russia-affiliated Gamaredon Group,188349,CompanyKeyword,Russia-affiliated Gamaredon Group,,IOC_Mapping_File_Hasthags_Keywords,7718ab999a1588b320b8c2a3671e3ebe,IOC_Mapping_File_Hasthags_Keywords__7718ab999a1588b320b8c2a3671e3ebe
gamaredongroup,Russia-affiliated Gamaredon Group,188349,Keyphrase,Russia-affiliated Gamaredon Group,,IOC_Mapping_File_Hasthags_Keywords,7718ab999a1588b320b8c2a3671e3ebe,IOC_Mapping_File_Hasthags_Keywords__7718ab999a1588b320b8c2a3671e3ebe
gandcrab,Gandcrab ransomware,188366,ForeignMinistry,Gandcrab ransomware,,IOC_Mapping_File_Hasthags_Keywords,097b354e1c153863899aaa17f746ae20,IOC_Mapping_File_Hasthags_Keywords__097b354e1c153863899aaa17f746ae20
gaza gang,Palestine-affiliated Gaza Gang,188349,Exec,Palestine-affiliated Gaza Gang,,IOC_Mapping_File_Hasthags_Keywords,246f5a2adfdc0901c8826343b9c43ccc,IOC_Mapping_File_Hasthags_Keywords__246f5a2adfdc0901c8826343b9c43ccc
gazagang,Palestine-affiliated Gaza Gang,188349,Shipping,Palestine-affiliated Gaza Gang,,IOC_Mapping_File_Hasthags_Keywords,246f5a2adfdc0901c8826343b9c43ccc,IOC_Mapping_File_Hasthags_Keywords__246f5a2adfdc0901c8826343b9c43ccc
gcman,GCMAN,188349,Media,GCMAN,,IOC_Mapping_File_Hasthags_Keywords,9384e3d516906d6407df63bc27ee587e,IOC_Mapping_File_Hasthags_Keywords__9384e3d516906d6407df63bc27ee587e
gehenna,Gehenna Locker ransomware,188366,ForeignMinister,Gehenna Locker ransomware,,IOC_Mapping_File_Hasthags_Keywords,f561b70de367742a87686c0651c3b6b8,IOC_Mapping_File_Hasthags_Keywords__f561b70de367742a87686c0651c3b6b8
glupteba,Glupteba trojan,188368,Legislator,Glupteba trojan,,IOC_Mapping_File_Hasthags_Keywords,5a0054abb8c47278b74f7854f54e87e2,IOC_Mapping_File_Hasthags_Keywords__5a0054abb8c47278b74f7854f54e87e2
gorgon group,Pakistan-affiliated Gorgon Group,188349,Organization,Pakistan-affiliated Gorgon Group,,IOC_Mapping_File_Hasthags_Keywords,b59b30e2a5853f53c22784e659f21046,IOC_Mapping_File_Hasthags_Keywords__b59b30e2a5853f53c22784e659f21046
gorgongroup,Pakistan-affiliated Gorgon Group,188349,LegislativeCommittee,Pakistan-affiliated Gorgon Group,,IOC_Mapping_File_Hasthags_Keywords,b59b30e2a5853f53c22784e659f21046,IOC_Mapping_File_Hasthags_Keywords__b59b30e2a5853f53c22784e659f21046
gothic panda,China-affiliated Gothic Panda,188349,FTO,China-affiliated Gothic Panda,,IOC_Mapping_File_Hasthags_Keywords,3ea58afccb3daf40f405c3070b75a20e,IOC_Mapping_File_Hasthags_Keywords__3ea58afccb3daf40f405c3070b75a20e
gothicpanda,China-affiliated Gothic Panda,188349,CompanyKeyword,China-affiliated Gothic Panda,,IOC_Mapping_File_Hasthags_Keywords,3ea58afccb3daf40f405c3070b75a20e,IOC_Mapping_File_Hasthags_Keywords__3ea58afccb3daf40f405c3070b75a20e
gozi,Gozi trojan,188368,Keyphrase,Gozi trojan,,IOC_Mapping_File_Hasthags_Keywords,10010856743bc3834d9eecd2300be13b,IOC_Mapping_File_Hasthags_Keywords__10010856743bc3834d9eecd2300be13b
gref,China-affiliated GREF,188349,AAEntity,China-affiliated GREF,,IOC_Mapping_File_Hasthags_Keywords,ac65aaa12fdb358912d8657dca02e43d,IOC_Mapping_File_Hasthags_Keywords__ac65aaa12fdb358912d8657dca02e43d
grim spider,Grim Spider,188349,space,Grim Spider,,IOC_Mapping_File_Hasthags_Keywords,48b76df8db9a720e1a98fed22fb78c4f,IOC_Mapping_File_Hasthags_Keywords__48b76df8db9a720e1a98fed22fb78c4f
grimspider,Grim Spider,188349,Wells,Grim Spider,,IOC_Mapping_File_Hasthags_Keywords,48b76df8db9a720e1a98fed22fb78c4f,IOC_Mapping_File_Hasthags_Keywords__48b76df8db9a720e1a98fed22fb78c4f
group 72,China-affiliated Group 72,188349,Diplomat,China-affiliated Group 72,,IOC_Mapping_File_Hasthags_Keywords,e165338caa8218c29c492b68298949b5,IOC_Mapping_File_Hasthags_Keywords__e165338caa8218c29c492b68298949b5
group 74,Russia-affiliated Group 74,188349,Pipeline,Russia-affiliated Group 74,,IOC_Mapping_File_Hasthags_Keywords,437e2d6307c6bb5bcc8056e66ef1f994,IOC_Mapping_File_Hasthags_Keywords__437e2d6307c6bb5bcc8056e66ef1f994
group123,North Korea-affiliated Group 123,188349,Diplomat,North Korea-affiliated Group 123,,IOC_Mapping_File_Hasthags_Keywords,7a03782a43eced11f9afbfd2d9292e26,IOC_Mapping_File_Hasthags_Keywords__7a03782a43eced11f9afbfd2d9292e26
group5,Syrian-affiliated Group5,188349,Keyphrase,Syrian-affiliated Group5,,IOC_Mapping_File_Hasthags_Keywords,ff7dcfe8e6593ee5a7a93dc719827001,IOC_Mapping_File_Hasthags_Keywords__ff7dcfe8e6593ee5a7a93dc719827001
group72,China-affiliated Group 72,188349,Keyphrase,China-affiliated Group 72,,IOC_Mapping_File_Hasthags_Keywords,e165338caa8218c29c492b68298949b5,IOC_Mapping_File_Hasthags_Keywords__e165338caa8218c29c492b68298949b5
group74,Russia-affiliated Group 74,188349,IndustryTerm,Russia-affiliated Group 74,,IOC_Mapping_File_Hasthags_Keywords,437e2d6307c6bb5bcc8056e66ef1f994,IOC_Mapping_File_Hasthags_Keywords__437e2d6307c6bb5bcc8056e66ef1f994
guardians of peace,North Korea-affiliated Guardians of Peace,188349,ForeignMinister,North Korea-affiliated Guardians of Peace,,IOC_Mapping_File_Hasthags_Keywords,19528f258a1676c547874e44c7ccebd2,IOC_Mapping_File_Hasthags_Keywords__19528f258a1676c547874e44c7ccebd2
