german_text,caption_text,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
euskirchen,Euskirchen,50.6580118,6.7921993,Wells,Euskirchen,,german_mapping_location,035c1366e3c810cebc175e74249217bf,german_mapping_location__035c1366e3c810cebc175e74249217bf
euskirchen zuckerfabrik,Euskirchen Zuckerfabrik,50.657358,6.813184,LegislativeCommittee,Euskirchen Zuckerfabrik,,german_mapping_location,af0ec92d8213b3c94c26bbb6ffaf592b,german_mapping_location__af0ec92d8213b3c94c26bbb6ffaf592b
euskirchen-kreuzweingarten,Euskirchen-Kreuzweingarten,50.6131468,6.7961437,CompanyKeyword,Euskirchen-Kreuzweingarten,,german_mapping_location,c8182daa75a4d7eef17b157088003256,german_mapping_location__c8182daa75a4d7eef17b157088003256
euskirchen-kuchenheim,Euskirchen-Kuchenheim,50.65546,6.83374,Consulates,Euskirchen-Kuchenheim,,german_mapping_location,6fcf0b5daa3cb12dfe50acf8f551a6a4,german_mapping_location__6fcf0b5daa3cb12dfe50acf8f551a6a4
eutin,Eutin,54.1357036,10.6099624,Refinery,Eutin,,german_mapping_location,779515a1751ca7c3165ec61d97eb5aa2,german_mapping_location__779515a1751ca7c3165ec61d97eb5aa2
eutingen (baden),Eutingen,48.9097973,8.7435681,ForeignMinister,Eutingen,,german_mapping_location,aef969e997e0e8d578c96f2ab03be9ff,german_mapping_location__aef969e997e0e8d578c96f2ab03be9ff
eutingen im gäu,Eutingen im Gau,48.4797333,8.7822491,Pipeline,Eutingen im Gau,,german_mapping_location,4232dc1302c75c5c57380170eef60bd5,german_mapping_location__4232dc1302c75c5c57380170eef60bd5
evershagen,Evershagen,54.123552,12.068507,IndustryTerm,Evershagen,,german_mapping_location,98bb8a2adb74c1919e82df85bab9e233,german_mapping_location__98bb8a2adb74c1919e82df85bab9e233
eyach,Eyach,48.4463104,8.7834018,DiplomaticFacilities,Eyach,,german_mapping_location,90039e20ef97fae3d9d4b9a88104a0dd,german_mapping_location__90039e20ef97fae3d9d4b9a88104a0dd
eystrup,Eystrup,52.783523,9.230853,Media,Eystrup,,german_mapping_location,05c56655a8a7ea4cacc026c028767b38,german_mapping_location__05c56655a8a7ea4cacc026c028767b38
fachingen (lahn),Fachingen,50.3618184,7.9923656,Wells,Fachingen,,german_mapping_location,25f2563787b3867b681247bf8db7f4c8,german_mapping_location__25f2563787b3867b681247bf8db7f4c8
fahrenkrug,Fahrenkrug,53.9440365,10.2527224,Refinery,Fahrenkrug,,german_mapping_location,cc3b3937e063133615181fb1bc99fe19,german_mapping_location__cc3b3937e063133615181fb1bc99fe19
fahrnau,Fahrnau,47.66143,7.8393115,IndustryTerm,Fahrnau,,german_mapping_location,eecf1df55e6f41501387870558b422c5,german_mapping_location__eecf1df55e6f41501387870558b422c5
falkenau (sachs) süd,Falkenau,50.84935,13.110263,Refinery,Falkenau,,german_mapping_location,1ce3db763645d5d33c0d0930b93986aa,german_mapping_location__1ce3db763645d5d33c0d0930b93986aa
falkenberg (elster),Falkenberg,51.5841346,13.2466738,News,Falkenberg,,german_mapping_location,400d6db3ad9d2b053fb1f3ed1bc322c5,german_mapping_location__400d6db3ad9d2b053fb1f3ed1bc322c5
falkenberg (mark),Falkenberg,52.807597,13.959663,LegislativeCommittee,Falkenberg,,german_mapping_location,400d6db3ad9d2b053fb1f3ed1bc322c5,german_mapping_location__400d6db3ad9d2b053fb1f3ed1bc322c5
falkenhagen (prign),Falkenhagen,53.213779,12.212614,Media,Falkenhagen,,german_mapping_location,931f98b55a75862f42e99a6750be0998,german_mapping_location__931f98b55a75862f42e99a6750be0998
falkensee,Falkensee,52.5598534,13.0895962,Media,Falkensee,,german_mapping_location,3e94e064af43fb8e5cd310dde5736f25,german_mapping_location__3e94e064af43fb8e5cd310dde5736f25
falkenstein (vogtl),Falkenstein,50.4790378,12.3610817,FTO,Falkenstein,,german_mapping_location,2c69baaf1f7df01de6aefdea079bb73f,german_mapping_location__2c69baaf1f7df01de6aefdea079bb73f
fallersleben,Fallersleben,52.4234248,10.7170183,Media,Fallersleben,,german_mapping_location,043232defcf4ead5dfc9137d7c1d40e7,german_mapping_location__043232defcf4ead5dfc9137d7c1d40e7
fallingbostel,FallingbEastel,52.8632847,9.7012761,ForeignMinistry,FallingbEastel,,german_mapping_location,a3ccad0f47dfb1b698ad9ee734884c4f,german_mapping_location__a3ccad0f47dfb1b698ad9ee734884c4f
fangschleuse,Fangschleuse,52.4068286,13.8238272,Pipeline,Fangschleuse,,german_mapping_location,bac522e4298285f9d81277d2168d2e64,german_mapping_location__bac522e4298285f9d81277d2168d2e64
farchant,Farchant,47.5308997,11.1147115,FTO,Farchant,,german_mapping_location,03650aa05a0a49b427611d53e1936f3f,german_mapping_location__03650aa05a0a49b427611d53e1936f3f
fasanenpark,Fasanenpark,48.0797765,11.609362,IndustryTerm,Fasanenpark,,german_mapping_location,8e3dfe778de38ba5994bddefd14ddef4,german_mapping_location__8e3dfe778de38ba5994bddefd14ddef4
faulbach (main),Faulbach,49.7870655,9.4376581,ForeignMinistry,Faulbach,,german_mapping_location,d9097fc9999a9474254ef7174d2d5bfe,german_mapping_location__d9097fc9999a9474254ef7174d2d5bfe
faurndau,Faurndau,48.710979,9.6165811,News,Faurndau,,german_mapping_location,8a1ee243893d66178d800b268b6ff912,german_mapping_location__8a1ee243893d66178d800b268b6ff912
favoritepark,Favoritepark,48.9098308,9.1808283,LegislativeCommittee,Favoritepark,,german_mapping_location,66a3b4b5dcaf5b400423da34bb3e29a8,german_mapping_location__66a3b4b5dcaf5b400423da34bb3e29a8
feilitzsch,Feilitzsch,50.3644205,11.9341189,Organization,Feilitzsch,,german_mapping_location,923cc1656604f3512240d36dc24f7469,german_mapping_location__923cc1656604f3512240d36dc24f7469
feldafing,Feldafing,47.9465999,11.290374,CompanyKeyword,Feldafing,,german_mapping_location,272452b157972659bec75e0679b79282,german_mapping_location__272452b157972659bec75e0679b79282
feldberg-bärental,Feldberg-Barental,47.8717124,8.09857,Media,Feldberg-Barental,,german_mapping_location,c09a8674125a787ae71cc7d0d5778e14,german_mapping_location__c09a8674125a787ae71cc7d0d5778e14
felde,Felde,54.3100137,9.94791,Keyphrase,Felde,,german_mapping_location,47c476916baa447ec1540fba8caeb712,german_mapping_location__47c476916baa447ec1540fba8caeb712
feldhausen,Feldhausen,51.6149417,6.9731045,Wells,Feldhausen,,german_mapping_location,36ebc2557b3982779c8383cc370b47ad,german_mapping_location__36ebc2557b3982779c8383cc370b47ad
feldkirchen (b münchen),Feldkirchen,48.1514123,11.7312288,ForeignMinistry,Feldkirchen,,german_mapping_location,e6b9ac18c1dee77d7ff533bf614067ab,german_mapping_location__e6b9ac18c1dee77d7ff533bf614067ab
fellbach,Fellbach,48.8201372,9.2704933,News,Fellbach,,german_mapping_location,26f18b911a2fbeb6bdce65f017765fe2,german_mapping_location__26f18b911a2fbeb6bdce65f017765fe2
felsberg-altenbrunslar,Felsberg-Altenbrunslar,51.165227,9.4454619,FTO,Felsberg-Altenbrunslar,,german_mapping_location,712a258d366795c1e12bbdb95b1031d7,german_mapping_location__712a258d366795c1e12bbdb95b1031d7
felsberg-gensungen,Felsberg-Gensungen,51.1312818,9.4355706,Person,Felsberg-Gensungen,,german_mapping_location,c976151e5eb2237952d61d34d9617332,german_mapping_location__c976151e5eb2237952d61d34d9617332
felsberg-wolfershausen,Felsberg-Wolfershausen,51.1865625,9.4499227,Keyphrase,Felsberg-Wolfershausen,,german_mapping_location,71b281a2283cd61c980b414fb5692473,german_mapping_location__71b281a2283cd61c980b414fb5692473
ferch-lienewitz,Ferch-Lienewitz,52.3035078,12.9643307,Pipeline,Ferch-Lienewitz,,german_mapping_location,7a0b4c412984ae0aae59670ab9279d32,german_mapping_location__7a0b4c412984ae0aae59670ab9279d32
ferdinandshof,Ferdinandshof,53.6591093,13.8829254,Refinery,Ferdinandshof,,german_mapping_location,e6c36d6f77dad9ecaf68b3237ea9ca16,german_mapping_location__e6c36d6f77dad9ecaf68b3237ea9ca16
fermerswalde,Fermerswalde,51.6429519,13.1734625,Exec,Fermerswalde,,german_mapping_location,3f2457c76f6a54c6d8f162830e460274,german_mapping_location__3f2457c76f6a54c6d8f162830e460274
ferndorf (kr siegen),Ferndorf,50.959646,8.0088023,LegislativeCommittee,Ferndorf,,german_mapping_location,2bbeb53a72ce7e2cd7541616057f0f8a,german_mapping_location__2bbeb53a72ce7e2cd7541616057f0f8a
feucht,Feucht,49.381941,11.2035119,space,Feucht,,german_mapping_location,6aff90221bd0639bfd9610963db63f76,german_mapping_location__6aff90221bd0639bfd9610963db63f76
feucht ost,Feucht East,49.3762052,11.2202515,News,Feucht East,,german_mapping_location,95384a648e942f766e206a6009b39e3e,german_mapping_location__95384a648e942f766e206a6009b39e3e
feucht-moosbach,Feucht-Moosbach,49.3879444,11.2610077,FTO,Feucht-Moosbach,,german_mapping_location,8c64f5936f2f8fe097a2ea4378bad027,german_mapping_location__8c64f5936f2f8fe097a2ea4378bad027
feuerbachstraße,Feuerbachstrasse,52.4636295,13.3323081,DiplomaticFacilities,Feuerbachstrasse,,german_mapping_location,1b7c8fd4f2af8f47b0d094391416af0f,german_mapping_location__1b7c8fd4f2af8f47b0d094391416af0f
fichtenberg,Fichtenberg,48.9876043,9.7008818,Keyphrase,Fichtenberg,,german_mapping_location,0dbbfaf208564fae3f9a9e9f3c6be42c,german_mapping_location__0dbbfaf208564fae3f9a9e9f3c6be42c
filderstadt,Filderstadt,48.6765773,9.2185757,space,Filderstadt,,german_mapping_location,8106a34cebd13118eaff42c7b09c049e,german_mapping_location__8106a34cebd13118eaff42c7b09c049e
filsen,Filsen,50.2387774,7.5835678,Wells,Filsen,,german_mapping_location,73380c8fd97cd44a71b602271c5d62ec,german_mapping_location__73380c8fd97cd44a71b602271c5d62ec
finkenheerd,Finkenheerd,52.249263,14.5687,Refinery,Finkenheerd,,german_mapping_location,df44f72059740809464bbeece000c22c,german_mapping_location__df44f72059740809464bbeece000c22c
finkenkrug,Finkenkrug,52.5694089,13.0517499,Consulates,Finkenkrug,,german_mapping_location,b8c24c4b6481a1fb6139226900ad30db,german_mapping_location__b8c24c4b6481a1fb6139226900ad30db
finnentrop,Finnentrop,51.1729326,7.9645273,News,Finnentrop,,german_mapping_location,0bcc6f9462cec4ed95d5ac680e2238ec,german_mapping_location__0bcc6f9462cec4ed95d5ac680e2238ec
finningerstraße,Finningerstrasse,48.390115,10.0262781,Refinery,Finningerstrasse,,german_mapping_location,66a49812d9c07b4d0f2432c87402d4a6,german_mapping_location__66a49812d9c07b4d0f2432c87402d4a6
finsterwalde (niederlausitz),Finsterwalde,51.6368603,13.7105656,Shipping,Finsterwalde,,german_mapping_location,f7639cfaf01488e0e0b8a6f8ac68d723,german_mapping_location__f7639cfaf01488e0e0b8a6f8ac68d723
fischbach (b nürnberg),Fischbach,49.4134347,11.1752128,IndustryTerm,Fischbach,,german_mapping_location,b637c8e8e85907403144e2b65dc3ce3d,german_mapping_location__b637c8e8e85907403144e2b65dc3ce3d
fischbach (b nürnberg),Fischbach,49.4134347,11.1752128,Legislator,Fischbach,,german_mapping_location,b637c8e8e85907403144e2b65dc3ce3d,german_mapping_location__b637c8e8e85907403144e2b65dc3ce3d
fischbach (bodensee),Fischbach,47.6722301,9.41732,Pipeline,Fischbach,,german_mapping_location,b637c8e8e85907403144e2b65dc3ce3d,german_mapping_location__b637c8e8e85907403144e2b65dc3ce3d
fischbach-camphausen,Fischbach-Camphausen,49.304744,7.031132,Pipeline,Fischbach-Camphausen,,german_mapping_location,8554e38919f922b8e0a2b5aa706657e4,german_mapping_location__8554e38919f922b8e0a2b5aa706657e4
fischbach-weierbach,Fischbach-Weierbach,49.7228939,7.399853,DiplomaticFacilities,Fischbach-Weierbach,,german_mapping_location,2fa0b77b43aa417d4e4f6ce8dff58604,german_mapping_location__2fa0b77b43aa417d4e4f6ce8dff58604
fischbachau,Fischbachau,47.705761,11.9343,Refinery,Fischbachau,,german_mapping_location,4be364b2eb6b2355798f637be20075a3,german_mapping_location__4be364b2eb6b2355798f637be20075a3
fischbek,Fischbek,53.4747173,9.8197352,Shipping,Fischbek,,german_mapping_location,50f541b35932f6a206acbf081c581f7c,german_mapping_location__50f541b35932f6a206acbf081c581f7c
fischen,Fischen,47.4570743,10.2716957,Media,Fischen,,german_mapping_location,44866ce67dfecad45ca60958b53a4bae,german_mapping_location__44866ce67dfecad45ca60958b53a4bae
fischhausen-neuhaus,Fischhausen-Neuhaus,47.7059347,11.8741355,News,Fischhausen-Neuhaus,,german_mapping_location,73e01856e8880bccb25fda43aca76533,german_mapping_location__73e01856e8880bccb25fda43aca76533
flechtingen,Flechtingen,52.351997,11.254186,space,Flechtingen,,german_mapping_location,b52264b86697142f6c82b2e3aea0e197,german_mapping_location__b52264b86697142f6c82b2e3aea0e197
fleetmark,Fleetmark,52.7899158,11.3797033,Consulates,Fleetmark,,german_mapping_location,fd804648e8738bf758303c9688c4ce4c,german_mapping_location__fd804648e8738bf758303c9688c4ce4c
flensburg,Flensburg,54.7746859,9.4367621,Organization,Flensburg,,german_mapping_location,8a5411653b90e76023bc88d1d862d88e,german_mapping_location__8a5411653b90e76023bc88d1d862d88e
flensburg weiche,Flensburg Weiche,54.7746859,9.4367621,Wells,Flensburg Weiche,,german_mapping_location,a13924eab3b5e3b931e7c24f67b473d2,german_mapping_location__a13924eab3b5e3b931e7c24f67b473d2
flieden,Flieden,50.4214764,9.576338,Exec,Flieden,,german_mapping_location,843709666aca0d867a89934536763270,german_mapping_location__843709666aca0d867a89934536763270
flintbek,Flintbek,54.2438591,10.0631467,ForeignMinister,Flintbek,,german_mapping_location,90c5cbec5268333154aaceb5b594ce7a,german_mapping_location__90c5cbec5268333154aaceb5b594ce7a
flintsbach,Flintsbach,47.7241992,12.1281321,DiplomaticFacilities,Flintsbach,,german_mapping_location,3e7ce23821a85e54c4a6e29d73b6829c,german_mapping_location__3e7ce23821a85e54c4a6e29d73b6829c
flöha,Floha,50.8552829,13.075519,News,Floha,,german_mapping_location,5a1cbf3ce65cf67d9fe730421e19ff2d,german_mapping_location__5a1cbf3ce65cf67d9fe730421e19ff2d
flomersheim,Flomersheim,49.513999,8.33375,CompanyKeyword,Flomersheim,,german_mapping_location,fcae1d4f8ba18c42cd1cf28cc202a9c3,german_mapping_location__fcae1d4f8ba18c42cd1cf28cc202a9c3
flörsheim (main),Florsheim,50.0172727,8.4314389,Legislator,Florsheim,,german_mapping_location,362a95611b9bef69d00cc3c5fd37a8a0,german_mapping_location__362a95611b9bef69d00cc3c5fd37a8a0
flughafen köln/bonn,Koln/Bonn Airport,50.8789602,7.1192882,Person,Koln/Bonn Airport,,german_mapping_location,44b74e4a31cc3fc989cee4a735f2a316,german_mapping_location__44b74e4a31cc3fc989cee4a735f2a316
flughafen leipzig/halle,Leipzig/Halle Airport,51.423354,12.223174,Shipping,Leipzig/Halle Airport,,german_mapping_location,50288598e8fed65a4b6b76546420dfd5,german_mapping_location__50288598e8fed65a4b6b76546420dfd5
flughafen münchen,Munich Airport,48.3538008,11.7860968,CompanyKeyword,Munich Airport,,german_mapping_location,3b47a75e8b76bf8be92a5df6b7b9424f,german_mapping_location__3b47a75e8b76bf8be92a5df6b7b9424f
flughafen münchen besucherpark,Munich Airport Besucherpark,48.3521622,11.7644588,ForeignMinistry,Munich Airport Besucherpark,,german_mapping_location,14a6b4ae06fa1ea107d876525dbeb2f4,german_mapping_location__14a6b4ae06fa1ea107d876525dbeb2f4
fohrde,Fohrde,52.48393,12.463106,Exec,Fohrde,,german_mapping_location,f23b936ae530e5fa90696896ad4da46c,german_mapping_location__f23b936ae530e5fa90696896ad4da46c
föhren,Fohren,49.8571334,6.7674504,Legislator,Fohren,,german_mapping_location,6de3a998c7640ab122907d516888b19f,german_mapping_location__6de3a998c7640ab122907d516888b19f
förbau,Forbau,50.207459,11.9106181,Person,Forbau,,german_mapping_location,0327eb8d33e74838a8de8b4bb51162f4,german_mapping_location__0327eb8d33e74838a8de8b4bb51162f4
forchheim (b karlsruhe),Forchheim,48.9648054,8.3385417,Exec,Forchheim,,german_mapping_location,40ecec1e5887ccc0161fc0a082d621d5,german_mapping_location__40ecec1e5887ccc0161fc0a082d621d5
forchheim (oberfr),Forchheim,49.7169881,11.0694672,space,Forchheim,,german_mapping_location,40ecec1e5887ccc0161fc0a082d621d5,german_mapping_location__40ecec1e5887ccc0161fc0a082d621d5
förderstedt,Forderstedt,51.9012132,11.6314471,DiplomaticFacilities,Forderstedt,,german_mapping_location,7ded49bb42fd6938d00561014440f6dc,german_mapping_location__7ded49bb42fd6938d00561014440f6dc
fornsbach,Fornsbach,48.975393,9.6431123,Wells,Fornsbach,,german_mapping_location,862e7d3dcbad1290c5a426751be4b33d,german_mapping_location__862e7d3dcbad1290c5a426751be4b33d
forst (lausitz),Forst,51.7391058,14.6375076,Media,Forst,,german_mapping_location,dfccc8328397a4acc6ecd4be0633c198,german_mapping_location__dfccc8328397a4acc6ecd4be0633c198
forsthaus,Forsthaus,51.3036574,6.5041063,Consulates,Forsthaus,,german_mapping_location,2de7ffa29ed454ba6baef49717d9dd1d,german_mapping_location__2de7ffa29ed454ba6baef49717d9dd1d
forth,Forth,40.7527262,-73.9772294,Refinery,Forth,,german_mapping_location,ec4a46efbd81743781732e323c85f599,german_mapping_location__ec4a46efbd81743781732e323c85f599
förtha (kr eisenach),Fortha,50.938922,10.2621417,Exec,Fortha,,german_mapping_location,69a65d5175829cf2955a9d4d7b1b39cd,german_mapping_location__69a65d5175829cf2955a9d4d7b1b39cd
förtschendorf,Fortschendorf,50.392901,11.350128,Diplomat,Fortschendorf,,german_mapping_location,e5005f8dc68e691e4f477c8aaf4a5c30,german_mapping_location__e5005f8dc68e691e4f477c8aaf4a5c30
frankenberg (sachs),Frankenberg,50.9277552,13.0677755,CompanyKeyword,Frankenberg,,german_mapping_location,7c226667ec8ebd533a410817669361c6,german_mapping_location__7c226667ec8ebd533a410817669361c6
frankenberg (sachs) süd,Frankenberg,50.84935,13.110263,FTO,Frankenberg,,german_mapping_location,7c226667ec8ebd533a410817669361c6,german_mapping_location__7c226667ec8ebd533a410817669361c6
frankenhain,Frankenhain,50.758894,10.8330071,Person,Frankenhain,,german_mapping_location,59cca89097948f89b99be192ade560e6,german_mapping_location__59cca89097948f89b99be192ade560e6
frankenstein (pfalz),Frankenstein,49.4390048,7.9695499,CompanyKeyword,Frankenstein,,german_mapping_location,2752fdce78797086ce8e2a54c21ee999,german_mapping_location__2752fdce78797086ce8e2a54c21ee999
frankenstein (sachs),Frankenstein,50.90252,13.228254,LegislativeCommittee,Frankenstein,,german_mapping_location,2752fdce78797086ce8e2a54c21ee999,german_mapping_location__2752fdce78797086ce8e2a54c21ee999
frankenthal hbf,Frankenthal,49.5359301,8.3496431,News,Frankenthal,,german_mapping_location,684db213caf451a5b2e893bf4ddae580,german_mapping_location__684db213caf451a5b2e893bf4ddae580
frankenthal-süd,Frankenthal-South,49.5229962,8.3494927,AAEntity,Frankenthal-South,,german_mapping_location,2e3cb016c4f0af8baeacf6ffe688fe7b,german_mapping_location__2e3cb016c4f0af8baeacf6ffe688fe7b
frankfurt (main) flughafen regionalbahnhof,Frankfurt Airport,50.0528825,8.5698718,AAEntity,Frankfurt Airport,,german_mapping_location,6fe5c075d1ef054e2b9d0274e6fc22fe,german_mapping_location__6fe5c075d1ef054e2b9d0274e6fc22fe
frankfurt (main) galluswarte,Frankfurt Galluswarte,50.1045397,8.6443229,Refinery,Frankfurt Galluswarte,,german_mapping_location,89f440b11cbb6b8044aa2de9c16ab503,german_mapping_location__89f440b11cbb6b8044aa2de9c16ab503
frankfurt (main) hauptwache,Frankfurt Hauptwache,50.1137099,8.6789746,Media,Frankfurt Hauptwache,,german_mapping_location,e888a418fd317786345cf32e1f619f3b,german_mapping_location__e888a418fd317786345cf32e1f619f3b
frankfurt (main) hbf,Frankfurt,50.106529,8.6621618,DiplomaticFacilities,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (main) hbf,Frankfurt,50.106529,8.6621618,Diplomat,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (main) konstablerwache,Frankfurt Konstablerwache,50.1146036,8.6869098,Pipeline,Frankfurt Konstablerwache,,german_mapping_location,1f90a9f584aa6da0fe97dd983e8ce8a4,german_mapping_location__1f90a9f584aa6da0fe97dd983e8ce8a4
frankfurt (main) lokalbahnhof,Frankfurt,50.1017796,8.6910581,Consulates,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (main) mühlberg,Frankfurt Muhlberg,50.1020322,8.7002991,News,Frankfurt Muhlberg,,german_mapping_location,c0758928ee2d5747f3f16fa3c1c95e39,german_mapping_location__c0758928ee2d5747f3f16fa3c1c95e39
frankfurt (main) niederrad,Frankfurt Niederrad,50.0808202,8.637016,CompanyKeyword,Frankfurt Niederrad,,german_mapping_location,fde602287fc7a94df2322e9d2b436ecb,german_mapping_location__fde602287fc7a94df2322e9d2b436ecb
frankfurt (main) ost,Frankfurt East,50.1124003,8.7082527,Diplomat,Frankfurt East,,german_mapping_location,b19c7217fd6a0a88ef1acdb8f6082421,german_mapping_location__b19c7217fd6a0a88ef1acdb8f6082421
frankfurt (main) ostendstraße,Frankfurt Eastendstrasse,50.1133892,8.6963346,Refinery,Frankfurt Eastendstrasse,,german_mapping_location,c3467b5911ed646c8abb511e4991789b,german_mapping_location__c3467b5911ed646c8abb511e4991789b
frankfurt (main) sportfeld,Frankfurt Sportfeld,50.067962,8.633496,IndustryTerm,Frankfurt Sportfeld,,german_mapping_location,8f0695bf35090f240f4db880b2a2a720,german_mapping_location__8f0695bf35090f240f4db880b2a2a720
frankfurt (main) stresemannallee,Frankfurt Stresemannallee,50.0944425,8.6714736,News,Frankfurt Stresemannallee,,german_mapping_location,ff472109728918f8059415d3eb8a9788,german_mapping_location__ff472109728918f8059415d3eb8a9788
frankfurt (main) süd,Frankfurt South,50.0997292,8.6857808,Refinery,Frankfurt South,,german_mapping_location,4b2927aa10c639d21f6d088b4ceae9b1,german_mapping_location__4b2927aa10c639d21f6d088b4ceae9b1
frankfurt (main) taunusanlage,Frankfurt Taunusanlage,50.1141308,8.6698856,Refinery,Frankfurt Taunusanlage,,german_mapping_location,61159069bfa7d825f4e06754e69e1eb8,german_mapping_location__61159069bfa7d825f4e06754e69e1eb8
frankfurt (main) west,Frankfurt West,50.1194133,8.6394505,IndustryTerm,Frankfurt West,,german_mapping_location,911b475afdead509b31f1bcf2b94d412,german_mapping_location__911b475afdead509b31f1bcf2b94d412
frankfurt (main) west,Frankfurt,50.1194133,8.6394505,Media,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (oder),Frankfurt,52.3370398,14.5472288,IndustryTerm,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (oder),Frankfurt,52.3370398,14.5472288,Pipeline,Frankfurt,,german_mapping_location,4312d5c8cdda027420c474e2221abc34,german_mapping_location__4312d5c8cdda027420c474e2221abc34
frankfurt (oder)-neuberesinchen,Frankfurt Neuberesinchen,52.322545,14.5466121,AAEntity,Frankfurt Neuberesinchen,,german_mapping_location,65d7596e02570f49ba82a1a2b2e6f452,german_mapping_location__65d7596e02570f49ba82a1a2b2e6f452
frankfurt (oder)-rosengarten,Frankfurt Rosengarten,52.3378,14.4725501,FTO,Frankfurt Rosengarten,,german_mapping_location,d4cf2befe90eed24661c7ce8a6655937,german_mapping_location__d4cf2befe90eed24661c7ce8a6655937
frankfurt am main flughafen fernbahnhof,Frankfurt am Main Airport,50.0528675,8.5698463,Legislator,Frankfurt am Main Airport,,german_mapping_location,8b4b4ab23f4bdb051bc3a8ed9771d986,german_mapping_location__8b4b4ab23f4bdb051bc3a8ed9771d986
frankfurt am main messe,Frankfurt am Main Messe,50.1120557,8.6434855,space,Frankfurt am Main Messe,,german_mapping_location,44d2eea758a4d5463fc01f1feb43868a,german_mapping_location__44d2eea758a4d5463fc01f1feb43868a
frankfurt am main stadion,Frankfurt am Main Stadion,50.067962,8.633496,Pipeline,Frankfurt am Main Stadion,,german_mapping_location,8b9fc354a65a1a131a1b8c2d410af531,german_mapping_location__8b9fc354a65a1a131a1b8c2d410af531
frankfurt-berkersheim,Frankfurt-Berkersheim,50.1765942,8.697848,News,Frankfurt-Berkersheim,,german_mapping_location,d1e41155317143d64f11d692c669e182,german_mapping_location__d1e41155317143d64f11d692c669e182
frankfurt-eschersheim,Frankfurt-Eschersheim,50.158118,8.6547699,FTO,Frankfurt-Eschersheim,,german_mapping_location,b892a47618e4ac41c3969c9174b60c73,german_mapping_location__b892a47618e4ac41c3969c9174b60c73
frankfurt-frankfurter berg,Frankfurt-Frankfurter Berg,50.1704553,8.6761706,ForeignMinistry,Frankfurt-Frankfurter Berg,,german_mapping_location,e9e156416d7e6d79a84df23a7eec3cba,german_mapping_location__e9e156416d7e6d79a84df23a7eec3cba
frankfurt-griesheim,Frankfurt-Griesheim,50.0941728,8.6061255,Organization,Frankfurt-Griesheim,,german_mapping_location,7e9397f10eeb8b2622fb9bf74bef9a16,german_mapping_location__7e9397f10eeb8b2622fb9bf74bef9a16
frankfurt-höchst,Frankfurt-Hochst,50.1021762,8.5425644,Shipping,Frankfurt-Hochst,,german_mapping_location,6602ca6cc7001cef1acf807ed11c86f8,german_mapping_location__6602ca6cc7001cef1acf807ed11c86f8
frankfurt-höchst farbwerke,Frankfurt-Hochst Farbwerke,50.0984101,8.528142,Refinery,Frankfurt-Hochst Farbwerke,,german_mapping_location,a91e6d6e5a455dd04009ba773fb91fb3,german_mapping_location__a91e6d6e5a455dd04009ba773fb91fb3
frankfurt-louisa,Frankfurt-Louisa,50.0841904,8.6709876,FTO,Frankfurt-Louisa,,german_mapping_location,7ab15f58e48d6b0ca76d77ddf638067d,german_mapping_location__7ab15f58e48d6b0ca76d77ddf638067d
frankfurt-mainkur,Frankfurt-Mainkur,50.1325583,8.7664046,FTO,Frankfurt-Mainkur,,german_mapping_location,b8fbeb3932f6bf79a7a9dd82d51008c5,german_mapping_location__b8fbeb3932f6bf79a7a9dd82d51008c5
frankfurt-nied,Frankfurt-Nied,50.1026991,8.5705576,Consulates,Frankfurt-Nied,,german_mapping_location,2a755aac61b28fa8e02d57342b01a6b7,german_mapping_location__2a755aac61b28fa8e02d57342b01a6b7
frankfurt-rödelheim,Frankfurt-Rodelheim,50.1244922,8.6073102,Consulates,Frankfurt-Rodelheim,,german_mapping_location,1fdec1dd4e21defe7d4ce22b3e8bcc9b,german_mapping_location__1fdec1dd4e21defe7d4ce22b3e8bcc9b
frankfurt-sindlingen,Frankfurt-Sindlingen,50.087191,8.5120631,AAEntity,Frankfurt-Sindlingen,,german_mapping_location,ee18ffd0b564afe3ad5e9c90935d8633,german_mapping_location__ee18ffd0b564afe3ad5e9c90935d8633
frankfurt-sossenheim,Frankfurt-Sossenheim,50.1151481,8.5536685,IndustryTerm,Frankfurt-Sossenheim,,german_mapping_location,97b155aab32c9aef2970453f804272e3,german_mapping_location__97b155aab32c9aef2970453f804272e3
frankfurt-zeilsheim,Frankfurt-Zeilsheim,50.0900327,8.5058689,Keyphrase,Frankfurt-Zeilsheim,,german_mapping_location,e513eac374431211d297132ea84ee594,german_mapping_location__e513eac374431211d297132ea84ee594
