keyword,caption_name,location,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
pine bluff arsenal,US Army installation Pine Bluff Arsenal,a125,188258,Wells,US Army installation Pine Bluff Arsenal,,basementions_mentionee,533fd275e016c95fee863e37de4ac3c6,basementions_mentionee__533fd275e016c95fee863e37de4ac3c6
us army pine bluff,US Army installation Pine Bluff Arsenal,a125,188258,IndustryTerm,US Army installation Pine Bluff Arsenal,,basementions_mentionee,533fd275e016c95fee863e37de4ac3c6,basementions_mentionee__533fd275e016c95fee863e37de4ac3c6
anniston army depot base,Anniston Army Depot,a126,188258,Media,Anniston Army Depot,,basementions_mentionee,716fbd65becf9a939810553986f63983,basementions_mentionee__716fbd65becf9a939810553986f63983
anniston army depot,Anniston Army Depot,a126,188258,Shipping,Anniston Army Depot,,basementions_mentionee,716fbd65becf9a939810553986f63983,basementions_mentionee__716fbd65becf9a939810553986f63983
anniston depot,Anniston Army Depot,a126,188258,IndustryTerm,Anniston Army Depot,,basementions_mentionee,716fbd65becf9a939810553986f63983,basementions_mentionee__716fbd65becf9a939810553986f63983
camp joseph t robinson,US Army installation Camp Joseph T Robinson Base,a127,188258,IndustryTerm,US Army installation Camp Joseph T Robinson Base,,basementions_mentionee,af89838882b8af1611365715ebed879c,basementions_mentionee__af89838882b8af1611365715ebed879c
camp robinson,US Army installation Camp Joseph T Robinson Base,a127,188258,Shipping,US Army installation Camp Joseph T Robinson Base,,basementions_mentionee,af89838882b8af1611365715ebed879c,basementions_mentionee__af89838882b8af1611365715ebed879c
robinson maneuver training center,US Army installation Camp Joseph T Robinson Base,a127,188258,space,US Army installation Camp Joseph T Robinson Base,,basementions_mentionee,af89838882b8af1611365715ebed879c,basementions_mentionee__af89838882b8af1611365715ebed879c
robinson national guard,US Army installation Camp Joseph T Robinson Base,a127,188258,space,US Army installation Camp Joseph T Robinson Base,,basementions_mentionee,af89838882b8af1611365715ebed879c,basementions_mentionee__af89838882b8af1611365715ebed879c
fort chaffee training center,US Army installation Fort Chaffee,a128,188258,Pipeline,US Army installation Fort Chaffee,,basementions_mentionee,004f94acbcdbf9b8bb52de5153741de6,basementions_mentionee__004f94acbcdbf9b8bb52de5153741de6
fort chaffee joint maneuver training center,US Army installation Fort Chaffee,a128,188258,ForeignMinistry,US Army installation Fort Chaffee,,basementions_mentionee,004f94acbcdbf9b8bb52de5153741de6,basementions_mentionee__004f94acbcdbf9b8bb52de5153741de6
fort chaffee,US Army installation Fort Chaffee,a128,188258,LegislativeCommittee,US Army installation Fort Chaffee,,basementions_mentionee,004f94acbcdbf9b8bb52de5153741de6,basementions_mentionee__004f94acbcdbf9b8bb52de5153741de6
fort bliss,US Army Garrison Fort Bliss,a129,188258,Media,US Army Garrison Fort Bliss,,basementions_mentionee,7b06c3e200cb19712cc3a04f5a53fbae,basementions_mentionee__7b06c3e200cb19712cc3a04f5a53fbae
detroit arsenal - u s army,US Army installation Detroit Arsenal,a130,188258,Pipeline,US Army installation Detroit Arsenal,,basementions_mentionee,d5a60a15d7a7af45f92a71ad8be3f441,basementions_mentionee__d5a60a15d7a7af45f92a71ad8be3f441
detroit arsenal,US Army installation Detroit Arsenal,a130,188258,Refinery,US Army installation Detroit Arsenal,,basementions_mentionee,d5a60a15d7a7af45f92a71ad8be3f441,basementions_mentionee__d5a60a15d7a7af45f92a71ad8be3f441
u s army fort lee,US Army Garrison Fort Lee,a131,188258,Person,US Army Garrison Fort Lee,,basementions_mentionee,3540e98b52e1e0c3ff47a81979fddf6e,basementions_mentionee__3540e98b52e1e0c3ff47a81979fddf6e
fort lee,US Army Garrison Fort Lee,a131,188258,AAEntity,US Army Garrison Fort Lee,,basementions_mentionee,3540e98b52e1e0c3ff47a81979fddf6e,basementions_mentionee__3540e98b52e1e0c3ff47a81979fddf6e
ft lee,US Army Garrison Fort Lee,a131,188258,Keyphrase,US Army Garrison Fort Lee,,basementions_mentionee,3540e98b52e1e0c3ff47a81979fddf6e,basementions_mentionee__3540e98b52e1e0c3ff47a81979fddf6e
arnold air force base,Arnold Air Force Base,a132,188258,Shipping,Arnold Air Force Base,,basementions_mentionee,892564a9743a378ca68d72fbd8314c31,basementions_mentionee__892564a9743a378ca68d72fbd8314c31
arnold afb,Arnold Air Force Base,a132,188258,DiplomaticFacilities,Arnold Air Force Base,,basementions_mentionee,892564a9743a378ca68d72fbd8314c31,basementions_mentionee__892564a9743a378ca68d72fbd8314c31
arnold air base,Arnold Air Force Base,a132,188258,space,Arnold Air Force Base,,basementions_mentionee,892564a9743a378ca68d72fbd8314c31,basementions_mentionee__892564a9743a378ca68d72fbd8314c31
arnold ab,Arnold Air Force Base,a132,188258,Pipeline,Arnold Air Force Base,,basementions_mentionee,892564a9743a378ca68d72fbd8314c31,basementions_mentionee__892564a9743a378ca68d72fbd8314c31
arnold engineering development complex,Arnold Air Force Base,a132,188258,Diplomat,Arnold Air Force Base,,basementions_mentionee,892564a9743a378ca68d72fbd8314c31,basementions_mentionee__892564a9743a378ca68d72fbd8314c31
rock island arsenal,US Army installation Rock Island Arsenal,a133,188258,ForeignMinister,US Army installation Rock Island Arsenal,,basementions_mentionee,559e4f9ab1d6bf1d4acb3e734b000278,basementions_mentionee__559e4f9ab1d6bf1d4acb3e734b000278
arsenal island,US Army installation Rock Island Arsenal,a133,188258,Consulates,US Army installation Rock Island Arsenal,,basementions_mentionee,559e4f9ab1d6bf1d4acb3e734b000278,basementions_mentionee__559e4f9ab1d6bf1d4acb3e734b000278
camp navajo,US Army installation Camp Navajo,a134,188258,Keyphrase,US Army installation Camp Navajo,,basementions_mentionee,c632903056a76a5d33338e8e9788e597,basementions_mentionee__c632903056a76a5d33338e8e9788e597
holston army ammunition plant,Holston Army Ammunition Plant,a135,188258,Organization,Holston Army Ammunition Plant,,basementions_mentionee,abfea5ad3a91979d2f5a2378f5f35b4a,basementions_mentionee__abfea5ad3a91979d2f5a2378f5f35b4a
holston ammunition,Holston Army Ammunition Plant,a135,188258,FTO,Holston Army Ammunition Plant,,basementions_mentionee,abfea5ad3a91979d2f5a2378f5f35b4a,basementions_mentionee__abfea5ad3a91979d2f5a2378f5f35b4a
holston ordnance works,Holston Army Ammunition Plant,a135,188258,Wells,Holston Army Ammunition Plant,,basementions_mentionee,abfea5ad3a91979d2f5a2378f5f35b4a,basementions_mentionee__abfea5ad3a91979d2f5a2378f5f35b4a
naval air station joint reserve base new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,ForeignMinister,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
nas jrb new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,Shipping,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
nas jrb,Naval Air Station Joint Reserve Base New Orleans,a136,188258,Person,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
naval air station new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,LegislativeCommittee,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
nas new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,AAEntity,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
joint reserve base new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,ForeignMinister,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
jrb new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,AAEntity,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
nas joint reserve base new orleans,Naval Air Station Joint Reserve Base New Orleans,a136,188258,News,Naval Air Station Joint Reserve Base New Orleans,,basementions_mentionee,cad552e7c7572f55667d417c82d9cc68,basementions_mentionee__cad552e7c7572f55667d417c82d9cc68
bellows air force station,Bellows Air Force Station,a137,188258,Pipeline,Bellows Air Force Station,,basementions_mentionee,a21913555a797dc57df3bde2a20d13cf,basementions_mentionee__a21913555a797dc57df3bde2a20d13cf
bellows afs,Bellows Air Force Station,a137,188258,LegislativeCommittee,Bellows Air Force Station,,basementions_mentionee,a21913555a797dc57df3bde2a20d13cf,basementions_mentionee__a21913555a797dc57df3bde2a20d13cf
bellows field,Bellows Air Force Station,a137,188258,AAEntity,Bellows Air Force Station,,basementions_mentionee,a21913555a797dc57df3bde2a20d13cf,basementions_mentionee__a21913555a797dc57df3bde2a20d13cf
blue grass army depot,Blue Grass Army Depot,a138,188258,space,Blue Grass Army Depot,,basementions_mentionee,2ecd4a8b912e13a0090af9f6e80d1c8e,basementions_mentionee__2ecd4a8b912e13a0090af9f6e80d1c8e
blue grass depot,Blue Grass Army Depot,a138,188258,Legislator,Blue Grass Army Depot,,basementions_mentionee,2ecd4a8b912e13a0090af9f6e80d1c8e,basementions_mentionee__2ecd4a8b912e13a0090af9f6e80d1c8e
brooke army medical center,Brooke Army Medical Center at Fort Sam Houston,a139,188258,CompanyKeyword,Brooke Army Medical Center at Fort Sam Houston,,basementions_mentionee,61d2b16c0f029938be82e7a1223b5c3f,basementions_mentionee__61d2b16c0f029938be82e7a1223b5c3f
brooke army med center,Brooke Army Medical Center at Fort Sam Houston,a139,188258,ForeignMinistry,Brooke Army Medical Center at Fort Sam Houston,,basementions_mentionee,61d2b16c0f029938be82e7a1223b5c3f,basementions_mentionee__61d2b16c0f029938be82e7a1223b5c3f
united states army garrison fort hamilton,US Army Garrison Fort Hamilton,a140,188258,Consulates,US Army Garrison Fort Hamilton,,basementions_mentionee,83defba42249d075e5fbd835e45155df,basementions_mentionee__83defba42249d075e5fbd835e45155df
fort hamilton,US Army Garrison Fort Hamilton,a140,188258,IndustryTerm,US Army Garrison Fort Hamilton,,basementions_mentionee,83defba42249d075e5fbd835e45155df,basementions_mentionee__83defba42249d075e5fbd835e45155df
usag hamilton,US Army Garrison Fort Hamilton,a140,188258,Shipping,US Army Garrison Fort Hamilton,,basementions_mentionee,83defba42249d075e5fbd835e45155df,basementions_mentionee__83defba42249d075e5fbd835e45155df
usag fort hamilton,US Army Garrison Fort Hamilton,a140,188258,AAEntity,US Army Garrison Fort Hamilton,,basementions_mentionee,83defba42249d075e5fbd835e45155df,basementions_mentionee__83defba42249d075e5fbd835e45155df
garrison fort hamilton,US Army Garrison Fort Hamilton,a140,188258,LegislativeCommittee,US Army Garrison Fort Hamilton,,basementions_mentionee,83defba42249d075e5fbd835e45155df,basementions_mentionee__83defba42249d075e5fbd835e45155df
camp shelby,Camp Shelby Army Base,a141,188258,Legislator,Camp Shelby Army Base,,basementions_mentionee,20e8857cbcb3ddcd372517be5378459e,basementions_mentionee__20e8857cbcb3ddcd372517be5378459e
camp shelby joint forces training center,Camp Shelby Army Base,a141,188258,Pipeline,Camp Shelby Army Base,,basementions_mentionee,20e8857cbcb3ddcd372517be5378459e,basementions_mentionee__20e8857cbcb3ddcd372517be5378459e
shelby army base,Camp Shelby Army Base,a141,188258,space,Camp Shelby Army Base,,basementions_mentionee,20e8857cbcb3ddcd372517be5378459e,basementions_mentionee__20e8857cbcb3ddcd372517be5378459e
marine corps base camp lejeune,US Marine Corps Base Camp Lejeune,a142,188258,Consulates,US Marine Corps Base Camp Lejeune,,basementions_mentionee,14c111cc9e8b7ec34ce9405c6db4f9ce,basementions_mentionee__14c111cc9e8b7ec34ce9405c6db4f9ce
camp lejeune,US Marine Corps Base Camp Lejeune,a142,188258,FTO,US Marine Corps Base Camp Lejeune,,basementions_mentionee,14c111cc9e8b7ec34ce9405c6db4f9ce,basementions_mentionee__14c111cc9e8b7ec34ce9405c6db4f9ce
mcb camp lejeune,US Marine Corps Base Camp Lejeune,a142,188258,Refinery,US Marine Corps Base Camp Lejeune,,basementions_mentionee,14c111cc9e8b7ec34ce9405c6db4f9ce,basementions_mentionee__14c111cc9e8b7ec34ce9405c6db4f9ce
camp geiger,US Marine Corps Base Camp Lejeune,a142,188258,DiplomaticFacilities,US Marine Corps Base Camp Lejeune,,basementions_mentionee,14c111cc9e8b7ec34ce9405c6db4f9ce,basementions_mentionee__14c111cc9e8b7ec34ce9405c6db4f9ce
camp fogarty,US Army Garrison Camp Fogarty,a143,188258,Consulates,US Army Garrison Camp Fogarty,,basementions_mentionee,840280f371ff56a7a66aeba1cbec2728,basementions_mentionee__840280f371ff56a7a66aeba1cbec2728
camp grayling,US Army installation Camp Grayling,a144,188258,AAEntity,US Army installation Camp Grayling,,basementions_mentionee,acb319c8d3f704a743a5ad784c3e3fc8,basementions_mentionee__acb319c8d3f704a743a5ad784c3e3fc8
grayling army airfield,US Army installation Camp Grayling,a144,188258,Media,US Army installation Camp Grayling,,basementions_mentionee,acb319c8d3f704a743a5ad784c3e3fc8,basementions_mentionee__acb319c8d3f704a743a5ad784c3e3fc8
camp gruber,US Army installation Camp Gruber,a145,188258,LegislativeCommittee,US Army installation Camp Gruber,,basementions_mentionee,06e088dea378b9605debd1823acfe5ea,basementions_mentionee__06e088dea378b9605debd1823acfe5ea
camp guernsey joint training center,US Army installation Camp Guernsey Joint Training Center,a146,188258,Diplomat,US Army installation Camp Guernsey Joint Training Center,,basementions_mentionee,25df24eeaa7e1bb5b1673a680e92fede,basementions_mentionee__25df24eeaa7e1bb5b1673a680e92fede
guernsey maneuver area,US Army installation Camp Guernsey Joint Training Center,a146,188258,CompanyKeyword,US Army installation Camp Guernsey Joint Training Center,,basementions_mentionee,25df24eeaa7e1bb5b1673a680e92fede,basementions_mentionee__25df24eeaa7e1bb5b1673a680e92fede
camp guernsey,US Army installation Camp Guernsey Joint Training Center,a146,188258,Consulates,US Army installation Camp Guernsey Joint Training Center,,basementions_mentionee,25df24eeaa7e1bb5b1673a680e92fede,basementions_mentionee__25df24eeaa7e1bb5b1673a680e92fede
guernsey airport,US Army installation Camp Guernsey Joint Training Center,a146,188258,Shipping,US Army installation Camp Guernsey Joint Training Center,,basementions_mentionee,25df24eeaa7e1bb5b1673a680e92fede,basementions_mentionee__25df24eeaa7e1bb5b1673a680e92fede
camp frank d merrill,US Army installation Camp Frank D Merrill,a147,188258,space,US Army installation Camp Frank D Merrill,,basementions_mentionee,200fd1ac7b0fa55845854dece5bca7a8,basementions_mentionee__200fd1ac7b0fa55845854dece5bca7a8
camp frank d merrill army base,US Army installation Camp Frank D Merrill,a147,188258,Keyphrase,US Army installation Camp Frank D Merrill,,basementions_mentionee,200fd1ac7b0fa55845854dece5bca7a8,basementions_mentionee__200fd1ac7b0fa55845854dece5bca7a8
frank d merrill army base,US Army installation Camp Frank D Merrill,a147,188258,LegislativeCommittee,US Army installation Camp Frank D Merrill,,basementions_mentionee,200fd1ac7b0fa55845854dece5bca7a8,basementions_mentionee__200fd1ac7b0fa55845854dece5bca7a8
merrill army base,US Army installation Camp Frank D Merrill,a147,188258,FTO,US Army installation Camp Frank D Merrill,,basementions_mentionee,200fd1ac7b0fa55845854dece5bca7a8,basementions_mentionee__200fd1ac7b0fa55845854dece5bca7a8
merrill ab,US Army installation Camp Frank D Merrill,a147,188258,Diplomat,US Army installation Camp Frank D Merrill,,basementions_mentionee,200fd1ac7b0fa55845854dece5bca7a8,basementions_mentionee__200fd1ac7b0fa55845854dece5bca7a8
marine corps base camp pendleton,US Marine Corps base Camp Pendleton,a148,188258,Keyphrase,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
mcb camp pendleton,US Marine Corps base Camp Pendleton,a148,188258,Pipeline,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
camp pendleton,US Marine Corps base Camp Pendleton,a148,188258,Media,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
mcb pendleton,US Marine Corps base Camp Pendleton,a148,188258,DiplomaticFacilities,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
marine corps installations west,US Marine Corps base Camp Pendleton,a148,188258,Wells,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
mcas camp pendleton,US Marine Corps base Camp Pendleton,a148,188258,Refinery,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
marine corps air station camp pendleton,US Marine Corps base Camp Pendleton,a148,188258,Exec,US Marine Corps base Camp Pendleton,,basementions_mentionee,06822702110f921b88fcb34517984738,basementions_mentionee__06822702110f921b88fcb34517984738
camp rilea armed forces training center,Camp Rilea Armed Forces Training Center,a149,188258,Legislator,Camp Rilea Armed Forces Training Center,,basementions_mentionee,ae504d9067c433347b46c75e9f16d86c,basementions_mentionee__ae504d9067c433347b46c75e9f16d86c
camp rilea,Camp Rilea Armed Forces Training Center,a149,188258,Keyphrase,Camp Rilea Armed Forces Training Center,,basementions_mentionee,ae504d9067c433347b46c75e9f16d86c,basementions_mentionee__ae504d9067c433347b46c75e9f16d86c
camp swift,Camp Swift Army Base,a150,188258,Exec,Camp Swift Army Base,,basementions_mentionee,aa0dc63a54b2e1ac1107264dbf419166,basementions_mentionee__aa0dc63a54b2e1ac1107264dbf419166
camp swift training center,Camp Swift Army Base,a150,188258,ForeignMinistry,Camp Swift Army Base,,basementions_mentionee,aa0dc63a54b2e1ac1107264dbf419166,basementions_mentionee__aa0dc63a54b2e1ac1107264dbf419166
swift training center,Camp Swift Army Base,a150,188258,Diplomat,Camp Swift Army Base,,basementions_mentionee,aa0dc63a54b2e1ac1107264dbf419166,basementions_mentionee__aa0dc63a54b2e1ac1107264dbf419166
cannon air force base,Cannon Air Force Base,a151,188258,space,Cannon Air Force Base,,basementions_mentionee,25549383e29909e7fcda9b0b9c13d5a1,basementions_mentionee__25549383e29909e7fcda9b0b9c13d5a1
cannon afb,Cannon Air Force Base,a151,188258,Consulates,Cannon Air Force Base,,basementions_mentionee,25549383e29909e7fcda9b0b9c13d5a1,basementions_mentionee__25549383e29909e7fcda9b0b9c13d5a1
cannon air base,Cannon Air Force Base,a151,188258,Shipping,Cannon Air Force Base,,basementions_mentionee,25549383e29909e7fcda9b0b9c13d5a1,basementions_mentionee__25549383e29909e7fcda9b0b9c13d5a1
cannon ab,Cannon Air Force Base,a151,188258,News,Cannon Air Force Base,,basementions_mentionee,25549383e29909e7fcda9b0b9c13d5a1,basementions_mentionee__25549383e29909e7fcda9b0b9c13d5a1
27 sow,Cannon Air Force Base,a151,188258,Consulates,Cannon Air Force Base,,basementions_mentionee,25549383e29909e7fcda9b0b9c13d5a1,basementions_mentionee__25549383e29909e7fcda9b0b9c13d5a1
u s army garrison carlisle barracks,Us Army Garrison Carlisle Barracks,a152,188258,DiplomaticFacilities,Us Army Garrison Carlisle Barracks,,basementions_mentionee,91e3b4299196e0a925b5d40bd9d90130,basementions_mentionee__91e3b4299196e0a925b5d40bd9d90130
carlisle barracks,Us Army Garrison Carlisle Barracks,a152,188258,DiplomaticFacilities,Us Army Garrison Carlisle Barracks,,basementions_mentionee,91e3b4299196e0a925b5d40bd9d90130,basementions_mentionee__91e3b4299196e0a925b5d40bd9d90130
army garrison carlisle,Us Army Garrison Carlisle Barracks,a152,188258,Exec,Us Army Garrison Carlisle Barracks,,basementions_mentionee,91e3b4299196e0a925b5d40bd9d90130,basementions_mentionee__91e3b4299196e0a925b5d40bd9d90130
corpus christi army depot,Corpus Christi Army Depot,a153,188258,Keyphrase,Corpus Christi Army Depot,,basementions_mentionee,e604e7c6615665dc0bd2b74ac7dd30b2,basementions_mentionee__e604e7c6615665dc0bd2b74ac7dd30b2
cc army depot,Corpus Christi Army Depot,a153,188258,Diplomat,Corpus Christi Army Depot,,basementions_mentionee,e604e7c6615665dc0bd2b74ac7dd30b2,basementions_mentionee__e604e7c6615665dc0bd2b74ac7dd30b2
naval air station corpus christi,Naval Air Station Corpus Christi,a154,188258,Wells,Naval Air Station Corpus Christi,,basementions_mentionee,f189b5e61ad8829b71a826d9b7e9df86,basementions_mentionee__f189b5e61ad8829b71a826d9b7e9df86
nas corpus christi,Naval Air Station Corpus Christi,a154,188258,Wells,Naval Air Station Corpus Christi,,basementions_mentionee,f189b5e61ad8829b71a826d9b7e9df86,basementions_mentionee__f189b5e61ad8829b71a826d9b7e9df86
air station corpus christi,Naval Air Station Corpus Christi,a154,188258,Person,Naval Air Station Corpus Christi,,basementions_mentionee,f189b5e61ad8829b71a826d9b7e9df86,basementions_mentionee__f189b5e61ad8829b71a826d9b7e9df86
columbus air force base,Columbus Air Force Base,a155,188258,CompanyKeyword,Columbus Air Force Base,,basementions_mentionee,8be03050af99a7a66ff12cae53e1f596,basementions_mentionee__8be03050af99a7a66ff12cae53e1f596
columbus afb,Columbus Air Force Base,a155,188258,Person,Columbus Air Force Base,,basementions_mentionee,8be03050af99a7a66ff12cae53e1f596,basementions_mentionee__8be03050af99a7a66ff12cae53e1f596
columbus air base,Columbus Air Force Base,a155,188258,DiplomaticFacilities,Columbus Air Force Base,,basementions_mentionee,8be03050af99a7a66ff12cae53e1f596,basementions_mentionee__8be03050af99a7a66ff12cae53e1f596
columbus ab,Columbus Air Force Base,a155,188258,Shipping,Columbus Air Force Base,,basementions_mentionee,8be03050af99a7a66ff12cae53e1f596,basementions_mentionee__8be03050af99a7a66ff12cae53e1f596
creech air force base,Creech Air Force Base,a156,188258,Wells,Creech Air Force Base,,basementions_mentionee,9e18af21028171889167d536bb32093a,basementions_mentionee__9e18af21028171889167d536bb32093a
creech afb,Creech Air Force Base,a156,188258,Wells,Creech Air Force Base,,basementions_mentionee,9e18af21028171889167d536bb32093a,basementions_mentionee__9e18af21028171889167d536bb32093a
creech air base,Creech Air Force Base,a156,188258,Keyphrase,Creech Air Force Base,,basementions_mentionee,9e18af21028171889167d536bb32093a,basementions_mentionee__9e18af21028171889167d536bb32093a
creech ab,Creech Air Force Base,a156,188258,Person,Creech Air Force Base,,basementions_mentionee,9e18af21028171889167d536bb32093a,basementions_mentionee__9e18af21028171889167d536bb32093a
silver flag alpha,Creech Air Force Base,a156,188258,Exec,Creech Air Force Base,,basementions_mentionee,9e18af21028171889167d536bb32093a,basementions_mentionee__9e18af21028171889167d536bb32093a
umatilla chemical depot,US Army installation Umatilla Chemical Depot,a157,188258,Refinery,US Army installation Umatilla Chemical Depot,,basementions_mentionee,3e664c3856fd68863d68ee5d8bb1e597,basementions_mentionee__3e664c3856fd68863d68ee5d8bb1e597
umatilla csepp,US Army installation Umatilla Chemical Depot,a157,188258,Consulates,US Army installation Umatilla Chemical Depot,,basementions_mentionee,3e664c3856fd68863d68ee5d8bb1e597,basementions_mentionee__3e664c3856fd68863d68ee5d8bb1e597
umatilla chem depot,US Army installation Umatilla Chemical Depot,a157,188258,ForeignMinistry,US Army installation Umatilla Chemical Depot,,basementions_mentionee,3e664c3856fd68863d68ee5d8bb1e597,basementions_mentionee__3e664c3856fd68863d68ee5d8bb1e597
camp niantic,Camp Nett,a158,188258,Person,Camp Nett,,basementions_mentionee,5db74bc2932448119d5793561fe2f826,basementions_mentionee__5db74bc2932448119d5793561fe2f826
camp nett at niantic,Camp Nett,a158,188258,Wells,Camp Nett,,basementions_mentionee,5db74bc2932448119d5793561fe2f826,basementions_mentionee__5db74bc2932448119d5793561fe2f826
camp niantic army national guard base,Camp Nett,a158,188258,Legislator,Camp Nett,,basementions_mentionee,5db74bc2932448119d5793561fe2f826,basementions_mentionee__5db74bc2932448119d5793561fe2f826
bethany beach training site,Bethany Beach Training Site,a159,188258,Organization,Bethany Beach Training Site,,basementions_mentionee,063dcaa3dbc2bb928e46a121d99a4ef9,basementions_mentionee__063dcaa3dbc2bb928e46a121d99a4ef9
fort detrick,US Army Garrison Fort Detrick,a160,188258,Shipping,US Army Garrison Fort Detrick,,basementions_mentionee,1dbd41540867430826c48ac77c25a928,basementions_mentionee__1dbd41540867430826c48ac77c25a928
usag fort detrick,US Army Garrison Fort Detrick,a160,188258,Organization,US Army Garrison Fort Detrick,,basementions_mentionee,1dbd41540867430826c48ac77c25a928,basementions_mentionee__1dbd41540867430826c48ac77c25a928
us army garrison fort detrick,US Army Garrison Fort Detrick,a160,188258,Refinery,US Army Garrison Fort Detrick,,basementions_mentionee,1dbd41540867430826c48ac77c25a928,basementions_mentionee__1dbd41540867430826c48ac77c25a928
davis–monthan air force base,Davis–Monthan Air Force Base,a161,188258,LegislativeCommittee,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
davis monthan air force base,Davis–Monthan Air Force Base,a161,188258,LegislativeCommittee,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
dm afb,Davis–Monthan Air Force Base,a161,188258,IndustryTerm,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
davis–monthan afb,Davis–Monthan Air Force Base,a161,188258,Person,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
davis monthan afb,Davis–Monthan Air Force Base,a161,188258,Consulates,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
dm air base,Davis–Monthan Air Force Base,a161,188258,space,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
davis monthan ab,Davis–Monthan Air Force Base,a161,188258,Refinery,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
davis–monthan ab,Davis–Monthan Air Force Base,a161,188258,Organization,Davis–Monthan Air Force Base,,basementions_mentionee,267f082671efd2b75c58d24d57b0896a,basementions_mentionee__267f082671efd2b75c58d24d57b0896a
dobbins air reserve base,Dobbins Air Reserve Base In Marietta,a162,188258,Refinery,Dobbins Air Reserve Base In Marietta,,basementions_mentionee,f3836fce2801813854f4f669da13414a,basementions_mentionee__f3836fce2801813854f4f669da13414a
dobbins arb,Dobbins Air Reserve Base In Marietta,a162,188258,DiplomaticFacilities,Dobbins Air Reserve Base In Marietta,,basementions_mentionee,f3836fce2801813854f4f669da13414a,basementions_mentionee__f3836fce2801813854f4f669da13414a
dobbins air force base,Dobbins Air Reserve Base In Marietta,a162,188258,Refinery,Dobbins Air Reserve Base In Marietta,,basementions_mentionee,f3836fce2801813854f4f669da13414a,basementions_mentionee__f3836fce2801813854f4f669da13414a
dobbins afb,Dobbins Air Reserve Base In Marietta,a162,188258,ForeignMinistry,Dobbins Air Reserve Base In Marietta,,basementions_mentionee,f3836fce2801813854f4f669da13414a,basementions_mentionee__f3836fce2801813854f4f669da13414a
