keyword,guid,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
blue cross blue shield of alabama,2542d810a3ad46b624ee6795e1082e6f,Blue Cross Blue Shield,News,Blue Cross Blue Shield,,company_to_guid_court_listener,044b01842781d57d49df3726ee5ad02a,company_to_guid_court_listener__044b01842781d57d49df3726ee5ad02a
blue cross blue shield of north dakota,2542d810a3ad46b624ee6795e1082e6f,Blue Cross Blue Shield,Keyphrase,Blue Cross Blue Shield,,company_to_guid_court_listener,044b01842781d57d49df3726ee5ad02a,company_to_guid_court_listener__044b01842781d57d49df3726ee5ad02a
boeing,fa7be71100c59377ed582e21587318d6,fa7be71100c59377ed582e21587318d6,IndustryTerm,fa7be71100c59377ed582e21587318d6,,company_to_guid_court_listener,8861813abeacd4fe3d842c21386a11cd,company_to_guid_court_listener__8861813abeacd4fe3d842c21386a11cd
bombardier,941ce0d6b45160d314d37c747db79b5c,941ce0d6b45160d314d37c747db79b5c,Shipping,941ce0d6b45160d314d37c747db79b5c,,company_to_guid_court_listener,feeeb5237aa46ce02ae102106ed4d695,company_to_guid_court_listener__feeeb5237aa46ce02ae102106ed4d695
booking holdings,e6a55c38ad22d8e1d5ae6646fef048ec,Booking Holdings,IndustryTerm,Booking Holdings,,company_to_guid_court_listener,9916595ea3fe71b2f5d3d806adbff271,company_to_guid_court_listener__9916595ea3fe71b2f5d3d806adbff271
booz allen hamilton,fb39ab5b2d2020ac31120923f8cf5d07,Booz Allen Hamilton,IndustryTerm,Booz Allen Hamilton,,company_to_guid_court_listener,00a861641d84876df2b914533ee33a41,company_to_guid_court_listener__00a861641d84876df2b914533ee33a41
bose corp,960e0d172242014d2a3c40d906cdefce,Bose,space,Bose,,company_to_guid_court_listener,20383fe03b614c5fb3a4da13e1d0b873,company_to_guid_court_listener__20383fe03b614c5fb3a4da13e1d0b873
bose corporation,960e0d172242014d2a3c40d906cdefce,960e0d172242014d2a3c40d906cdefce,Exec,960e0d172242014d2a3c40d906cdefce,,company_to_guid_court_listener,b762a431e09ed620733008a0abf1ba78,company_to_guid_court_listener__b762a431e09ed620733008a0abf1ba78
boston scientific,19ed1a9f49895c64e95dc95d23bf95f7,19ed1a9f49895c64e95dc95d23bf95f7,Legislator,19ed1a9f49895c64e95dc95d23bf95f7,,company_to_guid_court_listener,2e481beff5c92bd7a2e711c4894e2acc,company_to_guid_court_listener__2e481beff5c92bd7a2e711c4894e2acc
bp corp,38d8b69ed5061389a56cf5a9dad770db,BP,LegislativeCommittee,BP,,company_to_guid_court_listener,96d4cdff8ed57e93e3b3d843cffe3af7,company_to_guid_court_listener__96d4cdff8ed57e93e3b3d843cffe3af7
bp corporation,38d8b69ed5061389a56cf5a9dad770db,BP,ForeignMinistry,BP,,company_to_guid_court_listener,96d4cdff8ed57e93e3b3d843cffe3af7,company_to_guid_court_listener__96d4cdff8ed57e93e3b3d843cffe3af7
bp oil international limited,38d8b69ed5061389a56cf5a9dad770db,38d8b69ed5061389a56cf5a9dad770db,DiplomaticFacilities,38d8b69ed5061389a56cf5a9dad770db,,company_to_guid_court_listener,4bff519d2dd6eb3ff929c4d8557354db,company_to_guid_court_listener__4bff519d2dd6eb3ff929c4d8557354db
brinker international restaurants,f2934b082f9569f375427b3896edc27b,f2934b082f9569f375427b3896edc27b,Refinery,f2934b082f9569f375427b3896edc27b,,company_to_guid_court_listener,2b38bd1fba373a91f2b67575c3bfb7f7,company_to_guid_court_listener__2b38bd1fba373a91f2b67575c3bfb7f7
bristol myers squibb,a94ea7f831bc66747a53a3735825f793,Bristol Myers Squibb,Organization,Bristol Myers Squibb,,company_to_guid_court_listener,ddd78906adb84409650f987d61a0fbb0,company_to_guid_court_listener__ddd78906adb84409650f987d61a0fbb0
bristol-myers squibb,fa31335c9e0edfbf6b853437b0f165e1,fa31335c9e0edfbf6b853437b0f165e1,ForeignMinister,fa31335c9e0edfbf6b853437b0f165e1,,company_to_guid_court_listener,dece71a8da438add310c0082c0582105,company_to_guid_court_listener__dece71a8da438add310c0082c0582105
british airways,d493454666ce0c6c58eda8c7efe9c863,d493454666ce0c6c58eda8c7efe9c863,News,d493454666ce0c6c58eda8c7efe9c863,,company_to_guid_court_listener,7611f94188b4b7e227136ae204cd5e72,company_to_guid_court_listener__7611f94188b4b7e227136ae204cd5e72
british american tobacco,2037bdb717b3511c220447491342823c,2037bdb717b3511c220447491342823c,LegislativeCommittee,2037bdb717b3511c220447491342823c,,company_to_guid_court_listener,f3aae529b8d30601501b1594fa4dcc16,company_to_guid_court_listener__f3aae529b8d30601501b1594fa4dcc16
british petroleum,38d8b69ed5061389a56cf5a9dad770db,38d8b69ed5061389a56cf5a9dad770db,Person,38d8b69ed5061389a56cf5a9dad770db,,company_to_guid_court_listener,4bff519d2dd6eb3ff929c4d8557354db,company_to_guid_court_listener__4bff519d2dd6eb3ff929c4d8557354db
british telecom,a98f5dda46d57336b33d73648ba46419,a98f5dda46d57336b33d73648ba46419,Refinery,a98f5dda46d57336b33d73648ba46419,,company_to_guid_court_listener,4b77764b422859b26a409777b68aedb7,company_to_guid_court_listener__4b77764b422859b26a409777b68aedb7
broadcom,eee2375af82b2a26a74ebb6b1a6a9d73,eee2375af82b2a26a74ebb6b1a6a9d73,CompanyKeyword,eee2375af82b2a26a74ebb6b1a6a9d73,,company_to_guid_court_listener,14d31ff60e640da92b99e2c24114077f,company_to_guid_court_listener__14d31ff60e640da92b99e2c24114077f
buffalo wild wings,020cce34368d045922c32ff4a1ac63dc,020cce34368d045922c32ff4a1ac63dc,Refinery,020cce34368d045922c32ff4a1ac63dc,,company_to_guid_court_listener,53e801a45be32cd99ed7513876b1967e,company_to_guid_court_listener__53e801a45be32cd99ed7513876b1967e
burberry limited,04d198d7d4f14e412c2639b980e1ac31,04d198d7d4f14e412c2639b980e1ac31,ForeignMinister,04d198d7d4f14e412c2639b980e1ac31,,company_to_guid_court_listener,08466ac793b2241de030bb98ae4e6342,company_to_guid_court_listener__08466ac793b2241de030bb98ae4e6342
burlington stores,8d212c4ac6cb431c19bff3d59da338a7,8d212c4ac6cb431c19bff3d59da338a7,Media,8d212c4ac6cb431c19bff3d59da338a7,,company_to_guid_court_listener,be244dd3a99c896c931704d0de85962d,company_to_guid_court_listener__be244dd3a99c896c931704d0de85962d
caesars entertainment,1f6b09433ddff11d175e7e8680ef6f21,1f6b09433ddff11d175e7e8680ef6f21,ForeignMinister,1f6b09433ddff11d175e7e8680ef6f21,,company_to_guid_court_listener,34b45aefa7dbbe5236d7dd5da0af4bb9,company_to_guid_court_listener__34b45aefa7dbbe5236d7dd5da0af4bb9
caltex,6f3a5c494e77cddb02abfdff4d3907a9,6f3a5c494e77cddb02abfdff4d3907a9,LegislativeCommittee,6f3a5c494e77cddb02abfdff4d3907a9,,company_to_guid_court_listener,3d47f542898f6d5696b90dda03a2bebe,company_to_guid_court_listener__3d47f542898f6d5696b90dda03a2bebe
campbell soup,0980d1bd78bcef419b0db75f63304c5b,0980d1bd78bcef419b0db75f63304c5b,Exec,0980d1bd78bcef419b0db75f63304c5b,,company_to_guid_court_listener,b8167ed4728e8ab0c82a79d82d1fb2a0,company_to_guid_court_listener__b8167ed4728e8ab0c82a79d82d1fb2a0
canadian imperial bank of commerce,4e9e7d49f3fdceb3f60b4763bd4c7238,4e9e7d49f3fdceb3f60b4763bd4c7238,Person,4e9e7d49f3fdceb3f60b4763bd4c7238,,company_to_guid_court_listener,2d6b318616d5fd056dae56bba3466323,company_to_guid_court_listener__2d6b318616d5fd056dae56bba3466323
canadian pacific railway limited,33de4e3571e77e8e73697f427ab328f0,33de4e3571e77e8e73697f427ab328f0,DiplomaticFacilities,33de4e3571e77e8e73697f427ab328f0,,company_to_guid_court_listener,bf52b13f79ea78160410cb0569ab975f,company_to_guid_court_listener__bf52b13f79ea78160410cb0569ab975f
capital one,11a15878b8b8b4b13fc8246f628fa84b,11a15878b8b8b4b13fc8246f628fa84b,AAEntity,11a15878b8b8b4b13fc8246f628fa84b,,company_to_guid_court_listener,7f5b4d255e658b7ffda373a38995f1c2,company_to_guid_court_listener__7f5b4d255e658b7ffda373a38995f1c2
cardinal health,859d479ca8ddbcc2bbca3d5d5f1c8156,859d479ca8ddbcc2bbca3d5d5f1c8156,Wells,859d479ca8ddbcc2bbca3d5d5f1c8156,,company_to_guid_court_listener,dc759777db9cef09fd4adbdb9e248532,company_to_guid_court_listener__dc759777db9cef09fd4adbdb9e248532
carefirst of maryland,e0fd16625154955ddc280a50899171a1,e0fd16625154955ddc280a50899171a1,Shipping,e0fd16625154955ddc280a50899171a1,,company_to_guid_court_listener,b0ad850d58b52f5b9b6ddb5f77a4c1d8,company_to_guid_court_listener__b0ad850d58b52f5b9b6ddb5f77a4c1d8
cargill inc,173ffc846f2c3792c5e439621237cc2b,Cargill,ForeignMinistry,Cargill,,company_to_guid_court_listener,556d98e75f0e9956d6120436fb17523f,company_to_guid_court_listener__556d98e75f0e9956d6120436fb17523f
cargill inc.,173ffc846f2c3792c5e439621237cc2b,Cargill,ForeignMinister,Cargill,,company_to_guid_court_listener,556d98e75f0e9956d6120436fb17523f,company_to_guid_court_listener__556d98e75f0e9956d6120436fb17523f
"cargill, inc",173ffc846f2c3792c5e439621237cc2b,Cargill,Shipping,Cargill,,company_to_guid_court_listener,556d98e75f0e9956d6120436fb17523f,company_to_guid_court_listener__556d98e75f0e9956d6120436fb17523f
"cargill, incorporated",173ffc846f2c3792c5e439621237cc2b,Cargill,News,Cargill,,company_to_guid_court_listener,556d98e75f0e9956d6120436fb17523f,company_to_guid_court_listener__556d98e75f0e9956d6120436fb17523f
carlson holdings,ef3be4642ad2d9785f747efaa31a54cb,ef3be4642ad2d9785f747efaa31a54cb,AAEntity,ef3be4642ad2d9785f747efaa31a54cb,,company_to_guid_court_listener,61cec4628721e5d32c1145d5ce24fc57,company_to_guid_court_listener__61cec4628721e5d32c1145d5ce24fc57
carlyle group,b12cc8ff00ca02fcb6f99f99bc9cf973,b12cc8ff00ca02fcb6f99f99bc9cf973,Media,b12cc8ff00ca02fcb6f99f99bc9cf973,,company_to_guid_court_listener,707745509f605601cbd7cc3e5e4ce9b8,company_to_guid_court_listener__707745509f605601cbd7cc3e5e4ce9b8
carmax,2898bafb6696fc4a3c911a061ea588a5,2898bafb6696fc4a3c911a061ea588a5,ForeignMinistry,2898bafb6696fc4a3c911a061ea588a5,,company_to_guid_court_listener,b69a3c670b14433faf06ece964dbcde6,company_to_guid_court_listener__b69a3c670b14433faf06ece964dbcde6
carnival,b9476085319ea91219e96491fdb1f4cb,b9476085319ea91219e96491fdb1f4cb,Wells,b9476085319ea91219e96491fdb1f4cb,,company_to_guid_court_listener,89474477530f299f41ac1c000bddffb6,company_to_guid_court_listener__89474477530f299f41ac1c000bddffb6
cbre,fb9711a434be94f4cd0ff1d32479f82c,fb9711a434be94f4cd0ff1d32479f82c,IndustryTerm,fb9711a434be94f4cd0ff1d32479f82c,,company_to_guid_court_listener,625d3f219dbf0a90edf3d16000254363,company_to_guid_court_listener__625d3f219dbf0a90edf3d16000254363
cbs television,f12542dac0394a8d082f1ed4b3397f72,CBS,CompanyKeyword,CBS,,company_to_guid_court_listener,250c51527f347066847969f002be67a2,company_to_guid_court_listener__250c51527f347066847969f002be67a2
cedar fair entertainment,aa4f7640a7be9a678a3c2e6e104f82ec,aa4f7640a7be9a678a3c2e6e104f82ec,Media,aa4f7640a7be9a678a3c2e6e104f82ec,,company_to_guid_court_listener,51cb350803361734c5c1f4871c1555c6,company_to_guid_court_listener__51cb350803361734c5c1f4871c1555c6
celgene corporation,de6c9570fa2a71cfc1d336f1033efb41,Celgene Corporation,Consulates,Celgene Corporation,,company_to_guid_court_listener,3381cf1e2cb63bb87ed257250cbb040b,company_to_guid_court_listener__3381cf1e2cb63bb87ed257250cbb040b
charles schwab,9f4a6cc8e5ded006e3d807d8f4c689f0,9f4a6cc8e5ded006e3d807d8f4c689f0,IndustryTerm,9f4a6cc8e5ded006e3d807d8f4c689f0,,company_to_guid_court_listener,17017e211b2c93455cff0fa98fe90ee1,company_to_guid_court_listener__17017e211b2c93455cff0fa98fe90ee1
charter communications,595d63918059be0782465194f326597e,595d63918059be0782465194f326597e,Organization,595d63918059be0782465194f326597e,,company_to_guid_court_listener,356a2e2eb85db63678fc16cdb432cfa1,company_to_guid_court_listener__356a2e2eb85db63678fc16cdb432cfa1
chevron,f41dd1b2abb0c41f225675ebb448ce63,f41dd1b2abb0c41f225675ebb448ce63,AAEntity,f41dd1b2abb0c41f225675ebb448ce63,,company_to_guid_court_listener,39e4c5a7509dfd843dcd966938a8ea5e,company_to_guid_court_listener__39e4c5a7509dfd843dcd966938a8ea5e
chewy inc,73c1d231ac41a7f70e4f9f4f0d53ddda,73c1d231ac41a7f70e4f9f4f0d53ddda,Legislator,73c1d231ac41a7f70e4f9f4f0d53ddda,,company_to_guid_court_listener,1e401b5a008a09a865e6a736454291d1,company_to_guid_court_listener__1e401b5a008a09a865e6a736454291d1
"chewy, inc",73c1d231ac41a7f70e4f9f4f0d53ddda,Chewy,Media,Chewy,,company_to_guid_court_listener,4a13cb164b7bf0709d1c24b1cdb7e02a,company_to_guid_court_listener__4a13cb164b7bf0709d1c24b1cdb7e02a
chick-fil-a,dcacaa6c910a47709f897b963266c88c,Chick-Fil-A,Exec,Chick-Fil-A,,company_to_guid_court_listener,f0687aaf86c39ed56ef1c345fcb99fab,company_to_guid_court_listener__f0687aaf86c39ed56ef1c345fcb99fab
chipotle mexican grill,93f1fe5720c34ec307ebed753cd78288,93f1fe5720c34ec307ebed753cd78288,News,93f1fe5720c34ec307ebed753cd78288,,company_to_guid_court_listener,d55e89eee3e9b2b59f8321b2d0d74e94,company_to_guid_court_listener__d55e89eee3e9b2b59f8321b2d0d74e94
choice hotels,16276952d344372a55016b95b3cbb2b9,16276952d344372a55016b95b3cbb2b9,ForeignMinistry,16276952d344372a55016b95b3cbb2b9,,company_to_guid_court_listener,df72ef0f098d3e2c19184e97094648e2,company_to_guid_court_listener__df72ef0f098d3e2c19184e97094648e2
church of jesus christ of latter day saints,998856a8c6d77c6142e78b7789e36792,998856a8c6d77c6142e78b7789e36792,Legislator,998856a8c6d77c6142e78b7789e36792,,company_to_guid_court_listener,d3f69fa770b22fff15ab27d4edd82fd8,company_to_guid_court_listener__d3f69fa770b22fff15ab27d4edd82fd8
cibc,4e9e7d49f3fdceb3f60b4763bd4c7238,4e9e7d49f3fdceb3f60b4763bd4c7238,space,4e9e7d49f3fdceb3f60b4763bd4c7238,,company_to_guid_court_listener,2d6b318616d5fd056dae56bba3466323,company_to_guid_court_listener__2d6b318616d5fd056dae56bba3466323
cigna,d771f74a295f7ea102248b87e1e0ebd3,d771f74a295f7ea102248b87e1e0ebd3,AAEntity,d771f74a295f7ea102248b87e1e0ebd3,,company_to_guid_court_listener,9791df6dd9fe27aa9c37c39bbfec6d50,company_to_guid_court_listener__9791df6dd9fe27aa9c37c39bbfec6d50
cisco systems,ccd248e1c6fdd1da82a2ce08a0791fbd,ccd248e1c6fdd1da82a2ce08a0791fbd,CompanyKeyword,ccd248e1c6fdd1da82a2ce08a0791fbd,,company_to_guid_court_listener,3b1284deecd21b07eb1abad91b2be2f2,company_to_guid_court_listener__3b1284deecd21b07eb1abad91b2be2f2
citadel llc,a6fcf4438b6796c183ab63dd6eb1baee,a6fcf4438b6796c183ab63dd6eb1baee,Keyphrase,a6fcf4438b6796c183ab63dd6eb1baee,,company_to_guid_court_listener,5bac1b5578c8e1035797bbb0feef6e5e,company_to_guid_court_listener__5bac1b5578c8e1035797bbb0feef6e5e
citgo,33c5c09778d9b812223665788e9934f0,33c5c09778d9b812223665788e9934f0,Media,33c5c09778d9b812223665788e9934f0,,company_to_guid_court_listener,0d7211fa1229d84871595d696a9eb11a,company_to_guid_court_listener__0d7211fa1229d84871595d696a9eb11a
citigroup,eda335e4cc9dcfb9e0419735d0f597be,eda335e4cc9dcfb9e0419735d0f597be,News,eda335e4cc9dcfb9e0419735d0f597be,,company_to_guid_court_listener,f7a4992108f3b9b03909a8ccaf3ac021,company_to_guid_court_listener__f7a4992108f3b9b03909a8ccaf3ac021
citizens financial group inc,e92beb830351911d817596f77239f6c5,e92beb830351911d817596f77239f6c5,Keyphrase,e92beb830351911d817596f77239f6c5,,company_to_guid_court_listener,b10c7a0c82c8f3c57858f94e7038df9e,company_to_guid_court_listener__b10c7a0c82c8f3c57858f94e7038df9e
citrix systems,37b993d33960128b055b1d0ec74b5a89,37b993d33960128b055b1d0ec74b5a89,Pipeline,37b993d33960128b055b1d0ec74b5a89,,company_to_guid_court_listener,bb8416eddd5a01a32fee6228a0f4dd43,company_to_guid_court_listener__bb8416eddd5a01a32fee6228a0f4dd43
cke restaurants,c85e261ad7ba6bbcbd80bb3f438779c5,c85e261ad7ba6bbcbd80bb3f438779c5,News,c85e261ad7ba6bbcbd80bb3f438779c5,,company_to_guid_court_listener,28badfec26487af2bdb244c715d6d28f,company_to_guid_court_listener__28badfec26487af2bdb244c715d6d28f
cleveland clinic,fb8cb1d75ce0a544ab419d5e263a5215,fb8cb1d75ce0a544ab419d5e263a5215,News,fb8cb1d75ce0a544ab419d5e263a5215,,company_to_guid_court_listener,7feb8de1f9ad7e7e040e5892ea651b66,company_to_guid_court_listener__7feb8de1f9ad7e7e040e5892ea651b66
clorox,6b87567bfa83ee4aa531bc9ea1f6f43c,6b87567bfa83ee4aa531bc9ea1f6f43c,Consulates,6b87567bfa83ee4aa531bc9ea1f6f43c,,company_to_guid_court_listener,a37df91b21548aa8a8c81fd1c10de32e,company_to_guid_court_listener__a37df91b21548aa8a8c81fd1c10de32e
cna financial,e00b6a0b0dec92e5d44ab9d8f0456692,CNA Financial,Consulates,CNA Financial,,company_to_guid_court_listener,f1aca6389e11052df8a1d48258c54311,company_to_guid_court_listener__f1aca6389e11052df8a1d48258c54311
coca-cola,029b8626847fdc22ef1f0684a4fb2300,Coca-Cola,Legislator,Coca-Cola,,company_to_guid_court_listener,916a17d53dff7bbd06635fac294e86eb,company_to_guid_court_listener__916a17d53dff7bbd06635fac294e86eb
cognizant technology solutions,a7b5599d2f512bee58ad7e711f2713d4,Cognizant Technology Solutions,LegislativeCommittee,Cognizant Technology Solutions,,company_to_guid_court_listener,5981f475807ab195e0d6985087225df9,company_to_guid_court_listener__5981f475807ab195e0d6985087225df9
coinbase,bf375122f49fbec2e49ed133eb6d2119,bf375122f49fbec2e49ed133eb6d2119,Consulates,bf375122f49fbec2e49ed133eb6d2119,,company_to_guid_court_listener,2497d6018f6dac8cbd8f9b1b048abeca,company_to_guid_court_listener__2497d6018f6dac8cbd8f9b1b048abeca
coinstar,87923c2ce75a40fe46414df5cbb6f17d,87923c2ce75a40fe46414df5cbb6f17d,space,87923c2ce75a40fe46414df5cbb6f17d,,company_to_guid_court_listener,aa3540f79b9653c5dfd1ea03f1cbfb70,company_to_guid_court_listener__aa3540f79b9653c5dfd1ea03f1cbfb70
coldwell banker,b96976b238888e3e392d7c132f6b46bd,4789c703f89c358cc5135b2782ebb010,IndustryTerm,4789c703f89c358cc5135b2782ebb010,,company_to_guid_court_listener,6c032b223ba1ff7e54ed6d0c6c71f107,company_to_guid_court_listener__6c032b223ba1ff7e54ed6d0c6c71f107
coles group,105fc0e46fd1aa169c74ab0625653c4b,105fc0e46fd1aa169c74ab0625653c4b,DiplomaticFacilities,105fc0e46fd1aa169c74ab0625653c4b,,company_to_guid_court_listener,26084ff0e1a530227a967d545c9faf23,company_to_guid_court_listener__26084ff0e1a530227a967d545c9faf23
colgate palmolive,7dc36de81b6668438573dc20d18ea137,7dc36de81b6668438573dc20d18ea137,Person,7dc36de81b6668438573dc20d18ea137,,company_to_guid_court_listener,52b57195c4b77b670b04cdf0566ad0e1,company_to_guid_court_listener__52b57195c4b77b670b04cdf0566ad0e1
comcast,2e4b0c3f87d475be72b4f23ccfab4d2d,2e4b0c3f87d475be72b4f23ccfab4d2d,FTO,2e4b0c3f87d475be72b4f23ccfab4d2d,,company_to_guid_court_listener,6161c74e9ce76fcfef70f1457cbcfe7d,company_to_guid_court_listener__6161c74e9ce76fcfef70f1457cbcfe7d
comcast spectrum,2e4b0c3f87d475be72b4f23ccfab4d2d,Comcast,space,Comcast,,company_to_guid_court_listener,2c57439101d1d9696fd1c023ae70d511,company_to_guid_court_listener__2c57439101d1d9696fd1c023ae70d511
conagra,442c47d1bbd3224a878dc356f72fb136,442c47d1bbd3224a878dc356f72fb136,ForeignMinister,442c47d1bbd3224a878dc356f72fb136,,company_to_guid_court_listener,b7327435926ecaf8c2713fa004a2aab3,company_to_guid_court_listener__b7327435926ecaf8c2713fa004a2aab3
coned,a5193eecd7886c048c46988d22d78ebf,a5193eecd7886c048c46988d22d78ebf,CompanyKeyword,a5193eecd7886c048c46988d22d78ebf,,company_to_guid_court_listener,09ab26033d30d38f8f96ba04f5246149,company_to_guid_court_listener__09ab26033d30d38f8f96ba04f5246149
conocophillips,9d7179affdf55c1e30d54a18bd822372,ConocoPhillips,FTO,ConocoPhillips,,company_to_guid_court_listener,207c808098253c64810ddcce8b4344c3,company_to_guid_court_listener__207c808098253c64810ddcce8b4344c3
consolidated edison,a5193eecd7886c048c46988d22d78ebf,a5193eecd7886c048c46988d22d78ebf,LegislativeCommittee,a5193eecd7886c048c46988d22d78ebf,,company_to_guid_court_listener,09ab26033d30d38f8f96ba04f5246149,company_to_guid_court_listener__09ab26033d30d38f8f96ba04f5246149
constellation brands,509bf0caf30f74514fd7bfbf7e411bfa,509bf0caf30f74514fd7bfbf7e411bfa,Consulates,509bf0caf30f74514fd7bfbf7e411bfa,,company_to_guid_court_listener,d7c94aefb362062b625b17c3bab74a4b,company_to_guid_court_listener__d7c94aefb362062b625b17c3bab74a4b
costco,22ba78a74cd3946c02c4bb9921dd2d67,22ba78a74cd3946c02c4bb9921dd2d67,Person,22ba78a74cd3946c02c4bb9921dd2d67,,company_to_guid_court_listener,afa5e4f5504d7bb3166b4960891feec2,company_to_guid_court_listener__afa5e4f5504d7bb3166b4960891feec2
cox enterprises,396f47ec54178e3c5815ba042d1010e7,396f47ec54178e3c5815ba042d1010e7,CompanyKeyword,396f47ec54178e3c5815ba042d1010e7,,company_to_guid_court_listener,45d3fbd8da8cd4d1ccd7d36f5579a659,company_to_guid_court_listener__45d3fbd8da8cd4d1ccd7d36f5579a659
cracker barrel,4ab5cc6e9cd7e44fc554ea82da5724cd,4ab5cc6e9cd7e44fc554ea82da5724cd,LegislativeCommittee,4ab5cc6e9cd7e44fc554ea82da5724cd,,company_to_guid_court_listener,5e92f2acd396324fa30c32d1454122f2,company_to_guid_court_listener__5e92f2acd396324fa30c32d1454122f2
crate and barrel,b65e49e9ab17b51c60b54ef3b746de46,b65e49e9ab17b51c60b54ef3b746de46,Keyphrase,b65e49e9ab17b51c60b54ef3b746de46,,company_to_guid_court_listener,d104a593f76ac48901538d8d9f568c5a,company_to_guid_court_listener__d104a593f76ac48901538d8d9f568c5a
csx transportation,201bcd91a5d042f4e587be80fd3378ff,201bcd91a5d042f4e587be80fd3378ff,Legislator,201bcd91a5d042f4e587be80fd3378ff,,company_to_guid_court_listener,c1e28b74a38edbd5a189307473dde15e,company_to_guid_court_listener__c1e28b74a38edbd5a189307473dde15e
cumberland farms,90030dc55d02d7a4dad819b1704ac44a,90030dc55d02d7a4dad819b1704ac44a,space,90030dc55d02d7a4dad819b1704ac44a,,company_to_guid_court_listener,e7699ee62e2b12d98eed2067ba96d366,company_to_guid_court_listener__e7699ee62e2b12d98eed2067ba96d366
cvs health,480b1d303f9e1e9b2d443e70ac8d14b3,,FTO,,,company_to_guid_court_listener,d41d8cd98f00b204e9800998ecf8427e,company_to_guid_court_listener__d41d8cd98f00b204e9800998ecf8427e
daimler ag,15b3b39434e24514040c575fdecb4a7e,15b3b39434e24514040c575fdecb4a7e,ForeignMinister,15b3b39434e24514040c575fdecb4a7e,,company_to_guid_court_listener,ee0b460e74abf1c04cae1b61069aced2,company_to_guid_court_listener__ee0b460e74abf1c04cae1b61069aced2
dairy queen,a5d91bcc184582038da424d86dbfb176,a5d91bcc184582038da424d86dbfb176,Wells,a5d91bcc184582038da424d86dbfb176,,company_to_guid_court_listener,ef1b3f4616d050e2ba593a0f209a465c,company_to_guid_court_listener__ef1b3f4616d050e2ba593a0f209a465c
danone north america,aca326f1bb7f2a6cb3b5de9f360901c8,aca326f1bb7f2a6cb3b5de9f360901c8,LegislativeCommittee,aca326f1bb7f2a6cb3b5de9f360901c8,,company_to_guid_court_listener,3b9be47fb5c09ec534a3612033550474,company_to_guid_court_listener__3b9be47fb5c09ec534a3612033550474
darden restaurants,d9dda481a06317b856e77c595dbb90d2,d9dda481a06317b856e77c595dbb90d2,ForeignMinister,d9dda481a06317b856e77c595dbb90d2,,company_to_guid_court_listener,49e9a300f8f08164613e32e19acb6d55,company_to_guid_court_listener__49e9a300f8f08164613e32e19acb6d55
dell technologies,172f134c7db3f3afed258f79968ffde0,,ForeignMinister,,,company_to_guid_court_listener,d41d8cd98f00b204e9800998ecf8427e,company_to_guid_court_listener__d41d8cd98f00b204e9800998ecf8427e
deloitte,797bb8c12c01507ad8669b06b9abe7ac,797bb8c12c01507ad8669b06b9abe7ac,Keyphrase,797bb8c12c01507ad8669b06b9abe7ac,,company_to_guid_court_listener,908ebc9085321baf5893209e87b75197,company_to_guid_court_listener__908ebc9085321baf5893209e87b75197
dentsu aegis network,a9b1940a7d5898af62001fcff3ea8fab,,Diplomat,,,company_to_guid_court_listener,d41d8cd98f00b204e9800998ecf8427e,company_to_guid_court_listener__d41d8cd98f00b204e9800998ecf8427e
deutsche bank,d8a184fcaeef29f49b85b9a851907b97,d8a184fcaeef29f49b85b9a851907b97,CompanyKeyword,d8a184fcaeef29f49b85b9a851907b97,,company_to_guid_court_listener,27241b160d444e1fadef773aa2bad59d,company_to_guid_court_listener__27241b160d444e1fadef773aa2bad59d
dhl,8a85103a29aca6e28777fc0d2ac045c0,8a85103a29aca6e28777fc0d2ac045c0,FTO,8a85103a29aca6e28777fc0d2ac045c0,,company_to_guid_court_listener,e990cf31304ab943cff43470eea1e1ce,company_to_guid_court_listener__e990cf31304ab943cff43470eea1e1ce
diageo,6e3813442f8082542690fc3fafa71926,6e3813442f8082542690fc3fafa71926,Consulates,6e3813442f8082542690fc3fafa71926,,company_to_guid_court_listener,88d13e819011e84a1a08b8fbcef19e6b,company_to_guid_court_listener__88d13e819011e84a1a08b8fbcef19e6b
dillard's,4425ac769943e1aee1568850a7029afa,4425ac769943e1aee1568850a7029afa,FTO,4425ac769943e1aee1568850a7029afa,,company_to_guid_court_listener,990eec07708e42206f08590314800215,company_to_guid_court_listener__990eec07708e42206f08590314800215
discount tire,e37342966f5e94c1466e8dc34f52a83d,e37342966f5e94c1466e8dc34f52a83d,FTO,e37342966f5e94c1466e8dc34f52a83d,,company_to_guid_court_listener,9495349d9206e2a074aa0d8063675f62,company_to_guid_court_listener__9495349d9206e2a074aa0d8063675f62
discover products,a6404f7feafdb9022a4fe8d84508cb48,a6404f7feafdb9022a4fe8d84508cb48,Keyphrase,a6404f7feafdb9022a4fe8d84508cb48,,company_to_guid_court_listener,41042d1eade05b70d551c433e41c9a65,company_to_guid_court_listener__41042d1eade05b70d551c433e41c9a65
dish network,b1af2508957e63f5943f14fe847abe14,595d63918059be0782465194f326597e,News,595d63918059be0782465194f326597e,,company_to_guid_court_listener,356a2e2eb85db63678fc16cdb432cfa1,company_to_guid_court_listener__356a2e2eb85db63678fc16cdb432cfa1
disney corporate communications,6eef59b51c9224808c07de857d2af840,,Diplomat,,,company_to_guid_court_listener,d41d8cd98f00b204e9800998ecf8427e,company_to_guid_court_listener__d41d8cd98f00b204e9800998ecf8427e
