german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,ss,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
auf der steil,"Auf Der Steil in Wiesbaden, Germany",50.0782184,8.2397608,1,,,,,,Refinery,"Auf Der Steil in Wiesbaden, Germany",,german_fires_wiesbaden_locations,73102f9c49b4507d0b8e9790b2a551fb,german_fires_wiesbaden_locations__73102f9c49b4507d0b8e9790b2a551fb
augsburger strasse,"Augsburger Strasse in Wiesbaden, Germany",50.0426486,8.3611676,1,,,,,,Keyphrase,"Augsburger Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,238b4d3491c921e6c4ffe1506774a7d1,german_fires_wiesbaden_locations__238b4d3491c921e6c4ffe1506774a7d1
august-bebel-strasse,"August-Bebel-Strasse in Wiesbaden, Germany",50.0719548,8.1855093,1,,,,,,Refinery,"August-Bebel-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6886af434b04eccf3c6887c31ff139f3,german_fires_wiesbaden_locations__6886af434b04eccf3c6887c31ff139f3
august-laut-strasse,"August-Laut-Strasse in Wiesbaden, Germany",50.0433543,8.2384011,1,,,,,,Organization,"August-Laut-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,33441e1e3bc2af0358361cb7ba89c4b9,german_fires_wiesbaden_locations__33441e1e3bc2af0358361cb7ba89c4b9
august-liebig-weg,"August-Liebig-Weg in Wiesbaden, Germany",50.0971875,8.2826948,1,,,,,,IndustryTerm,"August-Liebig-Weg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,731dc0bca258149d2381e9a04a1a664c,german_fires_wiesbaden_locations__731dc0bca258149d2381e9a04a1a664c
august-lutz-brucke,"August-Lutz-Brucke in Wiesbaden, Germany",50.0044882,8.3017048,1,,,,,,DiplomaticFacilities,"August-Lutz-Brucke in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e2291970b4bcbb507c3546eb5ff6fd65,german_fires_wiesbaden_locations__e2291970b4bcbb507c3546eb5ff6fd65
august-ruf-strasse,"August-Ruf-Strasse in Wiesbaden, Germany",50.1212349,8.3301803,1,,,,,,CompanyKeyword,"August-Ruf-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4f546181cd8bc12a40b93f16a3248dee,german_fires_wiesbaden_locations__4f546181cd8bc12a40b93f16a3248dee
august-wolff-strasse,"August-Wolff-Strasse in Wiesbaden, Germany",50.0458417,8.2411247,1,,,,,,Shipping,"August-Wolff-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,46a67b1f640541ea5711e7c1542ee021,german_fires_wiesbaden_locations__46a67b1f640541ea5711e7c1542ee021
augusta loop,"Augusta Loop in Wiesbaden, Germany",50.0371658,8.32809,1,,,,,,ForeignMinistry,"Augusta Loop in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fddb12503aba0d8453fb29f5208c8353,german_fires_wiesbaden_locations__fddb12503aba0d8453fb29f5208c8353
augustastrasse,"Augustastrasse in Wiesbaden, Germany",50.0749133,8.2502948,1,,,,,,Refinery,"Augustastrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,675d6cbfa72880b378ca8850485addec,german_fires_wiesbaden_locations__675d6cbfa72880b378ca8850485addec
auguste-viktoria-strasse,"Auguste-Viktoria-Strasse in Wiesbaden, Germany",50.075744,8.2468897,1,,,,,,ForeignMinister,"Auguste-Viktoria-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e9e179a60276988869dc81268c2804f5,german_fires_wiesbaden_locations__e9e179a60276988869dc81268c2804f5
aukammallee,"Aukammallee in Wiesbaden, Germany",50.0870996,8.267729,1,,,,,,News,"Aukammallee in Wiesbaden, Germany",,german_fires_wiesbaden_locations,cf455f0ba3d8b95c61b383b3daf7b0d9,german_fires_wiesbaden_locations__cf455f0ba3d8b95c61b383b3daf7b0d9
aumannstrasse,"Aumannstrasse in Wiesbaden, Germany",50.0878192,8.2140076,1,,,,,,CompanyKeyword,"Aumannstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,50e7585634e30b253e8f33b5bc1b185d,german_fires_wiesbaden_locations__50e7585634e30b253e8f33b5bc1b185d
aunelstrasse,"Aunelstrasse in Wiesbaden, Germany",50.073933,8.1913338,1,,,,,,Organization,"Aunelstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fae0967d01eb77e23c0a5c7d3c2f6620,german_fires_wiesbaden_locations__fae0967d01eb77e23c0a5c7d3c2f6620
auringer strasse,"Auringer Strasse in Wiesbaden, Germany",50.1336009,8.3040019,1,,,,,,FTO,"Auringer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,accaf4d0edb8d300223bb262d0e2055f,german_fires_wiesbaden_locations__accaf4d0edb8d300223bb262d0e2055f
bachgasse,"Bachgasse in Wiesbaden, Germany",50.0493304,8.2378082,1,,,,,,CompanyKeyword,"Bachgasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,d74c14219fa58ff572afbd17f08d1b3f,german_fires_wiesbaden_locations__d74c14219fa58ff572afbd17f08d1b3f
bachmayerstrasse,"Bachmayerstrasse in Wiesbaden, Germany",50.0882499,8.2243689,1,,,,,,ForeignMinister,"Bachmayerstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,a0fa26a99123a7cbae0c134af19fdfca,german_fires_wiesbaden_locations__a0fa26a99123a7cbae0c134af19fdfca
bachstrasse,"Bachstrasse in Wiesbaden, Germany",50.0951907,8.3052408,1,,,,,,ForeignMinister,"Bachstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,cb9a5dd130b08f2409a1e961d4331120,german_fires_wiesbaden_locations__cb9a5dd130b08f2409a1e961d4331120
bachweg,"Bachweg in Wiesbaden, Germany",50.0795726,8.3717281,1,,,,,,Diplomat,"Bachweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4a3747d4c3e8929ae31b2bb8f70d0696,german_fires_wiesbaden_locations__4a3747d4c3e8929ae31b2bb8f70d0696
backfischgasse,"Backfischgasse in Wiesbaden, Germany",50.0434251,8.1967302,1,,,,,,Media,"Backfischgasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ff70288a3502f61c5d0ec44ed614e167,german_fires_wiesbaden_locations__ff70288a3502f61c5d0ec44ed614e167
bahnhofsplatz,"Bahnhofsplatz in Wiesbaden, Germany",50.0716598,8.2425555,1,,,,,,News,"Bahnhofsplatz in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1415197f081f812ce665009807fd55a3,german_fires_wiesbaden_locations__1415197f081f812ce665009807fd55a3
bahnhofstrasse,"Bahnhofstrasse in Wiesbaden, Germany",50.0760276,8.2426375,1,,,,,,Media,"Bahnhofstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,40f05df1946b26f5df3caa241cd89e7f,german_fires_wiesbaden_locations__40f05df1946b26f5df3caa241cd89e7f
bahnholzstrasse,"Bahnholzstrasse in Wiesbaden, Germany",50.1008859,8.2604178,1,,,,,,News,"Bahnholzstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,0fdf211e63946091532c1aca630e68dd,german_fires_wiesbaden_locations__0fdf211e63946091532c1aca630e68dd
bahnstrasse,"Bahnstrasse in Wiesbaden, Germany",50.0542893,8.2960277,1,,,,,,Person,"Bahnstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,abb85ff8aaae57cf2893ffe67dc7a054,german_fires_wiesbaden_locations__abb85ff8aaae57cf2893ffe67dc7a054
balthasar-neumann-strasse,"Balthasar-Neumann-Strasse in Wiesbaden, Germany",50.068349,8.2606331,1,,,,,,FTO,"Balthasar-Neumann-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,2cf7c5401db9c7062d5756cba04322ad,german_fires_wiesbaden_locations__2cf7c5401db9c7062d5756cba04322ad
baltrumer strasse,"Baltrumer Strasse in Wiesbaden, Germany",50.0655473,8.205762,1,,,,,,ForeignMinister,"Baltrumer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c884575d3252f85f8267c1700a3b2f4e,german_fires_wiesbaden_locations__c884575d3252f85f8267c1700a3b2f4e
bandkeramikerweg,"Bandkeramikerweg in Wiesbaden, Germany",50.0560277,8.2945127,1,,,,,,ForeignMinister,"Bandkeramikerweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,2ba395acd51b7d8e0d00d1331ac33d3f,german_fires_wiesbaden_locations__2ba395acd51b7d8e0d00d1331ac33d3f
bangertstrasse,"Bangertstrasse in Wiesbaden, Germany",50.0923512,8.3085015,1,,,,,,ForeignMinister,"Bangertstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,d619bc52701889844c93c16a25586eac,german_fires_wiesbaden_locations__d619bc52701889844c93c16a25586eac
barbarossastrasse,"Barbarossastrasse in Wiesbaden, Germany",50.0532042,8.3046568,1,,,,,,space,"Barbarossastrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c46472df4ec3bfdb9a2db6870754f2f0,german_fires_wiesbaden_locations__c46472df4ec3bfdb9a2db6870754f2f0
barenstrasse,"Barenstrasse in Wiesbaden, Germany",50.0845904,8.240996,1,,,,,,Legislator,"Barenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,2c4d19420f7146fed0d502aec5483bcf,german_fires_wiesbaden_locations__2c4d19420f7146fed0d502aec5483bcf
barfussweg,"Barfussweg in Wiesbaden, Germany",50.1314541,8.0656204,1,,,,,,Media,"Barfussweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,65ec1794b88c250edf90c226b316ca18,german_fires_wiesbaden_locations__65ec1794b88c250edf90c226b316ca18
baumgarten,"Baumgarten in Wiesbaden, Germany",50.0544805,8.2976373,1,,,,,,ForeignMinister,"Baumgarten in Wiesbaden, Germany",,german_fires_wiesbaden_locations,33663e68391df6ec5e63f5e88c2be0c0,german_fires_wiesbaden_locations__33663e68391df6ec5e63f5e88c2be0c0
baumstrasse,"Baumstrasse in Wiesbaden, Germany",50.063366,8.2292449,1,,,,,,IndustryTerm,"Baumstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c9222a7d4eb73150b12c8e5ac43f7c88,german_fires_wiesbaden_locations__c9222a7d4eb73150b12c8e5ac43f7c88
bauwaldweg,"Bauwaldweg in Wiesbaden, Germany",50.0848022,8.2475361,1,,,,,,AAEntity,"Bauwaldweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7a4c28242218ad27031e02cb6f2ae993,german_fires_wiesbaden_locations__7a4c28242218ad27031e02cb6f2ae993
bayernstrasse,"Bayernstrasse in Wiesbaden, Germany",50.0960574,8.2765174,1,,,,,,Person,"Bayernstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c139bada7368fa4a9ae5b3577e593d5e,german_fires_wiesbaden_locations__c139bada7368fa4a9ae5b3577e593d5e
bechtewaldweg,"Bechtewaldweg in Wiesbaden, Germany",50.0848022,8.2475361,1,,,,,,Diplomat,"Bechtewaldweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,8d48f0c4fa837257a73f32c73d775faa,german_fires_wiesbaden_locations__8d48f0c4fa837257a73f32c73d775faa
beethovenstrasse,"Beethovenstrasse in Wiesbaden, Germany",50.0779911,8.2540279,1,,,,,,AAEntity,"Beethovenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6cc624cb604191c3df6a25ab8a47769d,german_fires_wiesbaden_locations__6cc624cb604191c3df6a25ab8a47769d
begasweg,"Begasweg in Wiesbaden, Germany",50.0919835,8.2213565,1,,,,,,ForeignMinister,"Begasweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1bd03c474a3fe5405bdb4e274b119cba,german_fires_wiesbaden_locations__1bd03c474a3fe5405bdb4e274b119cba
begonienweg,"Begonienweg in Wiesbaden, Germany",50.0633115,8.1865927,1,,,,,,CompanyKeyword,"Begonienweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,de7b39edbfaee602f331bedf09b0ea21,german_fires_wiesbaden_locations__de7b39edbfaee602f331bedf09b0ea21
behringstrasse,"Behringstrasse in Wiesbaden, Germany",50.0829303,8.2671715,1,,,,,,IndustryTerm,"Behringstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1a668c8a8cab415ea7bd01bbca8ca7df,german_fires_wiesbaden_locations__1a668c8a8cab415ea7bd01bbca8ca7df
beinstrasse,"Beinstrasse in Wiesbaden, Germany",50.0832177,8.3665529,1,,,,,,ForeignMinister,"Beinstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c31633bd35352cf93bc1180593e297e6,german_fires_wiesbaden_locations__c31633bd35352cf93bc1180593e297e6
belzbachweg,"Belzbachweg in Wiesbaden, Germany",50.0731153,8.196448,1,,,,,,FTO,"Belzbachweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c0dc8c6a8ec5fcdc9c51df1cd6ef3865,german_fires_wiesbaden_locations__c0dc8c6a8ec5fcdc9c51df1cd6ef3865
benzstrasse,"Benzstrasse in Wiesbaden, Germany",50.0789019,8.2080511,1,,,,,,CompanyKeyword,"Benzstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fece4d06658a57245b39bb0aed9930cf,german_fires_wiesbaden_locations__fece4d06658a57245b39bb0aed9930cf
berberichstrasse,"Berberichstrasse in Wiesbaden, Germany",50.0020239,8.3041622,1,,,,,,Keyphrase,"Berberichstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,89cab6c7ee23451a54b56cdea22e5177,german_fires_wiesbaden_locations__89cab6c7ee23451a54b56cdea22e5177
bergmannstrasse,"Bergmannstrasse in Wiesbaden, Germany",50.0445859,8.2456295,1,,,,,,Pipeline,"Bergmannstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,917f0afbf494c8bb4819b9ddf143fdd6,german_fires_wiesbaden_locations__917f0afbf494c8bb4819b9ddf143fdd6
bergstrasse,"Bergstrasse in Wiesbaden, Germany",50.0975223,8.2595458,1,,,,,,Refinery,"Bergstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,a8a04f2087040e0f0a2f5b9222d2c501,german_fires_wiesbaden_locations__a8a04f2087040e0f0a2f5b9222d2c501
bergwiesenstrasse,"Bergwiesenstrasse in Wiesbaden, Germany",50.0763037,8.37146,1,,,,,,space,"Bergwiesenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7f9acbabb92a1199ddb557149b01041b,german_fires_wiesbaden_locations__7f9acbabb92a1199ddb557149b01041b
berlichingenstrasse,"Berlichingenstrasse in Wiesbaden, Germany",50.064709,8.2119013,1,,,,,,Diplomat,"Berlichingenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7fda75d88614732c8c90dda11d1a687b,german_fires_wiesbaden_locations__7fda75d88614732c8c90dda11d1a687b
berliner strasse,"Berliner Strasse in Wiesbaden, Germany",50.0622688,8.2797625,1,,,,,,FTO,"Berliner Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,91f0c7db007b772ae38c324c29900859,german_fires_wiesbaden_locations__91f0c7db007b772ae38c324c29900859
bernhard-may-strasse,"Bernhard-May-Strasse in Wiesbaden, Germany",50.0476914,8.2493316,1,,,,,,space,"Bernhard-May-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,76a31d5541d0cada13564b4ca67a9034,german_fires_wiesbaden_locations__76a31d5541d0cada13564b4ca67a9034
bernhard-schwarz-strasse,"Bernhard-Schwarz-Strasse in Wiesbaden, Germany",50.0434073,8.1956956,1,,,,,,ForeignMinister,"Bernhard-Schwarz-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,b42365a6936982b7252c523e1a9c4604,german_fires_wiesbaden_locations__b42365a6936982b7252c523e1a9c4604
bernsteinstrasse,"Bernsteinstrasse in Wiesbaden, Germany",50.1325687,8.2993634,1,,,,,,ForeignMinister,"Bernsteinstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ed94e1e4145abcec38beab00ebe086d6,german_fires_wiesbaden_locations__ed94e1e4145abcec38beab00ebe086d6
berschelsche,"Berschelsche in Wiesbaden, Germany",50.0848022,8.2475361,1,,,,,,Consulates,"Berschelsche in Wiesbaden, Germany",,german_fires_wiesbaden_locations,223e81a2c4720c0a04e4c7c7e7575fce,german_fires_wiesbaden_locations__223e81a2c4720c0a04e4c7c7e7575fce
bert-brecht-strasse,"Bert-Brecht-Strasse in Wiesbaden, Germany",50.057332,8.1942009,1,,,,,,Legislator,"Bert-Brecht-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,918c3450325603a907ce499b9ac8dafa,german_fires_wiesbaden_locations__918c3450325603a907ce499b9ac8dafa
berta-cramer-ring,"Berta-Cramer-Ring in Wiesbaden, Germany",50.0451571,8.3523072,1,,,,,,Organization,"Berta-Cramer-Ring in Wiesbaden, Germany",,german_fires_wiesbaden_locations,a87552812f151ee4dfce6182b214f2d6,german_fires_wiesbaden_locations__a87552812f151ee4dfce6182b214f2d6
bertha-von-suttner-strasse,"Bertha-von-Suttner-Strasse in Wiesbaden, Germany",50.0811977,8.2572178,1,,,,,,ForeignMinister,"Bertha-von-Suttner-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1f48aed2c4c9315b4d7c22ee24d7f9d4,german_fires_wiesbaden_locations__1f48aed2c4c9315b4d7c22ee24d7f9d4
bertramstrasse,"Bertramstrasse in Wiesbaden, Germany",50.0796215,8.2321848,1,,,,,,ForeignMinister,"Bertramstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1837e38832eba3b2e0896e0318bcd067,german_fires_wiesbaden_locations__1837e38832eba3b2e0896e0318bcd067
bethelstrasse,"Bethelstrasse in Wiesbaden, Germany",50.0762771,8.1969912,1,,,,,,ForeignMinister,"Bethelstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,2234427da76e17163001af8a0fd5e2b0,german_fires_wiesbaden_locations__2234427da76e17163001af8a0fd5e2b0
beuthener strasse,"Beuthener Strasse in Wiesbaden, Germany",50.0883901,8.2827766,1,,,,,,ForeignMinister,"Beuthener Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e0af4fea0e04c06a572953df791cd9a7,german_fires_wiesbaden_locations__e0af4fea0e04c06a572953df791cd9a7
biebricher allee,"Biebricher Allee in Wiesbaden, Germany",50.059973,8.2423619,1,,,,,,DiplomaticFacilities,"Biebricher Allee in Wiesbaden, Germany",,german_fires_wiesbaden_locations,60eaa3e3269954b28b4b8bd9ac57758e,german_fires_wiesbaden_locations__60eaa3e3269954b28b4b8bd9ac57758e
biebricher strasse,"Biebricher Strasse in Wiesbaden, Germany",50.0278181,8.2578941,1,,,,,,Person,"Biebricher Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e675099f5ba028813ab4e7aa0d2b35a2,german_fires_wiesbaden_locations__e675099f5ba028813ab4e7aa0d2b35a2
biegerstrasse,"Biegerstrasse in Wiesbaden, Germany",50.0802162,8.2814497,1,,,,,,ForeignMinistry,"Biegerstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,072634631c3889233e040cf585331d17,german_fires_wiesbaden_locations__072634631c3889233e040cf585331d17
bierhausweg,"Bierhausweg in Wiesbaden, Germany",50.0943501,8.3033504,1,,,,,,Organization,"Bierhausweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,a5921b0eec6893e87467ed045ea2a03e,german_fires_wiesbaden_locations__a5921b0eec6893e87467ed045ea2a03e
bierstadter hohe,"Bierstadter Hohe in Wiesbaden, Germany",50.0849819,8.2717779,1,,,,,,Shipping,"Bierstadter Hohe in Wiesbaden, Germany",,german_fires_wiesbaden_locations,eedb97339d3cd3cc395e0c2cd51b1303,german_fires_wiesbaden_locations__eedb97339d3cd3cc395e0c2cd51b1303
bierstadter strasse,"Bierstadter Strasse in Wiesbaden, Germany",50.0817434,8.2550315,1,,,,,,LegislativeCommittee,"Bierstadter Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3c7af374b443bae7b5d2c4b7320a04ce,german_fires_wiesbaden_locations__3c7af374b443bae7b5d2c4b7320a04ce
bingertstrasse,"Bingertstrasse in Wiesbaden, Germany",50.0929253,8.2658392,1,,,,,,CompanyKeyword,"Bingertstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,91ea18e2d9e8bfde44e45aa77c30a834,german_fires_wiesbaden_locations__91ea18e2d9e8bfde44e45aa77c30a834
birgidstrasse,"Birgidstrasse in Wiesbaden, Germany",50.0824777,8.2810023,1,,,,,,Wells,"Birgidstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,41a27d731dba3909bd7a33b3d3749269,german_fires_wiesbaden_locations__41a27d731dba3909bd7a33b3d3749269
birkenhof,"Birkenhof in Wiesbaden, Germany",50.128453,8.315008,1,,,,,,IndustryTerm,"Birkenhof in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1d7be72b9aff74aa7dd5c3c7b3690bf2,german_fires_wiesbaden_locations__1d7be72b9aff74aa7dd5c3c7b3690bf2
birkenstrasse,"Birkenstrasse in Wiesbaden, Germany",50.0630399,8.2267675,1,,,,,,Diplomat,"Birkenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,bbbffcba2b0484ff606c2643e4a76083,german_fires_wiesbaden_locations__bbbffcba2b0484ff606c2643e4a76083
birnenweg,"Birnenweg in Wiesbaden, Germany",50.0636667,8.3300533,1,,,,,,LegislativeCommittee,"Birnenweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,5cdbaba5f9238f677bc1312787ef9b2a,german_fires_wiesbaden_locations__5cdbaba5f9238f677bc1312787ef9b2a
bischofsheimer strasse,"Bischofsheimer Strasse in Wiesbaden, Germany",50.0059445,8.2963112,1,,,,,,Consulates,"Bischofsheimer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e9719e6a62084540d0f1d0bd191118d4,german_fires_wiesbaden_locations__e9719e6a62084540d0f1d0bd191118d4
bismarckring,"Bismarckring in Wiesbaden, Germany",50.080349,8.2294758,1,,,,,,Consulates,"Bismarckring in Wiesbaden, Germany",,german_fires_wiesbaden_locations,53ce1464a99b3a6143b54b4923b62437,german_fires_wiesbaden_locations__53ce1464a99b3a6143b54b4923b62437
bismarcksaue,"Bismarcksaue in Wiesbaden, Germany",50.0333333,8.2,1,,,,,,Shipping,"Bismarcksaue in Wiesbaden, Germany",,german_fires_wiesbaden_locations,0209fa29abb16d82d8e936d15466fdb2,german_fires_wiesbaden_locations__0209fa29abb16d82d8e936d15466fdb2
blaumeisenweg,"Blaumeisenweg in Wiesbaden, Germany",50.0630023,8.3333279,1,,,,,,CompanyKeyword,"Blaumeisenweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1439d0df2b76d2875fc44ab3670af66e,german_fires_wiesbaden_locations__1439d0df2b76d2875fc44ab3670af66e
bleichstrasse,"Bleichstrasse in Wiesbaden, Germany",50.0807009,8.2330075,1,,,,,,Refinery,"Bleichstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,62fe4fb2cc3ae5cfe16f544235a6b52f,german_fires_wiesbaden_locations__62fe4fb2cc3ae5cfe16f544235a6b52f
bleichwiesenstrasse,"Bleichwiesenstrasse in Wiesbaden, Germany",50.0509827,8.2384784,1,,,,,,Diplomat,"Bleichwiesenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,20b4f19a4158048f5779a82b27e703cc,german_fires_wiesbaden_locations__20b4f19a4158048f5779a82b27e703cc
blierweg,"Blierweg in Wiesbaden, Germany",50.0519422,8.2096598,1,,,,,,CompanyKeyword,"Blierweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7b92822fc8e46edf1cbbf7374190f201,german_fires_wiesbaden_locations__7b92822fc8e46edf1cbbf7374190f201
blucherplatz,"Blucherplatz in Wiesbaden, Germany",50.0806148,8.2276035,1,,,,,,Consulates,"Blucherplatz in Wiesbaden, Germany",,german_fires_wiesbaden_locations,5fc912718eeaa1c9fb449a5d83bec32a,german_fires_wiesbaden_locations__5fc912718eeaa1c9fb449a5d83bec32a
blucherstrasse,"Blucherstrasse in Wiesbaden, Germany",50.0806418,8.2244633,1,,,,,,Shipping,"Blucherstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,993a77b0a1cd5eb8bbf8f18aa02c10ae,german_fires_wiesbaden_locations__993a77b0a1cd5eb8bbf8f18aa02c10ae
blumenstrasse,"Blumenstrasse in Wiesbaden, Germany",50.0793259,8.2503206,1,,,,,,ForeignMinistry,"Blumenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,576601dc2393d971f3362a496c1924d5,german_fires_wiesbaden_locations__576601dc2393d971f3362a496c1924d5
blumenthalstrasse,"Blumenthalstrasse in Wiesbaden, Germany",50.078442,8.2216426,1,,,,,,Diplomat,"Blumenthalstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c0ec305a127d84ef732c69271a3916c4,german_fires_wiesbaden_locations__c0ec305a127d84ef732c69271a3916c4
blutenstrasse,"Blutenstrasse in Wiesbaden, Germany",50.1208926,8.2755443,1,,,,,,DiplomaticFacilities,"Blutenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4d283292645b13f1226ebe8ecae2a35c,german_fires_wiesbaden_locations__4d283292645b13f1226ebe8ecae2a35c
bocklinweg,"Bocklinweg in Wiesbaden, Germany",50.0894357,8.2188305,1,,,,,,Pipeline,"Bocklinweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,912da1633773d9040541b430769b4569,german_fires_wiesbaden_locations__912da1633773d9040541b430769b4569
bodelschwinghstrasse,"Bodelschwinghstrasse in Wiesbaden, Germany",50.0825096,8.2774925,1,,,,,,Media,"Bodelschwinghstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ccf32d4db9c203006261cb5ff729577d,german_fires_wiesbaden_locations__ccf32d4db9c203006261cb5ff729577d
bodenstedtstrasse,"Bodenstedtstrasse in Wiesbaden, Germany",50.0833002,8.2554763,1,,,,,,ForeignMinister,"Bodenstedtstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3470ed95fe825cb298fb691339e29104,german_fires_wiesbaden_locations__3470ed95fe825cb298fb691339e29104
boelckestrasse,"Boelckestrasse in Wiesbaden, Germany",50.0350736,8.2961545,1,,,,,,LegislativeCommittee,"Boelckestrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,636879fcb63ea7d19ec12a79c1f00b19,german_fires_wiesbaden_locations__636879fcb63ea7d19ec12a79c1f00b19
bogengasse,"Bogengasse in Wiesbaden, Germany",50.0820991,8.2861819,1,,,,,,ForeignMinister,"Bogengasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3d5c353bdf3f78d36b1bb934eb1ca5cf,german_fires_wiesbaden_locations__3d5c353bdf3f78d36b1bb934eb1ca5cf
borkestrasse,"Borkestrasse in Wiesbaden, Germany",50.0658157,8.3472318,1,,,,,,AAEntity,"Borkestrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,f6e309fb3a9b0ad113de2b6018dbda3f,german_fires_wiesbaden_locations__f6e309fb3a9b0ad113de2b6018dbda3f
borkholder strasse,"Borkholder Strasse in Wiesbaden, Germany",50.0470464,8.2424807,1,,,,,,LegislativeCommittee,"Borkholder Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ece171c853626b5a48e063080ed77b2c,german_fires_wiesbaden_locations__ece171c853626b5a48e063080ed77b2c
borkumer strasse,"Borkumer Strasse in Wiesbaden, Germany",50.0641403,8.2078842,1,,,,,,Person,"Borkumer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,1788666e6a361b571af86f2008542e27,german_fires_wiesbaden_locations__1788666e6a361b571af86f2008542e27
