german_text,caption_text,location_tag,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
waidmannslust,"Waidmannslust, Berlin, Germany","Waidmannslust, Berlin, Germany",Diplomat,"Waidmannslust, Berlin, Germany",,german_mapping_location_fires,11b53d8292882c82a15edcc68938abf5,german_mapping_location_fires__11b53d8292882c82a15edcc68938abf5
lubars,"Lubars, Berlin, Germany","Lubars, Berlin, Germany",Pipeline,"Lubars, Berlin, Germany",,german_mapping_location_fires,15c9b9f8c2b39e138a9a01156efdcf38,german_mapping_location_fires__15c9b9f8c2b39e138a9a01156efdcf38
luebars,"Lubars, Berlin, Germany","Lubars, Berlin, Germany",LegislativeCommittee,"Lubars, Berlin, Germany",,german_mapping_location_fires,15c9b9f8c2b39e138a9a01156efdcf38,german_mapping_location_fires__15c9b9f8c2b39e138a9a01156efdcf38
wittenau,"Wittenau, Berlin, Germany","Wittenau, Berlin, Germany",Wells,"Wittenau, Berlin, Germany",,german_mapping_location_fires,d390baec02e16816e56a90b8f7e4980c,german_mapping_location_fires__d390baec02e16816e56a90b8f7e4980c
markisches viertel,"Markisches Viertel, Berlin, Germany","Markisches Viertel, Berlin, Germany",LegislativeCommittee,"Markisches Viertel, Berlin, Germany",,german_mapping_location_fires,486c2bc4b0a588589ff968e69c641976,german_mapping_location_fires__486c2bc4b0a588589ff968e69c641976
maerkisches viertel,Maerkisches Viertel,Maerkisches Viertel,ForeignMinistry,Maerkisches Viertel,,german_mapping_location_fires,3bae8a7f11c66267afbe44e940972b6f,german_mapping_location_fires__3bae8a7f11c66267afbe44e940972b6f
borsigwalde,"Borsigwalde, Berlin, Germany","Borsigwalde, Berlin, Germany",Organization,"Borsigwalde, Berlin, Germany",,german_mapping_location_fires,348977163f90f3ffdc4bb2ead893b439,german_mapping_location_fires__348977163f90f3ffdc4bb2ead893b439
berlin hauptbahnhof,"Berlin Central Station, Berlin, Germany",Berlin Hauptbahnhof,Keyphrase,"Berlin Central Station, Berlin, Germany",,german_mapping_location_fires,4d519ce0de2089a1b20b4946a3dfb8f1,german_mapping_location_fires__4d519ce0de2089a1b20b4946a3dfb8f1
hbf,"Berlin Central Station, Berlin, Germany",Berlin Hauptbahnhof,CompanyKeyword,"Berlin Central Station, Berlin, Germany",,german_mapping_location_fires,4d519ce0de2089a1b20b4946a3dfb8f1,german_mapping_location_fires__4d519ce0de2089a1b20b4946a3dfb8f1
ostbahnhof,"Berlin East Station, Berlin, Germany","Ostbahnhof, Koppenstraße, Berlin",Legislator,"Berlin East Station, Berlin, Germany",,german_mapping_location_fires,8abb05592f82cee65064e0518dc3f7b1,german_mapping_location_fires__8abb05592f82cee65064e0518dc3f7b1
hermsdorf,"Hermsdorf, Berlin, Germany","Hermsdorf, Berlin, Germany",Wells,"Hermsdorf, Berlin, Germany",,german_mapping_location_fires,6a9985322780d2f792073dba9352189f,german_mapping_location_fires__6a9985322780d2f792073dba9352189f
