chinacity_identifier,chinacitycaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
公主岭市,"Gongzhuling, Jilin, China",gongzhulingjilin,FTO,"Gongzhuling, Jilin, China",,dgm_chinacitylocations,0220e355e3d475a61010c7fd8e483946,dgm_chinacitylocations__0220e355e3d475a61010c7fd8e483946
双辽市,"Shuangliao, Jilin, China",shuangliaojilin,Refinery,"Shuangliao, Jilin, China",,dgm_chinacitylocations,0743c39e7674e610d3d81f6aa1b883c4,dgm_chinacitylocations__0743c39e7674e610d3d81f6aa1b883c4
梅河口市,"Meihekou, Jilin, China",meihekoujilin,Consulates,"Meihekou, Jilin, China",,dgm_chinacitylocations,a6c88fad77967e0ec7388329ca1847b9,dgm_chinacitylocations__a6c88fad77967e0ec7388329ca1847b9
集安市,"Ji'an, Jilin, China",jianjilin,Organization,"Ji'an, Jilin, China",,dgm_chinacitylocations,d7ee1ae2c560e711b8879f7f55d771c2,dgm_chinacitylocations__d7ee1ae2c560e711b8879f7f55d771c2
洮南市,"Taonan, Jilin, China",taonanjilin,DiplomaticFacilities,"Taonan, Jilin, China",,dgm_chinacitylocations,cf948f3c482e0c9d42afa8b259634768,dgm_chinacitylocations__cf948f3c482e0c9d42afa8b259634768
大安市,"Da'an, Jilin, China",daanjilin,AAEntity,"Da'an, Jilin, China",,dgm_chinacitylocations,181a5b6224dc97de81e0c7d313c88f14,dgm_chinacitylocations__181a5b6224dc97de81e0c7d313c88f14
临江市,"Linjiang, Jilin, China",linjiangjilin,Wells,"Linjiang, Jilin, China",,dgm_chinacitylocations,0d3b3d75091a65b86c84c84bbe7b3ab2,dgm_chinacitylocations__0d3b3d75091a65b86c84c84bbe7b3ab2
延吉市,"Yanji, Jilin, China",yanjijilin,Shipping,"Yanji, Jilin, China",,dgm_chinacitylocations,470ed473e023431e33b55b8285458153,dgm_chinacitylocations__470ed473e023431e33b55b8285458153
图们市,"Tumen, Jilin, China",tumenjilin,Media,"Tumen, Jilin, China",,dgm_chinacitylocations,0c3e6322837fb8f995a17e20e2b7a9ad,dgm_chinacitylocations__0c3e6322837fb8f995a17e20e2b7a9ad
敦化市,"Dunhua, Jilin, China",dunhuajilin,Pipeline,"Dunhua, Jilin, China",,dgm_chinacitylocations,1b3fa887b50940b712f03ae894a72004,dgm_chinacitylocations__1b3fa887b50940b712f03ae894a72004
珲春市,"Hunchun, Jilin, China",hunchunjilin,Organization,"Hunchun, Jilin, China",,dgm_chinacitylocations,8a1ed23bfe778c1c5602e2ab1b6d0a0a,dgm_chinacitylocations__8a1ed23bfe778c1c5602e2ab1b6d0a0a
龙井市,"Longjing, Jilin, China",longjingjilin,Refinery,"Longjing, Jilin, China",,dgm_chinacitylocations,2a932a511eab9425060ce4eb5ed4f598,dgm_chinacitylocations__2a932a511eab9425060ce4eb5ed4f598
和龙市,"Helong, Jilin, China",helongjilin,Consulates,"Helong, Jilin, China",,dgm_chinacitylocations,9f220bf5d685525aa1804238280a60e5,dgm_chinacitylocations__9f220bf5d685525aa1804238280a60e5
扶余市,"Fuyu, Jilin, China",fuyujilin,Organization,"Fuyu, Jilin, China",,dgm_chinacitylocations,ed950669508f9a5005925e6169c0d5a9,dgm_chinacitylocations__ed950669508f9a5005925e6169c0d5a9
哈尔滨市,"Harbin, Heilongjiang, China",harbinheilongjiang,Pipeline,"Harbin, Heilongjiang, China",,dgm_chinacitylocations,be2a8eac050d16d0cb9271b2229b7b0e,dgm_chinacitylocations__be2a8eac050d16d0cb9271b2229b7b0e
齐齐哈尔,"Qiqihar, Heilongjiang, China",qiqiharheilongjiang,Keyphrase,"Qiqihar, Heilongjiang, China",,dgm_chinacitylocations,3c03e91eb7b802ab4e0fd0fd740ac8f5,dgm_chinacitylocations__3c03e91eb7b802ab4e0fd0fd740ac8f5
黑河市,"Heihe, Heilongjiang, China",heiheheilongjiang,CompanyKeyword,"Heihe, Heilongjiang, China",,dgm_chinacitylocations,745fdc52cd061ecd51de5b16c0772b8a,dgm_chinacitylocations__745fdc52cd061ecd51de5b16c0772b8a
大庆市,"Daqing, Heilongjiang, China",daqingheilongjiang,ForeignMinister,"Daqing, Heilongjiang, China",,dgm_chinacitylocations,8c90a01fd9b93fe898838b6c4f9e00f7,dgm_chinacitylocations__8c90a01fd9b93fe898838b6c4f9e00f7
伊春市,"Yichun, Heilongjiang, China",yichunheilongjiang,Exec,"Yichun, Heilongjiang, China",,dgm_chinacitylocations,313c34f06f9726c64e909b4a02bf235c,dgm_chinacitylocations__313c34f06f9726c64e909b4a02bf235c
鹤岗市,"Hegang, Heilongjiang, China",hegangheilongjiang,Wells,"Hegang, Heilongjiang, China",,dgm_chinacitylocations,0301e1bc9483581f684287011b219aea,dgm_chinacitylocations__0301e1bc9483581f684287011b219aea
佳木斯市,"Jiamusi, Heilongjiang, China",jiamusiheilongjiang,Diplomat,"Jiamusi, Heilongjiang, China",,dgm_chinacitylocations,c9f71ff9b456165bd349719da35a8945,dgm_chinacitylocations__c9f71ff9b456165bd349719da35a8945
双鸭山市,"Shuangyashan, Heilongjiang, China",shuangyashanheilongjiang,Exec,"Shuangyashan, Heilongjiang, China",,dgm_chinacitylocations,9c2d5c16e4ff81a55d578aabea9b2a65,dgm_chinacitylocations__9c2d5c16e4ff81a55d578aabea9b2a65
七台河市,"Qitaihe, Heilongjiang, China",qitaiheheilongjiang,FTO,"Qitaihe, Heilongjiang, China",,dgm_chinacitylocations,131bfb7e22f929299d41472236425e3a,dgm_chinacitylocations__131bfb7e22f929299d41472236425e3a
鸡西市,"Jixi, Heilongjiang, China",jixiheilongjiang,Person,"Jixi, Heilongjiang, China",,dgm_chinacitylocations,0645b8f863b31bf5a8f0009eed3f83aa,dgm_chinacitylocations__0645b8f863b31bf5a8f0009eed3f83aa
牡丹江市,"Mudanjiang, Heilongjiang, China",mudanjiangheilongjiang,IndustryTerm,"Mudanjiang, Heilongjiang, China",,dgm_chinacitylocations,06e6ed34ed8def1b144764c90fb7b740,dgm_chinacitylocations__06e6ed34ed8def1b144764c90fb7b740
绥化市,"Suihua, Heilongjiang, China",suihuaheilongjiang,Legislator,"Suihua, Heilongjiang, China",,dgm_chinacitylocations,960dfdfde7d86d02e37ca7b08a27e410,dgm_chinacitylocations__960dfdfde7d86d02e37ca7b08a27e410
尚志市,"Shangzhi, Heilongjiang, China",shangzhiheilongjiang,AAEntity,"Shangzhi, Heilongjiang, China",,dgm_chinacitylocations,a9671946085938c5b7a2e77ffd6ce876,dgm_chinacitylocations__a9671946085938c5b7a2e77ffd6ce876
五常市,"Wuchang, Heilongjiang, China",wuchangheilongjiang,CompanyKeyword,"Wuchang, Heilongjiang, China",,dgm_chinacitylocations,73ac2c98104badd0fd263dad0baeb61f,dgm_chinacitylocations__73ac2c98104badd0fd263dad0baeb61f
讷河市,"Nehe, Heilongjiang, China",neheheilongjiang,Consulates,"Nehe, Heilongjiang, China",,dgm_chinacitylocations,f0bc62ab1a9f5cc17ac7064d66d2bc0d,dgm_chinacitylocations__f0bc62ab1a9f5cc17ac7064d66d2bc0d
北安市,"Bei'an, Heilongjiang, China",beianheilongjiang,Consulates,"Bei'an, Heilongjiang, China",,dgm_chinacitylocations,99b1ecc067a99b89ac620ac974b355a2,dgm_chinacitylocations__99b1ecc067a99b89ac620ac974b355a2
五大连池市,"Wudalianchi, Heilongjiang, China",wudalianchiheilongjiang,Pipeline,"Wudalianchi, Heilongjiang, China",,dgm_chinacitylocations,d4ece9e55997893f0034c99e8a3fdd92,dgm_chinacitylocations__d4ece9e55997893f0034c99e8a3fdd92
嫩江市,"Nenjiang, Heilongjiang, China",nenjiangheilongjiang,ForeignMinistry,"Nenjiang, Heilongjiang, China",,dgm_chinacitylocations,3f107e58427ecf2563d7bc897da78d8d,dgm_chinacitylocations__3f107e58427ecf2563d7bc897da78d8d
铁力市,"Tieling, Heilongjiang, China",tielingheilongjiang,Media,"Tieling, Heilongjiang, China",,dgm_chinacitylocations,e6395ea4cf533f4c936a85acb7fcc3c0,dgm_chinacitylocations__e6395ea4cf533f4c936a85acb7fcc3c0
同江市,"Tongjiang, Heilongjiang, China",tongjiangheilongjiang,Media,"Tongjiang, Heilongjiang, China",,dgm_chinacitylocations,8b2e1ea74e8dae129d90bc16d5f1bf91,dgm_chinacitylocations__8b2e1ea74e8dae129d90bc16d5f1bf91
富锦市,"Fujin, Heilongjiang, China",fujinheilongjiang,Wells,"Fujin, Heilongjiang, China",,dgm_chinacitylocations,9a76441c81bebe6e574980aede3d032b,dgm_chinacitylocations__9a76441c81bebe6e574980aede3d032b
虎林市,"Hulin, Heilongjiang, China",hulinheilongjiang,Media,"Hulin, Heilongjiang, China",,dgm_chinacitylocations,a00710349beb1452f2be2e158de73cd6,dgm_chinacitylocations__a00710349beb1452f2be2e158de73cd6
密山市,"Mishan, Heilongjiang, China",mishanheilongjiang,Keyphrase,"Mishan, Heilongjiang, China",,dgm_chinacitylocations,bfbd4f335239988e8a45314672b000d4,dgm_chinacitylocations__bfbd4f335239988e8a45314672b000d4
绥芬河市,"Suifenhe, Heilongjiang, China",suifenheheilongjiang,Keyphrase,"Suifenhe, Heilongjiang, China",,dgm_chinacitylocations,b88e0aadca8e7617417683fb5fdc27bb,dgm_chinacitylocations__b88e0aadca8e7617417683fb5fdc27bb
海林市,"Hailin, Heilongjiang, China",hailinheilongjiang,Wells,"Hailin, Heilongjiang, China",,dgm_chinacitylocations,1afae1d89fcc8380d9abd9b57ea99350,dgm_chinacitylocations__1afae1d89fcc8380d9abd9b57ea99350
寧安市,"Ning'an, Heilongjiang, China",ninganheilongjiang,CompanyKeyword,"Ning'an, Heilongjiang, China",,dgm_chinacitylocations,d73ce32f8671e47af13d5dfac34c4481,dgm_chinacitylocations__d73ce32f8671e47af13d5dfac34c4481
安達市,"Anda, Heilongjiang, China",andaheilongjiang,Diplomat,"Anda, Heilongjiang, China",,dgm_chinacitylocations,e9e839032ac79e9d02a8e92ee6fa02bb,dgm_chinacitylocations__e9e839032ac79e9d02a8e92ee6fa02bb
肇東市,"Zhaodong, Heilongjiang, China",zhaodongheilongjiang,Media,"Zhaodong, Heilongjiang, China",,dgm_chinacitylocations,c1ce6d7f115a644693fa1a3ae6994726,dgm_chinacitylocations__c1ce6d7f115a644693fa1a3ae6994726
海伦市,"Hailun, Heilongjiang, China",hailunheilongjiang,Exec,"Hailun, Heilongjiang, China",,dgm_chinacitylocations,5389ce23a0952fd3e898abc823a4a075,dgm_chinacitylocations__5389ce23a0952fd3e898abc823a4a075
穆棱市,"Muling, Heilongjiang, China",mulingheilongjiang,DiplomaticFacilities,"Muling, Heilongjiang, China",,dgm_chinacitylocations,62e27696ef2b0b8ff049d537a7f0c666,dgm_chinacitylocations__62e27696ef2b0b8ff049d537a7f0c666
东宁市,"Dongning, Heilongjiang, China",dongningheilongjiang,Consulates,"Dongning, Heilongjiang, China",,dgm_chinacitylocations,1fca086de854055e95ac759d7a96e7db,dgm_chinacitylocations__1fca086de854055e95ac759d7a96e7db
抚远市,"Fuyuan, Heilongjiang, China",fuyuanheilongjiang,DiplomaticFacilities,"Fuyuan, Heilongjiang, China",,dgm_chinacitylocations,cdfb50715288df3955f588c0d9216988,dgm_chinacitylocations__cdfb50715288df3955f588c0d9216988
漠河市,"Mohe, Heilongjiang, China",moheheilongjiang,ForeignMinister,"Mohe, Heilongjiang, China",,dgm_chinacitylocations,8ef5e31d0f286144b5297593e99bd688,dgm_chinacitylocations__8ef5e31d0f286144b5297593e99bd688
南京市,"Nanjing, Jiangsu, China",nanjingjiangsu,Refinery,"Nanjing, Jiangsu, China",,dgm_chinacitylocations,0ecb380852f89d444bd570a3f214eb12,dgm_chinacitylocations__0ecb380852f89d444bd570a3f214eb12
徐州市,"Xuzhou, Jiangsu, China",xuzhoujiangsu,Wells,"Xuzhou, Jiangsu, China",,dgm_chinacitylocations,8d9c1b6936830a1c4da9b44b1644fc70,dgm_chinacitylocations__8d9c1b6936830a1c4da9b44b1644fc70
连云港市,"Lianyungang, Jiangsu, China",lianyungangjiangsu,Refinery,"Lianyungang, Jiangsu, China",,dgm_chinacitylocations,58ea8761af290cbb50d03b0fe28cfc0e,dgm_chinacitylocations__58ea8761af290cbb50d03b0fe28cfc0e
宿迁市,"Suqian, Jiangsu, China",suqianjiangsu,News,"Suqian, Jiangsu, China",,dgm_chinacitylocations,c10c4788d7fb1dd23703afd665fc3ae7,dgm_chinacitylocations__c10c4788d7fb1dd23703afd665fc3ae7
淮安市,"Huai'an, Jiangsu, China",huaianjiangsu,space,"Huai'an, Jiangsu, China",,dgm_chinacitylocations,289629e34d85b34e33b3173546cb09de,dgm_chinacitylocations__289629e34d85b34e33b3173546cb09de
盐城市,"yancheng, Jiangsu, China",yanchengjiangsu,Diplomat,"yancheng, Jiangsu, China",,dgm_chinacitylocations,69adfed111c3f6c495d096f1493d6788,dgm_chinacitylocations__69adfed111c3f6c495d096f1493d6788
扬州市,"Yangzhou, Jiangsu, China",yangzhoujiangsu,Person,"Yangzhou, Jiangsu, China",,dgm_chinacitylocations,936b2bc14ff865f790caec76db678dd6,dgm_chinacitylocations__936b2bc14ff865f790caec76db678dd6
泰州市,"Taizhou, Jiangsu, China",taizhoujiangsu,AAEntity,"Taizhou, Jiangsu, China",,dgm_chinacitylocations,12398b80c473cc80b8e9efe21fcd49ac,dgm_chinacitylocations__12398b80c473cc80b8e9efe21fcd49ac
南通市,"Nantong, Jiangsu, China",nantongjiangsu,Wells,"Nantong, Jiangsu, China",,dgm_chinacitylocations,0df8063b75d78d29cf3b629ee050c517,dgm_chinacitylocations__0df8063b75d78d29cf3b629ee050c517
镇江市,"Zhenjiang, Jiangsu, China",zhenjiangjiangsu,Shipping,"Zhenjiang, Jiangsu, China",,dgm_chinacitylocations,f438fa2bc74e13573f671049ae770137,dgm_chinacitylocations__f438fa2bc74e13573f671049ae770137
常州市,"Changzhou, Jiangsu, China",changzhoujiangsu,Pipeline,"Changzhou, Jiangsu, China",,dgm_chinacitylocations,e72cf0b8fe293fdfceb22a44b9e413ca,dgm_chinacitylocations__e72cf0b8fe293fdfceb22a44b9e413ca
无锡市,"Wuxi, Jiangsu, China",wuxijiangsu,Diplomat,"Wuxi, Jiangsu, China",,dgm_chinacitylocations,334f94a423d8df00ac06e6e78f444869,dgm_chinacitylocations__334f94a423d8df00ac06e6e78f444869
苏州市,"Suzhou, Jiangsu, China",suzhoujiangsu,CompanyKeyword,"Suzhou, Jiangsu, China",,dgm_chinacitylocations,5e436854b8b519291306f45bec24d4d9,dgm_chinacitylocations__5e436854b8b519291306f45bec24d4d9
常熟市,"Changshu, Jiangsu, China",changshujiangsu,ForeignMinister,"Changshu, Jiangsu, China",,dgm_chinacitylocations,3a8a0809c0425aa7293b5df0715b1fe1,dgm_chinacitylocations__3a8a0809c0425aa7293b5df0715b1fe1
张家港市,"Zhangjiagang, Jiangsu, China",zhangjiagangjiangsu,LegislativeCommittee,"Zhangjiagang, Jiangsu, China",,dgm_chinacitylocations,78df5abb41e596dffa07bcd77c218c9c,dgm_chinacitylocations__78df5abb41e596dffa07bcd77c218c9c
太仓市,"Taicang, Jiangsu, China",taicangjiangsu,FTO,"Taicang, Jiangsu, China",,dgm_chinacitylocations,c42fb42cca7bffa27774e871738546cc,dgm_chinacitylocations__c42fb42cca7bffa27774e871738546cc
昆山市,"Kunshan, Jiangsu, China",kunshanjiangsu,News,"Kunshan, Jiangsu, China",,dgm_chinacitylocations,f70ec22469a235a515fe1e6d7c72eb5d,dgm_chinacitylocations__f70ec22469a235a515fe1e6d7c72eb5d
江阴市,"Jiangyin, Jiangsu, China",jiangyinjiangsu,Wells,"Jiangyin, Jiangsu, China",,dgm_chinacitylocations,d026b21c66fec7ea42a4f96fa19755fa,dgm_chinacitylocations__d026b21c66fec7ea42a4f96fa19755fa
宜兴市,"Yixing, Jiangsu, China",yixingjiangsu,Pipeline,"Yixing, Jiangsu, China",,dgm_chinacitylocations,9e1d89080cab9f20b347e1eb04c2645f,dgm_chinacitylocations__9e1d89080cab9f20b347e1eb04c2645f
溧阳市,"Liyang, Jiangsu, China",liyangjiangsu,IndustryTerm,"Liyang, Jiangsu, China",,dgm_chinacitylocations,a60079b0941a645a290159982402f772,dgm_chinacitylocations__a60079b0941a645a290159982402f772
扬中市,"Yangzhong, Jiangsu, China",yangzhongjiangsu,LegislativeCommittee,"Yangzhong, Jiangsu, China",,dgm_chinacitylocations,69dc8f385ac769c0d980cbd7f0fdafa6,dgm_chinacitylocations__69dc8f385ac769c0d980cbd7f0fdafa6
句容市,"Jurong, Jiangsu, China",jurongjiangsu,Keyphrase,"Jurong, Jiangsu, China",,dgm_chinacitylocations,04caa31479cb7531bddfcb3b321bcda4,dgm_chinacitylocations__04caa31479cb7531bddfcb3b321bcda4
丹阳市,"Danyang, Jiangsu, China",danyangjiangsu,Shipping,"Danyang, Jiangsu, China",,dgm_chinacitylocations,6e87f7dae8e5b5ae298ba3818abe647c,dgm_chinacitylocations__6e87f7dae8e5b5ae298ba3818abe647c
如皋市,"Rugao, Jiangsu, China",rugaojiangsu,Media,"Rugao, Jiangsu, China",,dgm_chinacitylocations,b4e264a1ccf3852ed3d4d9d6bb5f75ae,dgm_chinacitylocations__b4e264a1ccf3852ed3d4d9d6bb5f75ae
启东市,"Qidong, Jiangsu, China",qidongjiangsu,Keyphrase,"Qidong, Jiangsu, China",,dgm_chinacitylocations,e9f575873ec2be5c9d261524f983e348,dgm_chinacitylocations__e9f575873ec2be5c9d261524f983e348
海安市,"Hai'an, Jiangsu, China",haianjiangsu,DiplomaticFacilities,"Hai'an, Jiangsu, China",,dgm_chinacitylocations,0d6d1c4e017f843b0675ecc6381fedb5,dgm_chinacitylocations__0d6d1c4e017f843b0675ecc6381fedb5
高邮市,"Gaoyou, Jiangsu, China",gaoyoujiangsu,space,"Gaoyou, Jiangsu, China",,dgm_chinacitylocations,2bbed050b722929b233d18b87f0ca73f,dgm_chinacitylocations__2bbed050b722929b233d18b87f0ca73f
仪征市,"Yizheng, Jiangsu, China",yizhengjiangsu,space,"Yizheng, Jiangsu, China",,dgm_chinacitylocations,c6fb704da0d4509b2894e4722725c62a,dgm_chinacitylocations__c6fb704da0d4509b2894e4722725c62a
兴化市,"Xinghua, Jiangsu, China",xinghuajiangsu,Consulates,"Xinghua, Jiangsu, China",,dgm_chinacitylocations,223b2d52b6e6ffdc96fa8b81e4dfab90,dgm_chinacitylocations__223b2d52b6e6ffdc96fa8b81e4dfab90
泰兴市,"Taixing, Jiangsu, China",taixingjiangsu,DiplomaticFacilities,"Taixing, Jiangsu, China",,dgm_chinacitylocations,b0107ea2d429b4071cd634a5e65465ee,dgm_chinacitylocations__b0107ea2d429b4071cd634a5e65465ee
靖江市,"Jingjiang, Jiangsu, China",jingjiangjiangsu,Pipeline,"Jingjiang, Jiangsu, China",,dgm_chinacitylocations,b32717f0960766ab1b68c7f1ea542ef4,dgm_chinacitylocations__b32717f0960766ab1b68c7f1ea542ef4
东台市,"Dongtai, Jiangsu, China",dongtaijiangsu,Diplomat,"Dongtai, Jiangsu, China",,dgm_chinacitylocations,8d4dadb05e2295cb1fccd2244a336530,dgm_chinacitylocations__8d4dadb05e2295cb1fccd2244a336530
邳州市,"Pizhou, Jiangsu, China",pizhoujiangsu,Organization,"Pizhou, Jiangsu, China",,dgm_chinacitylocations,d496a9c428eec4541e690bedc1a53f18,dgm_chinacitylocations__d496a9c428eec4541e690bedc1a53f18
新沂市,"Xinyi, Jiangsu, China",xinyijiangsu,Exec,"Xinyi, Jiangsu, China",,dgm_chinacitylocations,00182ca7dc00b685e1bc316ca050cf88,dgm_chinacitylocations__00182ca7dc00b685e1bc316ca050cf88
乌鲁木齐市,"Urumqi, Xinjiang, China",urumqixinjiang,Shipping,"Urumqi, Xinjiang, China",,dgm_chinacitylocations,b9c092968cb63dc833c72146a3fab9d5,dgm_chinacitylocations__b9c092968cb63dc833c72146a3fab9d5
克拉玛依市,"Karamay, Xinjiang, China",karamayxinjiang,AAEntity,"Karamay, Xinjiang, China",,dgm_chinacitylocations,7825e0e2a7712f1a4838a9f7506a2c54,dgm_chinacitylocations__7825e0e2a7712f1a4838a9f7506a2c54
吐鲁番市,"Turpan, Xinjiang, China",turpanxinjiang,Organization,"Turpan, Xinjiang, China",,dgm_chinacitylocations,a462c484bf1743af8c0d5b7320c4bb4c,dgm_chinacitylocations__a462c484bf1743af8c0d5b7320c4bb4c
哈密市,"Hami, Xinjiang, China",hamixinjiang,Legislator,"Hami, Xinjiang, China",,dgm_chinacitylocations,4e38c315eeeae64ca8ce4339c4f102e6,dgm_chinacitylocations__4e38c315eeeae64ca8ce4339c4f102e6
喀什市,"Kashgar, Xinjiang, China",kashgarxinjiang,Organization,"Kashgar, Xinjiang, China",,dgm_chinacitylocations,15574ec70754218137409456da9926e6,dgm_chinacitylocations__15574ec70754218137409456da9926e6
阿克苏市,"Aksu, Xinjiang, China",aksuxinjiang,Diplomat,"Aksu, Xinjiang, China",,dgm_chinacitylocations,201f725f058ea5c5162a6371dbe666da,dgm_chinacitylocations__201f725f058ea5c5162a6371dbe666da
库车市,"Kuche, Xinjiang, China",kuchexinjiang,Consulates,"Kuche, Xinjiang, China",,dgm_chinacitylocations,16528db6a0be7fe199b23eb8988eefc1,dgm_chinacitylocations__16528db6a0be7fe199b23eb8988eefc1
和田市,"Hotan, Xinjiang, China",hotanxinjiang,News,"Hotan, Xinjiang, China",,dgm_chinacitylocations,f85402d6188097b9f1ce62b0edad1f10,dgm_chinacitylocations__f85402d6188097b9f1ce62b0edad1f10
阿图什市,"Artux, Xinjiang, China",artuxxinjiang,Pipeline,"Artux, Xinjiang, China",,dgm_chinacitylocations,9281e4b58a37551aab0c1ae6d9acc47c,dgm_chinacitylocations__9281e4b58a37551aab0c1ae6d9acc47c
阿拉山口市,"Alashankou, Xinjiang, China",alashankouxinjiang,Keyphrase,"Alashankou, Xinjiang, China",,dgm_chinacitylocations,062a9216a2ba779a6c21a534d7f67445,dgm_chinacitylocations__062a9216a2ba779a6c21a534d7f67445
博乐市,"Bole, Xinjiang, China",bolexinjiang,Refinery,"Bole, Xinjiang, China",,dgm_chinacitylocations,cbd71480825a3c0294766b67b7f5344d,dgm_chinacitylocations__cbd71480825a3c0294766b67b7f5344d
昌吉市,"Changji, Xinjiang, China",changjixinjiang,Legislator,"Changji, Xinjiang, China",,dgm_chinacitylocations,841c9f2dd3b967e9c034ac31c3845aae,dgm_chinacitylocations__841c9f2dd3b967e9c034ac31c3845aae
阜康市,"Fukang, Xinjiang, China",fukangxinjiang,Exec,"Fukang, Xinjiang, China",,dgm_chinacitylocations,e991ba11931c8110de36f9755a3a8176,dgm_chinacitylocations__e991ba11931c8110de36f9755a3a8176
库尔勒市,"Korla, Xinjiang, China",korlaxinjiang,Keyphrase,"Korla, Xinjiang, China",,dgm_chinacitylocations,0ce3462b715a3e93a73d3dfdb9b100b5,dgm_chinacitylocations__0ce3462b715a3e93a73d3dfdb9b100b5
伊宁市,"Yining, Xinjiang, China",yiningxinjiang,Shipping,"Yining, Xinjiang, China",,dgm_chinacitylocations,1c8ce259a19438aaeeb796dcb9d485e9,dgm_chinacitylocations__1c8ce259a19438aaeeb796dcb9d485e9
奎屯市,"Kuytun, Xinjiang, China",kuytunxinjiang,Keyphrase,"Kuytun, Xinjiang, China",,dgm_chinacitylocations,b4714deb1ce295ea62cf6fa74ed45d5e,dgm_chinacitylocations__b4714deb1ce295ea62cf6fa74ed45d5e
塔城市,"Tacheng, Xinjiang, China",tachengxinjiang,Shipping,"Tacheng, Xinjiang, China",,dgm_chinacitylocations,ccf429da15e925d97a13af5b030e5f54,dgm_chinacitylocations__ccf429da15e925d97a13af5b030e5f54
乌苏市,"Wusu, Xinjiang, China",wusuxinjiang,AAEntity,"Wusu, Xinjiang, China",,dgm_chinacitylocations,9a99254dddc2607c154f6944a0ebed32,dgm_chinacitylocations__9a99254dddc2607c154f6944a0ebed32
阿勒泰市,"Altai, Xinjiang, China",altaixinjiang,DiplomaticFacilities,"Altai, Xinjiang, China",,dgm_chinacitylocations,09717c6a7e308406f3f68692eb7535ed,dgm_chinacitylocations__09717c6a7e308406f3f68692eb7535ed
霍尔果斯市,"Khorgas, Xinjiang, China",khorgasxinjiang,ForeignMinistry,"Khorgas, Xinjiang, China",,dgm_chinacitylocations,a8e9a2d09946dec7b31434b546f57395,dgm_chinacitylocations__a8e9a2d09946dec7b31434b546f57395
石河子市,"Shihezi, Xinjiang, China",shihezixinjiang,Exec,"Shihezi, Xinjiang, China",,dgm_chinacitylocations,2c6641924ec18952b70f64c99b77d30a,dgm_chinacitylocations__2c6641924ec18952b70f64c99b77d30a
阿拉尔市,"Alar, Xinjiang, China",alarxinjiang,Shipping,"Alar, Xinjiang, China",,dgm_chinacitylocations,1777f0b6823f7f27000541a18b310373,dgm_chinacitylocations__1777f0b6823f7f27000541a18b310373
图木舒克市,"Tumxuk, Xinjiang, China",tumxukxinjiang,space,"Tumxuk, Xinjiang, China",,dgm_chinacitylocations,5187843a586601f62ddbd4b1ef81e880,dgm_chinacitylocations__5187843a586601f62ddbd4b1ef81e880
五家渠市,"Wujiaqu, Xinjiang, China",wujiaquxinjiang,ForeignMinister,"Wujiaqu, Xinjiang, China",,dgm_chinacitylocations,5db86248cd6f51c63018301eb8041bac,dgm_chinacitylocations__5db86248cd6f51c63018301eb8041bac
北屯市,"Beitun, Xinjiang, China",beitunxinjiang,Exec,"Beitun, Xinjiang, China",,dgm_chinacitylocations,93106d2a985396b4728b5fbb00731ec6,dgm_chinacitylocations__93106d2a985396b4728b5fbb00731ec6
铁门关市,"Tienmenguan, Xinjiang, China",tienmenguanxinjiang,DiplomaticFacilities,"Tienmenguan, Xinjiang, China",,dgm_chinacitylocations,186df58313bda14ece16d4653bb72a6e,dgm_chinacitylocations__186df58313bda14ece16d4653bb72a6e
双河市,"Shuanghe, Xinjiang, China",shuanghexinjiang,FTO,"Shuanghe, Xinjiang, China",,dgm_chinacitylocations,765d7442b8a658e9f9da2a6dcb05da86,dgm_chinacitylocations__765d7442b8a658e9f9da2a6dcb05da86
可克达拉市,"Korda, Xinjiang, China",kordaxinjiang,Organization,"Korda, Xinjiang, China",,dgm_chinacitylocations,1d31ca8360f666d84e8b2aeac1e4c04d,dgm_chinacitylocations__1d31ca8360f666d84e8b2aeac1e4c04d
昆玉市,"Kunyu, Xinjiang, China",kunyuxinjiang,Consulates,"Kunyu, Xinjiang, China",,dgm_chinacitylocations,8d7f87f6d64b90539a1ca365c55cd265,dgm_chinacitylocations__8d7f87f6d64b90539a1ca365c55cd265
胡杨河市,"Huyanghe, Xinjiang, China",huyanghexinjiang,News,"Huyanghe, Xinjiang, China",,dgm_chinacitylocations,11a27f44757137a01c3639f03e3a07cd,dgm_chinacitylocations__11a27f44757137a01c3639f03e3a07cd
银川市,"Yinchuan, Ningxia, China",yinchuanningxia,Organization,"Yinchuan, Ningxia, China",,dgm_chinacitylocations,4c9af826919e41b736d38617defb657c,dgm_chinacitylocations__4c9af826919e41b736d38617defb657c
石嘴山市,"Shizuishan, Ningxia, China",shizuishanningxia,Wells,"Shizuishan, Ningxia, China",,dgm_chinacitylocations,165edbea7a888f7642fb720da25cbba5,dgm_chinacitylocations__165edbea7a888f7642fb720da25cbba5
吴忠市,"Wuzhong, Ningxia, China",wuzhongningxia,Media,"Wuzhong, Ningxia, China",,dgm_chinacitylocations,59de5a794b8a6c22d5c85517374b0405,dgm_chinacitylocations__59de5a794b8a6c22d5c85517374b0405
