handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,coords,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
meatpoultry,Agriculture analyst,"kansas city, missouri",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Kansas City, Missouri",39.0997265,-94.5785667,,"39.0997265, -94.5785667",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
cottonzapata,Agriculture analyst,"isle of skye, uk",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Isle of Skye, UK",57.2736278,-6.2155023,,"57.2736278, -6.2155023",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
rtdp30,Agriculture analyst,"fort worth, tx",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Fort Worth, TX",32.7554883,-97.3307658,,"32.7554883, -97.3307658",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
jaysonlusk,Agriculture analyst,"west lafayette, in",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"West Lafayette, IN",40.4258686,-86.9080655,,"40.4258686, -86.9080655",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
mitchrozeboom,Agriculture analyst,"des moines, ia",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Des Moines, IA",41.5868353,-93.6249593,,"41.5868353, -93.6249593",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
trentkubik,Agriculture analyst,"pierre, sd",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Pierre, SD",44.3667876,-100.3537522,,"44.3667876, -100.3537522",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
jasonschley,Agriculture analyst,"beadle county, sd",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Beadle County, SD",44.4797351,-98.2212979,,"44.4797351, -98.2212979",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
reecespufff,Agriculture analyst,"new york, ny",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"New York, NY",40.7127753,-74.0059728,,"40.7127753, -74.0059728",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
ochefedoboss1,Agriculture analyst,washington dc,commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Washington DC,38.9071923,-77.0368707,,"38.9071923, -77.0368707",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
cattlenomics,Agriculture analyst,"loveland, co",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Loveland, CO",40.3977612,-105.0749801,,"40.3977612, -105.0749801",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
londervilleag,Agriculture analyst,"des moines, ia",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Des Moines, IA",41.5868353,-93.6249593,,"41.5868353, -93.6249593",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
mikemcglone11,Agriculture analyst,"new york, ny",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"New York, NY",40.7127753,-74.0059728,,"40.7127753, -74.0059728",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
therealgerlach,Agriculture analyst,"monroe, la",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Monroe, LA",32.5093109,-92.1193012,,"32.5093109, -92.1193012",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
michaelminormar,Agriculture analyst,"luverne, mn",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Luverne, MN",43.6555249,-96.2025289,,"43.6555249, -96.2025289",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
commodityweek,Agriculture analyst,"chicago, il",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Chicago, IL",41.8781136,-87.6297982,,"41.8781136, -87.6297982",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
caitlinbowman96,Agriculture analyst,"dubbo, australia",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Dubbo, Australia",-32.2443908,148.614418,,"-32.2443908, 148.614418",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
bornbullish,Agriculture analyst,"chicago, il",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Chicago, IL",41.8781136,-87.6297982,,"41.8781136, -87.6297982",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
jake_moline,Agriculture analyst,"new york, ny",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"New York, NY",40.7127753,-74.0059728,,"40.7127753, -74.0059728",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
ainmakesgrain,Agriculture analyst,mississippi,commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Mississippi,32.3546679,-89.3985283,,"32.3546679, -89.3985283",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
or shou,Agriculture analyst,"waco, tx",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Waco, TX",31.549333,-97.1466695,,"31.549333, -97.1466695",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
agmarketnetwork,Agriculture analyst,"memphis, tn",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Memphis, TN",35.1495343,-90.0489801,,"35.1495343, -90.0489801",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
pauldubravec,Agriculture analyst,"bloomington, il",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Bloomington, IL",40.4842027,-88.9936873,,"40.4842027, -88.9936873",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
arakoon88,Agriculture analyst,"austin, tx",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Austin, TX",30.267153,-97.7430608,,"30.267153, -97.7430608",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
sdsoybean,Agriculture analyst,"sioux. falls, sd",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Sioux. Falls, SD",43.5460223,-96.731265,,"43.5460223, -96.731265",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
clipperdata,Agriculture analyst,"houston, tx",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Houston, TX",29.7604267,-95.3698028,,"29.7604267, -95.3698028",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
cbsifferath,Agriculture analyst,washington dc,commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Washington DC,38.9071923,-77.0368707,,"38.9071923, -77.0368707",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
agrivisor,Agriculture analyst,"bloomington, il",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Bloomington, IL",40.4842027,-88.9936873,,"40.4842027, -88.9936873",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
basis_bias,Agriculture analyst,"austin, tx",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Austin, TX",30.267153,-97.7430608,,"30.267153, -97.7430608",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
tinno4ka86,Agriculture analyst,washington dc,commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,Washington DC,38.9071923,-77.0368707,,"38.9071923, -77.0368707",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
gavilon_,Agriculture analyst,"omaha, ne",commodity match;ag commodity;company;country;stateprovince;drought;severe weather;soil;biofuel;pest;region;frost;agricultureminister;agricultureministry,agriculture analyst,"Omaha, NE",41.2565369,-95.9345034,,"41.2565369, -95.9345034",AgricultureAnalyst,Agriculture analyst,,eng_dgm_agr_mentioner_entities,6a4de7014d68761bdff92627c4f58a97,eng_dgm_agr_mentioner_entities__6a4de7014d68761bdff92627c4f58a97
abstvradio,Antiguan news outlet ABS Television and Radio,antigua and barbuda,agriculture minister;agriculture ministry,hnmn,Antigua and Barbuda,17.060816,-61.796428,,,Hnmn,Antiguan news outlet ABS Television and Radio,,eng_dgm_agr_mentioner_entities,1964201fdeedd41dfa644f1540ca22f4,eng_dgm_agr_mentioner_entities__1964201fdeedd41dfa644f1540ca22f4
antiguaomg,Antiguan news outlet The Daily Observer,antigua and barbuda,agriculture minister;agriculture ministry,hnmn,Antigua and Barbuda,17.060816,-61.796428,,,Hnmn,Antiguan news outlet The Daily Observer,,eng_dgm_agr_mentioner_entities,bb27156056289eca4a84b423f039d6f0,eng_dgm_agr_mentioner_entities__bb27156056289eca4a84b423f039d6f0
9newsaus,Australian news outlet 9News Australia,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet 9News Australia,,eng_dgm_agr_mentioner_entities,7c1f70c3c5e26956d253ffac2713e6d3,eng_dgm_agr_mentioner_entities__7c1f70c3c5e26956d253ffac2713e6d3
abcaustralia,Australian news outlet ABC News Australia,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet ABC News Australia,,eng_dgm_agr_mentioner_entities,eca57993e630c03dfa6ffa41a0c3e5b9,eng_dgm_agr_mentioner_entities__eca57993e630c03dfa6ffa41a0c3e5b9
australian,Australian news outlet The Australian,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Australian,,eng_dgm_agr_mentioner_entities,4dd8f8e9ca687ecca9c8f23d23ccfedf,eng_dgm_agr_mentioner_entities__4dd8f8e9ca687ecca9c8f23d23ccfedf
dailytelegraph,Australian news outlet The Daily Telegraph,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Daily Telegraph,,eng_dgm_agr_mentioner_entities,396d4f4928f1a6a4f3933c5896ee1669,eng_dgm_agr_mentioner_entities__396d4f4928f1a6a4f3933c5896ee1669
smh,Australian news outlet The Sydney Morning Herald,australia,agriculture minister;agriculture ministry,hnmn,Australia,-25.274398,133.775136,,,Hnmn,Australian news outlet The Sydney Morning Herald,,eng_dgm_agr_mentioner_entities,e3f2877326841587ec13df6c42398a38,eng_dgm_agr_mentioner_entities__e3f2877326841587ec13df6c42398a38
bahamaspress,Bahamian news outlet Bahamas Press,bahamas,agriculture minister;agriculture ministry,hnmn,Bahamas,25.03428,-77.39628,,,Hnmn,Bahamian news outlet Bahamas Press,,eng_dgm_agr_mentioner_entities,7efbcc17458f219c82d15ceca6c169c6,eng_dgm_agr_mentioner_entities__7efbcc17458f219c82d15ceca6c169c6
ewnewsbahamas,Bahamian news outlet Eyewitness News Bahamas,bahamas,agriculture minister;agriculture ministry,hnmn,Bahamas,25.03428,-77.39628,,,Hnmn,Bahamian news outlet Eyewitness News Bahamas,,eng_dgm_agr_mentioner_entities,07108e011d6df5938b5c160a64eacb17,eng_dgm_agr_mentioner_entities__07108e011d6df5938b5c160a64eacb17
ournewsrev,Bahamian news outlet OURnews Bahamas,bahamas,agriculture minister;agriculture ministry,hnmn,Bahamas,25.03428,-77.39628,,,Hnmn,Bahamian news outlet OURnews Bahamas,,eng_dgm_agr_mentioner_entities,986511f7f4cc16f569c00e273516e736,eng_dgm_agr_mentioner_entities__986511f7f4cc16f569c00e273516e736
tribune242,Bahamian news outlet The Tribune,bahamas,agriculture minister;agriculture ministry,hnmn,Bahamas,25.03428,-77.39628,,,Hnmn,Bahamian news outlet The Tribune,,eng_dgm_agr_mentioner_entities,63b9770d10ce026663a332af8a5e29d9,eng_dgm_agr_mentioner_entities__63b9770d10ce026663a332af8a5e29d9
barbadostoday,Barbadian news outlet Barbados Today,barbados,agriculture minister;agriculture ministry,hnmn,Barbados,13.193887,-59.543198,,,Hnmn,Barbadian news outlet Barbados Today,,eng_dgm_agr_mentioner_entities,3afc4e89c88de32e169c94e61f82a1d4,eng_dgm_agr_mentioner_entities__3afc4e89c88de32e169c94e61f82a1d4
cbcbarbados,Barbadian news outlet Caribbean Broadcasting Corporation Barbados,barbados,agriculture minister;agriculture ministry,hnmn,Barbados,13.193887,-59.543198,,,Hnmn,Barbadian news outlet Caribbean Broadcasting Corporation Barbados,,eng_dgm_agr_mentioner_entities,419b41fe7fedfbde0ce66d8504545cc8,eng_dgm_agr_mentioner_entities__419b41fe7fedfbde0ce66d8504545cc8
kevzpolitics,Barbadian news outlet Kevz Politics,barbados,agriculture minister;agriculture ministry,hnmn,Barbados,13.193887,-59.543198,,,Hnmn,Barbadian news outlet Kevz Politics,,eng_dgm_agr_mentioner_entities,768425be09bfb00f88793d9d763fab62,eng_dgm_agr_mentioner_entities__768425be09bfb00f88793d9d763fab62
nationbarbados,Barbadian news outlet The Nation Barbados,barbados,agriculture minister;agriculture ministry,hnmn,Barbados,13.193887,-59.543198,,,Hnmn,Barbadian news outlet The Nation Barbados,,eng_dgm_agr_mentioner_entities,6bcff4e80fa3a2739379024b7bebd52f,eng_dgm_agr_mentioner_entities__6bcff4e80fa3a2739379024b7bebd52f
bernewsdotcom,Bermudan news outlet Bernews,bermuda,agriculture minister;agriculture ministry,hnmn,Bermuda,32.3078,-64.7505,,,Hnmn,Bermudan news outlet Bernews,,eng_dgm_agr_mentioner_entities,f3498b32612c56c86e8761e993a187d7,eng_dgm_agr_mentioner_entities__f3498b32612c56c86e8761e993a187d7
zbmnews9,Bermudan news outlet The Bermuda Broadcasting Company,bermuda,agriculture minister;agriculture ministry,hnmn,Bermuda,32.3078,-64.7505,,,Hnmn,Bermudan news outlet The Bermuda Broadcasting Company,,eng_dgm_agr_mentioner_entities,12f23b4b539b0cf7bf005573b67f1521,eng_dgm_agr_mentioner_entities__12f23b4b539b0cf7bf005573b67f1521
theroyalgazette,Bermudan news outlet The Royal Gazette,bermuda,agriculture minister;agriculture ministry,hnmn,Bermuda,32.3078,-64.7505,,,Hnmn,Bermudan news outlet The Royal Gazette,,eng_dgm_agr_mentioner_entities,a2bf1c0b9d6cbda280332c7c6eb5d85d,eng_dgm_agr_mentioner_entities__a2bf1c0b9d6cbda280332c7c6eb5d85d
dumafmradio,Botswanan news outlet Duma FM,botswana,agriculture minister;agriculture ministry,hnmn,Botswana,-22.328474,24.684866,,,Hnmn,Botswanan news outlet Duma FM,,eng_dgm_agr_mentioner_entities,1e57f66c8fbb6e1769b4c61dd987fcfe,eng_dgm_agr_mentioner_entities__1e57f66c8fbb6e1769b4c61dd987fcfe
mmegionline,Botswanan news outlet Mmegi,botswana,agriculture minister;agriculture ministry,hnmn,Botswana,-22.328474,24.684866,,,Hnmn,Botswanan news outlet Mmegi,,eng_dgm_agr_mentioner_entities,f6861261b7308523765c70fbc269c925,eng_dgm_agr_mentioner_entities__f6861261b7308523765c70fbc269c925
gazettebw,Botswanan news outlet The Botswana Gazette,botswana,agriculture minister;agriculture ministry,hnmn,Botswana,-22.328474,24.684866,,,Hnmn,Botswanan news outlet The Botswana Gazette,,eng_dgm_agr_mentioner_entities,9f44ebb6f94ffdceafabd617d96f08cf,eng_dgm_agr_mentioner_entities__9f44ebb6f94ffdceafabd617d96f08cf
284bvi,British Virgin Island news outlet 284Media,british virgin islands,agriculture minister;agriculture ministry,hnmn,British Virgin Islands,18.420695,-64.639968,,,Hnmn,British Virgin Island news outlet 284Media,,eng_dgm_agr_mentioner_entities,010e1e2b6d1ce55b34b8d1080e2f780a,eng_dgm_agr_mentioner_entities__010e1e2b6d1ce55b34b8d1080e2f780a
bviplatinum,British Virgin Island news outlet BVI Platinum News,british virgin islands,agriculture minister;agriculture ministry,hnmn,British Virgin Islands,18.420695,-64.639968,,,Hnmn,British Virgin Island news outlet BVI Platinum News,,eng_dgm_agr_mentioner_entities,c4b33b94b3b897332b5c9e251a361e20,eng_dgm_agr_mentioner_entities__c4b33b94b3b897332b5c9e251a361e20
bvibeacon,British Virgin Island news outlet The BVI Beacon,british virgin islands,agriculture minister;agriculture ministry,hnmn,British Virgin Islands,18.420695,-64.639968,,,Hnmn,British Virgin Island news outlet The BVI Beacon,,eng_dgm_agr_mentioner_entities,1bef8de7737c964fd130ca50945ff339,eng_dgm_agr_mentioner_entities__1bef8de7737c964fd130ca50945ff339
cbc,Canadian news outlet CBC,canada,agriculture minister;agriculture ministry,hnmn,Canada,56.130366,-106.346771,,,Hnmn,Canadian news outlet CBC,,eng_dgm_agr_mentioner_entities,2298a0ad9af8706d842b6521d2fd2d49,eng_dgm_agr_mentioner_entities__2298a0ad9af8706d842b6521d2fd2d49
lp_lapresse,Canadian news outlet La Presse,canada,agriculture minister;agriculture ministry,hnmn,Canada,56.130366,-106.346771,,,Hnmn,Canadian news outlet La Presse,,eng_dgm_agr_mentioner_entities,6ca009f271142ed28a628a5d9c437ff4,eng_dgm_agr_mentioner_entities__6ca009f271142ed28a628a5d9c437ff4
nationalpost,Canadian news outlet National Post,canada,agriculture minister;agriculture ministry,hnmn,Canada,56.130366,-106.346771,,,Hnmn,Canadian news outlet National Post,,eng_dgm_agr_mentioner_entities,349b956ff091c5bd5cda8ea95a25060f,eng_dgm_agr_mentioner_entities__349b956ff091c5bd5cda8ea95a25060f
globeandmail,Canadian news outlet The Globe and Mail,canada,agriculture minister;agriculture ministry,hnmn,Canada,56.130366,-106.346771,,,Hnmn,Canadian news outlet The Globe and Mail,,eng_dgm_agr_mentioner_entities,12342f9d0c8a7931e6657e25fb668a18,eng_dgm_agr_mentioner_entities__12342f9d0c8a7931e6657e25fb668a18
torontostar,Canadian news outlet Toronto Star,canada,agriculture minister;agriculture ministry,hnmn,Canada,56.130366,-106.346771,,,Hnmn,Canadian news outlet Toronto Star,,eng_dgm_agr_mentioner_entities,ae86e59e04ab82151f752fca966a074b,eng_dgm_agr_mentioner_entities__ae86e59e04ab82151f752fca966a074b
caycompass,Caymanian news outlet Cayman Compass,cayman islands,agriculture minister;agriculture ministry,hnmn,Cayman Islands,19.3133,-81.2546,,,Hnmn,Caymanian news outlet Cayman Compass,,eng_dgm_agr_mentioner_entities,55f491ae07043d8cc7370f3e03477414,eng_dgm_agr_mentioner_entities__55f491ae07043d8cc7370f3e03477414
caymannews,Caymanian news outlet Cayman News Service,cayman islands,agriculture minister;agriculture ministry,hnmn,Cayman Islands,19.3133,-81.2546,,,Hnmn,Caymanian news outlet Cayman News Service,,eng_dgm_agr_mentioner_entities,341eb971d6ef51359af124f06ddc6734,eng_dgm_agr_mentioner_entities__341eb971d6ef51359af124f06ddc6734
inewscayman,Caymanian news outlet iNews Cayman,cayman islands,agriculture minister;agriculture ministry,hnmn,Cayman Islands,19.3133,-81.2546,,,Hnmn,Caymanian news outlet iNews Cayman,,eng_dgm_agr_mentioner_entities,c05ab158e6174400d400feb4eb9f3a79,eng_dgm_agr_mentioner_entities__c05ab158e6174400d400feb4eb9f3a79
cayman_news,Caymanian news outlet Real Cayman News,cayman islands,agriculture minister;agriculture ministry,hnmn,Cayman Islands,19.3133,-81.2546,,,Hnmn,Caymanian news outlet Real Cayman News,,eng_dgm_agr_mentioner_entities,8375e38b972ceec255abbcb7335bf610,eng_dgm_agr_mentioner_entities__8375e38b972ceec255abbcb7335bf610
gordonthomsonci,Christmas Island news outlet The Islander,christmas island,agriculture minister;agriculture ministry,hnmn,Christmas Island,-10.447525,105.690449,,,Hnmn,Christmas Island news outlet The Islander,,eng_dgm_agr_mentioner_entities,12cfc02fa8f4e161eb6a2b44d48eccb8,eng_dgm_agr_mentioner_entities__12cfc02fa8f4e161eb6a2b44d48eccb8
cinewsonline,Cook Island news outlet Cook Islands News,cook islands,agriculture minister;agriculture ministry,hnmn,Cook Islands,-21.236736,-159.777671,,,Hnmn,Cook Island news outlet Cook Islands News,,eng_dgm_agr_mentioner_entities,bf729b4c5a8b10a985743823032657eb,eng_dgm_agr_mentioner_entities__bf729b4c5a8b10a985743823032657eb
dominicanewsnow,Dominican news outlet Dominica Gazette,dominica,agriculture minister;agriculture ministry,hnmn,Dominica,15.414999,-61.370976,,,Hnmn,Dominican news outlet Dominica Gazette,,eng_dgm_agr_mentioner_entities,52da129a9eb7e6170bbc3428c817a484,eng_dgm_agr_mentioner_entities__52da129a9eb7e6170bbc3428c817a484
dnonews,Dominican news outlet Dominica News Online,dominica,agriculture minister;agriculture ministry,hnmn,Dominica,15.414999,-61.370976,,,Hnmn,Dominican news outlet Dominica News Online,,eng_dgm_agr_mentioner_entities,dfe0e9b3bc9c3fcd6839d9cb68cfc89f,eng_dgm_agr_mentioner_entities__dfe0e9b3bc9c3fcd6839d9cb68cfc89f
thechronicledm,Dominican news outlet The Chronicle,dominica,agriculture minister;agriculture ministry,hnmn,Dominica,15.414999,-61.370976,,,Hnmn,Dominican news outlet The Chronicle,,eng_dgm_agr_mentioner_entities,6358a6c89471108cb7ee338a682c087e,eng_dgm_agr_mentioner_entities__6358a6c89471108cb7ee338a682c087e
falklandstv,Falkland Island news outlet Falkland Islands Television,falkland islands,agriculture minister;agriculture ministry,hnmn,Falkland Islands,-51.796253,-59.523613,,,Hnmn,Falkland Island news outlet Falkland Islands Television,,eng_dgm_agr_mentioner_entities,d2b766ca8f25e6e8f4e28ca037c6d714,eng_dgm_agr_mentioner_entities__d2b766ca8f25e6e8f4e28ca037c6d714
falklandsradio,Falkland Island news outlet Falklands Radio,falkland islands,agriculture minister;agriculture ministry,hnmn,Falkland Islands,-51.796253,-59.523613,,,Hnmn,Falkland Island news outlet Falklands Radio,,eng_dgm_agr_mentioner_entities,464b3d758e2587b37c5784fefc3eca97,eng_dgm_agr_mentioner_entities__464b3d758e2587b37c5784fefc3eca97
penguinnewsfi,Falkland Island news outlet Penguin News,falkland islands,agriculture minister;agriculture ministry,hnmn,Falkland Islands,-51.796253,-59.523613,,,Hnmn,Falkland Island news outlet Penguin News,,eng_dgm_agr_mentioner_entities,3d43764b7ead1a7bc830728e8c81bf9c,eng_dgm_agr_mentioner_entities__3d43764b7ead1a7bc830728e8c81bf9c
