keyword,caption_name,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
678kg,678 kg,general.alert2,Consulates,678 kg,,dgm_latamnarcoticsweight,73cdac3d99582a7f7a23242803d83fc0,dgm_latamnarcoticsweight__73cdac3d99582a7f7a23242803d83fc0
679kg,679 kg,general.alert2,IndustryTerm,679 kg,,dgm_latamnarcoticsweight,73c1ec112c0add01b136b1a9d84193fa,dgm_latamnarcoticsweight__73c1ec112c0add01b136b1a9d84193fa
680kg,680 kg,general.alert2,ForeignMinistry,680 kg,,dgm_latamnarcoticsweight,f14c438de9b773979daa8e3eacc25882,dgm_latamnarcoticsweight__f14c438de9b773979daa8e3eacc25882
681kg,681 kg,general.alert2,Exec,681 kg,,dgm_latamnarcoticsweight,c52ed8e8cbf372bda62617806d8c8895,dgm_latamnarcoticsweight__c52ed8e8cbf372bda62617806d8c8895
682kg,682 kg,general.alert2,Shipping,682 kg,,dgm_latamnarcoticsweight,00dba327992c25a319d0324f15ea1f6a,dgm_latamnarcoticsweight__00dba327992c25a319d0324f15ea1f6a
683kg,683 kg,general.alert2,Keyphrase,683 kg,,dgm_latamnarcoticsweight,5a460e19969201817dbc9243e08f3820,dgm_latamnarcoticsweight__5a460e19969201817dbc9243e08f3820
684kg,684 kg,general.alert2,Media,684 kg,,dgm_latamnarcoticsweight,3794d01f30efa598b5329f7a8efb396b,dgm_latamnarcoticsweight__3794d01f30efa598b5329f7a8efb396b
685kg,685 kg,general.alert2,space,685 kg,,dgm_latamnarcoticsweight,37371749b74de774559e431095c1b8c6,dgm_latamnarcoticsweight__37371749b74de774559e431095c1b8c6
686kg,686 kg,general.alert2,Person,686 kg,,dgm_latamnarcoticsweight,9095073dc0c5d4cc9c93d72298a0a05e,dgm_latamnarcoticsweight__9095073dc0c5d4cc9c93d72298a0a05e
687kg,687 kg,general.alert2,Pipeline,687 kg,,dgm_latamnarcoticsweight,05457648823bd0ed06321e452e5bda11,dgm_latamnarcoticsweight__05457648823bd0ed06321e452e5bda11
688kg,688 kg,general.alert2,Person,688 kg,,dgm_latamnarcoticsweight,e1100fe92b860ebf705535929eff5ad0,dgm_latamnarcoticsweight__e1100fe92b860ebf705535929eff5ad0
689kg,689 kg,general.alert2,IndustryTerm,689 kg,,dgm_latamnarcoticsweight,026d960370181350fcbb8449b26a2d46,dgm_latamnarcoticsweight__026d960370181350fcbb8449b26a2d46
690kg,690 kg,general.alert2,Refinery,690 kg,,dgm_latamnarcoticsweight,52959eb7f9ca3bc155f6c5a5f586f7d3,dgm_latamnarcoticsweight__52959eb7f9ca3bc155f6c5a5f586f7d3
691kg,691 kg,general.alert2,Shipping,691 kg,,dgm_latamnarcoticsweight,7a11610e55fa016c023968943643e43c,dgm_latamnarcoticsweight__7a11610e55fa016c023968943643e43c
692kg,692 kg,general.alert2,Legislator,692 kg,,dgm_latamnarcoticsweight,cd462b43c0534a098ce8a10ce4b16c78,dgm_latamnarcoticsweight__cd462b43c0534a098ce8a10ce4b16c78
693kg,693 kg,general.alert2,Consulates,693 kg,,dgm_latamnarcoticsweight,0bc47d1a3845039cede43d42d3a32819,dgm_latamnarcoticsweight__0bc47d1a3845039cede43d42d3a32819
694kg,694 kg,general.alert2,FTO,694 kg,,dgm_latamnarcoticsweight,eebf6cc3464f0075f2a9809fb5cea8fe,dgm_latamnarcoticsweight__eebf6cc3464f0075f2a9809fb5cea8fe
695kg,695 kg,general.alert2,CompanyKeyword,695 kg,,dgm_latamnarcoticsweight,c502a4ad2ff4ab83ddac0676e6cb8444,dgm_latamnarcoticsweight__c502a4ad2ff4ab83ddac0676e6cb8444
696kg,696 kg,general.alert2,LegislativeCommittee,696 kg,,dgm_latamnarcoticsweight,fb0bd52c950a54bbc04e67fc81c828e6,dgm_latamnarcoticsweight__fb0bd52c950a54bbc04e67fc81c828e6
697kg,697 kg,general.alert2,FTO,697 kg,,dgm_latamnarcoticsweight,14ea4721acc2370a576cde8d36ce73a9,dgm_latamnarcoticsweight__14ea4721acc2370a576cde8d36ce73a9
698kg,698 kg,general.alert2,Diplomat,698 kg,,dgm_latamnarcoticsweight,e627a128bee97978c613bd271addc0c9,dgm_latamnarcoticsweight__e627a128bee97978c613bd271addc0c9
699kg,699 kg,general.alert2,space,699 kg,,dgm_latamnarcoticsweight,bca91dec19de806c7494770e8375b0aa,dgm_latamnarcoticsweight__bca91dec19de806c7494770e8375b0aa
700kg,700 kg,general.alert2,AAEntity,700 kg,,dgm_latamnarcoticsweight,4f9c58987363ec940ca35737f43a3c9d,dgm_latamnarcoticsweight__4f9c58987363ec940ca35737f43a3c9d
701kg,701 kg,general.alert2,News,701 kg,,dgm_latamnarcoticsweight,6db62c5ec67e71ddc370e7b83728b165,dgm_latamnarcoticsweight__6db62c5ec67e71ddc370e7b83728b165
702kg,702 kg,general.alert2,Refinery,702 kg,,dgm_latamnarcoticsweight,15f7972bbb9c6ec49878043df4f827a2,dgm_latamnarcoticsweight__15f7972bbb9c6ec49878043df4f827a2
703kg,703 kg,general.alert2,space,703 kg,,dgm_latamnarcoticsweight,6a49a91f1400100335d84214c29f3755,dgm_latamnarcoticsweight__6a49a91f1400100335d84214c29f3755
704kg,704 kg,general.alert2,Consulates,704 kg,,dgm_latamnarcoticsweight,6866c6399de09edc0f6da08618daf32d,dgm_latamnarcoticsweight__6866c6399de09edc0f6da08618daf32d
705kg,705 kg,general.alert2,ForeignMinister,705 kg,,dgm_latamnarcoticsweight,6aa101f833802b5843e23e3bfb5d34e8,dgm_latamnarcoticsweight__6aa101f833802b5843e23e3bfb5d34e8
706kg,706 kg,general.alert2,Refinery,706 kg,,dgm_latamnarcoticsweight,5d437613efbea27f2b5a5ebc2ec9f116,dgm_latamnarcoticsweight__5d437613efbea27f2b5a5ebc2ec9f116
707kg,707 kg,general.alert2,Exec,707 kg,,dgm_latamnarcoticsweight,ddb078bc8109a1a7c34abfa0ad435fa2,dgm_latamnarcoticsweight__ddb078bc8109a1a7c34abfa0ad435fa2
708kg,708 kg,general.alert2,Diplomat,708 kg,,dgm_latamnarcoticsweight,3da755bb11ac832a591b22da2dc0ed92,dgm_latamnarcoticsweight__3da755bb11ac832a591b22da2dc0ed92
709kg,709 kg,general.alert2,Person,709 kg,,dgm_latamnarcoticsweight,060d3531c2df71f394b023c313cc3eda,dgm_latamnarcoticsweight__060d3531c2df71f394b023c313cc3eda
710kg,710 kg,general.alert2,IndustryTerm,710 kg,,dgm_latamnarcoticsweight,4645dba232c62a051590ba2e28ea7bce,dgm_latamnarcoticsweight__4645dba232c62a051590ba2e28ea7bce
711kg,711 kg,general.alert2,ForeignMinister,711 kg,,dgm_latamnarcoticsweight,27523c2569a49844cb2fda5518433a95,dgm_latamnarcoticsweight__27523c2569a49844cb2fda5518433a95
712kg,712 kg,general.alert2,News,712 kg,,dgm_latamnarcoticsweight,012799bae81fb884442163b4b615ee9b,dgm_latamnarcoticsweight__012799bae81fb884442163b4b615ee9b
713kg,713 kg,general.alert2,IndustryTerm,713 kg,,dgm_latamnarcoticsweight,883ce938e3a8d8f5818225cd80d80035,dgm_latamnarcoticsweight__883ce938e3a8d8f5818225cd80d80035
714kg,714 kg,general.alert2,News,714 kg,,dgm_latamnarcoticsweight,0286889205a5b74fd4d07d355ac232d2,dgm_latamnarcoticsweight__0286889205a5b74fd4d07d355ac232d2
715kg,715 kg,general.alert2,Consulates,715 kg,,dgm_latamnarcoticsweight,d27037ff0ca0cc7ed390c161b98a88d9,dgm_latamnarcoticsweight__d27037ff0ca0cc7ed390c161b98a88d9
716kg,716 kg,general.alert2,ForeignMinistry,716 kg,,dgm_latamnarcoticsweight,0ec464b5ba0c6145767b7042c2e343f7,dgm_latamnarcoticsweight__0ec464b5ba0c6145767b7042c2e343f7
717kg,717 kg,general.alert2,AAEntity,717 kg,,dgm_latamnarcoticsweight,6f4fb9dd3f1133ddb93d6b1c506ed525,dgm_latamnarcoticsweight__6f4fb9dd3f1133ddb93d6b1c506ed525
718kg,718 kg,general.alert2,Consulates,718 kg,,dgm_latamnarcoticsweight,b3c3d3ade49b2ac6d5ba6cb4460a7b44,dgm_latamnarcoticsweight__b3c3d3ade49b2ac6d5ba6cb4460a7b44
719kg,719 kg,general.alert2,LegislativeCommittee,719 kg,,dgm_latamnarcoticsweight,008e4da16020d4d66c9ed5524cd65f5b,dgm_latamnarcoticsweight__008e4da16020d4d66c9ed5524cd65f5b
720kg,720 kg,general.alert2,Exec,720 kg,,dgm_latamnarcoticsweight,8216e62edf06737e8497bc23937961ea,dgm_latamnarcoticsweight__8216e62edf06737e8497bc23937961ea
721kg,721 kg,general.alert2,Refinery,721 kg,,dgm_latamnarcoticsweight,48e7d75f402fa3c8fc5c28e073fde234,dgm_latamnarcoticsweight__48e7d75f402fa3c8fc5c28e073fde234
722kg,722 kg,general.alert2,Wells,722 kg,,dgm_latamnarcoticsweight,940de4e0563f26caadf29a3816512e93,dgm_latamnarcoticsweight__940de4e0563f26caadf29a3816512e93
723kg,723 kg,general.alert2,Organization,723 kg,,dgm_latamnarcoticsweight,2ea33451a6e9a793877d2b59e61edc53,dgm_latamnarcoticsweight__2ea33451a6e9a793877d2b59e61edc53
724kg,724 kg,general.alert2,Organization,724 kg,,dgm_latamnarcoticsweight,0923c2989930506d3eb1eb2373106a2c,dgm_latamnarcoticsweight__0923c2989930506d3eb1eb2373106a2c
725kg,725 kg,general.alert2,ForeignMinister,725 kg,,dgm_latamnarcoticsweight,308ee13104fe9952c9963d6f8b871d2c,dgm_latamnarcoticsweight__308ee13104fe9952c9963d6f8b871d2c
726kg,726 kg,general.alert2,Media,726 kg,,dgm_latamnarcoticsweight,e4fac831e271b424be3106a9def9df20,dgm_latamnarcoticsweight__e4fac831e271b424be3106a9def9df20
727kg,727 kg,general.alert2,Keyphrase,727 kg,,dgm_latamnarcoticsweight,adc9e91d2d1d0e5574c5d0ec39936e56,dgm_latamnarcoticsweight__adc9e91d2d1d0e5574c5d0ec39936e56
728kg,728 kg,general.alert2,Organization,728 kg,,dgm_latamnarcoticsweight,20616ce5e85419696f95ca0400524829,dgm_latamnarcoticsweight__20616ce5e85419696f95ca0400524829
729kg,729 kg,general.alert2,Keyphrase,729 kg,,dgm_latamnarcoticsweight,cb19e56df53fe5d7ff985d0e7354d811,dgm_latamnarcoticsweight__cb19e56df53fe5d7ff985d0e7354d811
730kg,730 kg,general.alert2,Consulates,730 kg,,dgm_latamnarcoticsweight,56640f811c32856cd688624ee009faa6,dgm_latamnarcoticsweight__56640f811c32856cd688624ee009faa6
731kg,731 kg,general.alert2,Legislator,731 kg,,dgm_latamnarcoticsweight,4461c1cbb385862af84e5c36ec99c969,dgm_latamnarcoticsweight__4461c1cbb385862af84e5c36ec99c969
732kg,732 kg,general.alert2,Exec,732 kg,,dgm_latamnarcoticsweight,3a38f9cccfc01e5bb510de37d10f94db,dgm_latamnarcoticsweight__3a38f9cccfc01e5bb510de37d10f94db
733kg,733 kg,general.alert2,Legislator,733 kg,,dgm_latamnarcoticsweight,3c9f398e062049f1667cf5fa540839ea,dgm_latamnarcoticsweight__3c9f398e062049f1667cf5fa540839ea
734kg,734 kg,general.alert2,Person,734 kg,,dgm_latamnarcoticsweight,3620df71b76d1f8bd6651369ab609784,dgm_latamnarcoticsweight__3620df71b76d1f8bd6651369ab609784
735kg,735 kg,general.alert2,DiplomaticFacilities,735 kg,,dgm_latamnarcoticsweight,94ed18d929506f18edf210026e299f02,dgm_latamnarcoticsweight__94ed18d929506f18edf210026e299f02
736kg,736 kg,general.alert2,Keyphrase,736 kg,,dgm_latamnarcoticsweight,4770e2f1803fd6b1fa4571492e9e9d11,dgm_latamnarcoticsweight__4770e2f1803fd6b1fa4571492e9e9d11
737kg,737 kg,general.alert2,Pipeline,737 kg,,dgm_latamnarcoticsweight,2f1e91b2ff3f295bc25ce1b71ded5c3d,dgm_latamnarcoticsweight__2f1e91b2ff3f295bc25ce1b71ded5c3d
738kg,738 kg,general.alert2,Keyphrase,738 kg,,dgm_latamnarcoticsweight,69b21dc6bcbaded86edf809587864818,dgm_latamnarcoticsweight__69b21dc6bcbaded86edf809587864818
739kg,739 kg,general.alert2,CompanyKeyword,739 kg,,dgm_latamnarcoticsweight,372f3fe4d704e90c037f9195b373d1a5,dgm_latamnarcoticsweight__372f3fe4d704e90c037f9195b373d1a5
740kg,740 kg,general.alert2,LegislativeCommittee,740 kg,,dgm_latamnarcoticsweight,5aa2e47b465045cc9ad3aacfc5714e62,dgm_latamnarcoticsweight__5aa2e47b465045cc9ad3aacfc5714e62
741kg,741 kg,general.alert2,space,741 kg,,dgm_latamnarcoticsweight,0e6c417c4e214cdddbdee1e6cd7e5831,dgm_latamnarcoticsweight__0e6c417c4e214cdddbdee1e6cd7e5831
742kg,742 kg,general.alert2,Person,742 kg,,dgm_latamnarcoticsweight,c05b7f01f11da3df16100f581a7a2034,dgm_latamnarcoticsweight__c05b7f01f11da3df16100f581a7a2034
743kg,743 kg,general.alert2,Person,743 kg,,dgm_latamnarcoticsweight,9131d2c9458fd3719279911e9ee9f86f,dgm_latamnarcoticsweight__9131d2c9458fd3719279911e9ee9f86f
744kg,744 kg,general.alert2,DiplomaticFacilities,744 kg,,dgm_latamnarcoticsweight,2e189fc4936d99f67d92a4df39ea2376,dgm_latamnarcoticsweight__2e189fc4936d99f67d92a4df39ea2376
745kg,745 kg,general.alert2,IndustryTerm,745 kg,,dgm_latamnarcoticsweight,339168c65f4379f2bffb8d2a0f9cdba0,dgm_latamnarcoticsweight__339168c65f4379f2bffb8d2a0f9cdba0
746kg,746 kg,general.alert2,Exec,746 kg,,dgm_latamnarcoticsweight,4eebdc7479b9cf19b4df36eff0149a9e,dgm_latamnarcoticsweight__4eebdc7479b9cf19b4df36eff0149a9e
747kg,747 kg,general.alert2,FTO,747 kg,,dgm_latamnarcoticsweight,b00013cf3da3e590ca39466c6d0b427a,dgm_latamnarcoticsweight__b00013cf3da3e590ca39466c6d0b427a
748kg,748 kg,general.alert2,ForeignMinister,748 kg,,dgm_latamnarcoticsweight,52eddbc4a07e7ae9625d9338fbda21ba,dgm_latamnarcoticsweight__52eddbc4a07e7ae9625d9338fbda21ba
749kg,749 kg,general.alert2,News,749 kg,,dgm_latamnarcoticsweight,c94f9a2fdb0c350982e46ed5df689850,dgm_latamnarcoticsweight__c94f9a2fdb0c350982e46ed5df689850
750kg,750 kg,general.alert2,Organization,750 kg,,dgm_latamnarcoticsweight,71e45b5296363724c5bad535cbee812a,dgm_latamnarcoticsweight__71e45b5296363724c5bad535cbee812a
751kg,751 kg,general.alert2,space,751 kg,,dgm_latamnarcoticsweight,8e52fa8e29c1d36d0f1e402a147e3aca,dgm_latamnarcoticsweight__8e52fa8e29c1d36d0f1e402a147e3aca
752kg,752 kg,general.alert2,CompanyKeyword,752 kg,,dgm_latamnarcoticsweight,e5169077cdfc28cbce04209687863e47,dgm_latamnarcoticsweight__e5169077cdfc28cbce04209687863e47
753kg,753 kg,general.alert2,Keyphrase,753 kg,,dgm_latamnarcoticsweight,8ba791fa9912b251ba7b903921b8a9df,dgm_latamnarcoticsweight__8ba791fa9912b251ba7b903921b8a9df
754kg,754 kg,general.alert2,FTO,754 kg,,dgm_latamnarcoticsweight,e4fa7278d9de3c786b8353c38a44ff09,dgm_latamnarcoticsweight__e4fa7278d9de3c786b8353c38a44ff09
755kg,755 kg,general.alert2,ForeignMinistry,755 kg,,dgm_latamnarcoticsweight,7f18b2231566b1facfa1c7b98d7969be,dgm_latamnarcoticsweight__7f18b2231566b1facfa1c7b98d7969be
756kg,756 kg,general.alert2,space,756 kg,,dgm_latamnarcoticsweight,ee95523c6230b6ad36ad0f109227f9c7,dgm_latamnarcoticsweight__ee95523c6230b6ad36ad0f109227f9c7
757kg,757 kg,general.alert2,Wells,757 kg,,dgm_latamnarcoticsweight,b2299950018444931dd76583cc1cbc5b,dgm_latamnarcoticsweight__b2299950018444931dd76583cc1cbc5b
758kg,758 kg,general.alert2,News,758 kg,,dgm_latamnarcoticsweight,c687437b8a6fe3247893014bb88794d8,dgm_latamnarcoticsweight__c687437b8a6fe3247893014bb88794d8
759kg,759 kg,general.alert2,Consulates,759 kg,,dgm_latamnarcoticsweight,953ede43e90b3ec2c2c9480ae24adce0,dgm_latamnarcoticsweight__953ede43e90b3ec2c2c9480ae24adce0
760kg,760 kg,general.alert2,Organization,760 kg,,dgm_latamnarcoticsweight,42d4f0354f9ff753e26798c2ac97562d,dgm_latamnarcoticsweight__42d4f0354f9ff753e26798c2ac97562d
761kg,761 kg,general.alert2,Keyphrase,761 kg,,dgm_latamnarcoticsweight,b5baf082b1f8b13879d9c5c96bda7e25,dgm_latamnarcoticsweight__b5baf082b1f8b13879d9c5c96bda7e25
762kg,762 kg,general.alert2,space,762 kg,,dgm_latamnarcoticsweight,b516935c186e02a44ad12ea2c871ea79,dgm_latamnarcoticsweight__b516935c186e02a44ad12ea2c871ea79
763kg,763 kg,general.alert2,News,763 kg,,dgm_latamnarcoticsweight,d3b96ffec5f708101c2bdbcfcc3b3028,dgm_latamnarcoticsweight__d3b96ffec5f708101c2bdbcfcc3b3028
764kg,764 kg,general.alert2,Shipping,764 kg,,dgm_latamnarcoticsweight,6da13df0346d57b4b6cafbced1368d7c,dgm_latamnarcoticsweight__6da13df0346d57b4b6cafbced1368d7c
765kg,765 kg,general.alert2,space,765 kg,,dgm_latamnarcoticsweight,39e5929a883c2149e1d455d6372a2ffb,dgm_latamnarcoticsweight__39e5929a883c2149e1d455d6372a2ffb
766kg,766 kg,general.alert2,News,766 kg,,dgm_latamnarcoticsweight,43fe195c06aab5c8d260da1151b099d5,dgm_latamnarcoticsweight__43fe195c06aab5c8d260da1151b099d5
767kg,767 kg,general.alert2,CompanyKeyword,767 kg,,dgm_latamnarcoticsweight,178ac6d9dd95d386d3de843f0a4da672,dgm_latamnarcoticsweight__178ac6d9dd95d386d3de843f0a4da672
768kg,768 kg,general.alert2,Legislator,768 kg,,dgm_latamnarcoticsweight,4e26225103bd8f59a4d5b1fc7dce481d,dgm_latamnarcoticsweight__4e26225103bd8f59a4d5b1fc7dce481d
769kg,769 kg,general.alert2,FTO,769 kg,,dgm_latamnarcoticsweight,57efb48fc25d0de44a221c7b0bec93b3,dgm_latamnarcoticsweight__57efb48fc25d0de44a221c7b0bec93b3
770kg,770 kg,general.alert2,Wells,770 kg,,dgm_latamnarcoticsweight,c9d0b6328a33dd1530087143c06560c1,dgm_latamnarcoticsweight__c9d0b6328a33dd1530087143c06560c1
771kg,771 kg,general.alert2,IndustryTerm,771 kg,,dgm_latamnarcoticsweight,529458d3a3cabc59d36a4ee15701e1b8,dgm_latamnarcoticsweight__529458d3a3cabc59d36a4ee15701e1b8
772kg,772 kg,general.alert2,Refinery,772 kg,,dgm_latamnarcoticsweight,f996f4c9285652603de4e9e89f83633a,dgm_latamnarcoticsweight__f996f4c9285652603de4e9e89f83633a
773kg,773 kg,general.alert2,AAEntity,773 kg,,dgm_latamnarcoticsweight,2cde59c4d4f6bcf66377fc839ec8da1b,dgm_latamnarcoticsweight__2cde59c4d4f6bcf66377fc839ec8da1b
774kg,774 kg,general.alert2,Refinery,774 kg,,dgm_latamnarcoticsweight,972ff28090865f4dc2d02fffc7d25a3b,dgm_latamnarcoticsweight__972ff28090865f4dc2d02fffc7d25a3b
775kg,775 kg,general.alert2,Wells,775 kg,,dgm_latamnarcoticsweight,90dcac78cc92ca8a73d120c57c5d1bae,dgm_latamnarcoticsweight__90dcac78cc92ca8a73d120c57c5d1bae
776kg,776 kg,general.alert2,Keyphrase,776 kg,,dgm_latamnarcoticsweight,d50da8ca55597fc5e3fffd6801383fc3,dgm_latamnarcoticsweight__d50da8ca55597fc5e3fffd6801383fc3
777kg,777 kg,general.alert2,Refinery,777 kg,,dgm_latamnarcoticsweight,cbfc88750d351e94f77e809df45dfc6a,dgm_latamnarcoticsweight__cbfc88750d351e94f77e809df45dfc6a
778kg,778 kg,general.alert2,Exec,778 kg,,dgm_latamnarcoticsweight,78291d018e17ad9ea6ad4f4b99ea1a4c,dgm_latamnarcoticsweight__78291d018e17ad9ea6ad4f4b99ea1a4c
779kg,779 kg,general.alert2,ForeignMinistry,779 kg,,dgm_latamnarcoticsweight,1e0536e0cd3b26bd2d728db4c5a5a4b6,dgm_latamnarcoticsweight__1e0536e0cd3b26bd2d728db4c5a5a4b6
780kg,780 kg,general.alert2,ForeignMinister,780 kg,,dgm_latamnarcoticsweight,82fb89590bbe2c99c1d2e236d9117845,dgm_latamnarcoticsweight__82fb89590bbe2c99c1d2e236d9117845
781kg,781 kg,general.alert2,AAEntity,781 kg,,dgm_latamnarcoticsweight,a3fa5da3525679be407ed203104ea877,dgm_latamnarcoticsweight__a3fa5da3525679be407ed203104ea877
782kg,782 kg,general.alert2,Wells,782 kg,,dgm_latamnarcoticsweight,7070f7c335a41b942bfd6a7244761963,dgm_latamnarcoticsweight__7070f7c335a41b942bfd6a7244761963
783kg,783 kg,general.alert2,DiplomaticFacilities,783 kg,,dgm_latamnarcoticsweight,2509c8bf3686a1d2a06159b872c12383,dgm_latamnarcoticsweight__2509c8bf3686a1d2a06159b872c12383
784kg,784 kg,general.alert2,Refinery,784 kg,,dgm_latamnarcoticsweight,e4c8a2dff6a0cac39e981f5b90d1ba31,dgm_latamnarcoticsweight__e4c8a2dff6a0cac39e981f5b90d1ba31
785kg,785 kg,general.alert2,News,785 kg,,dgm_latamnarcoticsweight,3af992402ef13e40852ca57484c41b96,dgm_latamnarcoticsweight__3af992402ef13e40852ca57484c41b96
786kg,786 kg,general.alert2,Refinery,786 kg,,dgm_latamnarcoticsweight,5548a81852708680110ef0c03c8edafa,dgm_latamnarcoticsweight__5548a81852708680110ef0c03c8edafa
787kg,787 kg,general.alert2,CompanyKeyword,787 kg,,dgm_latamnarcoticsweight,f2c9842378858fbb6486e6af14bdbfd5,dgm_latamnarcoticsweight__f2c9842378858fbb6486e6af14bdbfd5
788kg,788 kg,general.alert2,LegislativeCommittee,788 kg,,dgm_latamnarcoticsweight,bdc9acb33a7c33cfc7806fed98a0d5ce,dgm_latamnarcoticsweight__bdc9acb33a7c33cfc7806fed98a0d5ce
789kg,789 kg,general.alert2,Legislator,789 kg,,dgm_latamnarcoticsweight,98e49a66d4572ddd88ce7e0f2d06e698,dgm_latamnarcoticsweight__98e49a66d4572ddd88ce7e0f2d06e698
790kg,790 kg,general.alert2,CompanyKeyword,790 kg,,dgm_latamnarcoticsweight,cb41f98ba5cad78f64ba62d331827381,dgm_latamnarcoticsweight__cb41f98ba5cad78f64ba62d331827381
791kg,791 kg,general.alert2,LegislativeCommittee,791 kg,,dgm_latamnarcoticsweight,5023cb98423a3567c6941673d1999f86,dgm_latamnarcoticsweight__5023cb98423a3567c6941673d1999f86
792kg,792 kg,general.alert2,FTO,792 kg,,dgm_latamnarcoticsweight,2a81e1fe9fc92cc84c96b6c473304eb6,dgm_latamnarcoticsweight__2a81e1fe9fc92cc84c96b6c473304eb6
793kg,793 kg,general.alert2,News,793 kg,,dgm_latamnarcoticsweight,d0af7fa344275ef9af2680532828ddec,dgm_latamnarcoticsweight__d0af7fa344275ef9af2680532828ddec
794kg,794 kg,general.alert2,AAEntity,794 kg,,dgm_latamnarcoticsweight,cb527a2819fc8865cc302ea2bdb741c4,dgm_latamnarcoticsweight__cb527a2819fc8865cc302ea2bdb741c4
795kg,795 kg,general.alert2,Organization,795 kg,,dgm_latamnarcoticsweight,c7dca01e9f3841b91e181bda5bd4b909,dgm_latamnarcoticsweight__c7dca01e9f3841b91e181bda5bd4b909
796kg,796 kg,general.alert2,Diplomat,796 kg,,dgm_latamnarcoticsweight,0cef12e2361120da8a9a0cef764e231e,dgm_latamnarcoticsweight__0cef12e2361120da8a9a0cef764e231e
797kg,797 kg,general.alert2,ForeignMinister,797 kg,,dgm_latamnarcoticsweight,0310b49b9f6ba9fc47ea3f69052f8b9e,dgm_latamnarcoticsweight__0310b49b9f6ba9fc47ea3f69052f8b9e
798kg,798 kg,general.alert2,Person,798 kg,,dgm_latamnarcoticsweight,dc8a3ec40bf4b7053bbeb4e54ffede2b,dgm_latamnarcoticsweight__dc8a3ec40bf4b7053bbeb4e54ffede2b
799kg,799 kg,general.alert2,space,799 kg,,dgm_latamnarcoticsweight,743b50a74ab620267846384507cd30c6,dgm_latamnarcoticsweight__743b50a74ab620267846384507cd30c6
800kg,800 kg,general.alert2,FTO,800 kg,,dgm_latamnarcoticsweight,d861029aa85845c7fe616da0849db733,dgm_latamnarcoticsweight__d861029aa85845c7fe616da0849db733
801kg,801 kg,general.alert2,Shipping,801 kg,,dgm_latamnarcoticsweight,1596c0ec7fe73c17ca2c48b114903d69,dgm_latamnarcoticsweight__1596c0ec7fe73c17ca2c48b114903d69
802kg,802 kg,general.alert2,CompanyKeyword,802 kg,,dgm_latamnarcoticsweight,d5f97e66debf7f8ca3bc79cc3fe28408,dgm_latamnarcoticsweight__d5f97e66debf7f8ca3bc79cc3fe28408
803kg,803 kg,general.alert2,Exec,803 kg,,dgm_latamnarcoticsweight,3fee0d063555c76c2efb5ad0f126036d,dgm_latamnarcoticsweight__3fee0d063555c76c2efb5ad0f126036d
804kg,804 kg,general.alert2,LegislativeCommittee,804 kg,,dgm_latamnarcoticsweight,2cc2fd612d18d4e278367293a47f4014,dgm_latamnarcoticsweight__2cc2fd612d18d4e278367293a47f4014
805kg,805 kg,general.alert2,DiplomaticFacilities,805 kg,,dgm_latamnarcoticsweight,84bd2c2c6dd5993bb989f2485661edf1,dgm_latamnarcoticsweight__84bd2c2c6dd5993bb989f2485661edf1
806kg,806 kg,general.alert2,AAEntity,806 kg,,dgm_latamnarcoticsweight,59819df45d12ba6e4ae9db33080cdde9,dgm_latamnarcoticsweight__59819df45d12ba6e4ae9db33080cdde9
807kg,807 kg,general.alert2,Person,807 kg,,dgm_latamnarcoticsweight,000ebed3a17cd6ab28e064e013910943,dgm_latamnarcoticsweight__000ebed3a17cd6ab28e064e013910943
808kg,808 kg,general.alert2,Refinery,808 kg,,dgm_latamnarcoticsweight,faaf3713ec0e331cd3885bb96880f505,dgm_latamnarcoticsweight__faaf3713ec0e331cd3885bb96880f505
809kg,809 kg,general.alert2,CompanyKeyword,809 kg,,dgm_latamnarcoticsweight,82ac1a76af45ffbca61c6bc45afa30d7,dgm_latamnarcoticsweight__82ac1a76af45ffbca61c6bc45afa30d7
810kg,810 kg,general.alert2,Diplomat,810 kg,,dgm_latamnarcoticsweight,192ad68adff7a7adf0adad170857ba48,dgm_latamnarcoticsweight__192ad68adff7a7adf0adad170857ba48
811kg,811 kg,general.alert2,Wells,811 kg,,dgm_latamnarcoticsweight,2598f5f2ba700683523a04a7f41d634a,dgm_latamnarcoticsweight__2598f5f2ba700683523a04a7f41d634a
812kg,812 kg,general.alert2,Keyphrase,812 kg,,dgm_latamnarcoticsweight,dca8665834acd2eb52e1e9fe57fc0d30,dgm_latamnarcoticsweight__dca8665834acd2eb52e1e9fe57fc0d30
813kg,813 kg,general.alert2,AAEntity,813 kg,,dgm_latamnarcoticsweight,ccf676697db8a43cb32dc42f0d40cbb1,dgm_latamnarcoticsweight__ccf676697db8a43cb32dc42f0d40cbb1
814kg,814 kg,general.alert2,space,814 kg,,dgm_latamnarcoticsweight,7afc9de7bec41e0b03312c9b8bad6d83,dgm_latamnarcoticsweight__7afc9de7bec41e0b03312c9b8bad6d83
815kg,815 kg,general.alert2,Wells,815 kg,,dgm_latamnarcoticsweight,bbcb28b18af091eda9fb36ff292ee9ad,dgm_latamnarcoticsweight__bbcb28b18af091eda9fb36ff292ee9ad
