french_word,caption_text,additional_topic,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
incendie lycee,fire at high school,188114,CompanyKeyword,fire at high school,,french_fire_event,d29fdd47c678c5a427b10f530751e9b2,french_fire_event__d29fdd47c678c5a427b10f530751e9b2
incendie maison,house fire,,DiplomaticFacilities,house fire,,french_fire_event,d9d9fdd796df9bf76e48855e4e72fd25,french_fire_event__d9d9fdd796df9bf76e48855e4e72fd25
incendie marché,fire in market,188208,IndustryTerm,fire in market,,french_fire_event,6c7c7ceddc347d1a5ec18c1cbe4822dc,french_fire_event__6c7c7ceddc347d1a5ec18c1cbe4822dc
incendie poids-lourd,truck fire,,Wells,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
incendie primaire,fire in elementary school,188114,Person,fire in elementary school,,french_fire_event,5e4bd1d1d174910b13e3080c8e725e2c,french_fire_event__5e4bd1d1d174910b13e3080c8e725e2c
incendie signalé,fire,,Pipeline,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
incendie universite,fire at university,188114,CompanyKeyword,fire at university,,french_fire_event,3398136ae5be19e2b1d0db504709da7c,french_fire_event__3398136ae5be19e2b1d0db504709da7c
incendie volontaire,arson fire,188296,CompanyKeyword,arson fire,,french_fire_event,1468e427cdbdecfa6cdbf86c46184db6,french_fire_event__1468e427cdbdecfa6cdbf86c46184db6
incendie zone commerciale,commercial fire,188208,Consulates,commercial fire,,french_fire_event,61e77d91c6a24ecf9f6931b57729b9f3,french_fire_event__61e77d91c6a24ecf9f6931b57729b9f3
incendiedeforet,wildfire,188117,Organization,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
incendies,fires,,Consulates,fires,,french_fire_event,371fbb05494c7c9a04be260186edcc3b,french_fire_event__371fbb05494c7c9a04be260186edcc3b
incendievolontaire,arson fire,188296,FTO,arson fire,,french_fire_event,1468e427cdbdecfa6cdbf86c46184db6,french_fire_event__1468e427cdbdecfa6cdbf86c46184db6
indendies de poubelles,fire in garbage cans,,Media,fire in garbage cans,,french_fire_event,7855efae44f1487a4cd89e844e45548a,french_fire_event__7855efae44f1487a4cd89e844e45548a
intervention feu,fire,,Consulates,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
intervention pour un feu,fire,,Legislator,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
intervention pour un incendie,fire,,DiplomaticFacilities,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
jet de projectiles,incident involving suspects throwing objects,188296,FTO,incident involving suspects throwing objects,,french_fire_event,ecf1b11b8aef0c7d042d185f4cb458ca,french_fire_event__ecf1b11b8aef0c7d042d185f4cb458ca
jets de projectiles,incident involving suspects throwing objects,188296,LegislativeCommittee,incident involving suspects throwing objects,,french_fire_event,ecf1b11b8aef0c7d042d185f4cb458ca,french_fire_event__ecf1b11b8aef0c7d042d185f4cb458ca
l'incendie,fire,,DiplomaticFacilities,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
ligne éléctrique tombée,electricity line down,188241,ForeignMinister,electricity line down,,french_fire_event,db9b0a5351301714db30fac4b0e094f1,french_fire_event__db9b0a5351301714db30fac4b0e094f1
ligne tombée,electricity line down,188241,CompanyKeyword,electricity line down,,french_fire_event,db9b0a5351301714db30fac4b0e094f1,french_fire_event__db9b0a5351301714db30fac4b0e094f1
maison en feu,residential fire,,Consulates,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
mur chute,wall collapse,,Refinery,wall collapse,,french_fire_event,d1b283d3b1376a8e88b26d8c98c96dff,french_fire_event__d1b283d3b1376a8e88b26d8c98c96dff
odeur de brûlé,burning smell,,Media,burning smell,,french_fire_event,640667c5522ed01cbe996442e63139fb,french_fire_event__640667c5522ed01cbe996442e63139fb
operation de deminage,bomb threat,188296,Keyphrase,bomb threat,,french_fire_event,0a6a3b2f483a11176081d957ac3840db,french_fire_event__0a6a3b2f483a11176081d957ac3840db
plusieurs incendies,several fires,,Wells,several fires,,french_fire_event,e9101a48ae8e67e467da2229ac844671,french_fire_event__e9101a48ae8e67e467da2229ac844671
procédure gaz renforcée,gas leak,188122,Shipping,gas leak,,french_fire_event,1516240bc89a1a494e8aeb67393b5886,french_fire_event__1516240bc89a1a494e8aeb67393b5886
recherche de personne,person missing,,Consulates,person missing,,french_fire_event,e74f322ff0bac29f1929760283f11a57,french_fire_event__e74f322ff0bac29f1929760283f11a57
tracteur en feu,tractor fire,188130,News,tractor fire,,french_fire_event,cd865829422cdf0b5416703e9d335416,french_fire_event__cd865829422cdf0b5416703e9d335416
tracteur incendie,tractor fire,188130,space,tractor fire,,french_fire_event,cd865829422cdf0b5416703e9d335416,french_fire_event__cd865829422cdf0b5416703e9d335416
tracteurs en feu,tractors on fire,188130,Media,tractors on fire,,french_fire_event,7e80cefbb60f9fdadb236ef4b43d4839,french_fire_event__7e80cefbb60f9fdadb236ef4b43d4839
tracteurs incendie,tractors on fire,188130,CompanyKeyword,tractors on fire,,french_fire_event,7e80cefbb60f9fdadb236ef4b43d4839,french_fire_event__7e80cefbb60f9fdadb236ef4b43d4839
trois maisons en feu,thre houses on fire,,Wells,thre houses on fire,,french_fire_event,6347aa4cd6a7ea364f6126c4e3f9df44,french_fire_event__6347aa4cd6a7ea364f6126c4e3f9df44
voiture en feu,car fire,188130,Media,car fire,,french_fire_event,c3637a18daf4ccda1cc33ead89373ebe,french_fire_event__c3637a18daf4ccda1cc33ead89373ebe
voiture en flammes,car fire,188130,Refinery,car fire,,french_fire_event,c3637a18daf4ccda1cc33ead89373ebe,french_fire_event__c3637a18daf4ccda1cc33ead89373ebe
voiture s'enflamme,car fire,188130,space,car fire,,french_fire_event,c3637a18daf4ccda1cc33ead89373ebe,french_fire_event__c3637a18daf4ccda1cc33ead89373ebe
voitures en feu,cars on fire,188130,News,cars on fire,,french_fire_event,282fa6f97b0a5c264f81361b9117169b,french_fire_event__282fa6f97b0a5c264f81361b9117169b
