org,caption_name,guid,hq_address,hq_lat,hq_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
secnews,SecNews,,SecNews,37.7932977,-122.4226656,AAEntity,SecNews,,bug_bounty_hackerone_mapping,29d70873b09d0c3510d0457dcf37e99f,bug_bounty_hackerone_mapping__29d70873b09d0c3510d0457dcf37e99f
ed,Ed,,"Ed, London, England, United Kingdom",51.5118645,-0.0816458,CompanyKeyword,Ed,,bug_bounty_hackerone_mapping,30db2fdfdddfb7cc359ce7a36596f3e0,bug_bounty_hackerone_mapping__30db2fdfdddfb7cc359ce7a36596f3e0
cfp time,CFP Time,,CFP Time,38.9029179,-77.0330811,IndustryTerm,CFP Time,,bug_bounty_hackerone_mapping,ef9c9173959462d156ed4495228503b7,bug_bounty_hackerone_mapping__ef9c9173959462d156ed4495228503b7
defectdojo,DefectDojo,,"DefectDojo, Austin,Tx, United States",30.267153,-97.7430608,Wells,DefectDojo,,bug_bounty_hackerone_mapping,5aed9517a298abfe7bbbf58238649156,bug_bounty_hackerone_mapping__5aed9517a298abfe7bbbf58238649156
fortmatic inc.,Fortmatic Inc.,,"Fortmatic Inc., San Francisco, CA, United States",37.7749295,-122.4194155,space,Fortmatic Inc.,,bug_bounty_hackerone_mapping,429f5a7445f6fd96e2a48fbcda8d9627,bug_bounty_hackerone_mapping__429f5a7445f6fd96e2a48fbcda8d9627
codefi,Codefi,,"Codefi, Cape Girardeau, MO, United States",37.306761,-89.52185,Consulates,Codefi,,bug_bounty_hackerone_mapping,2cf9fad23611643e887e4def775cd3be,bug_bounty_hackerone_mapping__2cf9fad23611643e887e4def775cd3be
rockset,Rockset,,"Rockset, San Mateo, CA, United States",37.5665509,-122.3250044,space,Rockset,,bug_bounty_hackerone_mapping,0807847376f97752e918ae02e71816a4,bug_bounty_hackerone_mapping__0807847376f97752e918ae02e71816a4
liberapay,Liberapay,,"Liberapay,",42.8325068,-2.7398312,IndustryTerm,Liberapay,,bug_bounty_hackerone_mapping,2e725ed551c96457401911b04da3994a,bug_bounty_hackerone_mapping__2e725ed551c96457401911b04da3994a
sweatco ltd,Sweatco Ltd,,"Sweatco Ltd, London, England, United Kingdom",51.5073509,-0.1277583,Organization,Sweatco Ltd,,bug_bounty_hackerone_mapping,a382dfe70dd7a87df33da864fd77ff6f,bug_bounty_hackerone_mapping__a382dfe70dd7a87df33da864fd77ff6f
curl,curl,,"San Francisco, US",37.7756852,-122.4179707,Refinery,curl,,bug_bounty_hackerone_mapping,f6e57c9de709e45feb0d955351f53548,bug_bounty_hackerone_mapping__f6e57c9de709e45feb0d955351f53548
nubank,Nubank,,"San Francisco, US",37.7756852,-122.4179707,Person,Nubank,,bug_bounty_hackerone_mapping,0259356477e918ebb9e8cd2c4d43b11e,bug_bounty_hackerone_mapping__0259356477e918ebb9e8cd2c4d43b11e
hyperledger,Hyperledger,,"San Francisco, US",37.7756852,-122.4179707,Refinery,Hyperledger,,bug_bounty_hackerone_mapping,268fa15637cb26dadc1040a3d6e2150d,bug_bounty_hackerone_mapping__268fa15637cb26dadc1040a3d6e2150d
central security project,Central Security Project,,"San Francisco, US",37.7756852,-122.4179707,DiplomaticFacilities,Central Security Project,,bug_bounty_hackerone_mapping,7ba76bc3b11b4549670429bf3251d1ef,bug_bounty_hackerone_mapping__7ba76bc3b11b4549670429bf3251d1ef
worklytics,Worklytics,,"San Francisco, US",37.7756852,-122.4179707,CompanyKeyword,Worklytics,,bug_bounty_hackerone_mapping,b69761c2a4cac025d404acc1b8143a61,bug_bounty_hackerone_mapping__b69761c2a4cac025d404acc1b8143a61
simple poll,Simple Poll,,"San Francisco, US",37.7756852,-122.4179707,FTO,Simple Poll,,bug_bounty_hackerone_mapping,078e0d7a36d2a83814658932fe8e0f76,bug_bounty_hackerone_mapping__078e0d7a36d2a83814658932fe8e0f76
finra response,FINRA Response,,"San Francisco, US",37.7756852,-122.4179707,LegislativeCommittee,FINRA Response,,bug_bounty_hackerone_mapping,66613e818ce6ce4ed1ca0d40fbe8bbba,bug_bounty_hackerone_mapping__66613e818ce6ce4ed1ca0d40fbe8bbba
uphabit,UpHabit,,"San Francisco, US",37.7756852,-122.4179707,space,UpHabit,,bug_bounty_hackerone_mapping,1097b98fd85f7be8d697baf9d2c3cca1,bug_bounty_hackerone_mapping__1097b98fd85f7be8d697baf9d2c3cca1
oasis protocol foundation,Oasis Protocol Foundation,,"San Francisco, US",37.7756852,-122.4179707,Exec,Oasis Protocol Foundation,,bug_bounty_hackerone_mapping,94368898876e00ae7f3a2f193a821001,bug_bounty_hackerone_mapping__94368898876e00ae7f3a2f193a821001
hilton,Hilton,0af4c9915ef92f2bac32cf75af1acc8f,"Hilton HQ, McLean, VA, USA",38.9280922,-77.2151231,DiplomaticFacilities,Hilton,,bug_bounty_hackerone_mapping,c45d1d2d1d491ce1dec8577d17ab0a16,bug_bounty_hackerone_mapping__c45d1d2d1d491ce1dec8577d17ab0a16
wordpoints,WordPoints,,"San Francisco, US",37.7756852,-122.4179707,News,WordPoints,,bug_bounty_hackerone_mapping,a56eabfae9c44c6dfcf55a5ca7182914,bug_bounty_hackerone_mapping__a56eabfae9c44c6dfcf55a5ca7182914
natur.com gmbh,Natur.com GmbH,,"San Francisco, US",37.7756852,-122.4179707,Keyphrase,Natur.com GmbH,,bug_bounty_hackerone_mapping,08195ae034b73b4ea509157ce58dcfe7,bug_bounty_hackerone_mapping__08195ae034b73b4ea509157ce58dcfe7
solidus,Solidus,,"San Francisco, US",37.7756852,-122.4179707,Diplomat,Solidus,,bug_bounty_hackerone_mapping,67d4e0fc93558b424c6ed45376618b86,bug_bounty_hackerone_mapping__67d4e0fc93558b424c6ed45376618b86
earny,Earny,,"San Francisco, US",37.7756852,-122.4179707,Person,Earny,,bug_bounty_hackerone_mapping,93001df82878c32bb0b839022ae0ede8,bug_bounty_hackerone_mapping__93001df82878c32bb0b839022ae0ede8
rebellion defense,Rebellion Defense,,"Rebellion Defense, Washington, DC, USA",38.9071923,-77.0368707,FTO,Rebellion Defense,,bug_bounty_hackerone_mapping,0ce2a081b041e9bbcb072a965be3b677,bug_bounty_hackerone_mapping__0ce2a081b041e9bbcb072a965be3b677
who covid-19 mobile app,WHO COVID-19 Mobile App,,"World HEalth Organisation, Geneva, Switzerland",46.2327489,6.1343466,AAEntity,WHO COVID-19 Mobile App,,bug_bounty_hackerone_mapping,84bad5f52c582e39e28024aff4db0064,bug_bounty_hackerone_mapping__84bad5f52c582e39e28024aff4db0064
upgrade,Upgrade,,"San Francisco, US",37.7756852,-122.4179707,ForeignMinister,Upgrade,,bug_bounty_hackerone_mapping,f683581d3e75f05f9d9215f9b4696cef,bug_bounty_hackerone_mapping__f683581d3e75f05f9d9215f9b4696cef
monolith,Monolith,0a8ed32cc458065cac44df58899b6da3,"San Francisco, US",37.7756852,-122.4179707,Media,Monolith,,bug_bounty_hackerone_mapping,a06d2f108ce6fb94253dd1294d7aae8e,bug_bounty_hackerone_mapping__a06d2f108ce6fb94253dd1294d7aae8e
matic network,Matic Network,,"San Francisco, US",37.7756852,-122.4179707,Exec,Matic Network,,bug_bounty_hackerone_mapping,42c6c87d372d79def9aa6495ff170c98,bug_bounty_hackerone_mapping__42c6c87d372d79def9aa6495ff170c98
glovo,Glovo,,"San Francisco, US",37.7756852,-122.4179707,Exec,Glovo,,bug_bounty_hackerone_mapping,d21e9ce6b5560a750bbd2d3f234d98b2,bug_bounty_hackerone_mapping__d21e9ce6b5560a750bbd2d3f234d98b2
nokogiri,Nokogiri,,"San Francisco, US",37.7756852,-122.4179707,Organization,Nokogiri,,bug_bounty_hackerone_mapping,e2db640a856650dddb29492e4fc860ca,bug_bounty_hackerone_mapping__e2db640a856650dddb29492e4fc860ca
eslint,ESLint,,"San Francisco, US",37.7756852,-122.4179707,FTO,ESLint,,bug_bounty_hackerone_mapping,7617890f2589e6ff9ca4bbe1359a3c29,bug_bounty_hackerone_mapping__7617890f2589e6ff9ca4bbe1359a3c29
federal reserve,Federal Reserve,,"Eccles Building, Washington, DC, USA",38.8932113,-77.0453643,Exec,Federal Reserve,,bug_bounty_hackerone_mapping,b23d8bc824cce7a45d72c4f122bae36d,bug_bounty_hackerone_mapping__b23d8bc824cce7a45d72c4f122bae36d
ohio secretary of state,Ohio Secretary of State,,"Cleveland, OH, USA",41.49932,-81.6943605,Legislator,Ohio Secretary of State,,bug_bounty_hackerone_mapping,54fa2a0594efdd9306838e910ecdcdd1,bug_bounty_hackerone_mapping__54fa2a0594efdd9306838e910ecdcdd1
loofah,Loofah,,"San Francisco, US",37.7756852,-122.4179707,Pipeline,Loofah,,bug_bounty_hackerone_mapping,349931b399059fc4fa4b08ee94c6f24f,bug_bounty_hackerone_mapping__349931b399059fc4fa4b08ee94c6f24f
nisc-vdp,NISC-VDP,,"San Francisco, US",37.7756852,-122.4179707,Organization,NISC-VDP,,bug_bounty_hackerone_mapping,3eaf1e4e0bcab05ad77549715f17ec53,bug_bounty_hackerone_mapping__3eaf1e4e0bcab05ad77549715f17ec53
agoric,Agoric,,"San Francisco, US",37.7756852,-122.4179707,CompanyKeyword,Agoric,,bug_bounty_hackerone_mapping,f04e3d334a78443fc1c15ed40312c714,bug_bounty_hackerone_mapping__f04e3d334a78443fc1c15ed40312c714
diem,Diem,,"San Francisco, US",37.7756852,-122.4179707,Organization,Diem,,bug_bounty_hackerone_mapping,27ca82e88987acbe8579f7e3263d6b84,bug_bounty_hackerone_mapping__27ca82e88987acbe8579f7e3263d6b84
nginx (ibb),Nginx (IBB),,"Nginx, San Francisco, California, United States",37.7828358,-122.3925463,AAEntity,Nginx (IBB),,bug_bounty_hackerone_mapping,e333a49e4870de810519a081eca87377,bug_bounty_hackerone_mapping__e333a49e4870de810519a081eca87377
python cryptographic authority,Python Cryptographic Authority,,"San Francisco, US",37.7756852,-122.4179707,Person,Python Cryptographic Authority,,bug_bounty_hackerone_mapping,4c76640af2ee9b4898e28c64674f1037,bug_bounty_hackerone_mapping__4c76640af2ee9b4898e28c64674f1037
mailtime technology inc.,Mailtime Technology Inc.,,"San Francisco, US",37.7756852,-122.4179707,Organization,Mailtime Technology Inc.,,bug_bounty_hackerone_mapping,e50f89f989716cc47d9e018905b05baa,bug_bounty_hackerone_mapping__e50f89f989716cc47d9e018905b05baa
aspen,Aspen,5902e88ad1cf03d3034c777e4f61ceb8,"San Francisco, US",37.7756852,-122.4179707,CompanyKeyword,Aspen,,bug_bounty_hackerone_mapping,6e5f0111b5c61646ce61910fff6458b4,bug_bounty_hackerone_mapping__6e5f0111b5c61646ce61910fff6458b4
xilinx bbp,Xilinx BBP,496c2ef0beb24b1019ba851edb56e75c,"San Francisco, US",37.7756852,-122.4179707,Refinery,Xilinx BBP,,bug_bounty_hackerone_mapping,75b3854e62f5e704ded1da0ebee3c991,bug_bounty_hackerone_mapping__75b3854e62f5e704ded1da0ebee3c991
o1 labs,O1 Labs,,"O1 Labs, San Francisco, CA, USA",37.7749295,-122.4194155,Media,O1 Labs,,bug_bounty_hackerone_mapping,d6f552512b3f615107477e68f0c321dc,bug_bounty_hackerone_mapping__d6f552512b3f615107477e68f0c321dc
emoney advisor,eMoney Advisor,,"eMoney Advisor, Conshohocken, PA, USA",40.0489591,-75.357727,Consulates,eMoney Advisor,,bug_bounty_hackerone_mapping,5343a051133f0deb34cf6b7e1739049d,bug_bounty_hackerone_mapping__5343a051133f0deb34cf6b7e1739049d
version cake,Version Cake,,"San Francisco, US",37.7756852,-122.4179707,Pipeline,Version Cake,,bug_bounty_hackerone_mapping,c8663fa5321b1d22a429d368f24917c4,bug_bounty_hackerone_mapping__c8663fa5321b1d22a429d368f24917c4
aodocs,AODocs,,"AODocs, Atlanta, GA, United States",33.7489954,-84.3879824,Exec,AODocs,,bug_bounty_hackerone_mapping,94762451631e854c6dd6d3d6db6f56fc,bug_bounty_hackerone_mapping__94762451631e854c6dd6d3d6db6f56fc
