keyword,caption_name,type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
main office,main office,infrastructure,Infrastructure,main office,,element_mapping,b1ce441a9e5753d223e847b6546cb945,element_mapping__b1ce441a9e5753d223e847b6546cb945
laboratory,lab,infrastructure,Infrastructure,lab,,element_mapping,f9664ea1803311b35f81d07d8c9e072d,element_mapping__f9664ea1803311b35f81d07d8c9e072d
lab,lab,infrastructure,Infrastructure,lab,,element_mapping,f9664ea1803311b35f81d07d8c9e072d,element_mapping__f9664ea1803311b35f81d07d8c9e072d
hq,headquarters,infrastructure,Infrastructure,headquarters,,element_mapping,3c8925c7fb2d563070c4c7aa96954e92,element_mapping__3c8925c7fb2d563070c4c7aa96954e92
headquarters,headquarters,infrastructure,Infrastructure,headquarters,,element_mapping,3c8925c7fb2d563070c4c7aa96954e92,element_mapping__3c8925c7fb2d563070c4c7aa96954e92
head office,head office,infrastructure,Infrastructure,head office,,element_mapping,62589481b948440a5f6ff8419974a01d,element_mapping__62589481b948440a5f6ff8419974a01d
hangar,hangar,infrastructure,Infrastructure,hangar,,element_mapping,2a70badf0025c18dc87a3a31833d03de,element_mapping__2a70badf0025c18dc87a3a31833d03de
GSOC,Global Security Operations Center,infrastructure,Infrastructure,Global Security Operations Center,,element_mapping,a9df4c7c2b2b0c0223e0f92d69a222bd,element_mapping__a9df4c7c2b2b0c0223e0f92d69a222bd
fulfillment centre,fulfillment center,infrastructure,Infrastructure,fulfillment center,,element_mapping,0054553d982825eb8443a6fc5e42ee73,element_mapping__0054553d982825eb8443a6fc5e42ee73
fulfillment center,fulfillment center,infrastructure,Infrastructure,fulfillment center,,element_mapping,0054553d982825eb8443a6fc5e42ee73,element_mapping__0054553d982825eb8443a6fc5e42ee73
factory,factory,infrastructure,Infrastructure,factory,,element_mapping,9549dd6065d019211460c59a86dd6536,element_mapping__9549dd6065d019211460c59a86dd6536
factories,factories,infrastructure,Infrastructure,factories,,element_mapping,0f695c4270a75757116dae29b123a07b,element_mapping__0f695c4270a75757116dae29b123a07b
facility,facility,infrastructure,Infrastructure,facility,,element_mapping,eaaa42a1464aa2b40a3ecfd68e2105d7,element_mapping__eaaa42a1464aa2b40a3ecfd68e2105d7
facilities,facilities,infrastructure,Infrastructure,facilities,,element_mapping,6e5f1255c3b7e3008e41ca8974012fc4,element_mapping__6e5f1255c3b7e3008e41ca8974012fc4
Executive's house,executive's home,infrastructure,Infrastructure,executive's home,,element_mapping,4bd1564735ea45171de7d6e0b0b29823,element_mapping__4bd1564735ea45171de7d6e0b0b29823
Executive's home,executive's home,infrastructure,Infrastructure,executive's home,,element_mapping,4bd1564735ea45171de7d6e0b0b29823,element_mapping__4bd1564735ea45171de7d6e0b0b29823
Exec's house,executive's home,infrastructure,Infrastructure,executive's home,,element_mapping,4bd1564735ea45171de7d6e0b0b29823,element_mapping__4bd1564735ea45171de7d6e0b0b29823
Exec's home,executive's home,infrastructure,Infrastructure,executive's home,,element_mapping,4bd1564735ea45171de7d6e0b0b29823,element_mapping__4bd1564735ea45171de7d6e0b0b29823
distribution centre,distribution center,infrastructure,Infrastructure,distribution center,,element_mapping,3a9155d0290611e8fe525f57acdc292d,element_mapping__3a9155d0290611e8fe525f57acdc292d
distribution centers,distribution centers,infrastructure,Infrastructure,distribution centers,,element_mapping,934bb0e87b4e63a6e122b821364ff41f,element_mapping__934bb0e87b4e63a6e122b821364ff41f
distribution center,distribution center,infrastructure,Infrastructure,distribution center,,element_mapping,3a9155d0290611e8fe525f57acdc292d,element_mapping__3a9155d0290611e8fe525f57acdc292d
datacentre,data center,infrastructure,Infrastructure,data center,,element_mapping,0a64f45950571ac59975cebc6ef162b0,element_mapping__0a64f45950571ac59975cebc6ef162b0
datacenter,data center,infrastructure,Infrastructure,data center,,element_mapping,0a64f45950571ac59975cebc6ef162b0,element_mapping__0a64f45950571ac59975cebc6ef162b0
data centre,data center,infrastructure,Infrastructure,data center,,element_mapping,0a64f45950571ac59975cebc6ef162b0,element_mapping__0a64f45950571ac59975cebc6ef162b0
data center,data center,infrastructure,Infrastructure,data center,,element_mapping,0a64f45950571ac59975cebc6ef162b0,element_mapping__0a64f45950571ac59975cebc6ef162b0
construction site,construction site,infrastructure,Infrastructure,construction site,,element_mapping,7cfdf86689bf1ca6dc6aec69f1ab9c2a,element_mapping__7cfdf86689bf1ca6dc6aec69f1ab9c2a
conference room,conference room,infrastructure,Infrastructure,conference room,,element_mapping,e44c4ea4a25e26b526f155da60ec6f88,element_mapping__e44c4ea4a25e26b526f155da60ec6f88
compound,compound,infrastructure,Infrastructure,compound,,element_mapping,b9937ba090537685b0a0f1d6a11fd31e,element_mapping__b9937ba090537685b0a0f1d6a11fd31e
complex,complex,infrastructure,Infrastructure,complex,,element_mapping,4b8bafdec076f25030c303049f4e6586,element_mapping__4b8bafdec076f25030c303049f4e6586
company hq,headquarters,infrastructure,Infrastructure,headquarters,,element_mapping,3c8925c7fb2d563070c4c7aa96954e92,element_mapping__3c8925c7fb2d563070c4c7aa96954e92
company headquarters,headquarters,infrastructure,Infrastructure,headquarters,,element_mapping,3c8925c7fb2d563070c4c7aa96954e92,element_mapping__3c8925c7fb2d563070c4c7aa96954e92
CEO's houses,CEO's homes,infrastructure,Infrastructure,CEO's homes,,element_mapping,b78b57d884fa15ef54f53d667e93ac6a,element_mapping__b78b57d884fa15ef54f53d667e93ac6a
CEO's house,CEO's home,infrastructure,Infrastructure,CEO's home,,element_mapping,f8b7d12b7ae364af1263c244244b9b26,element_mapping__f8b7d12b7ae364af1263c244244b9b26
CEO's home,CEO's home,infrastructure,Infrastructure,CEO's home,,element_mapping,f8b7d12b7ae364af1263c244244b9b26,element_mapping__f8b7d12b7ae364af1263c244244b9b26
campus,campus,infrastructure,Infrastructure,campus,,element_mapping,162832ab572046b2dd00c343cf5096c7,element_mapping__162832ab572046b2dd00c343cf5096c7
call center,call center,infrastructure,Infrastructure,call center,,element_mapping,7e85dd6bdf7e18dfe4c4469529c9c6ce,element_mapping__7e85dd6bdf7e18dfe4c4469529c9c6ce
building,building,infrastructure,Infrastructure,building,,element_mapping,1b20e9021b3a16b059287caddc7862f6,element_mapping__1b20e9021b3a16b059287caddc7862f6
branch,branch,infrastructure,Infrastructure,branch,,element_mapping,9603a224b40d7b67210b78f2e390d00f,element_mapping__9603a224b40d7b67210b78f2e390d00f
Boardroom,boardroom,infrastructure,Infrastructure,boardroom,,element_mapping,4f83464649eac8943e52a33575b01713,element_mapping__4f83464649eac8943e52a33575b01713
Boardmember's house,boardmember's home,infrastructure,Infrastructure,boardmember's home,,element_mapping,527b8f66237c1edbffcd242af52e7179,element_mapping__527b8f66237c1edbffcd242af52e7179
Boardmember's home,boardmember's home,infrastructure,Infrastructure,boardmember's home,,element_mapping,527b8f66237c1edbffcd242af52e7179,element_mapping__527b8f66237c1edbffcd242af52e7179
Board room,boardroom,infrastructure,Infrastructure,boardroom,,element_mapping,4f83464649eac8943e52a33575b01713,element_mapping__4f83464649eac8943e52a33575b01713
Board members' home,boardmembers' home,infrastructure,Infrastructure,boardmembers' home,,element_mapping,116b0cefce0aba78d69e177bd5119ecf,element_mapping__116b0cefce0aba78d69e177bd5119ecf
Board member's house,boardmember's house,infrastructure,Infrastructure,boardmember's house,,element_mapping,6c556ac6675382006155910063aab43c,element_mapping__6c556ac6675382006155910063aab43c
cell tower,cell tower,infrastructure,Infrastructure,cell tower,,element_mapping,654bb73b6ee0288e1518103d2bd45274,element_mapping__654bb73b6ee0288e1518103d2bd45274
satellite office,satellite office,infrastructure,Infrastructure,satellite office,,element_mapping,fc4b8c882622bfcbac3687e7b4af1522,element_mapping__fc4b8c882622bfcbac3687e7b4af1522
regional office,regional office,infrastructure,Infrastructure,regional office,,element_mapping,52403c003ea1b036e9a9e82b3f47be11,element_mapping__52403c003ea1b036e9a9e82b3f47be11
regional headquarters,regional headquarters,infrastructure,Infrastructure,regional headquarters,,element_mapping,27fc02a1d407469982022e2d5a6a994f,element_mapping__27fc02a1d407469982022e2d5a6a994f
regional hq,regional headquarters,infrastructure,Infrastructure,regional headquarters,,element_mapping,27fc02a1d407469982022e2d5a6a994f,element_mapping__27fc02a1d407469982022e2d5a6a994f
5G tower,5G tower,infrastructure,Infrastructure,5G tower,,element_mapping,76185596c49d6c12a94c6cdf7316c013,element_mapping__76185596c49d6c12a94c6cdf7316c013
corporate office,corporate office,infrastructure,Infrastructure,corporate office,,element_mapping,5ca9e4ea9a2add68a84783d9d7295934,element_mapping__5ca9e4ea9a2add68a84783d9d7295934
corporate hq,headquarters,infrastructure,Infrastructure,headquarters,,element_mapping,3c8925c7fb2d563070c4c7aa96954e92,element_mapping__3c8925c7fb2d563070c4c7aa96954e92
corporate headquarters,corporate headquarters,infrastructure,Infrastructure,corporate headquarters,,element_mapping,3ffb6473543fdeebca947abaabdc82ff,element_mapping__3ffb6473543fdeebca947abaabdc82ff
workplace,workplace,infrastructure,Infrastructure,workplace,,element_mapping,980f2ad731687b0eb30c9c00681a4134,element_mapping__980f2ad731687b0eb30c9c00681a4134
commercial center,commercial center,infrastructure,Infrastructure,commercial center,,element_mapping,01835822ecc62c362580a320ee6271bb,element_mapping__01835822ecc62c362580a320ee6271bb
commercial centre,commercial center,infrastructure,Infrastructure,commercial center,,element_mapping,01835822ecc62c362580a320ee6271bb,element_mapping__01835822ecc62c362580a320ee6271bb
industrial site,industrial site,infrastructure,Infrastructure,industrial site,,element_mapping,347807213e9bc61999c189c78fa40154,element_mapping__347807213e9bc61999c189c78fa40154
industrial facility,industrial facility,infrastructure,Infrastructure,industrial facility,,element_mapping,faceb16552a1a8d5ae3c39d76bee14ee,element_mapping__faceb16552a1a8d5ae3c39d76bee14ee
industrial facilities,industrial facilities,infrastructure,Infrastructure,industrial facilities,,element_mapping,8ba1cb6c10994c1868de52680134c682,element_mapping__8ba1cb6c10994c1868de52680134c682
industrial plant,industrial plant,infrastructure,Infrastructure,industrial plant,,element_mapping,d4fb034b14b4543376067dc9d5713c9a,element_mapping__d4fb034b14b4543376067dc9d5713c9a
office park,office park,infrastructure,Infrastructure,office park,,element_mapping,9d2c0745cd8b3a10bd91e71d317041d4,element_mapping__9d2c0745cd8b3a10bd91e71d317041d4
processing facility,processing facility,infrastructure,Infrastructure,processing facility,,element_mapping,eee391177b2391cb50ae525e326a04f7,element_mapping__eee391177b2391cb50ae525e326a04f7
employee,employee,infrastructure,Infrastructure,employee,,element_mapping,fa5473530e4d1a5a1e1eb53d2fedb10c,element_mapping__fa5473530e4d1a5a1e1eb53d2fedb10c
employees,employees,infrastructure,Infrastructure,employees,,element_mapping,582ca3f7cbaf4edcc1b445f8ea90b503,element_mapping__582ca3f7cbaf4edcc1b445f8ea90b503
staff,staff,infrastructure,Infrastructure,staff,,element_mapping,1253208465b1efa876f982d8a9e73eef,element_mapping__1253208465b1efa876f982d8a9e73eef
worker,worker,infrastructure,Infrastructure,worker,,element_mapping,b61822e8357dcaff77eaaccf348d9134,element_mapping__b61822e8357dcaff77eaaccf348d9134
workers,workers,infrastructure,Infrastructure,workers,,element_mapping,a06be211ee1b949b0dc8cef92a4373a9,element_mapping__a06be211ee1b949b0dc8cef92a4373a9
staff member,staff member,infrastructure,Infrastructure,staff member,,element_mapping,fc4db3994cc73ee987310a820df7785e,element_mapping__fc4db3994cc73ee987310a820df7785e
leadership,leadership,infrastructure,Infrastructure,leadership,,element_mapping,e9b74766edff1096ba7c67999ca259b6,element_mapping__e9b74766edff1096ba7c67999ca259b6
director,director,infrastructure,Infrastructure,director,,element_mapping,3d4e992d8d8a7d848724aa26ed7f4176,element_mapping__3d4e992d8d8a7d848724aa26ed7f4176
CEO,CEO,infrastructure,Infrastructure,CEO,,element_mapping,858904c3e266f5640bfa88f16d2ed50a,element_mapping__858904c3e266f5640bfa88f16d2ed50a
CFO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
COO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
CSO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
CIO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
founder,founder,infrastructure,Infrastructure,founder,,element_mapping,caaa84acca34f6fbe1be609bc4e81c43,element_mapping__caaa84acca34f6fbe1be609bc4e81c43
exec,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
executives,executives,infrastructure,Infrastructure,executives,,element_mapping,16f269a7f2f911a82b80d202050aa0db,element_mapping__16f269a7f2f911a82b80d202050aa0db
boardmember,boardmember,infrastructure,Infrastructure,boardmember,,element_mapping,51f68506bbb33a633fa7776b19187392,element_mapping__51f68506bbb33a633fa7776b19187392
board member,boardmember,infrastructure,Infrastructure,boardmember,,element_mapping,51f68506bbb33a633fa7776b19187392,element_mapping__51f68506bbb33a633fa7776b19187392
manager,manager,infrastructure,Infrastructure,manager,,element_mapping,1d0258c2440a8d19e716292b231e3190,element_mapping__1d0258c2440a8d19e716292b231e3190
C suite,executives,infrastructure,Infrastructure,executives,,element_mapping,16f269a7f2f911a82b80d202050aa0db,element_mapping__16f269a7f2f911a82b80d202050aa0db
HR,Human Resources,infrastructure,Infrastructure,Human Resources,,element_mapping,d19092ef5301d9548911f87a817f8c44,element_mapping__d19092ef5301d9548911f87a817f8c44
CTO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
CISO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
VP,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
EVP,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
president,president,infrastructure,Infrastructure,president,,element_mapping,c8d56be998c94089ea6e1147dc9253c1,element_mapping__c8d56be998c94089ea6e1147dc9253c1
vice president,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
personnel,personnel,infrastructure,Infrastructure,personnel,,element_mapping,f82366a9ddc064585d54e3f78bde3221,element_mapping__f82366a9ddc064585d54e3f78bde3221
workforce,workforce,infrastructure,Infrastructure,workforce,,element_mapping,4a2125c5934e8e01a02220017c0f5646,element_mapping__4a2125c5934e8e01a02220017c0f5646
boss,boss,infrastructure,Infrastructure,boss,,element_mapping,ceb8447cc4ab78d2ec34cd9f11e4bed2,element_mapping__ceb8447cc4ab78d2ec34cd9f11e4bed2
coworker,co-worker,infrastructure,Infrastructure,co-worker,,element_mapping,a037585056ef80bc5ebcfdf81d5ef42a,element_mapping__a037585056ef80bc5ebcfdf81d5ef42a
co-worker,co-worker,infrastructure,Infrastructure,co-worker,,element_mapping,a037585056ef80bc5ebcfdf81d5ef42a,element_mapping__a037585056ef80bc5ebcfdf81d5ef42a
colleague,colleague,infrastructure,Infrastructure,colleague,,element_mapping,2799d44695d2f1ac3b39b8a3a384309e,element_mapping__2799d44695d2f1ac3b39b8a3a384309e
CMO,executive,infrastructure,Infrastructure,executive,,element_mapping,3250d1e21c4281d3cd9479f5685770b6,element_mapping__3250d1e21c4281d3cd9479f5685770b6
WFH employees,employees,infrastructure,Infrastructure,employees,,element_mapping,582ca3f7cbaf4edcc1b445f8ea90b503,element_mapping__582ca3f7cbaf4edcc1b445f8ea90b503
asset,asset,infrastructure,Infrastructure,asset,,element_mapping,c04e34d445e31a2159c1bfeb882ba212,element_mapping__c04e34d445e31a2159c1bfeb882ba212
prototype,prototype,infrastructure,Infrastructure,prototype,,element_mapping,c18462a35a7af69a3eea94f84b7d6a46,element_mapping__c18462a35a7af69a3eea94f84b7d6a46
webinar,webinar,infrastructure,Infrastructure,webinar,,element_mapping,db53a344cb3e6143f8cdb84983b9fac3,element_mapping__db53a344cb3e6143f8cdb84983b9fac3
supplier,supplier,infrastructure,Infrastructure,supplier,,element_mapping,99b0e8da24e29e4ccb5d7d76e677c2ac,element_mapping__99b0e8da24e29e4ccb5d7d76e677c2ac
supply chain,supply chain,infrastructure,Infrastructure,supply chain,,element_mapping,4d10ee2b9e26c67165b415e00eb3dc0d,element_mapping__4d10ee2b9e26c67165b415e00eb3dc0d
subsidiary,subsidiary,infrastructure,Infrastructure,subsidiary,,element_mapping,91471cb450b94cb668e932f217b7a5a0,element_mapping__91471cb450b94cb668e932f217b7a5a0
subsidiaries,subsidiaries,infrastructure,Infrastructure,subsidiaries,,element_mapping,8f446c035fc5fc3d2b31bd17f172a19d,element_mapping__8f446c035fc5fc3d2b31bd17f172a19d
contractor,contractor,infrastructure,Infrastructure,contractor,,element_mapping,26744aa9d6c04c246957fb97d987546c,element_mapping__26744aa9d6c04c246957fb97d987546c
contractors,contractors,infrastructure,Infrastructure,contractors,,element_mapping,afd5c0fd2ee43e4ecee8159c7a7c63e4,element_mapping__afd5c0fd2ee43e4ecee8159c7a7c63e4
vendor,vendor,infrastructure,Infrastructure,vendor,,element_mapping,7c3613dba5171cb6027c67835dd3b9d4,element_mapping__7c3613dba5171cb6027c67835dd3b9d4
vendors,vendors,infrastructure,Infrastructure,vendors,,element_mapping,2bc28e228525b75e14c07dbc14850c34,element_mapping__2bc28e228525b75e14c07dbc14850c34
assembly line,assembly line,infrastructure,Infrastructure,assembly line,,element_mapping,b47a55101fbeaada812397e7ef5eac50,element_mapping__b47a55101fbeaada812397e7ef5eac50
shareholder meeting,shareholder meeting,infrastructure,Infrastructure,shareholder meeting,,element_mapping,86adf5c100ec572f029e775d5774d0e3,element_mapping__86adf5c100ec572f029e775d5774d0e3
AGM,Annual General Meeting,infrastructure,Infrastructure,Annual General Meeting,,element_mapping,a2e892ddad9dad38231db6467beb5cc6,element_mapping__a2e892ddad9dad38231db6467beb5cc6
ASM,Annual Shareholder Meeting,infrastructure,Infrastructure,Annual Shareholder Meeting,,element_mapping,d084670857c7b8e2b83bec83accf9f47,element_mapping__d084670857c7b8e2b83bec83accf9f47
event,event,infrastructure,Infrastructure,event,,element_mapping,4119639092e62c55ea8be348e4d9260d,element_mapping__4119639092e62c55ea8be348e4d9260d
annual general meeting,Annual General Meeting,infrastructure,Infrastructure,Annual General Meeting,,element_mapping,a2e892ddad9dad38231db6467beb5cc6,element_mapping__a2e892ddad9dad38231db6467beb5cc6
meeting,meeting,infrastructure,Infrastructure,meeting,,element_mapping,d48788168076b999d36c4f3ccb75ba2f,element_mapping__d48788168076b999d36c4f3ccb75ba2f
convention,convention,infrastructure,Infrastructure,convention,,element_mapping,3de887773a05862104ed852d8439d649,element_mapping__3de887773a05862104ed852d8439d649
conference,conference,infrastructure,Infrastructure,conference,,element_mapping,ab3049da9a0cd8d6e8b7c62586752472,element_mapping__ab3049da9a0cd8d6e8b7c62586752472
annual shareholder meeting,Annual Shareholder Meeting,infrastructure,Infrastructure,Annual Shareholder Meeting,,element_mapping,d084670857c7b8e2b83bec83accf9f47,element_mapping__d084670857c7b8e2b83bec83accf9f47
board meeting,board meeting,infrastructure,Infrastructure,board meeting,,element_mapping,bdaf49d8626960c2472dc57aa969e516,element_mapping__bdaf49d8626960c2472dc57aa969e516
company event,company event,infrastructure,Infrastructure,company event,,element_mapping,5e934a2fb962f5bc1f665ae133f02260,element_mapping__5e934a2fb962f5bc1f665ae133f02260
shareholder event,shareholder event,infrastructure,Infrastructure,shareholder event,,element_mapping,0433e7ea52a0b48389b0671bd53094f8,element_mapping__0433e7ea52a0b48389b0671bd53094f8
