keyword,caption_name,topic_id,guid,keyword type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
意大利,Italy,188134,,country,,ForeignMinistry,Italy,,dgm_chinesepsentities,496e62074cde15523719af1fb1cc487b,dgm_chinesepsentities__496e62074cde15523719af1fb1cc487b
牙买加,Jamaica,188134,,country,,Refinery,Jamaica,,dgm_chinesepsentities,b0fa4859e3928dbf3255e4f78aa08fdb,dgm_chinesepsentities__b0fa4859e3928dbf3255e4f78aa08fdb
日本,Japan,188134,,country,,IndustryTerm,Japan,,dgm_chinesepsentities,06c3995aca21a7bb1ffe62e688948966,dgm_chinesepsentities__06c3995aca21a7bb1ffe62e688948966
约旦,Jordan,188134,,country,,ForeignMinistry,Jordan,,dgm_chinesepsentities,77cafbe17de7ef7e61073beaf5b33c06,dgm_chinesepsentities__77cafbe17de7ef7e61073beaf5b33c06
哈萨克斯坦,Kazakhstan,188134,,country,,Organization,Kazakhstan,,dgm_chinesepsentities,8455d6724fa37c3b9b9d037299efb216,dgm_chinesepsentities__8455d6724fa37c3b9b9d037299efb216
肯尼亚,Kenya,188134,,country,,space,Kenya,,dgm_chinesepsentities,8ab844a210c0a71d250b61ddd8cd7815,dgm_chinesepsentities__8ab844a210c0a71d250b61ddd8cd7815
基里巴斯,Kiribati,188134,,country,,Diplomat,Kiribati,,dgm_chinesepsentities,fc1701418ab133069f84b442232ae32e,dgm_chinesepsentities__fc1701418ab133069f84b442232ae32e
科索沃,Kosovo,188134,,country,,Keyphrase,Kosovo,,dgm_chinesepsentities,21b51c60d39030e241ce580c3f8739df,dgm_chinesepsentities__21b51c60d39030e241ce580c3f8739df
科威特,Kuwait,188134,,country,,DiplomaticFacilities,Kuwait,,dgm_chinesepsentities,c09d1e63455f35ed0b800b9a58148c10,dgm_chinesepsentities__c09d1e63455f35ed0b800b9a58148c10
吉尔吉斯斯坦,Kyrgyzstan,188134,,country,,Diplomat,Kyrgyzstan,,dgm_chinesepsentities,767a8d20d210b6f385b52f9f3afb05bf,dgm_chinesepsentities__767a8d20d210b6f385b52f9f3afb05bf
老挝,Laos,188134,,country,,FTO,Laos,,dgm_chinesepsentities,57cd6867ebd9733316fd74c84bd7dec0,dgm_chinesepsentities__57cd6867ebd9733316fd74c84bd7dec0
拉脱维亚,Latvia,188134,,country,,LegislativeCommittee,Latvia,,dgm_chinesepsentities,991724b3063898df3c1ab0144fa15ba3,dgm_chinesepsentities__991724b3063898df3c1ab0144fa15ba3
黎巴嫩,Lebanon,188134,,country,,ForeignMinistry,Lebanon,,dgm_chinesepsentities,10dd5e8a898f821c0fb9217c7633a05a,dgm_chinesepsentities__10dd5e8a898f821c0fb9217c7633a05a
莱索托,Lesotho,188134,,country,,Media,Lesotho,,dgm_chinesepsentities,7ba384e5f719b53f0d481e8a589e9b36,dgm_chinesepsentities__7ba384e5f719b53f0d481e8a589e9b36
利比里亚,Liberia,188134,,country,,Pipeline,Liberia,,dgm_chinesepsentities,c5344376057de15bb4ec7b2b1ad6e39c,dgm_chinesepsentities__c5344376057de15bb4ec7b2b1ad6e39c
利比亚,Libya,188134,,country,,CompanyKeyword,Libya,,dgm_chinesepsentities,862f858f5f082500a6aa201dd44f17e8,dgm_chinesepsentities__862f858f5f082500a6aa201dd44f17e8
列支敦士登,Liechtenstein,188134,,country,,Wells,Liechtenstein,,dgm_chinesepsentities,27e91fcf0628209e9e06ad3aa0fd3196,dgm_chinesepsentities__27e91fcf0628209e9e06ad3aa0fd3196
立陶宛,Lithuania,188134,,country,,IndustryTerm,Lithuania,,dgm_chinesepsentities,fa18fd13073e72395353a3037002176a,dgm_chinesepsentities__fa18fd13073e72395353a3037002176a
卢森堡,Luxembourg,188134,,country,,FTO,Luxembourg,,dgm_chinesepsentities,64e710c4cdca1aa3a7cd7f3704a32684,dgm_chinesepsentities__64e710c4cdca1aa3a7cd7f3704a32684
澳门,Macau,188134,,country,,Consulates,Macau,,dgm_chinesepsentities,c68dfe8e193698899ae5116aedc6fcab,dgm_chinesepsentities__c68dfe8e193698899ae5116aedc6fcab
马其顿,Macedonia,188134,,country,,CompanyKeyword,Macedonia,,dgm_chinesepsentities,79f03136b457267e8020fe19a8a0dd2e,dgm_chinesepsentities__79f03136b457267e8020fe19a8a0dd2e
马达加斯加,Madagascar,188134,,country,,FTO,Madagascar,,dgm_chinesepsentities,f5446286642ccd2673000cd9699188cb,dgm_chinesepsentities__f5446286642ccd2673000cd9699188cb
马拉维,Malawi,188134,,country,,Pipeline,Malawi,,dgm_chinesepsentities,e959216ad58be2fbc89ab3572b45f6cc,dgm_chinesepsentities__e959216ad58be2fbc89ab3572b45f6cc
马来西亚,Malaysia,188134,,country,,ForeignMinister,Malaysia,,dgm_chinesepsentities,5e82bd834ea9897c98efd8c17853b2e0,dgm_chinesepsentities__5e82bd834ea9897c98efd8c17853b2e0
马尔代夫,Maldives,188134,,country,,News,Maldives,,dgm_chinesepsentities,758881051a2d17a48824bb21e47562a0,dgm_chinesepsentities__758881051a2d17a48824bb21e47562a0
马里,Mali,188134,,country,,ForeignMinistry,Mali,,dgm_chinesepsentities,43e37f88600c9576d6423912af361a40,dgm_chinesepsentities__43e37f88600c9576d6423912af361a40
马耳他,Malta,188134,,country,,IndustryTerm,Malta,,dgm_chinesepsentities,de62d76f5b840d73aa6611e7c13ccb34,dgm_chinesepsentities__de62d76f5b840d73aa6611e7c13ccb34
马绍尔群岛,Marshall Islands,188134,,country,,space,Marshall Islands,,dgm_chinesepsentities,44b32c5ced722583204dea0ff7415848,dgm_chinesepsentities__44b32c5ced722583204dea0ff7415848
毛里塔尼亚,Mauritania,188134,,country,,LegislativeCommittee,Mauritania,,dgm_chinesepsentities,16616f77aff34d41edc05ccc9cbd13fa,dgm_chinesepsentities__16616f77aff34d41edc05ccc9cbd13fa
毛里求斯,Mauritius,188134,,country,,DiplomaticFacilities,Mauritius,,dgm_chinesepsentities,95e741d9912ee444db2a34cca8267d73,dgm_chinesepsentities__95e741d9912ee444db2a34cca8267d73
墨西哥,Mexico,188134,,country,,DiplomaticFacilities,Mexico,,dgm_chinesepsentities,df03b0ce5f5fc416bcbff01907e0e60b,dgm_chinesepsentities__df03b0ce5f5fc416bcbff01907e0e60b
摩尔多瓦,Moldova,188134,,country,,Legislator,Moldova,,dgm_chinesepsentities,9352e3258a675fc08b4425947250f678,dgm_chinesepsentities__9352e3258a675fc08b4425947250f678
摩纳哥,Monaco,188134,,country,,space,Monaco,,dgm_chinesepsentities,ee965aa029e560223a7662f04490c9b4,dgm_chinesepsentities__ee965aa029e560223a7662f04490c9b4
蒙古,Mongolia,188134,,country,,Shipping,Mongolia,,dgm_chinesepsentities,81fd3f3c86ded13c2a9973103e069cd1,dgm_chinesepsentities__81fd3f3c86ded13c2a9973103e069cd1
黑山,Montenegro,188134,,country,,AAEntity,Montenegro,,dgm_chinesepsentities,11632c6f75194d9242485ed327c373a5,dgm_chinesepsentities__11632c6f75194d9242485ed327c373a5
蒙特塞拉特,Montserrat,188134,,country,,Keyphrase,Montserrat,,dgm_chinesepsentities,44b08082b2e3679f9f4c561361e85f0e,dgm_chinesepsentities__44b08082b2e3679f9f4c561361e85f0e
摩洛哥,Morocco,188134,,country,,Organization,Morocco,,dgm_chinesepsentities,ce360ae62c2e223db2d201c1627d8927,dgm_chinesepsentities__ce360ae62c2e223db2d201c1627d8927
莫桑比克,Mozambique,188134,,country,,Organization,Mozambique,,dgm_chinesepsentities,17735e850353342fded7fa59853aadbb,dgm_chinesepsentities__17735e850353342fded7fa59853aadbb
缅甸,Myanmar,188134,,country,,Pipeline,Myanmar,,dgm_chinesepsentities,a1586ba0a20c1bd2497faf88918a990a,dgm_chinesepsentities__a1586ba0a20c1bd2497faf88918a990a
纳米比亚,Namibia,188134,,country,,Media,Namibia,,dgm_chinesepsentities,3f592fe2984669f60bfa32d6f2997e35,dgm_chinesepsentities__3f592fe2984669f60bfa32d6f2997e35
瑙鲁,Nauru,188134,,country,,IndustryTerm,Nauru,,dgm_chinesepsentities,e280cb75c8a2314d87739232d520b289,dgm_chinesepsentities__e280cb75c8a2314d87739232d520b289
尼泊尔,Nepal,188134,,country,,Pipeline,Nepal,,dgm_chinesepsentities,11c7a97b3feca355e42bfdb17561ce6a,dgm_chinesepsentities__11c7a97b3feca355e42bfdb17561ce6a
荷兰,Netherlands,188134,,country,,IndustryTerm,Netherlands,,dgm_chinesepsentities,8bc0087ecbacbc22fe2e0d753004d212,dgm_chinesepsentities__8bc0087ecbacbc22fe2e0d753004d212
新喀里多尼亚,New Caledonia,188134,,country,,Exec,New Caledonia,,dgm_chinesepsentities,ba2c1824201b72fff490208fe733bef2,dgm_chinesepsentities__ba2c1824201b72fff490208fe733bef2
新西兰,New Zealand,188134,,country,,News,New Zealand,,dgm_chinesepsentities,64ad50dc0876e6d2ffe9973ff64b17a6,dgm_chinesepsentities__64ad50dc0876e6d2ffe9973ff64b17a6
尼加拉瓜,Nicaragua,188134,,country,,Consulates,Nicaragua,,dgm_chinesepsentities,b352ae7a793df2a2de75655ccc77bdbd,dgm_chinesepsentities__b352ae7a793df2a2de75655ccc77bdbd
尼日尔,Niger,188134,,country,,Consulates,Niger,,dgm_chinesepsentities,3e57fe086abc7e0a4ff26020c1fcee79,dgm_chinesepsentities__3e57fe086abc7e0a4ff26020c1fcee79
尼日利亚,Nigeria,188134,,country,,Person,Nigeria,,dgm_chinesepsentities,41af64be2ff0b978ff4a6daf810a1b6e,dgm_chinesepsentities__41af64be2ff0b978ff4a6daf810a1b6e
纽埃,Niue,188134,,country,,Legislator,Niue,,dgm_chinesepsentities,872d3fccce9af1e635c48395ceb62b03,dgm_chinesepsentities__872d3fccce9af1e635c48395ceb62b03
诺福克岛,Norfolk Island,188134,,country,,Pipeline,Norfolk Island,,dgm_chinesepsentities,bc3e180b2e4bef525ce27df8afb1438d,dgm_chinesepsentities__bc3e180b2e4bef525ce27df8afb1438d
朝鲜,North Korea,188134,,country,,Shipping,North Korea,,dgm_chinesepsentities,0dd29f547025262e505095618f9df23e,dgm_chinesepsentities__0dd29f547025262e505095618f9df23e
北马里亚纳群岛,Northern Mariana Islands,188134,,country,,News,Northern Mariana Islands,,dgm_chinesepsentities,fd7daa806c58515c9b04e9a4e77c59ee,dgm_chinesepsentities__fd7daa806c58515c9b04e9a4e77c59ee
挪威,Norway,188134,,country,,Diplomat,Norway,,dgm_chinesepsentities,f536f6f4e1c3547c33c68e172384b729,dgm_chinesepsentities__f536f6f4e1c3547c33c68e172384b729
阿曼,Oman,188134,,country,,AAEntity,Oman,,dgm_chinesepsentities,4e6f76284517b29b7d0ac5c6090ae9ac,dgm_chinesepsentities__4e6f76284517b29b7d0ac5c6090ae9ac
巴基斯坦,Pakistan,188134,,country,,Consulates,Pakistan,,dgm_chinesepsentities,76c081ff12fbd1baa267f75d79345fc0,dgm_chinesepsentities__76c081ff12fbd1baa267f75d79345fc0
帕劳,Palau,188134,,country,,Refinery,Palau,,dgm_chinesepsentities,8d8ac9067e4a77fa54ac2ffd42c06955,dgm_chinesepsentities__8d8ac9067e4a77fa54ac2ffd42c06955
巴勒斯坦领土,Palestinian territories,188134,,country,,Person,Palestinian territories,,dgm_chinesepsentities,612984b778017fe50a9ba5a0476e1abb,dgm_chinesepsentities__612984b778017fe50a9ba5a0476e1abb
巴拿马,Panama,188134,,country,,IndustryTerm,Panama,,dgm_chinesepsentities,693e2f3a07f99637b0abe39af5546367,dgm_chinesepsentities__693e2f3a07f99637b0abe39af5546367
巴布亚新几内亚,Papua New Guinea,188134,,country,,Consulates,Papua New Guinea,,dgm_chinesepsentities,cfef3fb3013541a58e8b90d5b0256010,dgm_chinesepsentities__cfef3fb3013541a58e8b90d5b0256010
巴拉圭,Paraguay,188134,,country,,Refinery,Paraguay,,dgm_chinesepsentities,99b3dcdbf06152bbdd6bc8e46aa30624,dgm_chinesepsentities__99b3dcdbf06152bbdd6bc8e46aa30624
秘鲁,Peru,188134,,country,,Shipping,Peru,,dgm_chinesepsentities,da29ac55d0884ff16a30c1d91ea5f23e,dgm_chinesepsentities__da29ac55d0884ff16a30c1d91ea5f23e
菲律宾,Philippines,188134,,country,,Consulates,Philippines,,dgm_chinesepsentities,3a1ffd32a195ebc0134019b752af4924,dgm_chinesepsentities__3a1ffd32a195ebc0134019b752af4924
皮特凯恩群岛,Pitcairn Islands,188134,,country,,Person,Pitcairn Islands,,dgm_chinesepsentities,6c397d7ed216df2d21e1e098c762c4b9,dgm_chinesepsentities__6c397d7ed216df2d21e1e098c762c4b9
波兰,Poland,188134,,country,,IndustryTerm,Poland,,dgm_chinesepsentities,fab999ff9974f190d6d35512b0186d91,dgm_chinesepsentities__fab999ff9974f190d6d35512b0186d91
葡萄牙,Portugal,188134,,country,,Keyphrase,Portugal,,dgm_chinesepsentities,a9efb817f6480376767d5f0e680166c7,dgm_chinesepsentities__a9efb817f6480376767d5f0e680166c7
卡塔尔,Qatar,188134,,country,,IndustryTerm,Qatar,,dgm_chinesepsentities,e572a71b83c5517501b20550bc0ade53,dgm_chinesepsentities__e572a71b83c5517501b20550bc0ade53
刚果共和国,Republic of Congo,188134,,country,,ForeignMinister,Republic of Congo,,dgm_chinesepsentities,198505d18d4a625ae1408db3bb22f20e,dgm_chinesepsentities__198505d18d4a625ae1408db3bb22f20e
罗马尼亚,Romania,188134,,country,,space,Romania,,dgm_chinesepsentities,000b1749b8b6ad58afe67d7a7b2dbcd6,dgm_chinesepsentities__000b1749b8b6ad58afe67d7a7b2dbcd6
俄罗斯,Russia,188134,,country,,IndustryTerm,Russia,,dgm_chinesepsentities,dbdf215751801d2ca095b2a29705be9a,dgm_chinesepsentities__dbdf215751801d2ca095b2a29705be9a
卢旺达,Rwanda,188134,,country,,CompanyKeyword,Rwanda,,dgm_chinesepsentities,d941fb67a2d8e7a9786d9e10cc76a780,dgm_chinesepsentities__d941fb67a2d8e7a9786d9e10cc76a780
圣巴泰勒米,Saint Barthelemy,188134,,country,,Pipeline,Saint Barthelemy,,dgm_chinesepsentities,aa3f5acf49b504ea0b41dccc92c3adfc,dgm_chinesepsentities__aa3f5acf49b504ea0b41dccc92c3adfc
圣赫勒拿,Saint Helena,188134,,country,,Pipeline,Saint Helena,,dgm_chinesepsentities,00200307cf9ccde3dd78b8dd20985136,dgm_chinesepsentities__00200307cf9ccde3dd78b8dd20985136
圣基茨和尼维斯,Saint Kitts and Nevis,188134,,country,,Wells,Saint Kitts and Nevis,,dgm_chinesepsentities,0afe484677e92b81cd402bc7fc8c3113,dgm_chinesepsentities__0afe484677e92b81cd402bc7fc8c3113
圣卢西亚,Saint Lucia,188134,,country,,ForeignMinistry,Saint Lucia,,dgm_chinesepsentities,48be6c9c5538c2b09a93deb160298938,dgm_chinesepsentities__48be6c9c5538c2b09a93deb160298938
圣马丁,Saint Martin,188134,,country,,Person,Saint Martin,,dgm_chinesepsentities,8bd03505acfebd6ab3434d1e38cad17c,dgm_chinesepsentities__8bd03505acfebd6ab3434d1e38cad17c
圣皮埃尔和密克隆,Saint Pierre and Miquelon,188134,,country,,Legislator,Saint Pierre and Miquelon,,dgm_chinesepsentities,b74308e920352dde7e19845e7bdccc43,dgm_chinesepsentities__b74308e920352dde7e19845e7bdccc43
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,188134,,country,,FTO,Saint Vincent and the Grenadines,,dgm_chinesepsentities,e1a1be643cccbede0f6aec8a97c1cfdc,dgm_chinesepsentities__e1a1be643cccbede0f6aec8a97c1cfdc
萨摩亚,Samoa,188134,,country,,Pipeline,Samoa,,dgm_chinesepsentities,a9c6b636042ce64a2088ca4d9e6f0e12,dgm_chinesepsentities__a9c6b636042ce64a2088ca4d9e6f0e12
圣马力诺,San Marino,188134,,country,,Person,San Marino,,dgm_chinesepsentities,b7d8bd5c762a7b3903b86052eb6d31da,dgm_chinesepsentities__b7d8bd5c762a7b3903b86052eb6d31da
圣多美和普林西比,Sao Tome and Principe,188134,,country,,Wells,Sao Tome and Principe,,dgm_chinesepsentities,1797227572109b0b0f13e9af0b218beb,dgm_chinesepsentities__1797227572109b0b0f13e9af0b218beb
沙特阿拉伯,Saudi Arabia,188134,,country,,Pipeline,Saudi Arabia,,dgm_chinesepsentities,44e8dce9a50c159a0150962e56a7c553,dgm_chinesepsentities__44e8dce9a50c159a0150962e56a7c553
塞内加尔,Senegal,188134,,country,,IndustryTerm,Senegal,,dgm_chinesepsentities,6de8c361ec5c61b4832e20a34e0faa5f,dgm_chinesepsentities__6de8c361ec5c61b4832e20a34e0faa5f
塞尔维亚,Serbia,188134,,country,,Consulates,Serbia,,dgm_chinesepsentities,91e6ad0ac2713d123e546684e6cc34ff,dgm_chinesepsentities__91e6ad0ac2713d123e546684e6cc34ff
塞舌尔,Seychelles,188134,,country,,IndustryTerm,Seychelles,,dgm_chinesepsentities,b7db60d4237955e0406219df22e56b9a,dgm_chinesepsentities__b7db60d4237955e0406219df22e56b9a
塞拉利昂,Sierra Leone,188134,,country,,Media,Sierra Leone,,dgm_chinesepsentities,00bfd7a077d021eecb10dccb07c03b40,dgm_chinesepsentities__00bfd7a077d021eecb10dccb07c03b40
新加坡,Singapore,188134,,country,,FTO,Singapore,,dgm_chinesepsentities,a60e4cb32c80764f262c619e276c8af8,dgm_chinesepsentities__a60e4cb32c80764f262c619e276c8af8
圣马丁岛,Sint Maarten,188134,,country,,Wells,Sint Maarten,,dgm_chinesepsentities,d44243cd4eaad1ff3052c20c64946c27,dgm_chinesepsentities__d44243cd4eaad1ff3052c20c64946c27
斯洛伐克,Slovakia,188134,,country,,Legislator,Slovakia,,dgm_chinesepsentities,cb930ae326166478c3b27668e7c2d951,dgm_chinesepsentities__cb930ae326166478c3b27668e7c2d951
斯洛文尼亚,Slovenia,188134,,country,,News,Slovenia,,dgm_chinesepsentities,a16fb7688b4a41a94ab680e8f22f98bd,dgm_chinesepsentities__a16fb7688b4a41a94ab680e8f22f98bd
所罗门群岛,Solomon Islands,188134,,country,,Consulates,Solomon Islands,,dgm_chinesepsentities,b0e5d32f7e8e2dfb9c601c1a978cf5ce,dgm_chinesepsentities__b0e5d32f7e8e2dfb9c601c1a978cf5ce
索马里,Somalia,188134,,country,,Organization,Somalia,,dgm_chinesepsentities,e0f4665e9ff245b50fe583291c1511a1,dgm_chinesepsentities__e0f4665e9ff245b50fe583291c1511a1
南非,South Africa,188134,,country,,space,South Africa,,dgm_chinesepsentities,1a154d7c00b82ed50c5a0400210e5887,dgm_chinesepsentities__1a154d7c00b82ed50c5a0400210e5887
南乔治亚岛和南桑威奇群岛,South Georgia and South Sandwich Islands,188134,,country,,Legislator,South Georgia and South Sandwich Islands,,dgm_chinesepsentities,9ee95f90288be6cc3089c25d3514b6d3,dgm_chinesepsentities__9ee95f90288be6cc3089c25d3514b6d3
韩国,South Korea,188134,,country,,LegislativeCommittee,South Korea,,dgm_chinesepsentities,77181583094fc4e38937969e53fdf4b3,dgm_chinesepsentities__77181583094fc4e38937969e53fdf4b3
南苏丹,South Sudan,188134,,country,,Diplomat,South Sudan,,dgm_chinesepsentities,2832ed7c4450c2ca369efec21f99c98b,dgm_chinesepsentities__2832ed7c4450c2ca369efec21f99c98b
西班牙,Spain,188134,,country,,Refinery,Spain,,dgm_chinesepsentities,6161edfa0a3830948387efce008c7c86,dgm_chinesepsentities__6161edfa0a3830948387efce008c7c86
斯里兰卡,Sri Lanka,188134,,country,,Diplomat,Sri Lanka,,dgm_chinesepsentities,0eb34afaf415643b39a6c6bfe6033bda,dgm_chinesepsentities__0eb34afaf415643b39a6c6bfe6033bda
苏丹,Sudan,188134,,country,,CompanyKeyword,Sudan,,dgm_chinesepsentities,192d364619fa0885f1ebdd9731219074,dgm_chinesepsentities__192d364619fa0885f1ebdd9731219074
苏里南,Suriname,188134,,country,,LegislativeCommittee,Suriname,,dgm_chinesepsentities,56dab27360c7314a9cfefd5923ab7bee,dgm_chinesepsentities__56dab27360c7314a9cfefd5923ab7bee
斯瓦尔巴群岛,Svalbard,188134,,country,,Organization,Svalbard,,dgm_chinesepsentities,4d32afe54c0b09808f4243f9689d448c,dgm_chinesepsentities__4d32afe54c0b09808f4243f9689d448c
斯威士兰,Swaziland,188134,,country,,LegislativeCommittee,Swaziland,,dgm_chinesepsentities,f9b2b167f4c1abf0704ee95572a81dd0,dgm_chinesepsentities__f9b2b167f4c1abf0704ee95572a81dd0
瑞典,Sweden,188134,,country,,Media,Sweden,,dgm_chinesepsentities,06118e0110aef56c62bef246a8e5ed91,dgm_chinesepsentities__06118e0110aef56c62bef246a8e5ed91
瑞士,Switzerland,188134,,country,,Wells,Switzerland,,dgm_chinesepsentities,9e5dd3222a0589bb6d00e69dd0628453,dgm_chinesepsentities__9e5dd3222a0589bb6d00e69dd0628453
叙利亚,Syria,188134,,country,,IndustryTerm,Syria,,dgm_chinesepsentities,64f1e23f92263cc68ddb3e195ae1287b,dgm_chinesepsentities__64f1e23f92263cc68ddb3e195ae1287b
台湾,Taiwan,188134,,country,,Legislator,Taiwan,,dgm_chinesepsentities,84f56386cadae68ef331372cd3074611,dgm_chinesepsentities__84f56386cadae68ef331372cd3074611
塔吉克斯坦,Tajikistan,188134,,country,,Diplomat,Tajikistan,,dgm_chinesepsentities,474c7467b9c1ddd4d13f3c31ea828821,dgm_chinesepsentities__474c7467b9c1ddd4d13f3c31ea828821
坦桑尼亚,Tanzania,188134,,country,,IndustryTerm,Tanzania,,dgm_chinesepsentities,ded63219d25a4cc1b46be3a3a8e7edb0,dgm_chinesepsentities__ded63219d25a4cc1b46be3a3a8e7edb0
泰国,Thailand,188134,,country,,Media,Thailand,,dgm_chinesepsentities,808dab10e19bc416e4f8712de1dc10de,dgm_chinesepsentities__808dab10e19bc416e4f8712de1dc10de
冈比亚,The Gambia,188134,,country,,AAEntity,The Gambia,,dgm_chinesepsentities,48dc54aba7666258f32e42ff7aaa7946,dgm_chinesepsentities__48dc54aba7666258f32e42ff7aaa7946
东帝汶,Timor-Leste,188134,,country,,Diplomat,Timor-Leste,,dgm_chinesepsentities,f4a6feb4d09ffb30362649648bbc11c2,dgm_chinesepsentities__f4a6feb4d09ffb30362649648bbc11c2
多哥,Togo,188134,,country,,Refinery,Togo,,dgm_chinesepsentities,8d22fbbaa01e63f1de7d9792af3c31b1,dgm_chinesepsentities__8d22fbbaa01e63f1de7d9792af3c31b1
托克劳,Tokelau,188134,,country,,Exec,Tokelau,,dgm_chinesepsentities,f19454364d04788688dc1eb2aabfabe4,dgm_chinesepsentities__f19454364d04788688dc1eb2aabfabe4
汤加,Tonga,188134,,country,,IndustryTerm,Tonga,,dgm_chinesepsentities,532e5ecce6b195b8d33eb7e974abd02f,dgm_chinesepsentities__532e5ecce6b195b8d33eb7e974abd02f
特立尼达和多巴哥,Trinidad and Tobago,188134,,country,,Keyphrase,Trinidad and Tobago,,dgm_chinesepsentities,075b4e7af5038ec24694574184fb1bb4,dgm_chinesepsentities__075b4e7af5038ec24694574184fb1bb4
突尼斯,Tunisia,188134,,country,,Pipeline,Tunisia,,dgm_chinesepsentities,4864fc3216a5b0bb57b3c7f29c6753d7,dgm_chinesepsentities__4864fc3216a5b0bb57b3c7f29c6753d7
土耳其,Turkey,188134,,country,,Pipeline,Turkey,,dgm_chinesepsentities,d66173156e3b5fd35460e9e81c5647dc,dgm_chinesepsentities__d66173156e3b5fd35460e9e81c5647dc
土库曼斯坦,Turkmenistan,188134,,country,,Refinery,Turkmenistan,,dgm_chinesepsentities,9537ba52d6972e4d727debeda16b86be,dgm_chinesepsentities__9537ba52d6972e4d727debeda16b86be
特克斯和凯科斯群岛,Turks and Caicos Islands,188134,,country,,Consulates,Turks and Caicos Islands,,dgm_chinesepsentities,57d3f207695f9c39e426754b5fb35a4d,dgm_chinesepsentities__57d3f207695f9c39e426754b5fb35a4d
图瓦卢,Tuvalu,188134,,country,,Exec,Tuvalu,,dgm_chinesepsentities,80ad251cddaf7f11b04c864f7bd2f4f4,dgm_chinesepsentities__80ad251cddaf7f11b04c864f7bd2f4f4
乌干达,Uganda,188134,,country,,Legislator,Uganda,,dgm_chinesepsentities,49b38c0998224f967b6a41d8d884347e,dgm_chinesepsentities__49b38c0998224f967b6a41d8d884347e
乌克兰,Ukraine,188134,,country,,Refinery,Ukraine,,dgm_chinesepsentities,fe561d11366265fe12f75dbb4e4eebc7,dgm_chinesepsentities__fe561d11366265fe12f75dbb4e4eebc7
阿联酋,UAE,188134,,country,,space,UAE,,dgm_chinesepsentities,c27f73910b9c35b7943e893696a406f8,dgm_chinesepsentities__c27f73910b9c35b7943e893696a406f8
美国,US,188134,,country,,DiplomaticFacilities,US,,dgm_chinesepsentities,d97a99fed0ea8a79c6deb9b0deabfea0,dgm_chinesepsentities__d97a99fed0ea8a79c6deb9b0deabfea0
乌拉圭,Uruguay,188134,,country,,Diplomat,Uruguay,,dgm_chinesepsentities,92c93e31c184cf1969661de787d14fd8,dgm_chinesepsentities__92c93e31c184cf1969661de787d14fd8
美国本土外小岛屿,US Minor Outlying Islands,188134,,country,,LegislativeCommittee,US Minor Outlying Islands,,dgm_chinesepsentities,8cc8ff1ca0ca33dba16277b96e8696f6,dgm_chinesepsentities__8cc8ff1ca0ca33dba16277b96e8696f6
美属维尔京群岛,US Virgin Islands,188134,,country,,FTO,US Virgin Islands,,dgm_chinesepsentities,8b715886de2aec5d0b0cd21221a4e142,dgm_chinesepsentities__8b715886de2aec5d0b0cd21221a4e142
乌兹别克斯坦,Uzbekistan,188134,,country,,ForeignMinistry,Uzbekistan,,dgm_chinesepsentities,8f4ffffaac586aefd877452a7af450f0,dgm_chinesepsentities__8f4ffffaac586aefd877452a7af450f0
瓦努阿图,Vanuatu,188134,,country,,News,Vanuatu,,dgm_chinesepsentities,19c6d32dee8e3b1f154f7e1b9e9bdf1d,dgm_chinesepsentities__19c6d32dee8e3b1f154f7e1b9e9bdf1d
梵蒂冈,Vatican City,188134,,country,,LegislativeCommittee,Vatican City,,dgm_chinesepsentities,ea20c2af59b90e0242cc4a6193b9cd20,dgm_chinesepsentities__ea20c2af59b90e0242cc4a6193b9cd20
委内瑞拉,Venezuela,188134,,country,,Organization,Venezuela,,dgm_chinesepsentities,6bd81217e75b4a86156ff17e3bc96d5c,dgm_chinesepsentities__6bd81217e75b4a86156ff17e3bc96d5c
越南,Vietnam,188134,,country,,Person,Vietnam,,dgm_chinesepsentities,eb748bec900ffb10175fe91a3432387f,dgm_chinesepsentities__eb748bec900ffb10175fe91a3432387f
瓦利斯和富图纳,Wallis and Futuna,188134,,country,,Organization,Wallis and Futuna,,dgm_chinesepsentities,b9cdb0595281de8ebf9a309d96b4f47f,dgm_chinesepsentities__b9cdb0595281de8ebf9a309d96b4f47f
也门,Yemen,188134,,country,,CompanyKeyword,Yemen,,dgm_chinesepsentities,9a3321db0a5599935c181ad8b2a3c2e4,dgm_chinesepsentities__9a3321db0a5599935c181ad8b2a3c2e4
赞比亚,Zambia,188134,,country,,Organization,Zambia,,dgm_chinesepsentities,9afb45577bdaaa903006741ce202f80c,dgm_chinesepsentities__9afb45577bdaaa903006741ce202f80c
津巴布韦,Zimbabwe,188134,,country,,space,Zimbabwe,,dgm_chinesepsentities,282d22520cc9c30987ab0be7bb736a2e,dgm_chinesepsentities__282d22520cc9c30987ab0be7bb736a2e
文莱,Brunei,188134,,country,,ForeignMinistry,Brunei,,dgm_chinesepsentities,c006e4239669cf72c458fd27e797185f,dgm_chinesepsentities__c006e4239669cf72c458fd27e797185f
法属圭亚那,French Guiana,188134,,country,,Legislator,French Guiana,,dgm_chinesepsentities,e4c7d2f428d97fa434c0de8458e79f97,dgm_chinesepsentities__e4c7d2f428d97fa434c0de8458e79f97
