keyword,caption_name,topic_id,entity_type,threshold,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#workingautonomy,working autonomy,188233;188326,Startups,general.alert3,,Startups,working autonomy,,dgm_emergingtech_term,6c7d673f3d83063e0157e2b88a6dc439,dgm_emergingtech_term__6c7d673f3d83063e0157e2b88a6dc439
#digitalreflection,digital reflection,188233;188202,Startups,general.alert3,,Startups,digital reflection,,dgm_emergingtech_term,7aacead33dd6254a7c43a78334977c9c,dgm_emergingtech_term__7aacead33dd6254a7c43a78334977c9c
#hyperconnectednetworks,hyperconnected networks,188233;188326,Startups,general.alert3,,Startups,hyperconnected networks,,dgm_emergingtech_term,600e32377765c6b04af738224443b27d,dgm_emergingtech_term__600e32377765c6b04af738224443b27d
#energy-storingbricks,energy-storing bricks,188160;188220,Startups,general.alert3,,Startups,energy-storing bricks,,dgm_emergingtech_term,9b2b2a9a80db9fb3a6581c7c96261519,dgm_emergingtech_term__9b2b2a9a80db9fb3a6581c7c96261519
#livingconcrete,living concrete,188220;188221,Startups,general.alert3,,Startups,living concrete,,dgm_emergingtech_term,0b3ce6f2b4a8364800a1dab38e2b1020,dgm_emergingtech_term__0b3ce6f2b4a8364800a1dab38e2b1020
#metaverse,metaverse,188273;188232,Startups,general.alert3,,Startups,metaverse,,dgm_emergingtech_term,b641fad8c3acefba1569d3cb10caf078,dgm_emergingtech_term__b641fad8c3acefba1569d3cb10caf078
#startup,startup,188105;188132,Startup,general.alert3,,Startup,startup,,dgm_emergingtech_term,dd82c1882969461de74b46427961ea2c,dgm_emergingtech_term__dd82c1882969461de74b46427961ea2c
#startups,startups,188105;188132,Startup,general.alert3,,Startup,startups,,dgm_emergingtech_term,11eb4b2a24ba7ae8823184735b55061a,dgm_emergingtech_term__11eb4b2a24ba7ae8823184735b55061a
#venturecapital,venture capital,188105;188132,Startup,general.alert3,,Startup,venture capital,,dgm_emergingtech_term,6d4bc2ac3367c2581f40a9ace7faa37e,dgm_emergingtech_term__6d4bc2ac3367c2581f40a9ace7faa37e
#venture_capital,venture capital,188105;188132,Startup,general.alert3,,Startup,venture capital,,dgm_emergingtech_term,6d4bc2ac3367c2581f40a9ace7faa37e,dgm_emergingtech_term__6d4bc2ac3367c2581f40a9ace7faa37e
#VC,venture capital,188105;188132,Startup,general.alert3,,Startup,venture capital,,dgm_emergingtech_term,6d4bc2ac3367c2581f40a9ace7faa37e,dgm_emergingtech_term__6d4bc2ac3367c2581f40a9ace7faa37e
(robotics; venture),robotics,188178;188323,Startups,general.alert3,(venture; vc; startup),Startups,robotics,,dgm_emergingtech_term,9cafaa453dfe12efaa19f7aa6a0b61f3,dgm_emergingtech_term__9cafaa453dfe12efaa19f7aa6a0b61f3
(robotics; startup),robotics,188178;188323,Startups,general.alert3,(venture; vc; startup),Startups,robotics,,dgm_emergingtech_term,9cafaa453dfe12efaa19f7aa6a0b61f3,dgm_emergingtech_term__9cafaa453dfe12efaa19f7aa6a0b61f3
(robotics; vc),robotics,188178;188323,Startups,general.alert3,(venture; vc; startup),Startups,robotics,,dgm_emergingtech_term,9cafaa453dfe12efaa19f7aa6a0b61f3,dgm_emergingtech_term__9cafaa453dfe12efaa19f7aa6a0b61f3
(robotics; technology),robotics,188178;188323,Startups,general.alert3,(venture; vc; startup),Startups,robotics,,dgm_emergingtech_term,9cafaa453dfe12efaa19f7aa6a0b61f3,dgm_emergingtech_term__9cafaa453dfe12efaa19f7aa6a0b61f3
(platform; venture),platform,188178;188326,Startups,general.alert3,(venture; vc; startup),Startups,platform,,dgm_emergingtech_term,34a6e5d64ade17ef4e51612c50dd72f5,dgm_emergingtech_term__34a6e5d64ade17ef4e51612c50dd72f5
(platform; startup),platform,188178;188326,Startups,general.alert3,(venture; vc; startup),Startups,platform,,dgm_emergingtech_term,34a6e5d64ade17ef4e51612c50dd72f5,dgm_emergingtech_term__34a6e5d64ade17ef4e51612c50dd72f5
(platform; vc),platform,188178;188326,Startups,general.alert3,(venture; vc; startup),Startups,platform,,dgm_emergingtech_term,34a6e5d64ade17ef4e51612c50dd72f5,dgm_emergingtech_term__34a6e5d64ade17ef4e51612c50dd72f5
(platform; technology),technology platform,188178;188326,Startups,general.alert3,(venture; vc; startup),Startups,technology platform,,dgm_emergingtech_term,9ce21c4f14d450d061b71b94ec94d325,dgm_emergingtech_term__9ce21c4f14d450d061b71b94ec94d325
(services; venture),services,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,services,,dgm_emergingtech_term,10cd395cf71c18328c863c08e78f3fd0,dgm_emergingtech_term__10cd395cf71c18328c863c08e78f3fd0
(services; startup),services,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,services,,dgm_emergingtech_term,10cd395cf71c18328c863c08e78f3fd0,dgm_emergingtech_term__10cd395cf71c18328c863c08e78f3fd0
(services; vc),services,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,services,,dgm_emergingtech_term,10cd395cf71c18328c863c08e78f3fd0,dgm_emergingtech_term__10cd395cf71c18328c863c08e78f3fd0
(services; technology),services,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,services,,dgm_emergingtech_term,10cd395cf71c18328c863c08e78f3fd0,dgm_emergingtech_term__10cd395cf71c18328c863c08e78f3fd0
saas,SaaS,188233;188203,Startups,general.alert3,,Startups,SaaS,,dgm_emergingtech_term,b0ca9e41d61885345eef09f928c9ea58,dgm_emergingtech_term__b0ca9e41d61885345eef09f928c9ea58
(roadmap; venture),roadmap,188178;188326,Venture Capital,general.alert3,(venture; vc; startup),VentureCapital,roadmap,,dgm_emergingtech_term,80309d1f1b6c5411e874a12a07bb3590,dgm_emergingtech_term__80309d1f1b6c5411e874a12a07bb3590
(roadmap; startup),roadmap,188178;188326,Venture Capital,general.alert3,(venture; vc; startup),VentureCapital,roadmap,,dgm_emergingtech_term,80309d1f1b6c5411e874a12a07bb3590,dgm_emergingtech_term__80309d1f1b6c5411e874a12a07bb3590
(roadmap; vc),roadmap,188178;188326,Venture Capital,general.alert3,(venture; vc; startup),VentureCapital,roadmap,,dgm_emergingtech_term,80309d1f1b6c5411e874a12a07bb3590,dgm_emergingtech_term__80309d1f1b6c5411e874a12a07bb3590
(roadmap; technology),roadmap,188178;188326,Venture Capital,general.alert3,(venture; vc; startup),VentureCapital,roadmap,,dgm_emergingtech_term,80309d1f1b6c5411e874a12a07bb3590,dgm_emergingtech_term__80309d1f1b6c5411e874a12a07bb3590
(ai; technology),AI,188233;188202,Startups,general.alert3,technology,Startups,AI,,dgm_emergingtech_term,0a40e3c91a3a55c9a37428c6d194d0e5,dgm_emergingtech_term__0a40e3c91a3a55c9a37428c6d194d0e5
(iot; internet),IoT,188358;188233,Startups,general.alert3,internet,Startups,IoT,,dgm_emergingtech_term,589f8ced60a13f2f4c7e11c7b0875efa,dgm_emergingtech_term__589f8ced60a13f2f4c7e11c7b0875efa
(internet of things; internet),internet of things,188233;188202,Startups,general.alert3,internet,Startups,internet of things,,dgm_emergingtech_term,52179ba9f6f4f0576b6ceb9420a426ba,dgm_emergingtech_term__52179ba9f6f4f0576b6ceb9420a426ba
,serverless computing,188233,Startups,general.alert3,,Startups,serverless computing,,dgm_emergingtech_term,8fc1cfce076edbff522214c69538255a,dgm_emergingtech_term__8fc1cfce076edbff522214c69538255a
(augmented reality; venture),augmented reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmented reality; startup),augmented reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmented reality; vc),augmented reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmented reality; technology),augmented reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(ar; vc),AR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,AR,,dgm_emergingtech_term,5b61a1b298a0d06efa6933a97e68d763,dgm_emergingtech_term__5b61a1b298a0d06efa6933a97e68d763
(ar; startup),AR,188233;188202,Startups,general.alert3,,Startups,AR,,dgm_emergingtech_term,5b61a1b298a0d06efa6933a97e68d763,dgm_emergingtech_term__5b61a1b298a0d06efa6933a97e68d763
(ar; venture),AR,188233;188202,Startups,general.alert3,,Startups,AR,,dgm_emergingtech_term,5b61a1b298a0d06efa6933a97e68d763,dgm_emergingtech_term__5b61a1b298a0d06efa6933a97e68d763
(ar; technology),AR,188233;188202,Startups,general.alert3,,Startups,AR,,dgm_emergingtech_term,5b61a1b298a0d06efa6933a97e68d763,dgm_emergingtech_term__5b61a1b298a0d06efa6933a97e68d763
virtual reality,virtual reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,virtual reality,,dgm_emergingtech_term,c6fc1666e5154c082540c5b3d86a2f17,dgm_emergingtech_term__c6fc1666e5154c082540c5b3d86a2f17
vr,VR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,VR,,dgm_emergingtech_term,ef8a9f751393cecaf3e811c30ee3e756,dgm_emergingtech_term__ef8a9f751393cecaf3e811c30ee3e756
(vr; startup),VR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,VR,,dgm_emergingtech_term,ef8a9f751393cecaf3e811c30ee3e756,dgm_emergingtech_term__ef8a9f751393cecaf3e811c30ee3e756
(vr; venture),VR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,VR,,dgm_emergingtech_term,ef8a9f751393cecaf3e811c30ee3e756,dgm_emergingtech_term__ef8a9f751393cecaf3e811c30ee3e756
(vr; technology),VR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,VR,,dgm_emergingtech_term,ef8a9f751393cecaf3e811c30ee3e756,dgm_emergingtech_term__ef8a9f751393cecaf3e811c30ee3e756
(vr; vc),VR,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,VR,,dgm_emergingtech_term,ef8a9f751393cecaf3e811c30ee3e756,dgm_emergingtech_term__ef8a9f751393cecaf3e811c30ee3e756
(blockchain; venture),blockchain,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,blockchain,,dgm_emergingtech_term,5510a843bc1b7acb9507a5f71de51b98,dgm_emergingtech_term__5510a843bc1b7acb9507a5f71de51b98
(blockchain; startup),blockchain,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,blockchain,,dgm_emergingtech_term,5510a843bc1b7acb9507a5f71de51b98,dgm_emergingtech_term__5510a843bc1b7acb9507a5f71de51b98
(blockchain; vc),blockchain,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,blockchain,,dgm_emergingtech_term,5510a843bc1b7acb9507a5f71de51b98,dgm_emergingtech_term__5510a843bc1b7acb9507a5f71de51b98
(blockchain; technology),blockchain,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,blockchain,,dgm_emergingtech_term,5510a843bc1b7acb9507a5f71de51b98,dgm_emergingtech_term__5510a843bc1b7acb9507a5f71de51b98
natural language processing,natural language processing,188233,Startups,general.alert3,(venture; vc; startup),Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural language processing; venture),natural language processing,188233,Startups,general.alert3,(venture; vc; startup),Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural language processing; startup),natural language processing,188233,Startups,general.alert3,(venture; vc; startup),Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural language processing; vc),natural language processing,188233,Startups,general.alert3,(venture; vc; startup),Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(natural language processing; technology),natural language processing,188233,Startups,general.alert3,(venture; vc; startup),Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
(nlp; venture),NLP,188233,Startups,general.alert3,(venture; vc; startup),Startups,NLP,,dgm_emergingtech_term,85587c49afa2ea2adacd4bbcdb57d064,dgm_emergingtech_term__85587c49afa2ea2adacd4bbcdb57d064
(nlp; startup),NLP,188233,Startups,general.alert3,(venture; vc; startup),Startups,NLP,,dgm_emergingtech_term,85587c49afa2ea2adacd4bbcdb57d064,dgm_emergingtech_term__85587c49afa2ea2adacd4bbcdb57d064
(nlp; vc),NLP,188233,Startups,general.alert3,(venture; vc; startup),Startups,NLP,,dgm_emergingtech_term,85587c49afa2ea2adacd4bbcdb57d064,dgm_emergingtech_term__85587c49afa2ea2adacd4bbcdb57d064
(nlp; technology),NLP,188233,Startups,general.alert3,(venture; vc; startup),Startups,NLP,,dgm_emergingtech_term,85587c49afa2ea2adacd4bbcdb57d064,dgm_emergingtech_term__85587c49afa2ea2adacd4bbcdb57d064
quantum computing,quantum computing,188233,Startups,general.alert3,(venture; vc; startup),Startups,quantum computing,,dgm_emergingtech_term,7dd56d2da8bf51d0a4f437e791bb0058,dgm_emergingtech_term__7dd56d2da8bf51d0a4f437e791bb0058
low-code platforms,low-code platforms,188233,Startups,general.alert3,,Startups,low-code platforms,,dgm_emergingtech_term,62c2942dc4a4890176c60ad15e7a4de9,dgm_emergingtech_term__62c2942dc4a4890176c60ad15e7a4de9
robotic process automation,robotic process automation,188233;188202,Startups,general.alert3,,Startups,robotic process automation,,dgm_emergingtech_term,8e727206b35bd3a0d776ae2d1e21df61,dgm_emergingtech_term__8e727206b35bd3a0d776ae2d1e21df61
rpa,RPA,188233;188202,Startups,general.alert3,,Startups,RPA,,dgm_emergingtech_term,9882ff214fe0d780e8f904d91c2f9090,dgm_emergingtech_term__9882ff214fe0d780e8f904d91c2f9090
(byoe; venture),BYOE,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,BYOE,,dgm_emergingtech_term,7a4d23a1428ef11e51fae3ca9000266e,dgm_emergingtech_term__7a4d23a1428ef11e51fae3ca9000266e
(byoe; startup),BYOE,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,BYOE,,dgm_emergingtech_term,7a4d23a1428ef11e51fae3ca9000266e,dgm_emergingtech_term__7a4d23a1428ef11e51fae3ca9000266e
(byoe; vc),BYOE,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,BYOE,,dgm_emergingtech_term,7a4d23a1428ef11e51fae3ca9000266e,dgm_emergingtech_term__7a4d23a1428ef11e51fae3ca9000266e
(byoe; technology),BYOE,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,BYOE,,dgm_emergingtech_term,7a4d23a1428ef11e51fae3ca9000266e,dgm_emergingtech_term__7a4d23a1428ef11e51fae3ca9000266e
multiparty systems,multiparty systems,188233;188202,Startups,general.alert3,,Startups,multiparty systems,,dgm_emergingtech_term,3eaa7f69be7deda3b4f54a4a8684873e,dgm_emergingtech_term__3eaa7f69be7deda3b4f54a4a8684873e
distributed ledger,distributed ledger,188273;188233,Startups,general.alert3,,Startups,distributed ledger,,dgm_emergingtech_term,b471cd8e75514898631b5d2017698959,dgm_emergingtech_term__b471cd8e75514898631b5d2017698959
distributed database,distributed database,188233;188360,Startups,general.alert3,,Startups,distributed database,,dgm_emergingtech_term,7a253f0684cdddb493e6bf82939683a8,dgm_emergingtech_term__7a253f0684cdddb493e6bf82939683a8
tokenization,tokenization,188273,Startups,general.alert3,,Startups,tokenization,,dgm_emergingtech_term,ab5666a35077652f89f61827ad8a5c05,dgm_emergingtech_term__ab5666a35077652f89f61827ad8a5c05
frictionless payments,frictionless payments,188273;188214,Startups,general.alert3,,Startups,frictionless payments,,dgm_emergingtech_term,9c3d629a9bc730273dcb086d0cda3147,dgm_emergingtech_term__9c3d629a9bc730273dcb086d0cda3147
digital twins,digital twins,188233;188202,Startups,general.alert3,,Startups,digital twins,,dgm_emergingtech_term,8112b11669a0a3a82fd9a290dcb220ea,dgm_emergingtech_term__8112b11669a0a3a82fd9a290dcb220ea
intelligent twins,intelligent twins,188233;188202,Startups,general.alert3,,Startups,intelligent twins,,dgm_emergingtech_term,0c0e7941241398ebeb2e548c65f2a1da,dgm_emergingtech_term__0c0e7941241398ebeb2e548c65f2a1da
virtual model,virtual model,188233;188202,Startups,general.alert3,,Startups,virtual model,,dgm_emergingtech_term,85c5d828159c44ecb94b47da3f784f7f,dgm_emergingtech_term__85c5d828159c44ecb94b47da3f784f7f
information technology,information technology,188233;188202,Startups,general.alert3,,Startups,information technology,,dgm_emergingtech_term,7f6b254d9ac32f27e6a748a66ebdb1b9,dgm_emergingtech_term__7f6b254d9ac32f27e6a748a66ebdb1b9
cultured meat,cultured meat,188158;188312,Startups,general.alert3,,Startups,cultured meat,,dgm_emergingtech_term,955f03c571a61ee33a3c9275a4cd0dc4,dgm_emergingtech_term__955f03c571a61ee33a3c9275a4cd0dc4
agricultural robotics,agricultural robotics,188158;188313,Startups,general.alert3,,Startups,agricultural robotics,,dgm_emergingtech_term,4cf162fcb6c808034bea6bd88efb2761,dgm_emergingtech_term__4cf162fcb6c808034bea6bd88efb2761
closed ecological systems,closed ecological systems,188158;188313,Startups,general.alert3,,Startups,closed ecological systems,,dgm_emergingtech_term,37117df39b53030264b0d91c4847f392,dgm_emergingtech_term__37117df39b53030264b0d91c4847f392
vertical farming,vertical farming,188158;188313,Startups,general.alert3,,Startups,vertical farming,,dgm_emergingtech_term,8eb9333f7fdafc103aa920d047e4b506,dgm_emergingtech_term__8eb9333f7fdafc103aa920d047e4b506
plasma propulsion,plasma propulsion,188219;188301,Startups,general.alert3,,Startups,plasma propulsion,,dgm_emergingtech_term,3c70b883d263ed3fc993d59c3d16956b,dgm_emergingtech_term__3c70b883d263ed3fc993d59c3d16956b
pulse detonation engine,pulse detonation engine,188219;188301,Startups,general.alert3,,Startups,pulse detonation engine,,dgm_emergingtech_term,36a20d85498e1993f1b56c7acd0830e3,dgm_emergingtech_term__36a20d85498e1993f1b56c7acd0830e3
arcology,arcology,188221,Startups,general.alert3,,Startups,arcology,,dgm_emergingtech_term,2ffb0a8987c38b42b784664086c06a04,dgm_emergingtech_term__2ffb0a8987c38b42b784664086c06a04
four-dimensional printing,four-dimensional printing,188221,Startups,general.alert3,,Startups,four-dimensional printing,,dgm_emergingtech_term,96e95f3faf417f95a3730643939e6154,dgm_emergingtech_term__96e95f3faf417f95a3730643939e6154
domed city,domed city,188339;188221,Startups,general.alert3,,Startups,domed city,,dgm_emergingtech_term,00b8b65f58d96a965ae9b0ecea5fbf57,dgm_emergingtech_term__00b8b65f58d96a965ae9b0ecea5fbf57
aerogel,aerogel,188220,Startups,general.alert3,,Startups,aerogel,,dgm_emergingtech_term,ede8c5314cd15cdcedd4d036d3ad70b8,dgm_emergingtech_term__ede8c5314cd15cdcedd4d036d3ad70b8
amorphous metal,amorphous metal,188220;188163;188164,Startups,general.alert3,,Startups,amorphous metal,,dgm_emergingtech_term,f74401164098afa952464ca69d13ba46,dgm_emergingtech_term__f74401164098afa952464ca69d13ba46
bioplastic,bioplastic,188220,Startups,general.alert3,,Startups,bioplastic,,dgm_emergingtech_term,1dc49b50b646e7706bf745ed13fb39ff,dgm_emergingtech_term__1dc49b50b646e7706bf745ed13fb39ff
conductive polymers,conductive polymers,188220,Startups,general.alert3,,Startups,conductive polymers,,dgm_emergingtech_term,ec6e980d1bc8601cca399eb306a367ce,dgm_emergingtech_term__ec6e980d1bc8601cca399eb306a367ce
cryogenic treatment,cryogenic treatment,188220,Startups,general.alert3,,Startups,cryogenic treatment,,dgm_emergingtech_term,8ec304363e2efa951bc7b13c2f979d24,dgm_emergingtech_term__8ec304363e2efa951bc7b13c2f979d24
dynamic armor,dynamic armor,188220,Startups,general.alert3,,Startups,dynamic armor,,dgm_emergingtech_term,2541cc98e293d3b9d3fa0614d80dfd06,dgm_emergingtech_term__2541cc98e293d3b9d3fa0614d80dfd06
fullerene,fullerene,188220,Startups,general.alert3,,Startups,fullerene,,dgm_emergingtech_term,f850b46b129c784d2e94f42cb34e1a58,dgm_emergingtech_term__f850b46b129c784d2e94f42cb34e1a58
graphene,graphene,188220,Startups,general.alert3,,Startups,graphene,,dgm_emergingtech_term,ebde8080c092fc908416083a701feb30,dgm_emergingtech_term__ebde8080c092fc908416083a701feb30
lab-on-a-chip,lab-on-a-chip,188220;188202,Startups,general.alert3,,Startups,lab-on-a-chip,,dgm_emergingtech_term,8fdb3c08b36aac68d484a3effa228299,dgm_emergingtech_term__8fdb3c08b36aac68d484a3effa228299
high-temperature superconductivity,high-temperature superconductivity,188220,Startups,general.alert3,,Startups,high-temperature superconductivity,,dgm_emergingtech_term,016a11796c2aeffd5c8342eb5d61c12b,dgm_emergingtech_term__016a11796c2aeffd5c8342eb5d61c12b
magnetorheological fluid,magnetorheological fluid,188220;188219,Startups,general.alert3,,Startups,magnetorheological fluid,,dgm_emergingtech_term,9810957bd601ac4d5a794eac4f3fa04f,dgm_emergingtech_term__9810957bd601ac4d5a794eac4f3fa04f
high-temperature superfluidity,high-temperature superfluidity,188220;188160,Startups,general.alert3,,Startups,high-temperature superfluidity,,dgm_emergingtech_term,64580e28200c4403aa20720d892fe692,dgm_emergingtech_term__64580e28200c4403aa20720d892fe692
metamaterials,metamaterials,188220,Startups,general.alert3,,Startups,metamaterials,,dgm_emergingtech_term,e2b042d30f6708c9afd3f2f290ce5e41,dgm_emergingtech_term__e2b042d30f6708c9afd3f2f290ce5e41
metal foam,metal foam,188220,Startups,general.alert3,,Startups,metal foam,,dgm_emergingtech_term,3cf2bfc66b7bc8fceee8195971906cb3,dgm_emergingtech_term__3cf2bfc66b7bc8fceee8195971906cb3
multi-function structures,multi-function structures,188220,Startups,general.alert3,,Startups,multi-function structures,,dgm_emergingtech_term,b49262c7284cf7b54edd313f30e946eb,dgm_emergingtech_term__b49262c7284cf7b54edd313f30e946eb
nanomaterials,nanomaterials,188220,Startups,general.alert3,,Startups,nanomaterials,,dgm_emergingtech_term,a7f74322de86ec38240f81ea7de366d6,dgm_emergingtech_term__a7f74322de86ec38240f81ea7de366d6
carbon nanotubes,carbon nanotubes,188220,Startups,general.alert3,,Startups,carbon nanotubes,,dgm_emergingtech_term,dff035135c4f5065e6109f1afa4649ea,dgm_emergingtech_term__dff035135c4f5065e6109f1afa4649ea
programmable matter,programmable matter,188220,Startups,general.alert3,,Startups,programmable matter,,dgm_emergingtech_term,f222b1ad7829f3073298dde5d3feb71b,dgm_emergingtech_term__f222b1ad7829f3073298dde5d3feb71b
quantum dots,quantum dots,188220,Startups,general.alert3,,Startups,quantum dots,,dgm_emergingtech_term,c0b93a6fa10e322651be3f0b17f946ea,dgm_emergingtech_term__c0b93a6fa10e322651be3f0b17f946ea
silicene,silicene,188220,Startups,general.alert3,,Startups,silicene,,dgm_emergingtech_term,5dc7dcb35cad131d39580b975ad318ab,dgm_emergingtech_term__5dc7dcb35cad131d39580b975ad318ab
superalloy,superalloy,188220,Startups,general.alert3,,Startups,superalloy,,dgm_emergingtech_term,7d7f94dfee242d8017db1441c0095217,dgm_emergingtech_term__7d7f94dfee242d8017db1441c0095217
synthetic diamond,synthetic diamond,188220,Startups,general.alert3,,Startups,synthetic diamond,,dgm_emergingtech_term,7bef645fc32a9eb7eb9bafd790a5f6b9,dgm_emergingtech_term__7bef645fc32a9eb7eb9bafd790a5f6b9
time crystals,time crystals,188220,Startups,general.alert3,,Startups,time crystals,,dgm_emergingtech_term,68454414a9a74909124ce1b197e9bd14,dgm_emergingtech_term__68454414a9a74909124ce1b197e9bd14
translucent concrete,translucent concrete,188220,Startups,general.alert3,,Startups,translucent concrete,,dgm_emergingtech_term,459718d68bf2463725eb60ac5922f062,dgm_emergingtech_term__459718d68bf2463725eb60ac5922f062
optoelectronics,optoelectronics,188233;188202,Startups,general.alert3,,Startups,optoelectronics,,dgm_emergingtech_term,ac286e53778c43c1606d6d1c3b51c0bf,dgm_emergingtech_term__ac286e53778c43c1606d6d1c3b51c0bf
volumetric displays,volumetric displays,188202;188325,Startups,general.alert3,,Startups,volumetric displays,,dgm_emergingtech_term,8064bdd179688dfb4fe15c7cfed66701,dgm_emergingtech_term__8064bdd179688dfb4fe15c7cfed66701
laser video displays,laser video displays,188202;188325,Startups,general.alert3,(venture; vc; startup),Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser video displays; venture),laser video displays,188202;188325,Startups,general.alert3,(venture; vc; startup),Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser video displays; startup),laser video displays,188202;188325,Startups,general.alert3,(venture; vc; startup),Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser video displays; vc),laser video displays,188202;188325,Startups,general.alert3,(venture; vc; startup),Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laser video displays; technology),laser video displays,188202;188325,Startups,general.alert3,(venture; vc; startup),Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
holographic display,holographic display,188202;188325,Startups,general.alert3,,Startups,holographic display,,dgm_emergingtech_term,a8644bde8756570406de5c766aca98b7,dgm_emergingtech_term__a8644bde8756570406de5c766aca98b7
optical transistor,optical transistor,188202,Startups,general.alert3,,Startups,optical transistor,,dgm_emergingtech_term,7f869f08f6734ceac2e95e3d1b14e077,dgm_emergingtech_term__7f869f08f6734ceac2e95e3d1b14e077
screenless display,screenless display,188202;188325,Startups,general.alert3,,Startups,screenless display,,dgm_emergingtech_term,8d05c426ed341a10484cf96bab560f9e,dgm_emergingtech_term__8d05c426ed341a10484cf96bab560f9e
digital scent technology,digital scent technology,188202,Startups,general.alert3,,Startups,digital scent technology,,dgm_emergingtech_term,1d2fa820caecd6383e389ebbcc543fcb,dgm_emergingtech_term__1d2fa820caecd6383e389ebbcc543fcb
electronic nose,electronic nose,188202;188339,Startups,general.alert3,,Startups,electronic nose,,dgm_emergingtech_term,27ddb9c1cde248be9a837abdce343489,dgm_emergingtech_term__27ddb9c1cde248be9a837abdce343489
e-textiles,e-textiles,188202,Startups,general.alert3,,Startups,e-textiles,,dgm_emergingtech_term,1733c8358461f1d1a7be6a81e877ade7,dgm_emergingtech_term__1733c8358461f1d1a7be6a81e877ade7
flexible electronics,flexible electronics,188202,Startups,general.alert3,,Startups,flexible electronics,,dgm_emergingtech_term,dcd89ca017318060e470e7c977087f68,dgm_emergingtech_term__dcd89ca017318060e470e7c977087f68
memristor,memristor,188202,Startups,general.alert3,,Startups,memristor,,dgm_emergingtech_term,32e0cb0a831e43feb108ffb28de8218d,dgm_emergingtech_term__32e0cb0a831e43feb108ffb28de8218d
