keyword,guid,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
deutsche telekom,b96fcef19999963b2a0e6555fe3e61d9,Deutsche Telekom,space,Deutsche Telekom,,keyword_to_guid_teamblind,db5dfd5f3f68a4e5b72c7e5fb9201928,keyword_to_guid_teamblind__db5dfd5f3f68a4e5b72c7e5fb9201928
direct line group,736dd08935118c71d5ff24524ac3ae8e,Direct Line Group,Legislator,Direct Line Group,,keyword_to_guid_teamblind,8e697134cbf1abfa8ab3d1a27e44d7ba,keyword_to_guid_teamblind__8e697134cbf1abfa8ab3d1a27e44d7ba
directv,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T,ForeignMinister,AT&T,,keyword_to_guid_teamblind,b74e69c4545cf7fc29395289f96240c2,keyword_to_guid_teamblind__b74e69c4545cf7fc29395289f96240c2
discovery communications,d66338fd20db917744793997852f4b88,Discovery,AAEntity,Discovery,,keyword_to_guid_teamblind,a1c4eb450799cb3f30c400d0201414e7,keyword_to_guid_teamblind__a1c4eb450799cb3f30c400d0201414e7
dish network,b1af2508957e63f5943f14fe847abe14,Dish Network,LegislativeCommittee,Dish Network,,keyword_to_guid_teamblind,d00446778b90845c662447871888058b,keyword_to_guid_teamblind__d00446778b90845c662447871888058b
disney,6eef59b51c9224808c07de857d2af840,Disney,Organization,Disney,,keyword_to_guid_teamblind,a77450f87def43cbe79f3f494d0c332a,keyword_to_guid_teamblind__a77450f87def43cbe79f3f494d0c332a
dji,7d765073f085a84962d42a7380ad21a2,DJI,FTO,DJI,,keyword_to_guid_teamblind,153d951385c5fdca0deb46430d4c73e2,keyword_to_guid_teamblind__153d951385c5fdca0deb46430d4c73e2
docomo,38c47a0431f69bcc88d80353e01b60da,Docomo,Media,Docomo,,keyword_to_guid_teamblind,d1253875edec653335f8b7a1cd3d85ea,keyword_to_guid_teamblind__d1253875edec653335f8b7a1cd3d85ea
docusign,2ca393e84020afd3ca4e9081cc96e94f,Docusign,space,Docusign,,keyword_to_guid_teamblind,f13edbe504edc992acac48a0715758aa,keyword_to_guid_teamblind__f13edbe504edc992acac48a0715758aa
dominion energy,bf26669d9b6a391452db87b69ae4843d,Dominion Energy,AAEntity,Dominion Energy,,keyword_to_guid_teamblind,5b2e22520f37f94dbe87271c6b8e0508,keyword_to_guid_teamblind__5b2e22520f37f94dbe87271c6b8e0508
dow chemical,6126506d0c8e7cb895ed4acce9127b14,Dow Inc.,Legislator,Dow Inc.,,keyword_to_guid_teamblind,ba2d83217f6ca01e358a8cb601896ef5,keyword_to_guid_teamblind__ba2d83217f6ca01e358a8cb601896ef5
dropbox,75a6131f845974797c5c2823b234ec0f,Dropbox,ForeignMinistry,Dropbox,,keyword_to_guid_teamblind,f92aa92725095d5531f54b4589d99264,keyword_to_guid_teamblind__f92aa92725095d5531f54b4589d99264
duke energy,794cbab05fc1f2c570713e090fe21da8,Duke Energy,Organization,Duke Energy,,keyword_to_guid_teamblind,e5896ecb39885dd6f4b65900fe77aa50,keyword_to_guid_teamblind__e5896ecb39885dd6f4b65900fe77aa50
dunkin brands,ffa95754b44e9f8c2d7c84b68cdeeca1,Dunkin Brands,Pipeline,Dunkin Brands,,keyword_to_guid_teamblind,7d585eb668744d123e4086bdf675bd31,keyword_to_guid_teamblind__7d585eb668744d123e4086bdf675bd31
dupont,6130f2e02f74ce48a72b9cd8eaa023f2,DuPont,Legislator,DuPont,,keyword_to_guid_teamblind,9a74213e51c73aa8a3db9429d9bba472,keyword_to_guid_teamblind__9a74213e51c73aa8a3db9429d9bba472
dyson,1cb134be4c341441d394951c92b6f997,Dyson,CompanyKeyword,Dyson,,keyword_to_guid_teamblind,000b5af413059930a90d21b8576ff9bb,keyword_to_guid_teamblind__000b5af413059930a90d21b8576ff9bb
ea,8418b27bbef61aa2e8c7f980c41d1c1c,Electronic Arts,News,Electronic Arts,,keyword_to_guid_teamblind,e853db5fb97163e7377be31ae2d55799,keyword_to_guid_teamblind__e853db5fb97163e7377be31ae2d55799
eddy cue,2adac6e9b077021a8c4e5de1a3aa057b,Apple executive Eddy Cue,Shipping,Apple executive Eddy Cue,,keyword_to_guid_teamblind,44c45ebc4609fbdce7ac2cbed76f0124,keyword_to_guid_teamblind__44c45ebc4609fbdce7ac2cbed76f0124
electronic arts,8418b27bbef61aa2e8c7f980c41d1c1c,Electronic Arts,Media,Electronic Arts,,keyword_to_guid_teamblind,e853db5fb97163e7377be31ae2d55799,keyword_to_guid_teamblind__e853db5fb97163e7377be31ae2d55799
electronicarts,8418b27bbef61aa2e8c7f980c41d1c1c,Electronic Arts,Consulates,Electronic Arts,,keyword_to_guid_teamblind,e853db5fb97163e7377be31ae2d55799,keyword_to_guid_teamblind__e853db5fb97163e7377be31ae2d55799
elon,e53d433309d11e093f65fad899bcd69c,Tesla CEO Elon Musk,FTO,Tesla CEO Elon Musk,,keyword_to_guid_teamblind,838548ce0a889c149eeca4db5ff6a10f,keyword_to_guid_teamblind__838548ce0a889c149eeca4db5ff6a10f
enbridge,eecb6c43a82fbbcb5050b5ebcfcf5e40,Enbridge,DiplomaticFacilities,Enbridge,,keyword_to_guid_teamblind,3a650ac10e424ba68ab3b7dc8e5391c8,keyword_to_guid_teamblind__3a650ac10e424ba68ab3b7dc8e5391c8
equifax,0e3be804f379750d14f52fb8a7857b6d,Equifax,DiplomaticFacilities,Equifax,,keyword_to_guid_teamblind,eac48dd6ddeeb9c824e92abc3d865c79,keyword_to_guid_teamblind__eac48dd6ddeeb9c824e92abc3d865c79
equinix,e9164dc0096ace526ef3eaf6360b2f43,Equinix (REIT),News,Equinix (REIT),,keyword_to_guid_teamblind,edc5858d879165a880ff3d90b094bc94,keyword_to_guid_teamblind__edc5858d879165a880ff3d90b094bc94
equinor,180d0f07bea6e793d4e521fb3b247411,Equinor,Consulates,Equinor,,keyword_to_guid_teamblind,142c6e03afef743822e44f0fb378533e,keyword_to_guid_teamblind__142c6e03afef743822e44f0fb378533e
estee lauder,bc113e305ff83bc3cbb7587b490657fb,Estee Lauder,Consulates,Estee Lauder,,keyword_to_guid_teamblind,4a2d1f22611ece06b70ee79b423d9991,keyword_to_guid_teamblind__4a2d1f22611ece06b70ee79b423d9991
etsy,5b3615994bf989a095b859eb40ec895a,Etsy,Diplomat,Etsy,,keyword_to_guid_teamblind,883d87735dd94094c28e3970c69ea887,keyword_to_guid_teamblind__883d87735dd94094c28e3970c69ea887
eversource energy,527ca1ca6a722a33494a9a9bfc58e307,Eversource Energy,Refinery,Eversource Energy,,keyword_to_guid_teamblind,6105b9ed3e42803b6c2c3e59e1a7b55b,keyword_to_guid_teamblind__6105b9ed3e42803b6c2c3e59e1a7b55b
exact sciences corporation,c4c5f995d47d22d14f96d46049a19582,Exact Sciences Corporation,News,Exact Sciences Corporation,,keyword_to_guid_teamblind,99f9c4a8601964a4d6c07dafe6f09659,keyword_to_guid_teamblind__99f9c4a8601964a4d6c07dafe6f09659
exxon,ca7e1e10c738703f369aafb8278af324,ExxonMobil,Legislator,ExxonMobil,,keyword_to_guid_teamblind,c2ababd13c2e887ba60f6e6e126ba90d,keyword_to_guid_teamblind__c2ababd13c2e887ba60f6e6e126ba90d
exxonmobil,ca7e1e10c738703f369aafb8278af324,Exxon,Organization,Exxon,,keyword_to_guid_teamblind,6ff0089aff08e59694f9083f9dcf2662,keyword_to_guid_teamblind__6ff0089aff08e59694f9083f9dcf2662
facebook,5f93a33c704b55fb5824e3f7dce802d0,Facebook,IndustryTerm,Facebook,,keyword_to_guid_teamblind,d85544fce402c7a2a96a48078edaf203,keyword_to_guid_teamblind__d85544fce402c7a2a96a48078edaf203
fb,5f93a33c704b55fb5824e3f7dce802d0,Facebook,Refinery,Facebook,,keyword_to_guid_teamblind,d85544fce402c7a2a96a48078edaf203,keyword_to_guid_teamblind__d85544fce402c7a2a96a48078edaf203
fedex,7e37b4390d0cefb5819d047e9cd91fe2,FedEx,ForeignMinister,FedEx,,keyword_to_guid_teamblind,f2d4a36f60a5f4df5769e10303b7cc93,keyword_to_guid_teamblind__f2d4a36f60a5f4df5769e10303b7cc93
ferrero,a67b76d0e3fda90530db658a226461af,Ferrero,News,Ferrero,,keyword_to_guid_teamblind,6a621932ef4b94bf9c9c0bfb9439d7d1,keyword_to_guid_teamblind__6a621932ef4b94bf9c9c0bfb9439d7d1
fiat chrysler,06a3a77c3f4a0c4da81dff406a3261cb,Fiat Chrysler,Diplomat,Fiat Chrysler,,keyword_to_guid_teamblind,894927b7eec0d04dead37d424a6ba4cb,keyword_to_guid_teamblind__894927b7eec0d04dead37d424a6ba4cb
fidelity,e9afa108b7b5298d3e935f63fb4a0d98,Fidelity Investments,Pipeline,Fidelity Investments,,keyword_to_guid_teamblind,e36bc831df603e45c3d3893841088867,keyword_to_guid_teamblind__e36bc831df603e45c3d3893841088867
fifth third bancorp,c6b3ea2fcdd38d874c0925cae90557d4,Fifth Third Bancorp,Keyphrase,Fifth Third Bancorp,,keyword_to_guid_teamblind,68f76ea42e8cbcbbc7bb2c928dc0177f,keyword_to_guid_teamblind__68f76ea42e8cbcbbc7bb2c928dc0177f
fis company,776e4467de3962f89c769e33c77235f9,FIS Company,Keyphrase,FIS Company,,keyword_to_guid_teamblind,3a98cd3a96e1f063aaa0f5daca818096,keyword_to_guid_teamblind__3a98cd3a96e1f063aaa0f5daca818096
fiserv,ae8194f7faca45ee0ae9e83cd376c0a3,Fiserv,ForeignMinistry,Fiserv,,keyword_to_guid_teamblind,a5aa63f014c661449adf584b666ed8ab,keyword_to_guid_teamblind__a5aa63f014c661449adf584b666ed8ab
fitbit,4de12a60550d8e91d993a8a330ccb099,Fitbit,News,Fitbit,,keyword_to_guid_teamblind,605ab42dc70d13a48ea94df911eac87e,keyword_to_guid_teamblind__605ab42dc70d13a48ea94df911eac87e
foxconn,ee2e7fa3d26c12e1538f469c6a300819,Foxconn,IndustryTerm,Foxconn,,keyword_to_guid_teamblind,ea756eaa4cf766d5d40c5061847d8f94,keyword_to_guid_teamblind__ea756eaa4cf766d5d40c5061847d8f94
freddie mac,2f73a63fa56565bb8209179dfe056f48,Freddie Mac,ForeignMinistry,Freddie Mac,,keyword_to_guid_teamblind,99fc3471b2182beaebe91a3f43131979,keyword_to_guid_teamblind__99fc3471b2182beaebe91a3f43131979
fujitsu,3ff2e3216146292dea2bc94442e8e866,Fujitsu,space,Fujitsu,,keyword_to_guid_teamblind,053f42c6bae3432cae270ea978f7e638,keyword_to_guid_teamblind__053f42c6bae3432cae270ea978f7e638
gap inc,daef6dfb678d3400a5a397629c7b8f98,Gap,IndustryTerm,Gap,,keyword_to_guid_teamblind,466b98ca0f38bd8bf2260246c91f6882,keyword_to_guid_teamblind__466b98ca0f38bd8bf2260246c91f6882
garmin,f9681217db048aeac14997eb4ddff580,Garmin,Organization,Garmin,,keyword_to_guid_teamblind,d0d87751120e48f31d15a5611c5a0fd7,keyword_to_guid_teamblind__d0d87751120e48f31d15a5611c5a0fd7
gdc technics,d63db0c031d59cc6404fee09851eb16b,GDC Technics,Wells,GDC Technics,,keyword_to_guid_teamblind,de3392442f1ff44e5fe6eb31e5bea6e6,keyword_to_guid_teamblind__de3392442f1ff44e5fe6eb31e5bea6e6
general atomics,22107f1bd5d5959e733e3a0bbd906417,General Atomics,Consulates,General Atomics,,keyword_to_guid_teamblind,caf3e95ea7aade47b132e0a59cd2269c,keyword_to_guid_teamblind__caf3e95ea7aade47b132e0a59cd2269c
general electric,322ac38925c136d0cdf64421568a1bf7,General Electric,Keyphrase,General Electric,,keyword_to_guid_teamblind,b7dd9335262c963353fe9f12165a5a86,keyword_to_guid_teamblind__b7dd9335262c963353fe9f12165a5a86
github,3d1c91a37937505c39e43597605a2022,Github,ForeignMinistry,Github,,keyword_to_guid_teamblind,e1adbcbb92c622d0b3e619f9d0730abf,keyword_to_guid_teamblind__e1adbcbb92c622d0b3e619f9d0730abf
godaddy,c407145ea7561588c511449dcc0c3f07,Godaddy,CompanyKeyword,Godaddy,,keyword_to_guid_teamblind,39ef4e2dbdb4a489ef8138d0b1e0d721,keyword_to_guid_teamblind__39ef4e2dbdb4a489ef8138d0b1e0d721
goldman,d7da147afcfd4a6f38e43898c7054765,Goldman Sachs,Organization,Goldman Sachs,,keyword_to_guid_teamblind,d81a3a023d342920551254d6f821d7b2,keyword_to_guid_teamblind__d81a3a023d342920551254d6f821d7b2
googl,69bb2b0e88234d04213412ad72e44ee5,Alphabet,Keyphrase,Alphabet,,keyword_to_guid_teamblind,49c3fc5da1c39b28dd9e2956e7aec9a9,keyword_to_guid_teamblind__49c3fc5da1c39b28dd9e2956e7aec9a9
google,69bb2b0e88234d04213412ad72e44ee5,Alphabet,Keyphrase,Alphabet,,keyword_to_guid_teamblind,49c3fc5da1c39b28dd9e2956e7aec9a9,keyword_to_guid_teamblind__49c3fc5da1c39b28dd9e2956e7aec9a9
gopro,2cb39b1769c9cd9ef57f95b32d27f366,GoPro,ForeignMinistry,GoPro,,keyword_to_guid_teamblind,14c2b3111bdcaf6acbeded6e3ada00e3,keyword_to_guid_teamblind__14c2b3111bdcaf6acbeded6e3ada00e3
groupon,1150051df0723467b62d7a37ba12bb5a,Groupon,CompanyKeyword,Groupon,,keyword_to_guid_teamblind,4d2610e4e36da1515e72756376aa0e76,keyword_to_guid_teamblind__4d2610e4e36da1515e72756376aa0e76
gs,d7da147afcfd4a6f38e43898c7054765,Goldman Sachs,ForeignMinistry,Goldman Sachs,,keyword_to_guid_teamblind,d81a3a023d342920551254d6f821d7b2,keyword_to_guid_teamblind__d81a3a023d342920551254d6f821d7b2
harris teeter,ff49a9b846f25b213ec65cdf4f3fafed,Harris Teeter,space,Harris Teeter,,keyword_to_guid_teamblind,38e954fce9644794fff27906a0b9ab3e,keyword_to_guid_teamblind__38e954fce9644794fff27906a0b9ab3e
hbo,eb4c37efac8ef073aaf6d5e9f4120e0a,AT&T,Wells,AT&T,,keyword_to_guid_teamblind,b74e69c4545cf7fc29395289f96240c2,keyword_to_guid_teamblind__b74e69c4545cf7fc29395289f96240c2
hca healthcare,28a9d91d97c1d4f1363ed7a237c972cb,HCA Healthcare,Legislator,HCA Healthcare,,keyword_to_guid_teamblind,aadfbe01ebf203bd6a20535aac3b7f7a,keyword_to_guid_teamblind__aadfbe01ebf203bd6a20535aac3b7f7a
hewlett packard,9872fe0f85baf90ec27234ae213ad9b7,HP,ForeignMinister,HP,,keyword_to_guid_teamblind,e6fc8ce107f2bdf0955f021a391514ce,keyword_to_guid_teamblind__e6fc8ce107f2bdf0955f021a391514ce
hewlettpackard,9872fe0f85baf90ec27234ae213ad9b7,HP,Organization,HP,,keyword_to_guid_teamblind,e6fc8ce107f2bdf0955f021a391514ce,keyword_to_guid_teamblind__e6fc8ce107f2bdf0955f021a391514ce
hilton,0af4c9915ef92f2bac32cf75af1acc8f,Hilton,Pipeline,Hilton,,keyword_to_guid_teamblind,c45d1d2d1d491ce1dec8577d17ab0a16,keyword_to_guid_teamblind__c45d1d2d1d491ce1dec8577d17ab0a16
home depot,b0bc77bc4da0f4941a2f120f71ed7008,Home Depot,Legislator,Home Depot,,keyword_to_guid_teamblind,b8114e3e254cca7771dfd75ea6e81389,keyword_to_guid_teamblind__b8114e3e254cca7771dfd75ea6e81389
honeywell,7395326a8ed236e596b882d5e0ea7828,Honeywell,Media,Honeywell,,keyword_to_guid_teamblind,5275c6b314787401bd2030b71600e79c,keyword_to_guid_teamblind__5275c6b314787401bd2030b71600e79c
hp,9872fe0f85baf90ec27234ae213ad9b7,HP,LegislativeCommittee,HP,,keyword_to_guid_teamblind,e6fc8ce107f2bdf0955f021a391514ce,keyword_to_guid_teamblind__e6fc8ce107f2bdf0955f021a391514ce
hsbc,914fc0ddfc7d82f93070dfc556c9b721,HSBC,Wells,HSBC,,keyword_to_guid_teamblind,f8f8f7fcceffcd4c66e2e4f9670b27aa,keyword_to_guid_teamblind__f8f8f7fcceffcd4c66e2e4f9670b27aa
htc,c4bd3ebab7c8d000cf956367126f72f2,HTC,Pipeline,HTC,,keyword_to_guid_teamblind,ff19d093d1e27a131db9ac3154273e14,keyword_to_guid_teamblind__ff19d093d1e27a131db9ac3154273e14
huawei,00fb0aa15ef83059804de97160bc5d9f,Huawei,Diplomat,Huawei,,keyword_to_guid_teamblind,eac079129ff6113df29219864380f455,keyword_to_guid_teamblind__eac079129ff6113df29219864380f455
hubspot,8739f41a02ccac6ed02c759956353739,HubSpot,LegislativeCommittee,HubSpot,,keyword_to_guid_teamblind,de4bd8ef4675ebb85a055955de76d0ee,keyword_to_guid_teamblind__de4bd8ef4675ebb85a055955de76d0ee
hulu,"0cc715d2ded63ab34ee6b1d43830930f,6eef59b51c9224808c07de857d2af840",Hulu,ForeignMinistry,Hulu,,keyword_to_guid_teamblind,526d445d4c16214309f0fd2b3be18a89,keyword_to_guid_teamblind__526d445d4c16214309f0fd2b3be18a89
humana,4fa6274524c79e61a5b4d71265ed34b3,Humana,LegislativeCommittee,Humana,,keyword_to_guid_teamblind,52315b4e466fb3a3b637ba9d4595b656,keyword_to_guid_teamblind__52315b4e466fb3a3b637ba9d4595b656
huntington national bank,bfd6a52584a73a0b3d90c4fd0a81cbb7,Huntington National Bank,ForeignMinistry,Huntington National Bank,,keyword_to_guid_teamblind,45a26fd248859336577dbd6fb5f58877,keyword_to_guid_teamblind__45a26fd248859336577dbd6fb5f58877
iac,e5240bbc9432ee74c1233d72b69989f5,IAC/InterActiveCorp,space,IAC/InterActiveCorp,,keyword_to_guid_teamblind,7ea675b3127f44af7cbe4a8d71ada041,keyword_to_guid_teamblind__7ea675b3127f44af7cbe4a8d71ada041
ibm,c23e4ad3ad3f861e1c83270299273139,IBM,Keyphrase,IBM,,keyword_to_guid_teamblind,cbf44511d041dc6d1dd73cc0c033122c,keyword_to_guid_teamblind__cbf44511d041dc6d1dd73cc0c033122c
infosys,773f0d39cf8dfd39713a9be9905358e8,Infosys Limited,AAEntity,Infosys Limited,,keyword_to_guid_teamblind,e9f7181b2027b2aa158ca96e4293937f,keyword_to_guid_teamblind__e9f7181b2027b2aa158ca96e4293937f
instagram,5f93a33c704b55fb5824e3f7dce802d0,Facebook,Organization,Facebook,,keyword_to_guid_teamblind,d85544fce402c7a2a96a48078edaf203,keyword_to_guid_teamblind__d85544fce402c7a2a96a48078edaf203
intel,79d16ab7312c744ea3cb3560c99820b7,Intel,Person,Intel,,keyword_to_guid_teamblind,ff97a9fdede09eaf6e1c8ec9f6a61dd5,keyword_to_guid_teamblind__ff97a9fdede09eaf6e1c8ec9f6a61dd5
inter active corp,e5240bbc9432ee74c1233d72b69989f5,IAC/InterActiveCorp,IndustryTerm,IAC/InterActiveCorp,,keyword_to_guid_teamblind,7ea675b3127f44af7cbe4a8d71ada041,keyword_to_guid_teamblind__7ea675b3127f44af7cbe4a8d71ada041
interactive corp,e5240bbc9432ee74c1233d72b69989f5,IAC/InterActiveCorp,IndustryTerm,IAC/InterActiveCorp,,keyword_to_guid_teamblind,7ea675b3127f44af7cbe4a8d71ada041,keyword_to_guid_teamblind__7ea675b3127f44af7cbe4a8d71ada041
interactivecorp,e5240bbc9432ee74c1233d72b69989f5,IAC/InterActiveCorp,ForeignMinister,IAC/InterActiveCorp,,keyword_to_guid_teamblind,7ea675b3127f44af7cbe4a8d71ada041,keyword_to_guid_teamblind__7ea675b3127f44af7cbe4a8d71ada041
intuit,fd2f80542aa42e50e64fc515fe1b6005,Intuit,Keyphrase,Intuit,,keyword_to_guid_teamblind,9af606ecc5a5cff1cb05cf23c4f2173d,keyword_to_guid_teamblind__9af606ecc5a5cff1cb05cf23c4f2173d
invesco,5963722ccd6e454af56c5528515ab354,Invesco,Organization,Invesco,,keyword_to_guid_teamblind,b2be47006f4a073096c2d6745f8cc73d,keyword_to_guid_teamblind__b2be47006f4a073096c2d6745f8cc73d
j.p. morgan,966191f75ef9ac701462a3d71cb0811c,JPMorgan,CompanyKeyword,JPMorgan,,keyword_to_guid_teamblind,85c17ee4a61abf22731a993ce97e531f,keyword_to_guid_teamblind__85c17ee4a61abf22731a993ce97e531f
jabil,4bbd0e83f690bf93ef526482f4e99f49,Jabil,Legislator,Jabil,,keyword_to_guid_teamblind,803cf016e27723fbdf1e0aa78e498ecd,keyword_to_guid_teamblind__803cf016e27723fbdf1e0aa78e498ecd
jack dorsey,d7e6c32993a18cd808bc47ac0af51f31,Twitter CEO Jack Dorsey,LegislativeCommittee,Twitter CEO Jack Dorsey,,keyword_to_guid_teamblind,051a797c489f6d5a4d5207e6242535cb,keyword_to_guid_teamblind__051a797c489f6d5a4d5207e6242535cb
james gorman,9597f9cbacb1485175682349860da818,Morgan Stanley CEO James Gorman,Media,Morgan Stanley CEO James Gorman,,keyword_to_guid_teamblind,db8b8f53fceebee7a11d1e98ec99cf9e,keyword_to_guid_teamblind__db8b8f53fceebee7a11d1e98ec99cf9e
jamie dimon,966191f75ef9ac701462a3d71cb0811c,JPMorgan CEO Jamie Dimon,Organization,JPMorgan CEO Jamie Dimon,,keyword_to_guid_teamblind,78e77e278a3227a5999c92ebe3088079,keyword_to_guid_teamblind__78e77e278a3227a5999c92ebe3088079
jane street,fd39ab0dd0553cf1e36a07ec8895a994,Jane Street,FTO,Jane Street,,keyword_to_guid_teamblind,b4f5c3dc16bef97bb7f9689a662e2a6f,keyword_to_guid_teamblind__b4f5c3dc16bef97bb7f9689a662e2a6f
jeff bezos,32ec5fc746a720416749e18927068772,Amazon Executive Chair Jeff Bezos,Wells,Amazon Executive Chair Jeff Bezos,,keyword_to_guid_teamblind,d771c55757dc0b3f956f59d52207b691,keyword_to_guid_teamblind__d771c55757dc0b3f956f59d52207b691
john mackey,32ec5fc746a720416749e18927068772,Whole Foods CEO John Mackey,News,Whole Foods CEO John Mackey,,keyword_to_guid_teamblind,24d43b73b984b4aa508198a6ffbd87c1,keyword_to_guid_teamblind__24d43b73b984b4aa508198a6ffbd87c1
jp morgan,966191f75ef9ac701462a3d71cb0811c,JPMorgan,ForeignMinistry,JPMorgan,,keyword_to_guid_teamblind,85c17ee4a61abf22731a993ce97e531f,keyword_to_guid_teamblind__85c17ee4a61abf22731a993ce97e531f
jpm,966191f75ef9ac701462a3d71cb0811c,JPMorgan,Diplomat,JPMorgan,,keyword_to_guid_teamblind,85c17ee4a61abf22731a993ce97e531f,keyword_to_guid_teamblind__85c17ee4a61abf22731a993ce97e531f
jpmorgan,966191f75ef9ac701462a3d71cb0811c,JPMorgan,ForeignMinister,JPMorgan,,keyword_to_guid_teamblind,85c17ee4a61abf22731a993ce97e531f,keyword_to_guid_teamblind__85c17ee4a61abf22731a993ce97e531f
juul,2a38bcfd80c0a1bd10cf57c23d2a6b03,Juul,DiplomaticFacilities,Juul,,keyword_to_guid_teamblind,7c6d9c42232466e1c40d804c3ff1962c,keyword_to_guid_teamblind__7c6d9c42232466e1c40d804c3ff1962c
khosrowshahi,c0f40627427dacd06ff9438863c83be7,Uber CEO Dara Khosrowshahi,Organization,Uber CEO Dara Khosrowshahi,,keyword_to_guid_teamblind,94701eb42474e54652952c87a8278099,keyword_to_guid_teamblind__94701eb42474e54652952c87a8278099
kohler,cd06a4869ccff3ac871b1a20142ea220,Kohler,News,Kohler,,keyword_to_guid_teamblind,1a5e3d6c7be2a1e584d701dc558bb4f3,keyword_to_guid_teamblind__1a5e3d6c7be2a1e584d701dc558bb4f3
kohls,bebe2053a8d82be1e8c0986f277a27ba,Kohl's,Refinery,Kohl's,,keyword_to_guid_teamblind,f47914299f3d8460ea82dd21f435b624,keyword_to_guid_teamblind__f47914299f3d8460ea82dd21f435b624
kroger,"ff49a9b846f25b213ec65cdf4f3fafed,96c5491f68b8c88a7d3fc6fb0f101410",Kroger,IndustryTerm,Kroger,,keyword_to_guid_teamblind,9285ac2bcd388c6ac7f9dab78d606243,keyword_to_guid_teamblind__9285ac2bcd388c6ac7f9dab78d606243
kyocera,6cf8f8b6b15023e4d5a56e64608b9e81,Kyocera,Wells,Kyocera,,keyword_to_guid_teamblind,b3332311583e482438204611965d57e7,keyword_to_guid_teamblind__b3332311583e482438204611965d57e7
labcorp,6d07a7d61ef94a40f23858b883636998,LabCorp,ForeignMinistry,LabCorp,,keyword_to_guid_teamblind,292aceea9c8f3df19cf714bcd597a903,keyword_to_guid_teamblind__292aceea9c8f3df19cf714bcd597a903
larry page,69bb2b0e88234d04213412ad72e44ee5,Alphabet executive Larry Page,IndustryTerm,Alphabet executive Larry Page,,keyword_to_guid_teamblind,7e0c1e56046478f7917407d47873ca6f,keyword_to_guid_teamblind__7e0c1e56046478f7917407d47873ca6f
leidos,35dc6a4ae7eafabfc7f83b96160c3ca4,Leidos,space,Leidos,,keyword_to_guid_teamblind,a037fdd7c89237d1e8378e4474d2bfa1,keyword_to_guid_teamblind__a037fdd7c89237d1e8378e4474d2bfa1
lenovo,40e08cbd7e902b6e55a5e3739f8cdcbe,Lenovo,LegislativeCommittee,Lenovo,,keyword_to_guid_teamblind,57040fe2fe7a0a1e9ab043ae1f5d9845,keyword_to_guid_teamblind__57040fe2fe7a0a1e9ab043ae1f5d9845
lg,4d8e01406f37c5eba48d66a9d5aa6b79,LG,LegislativeCommittee,LG,,keyword_to_guid_teamblind,3138b8e6061fdf7cfaaa79279175cbcd,keyword_to_guid_teamblind__3138b8e6061fdf7cfaaa79279175cbcd
libra,5f93a33c704b55fb5824e3f7dce802d0,Facebook,Pipeline,Facebook,,keyword_to_guid_teamblind,d85544fce402c7a2a96a48078edaf203,keyword_to_guid_teamblind__d85544fce402c7a2a96a48078edaf203
logitech,4061668f52ccbd8098ab829f04b0bd29,Logitech,CompanyKeyword,Logitech,,keyword_to_guid_teamblind,ff70d460a420205ceeea16f1c13e51b1,keyword_to_guid_teamblind__ff70d460a420205ceeea16f1c13e51b1
lululemon,dcf18aebf1671864220c4f5042abbeb0,Lululemon,Keyphrase,Lululemon,,keyword_to_guid_teamblind,f211de282b83cfee9011e5abcff6bdfa,keyword_to_guid_teamblind__f211de282b83cfee9011e5abcff6bdfa
lyft,c9744788bc700f942e4711689d8e3ea0,Lyft,Pipeline,Lyft,,keyword_to_guid_teamblind,6fad50840dd41242695277924e4a6f16,keyword_to_guid_teamblind__6fad50840dd41242695277924e4a6f16
macquarie,0edc8610a926a0d22972ac16afacd796,Macquarie Group,Consulates,Macquarie Group,,keyword_to_guid_teamblind,afbe0c94d70f16d1df2cbc7a737d1e50,keyword_to_guid_teamblind__afbe0c94d70f16d1df2cbc7a737d1e50
marathon petroleum,3745c7565cb8b13605bb3d4d3ba65aab,Marathon Petroleum,IndustryTerm,Marathon Petroleum,,keyword_to_guid_teamblind,09e344ba941758b40bdada6a74b42a10,keyword_to_guid_teamblind__09e344ba941758b40bdada6a74b42a10
marvel,6eef59b51c9224808c07de857d2af840,Disney,space,Disney,,keyword_to_guid_teamblind,a77450f87def43cbe79f3f494d0c332a,keyword_to_guid_teamblind__a77450f87def43cbe79f3f494d0c332a
marvell,216750aaa23e1094715bfb3d3441730c,Marvell Technology,CompanyKeyword,Marvell Technology,,keyword_to_guid_teamblind,244b05dc083dc5f70975018effd5c87c,keyword_to_guid_teamblind__244b05dc083dc5f70975018effd5c87c
mass mutual,9840d12d7106af14a89ac2210a37d90f,MassMutual,DiplomaticFacilities,MassMutual,,keyword_to_guid_teamblind,e016bb6146016d209ca9204bff0643e3,keyword_to_guid_teamblind__e016bb6146016d209ca9204bff0643e3
massmututal,9840d12d7106af14a89ac2210a37d90f,MassMutual,Keyphrase,MassMutual,,keyword_to_guid_teamblind,e016bb6146016d209ca9204bff0643e3,keyword_to_guid_teamblind__e016bb6146016d209ca9204bff0643e3
