handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
consumerreports,Consumer Reports,"Yonkers, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"yonkers, ny",CompanyKeyword,Consumer Reports,,dgm_fraud_handles,dbcb2307d01d072e279f9ad21ea48f34,dgm_fraud_handles__dbcb2307d01d072e279f9ad21ea48f34
uscpsc,US Consumer Product Safety Commission,"Bethesda, MD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"bethesda, md",space,US Consumer Product Safety Commission,,dgm_fraud_handles,22f7c5ad56bf40a97caa69ccb6297760,dgm_fraud_handles__22f7c5ad56bf40a97caa69ccb6297760
cradvocacy,Consumer Reports Advocacy,"Yonkers, NY",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"yonkers, ny",space,Consumer Reports Advocacy,,dgm_fraud_handles,b03c2e7ad29d94a25200b7ee13830caa,dgm_fraud_handles__b03c2e7ad29d94a25200b7ee13830caa
consumerpress,Consumer Press,"Winter Garden, FL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"winter garden, fl",Diplomat,Consumer Press,,dgm_fraud_handles,159649e61426f0c8ea018b0892d04f72,dgm_fraud_handles__159649e61426f0c8ea018b0892d04f72
poolsafely,Pool Safely,"Bethesda, MD",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"bethesda, md",Person,Pool Safely,,dgm_fraud_handles,c233dfc0277190588e6a66887468c80f,dgm_fraud_handles__c233dfc0277190588e6a66887468c80f
einconsumernews,Consumer Newswire,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",ForeignMinister,Consumer Newswire,,dgm_fraud_handles,35ee3f1d4a92bc8a5f439c5528aa6f2d,dgm_fraud_handles__35ee3f1d4a92bc8a5f439c5528aa6f2d
consumerfed,Consumer Federation of America,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",space,Consumer Federation of America,,dgm_fraud_handles,938bbe179d70072935b911b6cc7a0013,dgm_fraud_handles__938bbe179d70072935b911b6cc7a0013
consumers_int,Consumers International,"London, UK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"london, uk",ForeignMinistry,Consumers International,,dgm_fraud_handles,f319d7259670c7c1e0a45f61f1c71b8f,dgm_fraud_handles__f319d7259670c7c1e0a45f61f1c71b8f
consumeraction,Consumer Action,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",Organization,Consumer Action,,dgm_fraud_handles,d61313222e2960d3f95d81a33ae21bfb,dgm_fraud_handles__d61313222e2960d3f95d81a33ae21bfb
consumercal,Consumer Federation of California,"Sacramento, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"sacramento, ca",Person,Consumer Federation of California,,dgm_fraud_handles,ce895ac925735916a78a503e1ea4c7fb,dgm_fraud_handles__ce895ac925735916a78a503e1ea4c7fb
nacadvocate,National Association of Consumer Advocates,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",Media,National Association of Consumer Advocates,,dgm_fraud_handles,a270aae3bcc5fe14dc07e5a9512da501,dgm_fraud_handles__a270aae3bcc5fe14dc07e5a9512da501
eu_consumer,EU Consumer Affairs,"Brussels, Belgium",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"brussels, belgium",space,EU Consumer Affairs,,dgm_fraud_handles,4582c37ae49921d9a3a7f9bb42f40bc5,dgm_fraud_handles__4582c37ae49921d9a3a7f9bb42f40bc5
organicconsumer,Organic Consumers Association,"Finland, MN",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"finland, mn",FTO,Organic Consumers Association,,dgm_fraud_handles,f9b41b28dae5025050a7a1f695d0eff9,dgm_fraud_handles__f9b41b28dae5025050a7a1f695d0eff9
moneysavingexp,Money Saving Expert,"London, UK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"london, uk",Legislator,Money Saving Expert,,dgm_fraud_handles,c216502fea28b1638a5808d4ba2cedbe,dgm_fraud_handles__c216502fea28b1638a5808d4ba2cedbe
mozo_au,Mozo AU,"Canberra, Australia",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"canberra, australia",Consulates,Mozo AU,,dgm_fraud_handles,5ff722efd282587364a4db03b22727da,dgm_fraud_handles__5ff722efd282587364a4db03b22727da
paymentsdive,Payments Dive,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",space,Payments Dive,,dgm_fraud_handles,52eedf172fa2f368d17dca7eca5d32ef,dgm_fraud_handles__52eedf172fa2f368d17dca7eca5d32ef
paycasefin,Paycase Finance,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Diplomat,Paycase Finance,,dgm_fraud_handles,c7e338b7a2cd378a8be1b818afc621cf,dgm_fraud_handles__c7e338b7a2cd378a8be1b818afc621cf
paycashnews,Pay Cash News,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Person,Pay Cash News,,dgm_fraud_handles,32cf6b0a91a1601f063d0f4c3a3b6335,dgm_fraud_handles__32cf6b0a91a1601f063d0f4c3a3b6335
paymaq,Paymaq,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Exec,Paymaq,,dgm_fraud_handles,f198f0fac52868af4eb3aacd272b4928,dgm_fraud_handles__f198f0fac52868af4eb3aacd272b4928
paymenteye,Payment Eye,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Exec,Payment Eye,,dgm_fraud_handles,70340790a0818dec39036a06a1fed9d8,dgm_fraud_handles__70340790a0818dec39036a06a1fed9d8
paymentsuk,Payments UK,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",DiplomaticFacilities,Payments UK,,dgm_fraud_handles,a1dc797028fa9dce4475b59e6c721e5e,dgm_fraud_handles__a1dc797028fa9dce4475b59e6c721e5e
payments_source,Payments Source,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",DiplomaticFacilities,Payments Source,,dgm_fraud_handles,8f0b30483c3b923c3a3efd6cd6776b42,dgm_fraud_handles__8f0b30483c3b923c3a3efd6cd6776b42
paymentweek,Payment Week,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Consulates,Payment Week,,dgm_fraud_handles,899e1ea66c25ad2df071e8c06e63930a,dgm_fraud_handles__899e1ea66c25ad2df071e8c06e63930a
paymium,Cryptocurrency Press,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Person,Cryptocurrency Press,,dgm_fraud_handles,10b3743e74d33d9894818c08b42742c3,dgm_fraud_handles__10b3743e74d33d9894818c08b42742c3
paynearme,Pay Near Me,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",ForeignMinistry,Pay Near Me,,dgm_fraud_handles,8f5821c9db31812c6da2f97774459efd,dgm_fraud_handles__8f5821c9db31812c6da2f97774459efd
paysecuritynews,Pay Security News,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Wells,Pay Security News,,dgm_fraud_handles,d7fbc642c5aafe77992979edbd08a281,dgm_fraud_handles__d7fbc642c5aafe77992979edbd08a281
paysera,Paysera,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",News,Paysera,,dgm_fraud_handles,b246b83153b335903d29fae121e0e75c,dgm_fraud_handles__b246b83153b335903d29fae121e0e75c
paytm,PayTM,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",ForeignMinistry,PayTM,,dgm_fraud_handles,8aea6488c9f628373e4c0031cfd67bd8,dgm_fraud_handles__8aea6488c9f628373e4c0031cfd67bd8
payward,Pay Ward,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Diplomat,Pay Ward,,dgm_fraud_handles,0500223cb4fbb422f25431ad5f56ae02,dgm_fraud_handles__0500223cb4fbb422f25431ad5f56ae02
paymentsjournal,Payments Journal,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",Keyphrase,Payments Journal,,dgm_fraud_handles,1d74d43240e0aa4fc68a8fb366b139cb,dgm_fraud_handles__1d74d43240e0aa4fc68a8fb366b139cb
idpayments,ID Payments,"Washington, DC",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"washington, dc",Shipping,ID Payments,,dgm_fraud_handles,30a9d1550c13d8419b8c9ec01bceeb20,dgm_fraud_handles__30a9d1550c13d8419b8c9ec01bceeb20
canrevagency,Canada Revenue Agency,"Ottawa, Canada",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"ottawa, canada",Shipping,Canada Revenue Agency,,dgm_fraud_handles,cd745685c84781eb2ffaf3c299b9b98c,dgm_fraud_handles__cd745685c84781eb2ffaf3c299b9b98c
sarstax,South African Revenue Service,"Pretoria, South Africa",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"pretoria, south africa",Legislator,South African Revenue Service,,dgm_fraud_handles,7d5b313adc511590666dd6acd5033a3f,dgm_fraud_handles__7d5b313adc511590666dd6acd5033a3f
stickypassword,Password Protection,"Prague, Czech Republic",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"prague, czech republic",Consulates,Password Protection,,dgm_fraud_handles,2cc1350286f2fe3ab32ddf4623138dad,dgm_fraud_handles__2cc1350286f2fe3ab32ddf4623138dad
cpc_fl,Consumer Protection,"Tallahassee, FL",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"tallahassee, fl",AAEntity,Consumer Protection,,dgm_fraud_handles,c4d57fb1d13e1cae5fc3e221f351b48e,dgm_fraud_handles__c4d57fb1d13e1cae5fc3e221f351b48e
tonydcpcu,Card & Payment Crime Unit,"London, UK",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"london, uk",Diplomat,Card & Payment Crime Unit,,dgm_fraud_handles,a9a48e694c94f8a812f4c2ca897cf709,dgm_fraud_handles__a9a48e694c94f8a812f4c2ca897cf709
payuindia,Payment transaction platform,"New Delhi, India",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"new delhi, india",AAEntity,Payment transaction platform,,dgm_fraud_handles,37436338f2b8c6e871701504b4299766,dgm_fraud_handles__37436338f2b8c6e871701504b4299766
paypal,PayPal,"San Jose, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san jose, ca",Person,PayPal,,dgm_fraud_handles,ad69e733ebae8d264bccaa38d68830e8,dgm_fraud_handles__ad69e733ebae8d264bccaa38d68830e8
amzpymntservs,Amazon Payment Services,"Dubai, UAE",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"dubai, uae",Pipeline,Amazon Payment Services,,dgm_fraud_handles,1d66f6b7f76cb4acf9e48694c7019071,dgm_fraud_handles__1d66f6b7f76cb4acf9e48694c7019071
visa,Visa,"San Francisco, CA",counterfeit;fraud;aml;cryptocurrency_scam;skimming;counterfeit_company;resale_hastags;resale_mentions;scam,"san francisco, ca",ForeignMinistry,Visa,,dgm_fraud_handles,89fc0d6fe12b0e0c1af5c7a0373435a6,dgm_fraud_handles__89fc0d6fe12b0e0c1af5c7a0373435a6
ebay,eBay,"San Jose, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san jose, ca",Person,eBay,,dgm_fraud_handles,282539987a2276dd5259f8e745d668a1,dgm_fraud_handles__282539987a2276dd5259f8e745d668a1
ebaycanada,eBay Canada,"Toronto, Canada",fraud;scams;counterfeit;counterfeit_company;carding,"toronto, canada",DiplomaticFacilities,eBay Canada,,dgm_fraud_handles,be4d6286acbf0eea607306fbb6c05f3c,dgm_fraud_handles__be4d6286acbf0eea607306fbb6c05f3c
gumtree,Gumtree,"Richmond, UK",fraud;scams;counterfeit;counterfeit_company;carding,"richmond, uk",Wells,Gumtree,,dgm_fraud_handles,09b861f120bd8c656a98351eadce2eff,dgm_fraud_handles__09b861f120bd8c656a98351eadce2eff
gumtreeau,Gumtree Australia,"Sydney, Australia",fraud;scams;counterfeit;counterfeit_company;carding,"sydney, australia",Diplomat,Gumtree Australia,,dgm_fraud_handles,7c19450182d5bafaad99ac3f4737bf87,dgm_fraud_handles__7c19450182d5bafaad99ac3f4737bf87
grailed,Grailed,"New York, NY",fraud;scams;counterfeit;counterfeit_company;carding,"new york, ny",FTO,Grailed,,dgm_fraud_handles,d13be33d77f98eb33e12040e75d3dfc2,dgm_fraud_handles__d13be33d77f98eb33e12040e75d3dfc2
craigslist,Craigslist,"San Francisco, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san francisco, ca",Wells,Craigslist,,dgm_fraud_handles,6da9802d9c407641e29b3d2f93e189b9,dgm_fraud_handles__6da9802d9c407641e29b3d2f93e189b9
ebaydealscanada,eBay Deals Canada,"Toronto, Canada",fraud;scams;counterfeit;counterfeit_company;carding,"toronto, canada",Person,eBay Deals Canada,,dgm_fraud_handles,7affeb1cfbf7366b8130f718fb3b77a6,dgm_fraud_handles__7affeb1cfbf7366b8130f718fb3b77a6
ebayau,eBay Australia,"Sydney, Australia",fraud;scams;counterfeit;counterfeit_company;carding,"sydney, australia",LegislativeCommittee,eBay Australia,,dgm_fraud_handles,049dbac0aaf58f3b9e1b225bb42785c9,dgm_fraud_handles__049dbac0aaf58f3b9e1b225bb42785c9
hypebeast,HYPEBEAST,"Hong Kong, China",fraud;scams;counterfeit;counterfeit_company;carding,"hong kong, china",space,HYPEBEAST,,dgm_fraud_handles,3e0fec035398c8a6f39a83dde4823107,dgm_fraud_handles__3e0fec035398c8a6f39a83dde4823107
geeboads,Geebo,"Washington, DC",fraud;scams;counterfeit;counterfeit_company;carding,"washington, dc",CompanyKeyword,Geebo,,dgm_fraud_handles,d200f4c577e2149e6e30e7d6a93a42e8,dgm_fraud_handles__d200f4c577e2149e6e30e7d6a93a42e8
mercari_app,Mercari,"Palo Alto, CA",fraud;scams;counterfeit;counterfeit_company;carding,"palo alto, ca",Diplomat,Mercari,,dgm_fraud_handles,e98634f5cef8c0e013dcbc1d351ecc61,dgm_fraud_handles__e98634f5cef8c0e013dcbc1d351ecc61
wallapop,Wallapop,"Barcelona, Spain",fraud;scams;counterfeit;counterfeit_company;carding,"barcelona, spain",DiplomaticFacilities,Wallapop,,dgm_fraud_handles,0ecdcd01a5a6081d3c8e18a1ea975560,dgm_fraud_handles__0ecdcd01a5a6081d3c8e18a1ea975560
adevinta,Adevinta,"Oslo, Norway",fraud;scams;counterfeit;counterfeit_company;carding,"oslo, norway",Diplomat,Adevinta,,dgm_fraud_handles,529ffdeddf448e16ad364d2f6347f053,dgm_fraud_handles__529ffdeddf448e16ad364d2f6347f053
ebayde,eBay Germany,"Kleinmachnow, Germany",fraud;scams;counterfeit;counterfeit_company;carding,"kleinmachnow, germany",Person,eBay Germany,,dgm_fraud_handles,f47b612ac0cf2084f22d3b5f02dfe4b4,dgm_fraud_handles__f47b612ac0cf2084f22d3b5f02dfe4b4
ebay_fr,eBay France,"Paris, France",fraud;scams;counterfeit;counterfeit_company;carding,"paris, france",DiplomaticFacilities,eBay France,,dgm_fraud_handles,f8ff1f07f18bb90290249057fb5480d9,dgm_fraud_handles__f8ff1f07f18bb90290249057fb5480d9
askebay,Ask eBay,"San Jose, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san jose, ca",CompanyKeyword,Ask eBay,,dgm_fraud_handles,c42d13e0884ef9327c937ecf9dc6b6ea,dgm_fraud_handles__c42d13e0884ef9327c937ecf9dc6b6ea
ebay_uk,eBay UK,"London, UK",fraud;scams;counterfeit;counterfeit_company;carding,"london, uk",LegislativeCommittee,eBay UK,,dgm_fraud_handles,5399923e3cf7d8fb64df18c3049c1938,dgm_fraud_handles__5399923e3cf7d8fb64df18c3049c1938
amazonuk,Amazon UK,"London, UK",fraud;scams;counterfeit;counterfeit_company;carding,"london, uk",Consulates,Amazon UK,,dgm_fraud_handles,d75ded6bbc07c33d01e50ca2e55ac06c,dgm_fraud_handles__d75ded6bbc07c33d01e50ca2e55ac06c
ebaynewsroom,eBay Newsroom,"San Jose, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san jose, ca",Wells,eBay Newsroom,,dgm_fraud_handles,ba10347b6086bddae153cf8d1c594c80,dgm_fraud_handles__ba10347b6086bddae153cf8d1c594c80
offerup,Offer Up,"Bellevue, WA",fraud;scams;counterfeit;counterfeit_company;carding,"bellevue, wa",ForeignMinistry,Offer Up,,dgm_fraud_handles,6c05838565e8322d5952563d6e14ce7c,dgm_fraud_handles__6c05838565e8322d5952563d6e14ce7c
offerupsupport,Offer Up,"Bellevue, WA",fraud;scams;counterfeit;counterfeit_company;carding,"bellevue, wa",Exec,Offer Up,,dgm_fraud_handles,6c05838565e8322d5952563d6e14ce7c,dgm_fraud_handles__6c05838565e8322d5952563d6e14ce7c
poshmarkapp,PoshMark,"San Francisco, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san francisco, ca",Wells,PoshMark,,dgm_fraud_handles,cf89d2e8dfc5d3d911b87f2197db3116,dgm_fraud_handles__cf89d2e8dfc5d3d911b87f2197db3116
swappa,Swappa,"San Francisco, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san francisco, ca",ForeignMinister,Swappa,,dgm_fraud_handles,7729ad51539a31ef05a780cc5f20b915,dgm_fraud_handles__7729ad51539a31ef05a780cc5f20b915
locanto,Locanto,"San Francisco, CA",fraud;scams;counterfeit;counterfeit_company;carding,"san francisco, ca",News,Locanto,,dgm_fraud_handles,9c01ad438cdf0f5fe76026306499e0e5,dgm_fraud_handles__9c01ad438cdf0f5fe76026306499e0e5
trovit,Trovit,"Barcelona, Spain",fraud;scams;counterfeit;counterfeit_company;carding,"barcelona, spain",LegislativeCommittee,Trovit,,dgm_fraud_handles,053cb415e0fbe5bb05fa26de3caeab7e,dgm_fraud_handles__053cb415e0fbe5bb05fa26de3caeab7e
click_in,Click-In,"Delhi, India",fraud;scams;counterfeit;counterfeit_company;carding,"delhi, india",space,Click-In,,dgm_fraud_handles,5523381d59a19923d6900f7ae67e121d,dgm_fraud_handles__5523381d59a19923d6900f7ae67e121d
quikr,Quikr,"Delhi, India",fraud;scams;counterfeit;counterfeit_company;carding,"delhi, india",Wells,Quikr,,dgm_fraud_handles,248bbb5da2ddff64a54068c09bdfd5c0,dgm_fraud_handles__248bbb5da2ddff64a54068c09bdfd5c0
olx_india,OLX India,"Delhi, India",fraud;scams;counterfeit;counterfeit_company;carding,"delhi, india",Diplomat,OLX India,,dgm_fraud_handles,3f556cecb63a94685dd7c21641047ba3,dgm_fraud_handles__3f556cecb63a94685dd7c21641047ba3
olx_za,OLX South Africa,"Johannesburg, South Africa",fraud;scams;counterfeit;counterfeit_company;carding,"johannesburg, south africa",Organization,OLX South Africa,,dgm_fraud_handles,ee1db596f82c9a7805beb93241f7364e,dgm_fraud_handles__ee1db596f82c9a7805beb93241f7364e
kijiji,Kijiji,"Ottawa, Canada",fraud;scams;counterfeit;counterfeit_company;carding,"ottawa, canada",IndustryTerm,Kijiji,,dgm_fraud_handles,ce192a0634c46429ef505434f318aeae,dgm_fraud_handles__ce192a0634c46429ef505434f318aeae
preloved,Preloved,"London, UK",fraud;scams;counterfeit;counterfeit_company;carding,"london, uk",ForeignMinister,Preloved,,dgm_fraud_handles,bb8d056350d7c852dcc3a21d0a4b62af,dgm_fraud_handles__bb8d056350d7c852dcc3a21d0a4b62af
avforums,Avforums,"London, UK",fraud;scams;counterfeit;counterfeit_company;carding,"london, uk",Keyphrase,Avforums,,dgm_fraud_handles,7dc810eb21c179f2d51675dcaefc00b9,dgm_fraud_handles__7dc810eb21c179f2d51675dcaefc00b9
1tvnewsaf,1TVNewsAF,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,1TVNewsAF,,dgm_fraud_handles,0799112594e2e13b01514ff42dc84439,dgm_fraud_handles__0799112594e2e13b01514ff42dc84439
218tv,218TV,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,218TV,,dgm_fraud_handles,bc47ad40836d6b76c004b0ee03912cd9,dgm_fraud_handles__bc47ad40836d6b76c004b0ee03912cd9
47news,47NEWS,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,47NEWS,,dgm_fraud_handles,7314dca201f4e1c604acf3aa5f49c550,dgm_fraud_handles__7314dca201f4e1c604acf3aa5f49c550
4xinsight,4XInsight,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,4XInsight,,dgm_fraud_handles,c8cefb9a3f90b0fbc519f2e9d93ccf48,dgm_fraud_handles__c8cefb9a3f90b0fbc519f2e9d93ccf48
aacanli,AA Canlı,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Keyphrase,AA Canlı,,dgm_fraud_handles,650d19ba0e3edc9c8975cce1d139ead0,dgm_fraud_handles__650d19ba0e3edc9c8975cce1d139ead0
aaronblake,Aaron Blake,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,Aaron Blake,,dgm_fraud_handles,fa6d0b42bf3a7eed0d35c4475af5ed0e,dgm_fraud_handles__fa6d0b42bf3a7eed0d35c4475af5ed0e
propublica,ProPublica,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Exec,ProPublica,,dgm_fraud_handles,37231db424482288b9ba22cc23ec2081,dgm_fraud_handles__37231db424482288b9ba22cc23ec2081
aawsat_eng,Asharq Al-Awsat English,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Organization,Asharq Al-Awsat English,,dgm_fraud_handles,8070374c4e5b1f0888c5fdd5a479cc5a,dgm_fraud_handles__8070374c4e5b1f0888c5fdd5a479cc5a
aawsat_news,Asharq Al-Awsat,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Exec,Asharq Al-Awsat,,dgm_fraud_handles,35cf102e1881a2dc41051d79ae93fe8f,dgm_fraud_handles__35cf102e1881a2dc41051d79ae93fe8f
abcnews,ABC News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,ABC News,,dgm_fraud_handles,e54c7327740ee1e5123e3408fbf8394b,dgm_fraud_handles__e54c7327740ee1e5123e3408fbf8394b
abreureport,Abreu Report,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Abreu Report,,dgm_fraud_handles,1c945fbbd6fba1f01ca772e89275b18c,dgm_fraud_handles__1c945fbbd6fba1f01ca772e89275b18c
accendo_mike,Acendo Mike,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Exec,Acendo Mike,,dgm_fraud_handles,c9a82ddad4814905cc99cfdabb168e27,dgm_fraud_handles__c9a82ddad4814905cc99cfdabb168e27
adambienkov,Adam Bienkov,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Consulates,Adam Bienkov,,dgm_fraud_handles,d1820b07497502210807e3f65967d2c6,dgm_fraud_handles__d1820b07497502210807e3f65967d2c6
theatlantic,The Atlantic,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",DiplomaticFacilities,The Atlantic,,dgm_fraud_handles,7a4d189af4c9b6aaba17e044faabb9c5,dgm_fraud_handles__7a4d189af4c9b6aaba17e044faabb9c5
adhamiyahnews,Adhamiyah News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",DiplomaticFacilities,Adhamiyah News,,dgm_fraud_handles,7e5aff1906175edb5ef94931a8abc6fd,dgm_fraud_handles__7e5aff1906175edb5ef94931a8abc6fd
crweworld,Crwe World,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,Crwe World,,dgm_fraud_handles,7afc0fdf9b18d83e359dbd930ea7ac0c,dgm_fraud_handles__7afc0fdf9b18d83e359dbd930ea7ac0c
adityakalra,Aditya Kalra,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Aditya Kalra,,dgm_fraud_handles,17844839d6383c5e488b2db0029a22cf,dgm_fraud_handles__17844839d6383c5e488b2db0029a22cf
adveith,Adveith Nair,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinistry,Adveith Nair,,dgm_fraud_handles,9a953e99e5871ca587dae64cdb79393b,dgm_fraud_handles__9a953e99e5871ca587dae64cdb79393b
afp,AFP News Agency,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,AFP News Agency,,dgm_fraud_handles,0263381d4388a15188a1355fcdaf38f1,dgm_fraud_handles__0263381d4388a15188a1355fcdaf38f1
afpespanol,Agence France-Presse,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,Agence France-Presse,,dgm_fraud_handles,b30db38e5bd990ed4bf944880eb37703,dgm_fraud_handles__b30db38e5bd990ed4bf944880eb37703
afpfr,Agence France-Presse,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,Agence France-Presse,,dgm_fraud_handles,b30db38e5bd990ed4bf944880eb37703,dgm_fraud_handles__b30db38e5bd990ed4bf944880eb37703
airbuspress,Airbus Press,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Organization,Airbus Press,,dgm_fraud_handles,55441f69c3bc3db97192e93bdd1f56de,dgm_fraud_handles__55441f69c3bc3db97192e93bdd1f56de
