aircraft,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ten y-8 elint aew&c,ten Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,ten Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,543c10fcc898f604334e796c447e1cde,dgm_chineseaircrafttaiwan__543c10fcc898f604334e796c447e1cde
eleven y-8 elint aew&c,11 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,11 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,389b70148bbfdc3a7d3b58f82152823c,dgm_chineseaircrafttaiwan__389b70148bbfdc3a7d3b58f82152823c
twelve y-8 elint aew&c,12 Shaanxi Y-8 electronic intelligence airborne early warning and control,Pipeline,12 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,72e62c53c23d752042dd625dbd8a7f13,dgm_chineseaircrafttaiwan__72e62c53c23d752042dd625dbd8a7f13
thirteen y-8 elint aew&c,13 Shaanxi Y-8 electronic intelligence airborne early warning and control,Organization,13 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,344c14103f2c7e75ecaf2321778d649d,dgm_chineseaircrafttaiwan__344c14103f2c7e75ecaf2321778d649d
fourteen y-8 elint aew&c,14 Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,14 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,9291ef0060d72116828c30695a4f6765,dgm_chineseaircrafttaiwan__9291ef0060d72116828c30695a4f6765
fifteen y-8 elint aew&c,15 Shaanxi Y-8 electronic intelligence airborne early warning and control,Consulates,15 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,376aaccede512f1850dcbc9be953ecbd,dgm_chineseaircrafttaiwan__376aaccede512f1850dcbc9be953ecbd
sixteen y-8 elint aew&c,16 Shaanxi Y-8 electronic intelligence airborne early warning and control,Legislator,16 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cd7229ba0b80e7b59933d011d83e3f36,dgm_chineseaircrafttaiwan__cd7229ba0b80e7b59933d011d83e3f36
seventeen y-8 elint aew&c,17 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,17 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c8254833a9251120f325345195b21493,dgm_chineseaircrafttaiwan__c8254833a9251120f325345195b21493
eighteen y-8 elint aew&c,18 Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,18 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cfab493d7fa907fd0013a5aad94f91ef,dgm_chineseaircrafttaiwan__cfab493d7fa907fd0013a5aad94f91ef
nineteen y-8 elint aew&c,19 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,19 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4e214bb86c2c1ec25140037fccf58612,dgm_chineseaircrafttaiwan__4e214bb86c2c1ec25140037fccf58612
twenty y-8 elint aew&c,20 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,20 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,0e74ee4a057693e22445ec052eb288c9,dgm_chineseaircrafttaiwan__0e74ee4a057693e22445ec052eb288c9
twenty-one y-8 elint aew&c,21 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,21 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,7b8b451f12e185718345f9fe1a4130fd,dgm_chineseaircrafttaiwan__7b8b451f12e185718345f9fe1a4130fd
twenty-two y-8 elint aew&c,22 Shaanxi Y-8 electronic intelligence airborne early warning and control,AAEntity,22 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,8aa4af59bb8acc816fa5807d297a51cc,dgm_chineseaircrafttaiwan__8aa4af59bb8acc816fa5807d297a51cc
twenty-three y-8 elint aew&c,23 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinister,23 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a4298819151c3c5c007351db883854f2,dgm_chineseaircrafttaiwan__a4298819151c3c5c007351db883854f2
twenty-four y-8 elint aew&c,24 Shaanxi Y-8 electronic intelligence airborne early warning and control,FTO,24 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f945a13f2acad91b8c1bd6b13d639a6e,dgm_chineseaircrafttaiwan__f945a13f2acad91b8c1bd6b13d639a6e
twenty-five y-8 elint aew&c,25 Shaanxi Y-8 electronic intelligence airborne early warning and control,FTO,25 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,85245cfbc77156a849dfa6c8565f6121,dgm_chineseaircrafttaiwan__85245cfbc77156a849dfa6c8565f6121
twenty-six y-8 elint aew&c,26 Shaanxi Y-8 electronic intelligence airborne early warning and control,Shipping,26 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2315e23d87d08b46281ea0f38363bb76,dgm_chineseaircrafttaiwan__2315e23d87d08b46281ea0f38363bb76
twenty-seven y-8 elint aew&c,27 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,27 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,1421ba9d0e32f2fd072f155be5af9958,dgm_chineseaircrafttaiwan__1421ba9d0e32f2fd072f155be5af9958
twenty-eight y-8 elint aew&c,28 Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,28 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c5f5e77d1708162e61b297c6710e8100,dgm_chineseaircrafttaiwan__c5f5e77d1708162e61b297c6710e8100
twenty-nine y-8 elint aew&c,29 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,29 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c10210b63fbec65a4f3997d83bf44bf8,dgm_chineseaircrafttaiwan__c10210b63fbec65a4f3997d83bf44bf8
thirty y-8 elint aew&c,30 Shaanxi Y-8 electronic intelligence airborne early warning and control,Consulates,30 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4242d4fbf30b45cb7594d2a9256a0f3c,dgm_chineseaircrafttaiwan__4242d4fbf30b45cb7594d2a9256a0f3c
thirty-one y-8 elint aew&c,31 Shaanxi Y-8 electronic intelligence airborne early warning and control,FTO,31 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,370690fa4b1c675d2055b1c4574d1547,dgm_chineseaircrafttaiwan__370690fa4b1c675d2055b1c4574d1547
thirty-two y-8 elint aew&c,32 Shaanxi Y-8 electronic intelligence airborne early warning and control,AAEntity,32 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,b3835f266fdaaacab2c809b70feacff6,dgm_chineseaircrafttaiwan__b3835f266fdaaacab2c809b70feacff6
thirty-three y-8 elint aew&c,33 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,33 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,55ae7a33ab2eaace3fcf74f6f03ecb6b,dgm_chineseaircrafttaiwan__55ae7a33ab2eaace3fcf74f6f03ecb6b
thirty-four y-8 elint aew&c,34 Shaanxi Y-8 electronic intelligence airborne early warning and control,Legislator,34 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,ff454cff1fcd073fc25afd1e65f8db73,dgm_chineseaircrafttaiwan__ff454cff1fcd073fc25afd1e65f8db73
thirty-five y-8 elint aew&c,35 Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,35 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a25932e54b94708d5131a6932724e097,dgm_chineseaircrafttaiwan__a25932e54b94708d5131a6932724e097
thirty-six y-8 elint aew&c,36 Shaanxi Y-8 electronic intelligence airborne early warning and control,Exec,36 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,48c17c37da23d53a8b6234f5d93f516d,dgm_chineseaircrafttaiwan__48c17c37da23d53a8b6234f5d93f516d
thirty-seven y-8 elint aew&c,37 Shaanxi Y-8 electronic intelligence airborne early warning and control,AAEntity,37 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,80ed749d5441de6a0f9de5ed38ab51f6,dgm_chineseaircrafttaiwan__80ed749d5441de6a0f9de5ed38ab51f6
thirty-eight y-8 elint aew&c,38 Shaanxi Y-8 electronic intelligence airborne early warning and control,Organization,38 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,57c713027cb80255409c2d57e9a3ce8b,dgm_chineseaircrafttaiwan__57c713027cb80255409c2d57e9a3ce8b
thirty-nine y-8 elint aew&c,39 Shaanxi Y-8 electronic intelligence airborne early warning and control,space,39 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f997ab6e416a65224081060aaa4d4f9d,dgm_chineseaircrafttaiwan__f997ab6e416a65224081060aaa4d4f9d
forty y-8 elint aew&c,40 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,40 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,961fe65b6e6fd5ae7a2eeb4bcc455d66,dgm_chineseaircrafttaiwan__961fe65b6e6fd5ae7a2eeb4bcc455d66
forty-one y-8 elint aew&c,41 Shaanxi Y-8 electronic intelligence airborne early warning and control,Consulates,41 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2763e8f2b0d2ccb67d9185c386f5be5f,dgm_chineseaircrafttaiwan__2763e8f2b0d2ccb67d9185c386f5be5f
forty-two y-8 elint aew&c,42 Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,42 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4aa3245902ea197b14eaccedef77a758,dgm_chineseaircrafttaiwan__4aa3245902ea197b14eaccedef77a758
forty-three y-8 elint aew&c,43 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,43 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2a170def87ee97a63460a2c99f961dbf,dgm_chineseaircrafttaiwan__2a170def87ee97a63460a2c99f961dbf
forty-four y-8 elint aew&c,44 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,44 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a41fcde518dd13395706a4707d1f9a64,dgm_chineseaircrafttaiwan__a41fcde518dd13395706a4707d1f9a64
forty-five y-8 elint aew&c,45 Shaanxi Y-8 electronic intelligence airborne early warning and control,Media,45 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cb32012bcf2b16ae11b64a505b5a6d41,dgm_chineseaircrafttaiwan__cb32012bcf2b16ae11b64a505b5a6d41
forty-six y-8 elint aew&c,46 Shaanxi Y-8 electronic intelligence airborne early warning and control,Media,46 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f215c1ab4780c22a4da54cff52c50bbf,dgm_chineseaircrafttaiwan__f215c1ab4780c22a4da54cff52c50bbf
forty-seven y-8 elint aew&c,47 Shaanxi Y-8 electronic intelligence airborne early warning and control,Keyphrase,47 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,21bcf175844aff1cf798fa68e206346b,dgm_chineseaircrafttaiwan__21bcf175844aff1cf798fa68e206346b
forty-eight y-8 elint aew&c,48 Shaanxi Y-8 electronic intelligence airborne early warning and control,CompanyKeyword,48 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,b94f74fac19fdcf963ce0b2f8cdbbd78,dgm_chineseaircrafttaiwan__b94f74fac19fdcf963ce0b2f8cdbbd78
forty-nine y-8 elint aew&c,49 Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,49 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,314415cf5348c9889804f1d9ee2034cb,dgm_chineseaircrafttaiwan__314415cf5348c9889804f1d9ee2034cb
fifty y-8 elint aew&c,50 Shaanxi Y-8 electronic intelligence airborne early warning and control,Pipeline,50 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,00d1001576381a82a7a1920d517be095,dgm_chineseaircrafttaiwan__00d1001576381a82a7a1920d517be095
one elint aew&c,one Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,one Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,1e4d9926c820f06cab6d054b5f0f6a1a,dgm_chineseaircrafttaiwan__1e4d9926c820f06cab6d054b5f0f6a1a
two elint aew&c,two Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,two Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,3aae3961a55603edcb0eba32c4e1d583,dgm_chineseaircrafttaiwan__3aae3961a55603edcb0eba32c4e1d583
three elint aew&c,three Shaanxi Y-8 electronic intelligence airborne early warning and control,Person,three Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,b5eab042c93ad0bfb2c447ad0e568815,dgm_chineseaircrafttaiwan__b5eab042c93ad0bfb2c447ad0e568815
four elint aew&c,four Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,four Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,58a0fa2a918d13313a5bbe2a2bb8d9e7,dgm_chineseaircrafttaiwan__58a0fa2a918d13313a5bbe2a2bb8d9e7
five elint aew&c,five Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,five Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,76ff7eed05a7a07e3909d0c5705bce47,dgm_chineseaircrafttaiwan__76ff7eed05a7a07e3909d0c5705bce47
six elint aew&c,six Shaanxi Y-8 electronic intelligence airborne early warning and control,Pipeline,six Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f195e6743b4fc7994ea8d47a0942562a,dgm_chineseaircrafttaiwan__f195e6743b4fc7994ea8d47a0942562a
seven elint aew&c,seven Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,seven Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,3cea1b79e53b4773cc985fd11ebdf204,dgm_chineseaircrafttaiwan__3cea1b79e53b4773cc985fd11ebdf204
eight elint aew&c,eight Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,eight Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,58f884b4c41ac0db6bf65c15d0dee1cc,dgm_chineseaircrafttaiwan__58f884b4c41ac0db6bf65c15d0dee1cc
nine elint aew&c,nine Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,nine Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,336322a0415583d94b11474e765da3e3,dgm_chineseaircrafttaiwan__336322a0415583d94b11474e765da3e3
ten elint aew&c,ten Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,ten Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,543c10fcc898f604334e796c447e1cde,dgm_chineseaircrafttaiwan__543c10fcc898f604334e796c447e1cde
eleven elint aew&c,11 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,11 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,389b70148bbfdc3a7d3b58f82152823c,dgm_chineseaircrafttaiwan__389b70148bbfdc3a7d3b58f82152823c
twelve elint aew&c,12 Shaanxi Y-8 electronic intelligence airborne early warning and control,Organization,12 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,72e62c53c23d752042dd625dbd8a7f13,dgm_chineseaircrafttaiwan__72e62c53c23d752042dd625dbd8a7f13
thirteen elint aew&c,13 Shaanxi Y-8 electronic intelligence airborne early warning and control,space,13 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,344c14103f2c7e75ecaf2321778d649d,dgm_chineseaircrafttaiwan__344c14103f2c7e75ecaf2321778d649d
fourteen elint aew&c,14 Shaanxi Y-8 electronic intelligence airborne early warning and control,AAEntity,14 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,9291ef0060d72116828c30695a4f6765,dgm_chineseaircrafttaiwan__9291ef0060d72116828c30695a4f6765
fifteen elint aew&c,15 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,15 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,376aaccede512f1850dcbc9be953ecbd,dgm_chineseaircrafttaiwan__376aaccede512f1850dcbc9be953ecbd
sixteen elint aew&c,16 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinister,16 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cd7229ba0b80e7b59933d011d83e3f36,dgm_chineseaircrafttaiwan__cd7229ba0b80e7b59933d011d83e3f36
seventeen elint aew&c,17 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,17 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c8254833a9251120f325345195b21493,dgm_chineseaircrafttaiwan__c8254833a9251120f325345195b21493
eighteen elint aew&c,18 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,18 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cfab493d7fa907fd0013a5aad94f91ef,dgm_chineseaircrafttaiwan__cfab493d7fa907fd0013a5aad94f91ef
nineteen elint aew&c,19 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,19 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4e214bb86c2c1ec25140037fccf58612,dgm_chineseaircrafttaiwan__4e214bb86c2c1ec25140037fccf58612
twenty elint aew&c,20 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,20 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,0e74ee4a057693e22445ec052eb288c9,dgm_chineseaircrafttaiwan__0e74ee4a057693e22445ec052eb288c9
twenty-one elint aew&c,21 Shaanxi Y-8 electronic intelligence airborne early warning and control,AAEntity,21 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,7b8b451f12e185718345f9fe1a4130fd,dgm_chineseaircrafttaiwan__7b8b451f12e185718345f9fe1a4130fd
twenty-two elint aew&c,22 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,22 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,8aa4af59bb8acc816fa5807d297a51cc,dgm_chineseaircrafttaiwan__8aa4af59bb8acc816fa5807d297a51cc
twenty-three elint aew&c,23 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,23 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a4298819151c3c5c007351db883854f2,dgm_chineseaircrafttaiwan__a4298819151c3c5c007351db883854f2
twenty-four elint aew&c,24 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,24 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f945a13f2acad91b8c1bd6b13d639a6e,dgm_chineseaircrafttaiwan__f945a13f2acad91b8c1bd6b13d639a6e
twenty-five elint aew&c,25 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinister,25 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,85245cfbc77156a849dfa6c8565f6121,dgm_chineseaircrafttaiwan__85245cfbc77156a849dfa6c8565f6121
twenty-six elint aew&c,26 Shaanxi Y-8 electronic intelligence airborne early warning and control,Organization,26 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2315e23d87d08b46281ea0f38363bb76,dgm_chineseaircrafttaiwan__2315e23d87d08b46281ea0f38363bb76
twenty-seven elint aew&c,27 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,27 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,1421ba9d0e32f2fd072f155be5af9958,dgm_chineseaircrafttaiwan__1421ba9d0e32f2fd072f155be5af9958
twenty-eight elint aew&c,28 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,28 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c5f5e77d1708162e61b297c6710e8100,dgm_chineseaircrafttaiwan__c5f5e77d1708162e61b297c6710e8100
twenty-nine elint aew&c,29 Shaanxi Y-8 electronic intelligence airborne early warning and control,Person,29 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,c10210b63fbec65a4f3997d83bf44bf8,dgm_chineseaircrafttaiwan__c10210b63fbec65a4f3997d83bf44bf8
thirty elint aew&c,30 Shaanxi Y-8 electronic intelligence airborne early warning and control,Wells,30 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4242d4fbf30b45cb7594d2a9256a0f3c,dgm_chineseaircrafttaiwan__4242d4fbf30b45cb7594d2a9256a0f3c
thirty-one elint aew&c,31 Shaanxi Y-8 electronic intelligence airborne early warning and control,Refinery,31 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,370690fa4b1c675d2055b1c4574d1547,dgm_chineseaircrafttaiwan__370690fa4b1c675d2055b1c4574d1547
thirty-two elint aew&c,32 Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,32 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,b3835f266fdaaacab2c809b70feacff6,dgm_chineseaircrafttaiwan__b3835f266fdaaacab2c809b70feacff6
thirty-three elint aew&c,33 Shaanxi Y-8 electronic intelligence airborne early warning and control,Pipeline,33 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,55ae7a33ab2eaace3fcf74f6f03ecb6b,dgm_chineseaircrafttaiwan__55ae7a33ab2eaace3fcf74f6f03ecb6b
thirty-four elint aew&c,34 Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,34 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,ff454cff1fcd073fc25afd1e65f8db73,dgm_chineseaircrafttaiwan__ff454cff1fcd073fc25afd1e65f8db73
thirty-five elint aew&c,35 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,35 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a25932e54b94708d5131a6932724e097,dgm_chineseaircrafttaiwan__a25932e54b94708d5131a6932724e097
thirty-six elint aew&c,36 Shaanxi Y-8 electronic intelligence airborne early warning and control,Exec,36 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,48c17c37da23d53a8b6234f5d93f516d,dgm_chineseaircrafttaiwan__48c17c37da23d53a8b6234f5d93f516d
thirty-seven elint aew&c,37 Shaanxi Y-8 electronic intelligence airborne early warning and control,Diplomat,37 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,80ed749d5441de6a0f9de5ed38ab51f6,dgm_chineseaircrafttaiwan__80ed749d5441de6a0f9de5ed38ab51f6
thirty-eight elint aew&c,38 Shaanxi Y-8 electronic intelligence airborne early warning and control,IndustryTerm,38 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,57c713027cb80255409c2d57e9a3ce8b,dgm_chineseaircrafttaiwan__57c713027cb80255409c2d57e9a3ce8b
thirty-nine elint aew&c,39 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,39 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f997ab6e416a65224081060aaa4d4f9d,dgm_chineseaircrafttaiwan__f997ab6e416a65224081060aaa4d4f9d
forty elint aew&c,40 Shaanxi Y-8 electronic intelligence airborne early warning and control,space,40 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,961fe65b6e6fd5ae7a2eeb4bcc455d66,dgm_chineseaircrafttaiwan__961fe65b6e6fd5ae7a2eeb4bcc455d66
forty-one elint aew&c,41 Shaanxi Y-8 electronic intelligence airborne early warning and control,space,41 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2763e8f2b0d2ccb67d9185c386f5be5f,dgm_chineseaircrafttaiwan__2763e8f2b0d2ccb67d9185c386f5be5f
forty-two elint aew&c,42 Shaanxi Y-8 electronic intelligence airborne early warning and control,CompanyKeyword,42 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,4aa3245902ea197b14eaccedef77a758,dgm_chineseaircrafttaiwan__4aa3245902ea197b14eaccedef77a758
forty-three elint aew&c,43 Shaanxi Y-8 electronic intelligence airborne early warning and control,CompanyKeyword,43 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,2a170def87ee97a63460a2c99f961dbf,dgm_chineseaircrafttaiwan__2a170def87ee97a63460a2c99f961dbf
forty-four elint aew&c,44 Shaanxi Y-8 electronic intelligence airborne early warning and control,DiplomaticFacilities,44 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,a41fcde518dd13395706a4707d1f9a64,dgm_chineseaircrafttaiwan__a41fcde518dd13395706a4707d1f9a64
forty-five elint aew&c,45 Shaanxi Y-8 electronic intelligence airborne early warning and control,LegislativeCommittee,45 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,cb32012bcf2b16ae11b64a505b5a6d41,dgm_chineseaircrafttaiwan__cb32012bcf2b16ae11b64a505b5a6d41
forty-six elint aew&c,46 Shaanxi Y-8 electronic intelligence airborne early warning and control,ForeignMinistry,46 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,f215c1ab4780c22a4da54cff52c50bbf,dgm_chineseaircrafttaiwan__f215c1ab4780c22a4da54cff52c50bbf
forty-seven elint aew&c,47 Shaanxi Y-8 electronic intelligence airborne early warning and control,Organization,47 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,21bcf175844aff1cf798fa68e206346b,dgm_chineseaircrafttaiwan__21bcf175844aff1cf798fa68e206346b
forty-eight elint aew&c,48 Shaanxi Y-8 electronic intelligence airborne early warning and control,News,48 Shaanxi Y-8 electronic intelligence airborne early warning and control,,dgm_chineseaircrafttaiwan,b94f74fac19fdcf963ce0b2f8cdbbd78,dgm_chineseaircrafttaiwan__b94f74fac19fdcf963ce0b2f8cdbbd78
