org,caption_name,guid,hq_address,hq_lat,hq_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
palo alto software,Palo Alto Software,0a83692ffa77e3b43873fb69088cc890,"Palo Alto Software,Eugene, Oregon, United States",44.049762,-123.0931081,ForeignMinister,Palo Alto Software,,IOC_org_copy,9563c584fe7a3f9cd8f9f05b4a22fc4d,IOC_org_copy__9563c584fe7a3f9cd8f9f05b4a22fc4d
deliveroo,Deliveroo,,"Deliveroo, London, United Kingdom",51.5433652,-0.1148226,Person,Deliveroo,,IOC_org_copy,6e76e8fc9f02e47e7ca84fe57b141132,IOC_org_copy__6e76e8fc9f02e47e7ca84fe57b141132
shipt,Shipt,,"Shipt, Birmingham, Alabama, United States",33.5175416,-86.8082301,Shipping,Shipt,,IOC_org_copy,4e140ad5e89a70312cc939025d7201e5,IOC_org_copy__4e140ad5e89a70312cc939025d7201e5
binary.com,Binary.com,,"Binary.com, Saint Vincent and the Grenadines",37.7932977,-122.4226656,Exec,Binary.com,,IOC_org_copy,862272b59ec8279d3ecc2d894a2bb269,IOC_org_copy__862272b59ec8279d3ecc2d894a2bb269
casper,Casper,,"Casper, New York City, NY, United States",40.7114614,-74.011949,IndustryTerm,Casper,,IOC_org_copy,e864a59d5d3fb7d439dd4ddd4797ab22,IOC_org_copy__e864a59d5d3fb7d439dd4ddd4797ab22
trustpilot,Trustpilot,,"Trustpilot, Copenhagen, Denmark",55.6819113,12.5782437,IndustryTerm,Trustpilot,,IOC_org_copy,ecce95287303488cc5b252dfaf449abc,IOC_org_copy__ecce95287303488cc5b252dfaf449abc
the internet,The Internet,,"The Internet, Los Angeles, CA, United States",34.0481615,-118.2559876,CompanyKeyword,The Internet,,IOC_org_copy,1908c6cd3a2f276b4fb5c2b631e27a18,IOC_org_copy__1908c6cd3a2f276b4fb5c2b631e27a18
bitso,Bitso,,"Bitso, Campos Eliseos, México DF, México",19.4295734,-99.2030249,Diplomat,Bitso,,IOC_org_copy,dd194211894e7e5cd8e6845c533a0848,IOC_org_copy__dd194211894e7e5cd8e6845c533a0848
equifax,Equifax,0e3be804f379750d14f52fb8a7857b6d,"Equifax, Atlanta, Georgia, United States",33.7967129,-84.3887262,Keyphrase,Equifax,,IOC_org_copy,eac48dd6ddeeb9c824e92abc3d865c79,IOC_org_copy__eac48dd6ddeeb9c824e92abc3d865c79
upserve,Upserve,,"Upserve, Providence, Rhode Island, United States",41.823982,-71.411865,News,Upserve,,IOC_org_copy,a469ddf4d11bb71398d0cee681a5d2e7,IOC_org_copy__a469ddf4d11bb71398d0cee681a5d2e7
clario,Clario,,"Clario, Dubai, UAE",25.1163586,55.3901723,Pipeline,Clario,,IOC_org_copy,ac0df556a7732e3d7ec1b52c047a0533,IOC_org_copy__ac0df556a7732e3d7ec1b52c047a0533
urban dictionary,Urban Dictionary,,"Urban Dictionary, San Francisco, CA, United States",37.7749295,-122.4194155,LegislativeCommittee,Urban Dictionary,,IOC_org_copy,2066459cd54f7b74590c924fbebaffb8,IOC_org_copy__2066459cd54f7b74590c924fbebaffb8
discourse,Discourse,,"Discourse, San Francisco Bay Area, CA, United States",37.7620372,-122.4267226,space,Discourse,,IOC_org_copy,adc0912748756fd9f53de55d50b06bde,IOC_org_copy__adc0912748756fd9f53de55d50b06bde
rocket.chat,Rocket.Chat,,"Rocket.Chat, Porto Alegre, Rio Grande do Sul, Brazil",-30.0359503,-51.162236,AAEntity,Rocket.Chat,,IOC_org_copy,dbab6219057d39f16455a9affaca6c7e,IOC_org_copy__dbab6219057d39f16455a9affaca6c7e
capital one,Capital One,11a15878b8b8b4b13fc8246f628fa84b,"Capital One HQ, McLean, VA, USA",38.9259133,-77.211932,CompanyKeyword,Capital One,,IOC_org_copy,69d59a17f8e7d182ae0e0368c9eec9ac,IOC_org_copy__69d59a17f8e7d182ae0e0368c9eec9ac
topcoder,Topcoder,,"Topcoder, Glastonbury, CT, United States",41.6861794,-72.5450779,Person,Topcoder,,IOC_org_copy,84eb110c3ff9f88bded597db25f4f4a7,IOC_org_copy__84eb110c3ff9f88bded597db25f4f4a7
crypto.com,Crypto.com,,"Crypto.com, Sai Wan, Hong Kong Island, Hong Kong",22.2847349,114.1509156,Shipping,Crypto.com,,IOC_org_copy,27f7e78bb560ecd740b61d529bc4db06,IOC_org_copy__27f7e78bb560ecd740b61d529bc4db06
goldman sachs,Goldman Sachs,d7da147afcfd4a6f38e43898c7054765,"The Goldman Sachs Group HQ, New York, NY, USA",40.7148391,-74.0144076,Diplomat,Goldman Sachs,,IOC_org_copy,d81a3a023d342920551254d6f821d7b2,IOC_org_copy__d81a3a023d342920551254d6f821d7b2
robinhood,Robinhood,1dbbdf520113911ec2b69c72c230a40b,"Robinhood, Menlo Park, CA, United States",37.4544245,-122.164937,Diplomat,Robinhood,,IOC_org_copy,9edefa91d42fbdafe3ac64065c9d503b,IOC_org_copy__9edefa91d42fbdafe3ac64065c9d503b
datastax,DataStax,,"Datastax, Santa Clara, California, United States",37.3871315,-121.9739272,Keyphrase,DataStax,,IOC_org_copy,9b036bd16dbe90073ac1641ffc2be472,IOC_org_copy__9b036bd16dbe90073ac1641ffc2be472
nutanix,Nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,"Nutanix, San Jose, CA, United States",37.367648,-121.9181103,Consulates,Nutanix,,IOC_org_copy,bb88c75c573c51be16c7d85804e7a9fe,IOC_org_copy__bb88c75c573c51be16c7d85804e7a9fe
bime,Bime,,"Bime, Montpellier, Languedoc-Roussillon, France",43.6092379,3.8841848,Organization,Bime,,IOC_org_copy,c4071cd725b46174a198b23d366ac18b,IOC_org_copy__c4071cd725b46174a198b23d366ac18b
lifeomic,LifeOmic,,"LifeOmic, Indianapolis, IN, United States",39.7806776,-86.1656211,IndustryTerm,LifeOmic,,IOC_org_copy,a4dc28ac14f8b6cf1055fa4c9134adb8,IOC_org_copy__a4dc28ac14f8b6cf1055fa4c9134adb8
lyst,Lyst,,"Lyst, London, England, United Kingdom",51.5102172,-0.0814079,Diplomat,Lyst,,IOC_org_copy,0fa968e51b5a323fcca154d7886ea1d4,IOC_org_copy__0fa968e51b5a323fcca154d7886ea1d4
blockchain,Blockchain,,"Blockchain, London, England, United Kingdom",51.5032401,-0.0920083,Keyphrase,Blockchain,,IOC_org_copy,3cc377f79bda308c750459a2caf7fc38,IOC_org_copy__3cc377f79bda308c750459a2caf7fc38
"owox, inc.","OWOX, Inc.",,"OWOX, Inc., Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",48.458289,35.069506,Diplomat,"OWOX, Inc.",,IOC_org_copy,49cc271e4ea1fa469001c6aeca632abd,IOC_org_copy__49cc271e4ea1fa469001c6aeca632abd
lowe's response,Lowe's Response,,"Lowe's Response,",36.418518,-94.224178,Exec,Lowe's Response,,IOC_org_copy,7b8579c2841dbdbdaad7ad5474c91548,IOC_org_copy__7b8579c2841dbdbdaad7ad5474c91548
avito,Avito,,"Avito, Moscow, Moscow City, Russian Federation",55.7785944,37.587925,Keyphrase,Avito,,IOC_org_copy,3e904370b069b9a59297be7f4603f6c4,IOC_org_copy__3e904370b069b9a59297be7f4603f6c4
netlify,Netlify,,"Netlify, San Francisco, CA, United States",37.7596149,-122.3881892,Person,Netlify,,IOC_org_copy,4cde4dfabc445d8ebe90e7d43ade369c,IOC_org_copy__4cde4dfabc445d8ebe90e7d43ade369c
nintendo,Nintendo,f0397455f681e1df28bf6a4ae93c9527,"Ninentdo, Redmond, WA, United States",47.6540053,-122.1416157,Diplomat,Nintendo,,IOC_org_copy,073b7e4ff1d153a52b07eadb5898cb92,IOC_org_copy__073b7e4ff1d153a52b07eadb5898cb92
smule,Smule,,"Smule, San Francisco, CA, United States",37.5577221,-121.9718755,Refinery,Smule,,IOC_org_copy,2ec2006634d619a879f5c3bddb448c1a,IOC_org_copy__2ec2006634d619a879f5c3bddb448c1a
pixiv,pixiv,,"Pixiv, Tokyo, Tokyo, Japan",35.6809695,139.7067524,AAEntity,pixiv,,IOC_org_copy,5193c417ef2a517505a3f2305b05c84e,IOC_org_copy__5193c417ef2a517505a3f2305b05c84e
magisto,Magisto,,"Magisto, Menlo Park, CA, United States",37.4529598,-122.1817252,CompanyKeyword,Magisto,,IOC_org_copy,21b96fff152141d960058fd76d2608f4,IOC_org_copy__21b96fff152141d960058fd76d2608f4
mainwp,MainWP,,"San Francisco, CA, United States",28.3309093,-82.5708154,Diplomat,MainWP,,IOC_org_copy,d4449b29c50100be718dd971d1871aab,IOC_org_copy__d4449b29c50100be718dd971d1871aab
python (ibb),Python (IBB),,"Python, Delaware, US",44.419405,26.117398,Pipeline,Python (IBB),,IOC_org_copy,786c08a310e66fcfd0c962f0c0e55bd7,IOC_org_copy__786c08a310e66fcfd0c962f0c0e55bd7
localize,Localize,,"Localize, New York City, NY, United States",40.7351381,-73.9882447,Refinery,Localize,,IOC_org_copy,e2a96711de575dd24b90c0b2777f88b8,IOC_org_copy__e2a96711de575dd24b90c0b2777f88b8
rubygems,RubyGems,,"RubyGems,",37.7932977,-122.4226656,Wells,RubyGems,,IOC_org_copy,f95b2ed3c681ac9ef78acfe002ef67f5,IOC_org_copy__f95b2ed3c681ac9ef78acfe002ef67f5
smartsheet,Smartsheet,c1e92dbcc0398cc5b725488e1b8cbc7f,"Smartsheet, Bellevue, WA, United States",47.6175814,-122.2001491,Media,Smartsheet,,IOC_org_copy,668bff45b897f48b773b954be511d3d0,IOC_org_copy__668bff45b897f48b773b954be511d3d0
cs money,CS Money,,"CS Money,  Limassol, Cyprus",34.6881693,33.0677751,Exec,CS Money,,IOC_org_copy,1c66eab6ce05a66f2ea0ad45c561a3cc,IOC_org_copy__1c66eab6ce05a66f2ea0ad45c561a3cc
helium,Helium,,"Helium, San Francisco, CA, United States",37.7542515,-122.3874579,Wells,Helium,,IOC_org_copy,baa8b7cbfdc69e07e225af7707db35a4,IOC_org_copy__baa8b7cbfdc69e07e225af7707db35a4
glasswire,GlassWire,,"GlassWire, Austin, TX, United States",30.267153,-97.7430608,Wells,GlassWire,,IOC_org_copy,407cc7b58ba34d4afbdf770e41fccb0a,IOC_org_copy__407cc7b58ba34d4afbdf770e41fccb0a
figma,Figma,,"Figma, San Francisco, CA, United States",37.787132,-122.4004956,Diplomat,Figma,,IOC_org_copy,a86fc3430821f57f16c0c8b000acf401,IOC_org_copy__a86fc3430821f57f16c0c8b000acf401
wells fargo,Wells Fargo,d9d5c8ff5b1f43a93a3991d4472355af,"Wells Fargo HQ, San Francisco, CA, USA",37.7889704,-122.4013125,space,Wells Fargo,,IOC_org_copy,db9756cc1ba8953cec0b0d95989cfe39,IOC_org_copy__db9756cc1ba8953cec0b0d95989cfe39
recargapay,RecargaPay,,"RecargaPay, São Paulo, Sao Paulo, Brazil",37.7932977,-122.4226656,CompanyKeyword,RecargaPay,,IOC_org_copy,ab525790c3e4c2cb981d95395fb9e520,IOC_org_copy__ab525790c3e4c2cb981d95395fb9e520
mattermost,Mattermost,,"Mattermost, Palo Alto, CA, United States",37.4493401,-122.1599696,News,Mattermost,,IOC_org_copy,ecb6ff3992a12e3be49b73ca8a11f5c5,IOC_org_copy__ecb6ff3992a12e3be49b73ca8a11f5c5
flickr,Flickr,,"Flickr, Sunnyvale, CA, United States",37.36883,-122.0363496,DiplomaticFacilities,Flickr,,IOC_org_copy,3b0f3a25d07e5d9dbdf98db15ee70410,IOC_org_copy__3b0f3a25d07e5d9dbdf98db15ee70410
endless group,Endless Group,,"Endless Group, Leeds, England, United Kingdom",53.7950468,-1.5518528,Organization,Endless Group,,IOC_org_copy,269b7f9c1d51245a9c6a710cb191024e,IOC_org_copy__269b7f9c1d51245a9c6a710cb191024e
top echelon software,Top Echelon Software,,"Top Echelon Software, Canton, OH, United States",40.8525858,-81.4342782,Legislator,Top Echelon Software,,IOC_org_copy,9c4e6198108de4d5692cc109de56f028,IOC_org_copy__9c4e6198108de4d5692cc109de56f028
pillar project worldwide limited,Pillar Project Worldwide Limited,,"Pillar Project Worldwide Limited, London, England, United Kingdom",51.5214493,-0.0816498,space,Pillar Project Worldwide Limited,,IOC_org_copy,af29b28090f844f837e49a249b889838,IOC_org_copy__af29b28090f844f837e49a249b889838
duckduckgo,DuckDuckGo,,"DuckDuckGo, Paoli, PA, United States",40.0410992,-75.4868806,Exec,DuckDuckGo,,IOC_org_copy,ab8415dd5798a360323ce06beaf30c35,IOC_org_copy__ab8415dd5798a360323ce06beaf30c35
plaid,Plaid,,"Plaid, San Francisco, CA, United States",37.7697277,-122.420386,Wells,Plaid,,IOC_org_copy,03362dc30038a0ccea05686c58617903,IOC_org_copy__03362dc30038a0ccea05686c58617903
prospect.io,Prospect.io,,"Prospect.io, Brussels, Brussels Hoofdstedelijk Gewest, Belgium",50.8503396,4.3517103,Wells,Prospect.io,,IOC_org_copy,99e15ec2ddf7d34783825297814df0ff,IOC_org_copy__99e15ec2ddf7d34783825297814df0ff
yoti,Yoti,,"Yoti, London, England, United Kingdom",51.5366987,0.036458,Media,Yoti,,IOC_org_copy,31335710cd25be05dddbc3d088528484,IOC_org_copy__31335710cd25be05dddbc3d088528484
sixt gmbh & co. autovermietung kg,Sixt GmbH & Co. Autovermietung KG,8ae33e6c24cc49723700b73866771bb9,"Sixt GmbH & Co. Autovermietung KG, Pullach, Germany",48.0429973,11.5111172,Diplomat,Sixt GmbH & Co. Autovermietung KG,,IOC_org_copy,f0e5b2dce0b35bdb854a223eb38468f5,IOC_org_copy__f0e5b2dce0b35bdb854a223eb38468f5
phabricator,Phabricator,,"Phabricator, Palo Alto, CA, United States",37.4274745,-122.169719,Wells,Phabricator,,IOC_org_copy,e2655d78af0ba0e0d81b36877d5a0875,IOC_org_copy__e2655d78af0ba0e0d81b36877d5a0875
ruby on rails,Ruby on Rails,,"Ruby on Rails, Cimahi, West Java, Indonesia",-6.8687942,107.5452588,Keyphrase,Ruby on Rails,,IOC_org_copy,d41a9e3915fd905f6427a8e3770546cf,IOC_org_copy__d41a9e3915fd905f6427a8e3770546cf
pubg,PUBG,,"PUBG, Seoul, Seoul-t'ukpyolsi, South Korea",43.4722854,-80.5448576,Pipeline,PUBG,,IOC_org_copy,08eaad4d1b81d10105a353f805f0a1ce,IOC_org_copy__08eaad4d1b81d10105a353f805f0a1ce
ozon,Ozon,,"Ozon, Moscow, Moscow City, Russian Federation",55.7471356,37.5366912,Pipeline,Ozon,,IOC_org_copy,63dad0e8bf81ba03d794bbebe225635e,IOC_org_copy__63dad0e8bf81ba03d794bbebe225635e
eobot,Eobot,,"Eobot, Los Angeles, CA, United States",34.040408,-118.443431,Consulates,Eobot,,IOC_org_copy,5b407819085ef436a5a0a70f4228fe8b,IOC_org_copy__5b407819085ef436a5a0a70f4228fe8b
qulture.rocks,Qulture.Rocks,,"Qulture.Rocks, San Francisco, CA, United States",37.7941378,-122.4077914,ForeignMinister,Qulture.Rocks,,IOC_org_copy,57739fbb4d74b8ba07164237c1c6a363,IOC_org_copy__57739fbb4d74b8ba07164237c1c6a363
ping identity,Ping Identity,,"Ping Identity, Denver, CO, United States",39.7492103,-104.9932022,Consulates,Ping Identity,,IOC_org_copy,5aff6d35684ad49f31e5322607910e0a,IOC_org_copy__5aff6d35684ad49f31e5322607910e0a
engel & volkers technology gmbh,Engel & Völkers Technology GmbH,,"Engel & Volkers Technology GmbH, Hamburg, Hamburg, Germany",53.5510846,9.9936819,Organization,Engel & Völkers Technology GmbH,,IOC_org_copy,7c1e53c9a711ad26209c2a4fa0545c74,IOC_org_copy__7c1e53c9a711ad26209c2a4fa0545c74
lemlist,lemlist,,"lemlist, Paris, Ile-de-France, France",48.8674543,2.3435856,LegislativeCommittee,lemlist,,IOC_org_copy,e4dd861cf21482b66f04b5ab04afef2f,IOC_org_copy__e4dd861cf21482b66f04b5ab04afef2f
portswigger web security,PortSwigger Web Security,,"PortSwigger Web Security, Cheshire, England, United Kingdom",53.2326344,-2.6103158,ForeignMinistry,PortSwigger Web Security,,IOC_org_copy,22aaa070ed8aac6dc94bb7a3355f1d86,IOC_org_copy__22aaa070ed8aac6dc94bb7a3355f1d86
gocd,GoCD,,"GoCD, Chicago, IL, United States",41.885078,-87.621477,Pipeline,GoCD,,IOC_org_copy,ba0339438bf3f75f334d5b1a9a42b0a6,IOC_org_copy__ba0339438bf3f75f334d5b1a9a42b0a6
bitmex,BitMEX,,"BitMEX, Mahé, Beau Vallon, Seychelles",-4.6210967,55.4277802,Pipeline,BitMEX,,IOC_org_copy,d97b8d068e4684523010aecf73ffcccb,IOC_org_copy__d97b8d068e4684523010aecf73ffcccb
mendix,Mendix,,"Mendix, Boston, MA, United States",42.350458,-71.0468982,Refinery,Mendix,,IOC_org_copy,0898fce97c9ce8190ba32844bf6c9382,IOC_org_copy__0898fce97c9ce8190ba32844bf6c9382
coda,Coda,,"Coda, San Francisco, CA, United States",37.7697277,-122.420386,FTO,Coda,,IOC_org_copy,a462c8874b0b12c7c598d2083e0f0c6c,IOC_org_copy__a462c8874b0b12c7c598d2083e0f0c6c
jnj mobile,JNJ Mobile,,"JNJ Mobile, Boston, MA, United States",42.3500575,-71.0572969,FTO,JNJ Mobile,,IOC_org_copy,c5f7c99155818c90846cf3df4a6f0744,IOC_org_copy__c5f7c99155818c90846cf3df4a6f0744
lob,Lob,,"Lob, San Francisco, CA, United States",37.7765973,-122.3919488,Legislator,Lob,,IOC_org_copy,06fd3434659f1303f183c798a6768ff8,IOC_org_copy__06fd3434659f1303f183c798a6768ff8
remitano,Remitano,,"Remitano, Victoria, Beau Vallon, Seychelles",-4.6210967,55.4277802,DiplomaticFacilities,Remitano,,IOC_org_copy,b7957baeda4b69c8e1dd0d87e2f46c9d,IOC_org_copy__b7957baeda4b69c8e1dd0d87e2f46c9d
status.im,Status.im,,"Status.im, Zug, Zug, Switzerland",47.1661505,8.5154749,Wells,Status.im,,IOC_org_copy,b439ed4a29648a8366145f067184d1da,IOC_org_copy__b439ed4a29648a8366145f067184d1da
aiven ltd,Aiven Ltd,,"Aiven Ltd, Helsinki, Finland",60.1704502,24.9315807,DiplomaticFacilities,Aiven Ltd,,IOC_org_copy,505445b1c6cf9cbfff846bd3ac09ce85,IOC_org_copy__505445b1c6cf9cbfff846bd3ac09ce85
openssl (ibb),OpenSSL (IBB),,"San Francisco, US",37.7756852,-122.4179707,space,OpenSSL (IBB),,IOC_org_copy,67bb0ad6295dca99e9387136500faa0b,IOC_org_copy__67bb0ad6295dca99e9387136500faa0b
trint ltd,Trint Ltd,,"Trint Ltd, London, England, United Kingdom",51.5149232,-0.0733915,ForeignMinistry,Trint Ltd,,IOC_org_copy,e102218139683cfeb03d2255405ec79f,IOC_org_copy__e102218139683cfeb03d2255405ec79f
chainlink,Chainlink,,"Chainlink, Grand Cayman, Midland, Cayman Islands",19.3221698,-81.2408689,ForeignMinistry,Chainlink,,IOC_org_copy,28b98e131317e87e43ba12f8400b48f6,IOC_org_copy__28b98e131317e87e43ba12f8400b48f6
revive adserver,Revive Adserver,,"Revive Adserver, Bangalore, Karnataka, India",12.9715987,77.5945627,ForeignMinister,Revive Adserver,,IOC_org_copy,7cb912d4f0c23e8e52869880db3a8feb,IOC_org_copy__7cb912d4f0c23e8e52869880db3a8feb
monero,Monero,,"Monero, Singapore, Singapore",37.7932977,-122.4226656,Diplomat,Monero,,IOC_org_copy,19b1c5ac063b46b79144c65dc4dbf61f,IOC_org_copy__19b1c5ac063b46b79144c65dc4dbf61f
"drive.net, inc.","DRIVE.NET, Inc.",,"DRIVE.NET, Inc., San Ramon​, CA, United States",37.7712614,-121.9744483,space,"DRIVE.NET, Inc.",,IOC_org_copy,305a88a079d8830f0a7e61564420744c,IOC_org_copy__305a88a079d8830f0a7e61564420744c
credit karma,Credit Karma,61f200413b3da9335d3dc972fb81c5d3,"Credit Karma, San Francisco, CA, United States",37.7864247,-122.4053605,Legislator,Credit Karma,,IOC_org_copy,faf53337157a4b3a7b1f50025de7d253,IOC_org_copy__faf53337157a4b3a7b1f50025de7d253
keybank,KeyBank,2fb5b444806606a80fca098b8bf07d4e,"KeyBank HQ, Cleveland, OH, USA",41.500812,-81.6941674,Legislator,KeyBank,,IOC_org_copy,19f61781f19ddf667e60cc8396365a00,IOC_org_copy__19f61781f19ddf667e60cc8396365a00
doppler,Doppler,,"Doppler,  San Francisco, CA, United States",37.788543,-122.4007054,Diplomat,Doppler,,IOC_org_copy,7caa8bb240e599fe38e8351878177c5e,IOC_org_copy__7caa8bb240e599fe38e8351878177c5e
data processing (ibb),Data Processing (IBB),,"Data Processing (IBB),",37.7932977,-122.4226656,Media,Data Processing (IBB),,IOC_org_copy,363dccd2f13793f53bd050ca212077bc,IOC_org_copy__363dccd2f13793f53bd050ca212077bc
mobisystems ltd.,MobiSystems Ltd.,,"MobiSystems Ltd., San Diego, CA, USA",32.914848,-117.2359655,Consulates,MobiSystems Ltd.,,IOC_org_copy,18e3700f296cc396531c369a34364e21,IOC_org_copy__18e3700f296cc396531c369a34364e21
staging.every.org,Staging.every.org,,"San Francisco, US",37.7756852,-122.4179707,IndustryTerm,Staging.every.org,,IOC_org_copy,a24a2bddd3beb26999f067086ba0b9d8,IOC_org_copy__a24a2bddd3beb26999f067086ba0b9d8
replyify,Replyify,,"Replify, Cleveland, OH, United States",41.5004398,-81.6819593,Person,Replyify,,IOC_org_copy,ac2f66d41434a0df377f77adec2d8f88,IOC_org_copy__ac2f66d41434a0df377f77adec2d8f88
cirrus insight,Cirrus Insight,,"Cirrus Insight, Irvine, CA, United States",33.662124,-117.7467223,Keyphrase,Cirrus Insight,,IOC_org_copy,c1661c3894d39cbe3f4d54e760a6a02c,IOC_org_copy__c1661c3894d39cbe3f4d54e760a6a02c
cert/cc,CERT/CC,,"CERT/CC,Pittsburgh, PA, United States",40.4463884,-79.950034,Consulates,CERT/CC,,IOC_org_copy,b8426e8e71029e37644035a3eeb23ef3,IOC_org_copy__b8426e8e71029e37644035a3eeb23ef3
courier,Courier,,"Courier, San Francisco, CA, United States",37.775206,-122.415427,Pipeline,Courier,,IOC_org_copy,5055d1a4444c630d6839f48ab48aef91,IOC_org_copy__5055d1a4444c630d6839f48ab48aef91
bitwarden,Bitwarden,,"Bitwarden, Santa Barbara, CA, United States",34.4208305,-119.6981901,Refinery,Bitwarden,,IOC_org_copy,41c40cb45b3c59a813da51fcf83d04b2,IOC_org_copy__41c40cb45b3c59a813da51fcf83d04b2
ruby,Ruby,,Ruby,36.117263,-95.8893,AAEntity,Ruby,,IOC_org_copy,9916d1fc59fe22cc046a2fe1615bc764,IOC_org_copy__9916d1fc59fe22cc046a2fe1615bc764
zenly,Zenly,,Zenly,33.0023172,-80.195396,Pipeline,Zenly,,IOC_org_copy,899fd4d2955f2cf2a25b295e2b46e993,IOC_org_copy__899fd4d2955f2cf2a25b295e2b46e993
a.s. watson group,A.S. Watson Group,,"A.S. Watson Group, Sha Tin, New Territories, Hong Kong",22.397805,114.196757,ForeignMinistry,A.S. Watson Group,,IOC_org_copy,76a7b0e4d019d26b5948484fed5f9d96,IOC_org_copy__76a7b0e4d019d26b5948484fed5f9d96
mariadb,MariaDB,,"MariaDB, Espoo, Southern Finland, Finland",60.183899,24.8143999,CompanyKeyword,MariaDB,,IOC_org_copy,7f9733e208088b1ce6df3d4be1765396,IOC_org_copy__7f9733e208088b1ce6df3d4be1765396
xilinx,Xilinx,496c2ef0beb24b1019ba851edb56e75c,"Xilinx, San Jose, CA, United States",37.2531174,-121.9356861,ForeignMinistry,Xilinx,,IOC_org_copy,f872201c6db9bf2620dc262ba42d2271,IOC_org_copy__f872201c6db9bf2620dc262ba42d2271
stellar.org,Stellar.org,,"Stellar.org, San Francisco, CA, United States",37.7871271,-122.3967381,CompanyKeyword,Stellar.org,,IOC_org_copy,c7c570143a2700670cf5147ac39210b2,IOC_org_copy__c7c570143a2700670cf5147ac39210b2
notepad++,Notepad++,,"Notepad++, Paris, France",48.856614,2.3522219,Shipping,Notepad++,,IOC_org_copy,376f6d6869aaf313a5ab63d4cefdbeaa,IOC_org_copy__376f6d6869aaf313a5ab63d4cefdbeaa
gener8,Gener8,,"Gener8, Sunnyvale, California, United States",37.382837,-121.9917083,Diplomat,Gener8,,IOC_org_copy,dba70125a7e261db7b244ae52b26b2b0,IOC_org_copy__dba70125a7e261db7b244ae52b26b2b0
passit,Passit,,"San Francisco, US",37.7756852,-122.4179707,Person,Passit,,IOC_org_copy,ba4808eea6e7716f4da1df16a665a922,IOC_org_copy__ba4808eea6e7716f4da1df16a665a922
node.js,Node.js,,"Node.js, San Francisco, CA, United States",37.771959,-122.4022235,ForeignMinistry,Node.js,,IOC_org_copy,3b2819dd4c24eda2faf2052eef449551,IOC_org_copy__3b2819dd4c24eda2faf2052eef449551
evernote,Evernote,,"Evernote, Redwood City, CA, United States",37.4920687,-122.2223723,Refinery,Evernote,,IOC_org_copy,2a6305c433bf2497346fd0a1aaa11149,IOC_org_copy__2a6305c433bf2497346fd0a1aaa11149
smtp2go,SMTP2GO,,"SMTP2GO, Christchurch, Canterbury, New Zealand",-43.5357466,172.6398976,Shipping,SMTP2GO,,IOC_org_copy,5de8698f3d733d59d0c9fc78e23ef3cb,IOC_org_copy__5de8698f3d733d59d0c9fc78e23ef3cb
affirm,Affirm,,"Affirm,  San Francisco, CA, United States",37.792912,-122.405211,Refinery,Affirm,,IOC_org_copy,0a4b4e943aa3caa71efb365322cd549e,IOC_org_copy__0a4b4e943aa3caa71efb365322cd549e
tron foundation,Tron Foundation,,"Tron Foundation, Singapore, Singapore",37.7895408,-122.394228,Organization,Tron Foundation,,IOC_org_copy,0f61a49000116b4d19aa77700ce612d0,IOC_org_copy__0f61a49000116b4d19aa77700ce612d0
kubernetes,Kubernetes,,"Kubernetes, San Francisco, CA, United States",37.7952421,-122.403654,Wells,Kubernetes,,IOC_org_copy,30136395f01879792198317c11831ea4,IOC_org_copy__30136395f01879792198317c11831ea4
forescout technologies,ForeScout Technologies,cd1cddbf5af285d06c1e9d529c0418fe,"ForeScout Technologies, San Jose, CA, United States",37.409502,-121.954719,Consulates,ForeScout Technologies,,IOC_org_copy,1d02e957791779c473df2123de6db746,IOC_org_copy__1d02e957791779c473df2123de6db746
exodus,Exodus,,"Exodus, Nebraska City, NE, United States",40.6759711,-95.8548787,AAEntity,Exodus,,IOC_org_copy,0cdf051c93865faa15cbc5cd3d2b69fb,IOC_org_copy__0cdf051c93865faa15cbc5cd3d2b69fb
citrix systems,Citrix Systems,37b993d33960128b055b1d0ec74b5a89,"Citrix Systems HQ, Fort Lauderdale, FL, USA",26.205644,-80.153149,LegislativeCommittee,Citrix Systems,,IOC_org_copy,213721669c9eeab553feafa6a740060f,IOC_org_copy__213721669c9eeab553feafa6a740060f
blockstack,Blockstack,,"Blockstack, New York City, NY, USA",40.7263044,-74.0337401,Legislator,Blockstack,,IOC_org_copy,3fc4291707474050fd47ff07d1728032,IOC_org_copy__3fc4291707474050fd47ff07d1728032
chime,Chime,852ef2b3cf7e78c3a551924e8b345070,"Chime,  San Francisco, CA, United States",37.7932977,-122.4226656,ForeignMinister,Chime,,IOC_org_copy,6c7c8b16d921fbf3394e228f1554ef5e,IOC_org_copy__6c7c8b16d921fbf3394e228f1554ef5e
teradici,Teradici,,"Teradici, Burnaby, BC, Canada",49.255056,-122.9944974,AAEntity,Teradici,,IOC_org_copy,338d363c292ef5ab64975c96c1d8d27f,IOC_org_copy__338d363c292ef5ab64975c96c1d8d27f
starling bank limited,Starling Bank Limited,,"Starling Bank Limited, London, England, United Kingdom",51.519952,-0.0848105,News,Starling Bank Limited,,IOC_org_copy,0e7720db59b208edef1c4c901357e3b6,IOC_org_copy__0e7720db59b208edef1c4c901357e3b6
