chinadc_identifier,dccaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
钦南区,"Qinnan district of Qinzhou, Guangxi, China",qinnanqinzhou,AAEntity,"Qinnan district of Qinzhou, Guangxi, China",,dgm_chinadclocations,5f528e688730d1c8a213e2f732cbc528,dgm_chinadclocations__5f528e688730d1c8a213e2f732cbc528
钦北区,"Qinbei district of Qinzhou, Guangxi, China",qinbeiqinzhou,Consulates,"Qinbei district of Qinzhou, Guangxi, China",,dgm_chinadclocations,fc83fb0b444704fd771445fd27e5f5ae,dgm_chinadclocations__fc83fb0b444704fd771445fd27e5f5ae
港口区,"Gangkou district of Fangchenggang, Guangxi, China",gangkoufangchenggang,Refinery,"Gangkou district of Fangchenggang, Guangxi, China",,dgm_chinadclocations,446f03bb7559531bf4c9e58606ccf8e9,dgm_chinadclocations__446f03bb7559531bf4c9e58606ccf8e9
防城区,"Fangcheng district of Fangchenggang, Guangxi, China",fangchengfangchenggang,FTO,"Fangcheng district of Fangchenggang, Guangxi, China",,dgm_chinadclocations,b8849085ae21d4363ee645d1c786c9b5,dgm_chinadclocations__b8849085ae21d4363ee645d1c786c9b5
天山区,"Tianshan district of Ürümqi, Xinjiang, China",tianshanürümqi,LegislativeCommittee,"Tianshan district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,e9a7883ccc87e6523b37ed60050056f6,dgm_chinadclocations__e9a7883ccc87e6523b37ed60050056f6
沙依巴克区,"Saybagh district of Ürümqi, Xinjiang, China",saybaghürümqi,Organization,"Saybagh district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,6789f7c239aec6dd1489c86875a132be,dgm_chinadclocations__6789f7c239aec6dd1489c86875a132be
新市区,"Xinshi district of Ürümqi, Xinjiang, China",xinshiürümqi,Person,"Xinshi district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,70de47a3a9e6db4a29cd2c7835f6ad77,dgm_chinadclocations__70de47a3a9e6db4a29cd2c7835f6ad77
水磨沟区,"Shuimogou district of Ürümqi, Xinjiang, China",shuimogouürümqi,ForeignMinistry,"Shuimogou district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,9eed00da3093148ee33c9fa1813b6277,dgm_chinadclocations__9eed00da3093148ee33c9fa1813b6277
头屯河区,"Toutunhe district of Ürümqi, Xinjiang, China",toutunheürümqi,AAEntity,"Toutunhe district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,14f2382c5f30e19c409509c8e79cd14d,dgm_chinadclocations__14f2382c5f30e19c409509c8e79cd14d
达坂城区,"Dabancheng district of Ürümqi, Xinjiang, China",dabanchengürümqi,Refinery,"Dabancheng district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,f26289ff6293483f9666662ad97e5feb,dgm_chinadclocations__f26289ff6293483f9666662ad97e5feb
米东区,"Midong district of Ürümqi, Xinjiang, China",midongürümqi,Keyphrase,"Midong district of Ürümqi, Xinjiang, China",,dgm_chinadclocations,27b83b209d045e152ca4f6b5f255a018,dgm_chinadclocations__27b83b209d045e152ca4f6b5f255a018
克拉玛依区,"Karamay district of Karamay, Xinjiang, China",karamaykaramay,CompanyKeyword,"Karamay district of Karamay, Xinjiang, China",,dgm_chinadclocations,e2ae189ee4e25da0fa093148e43fd3c4,dgm_chinadclocations__e2ae189ee4e25da0fa093148e43fd3c4
独山子区,"Dushanzi district of Karamay, Xinjiang, China",dushanzikaramay,Media,"Dushanzi district of Karamay, Xinjiang, China",,dgm_chinadclocations,d3b95f9e7966ab2a5e4011725df2a87c,dgm_chinadclocations__d3b95f9e7966ab2a5e4011725df2a87c
白碱滩区,"Baijiantan district of Karamay, Xinjiang, China",baijiantankaramay,Diplomat,"Baijiantan district of Karamay, Xinjiang, China",,dgm_chinadclocations,211b4529872f121c685831454a2804cb,dgm_chinadclocations__211b4529872f121c685831454a2804cb
乌尔禾区,"Urho district of Karamay, Xinjiang, China",urhokaramay,Shipping,"Urho district of Karamay, Xinjiang, China",,dgm_chinadclocations,54ce8f935052b700d9ad66d785d925f0,dgm_chinadclocations__54ce8f935052b700d9ad66d785d925f0
高昌区,"Gaochang district of Turpan, Xinjiang, China",gaochangturpan,Organization,"Gaochang district of Turpan, Xinjiang, China",,dgm_chinadclocations,8c2434c3ff95e5f4e485a5865ef0fd79,dgm_chinadclocations__8c2434c3ff95e5f4e485a5865ef0fd79
伊州区,"Yizhou district of Hami, Xinjiang, China",yizhouhami,Shipping,"Yizhou district of Hami, Xinjiang, China",,dgm_chinadclocations,75cd62eb827ec550e27916eedd5c9515,dgm_chinadclocations__75cd62eb827ec550e27916eedd5c9515
玄武区,"Xuanwu district of Nanjing, Jiangsu, China",xuanwunanjing,AAEntity,"Xuanwu district of Nanjing, Jiangsu, China",,dgm_chinadclocations,451bca0cfe850d441820bb176bcc8c95,dgm_chinadclocations__451bca0cfe850d441820bb176bcc8c95
秦淮区,"Qinhuai district of Nanjing, Jiangsu, China",qinhuainanjing,space,"Qinhuai district of Nanjing, Jiangsu, China",,dgm_chinadclocations,fd44d5352271be17abaf7984291be7f2,dgm_chinadclocations__fd44d5352271be17abaf7984291be7f2
建邺区,"Jianye district of Nanjing, Jiangsu, China",jianyenanjing,Pipeline,"Jianye district of Nanjing, Jiangsu, China",,dgm_chinadclocations,6f12f59473472ae933a87faf2d599e6b,dgm_chinadclocations__6f12f59473472ae933a87faf2d599e6b
鼓楼区,"Gulou district of Nanjing, Jiangsu, China",gulounanjing,ForeignMinister,"Gulou district of Nanjing, Jiangsu, China",,dgm_chinadclocations,fc902837b50c694368e85d3965063836,dgm_chinadclocations__fc902837b50c694368e85d3965063836
浦口区,"Pukou district of Nanjing, Jiangsu, China",pukounanjing,ForeignMinister,"Pukou district of Nanjing, Jiangsu, China",,dgm_chinadclocations,b28080ecc4325ea8dcd8dcc5301b0078,dgm_chinadclocations__b28080ecc4325ea8dcd8dcc5301b0078
栖霞区,"Qixia district of Nanjing, Jiangsu, China",qixiananjing,CompanyKeyword,"Qixia district of Nanjing, Jiangsu, China",,dgm_chinadclocations,04006fdf9054b7b610e4b3c06902f32c,dgm_chinadclocations__04006fdf9054b7b610e4b3c06902f32c
雨花台区,"Yuhuatai district of Nanjing, Jiangsu, China",yuhuatainanjing,DiplomaticFacilities,"Yuhuatai district of Nanjing, Jiangsu, China",,dgm_chinadclocations,80a75ebed55fe288b4e37111c323c58f,dgm_chinadclocations__80a75ebed55fe288b4e37111c323c58f
江宁区,"Jiangning district of Nanjing, Jiangsu, China",jiangningnanjing,space,"Jiangning district of Nanjing, Jiangsu, China",,dgm_chinadclocations,99c728d9d1db53f9096248606abc5e18,dgm_chinadclocations__99c728d9d1db53f9096248606abc5e18
六合区,"Luhe district of Nanjing, Jiangsu, China",luhenanjing,ForeignMinister,"Luhe district of Nanjing, Jiangsu, China",,dgm_chinadclocations,f8d0e7f1da5954812c8bb70f7d7ca80c,dgm_chinadclocations__f8d0e7f1da5954812c8bb70f7d7ca80c
溧水区,"Lishui district of Nanjing, Jiangsu, China",lishuinanjing,Wells,"Lishui district of Nanjing, Jiangsu, China",,dgm_chinadclocations,192a98bc20405766daae64cd7ce90d34,dgm_chinadclocations__192a98bc20405766daae64cd7ce90d34
高淳区,"Gaochun district of Nanjing, Jiangsu, China",gaochunnanjing,Organization,"Gaochun district of Nanjing, Jiangsu, China",,dgm_chinadclocations,0c13223cda5e152d1baddbede6cde3eb,dgm_chinadclocations__0c13223cda5e152d1baddbede6cde3eb
崇川区,"Chongchuan district of Nantong, Jiangsu, China",chongchuannantong,Keyphrase,"Chongchuan district of Nantong, Jiangsu, China",,dgm_chinadclocations,241e77abbf4e4b3bf507ab902ea97091,dgm_chinadclocations__241e77abbf4e4b3bf507ab902ea97091
海门区,"Haimen district of Nantong, Jiangsu, China",haimennantong,IndustryTerm,"Haimen district of Nantong, Jiangsu, China",,dgm_chinadclocations,9a1a428c3ba49f6495f5eeedb02fca7b,dgm_chinadclocations__9a1a428c3ba49f6495f5eeedb02fca7b
宿城区,"Sucheng district of Suqian, Jiangsu, China",suchengsuqian,Exec,"Sucheng district of Suqian, Jiangsu, China",,dgm_chinadclocations,7df96579b34efcba6b5ebd93fcf8cfde,dgm_chinadclocations__7df96579b34efcba6b5ebd93fcf8cfde
宿豫区,"Suyu district of Suqian, Jiangsu, China",suyusuqian,Shipping,"Suyu district of Suqian, Jiangsu, China",,dgm_chinadclocations,b201972f8adc1c63b83a01a80364bc6d,dgm_chinadclocations__b201972f8adc1c63b83a01a80364bc6d
新北区,"Xinbei district of Changzhou, Jiangsu, China",xinbeichangzhou,DiplomaticFacilities,"Xinbei district of Changzhou, Jiangsu, China",,dgm_chinadclocations,eff2647379fed96f6ad49e919a4c80ba,dgm_chinadclocations__eff2647379fed96f6ad49e919a4c80ba
天宁区,"Tianning district of Changzhou, Jiangsu, China",tianningchangzhou,ForeignMinister,"Tianning district of Changzhou, Jiangsu, China",,dgm_chinadclocations,3d56a7021727461cf3d1ec244f98390a,dgm_chinadclocations__3d56a7021727461cf3d1ec244f98390a
钟楼区,"Zhonglou district of Changzhou, Jiangsu, China",zhonglouchangzhou,FTO,"Zhonglou district of Changzhou, Jiangsu, China",,dgm_chinadclocations,03eef076e1eb9a37a5cfea488772f042,dgm_chinadclocations__03eef076e1eb9a37a5cfea488772f042
武进区,"Wujin district of Changzhou, Jiangsu, China",wujinchangzhou,Exec,"Wujin district of Changzhou, Jiangsu, China",,dgm_chinadclocations,ca8c286fe125e0659c32c3a958a52d6b,dgm_chinadclocations__ca8c286fe125e0659c32c3a958a52d6b
金坛区,"Jintan district of Changzhou, Jiangsu, China",jintanchangzhou,Shipping,"Jintan district of Changzhou, Jiangsu, China",,dgm_chinadclocations,51178661fecf080b43ef718f972ee58e,dgm_chinadclocations__51178661fecf080b43ef718f972ee58e
云龙区,"Yunlong district of Xuzhou, Jiangsu, China",yunlongxuzhou,Consulates,"Yunlong district of Xuzhou, Jiangsu, China",,dgm_chinadclocations,609a421863feb8c8efe3832d21282814,dgm_chinadclocations__609a421863feb8c8efe3832d21282814
贾汪区,"Jiawang district of Xuzhou, Jiangsu, China",jiawangxuzhou,AAEntity,"Jiawang district of Xuzhou, Jiangsu, China",,dgm_chinadclocations,25b9f16702975d1114dde29d23c84780,dgm_chinadclocations__25b9f16702975d1114dde29d23c84780
泉山区,"Quanshan district of Xuzhou, Jiangsu, China",quanshanxuzhou,Organization,"Quanshan district of Xuzhou, Jiangsu, China",,dgm_chinadclocations,3ca6c29af498a6fa461c6dec351bcc06,dgm_chinadclocations__3ca6c29af498a6fa461c6dec351bcc06
铜山区,"Tongshan district of Xuzhou, Jiangsu, China",tongshanxuzhou,Exec,"Tongshan district of Xuzhou, Jiangsu, China",,dgm_chinadclocations,fe55a25fe3f0a842e18e4007c222b390,dgm_chinadclocations__fe55a25fe3f0a842e18e4007c222b390
邗江区,"Hanjiang district of Yangzhou, Jiangsu, China",hanjiangyangzhou,AAEntity,"Hanjiang district of Yangzhou, Jiangsu, China",,dgm_chinadclocations,bd67fa42b18e71cb4a7f36d0aaf86940,dgm_chinadclocations__bd67fa42b18e71cb4a7f36d0aaf86940
广陵区,"Guangling district of Yangzhou, Jiangsu, China",guanglingyangzhou,ForeignMinister,"Guangling district of Yangzhou, Jiangsu, China",,dgm_chinadclocations,7856a13b5837320d5dc8fe58d2e738b9,dgm_chinadclocations__7856a13b5837320d5dc8fe58d2e738b9
江都区,"Jiangdu district of Yangzhou, Jiangsu, China",jiangduyangzhou,Legislator,"Jiangdu district of Yangzhou, Jiangsu, China",,dgm_chinadclocations,7fd5fe88d4d663bc0a1f2680c11357d3,dgm_chinadclocations__7fd5fe88d4d663bc0a1f2680c11357d3
梁溪区,"Liangxi district of Wuxi, Jiangsu, China",liangxiwuxi,Shipping,"Liangxi district of Wuxi, Jiangsu, China",,dgm_chinadclocations,3a6bd9fc87000962142a90aca426cd52,dgm_chinadclocations__3a6bd9fc87000962142a90aca426cd52
锡山区,"Xishan district of Wuxi, Jiangsu, China",xishanwuxi,AAEntity,"Xishan district of Wuxi, Jiangsu, China",,dgm_chinadclocations,40384da3cfa2f15ebcbfacfffdc867f0,dgm_chinadclocations__40384da3cfa2f15ebcbfacfffdc867f0
惠山区,"Huishan district of Wuxi, Jiangsu, China",huishanwuxi,Wells,"Huishan district of Wuxi, Jiangsu, China",,dgm_chinadclocations,e1c91afe207cb53ce02a93fa6faf955a,dgm_chinadclocations__e1c91afe207cb53ce02a93fa6faf955a
滨湖区,"Binhu district of Wuxi, Jiangsu, China",binhuwuxi,Legislator,"Binhu district of Wuxi, Jiangsu, China",,dgm_chinadclocations,2634835ad27d48ddade54faead7be554,dgm_chinadclocations__2634835ad27d48ddade54faead7be554
新吴区,"Xinwu district of Wuxi, Jiangsu, China",xinwuwuxi,Exec,"Xinwu district of Wuxi, Jiangsu, China",,dgm_chinadclocations,f4881cc63d10edba428af336e7bd38d2,dgm_chinadclocations__f4881cc63d10edba428af336e7bd38d2
海陵区,"Hailing district of Taizhou, Jiangsu, China",hailingtaizhou,News,"Hailing district of Taizhou, Jiangsu, China",,dgm_chinadclocations,495335ea22f51c97bd6ba99eaf5fd81a,dgm_chinadclocations__495335ea22f51c97bd6ba99eaf5fd81a
高港区,"Gaogang district of Taizhou, Jiangsu, China",gaogangtaizhou,FTO,"Gaogang district of Taizhou, Jiangsu, China",,dgm_chinadclocations,8a078d3a2bb5fbc9951288ab84053ad8,dgm_chinadclocations__8a078d3a2bb5fbc9951288ab84053ad8
姜堰区,"Jiangyan district of Taizhou, Jiangsu, China",jiangyantaizhou,Keyphrase,"Jiangyan district of Taizhou, Jiangsu, China",,dgm_chinadclocations,0df91c7d13f41afba0523ea1d0632c36,dgm_chinadclocations__0df91c7d13f41afba0523ea1d0632c36
淮安区,"Huai'an district of Huai'an, Jiangsu, China",huaianhuaian,Legislator,"Huai'an district of Huai'an, Jiangsu, China",,dgm_chinadclocations,5a39d6f8fc4c4e6da5f9006420843b22,dgm_chinadclocations__5a39d6f8fc4c4e6da5f9006420843b22
淮阴区,"Huaiyin district of Huai'an, Jiangsu, China",huaiyinhuaian,DiplomaticFacilities,"Huaiyin district of Huai'an, Jiangsu, China",,dgm_chinadclocations,80f31b4e202d15e02adf8e90d39d00be,dgm_chinadclocations__80f31b4e202d15e02adf8e90d39d00be
清江浦区,"Qingjiangpu district of Huai'an, Jiangsu, China",qingjiangpuhuaian,Legislator,"Qingjiangpu district of Huai'an, Jiangsu, China",,dgm_chinadclocations,9f917a7082a27468e5a4041bf9c3a24a,dgm_chinadclocations__9f917a7082a27468e5a4041bf9c3a24a
洪泽区,"Hongze district of Huai'an, Jiangsu, China",hongzehuaian,Pipeline,"Hongze district of Huai'an, Jiangsu, China",,dgm_chinadclocations,22b3c02719dd45a8e562c13456cd25db,dgm_chinadclocations__22b3c02719dd45a8e562c13456cd25db
亭湖区,"Tinghu district of Yancheng, Jiangsu, China",tinghuyancheng,Consulates,"Tinghu district of Yancheng, Jiangsu, China",,dgm_chinadclocations,ea2f73c766109b9e18619a74e74e48ae,dgm_chinadclocations__ea2f73c766109b9e18619a74e74e48ae
盐都区,"Yandu district of Yancheng, Jiangsu, China",yanduyancheng,Shipping,"Yandu district of Yancheng, Jiangsu, China",,dgm_chinadclocations,265e358eb8e935f57cdb457b19031939,dgm_chinadclocations__265e358eb8e935f57cdb457b19031939
大丰区,"Dafeng district of Yancheng, Jiangsu, China",dafengyancheng,Refinery,"Dafeng district of Yancheng, Jiangsu, China",,dgm_chinadclocations,3ba722beeaf77c2c7b30ff58f16c010d,dgm_chinadclocations__3ba722beeaf77c2c7b30ff58f16c010d
姑苏区,"Gusu district of Suzhou, Jiangsu, China",gususuzhou,AAEntity,"Gusu district of Suzhou, Jiangsu, China",,dgm_chinadclocations,772bcb93a202f09cf6b1318a213bab75,dgm_chinadclocations__772bcb93a202f09cf6b1318a213bab75
虎丘区,"Huqiu district of Suzhou, Jiangsu, China",huqiusuzhou,LegislativeCommittee,"Huqiu district of Suzhou, Jiangsu, China",,dgm_chinadclocations,651d63521c2d71c3e0489ae8f911c5db,dgm_chinadclocations__651d63521c2d71c3e0489ae8f911c5db
吴中区,"Wuzhong district of Suzhou, Jiangsu, China",wuzhongsuzhou,Keyphrase,"Wuzhong district of Suzhou, Jiangsu, China",,dgm_chinadclocations,358ce73de0b06a379062f36a4cc13dc5,dgm_chinadclocations__358ce73de0b06a379062f36a4cc13dc5
相城区,"Xiangcheng district of Suzhou, Jiangsu, China",xiangchengsuzhou,Consulates,"Xiangcheng district of Suzhou, Jiangsu, China",,dgm_chinadclocations,36d4d4c98a7cdd2b61035189111ae098,dgm_chinadclocations__36d4d4c98a7cdd2b61035189111ae098
吴江区,"Wujiang district of Suzhou, Jiangsu, China",wujiangsuzhou,CompanyKeyword,"Wujiang district of Suzhou, Jiangsu, China",,dgm_chinadclocations,6b8b12466e7833a33ea9f61ea678b854,dgm_chinadclocations__6b8b12466e7833a33ea9f61ea678b854
海州区,"Haizhou district of Lianyungang, Jiangsu, China",haizhoulianyungang,IndustryTerm,"Haizhou district of Lianyungang, Jiangsu, China",,dgm_chinadclocations,44665b4f163212275a8052594d92da21,dgm_chinadclocations__44665b4f163212275a8052594d92da21
连云区,"Lianyun district of Lianyungang, Jiangsu, China",lianyunlianyungang,Legislator,"Lianyun district of Lianyungang, Jiangsu, China",,dgm_chinadclocations,e0fe34e1c9e1ec86fb15f94ef1889564,dgm_chinadclocations__e0fe34e1c9e1ec86fb15f94ef1889564
赣榆区,"Ganyu district of Lianyungang, Jiangsu, China",ganyulianyungang,Pipeline,"Ganyu district of Lianyungang, Jiangsu, China",,dgm_chinadclocations,acc5317162eafb2b341c62d53c73dc86,dgm_chinadclocations__acc5317162eafb2b341c62d53c73dc86
京口区,"Jingkou district of Zhenjiang, Jiangsu, China",jingkouzhenjiang,Keyphrase,"Jingkou district of Zhenjiang, Jiangsu, China",,dgm_chinadclocations,5c911815b4068f927e4dc3240e04a1ae,dgm_chinadclocations__5c911815b4068f927e4dc3240e04a1ae
润州区,"Runzhou district of Zhenjiang, Jiangsu, China",runzhouzhenjiang,AAEntity,"Runzhou district of Zhenjiang, Jiangsu, China",,dgm_chinadclocations,7adf0498f107debf34de64b7ee1ca46a,dgm_chinadclocations__7adf0498f107debf34de64b7ee1ca46a
丹徒区,"Dantu district of Zhenjiang, Jiangsu, China",dantuzhenjiang,Pipeline,"Dantu district of Zhenjiang, Jiangsu, China",,dgm_chinadclocations,21506c169910772643d41107a48f8d13,dgm_chinadclocations__21506c169910772643d41107a48f8d13
信州区,"Xinzhou district of Shangrao, Jiangxi, China",xinzhoushangrao,Refinery,"Xinzhou district of Shangrao, Jiangxi, China",,dgm_chinadclocations,479414e0cb4ccebfd42aaaf1acde2eaa,dgm_chinadclocations__479414e0cb4ccebfd42aaaf1acde2eaa
广丰区,"Guangxin district of Shangrao, Jiangxi, China",guangxinshangrao,Refinery,"Guangxin district of Shangrao, Jiangxi, China",,dgm_chinadclocations,9b210293a12ba9dca94af769ff9ec56a,dgm_chinadclocations__9b210293a12ba9dca94af769ff9ec56a
广信区,"Guangfeng district of Shangrao, Jiangxi, China",guangfengshangrao,CompanyKeyword,"Guangfeng district of Shangrao, Jiangxi, China",,dgm_chinadclocations,19e47856be959f3104af66fb279d441e,dgm_chinadclocations__19e47856be959f3104af66fb279d441e
浔阳区,"Xunyang district of Jiujiang, Jiangxi, China",xunyangjiujiang,Media,"Xunyang district of Jiujiang, Jiangxi, China",,dgm_chinadclocations,5f8423d44b177c74dbfb6e764949d4c9,dgm_chinadclocations__5f8423d44b177c74dbfb6e764949d4c9
濂溪区,"Lianxi district of Jiujiang, Jiangxi, China",lianxijiujiang,DiplomaticFacilities,"Lianxi district of Jiujiang, Jiangxi, China",,dgm_chinadclocations,37484b7c38aaa7db1668ffac36808b8b,dgm_chinadclocations__37484b7c38aaa7db1668ffac36808b8b
柴桑区,"Chaisang district of Jiujiang, Jiangxi, China",chaisangjiujiang,Organization,"Chaisang district of Jiujiang, Jiangxi, China",,dgm_chinadclocations,7bd65a20751a96af0c05a52e50d34b26,dgm_chinadclocations__7bd65a20751a96af0c05a52e50d34b26
东湖区,"Donghu district of Nanchang, Jiangxi, China",donghunanchang,Organization,"Donghu district of Nanchang, Jiangxi, China",,dgm_chinadclocations,a9517819f6c7dfeb1863b13b0fc05822,dgm_chinadclocations__a9517819f6c7dfeb1863b13b0fc05822
西湖区,"Xihu district of Nanchang, Jiangxi, China",xihunanchang,Media,"Xihu district of Nanchang, Jiangxi, China",,dgm_chinadclocations,8753e2fa16e20a7e75bdd439ce64c667,dgm_chinadclocations__8753e2fa16e20a7e75bdd439ce64c667
青云谱区,"Qingyunpu district of Nanchang, Jiangxi, China",qingyunpunanchang,CompanyKeyword,"Qingyunpu district of Nanchang, Jiangxi, China",,dgm_chinadclocations,8776d6c267ff7c4bc37348d2c686ba84,dgm_chinadclocations__8776d6c267ff7c4bc37348d2c686ba84
青山湖区,"Qingshanhu district of Nanchang, Jiangxi, China",qingshanhunanchang,ForeignMinistry,"Qingshanhu district of Nanchang, Jiangxi, China",,dgm_chinadclocations,353ca8464a34664d3aa5fd9ce73c80bf,dgm_chinadclocations__353ca8464a34664d3aa5fd9ce73c80bf
新建区,"Xinjian district of Nanchang, Jiangxi, China",xinjiannanchang,Media,"Xinjian district of Nanchang, Jiangxi, China",,dgm_chinadclocations,ae758f68555da4ed0a83d0a4368e26ad,dgm_chinadclocations__ae758f68555da4ed0a83d0a4368e26ad
红谷滩区,"Honggutan district of Nanchang, Jiangxi, China",honggutannanchang,FTO,"Honggutan district of Nanchang, Jiangxi, China",,dgm_chinadclocations,1df16e7007d455c3973420129fa581a2,dgm_chinadclocations__1df16e7007d455c3973420129fa581a2
青原区,"Qingyuan district of Ji'an, Jiangxi, China",qingyuanjian,Shipping,"Qingyuan district of Ji'an, Jiangxi, China",,dgm_chinadclocations,7b0bf9c9cfd63e2450904922e31e600e,dgm_chinadclocations__7b0bf9c9cfd63e2450904922e31e600e
吉州区,"Jizhou district of Ji'an, Jiangxi, China",jizhoujian,News,"Jizhou district of Ji'an, Jiangxi, China",,dgm_chinadclocations,a6fdbb51b9b5dc381fecc3c8d975570a,dgm_chinadclocations__a6fdbb51b9b5dc381fecc3c8d975570a
袁州区,"Yuanzhou district of Yichun, Jiangxi, China",yuanzhouyichun,ForeignMinister,"Yuanzhou district of Yichun, Jiangxi, China",,dgm_chinadclocations,d0904d2058f965ff13003e35feea316f,dgm_chinadclocations__d0904d2058f965ff13003e35feea316f
临川区,"Linchuan district of Fuzhou, Jiangxi, China",linchuanfuzhou,LegislativeCommittee,"Linchuan district of Fuzhou, Jiangxi, China",,dgm_chinadclocations,21d6957001bb8a838d319fbf9d52232e,dgm_chinadclocations__21d6957001bb8a838d319fbf9d52232e
东乡区,"Dongxiang district of Fuzhou, Jiangxi, China",dongxiangfuzhou,Exec,"Dongxiang district of Fuzhou, Jiangxi, China",,dgm_chinadclocations,7554c9e7567e260fa373feae65ecf2eb,dgm_chinadclocations__7554c9e7567e260fa373feae65ecf2eb
渝水区,"Yushui district of Xinyu, Jiangxi, China",yushuixinyu,FTO,"Yushui district of Xinyu, Jiangxi, China",,dgm_chinadclocations,9a58f1e01a6ff77ddae1dcc19645cf97,dgm_chinadclocations__9a58f1e01a6ff77ddae1dcc19645cf97
昌江区,"Changjiang district of Jingdezhen, Jiangxi, China",changjiangjingdezhen,Shipping,"Changjiang district of Jingdezhen, Jiangxi, China",,dgm_chinadclocations,de6cb848db36b444335cee67e25ce416,dgm_chinadclocations__de6cb848db36b444335cee67e25ce416
珠山区,"Zhushan district of Jingdezhen, Jiangxi, China",zhushanjingdezhen,Exec,"Zhushan district of Jingdezhen, Jiangxi, China",,dgm_chinadclocations,8b062fcae8ae418c25dcd74c35b940ea,dgm_chinadclocations__8b062fcae8ae418c25dcd74c35b940ea
安源区,"Anyuan district of Pingxiang, Jiangxi, China",anyuanpingxiang,ForeignMinistry,"Anyuan district of Pingxiang, Jiangxi, China",,dgm_chinadclocations,9cc93ed854d4b003b24f9806c915d59e,dgm_chinadclocations__9cc93ed854d4b003b24f9806c915d59e
湘东区,"Xiangdong district of Pingxiang, Jiangxi, China",xiangdongpingxiang,ForeignMinister,"Xiangdong district of Pingxiang, Jiangxi, China",,dgm_chinadclocations,6c5dca1c691c658f47bae23911cd3841,dgm_chinadclocations__6c5dca1c691c658f47bae23911cd3841
南康区,"Nankang district of Ganzhou, Jiangxi, China",nankangganzhou,ForeignMinistry,"Nankang district of Ganzhou, Jiangxi, China",,dgm_chinadclocations,1f93708f40e7a48835cfe43a3eecd251,dgm_chinadclocations__1f93708f40e7a48835cfe43a3eecd251
章贡区,"Zhanggong district of Ganzhou, Jiangxi, China",zhanggongganzhou,ForeignMinister,"Zhanggong district of Ganzhou, Jiangxi, China",,dgm_chinadclocations,a410ea0e0b2fe86d648e03b909aa5bcb,dgm_chinadclocations__a410ea0e0b2fe86d648e03b909aa5bcb
赣县区,"Ganxian district of Ganzhou, Jiangxi, China",ganxianganzhou,ForeignMinister,"Ganxian district of Ganzhou, Jiangxi, China",,dgm_chinadclocations,f26afc3d654d9fb00fb89e4570cbffd2,dgm_chinadclocations__f26afc3d654d9fb00fb89e4570cbffd2
月湖区,"Yuehu district of Yingtan, Jiangxi, China",yuehuyingtan,space,"Yuehu district of Yingtan, Jiangxi, China",,dgm_chinadclocations,2e3a053451307382d4455b099be5f563,dgm_chinadclocations__2e3a053451307382d4455b099be5f563
余江区,"Yujiang district of Yingtan, Jiangxi, China",yujiangyingtan,Media,"Yujiang district of Yingtan, Jiangxi, China",,dgm_chinadclocations,159193d35a9cd728a15c5bc36e388169,dgm_chinadclocations__159193d35a9cd728a15c5bc36e388169
竞秀区,"Jingxiu district of Baoding, Hebei, China",jingxiubaoding,space,"Jingxiu district of Baoding, Hebei, China",,dgm_chinadclocations,66f58d0ff7c5649f1e3350ae2605f078,dgm_chinadclocations__66f58d0ff7c5649f1e3350ae2605f078
莲池区,"Lianchi district of Baoding, Hebei, China",lianchibaoding,Wells,"Lianchi district of Baoding, Hebei, China",,dgm_chinadclocations,f8b5e0be30bed2ef7198d7873ea48a8f,dgm_chinadclocations__f8b5e0be30bed2ef7198d7873ea48a8f
满城区,"Mancheng district of Baoding, Hebei, China",manchengbaoding,News,"Mancheng district of Baoding, Hebei, China",,dgm_chinadclocations,d151e1be0982b3d464aebd61c0c75f80,dgm_chinadclocations__d151e1be0982b3d464aebd61c0c75f80
清苑区,"Qingyuan district of Baoding, Hebei, China",qingyuanbaoding,DiplomaticFacilities,"Qingyuan district of Baoding, Hebei, China",,dgm_chinadclocations,2c23e8e83c4624fc2623953967430976,dgm_chinadclocations__2c23e8e83c4624fc2623953967430976
徐水区,"Xushui district of Baoding, Hebei, China",xushuibaoding,ForeignMinistry,"Xushui district of Baoding, Hebei, China",,dgm_chinadclocations,7439f05eead3df047e3f7ca318c23b66,dgm_chinadclocations__7439f05eead3df047e3f7ca318c23b66
路南区,"Lunan district of Tangshan, Hebei, China",lunantangshan,Legislator,"Lunan district of Tangshan, Hebei, China",,dgm_chinadclocations,e8d77436061b380a1fdbd6fd543bfce1,dgm_chinadclocations__e8d77436061b380a1fdbd6fd543bfce1
路北区,"Lubei district of Tangshan, Hebei, China",lubeitangshan,Person,"Lubei district of Tangshan, Hebei, China",,dgm_chinadclocations,fb977674ad8e610eb1969e8018df7765,dgm_chinadclocations__fb977674ad8e610eb1969e8018df7765
